Gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
b0001,43.26669315115419,0.5668391085601263,0.34378698477538316,1.6488090988391448,0.09918675031189854,0.17697774762682938,thrL
b0002,1683.9629019166605,-1.6534834283841116,0.2734037550372809,-6.047771465899014,1.468630765752202e-09,1.686463988270196e-08,thrA
b0003,1053.0945225328096,-1.3577154800121891,0.15480038411825375,-8.770750071104572,1.7747999626708527e-18,6.183222581813454e-17,thrB
b0004,1333.3307917259453,-1.13856747821753,0.15763430569950232,-7.2228406955271325,5.091264497589489e-13,9.780461845602985e-12,thrC
b0005,99.27159976334379,-0.00981351768762623,0.3441799068239017,-0.02851275595424946,0.9772531943858372,0.9875129493184696,yaaX
b0006,220.72208509839513,0.46159911672495957,0.1925412141667292,2.397404206276804,0.016511697787820388,0.03869988004887663,yaaA
b0007,206.0691616260925,0.05741551360541264,0.18446927285659098,0.3112470316400513,0.7556128312870203,0.8350334272636938,yaaJ
b0008,13254.899210915937,0.45097789999075005,0.15030214383074114,3.00047549886319,0.002695584390338259,0.007972336279626319,talB
b0009,654.1097240404833,0.021105583589834737,0.1684493612353893,0.12529334296698239,0.9002913221977229,0.936220486465313,mog
b0010,144.03434685543104,0.07176630948762171,0.247996301185085,0.28938459624065505,0.7722870813959184,0.8466427991785782,satP
b0011,17.962805937915515,-0.24878768468483972,0.4509446107597258,-0.5517034215481507,0.581151565371271,0.6945099085003765,yaaW
b0013,2.189209710894647,2.417041375683493,1.3743911534630053,1.7586269888258215,0.07864088578904181,0.14622011826266437,yaaI
b0014,24563.046576962068,-0.41161786016743285,0.351536821827757,-1.1709096589862038,0.241635092213889,0.35861727000778726,dnaK
b0015,2279.7348546223243,-0.5537234926469652,0.31284719963460206,-1.7699486947420362,0.07673568787061172,0.14306594686443755,dnaJ
b0016,2.0270776685360903,-0.1882364287007114,1.2409274104744643,-0.15169012072087265,0.8794313495227003,0.9222811933387297,insL1
b0018,2.3695796728161724,-0.7772270086224325,1.480945786270573,-0.5248180020010745,0.599709715898383,0.7098781002183278,mokC
b0019,5389.237242609007,-0.8351866505502122,0.14646487322326734,-5.702300027099842,1.182015407686986e-08,1.1625036700959808e-07,nhaA
b0020,824.7312413981914,-0.02318222623621506,0.15474540135520615,-0.1498088216721998,0.880915449218969,0.9233664996785268,nhaR
b0021,2.5379082204903427,-0.3424691092680208,1.0820705850991577,-0.31649424167337287,0.7516273952015048,0.8321950502756225,insB1
b0022,3.0521465440232554,0.9218191988469306,1.0966035814096728,0.8406129748928427,0.40056478757455505,0.5320587533825512,insA1
b0023,2610.8601284703623,1.6446818933294751,0.21274064066902051,7.730924792542355,1.067680891852289e-14,2.46586300359818e-13,rpsT
b0024,41.6369226308673,-1.3054423782992701,0.37808222080584414,-3.452800228259481,0.0005547997097047306,0.002021969509393748,yaaY
b0025,1222.090129035655,0.40381020028317494,0.13255467285096725,3.0463671449529612,0.0023162481491032644,0.00701185282839729,ribF
b0026,4735.301058145961,-0.50421750352597,0.16334186843570947,-3.086884632548619,0.0020226608069686303,0.006233252306932563,ileS
b0027,643.6913546019872,-0.5513580326829608,0.1740026337750489,-3.16867636265643,0.0015313480981783262,0.004910586608120982,lspA
b0028,445.29265067609344,-0.22912541532504768,0.18036035248181267,-1.27037573486752,0.20395082243597062,0.3139055900540154,fkpB
b0029,750.4105707789467,-0.28221244023545766,0.19733082016687215,-1.4301488231630806,0.15267431001615075,0.24936197396757878,ispH
b0030,225.89102223965722,-0.5067437363104073,0.31704581293048484,-1.598329691303999,0.10996962287570194,0.1925405109207882,rihC
b0031,436.7215714604785,-0.5728399173671423,0.15173036149212535,-3.775380956940989,0.00015976330930882917,0.0006647641341787417,dapB
b0032,920.1646270926076,3.5433372576499282,0.43498363628824777,8.145909321751791,3.764421629763575e-16,9.857030140100674e-15,carA
b0033,4730.56705961056,1.9727930814194532,0.4942290353717996,3.9916575923860007,6.561306365302035e-05,0.0003058223409042706,carB
b0034,98.34310783752873,1.4147077731777635,0.3281950218070664,4.310570481502968,1.6283391732208452e-05,8.637551407885026e-05,caiF
b0035,13.110832841687289,-0.5826576423499494,0.5221247930926718,-1.1159355963518356,0.2644497034659524,0.38496909736137763,caiE
b0036,6.525790068933958,1.0900882199760915,0.7201516939775686,1.5136925026938082,0.13010384736212258,0.21981141109503108,caiD
b0037,38.13958613459732,0.17197617158411482,0.3330430438433436,0.5163782122559772,0.6055902799580044,0.7151915084479621,caiC
b0038,75.23668016506983,1.2501965043168726,0.2680528513854004,4.66399255913666,3.1013259959590054e-06,1.8804647742459396e-05,caiB
b0039,235.71643564248075,1.0444194378606246,0.2548177249582734,4.098692263388071,4.154910223018095e-05,0.00020286028416659606,caiA
b0040,6.673681812454379,-0.11360020958368269,0.6847098521292079,-0.16590999710377444,0.8682277799828715,0.9133509087781287,caiT
b0041,4.266945971808096,-0.14932361847115969,0.8514637734837088,-0.175372838071797,0.8607866818982638,0.9075901639609547,fixA
b0042,5.5397591006735185,-1.757210740433269,0.8360481324562151,-2.1018057121553304,0.03557029857038467,0.07475945676014897,fixB
b0043,9.918465954219792,0.2612167587441271,0.5677887516691561,0.46005976338244725,0.6454733240949202,0.7478976424335447,fixC
b0044,0.1785941125315513,-1.1250828641289565,4.426305747061774,-0.2541810097225655,0.7993557209679234,,fixX
b0045,6.781934518658345,-0.40072175744036637,0.7035281693938434,-0.5695887881584419,0.5689566346402835,0.6845129426415584,yaaU
b0046,39.40721671513631,-0.10775701254853727,0.33001659137041234,-0.32651998525610565,0.7440309711015078,0.8260089987032943,kefF
b0047,288.94007087521567,-1.0940009151607033,0.2429325018887301,-4.503312264333351,6.6902468998211805e-06,3.804094744836082e-05,kefC
b0048,612.6079083484407,0.18616199362701163,0.15967806150670183,1.1658583018256286,0.24367174042852524,0.3612457716919103,folA
b0049,580.1879775273105,-0.16466002965048102,0.1720414013182919,-0.957095375815065,0.33851911740797014,0.468727548556472,apaH
b0050,212.70555664737722,-0.13244459790753801,0.18801444262825298,-0.7044384253469873,0.48115978342322574,0.6093801200409369,apaG
b0051,1009.9709266973181,0.1921749354736403,0.1580876036835347,1.2156230532682553,0.22412854815384686,0.33787769030453413,rsmA
b0052,594.7572371643265,-0.11974237347031744,0.22898926249550722,-0.5229169794486184,0.6010320281250957,0.7110338611862642,pdxA
b0053,3569.1624581652595,-0.411841194977065,0.24041826342254066,-1.7130195897523997,0.08670893570204462,0.15870900920351977,surA
b0054,5456.0582031894055,0.032027981960100434,0.14659589333736645,0.21847802984762524,0.8270566745070129,0.8863477551872603,lptD
b0055,564.2402627758039,0.5862023750798149,0.17952527109516228,3.265291685698568,0.0010935140610938915,0.0036518572747010463,djlA
b0058,274.73682229195816,-1.0033759423438382,0.27487737629219927,-3.650267460633911,0.00026196738351376967,0.001040529385145031,rluA
b0059,974.7036972285883,-0.16071635458181247,0.24235038382279453,-0.6631570045266671,0.5072300049200711,0.6309296672394591,rapA
b0060,1333.432197917947,1.0310125237982042,0.15991312353320514,6.447329031029275,1.138384730845044e-10,1.5864066537301613e-09,polB
b0061,26.404137900392616,-0.9315669966242613,0.46057879437578836,-2.0226007102363286,0.04311433092391535,0.08813675506127101,araD
b0062,139.6602578226364,-2.1395550010144713,0.32351214466238304,-6.613522973758246,3.7527972602022215e-11,5.509910548818333e-10,araA
b0063,74.50315593623372,-1.7576456503677917,0.28295460253801874,-6.211758475042401,5.239491780808074e-10,6.507417133203019e-09,araB
b0064,539.7014162688332,-1.3971373048540978,0.27186936923599325,-5.139002267082644,2.7620106722149504e-07,2.049571457306076e-06,araC
b0065,441.50639881239636,-0.40041944518431655,0.2663136340132324,-1.5035634456642983,0.13269380921422785,0.22283670330052727,yabI
b0066,85.8493867981086,-0.6279501650442916,0.29197140538051414,-2.1507248774102052,0.031497921580693845,0.06754718602933353,thiQ
b0067,128.68338923293794,-0.04944119964023232,0.2661157947102196,-0.18578829450566856,0.8526107843495928,0.9016107918930658,thiP
b0068,285.2241752007464,0.8288594746662361,0.17163178370305818,4.829288939280932,1.3702146263190633e-06,8.884782852993168e-06,thiB
b0069,319.51646702963257,-0.02190953025747703,0.20587389309365187,-0.10642209135040936,0.9152474662433655,0.9456100361212556,sgrR
b0070,180.5129415631375,0.7172338951939157,0.23406140174067194,3.064298042564806,0.0021818142929799296,0.006639110702028491,setA
b0071,96.24361981405956,-1.263979069520513,0.3646446065088995,-3.4663314552265683,0.0005276124133339892,0.001934892623743113,leuD
b0072,151.51264611824345,-1.1103536888809444,0.27885676626511624,-3.9818065157698306,6.839344658626974e-05,0.0003163294090868739,leuC
b0073,102.90583290132554,-0.9780609380117954,0.25499696645614806,-3.8355787192472075,0.00012526897449989248,0.0005409461703456492,leuB
b0074,111.77443583240772,-1.3266030815963297,0.2844099664442838,-4.664404339206631,3.095122705425846e-06,1.8794755453479548e-05,leuA
b0075,0.466926606417226,-0.9724018845122517,3.0633783274680755,-0.31742794410769215,0.7509189064077555,,leuL
b0076,36.7917473149825,0.3486019308617405,0.39574728511287344,0.8808700500934926,0.37838815955452443,0.5118636801344686,leuO
b0077,127.18082104986733,0.14148039714746588,0.24687112682792833,0.5730941441608081,0.5665809519321972,0.6828537946037122,ilvI
b0078,34.740515545115194,-0.5253031207495931,0.3702184363754007,-1.4189004899176247,0.15592802946138948,0.2536684325745042,ilvH
b0080,2176.667442624629,-0.44172307341407757,0.14251696339294906,-3.0994420797203963,0.001938854829593614,0.0060019820816711944,cra
b0081,1136.592658759112,0.5408574237442733,0.19062354620717842,2.8373064844593996,0.00454959166575331,0.01264595763212431,mraZ
b0082,1568.644988785555,0.3312796540734041,0.1932594954024132,1.714170128528999,0.08649748525109746,0.15853373244193564,rsmH
b0083,213.8547993907985,-0.3112948163828179,0.178326802402227,-1.74564233861309,0.08087312040995881,0.1497899079889246,ftsL
b0084,1061.308418439649,0.03406561439808014,0.1359889913450115,0.2505027360020181,0.802198589115168,0.8689956257845731,ftsI
b0085,1680.15520508382,-0.2439516684787945,0.15378040721421063,-1.5863637826044934,0.11265681118283534,0.19632562559246974,murE
b0086,1559.6132025319018,-0.10646059128491252,0.15373671610812975,-0.692486440324601,0.48863189840525534,0.6158080117547531,murF
b0087,1413.3227379208913,-0.15547425218584038,0.19551899649306928,-0.7951874496826787,0.4265044711694719,0.5567989460075259,mraY
b0088,2008.4281374745058,0.22935784890146177,0.19689714825314727,1.1648612025938554,0.2440751802283212,0.3617134340009475,murD
b0089,1229.3639675577488,0.12148180739661947,0.2247554042612706,0.5405067246142876,0.5888476247154149,0.6998417418921857,ftsW
b0090,1448.2099356496783,0.02049215594398371,0.18089057845169862,0.11328481626507442,0.9098047546096569,0.9423550884858402,murG
b0091,2289.3414837168198,-0.1121361770425753,0.14862305522912964,-0.7545005508714435,0.4505487147173659,0.5799016174712246,murC
b0092,1520.5043605182916,-0.09134364391509327,0.15927924920777184,-0.5734811305893339,0.5663189717371216,0.6827382090355739,ddlB
b0093,1231.8613628954108,-0.01891388881539196,0.22211305773557982,-0.08515433089894464,0.932138697308839,0.9563319652200243,ftsQ
b0094,2092.221167641079,-0.14054112787722745,0.17978685668653144,-0.7817096892809515,0.434385206059947,0.5640421927076571,ftsA
b0095,6469.236556152274,-0.2615780887034549,0.1312785856825607,-1.9925419469094983,0.046311627541921266,0.09364835259460812,ftsZ
b0096,25260.955924516024,-0.15596339322074862,0.1519901824491914,-1.0261412329897386,0.3048250170543547,0.4302582874658861,lpxC
b0097,1169.80851809224,0.2906579807244699,0.14592251580409765,1.9918651972440016,0.046385850432571596,0.09375232602178066,secM
