gene_id,gene,locus_tag,gene_title,GSM1080843,GSM1080844,GSM1080845,GSM1080849,GSM1080850,GSM1080851
1761959_s_at,1761959_s_at,,,1.399724,1.085463,3.294193,4.161542,1.017423,1.569094
1761960_s_at,Z5151,Z5151,hypothetical protein,1.446731,6.245473,13.44634,3.422613,17.14394,2.893819
1761961_s_at,Z2040,Z2040,hypothetical protein,1.119001,0.8300295,14.66616,12.4219,15.13622,0.87011
1761962_s_at,galE,b0759,UDP-galactose-4-epimerase,461.9069,291.1263,334.2137,95.00132,33.78173,139.6627
1761963_s_at,Z4882,Z4882,hypothetical protein,2.056299,0.864825,0.4841804,1.314785,2.783103,3.666732
1761964_s_at,trxC,b2582,thioredoxin 2,653.9349,826.0411,726.608,8117.406,7179.833,9515.53
1761965_s_at,Z2718,b1690,transport system permease,30.95517,44.51107,71.12023,41.83562,63.84126,74.7637
1761966_at,ECs1537,ECs1537,hypothetical protein,14.64404,2.711421,3.023915,4.582819,6.512794,5.70682
1761967_at,stfR,b1372,Rac prophage; putative tail fiber protein,48.2182,38.74261,62.28723,68.6127,79.05846,121.3272
1761968_at,yegK,c2598,hypothetical protein,5.301542,2.139428,1.55501,6.027113,14.93513,8.986809
1761969_s_at,araH,b1898,L-arabinose transporter permease,326.6277,185.2088,284.5324,112.3102,98.99885,125.4361
1761970_s_at,phnF,b4102,phosphonate metabolism transcriptional regulator PhnF,6.289099,14.25538,0.7119057,13.77607,2.794229,17.33601
1761971_s_at,yiaD,b3552,outer membrane lipoprotein,87.61295,100.1282,113.7344,614.5978,829.9484,664.5172
1761972_at,rayT,b0228,RAYT REP element-mobilizing transposase; TnpA(REP),339.0968,344.1594,305.5469,228.7164,173.8759,184.8189
1761973_s_at,nagZ,b1107,beta-hexosaminidase,998.5478,916.6764,832.6573,544.4578,652.0501,612.5974
1761974_s_at,Z2060,Z2060,DNA adenine methyltransferase encoded by prophage CP-933O,13.01208,26.12183,17.44735,39.26091,13.94898,30.33451
1761975_s_at,ybgD,Z0872,fimbriae structural protein,0.8181466,4.085264,10.85448,1.754322,2.029094,27.61374
1761976_s_at,ruvB,b1860,Holliday junction DNA helicase RuvB,1831.954,1655.588,2135.371,1862.537,2432.113,2816.497
1761977_s_at,Z0962,Z0962,hypothetical protein,22.13164,0.9035488,2.056661,28.24777,25.30052,20.96797
1761978_at,yhcF,b3219,putative transcriptional regulator,230.7188,243.4089,290.0784,615.4188,972.4614,977.0343
1761979_s_at,cycA,b4208,D-alanine/D-serine/glycine permease,2843.517,3428.043,3015.885,6087.572,3790.422,5366.227
1761980_s_at,1761980_s_at,,,1.187382,6.63073,1.7498,16.13919,8.214242,27.97389
1761981_s_at,Z1608,Z1169,hypothetical protein,16.30029,0.4132893,9.076091,19.43554,22.50651,18.02057
1761982_s_at,c2913,c2913,hypothetical protein,785.3661,634.2924,710.0754,3151.638,3130.692,3666.268
1761983_s_at,glpT,b2240,sn-glycerol-3-phosphate transporter,3955.417,3010.956,3598.424,521.1167,398.4208,516.6775
1761984_at,Z1337,Z1337,hypothetical protein,2.082288,4.887185,0.9223211,1.581868,1.702797,4.860404
1761985_at,1761985_at,,,15.88467,0.9976255,1.705615,2.779657,10.8104,25.15663
1761986_s_at,kduD,b2842,2-deoxy-D-gluconate 3-dehydrogenase,252.8352,239.927,206.2341,159.648,256.4296,220.5044
1761987_s_at,1761987_s_at,,,6.00255,0.4348614,8.251051,1.986174,7.402868,1.629485
1761988_s_at,pitB,b2987,inorganic phosphate transporter,9.059018,9.721923,15.80552,63.29432,70.03738,51.92736
1761989_at,yddQ,c5079,ABC transporter permease,6.170296,7.09094,2.444286,3.37754,11.00474,1.643269
1761991_at,iroB,c1254,glucosyltransferase,2.137694,2.776604,1.406702,15.52481,3.698634,1.603498
1761992_at,yffP,b2447,CPZ-55 prophage; uncharacterized protein,64.05656,53.37946,89.39918,118.0572,159.4365,165.7356
1761993_s_at,Z0258,Z0258,hypothetical protein,3.175581,2.031565,3.033923,5.264197,2.918674,2.904539
1761994_at,1761994_at,,,14.17479,10.76497,19.67202,41.21421,27.86382,39.56294
1761995_s_at,1761995_s_at,,,16.47238,14.89358,25.4465,142.8562,204.0246,70.80469
1761997_at,yjiV,b4344,pseudo,65.71964,72.04632,91.83868,93.79796,128.3434,169.1656
1761998_s_at,yhcR,b3242,hypothetical protein,221.7297,257.2098,319.0912,373.9969,758.5286,832.7179
1761999_s_at,fusA,b3340,elongation factor G,11092.53,8193.136,9064.767,19551.04,14873.68,25055.96
1762000_s_at,Z1478,Z1478,hypothetical protein,21.59935,4.752008,2.324994,28.56177,14.48001,11.59269
1762001_s_at,c1765,Z2506,hypothetical protein,1.106197,1.603688,5.587013,2.807348,1.921355,7.687605
1762002_at,yieI,c4639,inner membrane protein,21.02594,11.98458,11.15025,11.89756,2.872975,39.38687
1762003_s_at,yrbL,b3207,hypothetical protein,2114.667,2730.16,2241.564,8634.639,7996.732,7701.125
1762004_s_at,frvB,b3899,PTS system transporter subunits IIBC,35.41227,42.41192,35.5059,88.57816,99.85924,112.7251
1762005_at,c1470,c1470,hypothetical protein,2.183648,1.144012,2.547135,3.242243,2.418316,1.44192
1762006_s_at,1762006_s_at,,,0.8153098,5.495213,9.470968,13.68639,23.50602,35.90746
1762007_s_at,cusB,b0574,copper/silver efflux system membrane fusion protein CusB,142.301,352.4125,276.2262,57.6452,107.4234,97.37502
1762008_at,c5348,c5348,ornithine carbamoyltransferase,19.46185,32.09324,21.05396,40.08117,36.17131,73.52903
1762009_at,ilvD,c4693,dihydroxy-acid dehydratase,4.241809,1.994449,2.010261,4.39258,3.266362,7.218724
1762010_s_at,Z3058,Z3058,hypothetical protein,34.10755,19.66542,3.155468,4.447918,20.3413,21.98282
1762011_at,ggt,c4236,gamma-glutamyltranspeptidase,16.59648,0.7118604,16.99501,2.944805,21.8853,12.74198
1762012_at,c4551,c4551,hypothetical protein,13.566,2.362737,3.006023,2.889447,8.456613,3.628051
1762013_s_at,1762013_s_at,,,33.6797,72.87132,45.53787,113.8342,98.07639,130.3444
1762014_s_at,ydcF,b1414,hypothetical protein,2502.732,2151.566,2806.528,2233.051,2235.777,1727.891
1762015_s_at,1762015_s_at,,,3.203952,9.171662,8.103079,19.66428,22.98003,26.4286
1762016_s_at,1762016_s_at,,,117.0038,224.1569,215.1278,283.125,373.6056,296.7552
1762017_s_at,ycdI,ECs2027,transcriptional regulator YdcI,1180.848,1534.88,773.8954,3676.157,5596.947,4495.464
1762018_s_at,ECs1081,ECs1081,hypothetical protein,62.87325,7.709422,14.15813,16.67614,5.269188,9.37297
1762019_s_at,Z2968,Z2968,hypothetical protein,1.09901,0.6597149,3.713706,1.710994,1.30185,1.291564
1762020_at,mngR,b0730,transcriptional repressor for the mannosyl-D-glycerate catabolic operon,287.3283,276.2495,278.3172,925.7983,1044.66,1147.352
1762021_s_at,frvA,b3900,fructose-like phosphotransferase system subunit EIIA,3.691824,13.24277,14.01188,47.70859,40.84915,52.13822
1762022_s_at,fimH,b4320,FimH protein,315.4036,310.1874,244.8472,111.6949,83.97827,140.418
1762023_at,c0945,c0945,hypothetical protein,2.376026,5.905586,2.266182,17.68708,6.024913,14.33459
1762024_s_at,pspG,ECs5032,phage shock protein G,59.95758,66.47764,37.03398,1448.441,3166.532,2029.656
1762025_s_at,1762025_s_at,,,153.781,280.1397,367.8792,353.1713,448.8266,395.4983
1762026_at,1762026_at,b1142,,22.26002,48.55543,34.07856,14.7417,46.15539,107.4075
1762027_at,gcd,c0153,glucose dehydrogenase,41.32833,6.985578,42.20079,45.54817,46.31697,66.7107
1762028_s_at,Z6065,Z6065,hypothetical protein,7.175618,0.6258778,3.875206,1.581137,2.178493,7.29228
1762029_s_at,Z1887,Z1886,head-DNA stabilization protein of prophage CP-933X,24.68312,12.65774,16.97942,42.15063,28.10397,12.67199
1762030_s_at,Z4318,Z4318,hypothetical protein,2.785032,2.617436,3.916094,12.76986,2.576472,2.346923
1762031_s_at,yiiR,b3921,hypothetical protein,434.4469,377.5065,420.4945,1019.088,928.5436,997.2248
1762032_s_at,yghQ,b2983,hypothetical protein,82.02347,86.27793,122.1472,81.19242,70.54774,114.2964
1762033_at,1762033_at,,,5.417425,3.517175,5.240443,8.522196,2.302487,6.155315
1762034_s_at,yhjQ,Z4949,cell division protein,304.6309,315.0969,418.7448,257.1045,277.0017,253.3547
1762035_s_at,mltA,b2813,murein transglycosylase A,326.6117,497.5047,431.1735,456.2481,500.6489,537.5974
1762036_s_at,rpmE,b3936,50S ribosomal protein L31,3711.469,3046.896,2378.327,17555.19,21457.15,23362.05
1762037_s_at,glpG,b3424,intramembrane serine protease GlpG,1408.583,2008.833,2086.909,1863.667,2082.229,1923.95
1762038_s_at,Z1575,Z1136,hypothetical protein,0.6348987,4.835472,1.494415,5.410897,12.93607,2.857728
1762039_at,bglH,b3720,"carbohydrate-specific outer membrane porin, cryptic",12.24347,9.14507,19.44296,31.46438,56.78037,82.13512
1762040_at,c1472,c1472,hypothetical protein,3.099489,8.324328,21.83702,25.1965,5.265496,10.66887
1762041_s_at,Z0253,Z0253,hypothetical protein,17.60856,22.69189,7.708034,3.776745,14.49226,22.24374
1762042_at,ECs1190,ECs1190,replication protein P,0.5082237,0.8971926,1.784889,5.260346,1.203718,15.84046
1762043_s_at,1762043_s_at,,,3.078751,20.63129,4.515149,108.5674,108.4966,87.43726
1762045_s_at,1762045_s_at,,,48.60281,45.84426,51.91752,230.165,209.2484,313.0662
1762046_s_at,1762046_s_at,,,175.8929,356.2936,281.5903,1040.852,1034.174,1142.48
1762047_s_at,yjjQ,b4365,hypothetical protein,3.011153,26.34247,39.67065,38.16127,47.5074,90.87429
1762048_at,potF,b0854,putrescine ABC transporter periplasmic binding protein,1018.388,922.2974,491.07,436.2049,469.368,556.4597
1762049_at,c5296,c5296,hypothetical protein,13.68518,1.778766,4.698301,7.170165,1.402498,8.671091
1762050_at,c1186,c1186,3-oxoacyl-ACP synthase,2.793963,1.56036,3.902119,24.80147,6.257249,5.107995
1762051_s_at,c2992,c2992,hypothetical protein,90.55601,47.81495,33.12136,13.05802,73.65543,23.83705
1762052_s_at,yneJ,b1526,transcriptional regulator YneJ,216.5034,341.4672,342.3952,184.398,209.3655,236.6034
1762053_s_at,yrbC,b3192,hypothetical protein,3011.854,3246.105,2478.0,3598.823,2095.522,2413.589
1762054_at,Z4333,Z4333,cytotoxin,2.687725,13.85363,2.367856,3.383532,1.528151,20.48653
1762055_s_at,intO,Z2036,integrase for prophage CP-933O,16.3626,1.194557,1.650026,11.83515,14.21697,14.80844
1762056_s_at,ydfK,b1375,hypothetical protein,56.08102,202.7361,248.9041,59.67578,64.5822,96.33402
1762057_at,yigF,b3817,DUF2628 family putative inner membrane protein,47.79883,72.30048,126.902,104.7531,130.017,89.03171
1762058_s_at,ECs5532,Z4708,hypothetical protein,175.5221,211.6624,136.1108,89.99552,70.38129,93.80131
1762059_at,c3614,c3614,hypothetical protein,9.11526,9.551546,59.63553,9.581796,63.91556,88.25339
1762060_s_at,guaB,Z3772,inosine 5'-monophosphate dehydrogenase,41.80281,59.41902,36.47629,63.27528,106.7211,126.5916
1762061_s_at,ybiJ,b0802,hypothetical protein,266.035,320.5758,278.1142,635.0182,891.6668,925.4937
1762063_at,ydaY,b1366,pseudo,61.49649,68.822,86.27179,54.50239,96.94952,170.0661
1762064_s_at,yjcQ,b4081,multidrug efflux system protein MdtO,39.32853,29.16671,32.5559,19.1713,37.58675,2.479124
1762065_at,Z3069,Z3069,hypothetical protein,13.11115,0.5280634,0.8586652,1.090981,1.655776,0.7453541
1762066_s_at,1762066_s_at,,,26.80826,53.74261,23.97574,92.68256,190.2173,184.3811
1762067_at,mgtA,c5341,magnesium-transporting ATPase MgtA,39.37864,41.04631,6.03311,146.9436,158.6327,219.389
1762068_at,c0778,c0778,hypothetical protein,22.01446,28.64831,17.20115,19.46373,22.62982,82.60573
1762069_s_at,ycjW,Z2461,LACI-type transcriptional regulator,2.556209,0.5563356,1.320979,19.01438,1.909159,3.583592
1762070_s_at,c0428,ECs0352,hypothetical protein,5.901314,9.986398,10.65872,21.90335,1.920072,5.200092
1762071_at,c1891,c1891,hypothetical protein,0.9896902,0.7279812,0.3309101,0.7677685,3.895456,1.653886
1762072_s_at,1762072_s_at,,,1263.011,1324.725,1701.818,3414.519,2801.974,1805.683
1762073_at,ypdF,b2385,Xaa-Pro aminopeptidase,20.60526,35.3087,25.15963,57.63153,113.636,36.14477
1762074_s_at,ftsE,b3463,cell division protein FtsE,3248.46,2854.385,3533.678,6487.377,4580.088,6161.686
1762075_s_at,rpmC,b3312,50S ribosomal protein L29,3794.705,3334.695,3594.031,11771.16,7531.942,14610.26
1762076_s_at,Z5088,ECs3871,hypothetical protein,1.421652,1.724437,8.083017,2.986482,1.438046,1.873755
1762077_at,c0757,c0757,hypothetical protein,19.55078,2.19868,23.05169,5.672675,2.038742,35.89706
1762078_s_at,c3147,c3147,hypothetical protein,21.28872,52.84545,26.12875,14.65888,30.53883,63.52605
1762079_at,folK,b0142,2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase,439.3281,779.6477,948.6244,39.46237,107.9252,112.1395
1762080_s_at,Z1853,Z1853,hypothetical protein,9.653441,11.87401,1.661919,3.217656,1.677618,3.269991
1762081_s_at,1762081_s_at,,,26.13882,15.61938,57.30322,17.31886,30.1847,26.32309
1762082_s_at,1762082_s_at,,,1.083899,3.785478,1.170203,1.675475,1.160631,25.53125
1762083_at,prpB,c0451,2-methylisocitrate lyase,23.83884,4.110476,8.618454,26.06745,4.819816,21.92233
1762084_s_at,fucP,b2801,L-fucose transporter,86.42853,64.49115,88.84039,52.7631,47.40055,82.38688
1762085_s_at,vacJ,b2346,VacJ lipoprotein,1354.359,1397.205,1436.773,1554.837,2107.099,1986.867
1762086_s_at,gltA,b0720,type II citrate synthase,195.4163,179.2241,265.555,43.04721,38.42668,11.88245
1762087_at,ygeZ,c3451,phenylhydantoinase,20.35212,1.785921,7.836831,2.024972,1.805633,35.47644
1762088_s_at,ubiH,b2907,2-octaprenyl-6-methoxyphenyl hydroxylase,706.7556,653.0458,810.712,265.1566,295.8727,368.3273
1762089_at,c5196,c5196,transposase insC,3.588941,3.397341,2.162567,3.838916,21.54133,8.42282
1762090_s_at,ECs0810,ECs0810,protein NinE,15.98696,1.834586,16.39367,15.63722,13.27559,8.084889
1762091_s_at,ycbW,b0946,hypothetical protein,950.1311,1094.507,1039.934,1592.01,2094.542,1505.832
1762092_at,ydfV,b1565,Qin prophage; uncharacterized protein,47.4858,69.5537,82.9397,150.8737,123.6087,161.3945
1762093_s_at,1762093_s_at,,,167.4347,131.9291,119.1674,174.8816,145.8023,254.3956
1762094_s_at,c2918,c2918,hypothetical protein,569.4427,751.1986,590.0669,721.0339,930.1833,614.3994
1762095_at,thiM,c2631,hydroxyethylthiazole kinase,4.177942,13.68054,13.27789,11.81324,30.55367,12.70461
1762096_at,phnI,b4099,ribophosphonate triphosphate synthase complex putative catalytic subunit,61.62443,30.11102,29.03955,65.68258,62.32721,69.51773
1762097_s_at,yiaB,b3563,hypothetical protein,37.20084,38.8099,52.87986,122.5904,128.8203,127.2104
1762098_s_at,yghO,b2981,hypothetical protein,44.71081,32.92261,47.43144,80.76458,24.32053,105.9417
