Gene_id	MMC_1_readcount	MMC_1_fpkm
b0122	285	114.3375906
b0123	325	29.25465517
b0124	979	57.16451667
b0125	1438	373.8591554
b0126	810	170.5669606
b0127	737	110.9969829
b0128	469	84.92623769
b0129	189	59.83380681
b0130	172	19.52300905
b0131	1773	649.6914929
b0132	113	17.47085315
b0133	1659	271.8505472
b0134	1495	262.541211
b0135	22	2.478990113
b0136	12	2.806275697
b0137	7	1.612682362
b0138	9	2.204403409
b0139	8	0.429906746
b0140	2	0.376821096
b0141	2	0.477306721
b0142	65	18.9058209
b0143	2186	218.3063691
b0144	121	18.22338525
b0145	4442	1359.994436
b0146	1466	290.3141965
b0147	65	17.0900076
b0148	1197	68.77194339
b0149	1924	105.9620921
b0150	945	58.79391445
b0151	137	23.96851326
b0152	91	14.25893563
b0153	181	12.74322293
b0154	1960	213.6143194
b0155	481	47.22466656
b0156	1707	690.7769639
b0157	246	55.03943127
b0158	312	54.38078822
b0159	1813	362.1129434
b0160	334	30.71836634
b0161	1940	190.0685606
b0162	168	20.254622
b0163	2008	724.3962003
b0164	38	6.525540227
b0166	1665	281.7628357
b0167	1824	95.26849301
b0168	2585	453.9592177
b0169	17724	3408.38418
b0170	7891	1293.051638
b0171	1850	355.7611562
b0172	5669	1418.390057
b0173	920	107.3042929
b0174	3751	687.2512098
b0175	1574	256.1184474
b0176	2947	304.0925353
b0177	7714	442.6504864
b0178	3100	890.5305953
b0179	2706	368.2170139
b0180	1398	428.0216619
b0181	2221	393.0021946
b0182	997	121.1430629
b0183	298	69.6891798
b0184	2558	102.5346105
b0185	1905	277.0429909
b0186	386	25.15887738
b0187	133	47.61134542
b0188	406	43.63553476
b0189	180	98.54979946
b0190	354	90.51781031
b0191	92	30.36483183
b0192	551	108.1945583
b0193	79	13.36892734
b0194	5588	453.8412231
b0195	231	45.55144332
b0196	284	97.90091189
b0197	548	93.75918421
b0198	121	25.83039469
b0199	108	14.61058073
b0200	6	1.454293916
b0201	0	0
b0202	0	0
b0203	0	0
b0204	0	0
b0205	0	0
b0206	0	0
b0207	41	7.119528423
b0208	196	29.90600472
b0209	583	101.6153831
b0210	123	27.51971563
b0211	12293	1262.879301
b0212	281	51.89290035
b0213	260	50.20632937
b0214	612	182.5698208
b0215	625	119.2044193
b0216	14	25.38403925
b0217	50	8.881184218
b0218	0	0
b0219	358	64.8264245
b0220	742	218.5490806
b0221	1296	74.00303959
b0222	1307	315.1522732
b0223	522	94.892678
b0224	2087	393.2128132
b0225	139	69.55590685
b0226	242	129.4488745
b0227	29	5.398339015
b0228	67	18.78316961
b0229	19	1.548530124
b0230	23	4.247461595
b0231	3629	479.7847836
b0232	147	69.80610795
b0233	81	28.34232954
b0234	76	23.42280002
b0235	0	0
b0236	7	1.950669683
b0237	4299	411.6549494
b0238	1364	414.8824891
b0239	1234	138.3786943
b0240	2321	806.0695351
b0241	5	0.661042689
b0242	571	72.20885442
b0243	624	69.47210743
b0244	42	77.15411931
b0245	2	0.816445707
b0246	1	0.439032125
b0247	2	0.585376167
b0248	3	0.912498143
b0249	3	1.745152699
b0250	169	50.41552241
b0251	3	0.943325783
b0252	7	1.188911814
b0253	139	22.46076159
b0254	48	7.495957901
b0256	0	0
b0258	170	21.42064684
b0259	0	0
b0260	68	6.761845215
b0261	428	64.04504652
b0262	41	5.467145035
b0263	7	2.808291699
b0264	0	0
b0265	0	0
b0266	31	14.00640354
b0267	12	1.450516529
b0268	148	22.73114186
b0269	444	31.49787798
b0270	32	3.23036219
b0271	86	7.452917795
b0272	113	20.78548142
b0273	95	13.19717464
b0274	0	0
b0275	0	0
b0276	142	23.9431578
b0277	36	8.016012396
b0278	30	5.991940597
b0279	5	0.816445707
b0280	220	69.64781746
b0281	128	12.75543443
b0283	31	4.522443775
b0284	141	8.951942902
b0285	42	6.127181889
b0286	44	8.902807971
b0287	38	8.626445861
b0288	5	2.115336605
b0289	63	12.37070267
b0290	80	6.793781796
b0291	35	1.934452714
b0292	4	0.834751665
b0293	31	7.360507981
b0294	1	0.236230484
b0295	27	16.53302557
b0296	7	3.701839058
b0297	3	0.480317257
b0298	0	0
b0299	2	0.322058168
b0300	45	9.185014204
b0301	8	1.880299204
b0303	0	0
b0304	73	7.686042052
b0305	16	2.612626262
b0306	74	14.3490333
b0307	90	8.799089237
b0308	56	11.2331668
b0310	8	1.669503329
b0311	603	50.38070987
b0312	1173	111.177956
b0313	423	100.4353186
b0314	974	66.85462059
b0315	82	10.51258191
b0316	90	13.46741632
b0317	4	1.12138326
b0318	27	6.220346253
b0319	8	1.292705703
b0320	39	3.517362029
b0321	29	2.853244722
b0323	13	1.908474034
b0324	210	21.19925187
b0325	358	47.60111742
b0326	2	0.342186804
b0327	10	5.675293329
b0328	46	9.556788588
b0329	1771	895.845052
b0330	106	9.325075542
b0331	3874	607.0232597
b0333	1484	177.0807935
b0334	987	94.90169221
b0335	720	53.27016187
b0336	562	62.27148043
b0337	821	89.26918166
b0338	37	5.73961332
b0339	12	2.538403925
b0340	8	2.371332754
b0341	21	2.538403925
b0342	9	2.053120822
b0343	13	1.447335572
b0344	117	5.312074556
b0345	579	74.64032595
b0346	308	51.55942746
b0347	16	1.341618892
b0348	6	0.886426768
b0349	8	1.288232673
b0350	7	1.206525323
b0351	8	1.17444556
b0352	18	2.478323359
b0353	32	3.686131113
b0354	452	116.8605955
b0355	130	21.762096
b0356	373	46.91473561
b0357	51	25.79790946
b0358	32	5.772081278
b0360	0	0
b0361	2	0.308194737
b0363	8	0.933080808
b0364	3	0.750603311
b0365	5	0.724881702
b0366	4	0.727146958
b0367	6	1.011682724
b0368	21	3.441146167
b0369	2391	342.372111
b0372	18	2.898523514
b0373	3	1.396122159
b0375	1	0.223737525
b0376	465	56.06190017
b0377	370	42.30673209
b0378	468	59.66987858
b0379	674	304.5263221
b0380	439	287.7453652
b0381	1507	192.142109
b0382	632	338.0648293
b0383	740	72.96118628
b0384	331	143.9615061
b0385	33	4.128318212
b0386	747	128.753488
b0387	724	220.2162185
b0388	590	156.8975379
b0389	232	168.6980942
b0390	415	85.45585487
b0391	928	454.5969697
b0392	40	16.32891414
b0393	1158	177.2707741
b0394	174	26.72445057
b0396	179	21.08910266
b0397	461	20.45161472
b0398	271	31.45046593
b0399	158	31.96917408
b0400	119	12.81933155
b0401	1117	118.1415494
b0402	566	57.51129127
b0403	192	14.76889557
b0404	215	51.57495948
b0405	642	83.68911541
b0406	2687	332.5691703
b0407	876	367.2681716
b0408	2328	175.8751291
b0409	1206	173.2225642
b0410	304	121.9600966
b0411	830	130.9357505
b0412	255	65.92799084
b0413	835	259.0582228
b0414	2000	252.920681
b0415	1740	515.764874
b0416	1564	519.8892992
b0417	577	82.36835233
b0418	1068	287.2945021
b0419	1980	283.5201923
b0420	1883	141.1110051
b0421	1308	202.9030871
b0422	556	319.4419426
b0423	1377	132.6749629
b0424	227	53.62431981
b0425	238	36.43388968
b0426	1063	301.6418405
b0427	407	41.62796474
b0428	9467	1483.39938
b0429	860	363.837896
b0430	2254	511.6844466
b0431	19016	1332.764005
b0432	18093	2664.560994
b0433	805	76.14351884
b0434	801	193.1422883
b0435	4798	2106.476138
b0436	16069	1727.042877
b0437	3923	877.7223125
b0438	8703	952.9765608
b0439	8012	474.9779507
b0440	3609	1845.64281
b0441	2931	218.5915624
b0442	138	51.79162848
b0443	117	40.93892045
b0444	463	92.87421834
b0445	59	4.842516601
b0446	464	79.09654234
b0447	328	99.76646365
b0448	586	46.14368783
b0449	594	46.5374053
b0450	6	2.471012671
b0451	100	10.84788002
b0452	700	113.5058666
b0453	1283	312.6046649
b0454	226	80.90348921
b0455	0	0
b0456	30	11.83154372
b0457	360	32.4051565
b0458	879	260.5501864
b0459	323	81.69337996
b0460	406	258.8244733
b0461	567	211.0936704
b0462	3495	154.9030776
b0463	1628	190.3590347
b0464	97	20.8987422
b0465	2228	92.49361196
b0466	88	75.83873456
b0467	144	38.07605888
b0468	238	87.90398779
b0469	831	210.1770859
b0470	3227	233.1928679
b0471	755	319.4158273
b0472	1201	276.6902167
b0473	5760	428.8887272
b0474	4469	967.3286711
b0475	260	37.69384853
b0476	89	12.94321585
b0477	968	103.5590996
b0478	1864	155.1801851
b0479	312	35.67486598
b0480	1022	86.31801854
b0481	99	28.79501953
b0482	197	34.59573149
b0483	272	111.0366162
b0484	1877	104.6116284
b0485	178	26.63555673
b0486	504	54.41961084
b0487	492	168.3559074
b0488	460	139.9163819
b0489	772	117.4080944
b0490	95	19.56218364
b0491	78	13.96122159
b0492	1367	223.2162563
b0493	273	47.05448758
b0494	118	26.2747073
b0495	525	106.690558
b0496	714	41.27665514
b0497	79	2.576352501
b0498	4	1.513411554
b0499	0	0
b0501	10	2.843425986
b0502	36	11.91004685
b0503	372	47.42990348
b0504	22	3.313342772
b0505	65	18.78839344
b0506	1040	177.9371379
b0507	215	16.84434704
b0508	71	12.75735821
b0509	177	28.11304006
b0511	22	2.110975086
b0512	137	14.04322583
b0513	38	4.07470369
b0514	34	4.142072723
b0515	62	11.01266843
b0516	35	3.953420353
b0517	31	4.121884469
b0518	9	0.753303323
b0520	12	2.053120822
b0521	18	2.810984213
b0522	1493	195.1695116
b0523	689	188.6133662
b0524	324	62.56481045
b0525	1832	516.7062213
b0526	1631	164.291143
b0527	50	13.37281762
b0528	102	66.85655409
b0529	2654	427.3711892
b0530	25	6.427818412
b0531	1	0.201460629
b0532	20	1.072290445
b0533	4	0.567529333
b0534	2	0.54113262
b0535	8	1.764451386
b0536	36	65.2732438
b0537	271	32.50421865
b0539	3	1.501206623
b0540	0	0
b0541	0	0
b0542	5	2.281245358
b0543	64	26.83237783
b0544	17	1.55429448
b0545	70	17.70444767
b0546	185	32.36624053
b0547	1	0.30616714
b0548	0	0
b0549	0	0
b0550	0	0
b0551	15	5.453602184
b0552	0	0
b0553	121	15.38531705
b0554	2	1.292705703
b0555	9	2.523112336
b0556	0	0
b0557	35	16.62050189
b0558	1	0.33968909
b0559	11	7.419006642
b0560	0	0
b0561	1	0.318749351
b0562	11	2.344632633
b0563	3	2.288724851
b0564	64	11.91357576
b0565	113	16.53687673
b0566	23	4.214017015
b0567	36	5.640897612
b0568	537	25.21754455
b0569	318	19.8376607
b0570	190	18.38275885
b0571	249	50.82374526
b0572	3	0.304830166
b0573	1	0.419255904
b0574	12	1.368747215
b0575	70	3.108414476
b0576	294	29.80827268
b0577	381	42.6219986
b0578	775	165.4426106
b0579	93	35.18681864
b0580	72	40.36979737
b0581	477	59.51298211
b0582	0	0
b0583	22	4.946004428
b0584	213	13.26970191
b0585	30	3.481601394
b0586	220	7.912078181
b0587	11	1.354263117
b0588	70	11.97653813
b0589	67	9.419958173
b0590	110	15.28093905
b0591	208	23.2129024
b0592	117	17.06857812
b0593	185	21.96280607
b0594	161	13.95255541
b0595	78	12.69201963
b0596	79	14.76487959
b0597	51	17.19860631
b0598	3060	202.8553564
b0599	187	23.97381485
b0600	91	10.94290409
b0601	13	2.880886995
b0602	15	1.715137787
b0603	2	0.30921864
b0604	153	28.59527314
b0605	7262	1797.631049
b0606	1311	116.878426
b0607	3398	1105.83289
b0608	299	33.69172926
b0610	659	223.8551102
b0611	443	76.63966747
b0612	27	2.574815457
b0613	0	0
b0614	3	0.758762043
b0615	8	0.728569946
b0616	2	0.307177593
b0617	0	0
b0618	1	0.131834009
b0619	144	12.11823935
b0620	41	8.405434438
b0621	269	27.0964546
b0622	72	17.91814536
b0623	12142	8072.245359
b0624	50	18.17867395
b0627	1191	815.0889664
b0628	6286	908.4910861
b0629	19	2.780536795
b0630	368	80.02693996
b0631	1307	691.1862355
b0632	2280	262.6368418
b0633	876	112.3051434
b0634	441	55.31804781
b0635	1073	78.76125534
b0636	386	115.1502464
b0637	722	316.9811946
b0638	73	16.65309111
b0639	140	30.4450315
b0640	390	52.76043043
b0641	632	151.6063925
b0642	5711	308.6819067
b0643	1915	553.5349761
b0644	40	5.71011108
b0645	4	0.788769581
b0646	9	0.879908924
b0647	2	0.503107084
b0648	8	1.577539163
b0649	44	4.230673209
b0650	40	3.342003971
b0651	568	84.72194298
b0652	441	84.80576751
b0653	272	56.25855219
b0654	399	75.17580856
b0655	3404	522.8162628
b0656	3	0.411835445
b0657	994	90.17189253
b0658	2499	396.9180063
b0659	749	223.4392088
b0660	2492	334.2109914
b0661	2653	259.9236553
b0662	584	69.33123647
b0664	1	1.861496212
b0665	3	5.584488636
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	13	23.57089359
b0674	2984	250.2119233
b0675	788	146.1014955
b0676	919	105.0807751
b0677	351	42.64916256
b0678	422	73.55350201
b0679	1754	125.7728951
b0680	2809	235.5379666
b0681	18	1.786083786
b0682	21	8.965922122
b0683	2185	682.4445005
b0684	1740	457.4863572
b0685	244	115.8686418
b0686	310	56.57488488
b0687	778	198.9346227
b0688	3141	267.228501
b0689	28	7.897256657
b0691	3	0.643374267
b0692	66	6.980610795
b0693	15	0.952334351
b0694	56	11.53139246
b0695	399	20.74684326
b0696	39	9.502402129
b0697	47	3.202427598
b0698	3	0.250201104
b0699	1104	744.5984848
b0700	50	1.664427944
b0702	6	2.561692035
b0703	16	1.468636065
b0704	19	4.65374053
b0705	3	0.368369963
b0706	0	0
b0707	124	33.94493093
b0708	497	48.89871128
b0709	50	4.710263694
b0710	305	57.23350249
b0711	256	54.3998893
b0712	437	65.39178816
b0713	244	46.34745671
b0714	107	18.86175139
b0715	38	5.067110033
b0716	2	0.262923194
b0717	6	1.149071736
b0718	14	0.798435875
b0719	9	2.216066919
b0720	7336	797.6598254
b0721	2679	959.0285292
b0722	297	119.151805
b0723	7276	574.8831256
b0724	4004	779.6475767
b0726	10263	511.3633732
b0727	9815	1125.036042
b0728	6877	822.7191163
b0729	5842	937.4880061
b0730	174	33.59962042
b0731	21	1.482982566
b0732	206	10.91879897
b0733	15584	1386.690104
b0734	7653	937.2388494
b0735	452	214.6419102
b0736	770	265.435571
b0737	908	182.9262511
b0738	405	131.8017423
b0739	1656	182.6207184
b0740	2901	313.2366886
b0741	2027	542.1340261
b0742	1185	208.8894897
b0743	399	732.9641335
b0744	40	73.48011363
b0745	5	9.185014204
b0746	25	45.92507102
b0747	8	14.69602273
b0748	290	532.7308238
b0749	14	25.71803977
b0750	420	56.16583398
b0751	334	64.76455571
b0752	127	18.82245374
b0753	959	351.4123755
b0754	1418	188.005814
b0755	3670	680.4473205
b0756	1327	177.968694
b0757	1398	169.8676047
b0758	886	118.1436708
b0759	1346	184.7768364
b0760	189	17.91358371
b0761	292	51.66890627
b0762	171	159.1579261
b0763	381	68.72384271
b0764	169	34.19487607
b0765	363	47.85574539
b0766	241	41.08247135
b0767	734	102.8869141
b0768	10	1.463440418
b0769	2	0.265170401
b0770	4	0.389434354
b0771	48	2.962593441
b0772	816	88.72552039
b0773	460	134.6365185
b0774	80	8.658121916
b0775	38	5.096315278
b0776	26	3.142785812
b0777	10	1.846722433
b0778	13	2.676930393
b0779	11400	787.1311876
b0780	337	51.75942438
b0781	1574	221.969321
b0782	581	158.1183186
b0783	292	83.88223671
b0784	14	7.945410661
b0785	301	92.76661586
b0786	684	135.4535542
b0787	24	4.692847593
b0788	39	5.68952604
b0789	103	11.57814673
b0790	80	14.65745049
b0791	747	253.7477501
b0792	48	6.053646218
b0793	39	4.801478325
b0794	187	15.03021553
b0795	95	13.27643695
b0796	42	8.725763494
b0797	2921	298.759914
b0798	156	45.09214427
b0799	4293	278.6402803
b0800	2070	300.1010248
b0801	601	77.26237731
b0802	215	115.0062315
b0803	64	33.46510044
b0804	4	0.82367089
b0805	45	2.751883362
b0806	52	27.81546064
b0807	281	42.32042359
b0808	159	9.972301136
b0809	571	110.2608233
b0810	332	70.22917527
b0811	2092	390.9889634
b0812	8163	2261.219283
b0813	182	28.61421542
b0814	7918	2142.344042
b0815	338	29.79099051
b0817	403	120.2216304
b0818	404	50.40512531
b0819	2242	339.8594876
b0820	2161	189.3923406
b0821	695	76.64335707
b0822	330	56.46082261
b0823	120	6.885929268
b0824	10	1.551246843
b0825	93	19.583614
b0826	412	76.69364394
b0827	1168	131.9312849
b0828	217	31.36216444
b0829	257	19.16684802
b0830	232	21.046156
b0831	67	10.15637184
b0832	48	7.348011363
b0833	20	1.188694899
b0834	11	1.155556339
b0835	585	61.59362466
b0836	2669	970.3776152
b0837	387	48.41391358
b0838	923	205.5216512
b0839	685	79.49656516
b0840	321	59.04548261
b0841	144	33.67530836
b0842	240	27.17512718
b0843	502	245.913447
b0844	2533	433.3795869
b0845	2791	322.2975141
b0846	982	255.3057654
b0847	1165	96.46988821
b0848	44	16.25115741
b0849	33	17.85737645
b0850	43	20.84487946
b0851	192	37.07544323
b0852	417	64.47208641
b0853	733	214.5403653
b0854	179	22.45335727
b0855	44	5.417052469
b0856	24	3.512257004
b0857	41	6.766076657
b0858	52	14.84628881
b0859	369	45.67101744
b0860	54	10.29926183
b0861	312	65.11062984
b0862	195	37.96984951
b0863	621	118.441511
b0864	343	65.6886009
b0865	291	78.73479618
b0866	210	90.4893992
b0867	356	59.80980609
b0868	408	56.17532948
b0869	230	22.43941975
b0870	567	79.00212217
b0871	1031	83.7348427
b0872	3723	536.4048295
b0873	5526	466.7254114
b0874	99	15.35734375
b0875	258	51.75280417
b0876	456	38.37442462
b0877	285	40.06997133
b0878	315	39.40667384
b0879	429	30.76201367
b0880	7163	4444.632456
b0881	149	64.8044242
b0882	17237	1056.871219
b0883	25	39.66256134
b0884	3497	2229.332964
b0885	327	64.7563044
b0886	971	78.72442604
b0887	998	78.85285312
b0888	1199	173.286798
b0889	1352	381.3246786
b0890	10863	380.1021307
b0891	1435	327.3587089
b0892	1557	161.738259
b0893	5229	564.6034625
b0894	944	53.90344859
b0895	215	48.57059291
b0896	502	81.11728285
b0897	3020	672.4543732
b0898	1808	219.6857148
b0899	190	18.53691196
b0900	29	4.454075095
b0901	9	2.126074354
b0902	2419	455.7651151
b0903	29935	1830.613965
b0904	1692	275.319195
b0905	1810	143.4969397
b0906	95	19.13875976
b0907	1601	205.2517518
b0908	326	35.44671525
b0909	14	2.554994801
b0910	2901	592.127249
b0911	42065	3508.236477
b0912	1769	866.5754734
b0913	131	8.074702112
b0914	2037	162.6015345
b0915	591	83.59758824
b0916	179	20.26811569
b0917	13	9.917807687
b0918	1031	192.6910236
b0919	848	132.4285896
b0920	162	28.9963833
b0921	458	81.35164743
b0922	556	58.67300986
b0923	277	54.8547288
b0924	2221	69.50879433
b0925	838	63.30900267
b0926	2880	732.3919523
b0927	2889	622.4377959
b0928	2357	276.2938647
b0929	7033	901.6462024
b0930	5452	543.3017852
b0931	3803	441.3510034
b0932	2347	125.399874
b0933	29	5.271815444
b0934	9	1.586502453
b0935	13	1.583733688
b0936	10	1.454293916
b0937	3	0.727146958
b0938	31	8.014775357
b0939	1	0.1988778
b0940	25	1.341909034
b0941	24	3.128565062
b0942	3	0.771338209
b0943	3	0.81169893
b0944	29	5.694450438
b0945	750	103.5698931
b0946	470	120.8429861
b0947	443	55.71910959
b0948	1561	103.3355472
b0949	1087	79.53798673
b0950	231	25.71803977
b0951	302	25.69341207
b0952	86	21.28838753
b0953	10922	9076.456084
b0954	2648	712.3182037
b0955	3058	242.438476
b0956	226	69.65201058
b0957	34300	4600.095106
b0958	12874	3524.250328
b0959	165	36.56510416
b0960	694	44.98183744
b0961	281	87.76517375
b0962	820	55.70901072
b0963	547	166.3788281
b0964	35	7.37017731
b0965	989	333.5180713
b0966	1535	673.9143126
b0967	715	83.81421861
b0968	101	50.54062296
b0969	395	167.1115918
b0970	6224	1316.585503
b0971	27	42.83556624
b0972	77	9.606917448
b0973	88	6.848313823
b0974	39	7.690503418
b0975	52	12.34665855
b0976	22	7.697916666
b0977	55	8.949501019
b0978	93	8.403842122
b0979	85	10.43714895
b0980	137	14.72430607
b0981	129	8.257668891
b0982	4	1.249326317
b0983	18	2.204403409
b0984	9	0.59919406
b0985	10	1.8689721
b0986	0	0
b0987	23	10.49372865
b0988	11	3.047092014
b0989	26	17.04186673
b0990	1540	1009.402876
b0991	32	19.34022038
b0992	68	8.839507152
b0993	136	6.917035105
b0994	45	6.105490491
b0995	77	15.51246843
b0996	6	0.714128982
b0997	43	2.357018172
b0998	27	6.282549716
b0999	316	144.1747066
b1000	718	108.8399251
b1001	13	1.44388131
b1002	5247	589.811028
b1003	464	284.123106
b1004	1184	276.8858687
b1006	30	3.151517289
b1007	4	1.128179522
b1008	0	0
b1009	6	1.045784389
b1010	2	0.72151016
b1011	1	0.201460629
b1012	1	0.121507586
b1013	152	33.20979158
b1014	4663	164.272461
b1015	1081	100.0137875
b1018	106	13.11958766
b1019	61	6.695239914
b1020	1238	162.2910078
b1021	17	5.732868769
b1022	10	1.052882473
b1023	21	1.452133003
b1024	81	4.66525969
b1025	53	5.444773689
b1026	0	0
b1027	0	0
b1028	1	0.408222854
b1029	13	1.838864039
b1032	5	7.932512267
b1033	272	40.44145125
b1034	560	105.9388088
b1035	483	121.5003609
b1036	212	60.15810929
b1037	47	7.867834709
b1038	4	1.339205908
b1039	6	2.147880245
b1040	78	16.72773094
b1041	8	2.449337121
b1042	21	6.429509943
b1043	1	0.419255904
b1044	13	5.817175663
b1045	175	45.75306701
b1046	365	35.83576568
b1047	243	29.29686396
b1048	2882	261.9546916
b1049	2904	159.3686615
b1050	32	19.59469697
b1051	848	315.7097576
b1053	235	26.73909596
b1054	604	91.55893421
b1055	856	113.4929314
b1056	110	26.66205512
b1057	24	5.909511784
b1058	4	3.960630238
b1059	275	34.31041946
b1060	4852	2656.464594
b1061	1574	893.29117
b1062	1266	168.8147711
b1063	717	178.4348642
b1064	1096	236.1342417
b1065	482	55.66012247
b1066	213	50.83316579
b1067	181	38.99662203
b1068	256	38.68044077
b1069	387	35.17573408
b1070	20	6.69602954
b1071	30	14.24614448
b1072	37	7.826745437
b1073	4	1.339205908
b1074	1	0.344721521
b1075	3	0.601776793
b1076	16	1.84763892
b1077	8	1.477377946
b1078	17	3.031171993
b1079	3	0.59919406
b1080	9	1.144362425
b1081	7	1.03745808
b1082	32	2.717512718
b1083	78	11.41483526
b1084	6997	306.6122645
b1085	1	0.434929021
b1086	1025	149.0651264
b1087	455	108.587279
b1088	5128	1371.516175
b1089	1872	1502.034875
b1090	2278	296.9529672
b1091	1464	214.2476772
b1092	1672	251.0017473
b1093	7571	1438.100798
b1094	13733	8089.850468
b1095	8719	980.0957411
b1096	196	33.78270903
b1097	236	32.20770572
b1098	231	50.23430198
b1099	313	43.48121749
b1100	497	86.9514678
b1101	1233	120.0431396
b1102	54	3.442492995
b1103	285	110.5263376
b1104	175	64.63528514
b1105	456	99.1638169
b1106	139	23.52254304
b1107	478	65.04350799
b1108	776	199.5194835
b1109	6202	663.5057188
b1110	1056	273.0194444
b1111	649	143.1411187
b1112	658	356.0652638
b1113	883	128.0141087
b1114	2652	107.4127057
b1115	0	0
b1116	687	79.9279936
b1117	430	85.51745418
b1118	773	86.68292602
b1119	903	138.2344638
b1120	595	113.9496138
b1121	6	1.061689855
b1122	3	0.906572831
b1123	1018	135.7452109
b1124	119	20.89792917
b1125	105	17.70444767
b1126	650	79.81349194
b1127	569	64.74274723
b1128	3265	406.2690596
b1129	374	35.73919832
b1130	322	66.89752012
b1131	2374	241.7501098
b1132	930	202.241995
b1133	3608	455.0324074
b1134	222	67.08638946
b1135	368	78.55855574
b1136	17588	1962.829459
b1137	83	17.39912
b1138	80	15.84252095
b1139	229	35.76196582
b1140	658	81.44045928
b1141	121	68.67104928
b1143	69	28.16737689
b1144	3189	1440.852286
b1145	561	116.0332639
b1146	30	20.83764416
b1147	139	34.77795342
b1148	29	11.94322791
b1150	0	0
b1151	32	10.84366725
b1152	64	11.4553613
b1153	8	1.909226884
b1154	6	1.329640151
b1155	13	4.38395847
b1156	5	1.157646898
b1157	1	0.278667098
b1158	2	0.503107084
b1159	85	14.22906277
b1160	5	2.154509505
b1161	12	4.136658249
b1162	1033	197.0210642
b1163	1165	134.1982108
b1164	29	17.08335131
b1165	19	9.716601107
b1166	221	115.559175
b1167	42	23.54904847
b1168	30	2.748271967
b1171	21	8.884413739
b1172	9	3.642057806
b1174	165	86.27721207
b1175	792	136.0059963
b1176	351	70.40788474
b1177	27	10.21552799
b1178	118	40.98070019
b1179	204	96.87378246
b1180	376	79.53665633
b1181	144	43.51549587
b1182	70	10.7158499
b1183	222	73.79502841
b1184	326	35.86570716
b1185	502	131.9874433
b1186	520	47.08064349
b1187	2556	495.6233664
b1188	1514	137.8818623
b1189	1958	210.4393524
b1190	1226	159.8175319
b1191	483	38.82135883
b1192	165	25.17597336
b1193	298	67.98111166
b1194	6	1.139691558
b1195	118	64.60486853
b1196	16	5.065295815
b1197	239	19.65095383
b1198	446	43.88093608
b1199	204	44.99351034
b1200	574	74.82484774
b1201	99	7.198754882
b1202	181	8.810952259
b1203	2983	381.3765934
b1204	472	112.6443862
