Gene_id	TET_3_readcount	TET_3_fpkm
b0274	0	0
b0275	0	0
b0276	298	61.59736814
b0277	33	9.007880752
b0278	10	2.448494053
b0279	11	2.201926406
b0280	70	27.16662449
b0281	388	47.39906988
b0283	63	11.26691041
b0284	204	15.87746512
b0285	51	9.120832234
b0286	58	14.3864994
b0287	119	33.11677785
b0288	34	17.63360899
b0289	71	17.09090174
b0290	90	9.369511001
b0291	59	3.997559114
b0292	2	0.511658398
b0293	23	6.694632463
b0294	4	1.158373836
b0295	24	18.0157615
b0296	8	5.186355584
b0297	2	0.392545262
b0298	0	0
b0299	1	0.197404538
b0300	36	9.007880752
b0301	18	5.186355584
b0303	4	2.88860311
b0304	46	5.937321099
b0305	24	4.804203068
b0306	40	9.508318571
b0307	106	12.70439204
b0308	97	23.85276469
b0310	8	2.046633594
b0311	225	23.04529636
b0312	396	46.01174119
b0313	166	48.31778213
b0314	603	50.73908052
b0315	58	9.115412845
b0316	126	23.11346894
b0317	2	0.68734833
b0318	10	2.824253041
b0319	6	1.188539821
b0320	12	1.326742126
b0321	17	2.05041965
b0323	14	2.519554448
b0324	343	42.44711414
b0325	246	40.09793775
b0326	12	2.516907857
b0327	9	6.261575644
b0328	72	18.33747153
b0329	1820	1128.596074
b0330	161	17.36301652
b0331	17	3.265483146
b0333	8	1.170254593
b0334	25	2.946792946
b0335	44	3.990772818
b0336	90	12.22498102
b0337	291	38.788608
b0338	75	14.26247786
b0339	16	4.149084467
b0340	12	4.360502784
b0341	50	7.409079406
b0342	12	3.355877143
b0343	30	4.094491251
b0344	69	3.840433062
b0345	393	62.10696729
b0346	262	53.76646329
b0347	21	2.158645297
b0348	16	2.897773279
b0349	11	2.171449916
b0350	19	4.014623397
b0351	18	3.239427147
b0352	22	3.713307844
b0353	94	13.27398929
b0354	455	144.2094983
b0355	142	29.14060224
b0356	557	85.88324504
b0357	113	70.07217382
b0358	44	9.729442259
b0360	0	0
b0361	0	0
b0363	20	2.859644683
b0364	0	0
b0365	5	0.888627904
b0366	4	0.891404866
b0367	6	1.240215466
b0368	42	8.436958732
b0369	1089	191.1610878
b0372	42	8.290990588
b0373	3	1.711497343
b0375	5	1.371392102
b0376	365	53.94615977
b0377	351	49.20029216
b0378	323	50.48526408
b0379	138	76.43580366
b0380	403	323.8185113
b0381	959	149.892781
b0382	433	283.9380649
b0383	751	90.77221077
b0384	1113	593.4257142
b0385	76	11.65535825
b0386	1200	253.5551619
b0387	612	228.1996457
b0388	753	245.4776189
b0389	374	333.3854199
b0390	956	241.326174
b0391	2817	1691.680005
b0392	160	80.07005113
b0393	486	91.20479261
b0394	264	49.70685352
b0396	160	23.10882488
b0397	465	25.28904558
b0398	174	24.75482441
b0399	133	32.98973139
b0400	178	23.50667647
b0401	1007	130.5665018
b0402	880	109.6155503
b0403	264	24.8945068
b0404	253	74.40014222
b0405	797	127.3635278
b0406	2180	330.7681035
b0407	583	299.6405258
b0408	2723	252.1865403
b0409	2702	475.7680885
b0410	407	200.1664996
b0411	1144	221.2376226
b0412	135	42.78743357
b0413	582	221.3536563
b0414	1416	219.5181374
b0415	1672	607.5633879
b0416	1524	621.0290358
b0417	224	39.19993914
b0418	773	254.9108759
b0419	858	150.6117662
b0420	1157	106.2910588
b0421	792	150.6117662
b0422	364	256.3724415
b0423	1554	183.5518889
b0424	246	71.23999092
b0425	355	66.62078473
b0426	2538	882.8821659
b0427	406	50.90607481
b0428	13846	2659.639979
b0429	1270	658.6671592
b0430	3051	849.0696574
b0431	17357	1491.288121
b0432	11015	1988.622704
b0433	416	48.23732348
b0434	815	240.9102477
b0435	6091	3278.21708
b0436	10158	1338.367206
b0437	7524	2063.670835
b0438	18298	2456.233598
b0439	8237	598.6243572
b0440	13709	8594.475118
b0441	3649	333.6139853
b0442	126	57.97007129
b0443	315	135.1182113
b0444	361	88.77162942
b0445	105	10.56479841
b0446	581	121.4139141
b0447	139	51.82965809
b0448	417	40.2534908
b0449	488	46.8692875
b0450	5	2.524332364
b0451	209	27.79354659
b0452	585	116.2864048
b0453	1103	329.4557712
b0454	308	135.1644055
b0455	4	6.005253834
b0456	57	27.55800806
b0457	439	48.44276812
b0458	1923	698.7705712
b0459	622	192.8535049
b0460	423	330.576884
b0461	670	305.7875252
b0462	8419	457.4316231
b0463	1868	267.7618958
b0464	109	28.78907567
b0465	1977	100.6134477
b0466	167	176.4321335
b0467	306	99.18905055
b0468	375	169.7914031
b0469	594	184.1719967
b0470	3278	290.3875926
b0471	734	380.6784999
b0472	1323	373.6486773
b0473	4224	385.5661214
b0474	3511	931.638321
b0475	259	46.03092542
b0476	155	27.63355085
b0477	654	85.77159097
b0478	1334	136.1441536
b0479	207	29.01555692
b0480	476	49.28449699
b0481	195	69.52957955
b0482	131	28.20203169
b0483	204	102.0893152
b0484	1554	106.1743262
b0485	15	2.751603445
b0486	77	10.19221155
b0487	434	182.056335
b0488	261	97.32043714
b0489	486	90.60868285
b0490	68	17.16546008
b0491	79	17.33439616
b0492	1501	300.4628668
b0493	546	115.3675987
b0494	254	69.33338518
b0495	356	88.68894528
b0496	442	31.32429919
b0497	171	6.836394432
b0498	9	4.174383763
b0499	3	0.725210738
b0501	6	2.091442781
b0502	24	9.733634177
b0503	167	26.10228824
b0504	12	2.215530541
b0505	13	4.606514587
b0506	1058	221.9073761
b0507	54	5.186355584
b0508	8	1.762159426
b0509	21	4.088901502
b0511	16	1.882058934
b0512	28	3.51849674
b0513	36	4.732250717
b0514	54	8.064647165
b0515	145	31.57342426
b0516	67	9.27753414
b0517	10	1.629997469
b0518	14	1.436508561
b0520	16	3.355877143
b0521	28	5.360394362
b0522	1192	191.0210517
b0523	649	217.7964266
b0524	263	62.25778716
b0525	1132	391.3969681
b0526	1217	150.2808273
b0527	48	15.7379066
b0528	60	48.21119276
b0529	2062	407.048157
b0530	7	2.206350166
b0531	0	0
b0532	63	4.140719378
b0533	6	1.043595941
b0534	6	1.990113189
b0535	30	8.111361814
b0536	71	157.8133914
b0537	756	111.1591058
b0539	7	4.294079355
b0540	0	0
b0541	0	0
b0542	18	10.06763143
b0543	160	82.23410656
b0544	29	3.250387881
b0545	38	11.78204693
b0546	342	73.34988612
b0547	1	0.375328365
b0548	0	0
b0549	2	1.176286834
b0550	0	0
b0551	10	4.45702433
b0552	0	0
b0553	1744	271.8443867
b0554	51	40.41035393
b0555	44	15.12166327
b0556	9	3.334085733
b0557	285	165.9104567
b0558	4	1.665690845
b0559	26	21.49706807
b0560	0	0
b0561	1	0.390752818
b0562	38	9.929297561
b0563	13	12.15817785
b0564	334	76.21868167
b0565	704	126.299175
b0566	21	4.716724961
b0567	55	10.56479841
b0568	308	17.73095128
b0569	260	19.88334715
b0570	117	13.87700548
b0571	214	53.54684669
b0572	7	0.871941878
b0573	3	1.541889498
b0574	11	1.538110357
b0575	108	5.879189346
b0576	596	74.07788063
b0577	470	64.45542878
b0578	802	209.8808668
b0579	91	42.20765805
b0580	72	49.48907979
b0581	422	64.54440381
b0582	0	0
b0583	167	46.02577395
b0584	1235	94.31946534
b0585	200	28.45382116
b0586	897	39.54696333
b0587	6	0.90555415
b0588	352	73.82929714
b0589	231	39.81428864
b0590	318	54.1548413
b0591	727	99.46111656
b0592	250	44.70996193
b0593	564	82.08201542
b0594	514	54.60643291
b0595	319	63.63259351
b0596	230	52.69670533
b0597	191	78.96038466
b0598	12030	977.6501916
b0599	142	22.31704524
b0600	75	11.05618439
b0601	12	3.259994939
b0602	17	2.382920133
b0603	8	1.516276716
b0604	294	67.36013638
b0605	4204	1275.733126
b0606	2327	254.320199
b0607	2349	937.134559
b0608	275	37.98722916
b0610	1377	573.4140732
b0611	318	67.44190273
b0612	44	5.143844473
b0613	2	0.389419191
b0614	0	0
b0615	9	1.004792961
b0616	2	0.376567072
b0617	0	0
b0618	0	0
b0619	190	19.60123539
b0620	111	27.89665272
b0621	78	9.631803228
b0622	34	10.37271117
b0623	13758	11212.75259
b0624	104	46.35305303
b0627	1370	1149.387921
b0628	2252	398.9950327
b0629	23	4.126251455
b0630	300	79.97651135
b0631	2314	1500.153353
b0632	1106	156.1811932
b0633	857	134.6880829
b0634	384	59.04896493
b0635	649	58.39967274
b0636	182	66.55823
b0637	385	207.209584
b0638	135	37.75361786
b0639	174	46.38637658
b0640	408	67.66384844
b0641	1086	319.3618753
b0642	4873	322.8852711
b0643	2286	810.0378728
b0644	38	6.649989676
b0645	5	1.208684564
b0646	8	0.958822041
b0647	4	1.233511598
b0648	2	0.483473826
b0649	74	8.722507119
b0650	66	6.759953598
b0651	481	87.95194678
b0652	1141	268.9832601
b0653	497	126.0169155
b0654	571	131.8846131
b0655	2693	507.0475626
b0656	1	0.168288824
b0657	1339	148.9080534
b0658	1632	317.7660596
b0659	423	154.6930291
b0660	1222	200.9077572
b0661	3150	378.3309916
b0662	352	51.22849189
b0664	0	0
b0665	2	4.563992914
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	15	33.34085733
b0674	856	87.99049402
b0675	760	172.7407677
b0676	560	78.49619263
b0677	475	70.7538066
b0678	697	148.9280459
b0679	2610	229.4303064
b0680	1645	169.0938816
b0681	57	6.933571325
b0682	74	38.73113253
b0683	3399	1301.427174
b0684	963	310.3901961
b0685	292	169.9854504
b0686	315	70.47342
b0687	821	257.3515235
b0688	4210	439.0861556
b0689	77	26.623292
b0691	6	1.577416906
b0692	140	18.15224455
b0693	31	2.412752052
b0694	52	13.12652829
b0695	462	29.44922802
b0696	40	11.94762543
b0697	83	6.932858929
b0698	19	1.942559708
b0699	370	305.9198149
b0700	16	0.652931747
b0702	1	0.523393683
b0703	9	1.012720321
b0704	9	2.702364225
b0705	0	0
b0706	0	0
b0707	145	48.66021857
b0708	562	67.78446136
b0709	34	3.926512123
b0710	728	167.4690948
b0711	489	127.3854187
b0712	794	145.6515424
b0713	538	125.2769484
b0714	296	63.96505221
b0715	21	3.432802693
b0716	19	3.062000896
b0717	14	3.286826173
b0718	21	1.46819625
b0719	12	3.622216599
b0720	4914	655.0076279
b0721	4735	2077.933312
b0722	344	169.182496
b0723	8931	865.047129
b0724	6836	1631.770688
b0726	13849	845.914586
b0727	16106	2263.167176
b0728	11080	1624.9692
b0729	9866	1940.877332
b0730	108	25.56593541
b0731	34	2.94339452
b0732	277	17.99866226
b0733	6672	727.7954284
b0734	4630	695.1081313
b0735	543	316.1030807
b0736	772	326.240975
b0737	1251	308.9586112
b0738	502	200.2731156
b0739	3827	517.3696944
b0740	6539	865.5437838
b0741	11604	3804.638921
b0742	4657	1006.369082
b0743	293	659.8272651
b0744	30	67.55910564
b0745	6	13.51182113
b0746	19	42.78743357
b0747	2	4.503940376
b0748	128	288.2521841
b0749	3	6.755910564
b0750	117	19.18057367
b0751	232	55.14824771
b0752	183	33.24883373
b0753	1374	617.217152
b0754	2772	450.5480185
b0755	3777	858.4761572
b0756	1245	204.6891635
b0757	424	63.1570821
b0758	289	47.24190373
b0759	272	45.7745602
b0760	205	23.81920946
b0761	252	54.66379346
b0762	158	180.2777201
b0763	243	53.73305611
b0764	187	46.38405842
b0765	328	53.00954943
b0766	204	42.63070304
b0767	750	128.877812
b0768	15	2.691033558
b0769	3	0.487606081
b0770	14	1.670917908
b0771	52	3.93447665
b0772	718	95.70522524
b0773	274	98.31242598
b0774	38	5.04162008
b0775	31	5.096677966
b0776	37	5.482718761
b0777	17	3.848605136
b0778	20	5.048664728
b0779	4295	363.5450587
b0780	455	85.66900891
b0781	1355	234.2503939
b0782	689	229.8677718
b0783	429	151.0766173
b0784	13	9.044498153
b0785	612	231.2221576
b0786	2745	666.3915186
b0787	31	7.430870816
b0788	73	13.05530888
b0789	146	20.11905089
b0790	142	31.89404497
b0791	831	346.047273
b0792	97	14.99686019
b0793	86	12.97960948
b0794	227	22.3667183
b0795	121	20.7298477
b0796	57	14.51716496
b0797	956	119.8675062
b0798	124	43.93906222
b0799	2188	174.0937325
b0800	1463	260.0125247
b0801	704	110.947894
b0802	241	158.0348121
b0803	108	69.229106
b0804	55	13.883828
b0805	508	38.08325231
b0806	72	47.2137198
b0807	222	40.98731501
b0808	237	18.22214152
b0809	1717	406.4510287
b0810	884	229.2369168
b0811	3787	867.6627091
b0812	7512	2550.94604
b0813	226	43.55837832
b0814	7734	2565.255901
b0815	497	53.70039011
b0817	416	152.1330971
b0818	477	72.95658914
b0819	2526	469.4074145
b0820	1469	157.8273444
b0821	45	6.083521361
b0822	93	19.50603589
b0823	108	7.597275504
b0824	0	0
b0825	23	5.937321099
b0826	440	100.4078441
b0827	823	113.9613522
b0828	489	86.63790897
b0829	525	47.99872356
b0830	491	54.60332653
b0831	176	32.70613815
b0832	93	17.45276896
b0833	36	2.622984433
b0834	24	3.090740122
b0835	550	70.98970879
b0836	822	366.3673999
b0837	267	40.94711385
b0838	648	176.882022
b0839	620	88.2068456
b0840	338	76.21687772
b0841	98	28.09493126
b0842	271	37.61685157
b0843	206	123.708229
b0844	818	171.5692189
b0845	1043	147.650267
b0846	524	167.0064446
b0847	1123	113.9983106
b0848	61	27.61940156
b0849	256	169.8229922
b0850	36	21.39371679
b0851	176	41.66300586
b0852	332	62.9254837
b0853	697	250.0867186
b0854	144	22.14336185
b0855	58	8.753690113
b0856	18	3.229240269
b0857	80	16.18437204
b0858	55	19.24997011
b0859	286	43.39434752
b0860	51	11.92436673
b0861	882	225.6413537
b0862	465	110.9966896
b0863	1158	270.7532682
b0864	329	77.24041506
b0865	673	223.2243627
b0866	348	183.8274924
b0867	727	149.730273
b0868	274	46.24756133
b0869	517	61.83397109
b0870	745	127.2520479
b0871	892	88.81068236
b0872	25	4.415627819
b0873	17	1.760160607
b0874	120	22.81996457
b0875	381	93.68972523
b0876	234	24.14046885
b0877	187	32.23061461
b0878	512	78.5203082
b0879	562	49.40223455
b0880	25498	19395.44855
b0881	127	67.71344627
b0882	15803	1187.825758
b0883	39	75.85045042
b0884	2963	2315.601199
b0885	329	79.869876
b0886	784	77.92183024
b0887	570	55.2095917
b0888	1082	191.7018763
b0889	3063	1059.05381
b0890	6995	300.0482184
b0891	1705	476.8142107
b0892	1890	240.6793138
b0893	5758	762.165638
b0894	227	15.88997533
b0895	55	15.23177247
b0896	185	36.64664449
b0897	219	59.77957226
b0898	748	111.418626
b0899	234	27.986749
b0900	35	6.589923762
b0901	18	5.212682262
b0902	1327	306.4989169
b0903	6515	488.4102141
b0904	908	181.123495
b0905	1104	107.2965966
b0906	205	50.62870928
b0907	2668	419.3089909
b0908	824	109.8344089
b0909	38	8.501555428
b0910	2437	609.7834831
b0911	56331	5759.280575
b0912	3097	1859.827113
b0913	197	14.88587093
b0914	2137	209.1177714
b0915	861	149.300832
b0916	278	38.58850457
b0917	5	4.676222248
b0918	744	170.462386
b0919	525	100.5073943
b0920	159	34.88821507
b0921	550	119.7612644
b0922	686	88.74430666
b0923	395	95.89240431
b0924	6666	255.7462741
b0925	958	88.72372589
b0926	2450	763.7829672
b0927	3195	843.8632732
b0928	1874	269.2985743
b0929	25243	3967.247697
b0930	5636	688.5081388
b0931	2397	341.0190466
b0932	2266	148.4214688
b0933	67	14.93103151
b0934	17	3.673668539
b0935	15	2.240179768
b0936	12	2.139371679
b0937	2	0.594269911
b0938	18	5.704991143
b0939	5	1.219015201
b0940	54	3.553281681
b0941	75	11.98527551
b0942	17	5.358278974
b0943	19	6.3020251
b0944	55	13.23943092
b0945	282	47.73909502
b0946	437	137.7392889
b0947	593	91.43404723
b0948	1699	137.877382
b0949	2006	179.9404439
b0950	719	98.13130698
b0951	986	102.835855
b0952	525	159.3149122
b0953	5196	5293.416782
b0954	4015	1324.019621
b0955	2517	244.6245776
b0956	266	100.4985195
b0957	51609	8484.98236
b0958	2131	715.1374191
b0959	270	73.34988612
b0960	431	34.2458382
b0961	141	53.98682893
b0962	666	55.46750512
b0963	834	310.9779486
b0964	75	19.36082967
b0965	1113	460.1199378
b0966	1462	786.8582123
b0967	643	92.40073816
b0968	383	234.9474847
b0969	206	106.838925
b0970	4812	1247.837154
b0971	33	64.18115036
b0972	22	3.364874132
b0973	21	2.003424983
b0974	19	4.593001344
b0975	14	4.074993673
b0976	6	2.573680215
b0977	34	6.782157303
b0978	227	25.14627164
b0979	250	37.6318677
b0980	262	34.51980784
b0981	413	32.40937197
b0982	13	4.977509051
b0983	37	5.554859797
b0984	54	4.407289295
b0985	16	3.665857762
b0986	29	7.695104332
b0987	311	173.9462986
b0988	12	4.074993673
b0989	46	36.96191445
b0990	18993	15261.25307
b0991	243	180.0406296
b0992	48	7.649150135
b0993	168	10.47473784
b0994	63	10.47855516
b0995	49	12.10149636
b0996	8	1.167261615
b0997	83	5.577317607
b0998	44	12.55098051
b0999	223	124.7267671
b1000	558	103.6933244
b1001	21	2.859303437
b1002	797	109.8279696
b1003	677	508.1946057
b1004	1829	524.3431558
b1006	102	13.13564552
b1007	4	1.383028156
b1008	6	1.737560754
b1009	7	1.495690562
b1010	3	1.326742126
b1011	5	1.234846568
b1012	10	1.489553823
b1013	129	34.55135481
b1014	11958	516.4290998
b1015	1413	160.2614808
b1018	682	103.4788287
b1019	638	85.8439705
b1020	1486	238.8061081
b1021	70	28.93836087
b1022	69	8.905981648
b1023	110	9.324651199
b1024	217	15.32157275
b1025	44	5.54127175
b1026	8	1.579236302
b1027	0	0
b1028	0	0
b1029	23	3.98829168
b1032	4	7.779533376
b1033	435	79.28661812
b1034	547	126.8548844
b1035	592	182.5597166
b1036	645	224.3731273
b1037	264	54.1768943
b1038	28	11.49206849
b1039	55	24.13650099
b1040	263	69.14344104
b1041	4	1.501313459
b1042	29	10.88452257
b1043	5	2.56981583
b1044	7	3.839897885
b1045	167	53.5243551
b1046	329	39.5979343
b1047	79	11.67601814
b1048	721	80.33786355
b1049	1765	118.7418557
b1050	26	19.51707496
b1051	2217	1011.837229
b1053	245	34.17415232
b1054	468	86.96859462
b1055	608	98.821499
b1056	94	27.9306858
b1057	43	12.97960948
b1058	1	1.213827903
b1059	332	50.77900963
b1060	4505	3023.645306
b1061	443	308.2086678
b1062	611	99.8782117
b1063	729	222.4031306
b1064	269	71.04826932
b1065	284	40.2039078
b1066	314	91.86498558
b1067	319	84.25426734
b1068	388	71.86807024
b1069	479	53.37286635
b1070	31	12.72336154
b1071	35	20.37496837
b1072	47	12.18793562
b1073	0	0
b1074	0	0
b1075	9	2.213143116
b1076	23	3.25595028
b1077	20	4.527770748
b1078	34	7.431789228
b1079	13	3.183042268
b1080	24	3.740977799
b1081	17	3.088689472
b1082	56	5.829917956
b1083	134	24.03989978
b1084	8124	436.4157066
b1085	1	0.533176742
b1086	694	123.7269954
b1087	570	166.7612796
b1088	5871	1924.942701
b1089	1059	1041.652693
b1090	645	103.0733694
b1091	923	165.5882649
b1092	1770	325.7365911
b1093	10673	2485.280427
b1094	14302	10328.20042
b1095	17017	2344.971842
b1096	358	75.64395663
b1097	417	69.7648477
b1098	411	109.5678205
b1099	606	103.2007353
b1100	980	210.1838842
b1101	1223	145.9666144
b1102	350	27.35269726
b1103	786	373.6769198
b1104	529	239.5190726
b1105	1313	350.0305313
b1106	211	43.77284113
b1107	605	100.9216269
b1108	570	179.6599421
b1109	513	67.27955072
b1110	328	103.9576164
b1111	298	80.57286069
b1112	44	29.18832678
b1113	417	74.11156718
b1114	1441	71.54823531
b1115	21	3.346503184
b1116	977	139.3444087
b1117	584	142.3809755
b1118	1327	182.4222469
b1119	1469	275.6786838
b1120	992	232.8951117
b1121	4	0.867679261
b1122	5	1.852269852
b1123	1193	195.0158863
b1124	178	38.32031786
b1125	164	33.89922273
b1126	938	141.1947676
b1127	644	89.82920039
b1128	1717	261.910957
b1129	557	65.25010403
b1130	546	139.0591591
b1131	2584	322.5754292
b1132	1044	278.3182595
b1133	2467	381.4149905
b1134	140	51.86355584
b1135	250	65.42421035
b1136	10701	1464.007439
b1137	52	13.36304232
b1138	22	5.340842772
b1139	38	7.27482092
b1140	29	4.400126147
b1141	4	2.782922509
b1143	114	57.04991143
b1144	6	3.323295811
b1145	197	49.95036689
b1146	0	0
b1147	1	0.306719954
b1148	0	0
b1150	0	0
b1151	4	1.661647906
b1152	9	1.974804626
b1153	1	0.292563648
b1154	3	0.814998735
b1155	4	1.653620621
b1156	3	0.851491215
b1157	2	0.683232472
b1158	7	2.158645297
b1159	62	12.72336154
b1160	13	6.867118968
b1161	76	32.11698717
b1162	1625	379.9430577
b1163	1765	249.2403309
b1164	20	14.44301555
b1165	19	11.91151997
b1166	59	37.8196042
b1167	17	11.68492162
b1168	17	1.909150579
b1171	59	30.59949795
b1172	35	17.36301652
b1174	578	370.5039192
b1175	2304	485.0295053
b1176	693	170.4120199
b1177	126	58.44137268
b1178	62	26.39622768
b1179	310	180.4640055
b1180	1328	344.3740108
b1181	230	85.20441317
b1182	14	2.627298553
b1183	39	15.89247533
b1184	49	6.608618581
b1185	906	292.0181907
b1186	990	109.8821251
b1187	1814	431.2022472
b1188	2325	259.5715148
b1189	3567	469.9700556
b1190	3031	484.3649343
b1191	361	35.56997932
b1192	184	34.41699575
b1193	567	158.565195
b1194	9	2.095711032
b1195	270	181.2173657
b1196	32	12.41902834
b1197	121	12.19618248
b1198	446	53.79336257
b1199	202	54.61650288
b1200	439	70.15381265
b1201	186	16.58013051
b1202	219	13.06896507
b1203	1067	167.2314711
b1204	390	114.0998229
b1205	9151	5613.588596
b1206	723	73.65551065
b1207	4595	829.5707057
