Gene_id	Wu_4_readcount	Wu_4_fpkm
b1136	15118	1932.156727
b1137	18	4.321192324
b1138	36	8.164295285
b1139	64	11.44584276
b1140	32	4.535719603
b1141	7	4.549548016
b1143	105	49.08722859
b1144	41	21.21439727
b1145	330	78.16556782
b1146	0	0
b1147	7	2.005714717
b1148	3	1.414903681
b1150	0	0
b1151	6	2.328409456
b1152	8	1.639837087
b1153	3	0.819918544
b1154	1	0.253784311
b1155	0	0
b1156	1	0.265147788
b1157	1	0.319129972
b1158	0	0
b1159	14	2.683906024
b1160	1	0.493469494
b1161	0	0
b1162	571	124.7183473
b1163	190	25.06434162
b1164	2	1.349233046
b1165	0	0
b1166	132	79.04383263
b1167	12	7.705258602
b1168	41	4.301344328
b1171	17	8.23645446
b1172	3	1.390296661
b1174	221	132.338538
b1175	1546	304.0354776
b1176	891	204.6792347
b1177	57	24.69754637
b1178	244	97.0440903
b1179	156	84.83646971
b1180	324	78.48856603
b1181	192	66.44534691
b1182	68	11.92118409
b1183	21	7.9942058
b1184	32	4.031750758
b1185	241	72.56510726
b1186	458	47.48827829
b1187	1683	373.7291211
b1188	10386	1083.207064
b1189	4552	560.2713595
b1190	4465	666.5570289
b1191	440	40.50029421
b1192	206	35.99576819
b1193	168	43.88975733
b1194	5	1.087647048
b1195	495	310.363284
b1196	15	5.438235238
b1197	397	37.38162194
b1198	992	111.7724053
b1199	523	132.1001464
b1200	1220	182.1275644
b1201	88	7.328021983
b1202	91	5.073031574
b1203	1393	203.9547377
b1204	173	47.28196934
b1205	25326	14513.35169
b1206	137	13.03816898
b1207	1810	305.2639767
b1208	1646	308.884102
b1209	341	87.3725698
b1210	1070	136.0986508
b1211	465	68.64830465
