Gene_id	CIP_1_readcount	CIP_1_fpkm
b2614	1856	536.2490777
b2615	624	121.8346292
b2616	11953	1234.300575
b2617	2570	1289.680248
b2618	54	31.84753343
b2619	277	99.66356577
b2620	1262	448.4223553
b2621	368442	174195.743
b2622	305	42.14570033
b2623	38	6.814699189
b2624	1	0.805740934
b2625	5	0.608591557
b2626	12	3.284647254
b2627	575	45.06078582
b2628	600	63.68193656
b2629	30	19.50259307
b2630	852	136.1477112
b2631	179	82.58194787
b2632	53	10.52778867
b2633	26	5.428458996
b2634	6	1.466861701
b2635	0	0
b2636	0	0
b2637	13	4.767300529
b2638	3	3.365153314
b2641	106	17.90553033
b2642	187	18.83419434
b2643	0	0
b2644	0	0
b2645	1	0.539694399
b2646	2	1.040138297
b2647	188	7.043241646
b2648	4	2.860380317
b2650	10	1.249074374
b2652	0	0
b2659	1458	255.8548775
b2660	1548	209.3554956
b2661	3598	426.1552125
b2662	5320	712.7505053
b2663	842	103.1451917
b2664	432	111.8266332
b2665	2042	778.7862144
b2666	146	157.5907647
b2667	204	116.7035169
b2668	567	185.3526446
b2669	52	22.03552244
b2670	462	176.1994275
b2671	382	190.0287446
b2672	2457	1277.809898
b2673	21	14.65072845
b2674	8	3.340590152
b2675	115	9.201223398
b2676	44	7.866045873
b2677	153	21.82734107
b2678	155	24.97796897
b2679	106	18.32026064
b2681	384	55.94495969
b2682	340	79.06742341
b2683	54	27.58223877
b2684	736	237.8802162
b2685	547	80.03212448
b2686	473	52.74697427
b2687	2120	705.1170085
b2688	3151	347.3240223
b2689	396	158.4210637
b2690	682	206.43168
b2691	15	33.4330167
b2692	9	20.05981002
b2693	60	133.7320668
b2694	3	6.686603339
b2695	46	84.88870619
b2696	5254	4847.883286
b2697	7787	507.9539688
b2698	728	249.3840564
b2699	37046	5986.759844
b2700	277	95.46088529
b2701	543	85.81140952
b2702	64	19.47492982
b2703	121	21.63162615
b2704	27	12.45649493
b2705	206	45.32602657
b2706	14	6.67422074
b2707	227	50.33382419
b2708	351	62.35984418
b2709	495	56.07478246
b2710	116	13.82517153
b2711	73	11.0480298
b2712	336	25.59488113
b2713	50	16.25216089
b2714	271	46.00374279
b2715	149	17.5389575
b2716	195	23.48522787
b2717	166	60.48702327
b2718	17	7.098754072
b2719	22	4.91627867
b2720	4	1.264256494
b2721	33	3.312019315
b2722	9	1.671650835
b2723	30	2.818108687
b2724	6	1.682576657
b2725	2	0.742955927
b2726	10	4.889539004
b2727	393	77.25975702
b2728	12	7.543860178
b2729	481	73.57448838
b2730	469	79.61533346
b2731	552	45.5679635
b2732	42	20.36202938
b2733	1450	97.1323527
b2734	21	5.485660883
b2735	208	46.48118016
b2736	36	6.796943328
b2737	83	12.2062502
b2738	34	9.13173059
b2739	37	8.172515192
b2740	70	8.801170207
b2741	7683	1327.873231
b2742	4337	652.919444
b2743	515	140.9661113
b2744	634	142.7937891
b2745	843	137.7886061
b2746	166	59.35289158
b2747	321	77.48371999
b2748	454	249.7332046
b2749	64	33.90080376
b2750	17	4.814501524
b2751	158	18.98907942
b2752	50	9.440199067
b2753	452	74.73363604
b2754	35	21.07648655
b2755	78	14.58233103
b2756	23	6.57887473
b2757	20	5.085120564
b2758	42	6.600877655
b2759	2	0.710653495
b2760	51	5.800373606
b2761	171	11.00393778
b2762	67	15.64452908
b2763	138	13.82600644
b2764	171	16.30416781
b2765	245	114.8841275
b2766	559	75.42229233
b2767	5	3.287793468
b2768	139	41.41592334
b2769	47	9.368493025
b2770	15	3.300438828
b2771	23	2.95016804
b2774	13	2.838545353
b2775	27	3.625834205
b2776	60	6.962386168
b2777	330	84.27906292
b2778	6	1.179538275
b2779	12484	1649.375884
b2780	5797	607.3855201
b2781	545	118.0990358
b2782	45	22.98519898
b2783	30	20.67744808
b2784	1066	81.85678975
b2785	557	73.42082197
b2786	609	37.9101548
b2787	479	61.30300546
b2788	477	61.04704301
b2789	1194	151.4542838
b2790	398	151.7908488
b2791	274	60.05702735
b2792	60	31.20414892
b2793	220	69.15205163
b2794	731	147.7694708
b2795	3445	433.1433052
b2796	8125	1080.957678
b2797	5573	699.1622591
b2798	578	131.2142717
b2799	548	81.85318088
b2800	74	19.59890217
b2801	188	24.49892937
b2802	507	48.99367638
b2803	193	23.34263853
b2804	65	26.3723008
b2805	542	127.0759125
b2806	652	101.6331317
b2807	77	33.3711037
b2808	224	41.87746347
b2809	810	609.7126466
b2810	1656	235.6611844
b2811	552	213.3689102
b2812	398	84.64173727
b2813	989	154.5855811
b2814	19	42.34848781
b2815	0	0
b2816	21	46.80622337
b2817	967	132.3439123
b2818	136	17.52305059
b2819	696	65.38012154
b2820	1431	69.31759922
b2821	938	55.72246599
b2822	1243	63.3206186
b2823	42	22.24740247
b2824	40	16.82576657
b2825	73	22.21359183
b2826	80	29.15037266
b2827	661	142.6951992
b2828	428	83.85224492
b2829	1755	134.0445249
b2830	1093	353.2650494
b2831	111	27.60888828
b2832	544	130.7602431
b2833	617	483.5218235
b2834	1750	288.510983
b2835	503	72.30006531
b2836	904	71.82732797
b2837	410	68.18348431
b2838	148	20.1109875
b2839	120	22.00292552
b2840	302	74.79089661
b2841	334	40.39606875
b2842	285	64.18963704
b2843	368	75.45662773
b2844	2503	363.428017
b2845	255	35.58034053
b2846	24	6.507026314
b2847	90	19.06920212
b2848	9	3.197940727
b2849	0	0
b2850	0	0
b2851	1	0.348826868
b2852	8	0.997082464
b2853	3	2.350997521
b2854	1	0.341198447
b2856	11	2.982387061
b2858	8	1.941983808
b2859	9	3.871191407
b2860	0	0
b2861	0	0
b2863	452	68.22648567
b2864	14	32.46918198
b2865	546	123.9498138
b2866	456	34.64365006
b2867	74	14.44833744
b2868	49	17.51982944
b2869	2243	216.3856004
b2870	330	47.55292215
b2871	242	34.6973452
b2872	223	31.57746588
b2873	91	11.26816489
b2874	226	41.57208693
b2875	1017	107.3434237
b2876	553	123.0965226
b2877	430	127.4573613
b2878	1010	55.93386487
b2879	257	33.18815989
b2880	98	21.56286701
b2881	422	25.22634261
b2882	34	4.165007743
b2883	49	6.37084707
b2886	26	9.125139663
b2887	101	9.028075377
b2888	32	3.790151973
b2889	757	236.6456722
b2890	3555	401.9230051
b2891	2659	415.2366477
b2892	1830	181.1244284
b2893	649	156.6571161
b2894	865	165.5002659
b2895	542	178.198406
b2896	492	206.9569288
b2897	578	371.5280502
b2898	2571	449.7882444
b2899	2076	539.8317762
b2900	223	122.6663098
b2901	869	103.569604
b2902	208	47.98057306
b2903	4805	286.9337667
b2904	1388	610.8012124
b2905	3495	547.7824224
b2906	697	99.4356649
b2907	887	129.117422
b2908	1509	195.3083212
b2909	898	266.1783964
b2910	1021	530.9906007
b2911	1591	1492.086913
b2912	819	256.0274841
b2913	543	75.58085218
b2914	1284	333.8843934
b2915	28	14.97021474
b2916	400	76.78873335
b2917	68	5.440723401
b2918	41	7.06479476
b2919	17	3.711943923
b2920	64	7.426545246
b2921	64	12.24510638
b2922	1739	402.7693418
b2923	72	19.42899838
b2924	639	127.3716392
b2925	7892	1254.117859
b2926	4853	715.5374062
b2927	1562	262.8184739
b2928	343	82.4462562
b2929	223	75.04291891
b2930	17	3.020277354
b2933	38	4.695224711
b2934	1	0.386537881
b2935	3741	322.3097219
b2936	2308	521.8780848
b2937	1697	316.2257589
b2938	7196	624.6827546
b2939	331	430.3572205
b2940	3	2.383650264
b2942	743	110.4032507
b2943	377	46.38122063
b2944	61	21.02207221
b2945	77	18.6651936
b2946	515	120.7455626
b2947	1417	255.719805
b2948	791	240.6979607
b2949	362	148.9867158
b2950	39	6.822925528
b2951	299	72.7875502
b2952	380	115.0205842
b2953	34	20.05215068
b2954	316	91.30102831
b2955	663	100.0755752
b2956	43	7.321211526
b2957	1338	219.3231441
b2958	458	109.1711821
b2959	992	520.6417018
b2960	1200	286.0380317
b2961	843	137.396046
b2962	193	120.011609
b2963	399	63.40509703
b2964	1111	151.6889037
b2965	539	43.30744357
b2966	282	68.35824148
b2967	32	72.2622396
b2968	38	12.14463151
b2969	27	4.811854739
b2970	13	2.627911246
b2971	7	2.923016383
b2972	52	11.01776122
b2975	2496	254.5279598
b2976	23309	1841.784663
b2977	2959	1253.905979
b2979	3606	412.581257
b2980	1248	279.9807558
b2981	34	5.299887236
b2982	1	0.168754001
b2983	19	3.053214945
b2984	11	2.487287232
b2985	18	4.32662569
b2986	10	2.476519755
b2987	53	6.064006273
b2988	1327	122.4427316
b2989	1445	286.0380317
b2990	66	45.49038577
b2991	25	12.54552771
b2992	148	51.94310269
b2993	237	82.17092548
b2994	871	87.72504424
b2995	382	55.60637563
b2996	522	90.76708363
b2997	1092	167.4817859
b2998	22	13.11007645
b3001	1899	313.0756324
b3002	980	339.7785104
b3003	511	99.09520964
b3005	586	236.0820938
b3006	867	202.4448763
b3008	156	22.53632977
b3009	1018	264.7151966
b3010	87	15.60207446
b3011	370	54.55364523
b3012	835	173.0737366
b3013	47	8.701480577
b3014	16	10.6432756
b3017	1092	132.6341956
b3018	481	111.857149
b3019	2244	170.4832253
b3020	685	73.11046707
b3021	375	162.5216089
b3022	258	149.0864893
b3023	228	81.01449843
b3024	3201	1397.874412
b3025	97	25.22335371
b3026	153	19.45058616
b3027	17	8.761525296
b3028	184	54.25876066
b3029	1284	699.5673005
b3030	3749	339.8911509
b3031	729	214.9708507
b3032	2351	487.3010236
b3033	156	63.29352191
b3034	434	118.2290531
b3035	6183	716.0215183
b3037	2768	706.9225641
b3038	2794	413.0182226
b3039	111	24.14465515
b3040	635	140.8016668
b3041	3832	1005.594255
b3042	563	332.0400245
b3043	23	7.150950793
b3044	0	0
b3045	0	0
b3046	35	2.432887269
b3047	5	1.144152127
b3048	11	1.772630056
b3049	477	407.2840034
b3050	89	24.2451284
b3051	184	19.00036023
b3052	769	92.03483113
b3053	746	45.06533721
b3054	367	48.37601735
b3055	999	276.0888828
b3056	2081	288.254307
b3057	383	79.96537675
b3058	69	32.09207185
b3059	189	52.48659029
b3060	56	10.30104809
b3061	10	1.881829156
b3062	8	2.265647776
b3063	21	2.461802732
b3064	1346	227.8149057
b3065	7517	5972.633013
b3066	3108	305.5004133
b3067	9757	909.0791777
b3068	499	168.9147667
b3069	5	11.29097494
b3070	91	20.41526344
b3071	123	33.82949798
b3072	526	59.35148114
b3073	884	109.9380957
b3074	66	34.0153335
b3075	621	108.3107425
b3076	302	16.7572232
b3077	24	9.153217015
b3078	34	4.069160284
b3079	12	1.922944751
b3080	82	5.983448623
b3081	2555	217.1848948
b3082	61	25.10549631
b3083	22	11.98635562
b3084	561	84.67933288
b3085	67	22.81493825
b3086	29	7.18190729
b3087	1684	292.8194805
b3088	475	84.39010253
b3089	4721	650.7882158
b3090	57	17.72192153
b3091	328	37.83083645
b3092	378	45.91183694
b3093	617	81.51753606
b3094	1093	241.4205164
b3095	906	234.5253002
b3096	347	155.0862453
b3097	3013	1401.353804
b3098	818	458.7825685
b3099	1760	745.8176827
b3100	1929	1103.534726
b3101	153	66.81499062
b3102	677	117.7189954
b3103	746	349.8104454
b3104	37	17.78723895
b3105	263	50.31973401
b3106	25	6.111923755
b3107	615	639.6850528
b3110	334	43.03455072
b3113	169	74.36988825
b3114	1720	128.6236378
b3115	1009	143.2319474
b3116	2091	269.4169029
b3117	2209	382.9442498
b3118	1616	295.3593989
b3119	4	3.134663361
b3120	1	0.317820035
b3121	16	2.311418438
b3123	192213	87501.68943
b3124	2704	404.9459884
b3125	3785	734.002678
b3126	2338	520.4333994
b3127	5000	642.7820938
b3128	11458	1250.925102
b3129	328	167.5365614
b3130	490	180.8498523
b3131	428	90.68465006
b3132	38	5.091075038
b3133	13	4.706954953
b3134	12	5.491930209
b3135	32	9.895369746
b3136	5	0.742955927
b3137	6	1.195977833
b3138	3	1.079388799
b3139	13	2.77499583
b3140	16	3.467127657
b3141	8	1.816114487
b3142	14	4.107212763
b3143	2	0.49316902
b3144	104	7.09128851
b3145	116	18.23099543
b3146	305	60.79553985
b3147	1324	111.5506197
b3148	64	27.73702126
b3149	504	146.3585462
b3150	684	203.8020976
b3151	435	71.71558721
b3152	229	61.79500874
b3153	295	97.55054261
b3154	232	89.67678833
b3155	108	61.17248995
b3156	1094	372.5304842
b3157	1191	389.3386238
b3158	229	39.45946341
b3159	221	43.14976451
b3160	1408	239.7271123
b3161	209	28.81057765
b3162	13708	1244.76487
b3163	10955	2124.438398
b3164	17022	1367.6796
b3165	10236	6506.411762
b3166	1647	299.114056
b3167	929	396.6109425
b3168	18008	1156.222868
b3169	7695	887.5252638
b3170	2194	831.2151545
b3171	130	289.7528114
b3172	762	97.30400901
b3173	122	12.87698888
b3174	10	19.72676081
b3175	6765	3486.571684
b3176	3609	462.919846
b3177	298	60.23981163
b3178	18147	1609.529353
b3179	3529	961.3602038
b3180	964	562.7360461
b3181	1146	412.3265212
b3182	659	78.8699008
b3183	3618	529.3532475
b3184	2354	418.2195818
b3185	3451	2295.621506
b3186	3914	2152.986262
b3187	2655	468.784552
b3188	148	91.04006171
b3189	2176	296.3898843
b3190	372	250.3674066
b3191	415	242.2567003
b3192	1196	322.7372509
b3193	605	188.101097
b3194	938	205.5966849
b3195	1429	302.7765536
b3196	563	98.79718519
b3197	789	137.1939252
b3198	685	207.3397373
b3199	514	153.1495295
b3200	681	209.4536555
b3201	993	234.7403021
b3202	2494	298.484875
b3203	467	278.2911684
b3204	826	288.1309929
b3205	908	182.2614265
b3206	61	38.3479559
b3207	4235	1148.219018
b3208	151	35.5487595
b3209	381	99.982101
b3210	1647	120.9511266
b3211	130	23.99028653
b3212	1188	45.70453015
b3213	460	55.63530427
b3214	34	7.627680846
b3215	5	1.271280141
b3216	106	7.637287497
b3218	3	0.506262003
b3219	54	12.92556796
b3220	146	22.21359183
b3221	176	64.9583143
b3222	310	60.73410263
b3223	224	55.71523401
b3224	528	60.77588763
b3225	574	110.1918324
b3226	416	90.14531909
b3227	43	5.394576914
b3228	1122	386.668279
b3229	2727	732.4185094
b3230	14685	6412.929001
b3231	15162	6065.606485
b3232	547	83.2248954
b3233	1767	760.0439129
b3234	745	93.46418142
b3235	624	100.2740066
b3236	17240	3150.987647
b3237	722	263.0821133
b3238	541	351.6967617
b3239	141	88.64035709
b3240	186	16.22044936
b3241	71	13.0602574
b3242	8	6.730306629
b3243	331	61.08296032
b3244	1962	232.8658167
b3247	1355	158.1965441
b3248	444	128.2837233
b3249	320	112.3094112
b3250	1948	302.8272206
b3251	4756	781.8372867
b3252	1639	144.9200414
b3253	848	149.2678467
b3255	1903	693.4144897
b3256	4003	508.8934405
b3257	27	19.06920212
b3258	306	36.16844533
b3259	517	100.5997703
b3260	6824	1212.374862
b3261	1395	806.1071803
b3262	44	8.53265993
b3263	85	81.04410899
b3264	5	1.294289736
b3265	25	3.705155851
b3266	214	11.82843262
b3267	32	24.73842437
b3268	178	29.8037676
b3269	68	9.873393989
b3270	28	4.352752657
b3271	52	11.7580851
b3272	0	0
b3273	0	0
b3274	0	0
b3275	0	0
b3276	0	0
b3277	0	0
b3278	0	0
b3279	256	79.16295797
b3280	306	203.5526458
b3281	828	173.5087841
b3282	633	189.5937949
b3283	851	268.9705691
b3284	1107	400.8153179
b3287	2064	694.5676441
b3288	3039	550.1706193
b3289	1719	228.6973844
b3290	1158	144.3276866
b3291	864	360.7837364
b3292	95	38.27269439
b3293	124	57.67270884
b3294	9689	4330.34764
b3295	30707	5323.254449
b3296	15750	4352.752657
b3297	6757	2973.475354
b3298	9226	4435.272068
b3299	2161	3169.888136
b3300	38173	4918.43684
b3301	13298	5246.529305
b3302	55	52.44030582
b3303	11035	3757.654381
b3304	4133	2003.720653
b3305	10964	3523.731438
b3306	7229	3156.899132
b3307	6400	3589.496869
b3308	14036	4460.922015
b3309	4308	2347.146363
b3310	14701	6782.330814
b3311	2719	1829.970372
b3312	140	125.1416389
b3313	6142	2564.738089
b3314	18049	4412.564474
b3315	5081	2618.665296
b3316	2288	1407.430143
b3317	21981	4589.344508
b3318	3239	1834.608287
b3319	11973	3390.825103
b3320	21639	5894.835208
b3321	18385	10113.09464
b3322	24	9.807018231
b3323	40	4.670008681
b3324	17	3.575475397
b3325	105	9.227033282
b3326	34	3.937365619
b3327	16	2.294039352
b3328	7	2.742830441
b3329	10	3.365153314
b3330	3	1.362085865
b3331	10	2.918755426
b3332	17	2.965028378
b3333	24	3.538614826
b3334	8	2.971823706
b3335	57	14.42846709
b3336	2453	882.5802413
b3337	48	42.24561699
b3338	455	28.98603662
b3339	180	26.06928897
b3340	65072	5280.302639
b3341	13066	4152.636581
b3342	15199	6955.987271
b3343	157	93.55827288
b3344	77	36.70821407
b3345	153	67.85088195
b3346	628	149.0721028
b3347	3495	737.7881335
b3348	359	281.3360367
b3349	6887	1999.943071
b3350	239	22.71198989
b3351	151	46.69377599
b3352	1168	104.7311665
b3353	312	52.34244334
b3354	18	14.10598513
b3355	368	72.59447978
b3356	879	372.4850813
b3357	5979	1621.062931
b3358	779	63.57307467
b3359	188	26.42513512
b3360	151	45.94866254
b3361	498	141.7382486
b3362	4	4.086257596
b3363	898	268.9656047
b3364	96	13.93890916
b3365	632	42.63585756
b3366	37	19.41909573
b3367	48	10.20804872
b3368	790	98.67687558
b3369	29	29.62536757
b3370	11	1.410949932
b3371	49	8.220447833
b3374	66	14.41107641
b3375	257	60.25555259
b3376	87	13.74878937
b3377	62	8.153727801
b3378	7	3.393671563
b3379	12	2.342973639
b3380	15	2.098078472
b3381	15	2.211634266
b3382	18	8.510222432
b3383	109	20.64777845
b3384	1404	239.7596397
b3385	519	117.354734
b3386	529	133.9062998
b3387	587	120.361523
b3388	3964	528.6036167
b3389	3166	498.9511892
b3390	2295	754.5486009
b3391	81	11.21989374
b3392	6	2.542560282
b3393	12	4.670008681
b3394	14	4.449480494
b3395	75	16.50219414
b3396	1451	97.5419939
b3397	855	261.5641894
b3398	1586	127.4315501
b3399	571	146.4822566
b3400	259	110.5729108
b3401	1116	217.8965484
b3402	311	30.94185317
b3403	11984	1267.238363
b3404	955	121.1380578
b3405	1373	327.2751813
b3406	269	96.78519564
b3407	1357	100.2980902
b3408	359	270.2306668
b3409	2358	174.2836379
b3410	107	77.48371999
b3411	73	14.25308964
b3412	252	56.0946179
b3413	261	65.48765463
b3414	870	259.2219663
b3415	852	111.0270629
b3416	1965	161.7452467
b3417	1619	116.0640535
b3418	9624	610.3835959
b3421	121	16.92449968
b3422	64	6.869206015
b3423	428	96.90576062
b3424	536	110.6977509
b3425	190	99.71968079
b3426	1860	211.9644379
b3427	65	50.93827962
b3428	4304	301.7420805
b3429	2720	325.5328227
b3430	1986	262.9960792
b3431	2269	197.2706061
b3432	2681	210.3890159
b3433	3176	493.7265156
b3434	279	80.61071803
b3437	158	51.35682842
b3438	856	147.4991296
b3439	451	111.2096141
b3440	671	110.9430747
b3441	102	35.79862483
b3442	4	0.582265713
b3443	4	1.386851063
b3444	0	0
b3445	0	0
b3446	43	25.89396919
b3447	1276	125.6401131
b3448	664	258.407147
b3449	727	167.7013299
b3450	650	104.1595074
b3451	80	16.22910818
b3452	105	20.29323874
b3453	654	85.22499898
b3454	47	11.29730041
b3455	33	7.374418006
b3456	105	14.10046635
b3457	59	10.92313519
b3458	67	10.3592152
b3459	454	202.9082288
b3460	238	36.99839758
b3461	7630	1531.558023
b3462	1285	208.248652
b3463	696	178.5493005
b3464	1419	163.0072157
b3465	316	90.84222917
b3466	69	43.85916487
b3467	155	73.8931582
b3468	464	127.0063605
b3469	1204	93.9672006
b3470	332	231.6210403
b3471	314	80.91526303
b3472	2563	788.29621
b3473	387	54.53040309
b3474	296	48.38128994
b3475	395	115.2908393
b3476	430	46.85575377
b3477	143	25.97043717
b3478	149	30.66163074
b3479	131	29.38900561
b3480	154	32.75082296
b3481	81	34.58071727
b3482	23	0.931851945
b3483	3	1.340803274
b3484	2	0.301887105
b3485	184	28.06986551
b3486	544	34.12383536
b3487	967	155.3925712
b3488	39	4.124023378
b3491	160	26.07754135
b3492	547	78.0363109
b3493	4295	491.4133385
b3494	1028	525.0841011
b3495	3029	1195.04717
b3496	2936	342.7786372
b3497	396	90.25582515
b3498	2301	193.2961853
b3499	684	139.2526788
b3500	1345	170.60805
b3501	100	48.48102233
b3502	231	30.73245829
b3503	90	36.25834205
b3504	13	1.822791379
b3505	5	0.843770005
b3506	1081	327.2032934
b3507	52	16.80675441
b3508	331	87.66535972
b3509	2294	1203.983935
b3510	6135	3161.879864
b3511	986	295.3230359
b3512	1115	362.4231879
b3513	337	49.94550088
b3514	758	41.77588209
b3515	847	199.4026443
b3516	1864	387.7635572
b3517	10	1.225002277
b3518	78	9.575522092
b3519	451	46.9102372
b3520	36	10.24613845
b3521	44	8.390448931
b3522	448	75.8254664
b3523	66	8.561682582
b3524	993	82.68872358
b3525	174	38.88329494
b3526	649	119.766892
b3527	1531	175.5207321
b3528	5670	756.1005314
b3529	951	82.05796928
b3530	998	49.30327386
b3531	123	19.06920212
b3532	324	23.76315956
b3533	301	19.72450116
b3534	181	41.25329382
b3535	238	216.117624
b3536	1895	206.8862863
b3537	0	0
b3538	948	96.84430503
b3539	290	39.12784396
b3540	3995	682.2220518
b3541	3470	605.2146159
b3542	2577	489.7807361
b3543	3357	564.8409838
b3544	28185	3008.202211
b3545	7	15.60207446
b3546	1721	174.5643449
b3547	114	16.18279683
b3548	524	128.6557327
b3549	246	74.8567615
b3550	75	29.18755426
b3551	956	70.29623608
b3552	490	127.4169414
b3553	823	144.8672616
b3554	3486	841.4587161
b3555	2518	1485.038688
b3556	63971	51544.05332
b3557	132	43.39887378
b3558	82	16.51768916
b3559	4650	385.529521
b3560	1812	340.9874431
b3561	114	19.64357567
b3562	8	3.134663361
b3563	8	4.014568866
b3564	201	23.70871933
b3565	319	41.38146582
b3566	168	29.03588479
b3567	75	8.347413377
b3568	121	17.56883342
b3569	166	24.16402711
b3570	1006	209.2758254
b3571	208	17.57633991
b3572	874	119.6159042
b3573	272	98.48398055
b3574	383	77.42230824
b3575	17	2.920508432
b3576	4	1.466861701
b3577	4	1.448293832
b3578	12	1.611481869
b3579	7	1.217183114
b3580	37	4.241846563
b3581	18	4.659443051
b3582	16	3.189274221
b3583	39	9.616795894
b3584	53	12.27531634
b3585	119	20.94678509
b3586	32	4.830193676
b3587	13	6.886100764
b3588	2937	327.52191
b3589	10	1.489781415
b3590	1152	107.1596138
b3591	907	111.8260753
b3592	575	162.0412495
b3593	5	0.207574769
b3594	28	5.700402056
b3595	11	1.997725936
b3596	8	2.971823706
b3597	166	25.05662969
b3598	36	17.02044486
b3599	2406	215.7390296
b3600	1469	219.4202969
b3601	444	129.5927409
b3602	522	246.7964505
b3603	1282	132.862593
b3604	411	90.78118227
b3605	1160	167.1557264
b3606	117	42.36259457
b3607	1594	332.8062939
b3608	3292	553.9042356
b3609	2642	968.8621536
b3610	755	514.1874142
b3611	1558	618.9545187
b3612	1462	162.4029524
b3613	797	108.5582435
b3614	415	74.19111448
b3615	127	21.0590319
b3616	4866	813.9538377
b3617	5003	717.31743
b3618	348	69.60925527
b3619	1379	253.6633092
b3620	712	116.7100737
b3621	331	59.17411781
b3622	427	58.16106645
b3623	339	54.17144847
b3624	152	30.61815551
b3625	228	55.97997531
b3626	265	44.71981027
b3627	308	51.82336104
b3628	444	70.55604783
b3629	311	57.02424863
b3630	279	60.00346681
b3631	646	98.54963653
b3632	1052	174.4417446
b3633	1192	160.0738656
b3634	395	141.2312782
b3635	203	43.01164477
b3636	88	89.89766712
b3637	9140	6618.70281
b3638	841	215.7470715
b3639	695	97.6886644
b3640	544	204.7430122
b3641	595	171.0478682
b3642	66	17.64346738
b3643	920	220.5209407
b3644	2162	429.4543226
b3645	1936	402.7415487
b3646	560	155.5158231
b3647	181	18.45735606
b3648	1718	472.5128255
b3649	952	591.9743613
b3650	2808	228.5049198
b3651	589	146.501218
b3652	1290	106.3369052
b3653	800	113.8459828
b3654	652	80.3865503
b3655	571	57.30797057
b3656	133	9.842964611
b3657	33	4.095121495
b3658	26	46.97045574
b3659	24	3.475905196
b3660	217	40.30535902
b3661	134	28.07992399
b3662	195	28.099454
b3663	151	57.20760635
b3664	59	7.584828707
b3665	351	34.09145981
b3666	191	23.54882072
b3667	212	27.56366488
b3668	366	41.79238308
b3669	502	145.7777583
b3670	138	81.38814099
b3671	1306	132.7053888
b3672	117	202.826968
b3673	5067	733.8504844
b3674	255	87.87915433
b3675	11	5.200691486
b3676	112	55.23493027
b3677	175	66.7422074
b3678	53	6.088359712
b3679	39	3.900518615
b3680	33	6.335070501
b3683	16	1.698184975
b3684	29	6.94150872
b3685	721	74.45249851
b3686	369	147.6196276
b3687	508	210.590319
b3688	1364	702.9835591
b3689	288	39.60526593
b3690	78	12.56955858
b3691	79	10.48584896
b3693	49	9.567142358
b3696	111	28.99563609
b3697	369	77.89522783
b3698	108	46.45429688
b3699	6658	473.153097
b3700	813	129.9155977
b3701	2036	317.369718
b3702	4571	558.7520697
b3703	3117	3793.959766
b3704	482	229.7838855
b3705	9220	960.7543361
b3706	1062	133.5263251
b3707	7528	17226.35442
b3708	146584	17766.35544
b3709	6668	916.971921
b3710	264	38.52757162
b3711	124	22.16794746
b3712	596	136.3829335
b3713	556	168.2932758
b3714	1399	179.4471778
b3715	183	47.15762145
b3716	73	26.77022605
b3717	203	59.25073514
b3718	29	6.883902838
b3719	27	3.960526593
b3720	18	1.910458097
b3721	19	2.307737836
b3722	22	2.010490958
b3723	28	5.741265153
b3724	401	94.79442209
b3725	383	84.92446989
b3726	374	72.03920799
b3727	284	50.77175063
b3728	821	135.3528669
b3729	11092	1040.240606
b3730	5431	679.856696
b3731	5620	2296.476769
b3732	14614	1813.51835
b3733	6523	1295.712556
b3734	17561	1954.519018
b3735	2855	917.5714389
b3736	5411	1971.658331
b3737	2023	1446.637345
b3738	5172	1087.785809
b3739	1969	886.9431252
b3740	350	96.26279914
b3741	3891	353.3250735
b3742	1625	628.1240562
b3743	97	36.26887461
b3744	4943	854.3117769
b3745	535	63.23568057
b3746	626	71.76745806
b3747	847	77.77663335
b3748	4522	1847.805685
b3749	1918	218.5740816
b3750	1655	294.0328835
b3751	5489	1057.281317
b3752	1488	274.5965105
b3753	396	68.44172844
b3754	293	35.21392576
b3755	236	58.44586622
b3756	0	0
b3757	0	0
b3758	0	0
b3759	0	0
b3760	0	0
b3761	0	0
b3764	1934	979.1107139
b3765	59	6.657295413
b3766	21	36.4048404
b3769	0	0
b3770	291	53.7013337
b3771	420	38.94196866
b3772	319	35.43539112
b3773	181	34.74690184
b3774	186	21.62726581
b3775	448	272.6490175
b3777	88	33.6365436
b3778	741	62.89441588
b3779	3436	397.1016877
b3780	4982	675.3751062
b3781	4416	2296.62536
b3783	12693	1728.895589
b3784	1801	279.9752691
b3785	1616	264.8925268
b3786	1058	160.5454841
b3787	1301	176.786451
b3788	970	155.8746577
b3789	626	121.8093931
b3790	299	76.02255243
b3791	807	122.4576613
b3792	600	82.31310266
b3793	335	42.49345482
b3794	319	73.88350779
b3795	994	123.0830318
b3796	9	20.05981002
b3797	1	2.22886778
b3798	0	0
b3799	0	0
b3800	292	40.54519673
b3801	119	12.33279919
b3802	1834	262.9542607
b3803	1420	206.179698
b3804	455	105.3824327
b3805	1458	265.6327709
b3806	4469	301.1316758
b3807	201	107.4647558
b3809	1080	224.6698722
b3810	534	129.4443296
b3811	562	107.5273404
b3812	367	87.84598966
b3813	5082	403.2303127
b3816	1374	247.9597827
b3817	37	16.66678295
b3818	12	5.405443119
b3819	194	37.36793142
b3820	206	75.54337761
b3821	540	106.5245084
b3822	1147	107.5690565
b3823	481	132.9316843
b3824	57	15.75281914
b3825	837	140.4186701
b3826	438	93.84618569
b3827	214	40.80809253
b3828	60	10.79388799
b3829	207	15.70553649
