Gene_id	ERY_4_readcount	ERY_4_fpkm
b0204	0	0
b0205	0	0
b0206	0	0
b0207	24	4.612161133
b0208	469	79.19559524
b0209	977	188.456589
b0210	146	36.1507694
b0211	5657	643.155519
b0212	120	24.5249838
b0213	79	16.88255109
b0214	353	116.5408365
b0215	1025	216.3525723
b0216	8	16.05271667
b0217	15	2.948614465
b0218	2	0.865587664
b0219	608	121.8424098
b0220	1123	366.0586665
b0221	3662	231.4135343
b0222	1425	380.2643214
b0223	597	120.1053601
b0224	5022	1047.147304
b0225	86	47.62593629
b0226	280	165.755063
b0227	57	11.74256225
b0228	172	53.3640009
b0229	25	2.25492408
b0230	19	3.883122436
b0231	246	35.99320066
b0232	18	9.45963661
b0233	10	3.872365864
b0234	13	4.433987138
b0235	1	0.746412551
b0236	1	0.308398
b0237	2178	230.8073476
b0238	1299	437.2660348
b0239	626	77.68805713
b0240	1541	592.2783589
b0241	6	0.877882943
b0242	1269	177.5995363
b0243	3247	400.0681987
b0244	20	40.65984157
b0245	1	0.451776017
b0246	0	0
b0247	0	0
b0248	0	0
b0249	2	1.28756165
b0250	376	124.1341488
b0251	9	3.131906716
b0252	7	1.31575643
b0253	237	42.38223764
b0254	43	7.431563884
b0256	0	0
b0258	181	25.23992692
b0259	1	0.151924678
b0260	84	9.244032357
b0261	488	80.81415885
b0262	55	8.116434468
b0263	7	3.10790743
b0264	0	0
b0265	0	0
b0266	49	24.50117314
b0267	17	2.274134862
b0268	242	41.13398274
b0269	654	51.34544628
b0270	28	3.128132425
b0271	75	7.193081842
b0272	107	21.78167534
b0273	72	11.06918672
b0274	0	0
b0275	0	0
b0276	112	20.89955142
b0277	21	5.174888927
b0278	8	1.768325013
b0279	15	2.710656105
b0280	142	49.75068143
b0281	159	17.53510084
b0283	61	9.848433935
b0284	140	9.836760216
b0285	53	8.556836042
b0286	55	12.31580708
b0287	94	23.61576489
b0288	61	28.56045841
b0289	43	9.344329272
b0290	69	6.48479955
b0291	48	2.936007562
b0292	3	0.692858287
b0293	15	3.941515254
b0294	1	0.261433838
b0295	14	9.487296367
b0296	1	0.585255295
b0297	2	0.354374766
b0298	0	0
b0299	0	0
b0300	53	11.97206446
b0301	6	1.560680788
b0303	1	0.651929949
b0304	87	10.13736322
b0305	20	3.61420814
b0306	301	64.5926761
b0307	421	45.5515508
b0308	112	24.86325944
b0310	1	0.230952762
b0311	395	36.52329276
b0312	665	69.75384905
b0313	237	62.27594102
b0314	487	36.9936592
b0315	79	11.20852566
b0316	73	12.08900327
b0317	6	1.861534915
b0318	3	0.764888109
b0319	0	0
b0320	5	0.499054903
b0321	23	2.504348241
b0323	28	4.549113715
b0324	372	41.55947364
b0325	446	65.62885666
b0326	5	0.946736507
b0327	0	0
b0328	56	12.8756165
b0329	2739	1533.317982
b0330	169	16.45352883
b0331	575	99.71016143
b0333	248	32.75028607
b0334	212	22.55893138
b0335	200	16.37598283
b0336	32	3.923997409
b0337	439	52.8261275
b0338	103	17.68251332
b0339	555	129.9266756
b0340	235	77.08967839
b0341	362	48.42569529
b0342	5	1.262315343
b0343	17	2.094597899
b0344	104	5.225616061
b0345	430	61.34642763
b0346	565	104.672278
b0347	17	1.577553012
b0348	23	3.760497517
b0349	23	4.098812172
b0350	11	2.098248614
b0351	28	4.549113715
b0352	30	4.571224792
b0353	89	11.34584028
b0354	556	159.0853949
b0355	64	11.85668282
b0356	198	27.5607791
b0357	24	13.43542591
b0358	29	5.789036875
b0360	0	0
b0361	0	0
b0363	11	1.419867483
b0364	0	0
b0365	2	0.320887639
b0366	4	0.804726031
b0367	3	0.559809413
b0368	17	3.082894091
b0369	887	140.5621149
b0372	12	2.138510699
b0373	5	2.575123299
b0375	0	0
b0376	746	99.53585396
b0377	308	38.97483913
b0378	236	33.30022459
b0379	124	62.00296876
b0380	458	332.227175
b0381	743	104.8392664
b0382	347	205.4178816
b0383	221	24.11450208
b0384	506	243.5537177
b0385	107	14.81388135
b0386	1735	330.9510315
b0387	547	184.1297313
b0388	559	164.5135914
b0389	264	212.4476722
b0390	707	161.1161215
b0391	1308	709.107637
b0392	57	25.75123299
b0393	825	139.7682054
b0394	239	40.62405733
b0396	149	19.42751249
b0397	416	20.42423818
b0398	397	50.98872568
b0399	151	33.81248854
b0400	146	17.40592601
b0401	1252	146.547926
b0402	586	65.89616827
b0403	258	21.96303508
b0404	772	204.9479574
b0405	654	94.34905534
b0406	1581	216.5569115
b0407	884	410.1637832
b0408	3121	260.9402538
b0409	3436	546.1804727
b0410	405	179.8146442
b0411	1878	327.869936
b0412	57	16.30911423
b0413	1045	358.8005131
b0414	2375	332.3868389
b0415	1622	532.0828015
b0416	1540	566.5271259
b0417	383	60.50749839
b0418	705	209.8799915
b0419	1672	264.9603789
b0420	2051	170.0991268
b0421	2566	440.5177591
b0422	946	601.4979361
b0423	1248	133.0746947
b0424	184	48.1038261
b0425	436	73.86537885
b0426	1261	396.0037172
b0427	270	30.56190289
b0428	14956	2593.504651
b0429	1575	737.4216721
b0430	2929	735.8571848
b0431	20526	1592.077736
b0432	15583	2539.7561
b0433	896	93.79310879
b0434	1162	310.0822046
b0435	2629	1277.358331
b0436	18677	2221.504751
b0437	6373	1578.005845
b0438	16207	1964.001097
b0439	4255	279.1630481
b0440	7992	4523.161628
b0441	5467	451.2243294
b0442	121	50.25643859
b0443	162	62.73232699
b0444	493	109.4427402
b0445	178	16.16832266
b0446	1004	189.4083365
b0447	228	76.74877285
b0448	534	46.53522308
b0449	479	41.53144985
b0450	7	3.190418247
b0451	172	20.64900734
b0452	2749	493.3110767
b0453	13637	3677.168213
b0454	256	101.4202407
b0455	1	1.355328052
b0456	22	9.602154676
b0457	433	43.13456049
b0458	476	156.1476039
b0459	110	30.78951771
b0460	106	74.78440267
b0461	159	65.51113674
b0462	5448	267.2242235
b0463	1371	177.411761
b0464	70	16.69061398
b0465	1236	56.78594823
b0466	83	79.16119772
b0467	322	94.22610255
b0468	528	215.8198575
b0469	639	178.8591074
b0470	2981	238.3988371
b0471	1542	721.9709323
b0472	3351	854.3800175
b0473	2284	188.2106117
b0474	5569	1334.033642
b0475	239	38.34607281
b0476	91	14.64601377
b0477	784	92.82283525
b0478	2179	200.7582708
b0479	181	22.90404507
b0480	1180	110.2956622
b0481	81	26.07312341
b0482	104	20.21228854
b0483	167	75.44659491
b0484	1879	115.8959684
b0485	1392	230.5190761
b0486	3367	402.3406102
b0487	1093	413.9132009
b0488	186	62.61084101
b0489	335	56.38341865
b0490	93	21.19349264
b0491	120	23.77036892
b0492	1273	230.0443481
b0493	464	88.50794155
b0494	160	39.42772516
b0495	248	55.77559636
b0496	307	19.64131312
b0497	137	4.944525466
b0498	5	2.093596178
b0499	0	0
b0501	3	0.944037055
b0502	38	13.91298844
b0503	295	41.62528073
b0504	8	1.333397178
b0505	23	7.357495141
b0506	1077	203.9270436
b0507	43	3.728292993
b0508	8	1.59080976
b0509	6	1.054658007
b0511	3	0.318571955
b0512	23	2.609155766
b0513	55	6.526810206
b0514	43	5.797398004
b0515	91	17.88826109
b0516	56	7.000335183
b0517	17	2.501548348
b0518	1	0.092630335
b0520	17	3.218904124
b0521	27	4.666330811
b0522	274	39.63953843
b0523	114	34.53694778
b0524	273	58.3409677
b0525	1796	560.5965389
b0526	1421	158.4090999
b0527	21	6.215814861
b0528	74	53.67862652
b0529	1784	317.9252572
b0530	55	15.6499206
b0531	0	0
b0532	13	0.771350297
b0533	1	0.157019713
b0534	1	0.299432942
b0535	4	0.976350066
b0536	26	52.17132918
b0537	289	38.36137286
b0539	3	1.661369871
b0540	0	0
b0541	0	0
b0542	2	1.009852274
b0543	43	19.95140574
b0544	6	0.60710176
b0545	26	7.277522368
b0546	152	29.42998057
b0547	1	0.338832013
b0548	0	0
b0549	0	0
b0550	0	0
b0551	1	0.402363016
b0552	0	0
b0553	1223	172.097038
b0554	10	7.153120276
b0555	14	4.343581469
b0556	0	0
b0557	116	60.9621026
b0558	1	0.375930409
b0559	6	4.478475303
b0560	0	0
b0561	1	0.352756616
b0562	8	1.887113258
b0563	3	2.532908163
b0564	92	18.95290748
b0565	506	81.95046475
b0566	15	3.041484212
b0567	272	47.16724158
b0568	305	15.85091032
b0569	180	12.42686847
b0570	118	12.6347006
b0571	188	42.46694564
b0572	3	0.337352397
b0573	3	1.39195854
b0574	12	1.514778411
b0575	90	4.422921698
b0576	372	41.74056067
b0577	294	36.39837741
b0578	590	139.387408
b0579	75	31.40394268
b0580	98	60.81014057
b0581	571	78.84157662
b0582	0	0
b0583	39	9.703363157
b0584	456	31.43925635
b0585	144	18.49465113
b0586	743	29.57212692
b0587	2	0.27249982
b0588	73	13.822353
b0589	123	19.1383786
b0590	204	31.36269571
b0591	657	81.14417303
b0592	377	60.86655071
b0593	370	48.61202147
b0594	340	32.60863768
b0595	318	57.26497967
b0596	323	66.80841974
b0597	156	58.22017894
b0598	17656	1295.338375
b0599	129	18.30252924
b0600	111	14.77202513
b0601	11	2.697748219
b0602	8	1.012333484
b0603	7	1.197731767
b0604	205	42.40162863
b0605	5251	1438.507707
b0606	2838	280.0076599
b0607	922	332.0648506
b0608	144	17.95727628
b0610	1114	418.7864753
b0611	494	94.5807368
b0612	24	2.532908163
b0613	0	0
b0614	3	0.839714119
b0615	4	0.403150419
b0616	1	0.169975135
b0617	0	0
b0618	0	0
b0619	159	14.80812313
b0620	53	12.02480483
b0621	67	7.46897234
b0622	95	26.16435438
b0623	22079	16244.61352
b0624	202	81.27732914
b0627	3175	2404.710728
b0628	2044	326.9286972
b0629	8	1.295659522
b0630	310	74.60637597
b0631	940	550.1399776
b0632	1785	227.5542124
b0633	1105	156.7774791
b0634	271	37.62039969
b0635	633	51.42123182
b0636	512	169.0337345
b0637	818	397.4435583
b0638	120	30.29556823
b0639	344	82.78901075
b0640	612	91.62648019
b0641	1417	376.180383
b0642	5321	318.2864362
b0643	988	316.0524
b0644	22	3.475626539
b0645	1	0.218230788
b0646	8	0.865587664
b0647	3	0.835175124
b0648	2	0.436461576
b0649	59	6.278193168
b0650	20	1.849280646
b0651	613	101.1891399
b0652	1257	267.514875
b0653	569	130.244014
b0654	824	171.8138946
b0655	4401	748.0605704
b0656	1	0.151924678
b0657	852	85.5362593
b0658	1784	313.5849806
b0659	584	192.8041034
b0660	1231	182.7075955
b0661	2661	288.5222358
b0662	1947	255.80434
b0664	0	0
b0665	0	0
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	16	32.10543334
b0674	1483	137.618301
b0675	1974	405.0432983
b0676	1088	137.6773538
b0677	737	99.10526745
b0678	490	94.51763421
b0679	3789	300.6823477
b0680	2448	227.1676338
b0681	40	4.392534413
b0682	24	11.33999251
b0683	5948	2055.95079
b0684	2514	731.5096017
b0685	202	106.1581442
b0686	565	114.113307
b0687	1065	301.3743202
b0688	6296	592.7962082
b0689	21	6.554859308
b0691	1	0.237338553
b0692	139	16.27009721
b0693	14	0.983676022
b0694	63	14.35688211
b0695	675	38.84264195
b0696	129	34.78438802
b0697	1209	91.16615136
b0698	1472	135.8631361
b0699	192	143.3112097
b0700	7	0.257880731
b0702	2	0.944999376
b0703	0	0
b0704	8	2.168524884
b0705	0	0
b0706	0	0
b0707	223	67.55911715
b0708	559	60.86655071
b0709	24	2.502144097
b0710	590	122.526028
b0711	535	125.8165265
b0712	860	142.4183947
b0713	610	128.2306296
b0714	148	28.87259457
b0715	24	3.541716859
b0716	10	1.454871921
b0717	9	1.90749874
b0718	3	0.189347301
b0719	6	1.63499892
b0720	8318	1000.928767
b0721	4903	1942.435313
b0722	1428	634.0131158
b0723	20465	1789.470232
b0724	20943	4513.038265
b0726	24026	1324.837524
b0727	19771	2508.01787
b0728	16637	2202.6903
b0729	12086	2146.409669
b0730	88	18.8058797
b0731	17	1.328591687
b0732	202	11.84908671
b0733	12197	1201.100531
b0734	6716	910.23832
b0735	644	338.4447765
b0736	759	289.5583088
b0737	1505	335.5463693
b0738	472	169.9941535
b0739	2023	246.894523
b0740	9845	1176.431039
b0741	5551	1643.047062
b0742	2720	530.6314678
b0743	254	516.3799879
b0744	28	56.9237782
b0745	8	16.26393663
b0746	20	40.65984157
b0747	4	8.131968314
b0748	99	201.2662158
b0749	6	12.19795247
b0750	142	21.01537405
b0751	389	83.47691362
b0752	164	26.89937714
b0753	3591	1456.262641
b0754	3447	505.7806275
b0755	3811	781.9756888
b0756	768	113.9881668
b0757	482	64.81511386
b0758	337	49.73160756
b0759	547	83.1027991
b0760	268	28.11132563
b0761	292	57.18144513
b0762	117	120.5157704
b0763	315	62.88091778
b0764	215	48.14360951
b0765	529	77.18074932
b0766	249	46.97477667
b0767	2423	375.874925
b0768	5	0.809787201
b0769	1	0.146730672
b0770	6	0.646474468
b0771	25	1.707641445
b0772	1470	176.8893108
b0773	521	168.7596527
b0774	63	7.545710133
b0775	14	2.077909291
b0776	43	5.752223474
b0777	22	4.496247031
b0778	13	2.962531229
b0779	3108	237.4920835
b0780	396	67.31015357
b0781	1295	202.108162
b0782	448	134.9304372
b0783	417	132.5711625
b0784	31	19.47044446
b0785	545	185.8863839
b0786	947	207.54398
b0787	28	6.059113646
b0788	57	9.202634989
b0789	290	36.07660661
b0790	394	79.88965197
b0791	732	275.1810592
b0792	59	8.234811635
b0793	66	8.992494062
b0794	303	26.95206769
b0795	104	16.08485424
b0796	191	43.91504913
b0797	467	52.86077278
b0798	146	46.70409959
b0799	1538	110.4753036
b0800	576	92.41563991
b0801	1036	147.3937977
b0802	449	265.8000831
b0803	64	37.03548116
b0804	38	8.659706671
b0805	265	17.93449867
b0806	68	40.254801
b0807	113	18.83423514
b0808	253	17.56081388
b0809	5197	1110.615418
b0810	1832	428.8750804
b0811	6361	1315.691511
b0812	4081	1251.080736
b0813	121	21.05337292
b0814	14941	4473.827583
b0815	312	30.43327536
b0817	357	117.8614126
b0818	432	59.64896865
b0819	4380	734.7908828
b0820	2516	244.0305168
b0821	72	8.787150595
b0822	179	33.89316696
b0823	48	3.048234732
b0824	5	0.858374433
b0825	85	19.80864077
b0826	1274	262.4565667
b0827	3238	404.7693808
b0828	454	72.61527813
b0829	551	45.47733776
b0830	412	41.36260426
b0831	113	18.95693374
b0832	50	8.470800327
b0833	22	1.44706801
b0834	5	0.581291941
b0835	503	58.61027238
b0836	819	329.5353097
b0837	244	33.78118737
b0838	969	238.7841605
b0839	3061	393.1397716
b0840	259	52.72386835
b0841	250	64.70159044
b0842	359	44.98633891
b0843	661	358.348737
b0844	2125	402.3630155
b0845	2917	372.7858394
b0846	999	287.4355504
b0847	993	90.99990877
b0848	25	10.21874325
b0849	74	44.31607539
b0850	59	31.65255722
b0851	265	56.63134227
b0852	202	34.56311671
b0853	359	116.2854421
b0854	249	34.5663451
b0855	89	12.12624199
b0856	31	5.020680647
b0857	62	11.3232372
b0858	88	27.80501231
b0859	199	27.25795407
b0860	131	27.65091412
b0861	1562	360.7482147
b0862	1100	237.0406384
b0863	2701	570.1154125
b0864	2104	445.9308166
b0865	1445	432.6806009
b0866	479	228.4229742
b0867	1017	189.0902813
b0868	320	48.75973111
b0869	391	42.21690608
b0870	1115	171.931885
b0871	2018	181.3821577
b0872	29	4.624060414
b0873	20	1.869418003
b0874	84	14.42069048
b0875	164	36.40691561
b0876	535	49.82607469
b0877	850	132.2570879
b0878	321	44.44164404
b0879	429	34.04400294
b0880	11922	8186.831994
b0881	141	67.86773556
b0882	20479	1389.616602
b0883	25	43.89414715
b0884	3506	2473.529394
b0885	252	55.2281763
b0886	714	64.06404306
b0887	660	57.71074287
b0888	2040	326.288915
b0889	1542	481.3139549
b0890	3670	142.1158272
b0891	1580	398.8916484
b0892	1117	128.4112824
b0893	4972	594.1305357
b0894	159	10.04772036
b0895	54	13.50064642
b0896	170	30.40076117
b0897	757	186.5424247
b0898	1459	196.193467
b0899	237	25.58927555
b0900	36	6.11910487
b0901	1	0.261433838
b0902	1264	263.5591782
b0903	13826	935.7070891
b0904	553	99.58343948
b0905	1017	89.22999644
b0906	259	57.74518914
b0907	3026	429.3290967
b0908	419	50.41947021
b0909	64	12.92610911
b0910	2740	618.9331439
b0911	56411	5206.640876
b0912	1710	927.0443878
b0913	209	14.25697403
b0914	3468	306.3645833
b0915	735	115.0587006
b0916	162	20.30024207
b0917	31	26.17338436
b0918	1784	368.9975877
b0919	543	93.84509742
b0920	165	32.68425726
b0921	716	140.7471971
b0922	755	88.17315606
b0923	552	120.9760052
b0924	4591	159.0099673
b0925	2630	219.8887752
b0926	2444	687.8252835
b0927	2668	636.1508299
b0928	2246	291.3716338
b0929	14268	2024.344862
b0930	6155	678.7958847
b0931	3016	387.3601931
b0932	2910	172.0690884
b0933	65	13.07679801
b0934	12	2.341021181
b0935	31	4.179519491
b0936	7	1.126616444
b0937	2	0.536484021
b0938	16	4.577996977
b0939	2	0.440192017
b0940	30	1.782092249
b0941	43	6.203378256
b0942	11	3.129984121
b0943	19	5.689225894
b0944	54	11.73473909
b0945	117	17.8806781
b0946	247	70.28237072
b0947	660	91.86926366
b0948	2562	187.69462
b0949	2210	178.9629714
b0950	642	79.1018736
b0951	903	85.02143837
b0952	330	90.40326477
b0953	5575	5127.254427
b0954	2285	680.249334
b0955	2541	222.9433834
b0956	285	97.20664111
b0957	144960	21515.26648
b0958	651	197.2241492
b0959	153	37.52322522
b0960	454	32.56562613
b0961	271	93.67227036
b0962	1300	97.74190626
b0963	800	269.2939398
b0964	342	79.70064873
b0965	1308	488.1538081
b0966	1658	805.5763076
b0967	783	101.5779115
b0968	218	120.7262106
b0969	173	80.99933287
b0970	2896	677.9597341
b0971	11	19.31342475
b0972	47	6.489586867
b0973	100	8.612452507
b0974	44	9.602154676
b0975	66	17.34266712
b0976	20	7.744731728
b0977	45	8.103534858
b0978	281	28.10134552
b0979	362	49.19232899
b0980	409	48.64782584
b0981	309	21.89031911
b0982	11	3.802195476
b0983	36	4.879180988
b0984	35	2.57880731
b0985	30	6.205116384
b0986	12	2.874556241
b0987	41	20.70197162
b0988	12	3.678747571
b0989	7	5.077707914
b0990	1976	1433.364406
b0991	33	22.07248542
b0992	9	1.294754732
b0993	116	6.529274377
b0994	60	9.009177724
b0995	81	18.05930626
b0996	5	0.658599309
b0997	67	4.064387775
b0998	42	10.81551786
b0999	2111	1065.899076
b1000	1753	294.0841136
b1001	5	0.6145879
b1002	1891	235.2443555
b1003	747	506.2150276
b1004	2553	660.7326416
b1006	69	8.021828788
b1007	3	0.936408473
b1008	1	0.261433838
b1009	3	0.578679393
b1010	2	0.798487845
b1011	1	0.222954398
b1012	1	0.134471191
b1013	111	26.83931326
b1014	6063	236.3811138
b1015	3002	307.3765465
b1018	1175	160.9452062
b1019	617	74.94580546
b1020	545	79.0671661
b1021	9	3.358856478
b1022	28	3.262599655
b1023	51	3.902861464
b1024	116	7.393918385
b1025	22	2.501223514
b1026	0	0
b1027	0	0
b1028	1	0.451776017
b1029	3	0.469627349
b1032	0	0
b1033	460	75.6905251
b1034	682	142.7832594
b1035	849	236.3545601
b1036	531	166.7549356
b1037	207	38.34895849
b1038	12	4.446256057
b1039	20	7.923456306
b1040	119	28.2432878
b1041	3	1.016496039
b1042	24	8.131968314
b1043	3	1.39195854
b1044	9	4.456944172
b1045	143	41.37557661
b1046	255	27.70702284
b1047	42	5.603895263
b1048	1543	155.2115332
b1049	3844	233.4616501
b1050	63	42.69283365
b1051	1444	594.9564871
b1053	146	18.38474336
b1054	775	130.0143685
b1055	903	132.4977971
b1056	61	16.36276263
b1057	4	1.08999928
b1058	1	1.095797149
b1059	468	64.61971604
b1060	596	361.1231733
b1061	126	79.13793554
b1062	281	41.46760156
b1063	932	256.6860872
b1064	1000	238.4373425
b1065	400	51.11907294
b1066	301	79.49867827
b1067	340	81.06869647
b1068	433	72.40444082
b1069	502	50.49655845
b1070	64	23.71336564
b1071	58	30.4810513
b1072	23	5.384348717
b1073	3	1.111564014
b1074	0	0
b1075	7	1.553953715
b1076	28	3.578335106
b1077	26	5.313746491
b1078	52	10.26102771
b1079	33	7.294340677
b1080	36	5.065816327
b1081	16	2.624329477
b1082	66	6.202851743
b1083	186	30.12408388
b1084	8075	391.6030253
b1085	3	1.443994374
b1086	464	74.67857568
b1087	363	95.8738213
b1088	4798	1420.1657
b1089	1582	1404.774159
b1090	1299	187.3997292
b1091	2594	420.1175999
b1092	4208	699.1044416
b1093	13051	2743.504831
b1094	10152	6618.392845
b1095	10290	1280.097524
b1096	532	101.478933
b1097	611	92.28154463
b1098	417	100.357609
b1099	550	84.55628745
b1100	969	187.6161261
b1101	3219	346.8335523
b1102	204	14.39246995
b1103	1044	448.0714541
b1104	755	308.6060462
b1105	2045	492.1614156
b1106	224	41.95109957
b1107	666	100.2942759
b1108	904	257.2277859
b1109	1147	135.8007551
b1110	837	239.4864669
b1111	403	98.36726916
b1112	170	101.8072002
b1113	403	64.65885917
b1114	1629	73.01785648
b1115	2	0.287723274
b1116	926	119.2282088
b1117	775	170.5744066
b1118	1522	188.8837427
b1119	1525	258.35941
b1120	749	158.7462841
b1121	2	0.391653734
b1122	0	0
b1123	959	141.5211028
b1124	188	36.53759851
b1125	156	29.11008947
b1126	807	109.6635621
b1127	677	85.24980312
b1128	2327	320.4444876
b1129	393	41.56153826
b1130	309	71.04581246
b1131	1679	189.2180315
b1132	1372	330.1933801
b1133	3446	480.9688287
b1134	208	69.56177225
b1135	210	49.61246724
b1136	10020	1237.541269
b1137	85	19.71941265
b1138	43	9.423855479
b1139	62	10.71527816
b1140	18	2.465543585
b1141	1	0.628078854
b1143	50	22.58880087
b1144	21	10.50050277
b1145	238	54.47816402
b1146	0	0
b1147	5	1.384474892
b1148	0	0
b1150	0	0
b1151	7	2.625125694
b1152	9	1.782777669
b1153	2	0.52823042
b1154	4	0.980999352
b1155	8	2.985650202
b1156	1	0.256231174
b1157	1	0.308398
b1158	1	0.278391708
b1159	27	5.002038064
b1160	9	4.291872166
b1161	1	0.381499748
b1162	787	166.1165604
b1163	944	120.3423958
b1164	42	27.38105787
b1165	10	5.659611647
b1166	43	24.88321391
b1167	60	37.23069831
b1168	21	2.129038948
b1171	13	6.086655071
b1172	6	2.687085182
b1174	387	223.9489251
b1175	2840	539.7306399
b1176	994	220.6614276
b1177	109	45.64039669
b1178	54	20.7547251
b1179	265	139.2668723
b1180	1094	256.1077172
b1181	175	58.52552953
b1182	7	1.185912046
b1183	24	8.82899417
b1184	36	4.383188595
b1185	1541	448.3915259
b1186	1177	117.9346352
b1187	3182	682.8368616
b1188	1834	184.844467
b1189	12950	1540.316246
b1190	9566	1380.035265
b1191	399	35.49133667
b1192	309	52.17790817
b1193	395	99.72291209
b1194	5	1.051070734
b1195	353	213.8867117
b1196	53	18.56891631
b1197	387	35.21458364
b1198	799	86.99888018
b1199	460	112.2802576
b1200	1029	148.4482843
b1201	84	6.759698661
b1202	128	6.895727664
b1203	2141	302.9307134
b1204	504	133.1140659
b1205	6137	3398.608965
b1206	547	50.30687303
b1207	6326	1031.027215
