Gene_id	ERY_2_readcount	ERY_2_fpkm
b0101	260	215.2822511
b0102	573	126.2646429
b0103	817	215.6902554
b0104	407	63.9137028
b0106	45	6.132632704
b0107	84	9.936103897
b0108	2	0.743517979
b0109	400	73.35378716
b0110	289	85.83389752
b0111	655	125.5958396
b0112	331	39.49492826
b0113	1078	231.0241569
b0114	9249	569.1944112
b0115	7441	644.4374327
b0116	10942	1258.872987
b0117	49	4.332977347
b0118	16783	1059.084266
b0119	325	146.783353
b0120	494	101.873186
b0121	927	175.2914385
b0122	740	348.6201971
b0123	696	73.56945013
b0124	1358	93.11513175
b0125	1017	310.4893695
b0126	3602	890.6975308
b0127	952	168.3671198
b0128	1035	220.0827682
b0129	162	60.22495627
b0130	198	26.39126133
b0131	2724	1172.147312
b0132	53	9.622505933
b0133	1215	233.795825
b0134	954	196.7348572
b0135	3	0.396962989
b0136	2	0.549231874
b0137	12	3.246449788
b0138	2	0.57524812
b0139	2	0.126209172
b0140	2	0.442498554
b0141	0	0
b0142	26	8.880392858
b0143	1894	222.1124341
b0144	224	39.61579288
b0145	3486	1253.321842
b0146	835	194.1768389
b0147	44	13.58495561
b0148	1022	68.95165432
b0149	1207	78.06014878
b0150	2013	147.0689496
b0151	520	106.8317938
b0152	164	30.17631554
b0153	534	44.14877026
b0154	2261	289.3686651
b0155	474	54.64857143
b0156	1002	476.1553789
b0157	205	53.86037088
b0158	202	41.34461209
b0159	2244	526.314997
b0160	199	21.49222473
b0161	1526	175.5657263
b0162	282	39.924604
b0163	784	332.127752
b0164	25	5.041381128
b0166	2649	526.4147844
b0167	932	57.16326439
b0168	1273	262.5193639
b0169	23799	5374.303105
b0170	8792	1691.79662
b0171	855	193.0765644
b0172	8688	2552.617143
b0173	1050	143.8120301
b0174	2756	592.9585152
b0175	1473	281.4592508
b0176	2730	330.7995566
b0177	9900	667.1033997
b0178	6238	2104.307337
b0179	4504	719.699315
b0180	1384	497.5896241
b0181	2220	461.2921239
b0182	773	110.2959418
b0183	289	79.36400575
b0184	2504	117.8639301
b0185	2344	400.3007857
b0186	650	49.75010004
b0187	189	79.45061539
b0188	971	122.5491059
b0189	171	109.9400672
b0190	267	80.17125589
b0191	99	38.37027356
b0192	800	184.4677517
b0193	45	8.942493507
b0194	6289	599.7990676
b0195	323	74.7944431
b0196	688	278.5053122
b0197	1202	241.4984664
b0198	317	79.46604194
b0199	451	71.64681894
b0200	8	2.27702381
b0201	0	0
b0202	0	0
b0203	0	0
b0204	1	0.056455136
b0205	0	0
b0206	1	2.129165121
b0207	17	3.466513859
b0208	423	75.79129743
b0209	1019	208.5651471
b0210	173	45.45289835
b0211	5544	668.8116557
b0212	103	22.33651928
b0213	85	19.27439241
b0214	381	133.4686264
b0215	935	209.411534
b0216	4	8.516660483
b0217	8	1.66865867
b0218	0	0
b0219	556	118.2280378
b0220	1055	364.9002713
b0221	3974	266.4704575
b0222	1438	407.1743301
b0223	524	111.8587946
b0224	4587	1014.870434
b0225	79	46.42190476
b0226	246	154.5235468
b0227	36	7.869394286
b0228	141	46.41836489
b0229	21	2.009842382
b0230	39	8.457517007
b0231	292	45.33347403
b0232	15	8.36457726
b0233	3	1.232674544
b0234	17	6.152488174
b0235	7	5.544057971
b0236	3	0.981710864
b0237	2147	241.4207466
b0238	1199	428.2590663
b0239	655	86.25256455
b0240	1545	630.0898721
b0241	2	0.310503247
b0242	1113	165.2822283
b0243	2887	377.4412099
b0244	8	17.25744361
b0245	0	0
b0246	0	0
b0247	4	1.374806828
b0248	0	0
b0249	0	0
b0250	378	132.4176923
b0251	6	2.215482626
b0252	4	0.797789364
b0253	224	42.50444445
b0254	59	10.81968361
b0256	0	0
b0258	143	21.15905879
b0259	0	0
b0260	78	9.108095239
b0261	521	91.54953606
b0262	47	7.359549734
b0263	7	3.297758621
b0264	0	0
b0265	0	0
b0266	61	32.36468794
b0267	18	2.554998145
b0268	233	42.02348892
b0269	688	57.3143554
b0270	23	2.726501395
b0271	68	6.920117053
b0272	120	25.92027103
b0273	61	9.950933902
b0274	0	0
b0275	0	0
b0276	89	17.62218427
b0277	17	4.445099112
b0278	9	2.110889025
b0279	7	1.342245614
b0280	104	38.66293489
b0281	137	16.03180789
b0283	76	13.01972235
b0284	165	12.30152017
b0285	48	8.222982535
b0286	42	9.979304348
b0287	74	19.72680139
b0288	57	28.31789611
b0289	41	9.453972273
b0290	76	7.578998958
b0291	38	2.466325076
b0292	0	0
b0293	15	4.18228863
b0294	0	0
b0295	7	5.033421053
b0296	4	2.484025974
b0297	0	0
b0298	0	0
b0299	3	0.567286209
b0300	49	11.74464912
b0301	10	2.76002886
b0303	1	0.691754069
b0304	68	8.407472528
b0305	25	4.793734336
b0306	245	55.78708334
b0307	390	44.77509004
b0308	107	25.20429803
b0310	3	0.735182575
b0311	322	31.59217235
b0312	683	76.01827757
b0313	236	65.80134111
b0314	519	41.83275601
b0315	38	5.720787092
b0316	55	9.664538356
b0317	3	0.987624785
b0318	3	0.811612447
b0319	1	0.189751984
b0320	8	0.847264673
b0321	15	1.733041377
b0323	24	4.137431276
b0324	345	40.89752092
b0325	447	69.79403266
b0326	1	0.200913866
b0327	2	1.332891986
b0328	48	11.71040816
b0329	2467	1465.413323
b0330	154	15.90903592
b0331	654	120.3372583
b0333	291	40.77624176
b0334	239	26.9855549
b0335	222	19.28773109
b0336	15	1.951734694
b0337	430	54.90393859
b0338	82	14.93727619
b0339	402	99.85784416
b0340	166	57.78129209
b0341	234	33.21497588
b0342	2	0.535770308
b0343	13	1.699596719
b0344	90	4.79841115
b0345	417	63.12591215
b0346	487	95.7332888
b0347	24	2.363181467
b0348	17	2.949287982
b0349	29	5.483766683
b0350	19	3.845640212
b0351	16	2.758287517
b0352	46	7.437379544
b0353	97	13.12106789
b0354	490	148.7655556
b0355	66	12.97412128
b0356	176	25.99499614
b0357	43	25.54226708
b0358	17	3.600874862
b0360	0	0
b0361	0	0
b0363	10	1.369638382
b0364	1	0.293809524
b0365	1	0.170244771
b0366	16	3.415535714
b0367	9	1.782018634
b0368	23	4.425764588
b0369	797	134.0151121
b0372	8	1.512763223
b0373	7	3.8254
b0375	1	0.262733516
b0376	675	95.5642117
b0377	283	37.99888382
b0378	265	39.67636008
b0379	171	90.72723995
b0380	493	379.4612073
b0381	672	100.6132603
b0382	312	195.9810838
b0383	205	23.73507869
b0384	480	245.15247
b0385	92	13.5152381
b0386	1767	357.6445397
b0387	516	184.304986
b0388	482	150.5177796
b0389	229	195.5394197
b0390	707	170.9581416
b0391	1151	662.1105865
b0392	48	23.00992481
b0393	715	128.5320019
b0394	222	40.03954739
b0396	153	21.1676745
b0397	412	21.46349993
b0398	344	46.88057001
b0399	140	33.26434783
b0400	154	19.4812037
b0401	1132	140.5958701
b0402	509	60.7338927
b0403	223	20.14319245
b0404	700	197.185567
b0405	636	97.35711885
b0406	1659	241.1222872
b0407	761	374.6627285
b0408	2962	262.774462
b0409	3240	546.4857143
b0410	329	154.9946552
b0411	1635	302.8827603
b0412	44	13.35853968
b0413	1096	399.2988953
b0414	2362	350.7606677
b0415	1490	518.6393085
b0416	1431	558.5864694
b0417	373	62.5273532
b0418	667	210.6970933
b0419	1518	255.2508659
b0420	2268	199.586087
b0421	2450	446.2966667
b0422	828	558.6298413
b0423	1220	138.0357291
b0424	140	38.83654823
b0425	402	72.26554512
b0426	1226	408.5313938
b0427	262	31.4679686
b0428	13691	2519.170342
b0429	1356	673.6678442
b0430	2886	769.3452544
b0431	20355	1675.258541
b0432	14970	2588.889602
b0433	871	96.74574333
b0434	1006	284.8521392
b0435	2675	1379.1031
b0436	16619	2097.470228
b0437	5656	1486.020769
b0438	15522	1995.894414
b0439	4479	311.8101292
b0440	6762	4060.809231
b0441	4960	434.3860806
b0442	142	62.58142858
b0443	226	92.86148228
b0444	486	114.479335
b0445	231	22.26423281
b0446	893	178.7588802
b0447	202	72.1504015
b0448	489	45.21683829
b0449	516	47.4724964
b0450	0	0
b0451	193	24.58548785
b0452	2558	487.0768144
b0453	12751	3648.29285
b0454	263	110.5582637
b0455	7	10.06684211
b0456	36	16.67244552
b0457	399	42.17558994
b0458	530	184.4824386
b0459	83	24.65125777
b0460	86	64.38050881
b0461	80	34.97508572
b0462	4829	251.3313823
b0463	1199	164.6322541
b0464	36	9.108095239
b0465	1257	61.27854977
b0466	105	106.2611111
b0467	258	80.10983767
b0468	593	257.1952608
b0469	549	163.054705
b0470	3058	259.4958563
b0471	1335	663.2349351
b0472	3178	859.7681189
b0473	2440	213.3480229
b0474	4922	1251.071017
b0475	210	35.75140187
b0476	74	12.63748214
b0477	659	82.789445
b0478	2003	195.8159009
b0479	171	22.9604563
b0480	983	97.49463833
b0481	98	33.47225
b0482	104	21.44698652
b0483	179	85.80784462
b0484	1852	121.208568
b0485	1321	232.1246394
b0486	3512	445.3034405
b0487	1038	417.0971849
b0488	195	69.65014006
b0489	335	59.82768441
b0490	75	18.13558786
b0491	104	21.85942857
b0492	1327	254.4514186
b0493	489	98.97463493
b0494	206	53.86414218
b0495	211	50.35305053
b0496	313	21.24845076
b0497	141	5.399753729
b0498	4	1.777189315
b0499	1	0.231561743
b0501	1	0.333901658
b0502	23	8.935429926
b0503	284	42.52108024
b0504	8	1.414849746
b0505	14	4.75204969
b0506	1040	208.9504202
b0507	40	3.68003848
b0508	4	0.843993381
b0509	11	2.051652852
b0511	2	0.225354934
b0512	16	1.925940843
b0513	63	7.932857143
b0514	43	6.151540763
b0515	80	16.6865867
b0516	41	5.43832871
b0517	13	2.029804082
b0518	1	0.098288798
b0520	15	3.013707983
b0521	25	4.584611697
b0522	248	38.06979133
b0523	95	30.53890756
b0524	278	63.03860107
b0525	1701	563.3770909
b0526	1235	146.0843847
b0527	19	5.967372743
b0528	71	54.64857143
b0529	1738	328.6478102
b0530	47	14.19051302
b0531	0	0
b0532	18	1.133265306
b0533	4	0.666445993
b0534	2	0.635448505
b0535	1	0.258997969
b0536	22	46.84163266
b0537	237	33.38069956
b0539	3	1.762857143
b0540	0	0
b0541	0	0
b0542	0	0
b0543	30	14.76988417
b0544	13	1.395739545
b0545	29	8.613090063
b0546	145	29.7896348
b0547	0	0
b0548	0	0
b0549	0	0
b0550	0	0
b0551	3	1.280825893
b0552	0	0
b0553	874	130.4995941
b0554	4	3.036031746
b0555	10	3.292082616
b0556	0	0
b0557	100	55.7638484
b0558	0	0
b0559	4	3.168033126
b0560	0	0
b0561	0	0
b0562	5	1.251494002
b0563	1	0.89587822
b0564	94	20.54786286
b0565	368	63.24111411
b0566	12	2.581822272
b0567	268	49.31251564
b0568	278	15.33027534
b0569	183	13.40574876
b0570	127	14.42904069
b0571	180	43.14360903
b0572	1	0.119320025
b0573	8	3.938635779
b0574	11	1.473368347
b0575	90	4.693102508
b0576	340	40.48042328
b0577	307	40.32959478
b0578	524	131.3571167
b0579	66	29.3236237
b0580	81	53.33173839
b0581	540	79.1158943
b0582	0	0
b0583	40	10.56011042
b0584	488	35.70080704
b0585	134	18.26161739
b0586	716	30.2383131
b0587	0	0
b0588	88	17.68042017
b0589	84	13.86851964
b0590	218	35.56235395
b0591	686	89.90148682
b0592	358	61.32974474
b0593	353	49.21159621
b0594	339	34.49881884
b0595	274	52.35562438
b0596	275	60.35484797
b0597	134	53.06455487
b0598	14564	1133.76324
b0599	123	18.51728453
b0600	93	13.13260244
b0601	12	3.12277551
b0602	8	1.074173394
b0603	7	1.27089701
b0604	192	42.13865749
b0605	5456	1585.971307
b0606	2696	282.2462616
b0607	967	369.5466334
b0608	149	19.71582843
b0610	935	372.9665277
b0611	422	85.73121615
b0612	20	2.23969555
b0613	0	0
b0614	0	0
b0615	4	0.427777467
b0616	0	0
b0617	0	0
b0618	0	0
b0619	124	12.25392922
b0620	50	12.03713027
b0621	53	6.269208411
b0622	92	26.88592819
b0623	20823	16256.38861
b0624	161	68.73765625
b0627	3060	2459.185714
b0628	1788	303.4523159
b0629	5	0.859254268
b0630	276	70.48133512
b0631	962	597.4082468
b0632	1529	206.8259052
b0633	1076	161.9886029
b0634	300	44.19021949
b0635	640	55.16575034
b0636	560	196.174359
b0637	900	463.9973046
b0638	131	35.09295518
b0639	419	106.9988385
b0640	622	98.81224253
b0641	1371	386.2020177
b0642	5303	336.586962
b0643	913	309.9015262
b0644	20	3.352673094
b0645	0	0
b0646	0	0
b0647	1	0.295397683
b0648	2	0.463123487
b0649	51	5.758423849
b0650	36	3.532044114
b0651	551	96.51077839
b0652	1153	260.3710862
b0653	515	125.0845079
b0654	715	158.1932331
b0655	4122	743.4370015
b0656	0	0
b0657	865	92.14622668
b0658	1787	333.3003316
b0659	559	195.8240476
b0660	1260	198.4357349
b0661	2585	297.4032782
b0662	1961	273.3822668
b0664	1	2.185942857
b0665	1	2.185942857
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	14	29.80831169
b0674	1186	116.7805508
b0675	1863	405.6186796
b0676	1016	136.4200211
b0677	728	103.8750914
b0678	438	89.6482183
b0679	3073	258.7597227
b0680	2351	231.4933179
b0681	21	2.44695096
b0682	18	9.024534732
b0683	5497	2016.12884
b0684	2236	690.3627442
b0685	187	104.2783965
b0686	508	108.8685266
b0687	979	293.9612716
b0688	5759	575.3585427
b0689	20	6.624069264
b0691	1	0.251836735
b0692	119	14.77995455
b0693	9	0.670992009
b0694	45	10.88135272
b0695	526	32.11748444
b0696	61	17.45320868
b0697	221	17.68277348
b0698	129	12.63380952
b0699	198	156.8176398
b0700	5	0.195452688
b0702	2	1.002726081
b0703	1	0.107788109
b0704	6	1.725744361
b0705	0	0
b0706	0	0
b0707	270	86.79478992
b0708	574	66.31771671
b0709	35	3.871862348
b0710	546	120.315
b0711	509	127.0142596
b0712	807	141.8051355
b0713	585	130.4874053
b0714	169	34.9833658
b0715	23	3.601481785
b0716	6	0.926246973
b0717	3	0.674673721
b0718	5	0.334856443
b0719	2	0.578291761
b0720	7393	943.964693
b0721	4869	2046.799187
b0722	1393	656.2539656
b0723	18480	1714.610526
b0724	17870	4086.066826
b0726	20704	1211.39617
b0727	17814	2397.807023
b0728	14935	2098.139883
b0729	11065	2085.125665
b0730	97	21.99548311
b0731	10	0.82926512
b0732	162	10.08322161
b0733	11808	1233.824726
b0734	7047	1013.443376
b0735	615	342.9476677
b0736	623	252.1930371
b0737	1372	324.579394
b0738	340	129.9336663
b0739	1777	230.1196953
b0740	8597	1090.055148
b0741	4964	1559.054647
b0742	2494	516.2633983
b0743	206	444.379173
b0744	17	36.67206767
b0745	5	10.78590226
b0746	23	49.61515038
b0747	1	2.157180451
b0748	74	159.6313534
b0749	3	6.471541354
b0750	133	20.8858046
b0751	359	81.74515477
b0752	180	31.32720655
b0753	3630	1562.002475
b0754	3375	525.467033
b0755	3946	859.1365055
b0756	705	111.0295183
b0757	390	55.64737039
b0758	314	49.16805567
b0759	500	80.60261273
b0760	310	34.50317137
b0761	290	60.25888105
b0762	117	127.8776572
b0763	279	59.09671097
b0764	219	52.0349441
b0765	493	76.32222582
b0766	218	43.63878598
b0767	2384	392.4162479
b0768	2	0.343701707
b0769	1	0.155693936
b0770	0	0
b0771	21	1.52204244
b0772	1342	171.3513618
b0773	527	181.1307997
b0774	62	7.879561462
b0775	38	5.984569782
b0776	36	5.10999629
b0777	25	5.421485261
b0778	9	2.176270544
b0779	3053	247.5401908
b0780	398	71.78261198
b0781	1165	192.9260173
b0782	403	128.7916625
b0783	416	140.332134
b0784	28	18.66048781
b0785	599	216.7847304
b0786	844	196.2697629
b0787	23	5.281164466
b0788	61	10.45004031
b0789	297	39.20440994
b0790	314	67.55768279
b0791	622	248.1124922
b0792	60	8.885946574
b0793	50	7.228647015
b0794	236	22.27471996
b0795	135	22.15482626
b0796	203	49.52526786
b0797	497	59.69305495
b0798	165	56.00629991
b0799	1571	119.7390596
b0800	611	104.019555
b0801	901	136.017577
b0802	509	319.7255501
b0803	54	33.15756019
b0804	39	9.43050569
b0805	283	20.32266191
b0806	69	43.34197045
b0807	78	13.79478502
b0808	247	18.19164036
b0809	4375	992.0643154
b0810	1564	388.5016624
b0811	5821	1277.547527
b0812	3951	1285.217296
b0813	99	18.27773166
b0814	14637	4650.529884
b0815	213	22.04573052
b0817	360	126.1120879
b0818	408	59.77645347
b0819	4186	745.1430619
b0820	2407	247.7196072
b0821	61	7.899438051
b0822	154	30.9407353
b0823	56	3.77351418
b0824	0	0
b0825	63	15.57855204
b0826	1127	246.35576
b0827	3040	403.2321776
b0828	402	68.22585626
b0829	499	43.70134158
b0830	399	42.50444445
b0831	125	22.251047
b0832	50	8.98825188
b0833	16	1.116701332
b0834	3	0.370080619
b0835	425	52.5467033
b0836	748	319.3525893
b0837	251	36.87309524
b0838	841	219.9016678
b0839	2680	365.2323477
b0840	258	55.72858272
b0841	233	63.98551328
b0842	270	35.90052138
b0843	599	344.5736241
b0844	2111	424.1291702
b0845	2637	357.5887912
b0846	952	290.6449162
b0847	954	92.7664362
b0848	14	6.072063492
b0849	54	34.31421927
b0850	57	32.44758929
b0851	254	57.59641968
b0852	243	44.11828192
b0853	282	96.92388141
b0854	222	32.70076242
b0855	65	9.397241119
b0856	23	3.952569632
b0857	60	11.62735562
b0858	62	20.78657318
b0859	171	24.85347265
b0860	131	29.34001171
b0861	1477	361.9548879
b0862	1076	246.032899
b0863	2655	594.6391687
b0864	1906	428.6427043
b0865	1245	395.5666944
b0866	440	222.6423281
b0867	973	191.9605054
b0868	250	40.420541
b0869	349	39.98396526
b0870	1114	182.2709838
b0871	2071	197.5169135
b0872	43	7.275196816
b0873	16	1.586891366
b0874	62	11.2940381
b0875	155	36.51089902
b0876	484	47.82985275
b0877	777	128.2838067
b0878	358	52.59190476
b0879	469	39.49180278
b0880	10677	7779.770629
b0881	173	88.35703605
b0882	19327	1391.558551
b0883	23	42.84944805
b0884	3103	2322.938591
b0885	276	64.18300304
b0886	776	73.88029866
b0887	506	46.94766918
b0888	1998	339.0926886
b0889	1408	466.3344762
b0890	3864	158.7684812
b0891	1340	358.9661065
b0892	1105	134.7916773
b0893	4649	589.4691615
b0894	133	8.91811043
b0895	58	15.38649099
b0896	137	25.99602183
b0897	813	212.5803281
b0898	1201	171.3653637
b0899	159	18.21619048
b0900	37	6.673257898
b0901	3	0.832211748
b0902	1228	271.6941122
b0903	13731	986.0440661
b0904	553	105.6666434
b0905	887	82.57799465
b0906	265	62.69208411
b0907	2591	390.0673515
b0908	415	52.98868492
b0909	51	10.92971429
b0910	2531	606.6470802
b0911	53461	5235.783651
b0912	1628	936.5039399
b0913	179	12.95641627
b0914	3424	320.9549032
b0915	772	128.233122
b0916	158	21.00845325
b0917	11	9.854660422
b0918	1829	401.414607
b0919	521	95.54330777
b0920	133	27.95484616
b0921	603	125.7751472
b0922	733	90.83311306
b0923	491	114.1806322
b0924	4472	164.3499741
b0925	2487	220.6347356
b0926	2278	680.2701952
b0927	2656	671.9750265
b0928	2121	291.9637784
b0929	11455	1724.516214
b0930	5914	692.0592108
b0931	2944	401.2104596
b0932	2686	168.5259046
b0933	48	10.24660714
b0934	12	2.484025974
b0935	31	4.434831713
b0936	5	0.853883929
b0937	0	0
b0938	9	2.732428572
b0939	3	0.700622711
b0940	18	1.134572417
b0941	49	7.500784314
b0942	10	3.01925809
b0943	8	2.54179402
b0944	34	7.839879446
b0945	74	11.99998304
b0946	246	74.27374902
b0947	677	99.99211584
b0948	2443	189.9096159
b0949	2035	174.8582435
b0950	548	71.64453862
b0951	796	79.52516062
b0952	318	92.43747721
b0953	6385	6230.913011
b0954	1864	588.8146656
b0955	2605	242.5204916
b0956	293	106.0399432
b0957	136076	21430.42941
b0958	590	189.6626891
b0959	124	32.26868027
b0960	525	39.95891365
b0961	184	67.48548418
b0962	1283	102.3563754
b0963	725	258.9556489
b0964	294	72.69990951
b0965	1346	533.0215735
b0966	1651	851.1772777
b0967	739	101.7261821
b0968	178	104.5961905
b0969	158	78.49522078
b0970	2595	644.6047403
b0971	12	22.35623377
b0972	49	7.179034853
b0973	81	7.402231247
b0974	47	10.88340194
b0975	73	20.35380467
b0976	33	13.55941998
b0977	74	14.13984016
b0978	301	31.94023301
b0979	387	55.80210328
b0980	375	47.32843946
b0981	280	21.04759285
b0982	13	4.767996165
b0983	29	4.170548872
b0984	32	2.5017944
b0985	32	7.023109582
b0986	7	1.779255814
b0987	32	17.14464986
b0988	10	3.252891157
b0989	1	0.769698189
b0990	1391	1070.650181
b0991	24	17.03332097
b0992	7	1.068547486
b0993	112	6.689224044
b0994	47	7.488288214
b0995	63	14.90415585
b0996	2	0.279532335
b0997	60	3.862089854
b0998	34	9.290257143
b0999	2126	1139.047675
b1000	1753	312.0486831
b1001	16	2.086818957
b1002	1823	240.6385162
b1003	741	532.8235715
b1004	2533	695.602168
b1006	69	8.511854241
b1007	2	0.662406926
b1008	2	0.554807832
b1009	6	1.228057785
b1010	0	0
b1011	2	0.473147805
b1012	1	0.142685565
b1013	95	24.37377599
b1014	5592	231.3359663
b1015	2543	276.2849248
b1018	1078	156.678617
b1019	477	61.47964286
b1020	474	72.96738833
b1021	17	6.732070394
b1022	26	3.214621849
b1023	32	2.59844619
b1024	104	7.033974541
b1025	20	2.412740461
b1026	3	0.567286209
b1027	0	0
b1028	2	0.958746867
b1029	5	0.830525402
b1032	0	0
b1033	348	60.75943405
b1034	680	151.0610918
b1035	695	205.30139
b1036	434	144.6187805
b1037	154	30.27294964
b1038	16	6.290483042
b1039	14	5.88523077
b1040	151	38.02734694
b1041	3	1.078590226
b1042	22	7.909661655
b1043	5	2.461647362
b1044	8	4.203736264
b1045	113	34.69263243
b1046	253	29.16896323
b1047	34	4.813604738
b1048	1214	129.5768862
b1049	3698	238.3141712
b1050	52	37.39112782
b1051	1545	675.4563429
b1053	171	22.84818023
b1054	718	127.810014
b1055	852	132.6512332
b1056	36	10.24660714
b1057	11	3.180604687
b1058	1	1.162735562
b1059	412	60.36249713
b1060	689	442.9748908
b1061	100	66.64459931
b1062	269	42.12167827
b1063	878	256.5852712
b1064	1071	270.9658333
b1065	346	46.91912088
b1066	289	80.99198535
b1067	311	78.68382276
b1068	359	63.69752319
b1069	437	46.6434096
b1070	76	29.87979445
b1071	62	34.57358601
b1072	33	8.197285715
b1073	4	1.572620761
b1074	1	0.404804233
b1075	24	5.653300493
b1076	31	4.203736264
b1077	30	6.505782313
b1078	45	9.422167488
b1079	61	14.30713673
b1080	31	4.628704138
b1081	9	1.566360328
b1082	66	6.581762253
b1083	160	27.49613657
b1084	7670	394.684127
b1085	4	2.04293725
b1086	433	73.94634822
b1087	368	103.131663
b1088	4170	1309.681281
b1089	1415	1333.2367
b1090	1347	206.19503
b1091	2369	407.1146721
b1092	3835	676.0557143
b1093	11952	2665.958064
b1094	12185	8429.023328
b1095	9683	1278.169365
b1096	478	96.74821165
b1097	559	89.58519481
b1098	416	106.232737
b1099	541	88.25336461
b1100	1058	217.3616112
b1101	3042	347.7844232
b1102	244	18.26609785
b1103	1083	493.2033572
b1104	660	286.2544218
b1105	1738	443.8281175
b1106	239	47.49457663
b1107	688	109.9363074
b1108	868	262.0716022
b1109	964	121.1062594
b1110	886	268.9924127
b1111	378	97.90123223
b1112	211	134.0796346
b1113	375	63.84178906
b1114	1872	89.03579262
b1115	4	0.610598563
b1116	901	123.0959071
b1117	769	179.5929548
b1118	1628	214.38042
b1119	1467	263.7153102
b1120	660	148.4282187
b1121	4	0.83115698
b1122	0	0
b1123	798	124.9557593
b1124	189	38.97577359
b1125	158	31.28432712
b1126	818	117.9486317
b1127	633	84.57835138
b1128	2276	332.5672422
b1129	286	32.09341156
b1130	296	72.21418368
b1131	1515	181.1653954
b1132	1399	357.2586516
b1133	3331	493.318134
b1134	204	72.3916141
b1135	186	46.62676278
b1136	9457	1239.356211
b1137	70	17.23153153
b1138	30	6.976413374
b1139	45	8.252301055
b1140	16	2.325471125
b1141	0	0
b1143	55	26.36553885
b1144	32	16.97819695
b1145	182	44.20462222
b1146	0	0
b1147	2	0.587619048
b1148	0	0
b1150	0	0
b1151	2	0.795852982
b1152	7	1.471307692
b1153	4	1.120996337
b1154	2	0.520462585
b1155	3	1.188012422
b1156	0	0
b1157	0	0
b1158	0	0
b1159	23	4.521284687
b1160	1	0.506005291
b1161	9	3.643238095
b1162	680	152.2992974
b1163	934	126.3410043
b1164	43	29.74542496
b1165	11	6.605871272
b1166	42	25.78921348
b1167	76	50.03965577
b1168	19	2.043942632
b1171	12	5.961662338
b1172	1	0.475204969
b1174	425	260.9622793
b1175	2482	500.5083184
b1176	927	218.3587315
b1177	79	35.09948897
b1178	52	21.20690832
b1179	268	149.4471137
b1180	916	227.5367792
b1181	148	52.51940631
b1182	6	1.078590226
b1183	28	10.92971429
b1184	34	4.392556569
b1185	1344	414.9586441
b1186	1092	116.1016342
b1187	2718	618.8950715
b1188	1828	195.4943025
b1189	11718	1478.919076
b1190	8225	1259.060224
b1191	371	35.01661486
b1192	248	44.43555972
b1193	358	95.90288516
b1194	4	0.892221574
b1195	315	202.5211765
b1196	32	11.89628766
b1197	340	32.82776376
b1198	750	86.65206887
b1199	374	96.86524036
b1200	863	132.1056503
b1201	91	7.77034375
b1202	122	6.973980873
b1203	1943	291.70927
b1204	494	138.4430476
b1205	5552	3262.460953
b1206	487	47.5247398
b1207	6081	1051.639123
b1208	2868	551.8736016
b1209	402	105.6188736
b1210	2399	312.8924173
b1211	992	150.1700356
b1212	321	63.10140802
b1213	33	13.76643402
