Gene_id	KAN_3_readcount	KAN_3_fpkm
b0457	702	74.58252594
b0458	1450	507.2929988
b0459	1265	377.627159
b0460	490	368.6920208
b0461	1049	460.9523081
b0462	2814	147.2059325
b0463	1491	205.7714369
b0464	137	34.83833049
b0465	2991	146.5552293
b0466	132	134.2674343
b0467	326	101.7408709
b0468	104	45.33705574
b0469	976	291.3550255
b0470	1771	151.0508636
b0471	227	113.3505654
b0472	436	118.5565734
b0473	1223	107.4823018
b0474	1121	286.3898826
b0475	999	170.9428635
b0476	324	55.6141816
b0477	745	94.07138423
b0478	1783	175.1983671
b0479	492	66.39895009
b0480	797	79.45061098
b0481	170	58.36056094
b0482	174	36.06566074
b0483	405	195.1374793
b0484	5425	356.8648601
b0485	41	7.241257419
b0486	218	27.78239887
b0487	1099	443.8633666
b0488	650	233.3524928
b0489	1207	216.6588145
b0490	74	17.98513903
b0491	198	41.82946992
b0492	1243	239.5613696
b0493	416	84.62917072
b0494	226	59.3953809
b0495	1209	289.9888751
b0496	1209	82.49372969
b0497	661	25.44298168
b0498	11	4.912223207
b0499	12	2.792928141
b0501	20	6.712128729
b0502	39	15.22873851
b0503	260	39.12650016
b0504	46	8.176922302
b0505	93	31.72835757
b0506	1708	344.9129345
b0507	56	5.178358348
b0508	19	4.029436867
b0509	71	13.31009782
b0511	107	12.11804492
b0512	147	17.78492347
b0513	59	7.46711433
b0514	293	42.13032179
b0515	133	27.88308794
b0516	109	14.531813
b0517	46	7.219054261
b0518	181	17.88110289
b0520	90	18.17456915
b0521	114	21.01256675
b0522	631	97.35760463
b0523	227	73.3444835
b0524	223	50.82511141
b0525	324	107.8578067
b0526	693	82.39138015
b0527	403	127.2173418
b0528	63	48.7385629
b0529	703	133.6127803
b0530	32	9.710954566
b0531	24	5.706762261
b0532	906	57.3322507
b0533	111	18.58829918
b0534	31	9.899739475
b0535	26	6.768328227
b0536	48	102.7217207
b0537	206	29.16258473
b0539	16	9.4499074
b0540	0	0
b0541	0	0
b0542	17	9.154597794
b0543	87	43.05135179
b0544	37	3.992771533
b0545	29	8.657065305
b0546	179	36.96254899
b0547	30	10.84097107
b0548	0	0
b0549	17	9.626484278
b0550	27	12.25656895
b0551	74	31.7550111
b0552	0	0
b0553	132	19.80994933
b0554	19	14.49477984
b0555	16	5.29422523
b0556	3	1.070017924
b0557	283	158.6174189
b0558	5	2.004656451
b0559	53	42.19075505
b0560	0	0
b0561	8	3.009730782
b0562	82	20.62929213
b0563	12	10.8054269
b0564	19	4.174496594
b0565	341	58.90033675
b0566	35	7.568761956
