Gene_id	IPM_2_readcount	IPM_2_fpkm
b0296	22	12.70961265
b0297	0	0
b0298	0	0
b0299	1	0.175911594
b0300	32	7.135221137
b0301	1	0.256759852
b0303	1	0.643524691
b0304	49	5.635936832
b0305	16	2.854088455
b0306	7	1.482788143
b0307	63	6.728618462
b0308	20	4.382625052
b0310	4	0.911900459
b0311	417	38.06038403
b0312	1020	105.6114452
b0313	533	138.2494601
b0314	1132	84.88071694
b0315	41	5.742083953
b0316	81	13.24088263
b0317	2	0.612511453
b0318	29	7.298589443
b0319	9	1.588701581
b0320	26	2.561627356
b0321	11	1.182289549
b0323	4	0.641494645
b0324	263	29.00328093
b0325	334	48.51440715
b0326	4	0.747624274
b0327	0	0
b0328	26	5.900891588
b0329	665	367.4735832
b0330	88	8.457057946
b0331	1085	185.7229593
b0333	1240	161.6402019
b0334	2906	305.2407799
b0335	4173	337.2795777
b0336	153	18.51972129
b0337	353	41.92984361
b0338	46	7.795229093
b0339	15	3.466257996
b0340	10	3.238117873
b0341	31	4.093485633
b0342	2	0.498416182
b0343	7	0.851361613
b0344	64	3.174303257
b0345	488	68.72344569
b0346	201	36.75729702
b0347	20	1.832016238
b0348	11	1.775310973
b0349	18	3.166408688
b0350	14	2.636067809
b0351	31	4.971583498
b0352	48	7.219661624
b0353	80	10.06701992
b0354	501	141.5003542
b0355	71	12.98392084
b0356	219	30.09086671
b0357	27	14.91998007
b0358	22	4.335061679
b0360	0	0
b0361	0	0
b0363	7	0.891902642
b0364	0	0
b0365	1	0.158375236
b0366	3	0.595763093
b0367	4	0.736789139
b0368	38	6.802327898
b0369	1928	301.5893316
b0372	8	1.40729275
b0373	1	0.508384506
b0375	2	0.488831256
b0376	498	65.58950363
b0377	457	57.08396051
b0378	502	69.92028001
b0379	1070	528.1275937
b0380	534	382.3624313
b0381	1187	165.329427
b0382	487	284.5784534
b0383	468	50.40761628
b0384	252	119.7316781
b0385	52	7.106450085
b0386	756	142.3476617
b0387	1369	454.8878358
b0388	949	275.689655
b0389	402	319.3290179
b0390	361	81.20655163
b0391	926	495.541108
b0392	62	27.64898191
b0393	842	140.8091296
b0394	96	16.10723187
b0396	217	27.9289716
b0397	439	21.27557656
b0398	238	30.1734445
b0399	206	45.5335688
b0400	138	16.24006061
b0401	1911	220.8006343
b0402	756	83.91674379
b0403	285	23.94869161
b0404	326	85.42956133
b0405	961	136.8508432
b0406	2198	297.1886022
b0407	706	323.350866
b0408	2426	200.2176642
b0409	1656	259.8409698
b0410	205	89.84381357
b0411	754	129.9396331
b0412	444	125.4015115
b0413	1079	365.6979213
b0414	2860	395.1031759
b0415	2528	818.5961983
b0416	1925	699.0286958
b0417	687	107.1350171
b0418	1872	550.1131765
b0419	1905	297.9915335
b0420	1747	143.0189585
b0421	2350	398.2345297
b0422	658	412.9839568
b0423	1670	175.7768375
b0424	308	79.48346592
b0425	433	72.41134576
b0426	990	306.8906469
b0427	244	27.26281747
b0428	6267	1072.74266
b0429	731	337.8446127
b0430	1526	378.4364665
b0431	9733	745.1967466
b0432	10427	1677.507989
b0433	601	62.10144068
b0434	796	209.6756823
b0435	3536	1695.893975
b0436	10086	1184.195411
b0437	4850	1185.415795
b0438	9850	1178.255855
b0439	5620	363.9644489
b0440	2996	1673.75822
b0441	2234	182.0081709
b0442	64	26.23920031
b0443	224	85.62265365
b0444	366	80.20203845
b0445	61	5.469392393
b0446	513	95.53159399
b0447	319	105.9965081
b0448	653	56.17175676
b0449	411	35.17609966
b0450	7	3.149284551
b0451	112	13.27250925
b0452	642	113.7222484
b0453	1550	412.5633426
b0454	401	156.8170669
b0455	2	2.675707927
b0456	45	19.38754472
b0457	376	36.97341862
b0458	595	192.6680134
b0459	577	159.42275
b0460	979	681.7923718
b0461	1190	483.9820498
b0462	3928	190.1842228
b0463	1311	167.4603235
b0464	280	65.90169523
b0465	2514	114.0123683
b0466	49	46.13118666
b0467	175	50.54959577
b0468	280	112.9743347
b0469	577	159.42275
b0470	5628	444.2838509
b0471	768	354.9448188
b0472	1476	371.4730351
b0473	4684	381.0036842
b0474	3297	779.6017286
b0475	183	28.9826681
b0476	45	7.149157116
b0477	1526	178.3436221
b0478	1991	181.0721917
b0479	338	42.21964694
b0480	655	60.43409282
b0481	181	57.51099725
b0482	296	56.78559011
b0483	330	147.163936
b0484	9169	558.2488067
b0485	551	90.07069544
b0486	1851	218.3340419
b0487	897	335.3094867
b0488	1103	366.5020328
b0489	1488	247.2144265
b0490	139	31.26789661
b0491	127	24.8326278
b0492	1142	203.7105635
b0493	360	67.78460081
b0494	179	43.54106535
b0495	845	187.5916627
b0496	1010	63.78488834
b0497	118	4.203880288
b0498	14	5.786490313
b0499	0	0
b0501	1	0.310621898
b0502	21	7.589626512
b0503	355	49.44561634
b0504	6	0.987154381
b0505	17	5.368035157
b0506	1435	268.2102082
b0507	39	3.33787807
b0508	5	0.98143727
b0509	5	0.867550352
b0511	3	0.314464643
b0512	6	0.671873797
b0513	35	4.099875049
b0514	73	9.715201294
b0515	28	5.433116859
b0516	36	4.442194713
b0517	37	5.374350492
b0518	7	0.640052436
b0520	6	1.12143641
b0521	31	5.288563654
b0522	1119	159.7983883
b0523	656	196.1766094
b0524	354	74.67556645
b0525	1824	561.995963
b0526	1415	155.70651
b0527	54	15.77745019
b0528	108	77.33172768
b0529	3159	555.7047248
b0530	3	0.842626253
b0531	0	0
b0532	17	0.99568394
b0533	0	0
b0534	1	0.295572387
b0535	0	0
b0536	22	43.5758148
b0537	269	35.24624539
b0539	0	0
b0540	0	0
b0541	0	0
b0542	2	0.996832365
b0543	51	23.35820703
b0544	4	0.399516311
b0545	91	25.14292938
b0546	152	29.0505432
b0547	0	0
b0548	0	0
b0549	1	0.524107738
b0550	1	0.420152484
b0551	5	1.985876977
b0552	0	0
b0553	90	12.50125835
b0554	2	1.412179183
b0555	5	1.531278633
b0556	0	0
b0557	6	3.1125582
b0558	0	0
b0559	5	3.683945696
b0560	0	0
b0561	1	0.348208566
b0562	3	0.698543596
b0563	0	0
b0564	22	4.473783653
b0565	43	6.874381686
b0566	15	3.002270705
b0567	48	8.216315249
b0568	454	23.290269
b0569	379	25.82811365
b0570	192	20.29310294
b0571	328	73.13601666
b0572	5	0.555004919
b0573	1	0.45800406
b0574	5	0.623020228
b0575	89	4.317387504
b0576	470	52.05680127
b0577	617	75.40222121
b0578	608	141.7879723
b0579	96	39.67879072
b0580	116	71.05132856
b0581	1024	139.567221
b0582	0	0
b0583	29	7.122295012
b0584	235	15.99335461
b0585	38	4.817608785
b0586	429	16.8544786
b0587	4	0.537973022
b0588	52	9.719115557
b0589	100	15.35904852
b0590	126	19.12132769
b0591	165	20.11593369
b0592	154	24.54270029
b0593	182	23.60356635
b0594	205	19.40760219
b0595	215	38.21771636
b0596	203	41.44660832
b0597	137	50.47005604
b0598	2954	213.9270414
b0599	271	37.95377442
b0600	259	34.02366591
b0601	22	5.32593292
b0602	14	1.748742773
b0603	2	0.337797014
b0604	163	33.27978895
b0605	10115	2735.270893
b0606	1828	178.0319688
b0607	2420	860.3430102
b0608	923	113.6171668
b0610	413	153.257519
b0611	650	122.8438398
b0612	29	3.021137433
b0613	0	0
b0614	1	0.276295927
b0615	4	0.397952647
b0616	2	0.335567331
b0617	0	0
b0618	0	0
b0619	164	15.07686419
b0620	21	4.703116576
b0621	151	16.61603039
b0622	213	57.90689828
b0623	12946	9402.208308
b0624	68	27.00792688
b0627	1155	863.506036
b0628	5636	889.830769
b0629	8	1.278954732
b0630	479	113.7926067
b0631	1767	1020.81298
b0632	2677	336.8676541
b0633	981	137.3898624
b0634	349	47.82377159
b0635	763	61.18255175
b0636	590	192.2736273
b0637	903	433.0860462
b0638	86	21.43189584
b0639	198	47.03744495
b0640	597	88.22835759
b0641	653	171.1211765
b0642	6026	355.8101084
b0643	1633	515.6471418
b0644	32	4.99027736
b0645	0	0
b0646	0	0
b0647	0	0
b0648	4	0.861668654
b0649	64	6.722439749
b0650	49	4.472323303
b0651	918	149.5823643
b0652	320	67.22439749
b0653	243	54.90552665
b0654	421	86.65177208
b0655	3150	528.5185459
b0656	2	0.299931862
b0657	1137	112.6770338
b0658	2847	493.9831702
b0659	818	266.5759782
b0660	2004	293.6030404
b0661	3267	349.6615118
b0662	1462	189.6066704
b0664	2	4.067076048
b0665	3	6.100614073
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	9	17.82646969
b0674	1806	165.4310663
b0675	707	143.1983449
b0676	1350	168.6287674
b0677	375	49.77655085
b0678	302	57.50266698
b0679	765	59.92513823
b0680	2168	198.5905602
b0681	24	2.601541182
b0682	30	13.99223411
b0683	1773	604.9434424
b0684	1459	419.0581889
b0685	228	118.2772116
b0686	467	93.10414287
b0687	1029	287.4327784
b0688	3018	280.494413
b0689	7	2.156782753
b0691	3	0.702835723
b0692	39	4.506135395
b0693	16	1.109706971
b0694	75	16.87116724
b0695	566	32.15034977
b0696	44	11.71147553
b0697	89	6.624629727
b0698	7	0.637758341
b0699	1496	1102.236552
b0700	39	1.418240038
b0702	2	0.932815607
b0703	6	0.601638469
b0704	1	0.267570793
b0705	0	0
b0706	1	0.20015138
b0707	333	99.58355324
b0708	1063	114.2521628
b0709	54	5.55723954
b0710	643	131.8109828
b0711	678	157.3902717
b0712	1096	179.1605848
b0713	578	119.9372427
b0714	237	45.63906361
b0715	60	8.740134774
b0716	7	1.005280097
b0717	2	0.418423462
b0718	6	0.373812137
b0719	2	0.537973022
b0720	6576	781.1066616
b0721	3097	1211.128319
b0722	430	188.4528772
b0723	6257	540.0614354
b0724	2627	558.7975303
b0726	19997	1088.454493
b0727	18814	2355.848792
b0728	18642	2436.324926
b0729	13023	2282.997042
b0730	196	41.34579385
b0731	13	1.002882941
b0732	166	9.611825513
b0733	14543	1413.658866
b0734	6632	887.2647484
b0735	411	213.2102367
b0736	569	214.2746548
b0737	725	159.5579077
b0738	326	115.8974468
b0739	1353	162.9962646
b0740	3601	424.754665
b0741	2951	862.2084353
b0742	2049	394.5757019
b0743	321	644.1766833
b0744	48	96.32548536
b0745	7	14.04746661
b0746	44	88.29836158
b0747	2	4.01356189
b0748	139	278.9425513
b0749	4	8.02712378
b0750	251	36.66796294
b0751	267	56.5577763
b0752	420	68.00047533
b0753	4395	1759.330633
b0754	3048	441.4689386
b0755	2999	607.4283401
b0756	1480	216.8325847
b0757	998	132.471994
b0758	783	114.0587588
b0759	840	125.971382
b0760	244	25.26391435
b0761	362	69.97535787
b0762	131	133.1967406
b0763	295	58.12923616
b0764	175	38.68142981
b0765	313	45.07771966
b0766	220	40.96871477
b0767	663	101.5237733
b0768	9	1.438824074
b0769	2	0.289677781
b0770	3	0.319069774
b0771	32	2.157600026
b0772	605	71.86276312
b0773	418	133.6507695
b0774	594	70.22799921
b0775	213	31.20631118
b0776	89	11.7522652
b0777	35	7.060895917
b0778	27	6.073620205
b0779	3682	277.7257791
b0780	451	75.67043308
b0781	1470	226.4621891
b0782	210	62.43318495
b0783	99	31.06794204
b0784	6	3.71988663
b0785	116	39.05470378
b0786	1011	218.7135045
b0787	15	3.20410403
b0788	95	15.13997745
b0789	210	25.78761987
b0790	193	38.6292164
b0791	870	322.8427155
b0792	134	18.46165957
b0793	128	17.21513671
b0794	382	33.54108485
b0795	187	28.54891971
b0796	97	22.01486477
b0797	2796	312.4050723
b0798	189	59.67992028
b0799	3916	277.6616075
b0800	942	149.1894719
b0801	644	90.4418845
b0802	455	265.8792532
b0803	99	56.55063607
b0804	27	6.073620205
b0805	26	1.736924725
b0806	172	100.5082012
b0807	273	44.91552432
b0808	416	28.50241975
b0809	570	120.2403189
b0810	331	76.48875977
b0811	1656	338.1063221
b0812	14918	4514.33337
b0813	251	43.1096321
b0814	18854	5572.721789
b0815	183	17.62014481
b0817	554	180.5416771
b0818	474	64.60435814
b0819	2518	416.9746535
b0820	1386	132.6969728
b0821	242	29.15380343
b0822	249	46.53961103
b0823	123	7.710393865
b0824	13	2.202999526
b0825	107	24.61409147
b0826	455	92.5259801
b0827	1179	145.4818769
b0828	406	64.10065511
b0829	484	39.43238797
b0830	409	40.53202007
b0831	156	25.8332192
b0832	64	10.70283171
b0833	13	0.844061121
b0834	9	1.03283534
b0835	1097	126.1759736
b0836	6546	2599.910138
b0837	1411	192.8307898
b0838	735	178.7859387
b0839	899	113.9744815
b0840	356	71.53552733
b0841	152	38.83137936
b0842	292	36.11880189
b0843	548	293.2575888
b0844	3963	740.7087491
b0845	9319	1175.591864
b0846	2062	585.6362299
b0847	1465	132.5237191
b0848	39	15.7357109
b0849	33	19.50777756
b0850	51	27.00792688
b0851	247	52.10413817
b0852	444	74.9909371
b0853	541	172.9786275
b0854	109	14.93636419
b0855	71	9.549021145
b0856	39	6.234904319
b0857	123	22.17421782
b0858	62	19.33732477
b0859	525	70.98453874
b0860	60	12.50125835
b0861	1042	237.5500696
b0862	747	158.8967473
b0863	1065	221.8973356
b0864	715	149.5863876
b0865	192	56.74989835
b0866	324	152.5153518
b0867	853	156.5530627
b0868	485	72.94866433
b0869	619	65.97274827
b0870	1133	172.4549836
b0871	1545	137.0774977
b0872	1048	164.9495239
b0873	2327	214.7024947
b0874	100	16.9461502
b0875	222	48.64713808
b0876	466	42.84035801
b0877	298	45.76996459
b0878	493	67.3746133
b0879	629	49.27178032
b0880	6462	4380.240904
b0881	275	130.6595693
b0882	18305	1226.084108
b0883	19	32.92945096
b0884	2851	1985.485242
b0885	340	73.553503
b0886	1095	96.98275856
b0887	1474	127.2255963
b0888	689	108.7816536
b0889	1527	470.486752
b0890	9478	362.2908533
b0891	1506	375.3073853
b0892	2255	255.8944333
b0893	11930	1407.198876
b0894	1305	81.40389943
b0895	254	62.68430317
b0896	485	85.613363
b0897	4885	1188.257566
b0898	1174	155.8337885
b0899	137	14.60139986
b0900	20	3.355673307
b0901	3	0.774189603
b0902	2679	551.4016566
b0903	25277	1688.624857
b0904	3114	553.5347384
b0905	1824	157.971608
b0906	127	27.95014384
b0907	2391	334.86153
b0908	330	39.19787079
b0909	15	2.990497094
b0910	2876	641.2779997
b0911	43512	3964.305847
b0912	1222	653.9430173
b0913	202	13.60181063
b0914	2948	257.0699012
b0915	701	108.3214403
b0916	231	28.57343574
b0917	25	20.83543058
b0918	1559	318.3017851
b0919	1227	209.3247614
b0920	186	36.36904543
b0921	659	127.8722861
b0922	746	85.99883027
b0923	362	78.31284731
b0924	5380	183.9346767
b0925	4150	342.499302
b0926	4642	1289.57425
b0927	4150	976.7572686
b0928	2002	256.3692144
b0929	1478	206.9951239
b0930	7082	770.959116
b0931	3666	464.7724686
b0932	2048	119.537482
b0933	39	7.744920209
b0934	15	2.88854833
b0935	8	1.064679594
b0936	9	1.429831423
b0937	3	0.794350791
b0938	10	2.824358367
b0939	6	1.303550016
b0940	19	1.114106761
b0941	43	6.123398812
b0942	6	1.685252506
b0943	7	2.069006711
b0944	39	8.365820986
b0945	459	69.24287486
b0946	543	152.5153518
b0947	557	76.53247834
b0948	1411	102.0384834
b0949	1116	89.20709257
b0950	361	43.90593461
b0951	468	43.49615152
b0952	141	38.12883795
b0953	38359	34823.43083
b0954	2232	655.904172
b0955	3027	262.1601192
b0956	285	95.95336704
b0957	34867	5108.31198
b0958	598	178.8317262
b0959	247	59.79570143
b0960	663	46.94414032
b0961	292	99.62971528
b0962	1334	99.00509943
b0963	390	129.5882074
b0964	55	12.65210309
b0965	1284	473.0186274
b0966	1733	831.1607066
b0967	669	85.66983238
b0968	125	68.33125081
b0969	378	174.699403
b0970	10645	2459.887758
b0971	18	31.19632196
b0972	368	50.15697003
b0973	495	42.08199507
b0974	209	45.02218719
b0975	260	67.43876101
b0976	86	32.8729831
b0977	245	43.55042097
b0978	408	40.27589873
b0979	470	63.04504429
b0980	466	54.71297455
b0981	215	15.03475499
b0982	6	2.04718593
b0983	14	1.872995549
b0984	8	0.581842067
b0985	3	0.612511453
b0986	2	0.47291582
b0987	5	2.492080912
b0988	14	4.23653755
b0989	8	5.728276124
b0990	1814	1298.886611
b0991	41	27.06982435
b0992	38	5.39626012
b0993	172	9.556517491
b0994	96	14.22883749
b0995	89	19.58710867
b0996	2	0.260043226
b0997	64	3.832344922
b0998	54	13.72638166
b0999	1062	529.3179857
b1000	2669	441.9798849
b1001	4	0.485331271
b1002	2625	322.3452484
b1003	539	360.5516431
b1004	1375	351.2707014
b1006	86	9.869315467
b1007	2	0.616223644
b1008	2	0.516126402
b1009	5	0.95203091
b1010	5	1.970482582
b1011	3	0.660239618
b1012	1	0.132737469
b1013	144	34.36965675
b1014	4068	156.5562582
b1015	686	69.33434814
b1018	76	10.27585704
b1019	85	10.19167052
b1020	1261	180.5839048
b1021	7	2.578761987
b1022	10	1.15019119
b1023	20	1.51080091
b1024	29	1.824647361
b1025	8	0.897809282
b1026	0	0
b1027	0	0
b1028	0	0
b1029	1	0.154524166
b1032	2	3.466257996
b1033	278	45.15363983
b1034	670	138.4624468
b1035	516	141.7980568
b1036	232	71.91780817
b1037	66	12.06956022
b1038	11	4.023186738
b1039	23	8.994495107
b1040	211	49.43277916
b1041	0	0
b1042	5	1.672317454
b1043	2	0.916008119
b1044	5	2.444156279
b1045	349	99.6776363
b1046	808	86.66132508
b1047	185	24.36557866
b1048	3966	393.7994045
b1049	4743	284.3476076
b1050	43	28.76386021
b1051	965	392.4728387
b1053	479	59.53940792
b1054	775	128.3381082
b1055	833	120.6507959
b1056	91	24.09530732
b1057	43	11.56641998
b1058	1	1.081669162
b1059	259	35.30069358
b1060	3532	2112.487147
b1061	88	54.55833723
b1062	648	94.39345556
b1063	1593	433.0783519
b1064	2200	517.7990339
b1065	455	57.39825068
b1066	281	73.25951087
b1067	260	61.19443128
b1068	432	71.30587877
b1069	628	62.35653707
b1070	46	16.82423545
b1071	41	21.2691477
b1072	45	10.39877399
b1073	3	1.097232747
b1074	2	0.753162231
b1075	6	1.314787516
b1076	25	3.153750038
b1077	12	2.4208786
b1078	14	2.726966699
b1079	5	1.090953876
b1080	14	1.944640187
b1081	7	1.133341256
b1082	49	4.545773868
b1083	121	19.34419032
b1084	5253	251.4636356
b1085	9	4.276131359
b1086	822	130.59127
b1087	604	157.4688419
b1088	5709	1668.027095
b1089	2234	1958.156873
b1090	2556	363.9862178
b1091	1952	312.0649547
b1092	2695	441.9665303
b1093	11789	2446.263242
b1094	12867	8280.232202
b1095	8834	1084.799209
b1096	262	49.33212614
b1097	374	55.75830066
b1098	304	72.2191074
b1099	581	88.17056657
b1100	921	176.0233572
b1101	1652	175.7010887
b1102	95	6.61596275
b1103	371	157.1755431
b1104	158	63.74980314
b1105	585	138.9742692
b1106	244	45.10757072
b1107	633	94.09572875
b1108	839	235.6544755
b1109	9603	1122.302623
b1110	2798	790.2554711
b1111	700	168.6583669
b1112	3194	1888.11641
b1113	1647	260.8440129
b1114	2713	120.0389177
b1115	10	1.420068453
b1116	1130	143.618623
b1117	620	134.7001683
b1118	1219	149.3302923
b1119	1451	242.6532626
b1120	705	147.4942703
b1121	2	0.386604187
b1122	2	0.660239618
b1123	1070	155.8657368
b1124	170	32.61334567
b1125	125	23.0246606
b1126	991	132.9311466
b1127	695	86.38807621
b1128	3825	519.9386994
b1129	634	66.18393775
b1130	423	96.00296699
b1131	2291	254.8597163
b1132	889	211.1933766
b1133	4664	642.5759719
b1134	348	114.8816936
b1135	742	173.0372952
b1136	15867	1934.421333
b1137	7	1.603014208
b1138	27	5.841013474
b1139	32	5.459162481
b1140	35	4.732302583
b1141	5	3.099905525
b1143	76	33.8923004
b1144	38	18.75593323
b1145	164	37.05558177
b1146	1	0.758782845
b1147	5	1.366625016
b1148	0	0
b1150	0	0
b1151	7	2.591280249
b1152	9	1.759792521
b1153	1	0.260710003
b1154	0	0
b1155	0	0
b1156	1	0.252927615
b1157	1	0.30442186
b1158	4	1.099209743
b1159	42	7.680629228
b1160	1	0.470726394
b1161	8	3.012648925
b1162	1265	263.5681968
b1163	1326	166.8608552
b1164	16	10.29639506
b1165	8	4.469314339
b1166	22	12.56680801
b1167	17	10.4126947
b1168	16	1.601211043
b1171	20	9.243354655
b1172	8	3.536587868
b1174	253	144.5182922
b1175	1939	363.7481761
b1176	1727	378.4396733
b1177	53	21.90599904
b1178	187	70.94619599
b1179	340	176.378298
b1180	541	125.0163717
b1181	184	60.74204488
b1182	13	2.17401269
b1183	45	16.34093055
b1184	56	6.730385896
b1185	464	133.2714185
b1186	691	68.34507659
b1187	2855	604.7657353
b1188	3460	344.2290393
b1189	2748	322.6421761
b1190	2029	288.9389812
b1191	1184	103.9598023
b1192	261	43.50437904
b1193	215	53.57973961
b1194	8	1.66003104
b1195	166	99.28450353
b1196	17	5.879276601
b1197	194	17.42519332
b1198	586	62.9837887
b1199	231	55.65726109
b1200	461	65.64853145
b1201	165	13.10678805
b1202	173	9.199845141
b1203	3064	427.9368479
b1204	510	132.9621016
b1205	4016	2195.346426
b1206	435	39.49058217
b1207	4386	705.6248239
b1208	2043	365.7146288
b1209	452	110.4758638
b1210	3016	365.9397781
b1211	920	129.5605943
b1212	341	62.35939445
b1213	31	12.03047304
b1214	841	158.3523591
b1215	1370	244.381324
b1216	645	89.34823063
b1217	115	75.9275561
b1218	677	148.351858
b1219	395	170.1795592
b1220	391	42.74803051
b1221	254	59.50675785
b1222	430	36.49504801
b1223	36	3.944362547
b1224	581	23.66757997
b1225	230	22.79306752
b1226	63	13.51401852
b1227	64	14.39672937
b1229	0	0
b1230	49	87.92061458
b1231	88	157.8982466
b1232	442	79.96653084
b1233	444	147.53119
b1234	922	155.2087797
b1235	1193	179.4386733
b1236	959	160.9045351
b1237	5285	1946.9653
b1238	87	21.47060778
b1241	11397	649.5580959
b1242	214	50.36772421
b1243	48142	4499.015972
b1244	3246	537.5296764
b1245	5001	839.0861105
b1246	8531	1283.144444
b1247	8007	1215.114848
b1248	122	56.3844634
b1249	734	76.62304465
b1250	324	39.40588037
b1251	501	257.2733712
b1252	273	57.82873756
b1253	74	28.28605522
b1254	775	218.8877734
b1255	1287	263.8269594
b1256	403	96.18730326
b1257	49	14.74014248
b1258	60	18.26531159
b1259	305	258.4287906
b1260	443	83.72280155
b1261	616	78.68463712
b1262	698	78.16131833
b1263	69	6.593708819
b1264	18	1.7564148
b1265	10	33.8923004
b1266	524	90.61002761
b1267	489	120.0966297
b1268	94	7.561415122
b1269	2354	409.8414819
b1270	310	79.99959232
b1271	307	61.6893452
b1272	1588	230.661313
b1273	1300	786.7855451
b1274	7515	441.167386
b1275	5176	809.6609856
b1276	4357	248.3218938
b1277	1410	363.8691135
b1278	732	145.9362582
b1279	823	406.2140276
b1280	1258	163.986592
b1281	634	131.0226735
b1282	48	22.38757458
b1283	6299	4386.731512
b1284	111	22.57227207
b1285	247	18.96842492
b1286	1854	146.1309882
b1287	57	7.706892778
b1288	5490	1061.228494
b1289	190	81.85852216
b1290	280	52.91734635
b1291	615	94.4581484
b1292	273	46.73029298
b1293	277	43.73369819
b1294	988	91.65764452
b1295	384	238.0727443
b1296	753	82.86007209
b1297	1948	209.372731
b1298	644	128.3920086
b1299	488	133.3826016
b1300	1238	126.8911328
b1301	823	97.98605351
b1302	947	114.0853382
b1303	109	16.99813226
b1304	1349	307.5384299
b1305	57	38.63722246
b1306	143	60.58248697
b1307	82	56.33449932
b1308	901	436.2423238
b1309	9	0.817046528
b1310	6	0.707727851
b1311	8	1.3833592
b1312	7	1.266438271
b1313	25	3.620972265
b1314	14	2.70622931
b1315	48	6.932515992
b1316	59	3.967551039
b1317	3	0.693251599
b1319	1	0.16833924
b1320	141	21.5261908
b1321	1405	153.2790195
b1322	430	61.75292023
b1323	2278	225.3112655
b1324	3072	924.1166879
b1325	1363	215.1950564
b1326	479	100.2124191
b1327	49	8.11428039
b1328	117	19.82699574
b1329	367	34.67976091
b1330	260	38.42441034
b1331	0	0
b1332	2520	1489.684832
b1333	4100	657.532011
b1334	8251	1671.187474
b1335	424	125.3226922
b1336	40	3.995163112
b1337	33	3.480640809
b1338	28	3.257383563
b1339	274	45.97272431
b1340	242	65.44098429
b1341	165	20.40959696
b1342	162	25.10923475
b1343	1417	157.2883941
b1344	813	132.4732703
b1345	32	3.948617523
b1346	0	0
b1347	1	0.72626358
b1348	0	0
b1349	16	3.012648925
b1350	28	1.641841542
b1351	11	6.078510398
b1352	0	0
b1353	1	0.311892335
b1355	30	33.8923004
b1356	884	282.6489958
b1357	11	5.648716734
b1358	13	4.687233034
b1359	28	4.977190968
b1360	17	3.470898234
b1361	13	3.965399147
b1362	0	0
b1363	209	21.86262588
b1365	5	2.88854833
b1366	4	1.346713923
b1368	8	1.307741495
b1370	38	5.90783218
b1372	65	2.947813817
b1373	0	0
b1374	1	0.258063201
b1375	0	0
b1376	672	235.6099228
b1377	4	0.537973022
b1378	3275	141.6986602
b1379	1085	391.2036802
b1380	221	34.04635631
b1381	955	55.1712731
b1382	0	0
b1383	62	28.91728383
b1384	218	36.69795441
b1385	298	30.29971656
b1386	53	3.554667391
b1387	48	3.57807277
b1388	21	3.443895041
b1389	10	5.295671938
b1390	38	7.758478406
b1391	31	9.493927523
b1392	100	14.24046235
b1393	61	12.11384956
b1394	69	13.33784446
b1395	180	19.22462418
b1396	21	7.571684133
b1397	710	89.78930331
b1398	695	80.66831774
b1399	357	57.25339705
b1400	177	45.67718658
b1402	4	0.673356962
b1403	0	0
b1404	0	0
b1406	333	58.9867737
b1407	21	1.388306193
b1408	0	0
b1409	1	0.170028263
b1410	63	5.465567215
b1411	91	10.7338724
b1412	178	44.79823865
b1413	4751	185.6521743
b1414	1075	204.6866457
b1415	2738	289.9909953
b1418	212	60.89125157
b1419	217	190.2059273
b1420	4	3.6313179
b1421	162	15.05636014
b1422	928	153.1755914
b1423	1322	150.0188208
b1424	2058	189.5390061
b1426	754	511.0958901
b1427	286	80.77664929
b1428	145	22.54304385
b1429	267	41.00865955
b1430	250	64.18996288
b1431	271	61.78125612
b1432	779	103.4024883
b1433	55	7.132945876
b1434	62	17.60884881
b1435	615	47.80679988
b1436	163	107.6190578
b1438	89	32.55123816
b1439	294	31.86887948
b1440	1121	149.1882281
b1441	658	98.9695281
b1442	482	78.03864074
b1443	665	127.5757345
b1444	3183	340.6711332
b1445	75	65.73937578
b1446	378	246.3709529
b1447	113	38.29829946
b1448	218	64.06232504
b1449	346	50.8384506
b1450	65	14.88513193
b1451	272	19.72618911
b1452	264	37.91342079
b1453	71	7.219059986
b1454	120	29.61463142
b1455	0	0
b1456	6	0.449235204
b1457	11	3.473434513
b1459	18	2.604626502
b1460	0	0
b1461	76	49.53490059
b1462	39	10.43526091
b1463	114	20.55171407
b1464	1134	193.4590704
b1465	283	63.38009481
b1466	263	57.63151944
b1467	676	66.73163613
b1468	1035	42.19550632
b1469	207	22.72906971
b1471	1	0.114587041
b1472	0	0
b1473	29	5.0146771
b1474	96	4.803633128
b1475	35	6.03168058
b1476	49	11.42699119
b1477	748	400.2859058
b1478	3255	491.0360733
b1479	2335	209.7310639
b1480	2337	2582.814327
b1481	46	32.48012122
b1482	4344	1533.626593
b1483	150	24.67885952
b1484	108	16.68860992
b1485	97	16.4927415
b1486	50	7.45431827
b1487	84	8.260019054
b1488	32	8.385723811
b1489	187	11.88348783
b1490	181	19.96043288
b1491	460	53.14928927
b1492	30770	3055.271729
b1493	622	67.71202629
b1494	33	1.800073895
b1495	7	0.449897793
b1496	0	0
b1497	3	0.395117492
b1498	9	0.815590117
b1499	3	0.600454141
b1500	0	0
b1501	39	2.608815228
b1502	2	0.333366889
b1503	2	0.60521965
b1504	2	0.57444577
b1505	3	0.372898171
b1506	0	0
b1507	81	9.337674601
b1508	15	8.568278192
b1511	1008	96.50688928
b1512	672	107.4321975
b1513	539	53.51938452
b1514	425	62.99224929
