Gene_id	KAN_2_readcount	KAN_2_fpkm
b0577	1085	161.8828178
b0578	472	134.3847083
b0579	83	41.88295631
b0580	62	46.36368483
b0581	181	30.11855216
b0582	0	0
b0583	64	19.18995588
b0584	453	37.63933554
b0585	90	13.93036464
b0586	833	39.95536229
b0587	28	4.597593597
b0588	90	20.53704493
b0589	216	40.50327169
b0590	431	79.85402492
b0591	651	96.89676578
b0592	200	38.91380161
b0593	305	48.29232561
b0594	105	12.136106
b0595	66	14.32327236
b0596	91	22.68330817
b0597	72	32.38305056
b0598	6167	545.2569176
b0599	581	99.34221868
b0600	270	43.30291644
b0601	44	13.00462189
b0602	24	3.6600008
b0603	8	1.649634912
b0604	31	7.727280805
b0605	2074	684.7235273
b0606	1189	141.3760031
b0607	1931	838.1284524
b0608	361	54.25271767
b0610	288	130.4776928
b0611	125	28.8417814
b0612	98	12.46437772
b0613	5	1.059172586
b0614	16	5.397175093
b0615	45	5.465828005
b0616	10	2.048432791
b0617	0	0
b0618	4	0.703314601
b0619	426	47.81331063
b0620	146	39.9200748
b0621	236	31.70548312
b0622	35	11.6169143
b0623	11066	9811.987216
b0624	89	43.15631803
b0627	492	449.0767158
b0628	977	188.3228595
b0629	37	7.22169183
b0630	230	66.70807533
b0631	463	326.5597589
b0632	205	31.49465416
b0633	423	72.32660672
b0634	283	47.34530011
b0635	1197	117.1842488
b0636	567	225.5915397
b0637	572	334.9303562
b0638	78	23.73169636
b0639	96	27.84337057
b0640	290	52.32435737
b0641	665	212.7571986
b0642	3173	228.7342863
b0643	760	292.989505
b0644	61	11.6138599
b0645	25	6.574948471
b0646	60	7.823636164
b0647	23	7.716501687
b0648	61	16.04287427
b0649	266	34.11148473
b0650	150	16.71477026
b0651	145	28.84547906
b0652	284	72.83956137
b0653	217	59.86066864
b0654	308	77.39592785
b0655	1583	324.2669108
b0656	0	0
b0657	1076	130.1844924
b0658	1245	263.733974
b0659	171	68.03554372
b0660	603	107.8579559
b0661	2420	316.2176481
b0662	750	118.7516203
b0664	1	2.482700543
b0665	1	2.482700543
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	1	2.418214814
b0674	1090	121.89836
b0675	575	142.1865351
b0676	256	39.04000853
b0677	225	36.46263852
b0678	201	46.72498212
b0679	1442	137.9065556
b0680	932	104.2286894
b0681	290	38.37863312
b0682	38	21.63821574
b0683	1404	584.8509332
b0684	391	137.1095921
b0685	316	200.1360641
b0686	290	70.58658405
b0687	170	57.97515003
b0688	1497	169.8630124
b0689	22	8.275668475
b0691	118	33.75099816
b0692	218	30.75163172
b0693	92	7.790192699
b0694	173	47.51185773
b0695	1753	121.5691076
b0696	96	31.19623718
b0697	267	24.26358144
b0698	94	10.4558177
b0699	1115	1002.975038
b0700	46	2.042278701
b0702	6	3.41656038
b0703	17	2.081159232
b0704	3	0.980013372
b0705	0	0
b0706	2	0.488720579
b0707	9	3.285927189
b0708	320	41.99070685
b0709	147	18.46948278
b0710	436	109.1186932
b0711	372	105.4297491
b0712	602	120.1435472
b0713	461	116.7882602
b0714	294	69.12064011
b0715	167	29.69992769
b0716	68	11.92257323
b0717	6	1.532531199
b0718	181	13.76742642
b0719	37	12.15078308
b0720	7525	1091.257102
b0721	1717	819.7686215
b0722	228	121.994768
b0723	3345	352.4886806
b0724	1321	343.0593532
b0726	1187	78.88023405
b0727	1495	228.5490955
b0728	979	156.2059017
b0729	980	209.7453907
b0730	357	91.94233337
b0731	144	13.56255228
b0732	506	35.77011602
b0733	2836	336.5649493
b0734	1642	268.1969928
b0735	125	79.16774689
b0736	195	89.65307515
b0737	753	202.3239728
b0738	313	135.8540682
b0739	3158	464.4767958
b0740	4871	701.463709
b0741	1329	474.0673881
b0742	1277	300.2280865
b0743	130	318.5043459
b0744	167	409.1555828
b0745	67	164.1522398
b0746	104	254.8034767
b0747	8	19.60026744
b0748	22	53.90073546
b0749	4	9.800133721
b0750	475	84.71858892
b0751	524	135.5140713
b0752	139	27.47574645
b0753	136	66.46599878
b0754	1807	319.532755
b0755	760	187.9335072
b0756	736	131.6475216
b0757	149	24.14636951
b0758	234	41.61546755
b0759	546	99.96714574
b0760	978	123.6293855
b0761	227	53.57158015
b0762	85	105.5147731
b0763	430	103.4458559
b0764	239	64.49624236
b0765	609	107.079648
b0766	120	27.28242355
b0767	421	78.70609401
b0768	69	13.46747936
b0769	66	11.67081452
b0770	192	24.93088411
b0771	752	61.90287825
b0772	621	90.05590169
b0773	109	42.54942754
b0774	174	25.11569154
b0775	55	9.837790335
b0776	107	17.24993234
b0777	43	10.59088525
b0778	20	5.492700316
b0779	3684	339.2532937
b0780	502	102.8313261
b0781	883	166.0776196
b0782	170	61.70454565
b0783	99	37.93014718
b0784	9	6.812288074
b0785	122	50.14726262
b0786	740	195.4466385
b0787	161	41.98684741
b0788	57	11.09043346
b0789	76	11.39403631
b0790	54	13.19545564
b0791	2779	1259.019126
b0792	86	14.46559937
b0793	224	36.78074878
b0794	968	103.7674493
b0795	433	80.70640653
b0796	362	100.3055353
b0797	1316	179.5183469
b0798	43	16.57703778
b0799	2061	178.4116394
b0800	688	133.0294372
b0801	651	111.6186501
b0802	908	647.7850841
b0803	32	22.31640937
b0804	20	5.492700316
b0805	111	9.053211571
b0806	11	7.847616658
b0807	1204	241.8423506
b0808	214	17.90087318
b0809	376	96.83562282
b0810	264	74.48101628
b0811	576	143.5778627
b0812	556	205.4139139
b0813	223	46.76032272
b0814	5487	1980.025854
b0815	1298	152.5826375
b0817	565	224.7958023
b0818	1190	198.0170004
b0819	2376	480.3661636
b0820	2959	345.8715116
b0821	422	62.06751357
b0822	155	35.36935516
b0823	122	9.336913261
b0824	7	1.448241983
b0825	59	16.57006018
b0826	306	75.9706366
b0827	636	95.81295783
b0828	347	66.8864199
b0829	417	41.47780955
b0830	252	30.48930491
b0831	144	29.11310083
b0832	60	12.25016715
b0833	87	6.896390396
b0834	284	39.79046016
b0835	397	55.74842282
b0836	514	249.2398592
b0837	92	15.35003024
b0838	440	130.6684496
b0839	616	95.34560687
b0840	475	116.5299168
b0841	662	206.4758491
b0842	1569	236.9438657
b0843	229	149.6153748
b0844	331	75.53068746
b0845	1382	212.8469076
b0846	530	183.7753195
b0847	2879	317.9579565
b0848	225	110.8348457
b0849	69	49.79835391
b0850	151	97.62702655
b0851	189	48.67535296
b0852	352	72.58393613
b0853	144	56.21208776
b0854	113	18.90466047
b0855	95	15.59897828
b0856	61	11.90603248
b0857	173	38.07687889
b0858	117	44.55152814
b0859	873	144.1088812
b0860	24	6.105001334
b0861	188	52.32597556
b0862	61	15.84149928
b0863	94	23.91125523
b0864	82	20.94459306
b0865	176	63.51094411
b0866	432	248.2700543
b0867	968	216.9001918
b0868	746	136.9892459
b0869	370	48.1446122
b0870	630	117.0734537
b0871	186	20.14756985
b0872	111	21.3297028
b0873	197	22.19110739
b0874	290	59.99859645
b0875	337	90.1584141
b0876	471	52.86401246
b0877	2328	436.5352616
b0878	452	75.41536595
b0879	1165	111.4154905
b0880	3750	3103.375678
b0881	107	62.06751357
b0882	9119	745.709692
b0883	20	42.31875925
b0884	789	670.8392905
b0885	150	39.61756185
b0886	227	24.54586338
b0887	499	52.58351319
b0888	672	129.5322022
b0889	933	350.9635767
b0890	3955	184.5691851
b0891	344	104.662866
b0892	449	62.20605712
b0893	2839	408.8391439
b0894	340	25.89319584
b0895	81	24.40518737
b0896	297	64.00712336
b0897	71	21.08513619
b0898	945	153.1430818
b0899	246	32.00966108
b0900	149	30.52164859
b0901	83	26.15027221
b0902	797	200.2745276
b0903	1624	132.4541945
b0904	170	36.89327729
b0905	535	56.56919891
b0906	56	15.04666996
b0907	934	159.6998834
b0908	213	30.88873923
b0909	83	20.20236716
b0910	2032	553.1631034
b0911	41811	4650.725465
b0912	1079	704.9562857
b0913	1070	87.96323115
b0914	3331	354.6258794
b0915	1228	231.6684093
b0916	631	95.29100015
b0917	16	16.28000356
b0918	776	193.4312873
b0919	663	138.0898037
b0920	307	73.28741025
b0921	565	133.8478823
b0922	591	83.17891274
b0923	321	84.78158236
b0924	3256	135.9057325
b0925	1207	121.6160534
b0926	938	318.1384029
b0927	1701	488.7816693
b0928	681	106.4684553
b0929	1868	319.3997668
b0930	2382	316.5841912
b0931	1473	227.9936346
b0932	1153	82.16285091
b0933	68	16.48668329
b0934	20	4.702084361
b0935	55	8.93642211
b0936	25	4.849024497
b0937	32	10.34458559
b0938	43	14.82723935
b0939	31	8.222619319
b0940	129	9.234958766
b0941	167	29.0343831
b0942	57	19.54612306
b0943	58	20.92974295
b0944	159	41.64023062
b0945	396	72.93393285
b0946	1496	513.0000016
b0947	156	26.16900572
b0948	3631	320.579149
b0949	1910	186.3977216
b0950	988	146.7050321
b0951	697	79.08785549
b0952	184	60.74692817
b0953	4396	4872.299815
b0954	1105	396.442789
b0955	820	86.70419271
b0956	718	295.1289718
b0957	14637	2618.104311
b0958	2779	1014.621295
b0959	713	210.7339865
b0960	383	33.1084369
b0961	108	44.98853332
b0962	1442	130.6589118
b0963	430	174.43811
b0964	88	24.71466604
b0965	288	129.5322022
b0966	2619	1533.536019
b0967	769	120.2264935
b0968	100	66.7392619
b0969	339	191.2807918
b0970	1443	407.106464
b0971	46	97.33314627
b0972	26	4.326421857
b0973	45	4.670632292
b0974	18	4.733962899
b0975	49	15.51687839
b0976	28	13.06684496
b0977	59	12.80413741
b0978	188	22.65765544
b0979	179	29.31420825
b0980	221	31.67880023
b0981	719	61.38451479
b0982	19	7.914649381
b0983	82	13.39351609
b0984	167	14.82871926
b0985	136	33.90032869
b0986	53	15.30036381
b0987	278	169.1643997
b0988	35	12.93073199
b0989	45	39.33856494
b0990	1470	1285.059788
b0991	55	44.33393826
b0992	137	23.75209318
b0993	910	61.72834682
b0994	250	45.23871251
b0995	510	137.0321728
b0996	53	8.413243527
b0997	305	22.29751665
b0998	224	69.51561519
b0999	201	122.309512
b1000	387	78.24145847
b1001	9	1.333192415
b1002	1041	156.0683131
b1003	91	74.31768072
b1004	239	74.54339569
b1006	158	22.13694615
b1007	15	5.642501233
b1008	12	3.780762248
b1009	31	7.206340526
b1010	5	2.40571758
b1011	20	5.373810698
b1012	32	5.185797478
b1013	589	171.6327018
b1014	4715	221.5354477
b1015	2637	325.3917162
b1018	811	133.8743444
b1019	655	95.88259761
b1020	3022	528.3606366
b1021	46	20.68917119
b1022	52	7.302060419
b1023	84	7.746911054
b1024	310	23.81303119
b1025	422	57.82006782
b1026	10	2.147664829
b1027	1	0.620675136
b1028	15	8.166778101
b1029	249	46.97510905
b1032	11	23.27531759
b1033	331	65.63689134
b1034	259	65.34750412
b1035	383	128.4965281
b1036	931	352.3466776
b1037	273	60.95119138
b1038	17	7.590990868
b1039	41	19.57513889
b1040	156	44.61996367
b1041	18	7.350100291
b1042	56	22.86697868
b1043	13	7.269168255
b1044	45	26.85613568
b1045	178	62.06751357
b1046	236	30.90281266
b1047	205	32.96331679
b1048	975	118.1949721
b1049	2200	161.0242097
b1050	35	28.58372335
b1051	223	110.7284442
b1053	490	74.35961283
b1054	986	199.3438709
b1055	226	39.96369819
b1056	44	14.22380519
b1057	47	15.43477851
b1058	1	1.320585395
b1059	408	67.89154299
b1060	8676	6335.26762
b1061	877	663.8196268
b1062	380	67.5806738
b1063	832	276.1506486
b1064	138	39.65424478
b1065	392	60.37336307
b1066	271	86.25792911
b1067	310	89.07837595
b1068	423	85.2420722
b1069	655	79.40277614
b1070	44	19.64727048
b1071	28	17.7335753
b1072	87	24.54488036
b1073	13	5.804875369
b1074	8	3.678074878
b1075	32	8.561036354
b1076	23	3.54231467
b1077	39	9.605686623
b1078	60	14.26839392
b1079	37	9.856214601
b1080	43	7.292084927
b1081	34	6.720686182
b1082	116	13.13837878
b1083	184	35.91327829
b1084	1425	83.28268063
b1085	4	2.320280881
b1086	768	148.9620326
b1087	303	96.44336723
b1088	1821	649.5686333
b1089	582	622.8153947
b1090	2647	460.203665
b1091	2102	410.2701683
b1092	1937	387.8218509
b1093	2279	577.3545446
b1094	5372	4220.590922
b1095	15030	2253.320601
b1096	475	109.1928479
b1097	824	149.9813231
b1098	460	133.4161507
b1099	592	109.6834867
b1100	284	66.26757087
b1101	1189	154.3896938
b1102	205	17.42991819
b1103	246	127.2384028
b1104	165	81.27888681
b1105	496	143.8574146
b1106	176	39.72320868
b1107	470	85.29746016
b1108	450	154.3114978
b1109	1261	179.9244474
b1110	1943	669.984327
b1111	774	227.678936
b1112	3325	2399.703286
b1113	130	25.13637621
b1114	775	41.86451089
b1115	37	6.414798888
b1116	590	91.54958251
b1117	277	73.4730823
b1118	491	73.43409436
b1119	548	111.88486
b1120	437	111.6193557
b1121	24	5.663955611
b1122	6	2.418214814
b1123	440	78.2513065
b1124	77	18.03471149
b1125	107	24.06240562
b1126	1103	180.6344788
b1127	539	81.79557411
b1128	2256	374.3965524
b1129	898	114.4489265
b1130	311	86.17409249
b1131	248	33.68215178
b1132	259	75.11909352
b1133	777	130.6950082
b1134	65	26.19732715
b1135	88	25.05477612
b1136	4865	724.1209916
b1137	7	1.957083761
b1138	7	1.848819553
b1139	22	4.582165431
b1140	69	11.39004903
b1141	8	6.055367177
b1143	26	14.15574871
b1144	38	22.89869433
b1145	1066	294.0620865
b1146	2	1.852761599
b1147	19	6.34022988
b1148	11	6.041970347
b1150	1	1.017500222
b1151	10	4.519479143
b1152	46	10.98117548
b1153	10	3.182949414
b1154	16	4.728953415
b1155	24	10.79435019
b1156	13	4.014316798
b1157	9	3.344955821
b1158	14	4.697001027
b1159	71	15.85177505
b1160	13	7.471089596
b1161	15	6.896390396
b1162	1000	254.3750556
b1163	137	21.04764693
b1164	47	36.92624225
b1165	28	19.09769648
b1166	41	28.59289951
b1167	150	112.1702052
b1168	199	24.31384882
b1171	318	179.4315392
b1172	141	76.10016881
b1174	143	99.72645438
b1175	879	201.3186141
b1176	1182	316.2232803
b1177	129	65.09519715
b1178	54	25.01228159
b1179	225	142.5019444
b1180	570	160.8112851
b1181	322	129.7775284
b1182	48	9.800133721
b1183	406	179.9957893
b1184	735	107.8478073
b1185	826	289.6483966
b1186	941	113.6294363
b1187	981	253.7009617
b1188	212	25.75012304
b1189	4469	640.5998109
b1190	2260	392.920394
b1191	443	47.48861573
b1192	260	52.91001156
b1193	597	181.6387529
b1194	40	10.1334716
b1195	114	83.24348878
b1196	48	20.26694321
b1197	107	11.73361122
b1198	273	35.82332178
b1199	165	48.53620729
b1200	278	48.33268563
b1201	2043	198.131141
b1202	726	47.13495277
b1203	750	127.8863604
b1204	227	72.25295169
