Gene_id	CHL_2_readcount	CHL_2_fpkm
b0329	2423	1123.370222
b0330	365	29.43028808
b0331	79	11.34561292
b0333	53	5.796536613
b0334	109	9.605908756
b0335	109	7.391510076
b0336	54	5.484054855
b0337	471	46.93906764
b0338	126	17.91457919
b0339	1089	211.1361119
b0340	147	39.93695998
b0341	202	22.37937537
b0342	13	2.718131763
b0343	10	1.02042488
b0344	145	6.033946534
b0345	905	106.9297861
b0346	976	149.7484523
b0347	38	2.92043762
b0348	14	1.895722666
b0349	50	7.379543249
b0350	23	3.633468443
b0351	49	6.593167946
b0352	49	6.183533252
b0353	85	8.974182174
b0354	570	135.0702399
b0355	82	12.58132489
b0356	583	67.20849208
b0357	104	48.21729389
b0358	23	3.802466975
b0360	0	0
b0361	2	0.282475232
b0363	12	1.282819849
b0364	0	0
b0365	3	0.398633271
b0366	5	0.83308125
b0367	13	2.009053912
b0368	29	4.355489575
b0369	1760	230.9865156
b0372	27	3.984953355
b0373	1	0.4265376
b0375	2	0.410132308
b0376	517	57.1295179
b0377	358	37.51854072
b0378	475	55.50831778
b0379	19	7.868169317
b0380	994	597.1526397
b0381	1015	118.6125106
b0382	542	265.7280219
b0383	343	30.99627049
b0384	596	237.5854294
b0385	49	5.61837161
b0386	1163	183.7271217
b0387	880	245.3288156
b0388	816	198.8883894
b0389	265	176.6132249
b0390	507	95.68785978
b0391	1592	714.7872199
b0392	62	23.19765894
b0393	525	73.66192102
b0394	733	103.1854986
b0396	132	14.25391473
b0397	733	29.80477223
b0398	231	24.57111859
b0399	151	28.00312068
b0400	176	17.37745777
b0401	1483	143.7625592
b0402	602	56.06454914
b0403	276	19.4585748
b0404	346	76.07320079
b0405	605	72.28438316
b0406	1606	182.1860067
b0407	769	295.502175
b0408	2694	186.5409568
b0409	2334	307.2650487
b0410	255	93.76473099
b0411	919	132.8773065
b0412	45	10.66344
b0413	886	251.9415423
b0414	2678	310.3988294
b0415	1687	458.3241598
b0416	2906	885.3701893
b0417	389	50.89666452
b0418	882	217.4602098
b0419	3608	473.5223569
b0420	3357	230.5775721
b0421	1805	256.6334559
b0422	786	413.8994487
b0423	1127	99.52543995
b0424	348	75.34775875
b0425	410	57.5264526
b0426	3246	844.2323469
b0427	387	36.27913211
b0428	14523	2085.725778
b0429	2179	844.9322091
b0430	3364	699.9377979
b0431	18131	1164.69175
b0432	11620	1568.470541
b0433	655	56.78498534
b0434	948	209.511733
b0435	3157	1270.357738
b0436	12643	1245.430687
b0437	4636	950.6866888
b0438	11591	1163.293487
b0439	4778	259.6174079
b0440	17922	8400.447103
b0441	4339	296.5940137
b0442	235	80.8357548
b0443	364	116.7366063
b0444	407	74.82793238
b0445	223	16.77564105
b0446	427	66.71485535
b0447	230	64.12003134
b0448	434	31.3227273
b0449	359	25.77895595
b0450	189	71.34124457
b0451	509	50.6078411
b0452	1001	148.7679921
b0453	1736	387.6802478
b0454	631	207.0347888
b0455	1	1.122467368
b0456	46	16.62773694
b0457	424	34.98103333
b0458	518	140.7302399
b0459	208	48.21729389
b0460	210	122.7025972
b0461	227	77.45922812
b0462	7794	316.6127669
b0463	1908	204.4808393
b0464	125	24.68388888
b0465	1336	50.83445436
b0466	200	157.9768888
b0467	336	81.42990542
b0468	222	75.15186282
b0469	472	109.4161669
b0470	2806	185.8485256
b0471	673	260.9634588
b0472	1023	216.0138439
b0473	1525	104.0751744
b0474	4412	875.2948327
b0475	531	70.55808894
b0476	124	16.52833199
b0477	1074	105.3106626
b0478	2175	165.9605151
b0479	443	46.42657413
b0480	1230	95.21619741
b0481	170	45.31961998
b0482	196	31.54768663
b0483	245	91.66816838
b0484	2427	123.9768569
b0485	398	54.58584075
b0486	1850	183.0845846
b0487	1234	387.0201457
b0488	508	141.6216344
b0489	560	78.05916859
b0490	87	16.41981026
b0491	84	13.78044553
b0492	1161	173.7579486
b0493	520	82.14798218
b0494	238	48.57222428
b0495	415	77.29829865
b0496	555	29.40725067
b0497	135	4.035219059
b0498	0	0
b0499	2	0.361472542
b0501	3	0.781840814
b0502	113	34.26451335
b0503	391	45.69211001
b0504	12	1.656456698
b0505	8	2.11944149
b0506	2305	361.4592528
b0507	84	6.031844846
b0508	5	0.82343166
b0509	6	0.873455836
b0511	6	0.527675381
b0512	32	3.006432422
b0513	35	3.439819353
b0514	74	8.262770258
b0515	68	11.07044152
b0516	45	4.658784464
b0517	23	2.80296137
b0518	4	0.306861583
b0520	18	2.822675293
b0521	28	4.007735837
b0522	266	31.87050605
b0523	81	20.32326211
b0524	272	48.14034321
b0525	1294	334.5088813
b0526	1590	146.7954077
b0527	23	5.638140687
b0528	78	46.85906026
b0529	1704	251.4948339
b0530	15	3.534841987
b0531	5	0.923241558
b0532	21	1.031945806
b0533	4	0.520167805
b0534	3	0.74396093
b0535	3	0.606451564
b0536	9	14.95651324
b0537	430	47.27091957
b0539	4	1.834570322
b0540	0	0
b0541	0	0
b0542	2	0.836348235
b0543	68	26.13023134
b0544	7	0.586593949
b0545	34	7.88167304
b0546	58	9.300443905
b0547	0	0
b0548	0	0
b0549	0	0
b0550	1	0.352510413
b0551	1	0.3332325
b0552	0	0
b0553	5257	612.6525033
b0554	5	2.962066665
b0555	4	1.027801445
b0556	1	0.276972467
b0557	104	45.26521467
b0558	0	0
b0559	4	2.472681738
b0560	0	0
b0561	1	0.292149041
b0562	18	3.516493189
b0563	7	4.894693768
b0564	56	9.554442236
b0565	794	106.5002686
b0566	17	2.854779211
b0567	55	7.898844441
b0568	394	16.95820528
b0569	227	12.97909318
b0570	166	14.72042444
b0571	280	52.3818105
b0572	9	0.838174323
b0573	2	0.768536216
b0574	15	1.56815294
b0575	123	5.006118776
b0576	389	36.14882926
b0577	332	34.04098152
b0578	792	154.962284
b0579	68	23.58094048
b0580	99	50.87617154
b0581	1056	120.7570256
b0582	0	0
b0583	36	7.418045214
b0584	297	16.95872385
b0585	74	7.871267428
b0586	640	21.09614095
b0587	1	0.112840635
b0588	115	18.03375882
b0589	73	9.407022594
b0590	68	8.658076653
b0591	145	14.83164316
b0592	177	23.6668198
b0593	200	21.76212244
b0594	267	21.20773541
b0595	208	31.02091635
b0596	173	29.63494167
b0597	99	30.59943651
b0598	30023	1824.207743
b0599	247	29.02335734
b0600	260	28.65627285
b0601	33	6.702733711
b0602	4	0.419201572
b0603	8	1.13365475
b0604	130	22.26903131
b0605	8230	1867.236408
b0606	2188	178.7862583
b0607	1041	310.5074415
b0608	184	19.00312793
b0610	626	194.8996624
b0611	521	82.61192918
b0612	22	1.922915409
b0613	1	0.145575973
b0614	0	0
b0615	12	1.001653855
b0616	2	0.28154297
b0617	1	0.43084606
b0618	0	0
b0619	162	12.49531486
b0620	92	17.28698642
b0621	243	22.43476986
b0622	22	5.018089409
b0623	9073	5528.536633
b0624	111	36.98880748
b0627	1427	895.1016984
b0628	2620	347.0585439
b0629	7	0.938919245
b0630	208	41.45786017
b0631	284	137.6553163
b0632	1443	152.3499397
b0633	1200	141.0041652
b0634	295	33.91606252
b0635	471	31.68757248
b0636	337	92.14305842
b0637	648	260.7512874
b0638	95	19.86327058
b0639	220	43.84965979
b0640	582	72.1642102
b0641	1465	322.1018473
b0642	8097	401.1236871
b0643	4812	1274.844056
b0644	38	4.971910673
b0645	2	0.361472542
b0646	5	0.448043697
b0647	3	0.691682594
b0648	3	0.542208813
b0649	64	5.640166609
b0650	53	4.0586163
b0651	1341	183.3291415
b0652	1031	181.7191179
b0653	573	108.6249087
b0654	639	110.3471766
b0655	5032	708.3621129
b0656	17	2.138979114
b0657	1150	95.6175906
b0658	2594	377.624073
b0659	451	123.3131138
b0660	1063	130.6655529
b0661	3017	270.9187239
b0662	1067	116.1009232
b0664	1	1.706150399
b0665	1	1.706150399
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	5	8.309174022
b0674	977	75.08598829
b0675	1432	243.3473478
b0676	1178	123.454863
b0677	614	68.37965699
b0678	640	102.2412224
b0679	4411	289.9009788
b0680	3792	291.4289331
b0681	54	4.9110939
b0682	22	8.609015776
b0683	2721	778.9320866
b0684	1024	246.7652555
b0685	190	82.69606527
b0686	452	75.60588044
b0687	875	205.0661538
b0688	6617	515.9779338
b0689	28	7.238213815
b0691	2	0.393122212
b0692	119	11.53590327
b0693	21	1.222004038
b0694	143	26.98888353
b0695	1014	48.32504203
b0696	107	23.89503831
b0697	305	19.04743308
b0698	65	4.968627955
b0699	379	234.2865947
b0700	14	0.427147811
b0702	0	0
b0703	0	0
b0704	5	1.122467368
b0705	0	0
b0706	0	0
b0707	233	58.46074162
b0708	795	71.69078052
b0709	79	6.821147851
b0710	731	125.7253974
b0711	641	124.8450235
b0712	925	126.8640771
b0713	591	102.8913149
b0714	198	31.99031999
b0715	66	8.066327102
b0716	8	0.963926779
b0717	6	1.053179259
b0718	17	0.88862
b0719	2	0.451362539
b0720	13958	1391.030799
b0721	5439	1784.567696
b0722	716	263.2766564
b0723	20928	1515.548198
b0724	13474	2404.672644
b0726	38471	1756.887366
b0727	44389	4663.442738
b0728	37682	4131.82258
b0729	27686	4072.110341
b0730	182	32.21155318
b0731	12	0.776699726
b0732	306	14.86566122
b0733	21920	1787.706346
b0734	8429	946.1277444
b0735	472	205.4344358
b0736	427	134.912263
b0737	518	95.64782541
b0738	307	91.57135884
b0739	1882	190.2236405
b0740	5311	525.6012048
b0741	6920	1696.344937
b0742	3579	578.2492688
b0743	345	580.8768629
b0744	33	55.56213471
b0745	7	11.78590736
b0746	35	58.92953681
b0747	3	5.051103156
b0748	146	245.8203536
b0749	2	3.367402104
b0750	225	27.57786206
b0751	359	63.80291597
b0752	254	34.50335998
b0753	1916	643.5008199
b0754	6339	770.319614
b0755	4581	778.4736035
b0756	1855	228.0193797
b0757	814	90.6531609
b0758	560	68.44156329
b0759	754	94.87001482
b0760	304	26.40884528
b0761	569	92.28132863
b0762	120	102.369024
b0763	572	94.56570042
b0764	289	53.59537667
b0765	601	72.62014093
b0766	313	48.90339514
b0767	2459	315.9204693
b0768	6	0.804787924
b0769	2	0.243041367
b0770	3	0.267701422
b0771	33	1.866809124
b0772	951	94.77506014
b0773	1007	270.1404799
b0774	74	7.340414508
b0775	26	3.195958961
b0776	22	2.437357713
b0777	12	2.031131428
b0778	23	4.340869379
b0779	4079	258.1375177
b0780	436	61.3763675
b0781	1856	239.8950864
b0782	714	178.0981557
b0783	509	134.0170607
b0784	51	26.52855804
b0785	487	137.5654378
b0786	1834	332.8808332
b0787	23	4.122002015
b0788	88	11.76655448
b0789	268	27.61161274
b0790	189	31.7384277
b0791	1584	493.1646409
b0792	113	13.06199154
b0793	97	10.94554158
b0794	469	34.55028226
b0795	172	22.03137152
b0796	92	17.51850856
b0797	291	27.27965748
b0798	137	36.29543551
b0799	1616	96.13455527
b0800	953	126.6325024
b0801	966	113.821912
b0802	131	64.22577652
b0803	123	58.9484548
b0804	48	9.059205659
b0805	143	8.015095502
b0806	218	106.8795365
b0807	189	26.089193
b0808	339	19.48736473
b0809	2663	471.3151985
b0810	1092	211.7177541
b0811	6672	1142.915207
b0812	8849	2246.68525
b0813	93	13.40135026
b0814	8959	2221.715324
b0815	238	19.22650545
b0817	538	147.1007876
b0818	466	53.28861166
b0819	1607	223.2722876
b0820	1412	113.422051
b0821	73	7.378494025
b0822	82	12.85885411
b0823	72	3.786770306
b0824	7	0.9952544
b0825	65	12.54522352
b0826	1278	218.046021
b0827	2159	223.5181257
b0828	743	98.42156418
b0829	918	62.75024305
b0830	1003	83.39516815
b0831	260	36.12370552
b0832	116	16.27577683
b0833	19	1.035020996
b0834	7	0.673987178
b0835	606	58.48004196
b0836	1723	574.1595972
b0837	620	71.08959997
b0838	730	148.9820325
b0839	2010	213.8006423
b0840	397	66.93099886
b0841	111	23.79179577
b0842	272	28.22827911
b0843	271	121.6754627
b0844	2192	343.7391245
b0845	2745	290.5324346
b0846	2857	680.7921355
b0847	872	66.1816347
b0848	70	23.69653332
b0849	98	48.60544742
b0850	133	59.09322997
b0851	361	63.89214669
b0852	456	64.61832077
b0853	375	100.5984905
b0854	667	76.6847922
b0855	258	29.1128838
b0856	43	5.76764679
b0857	145	21.93189786
b0858	95	24.85955336
b0859	337	38.22956679
b0860	76	13.28559737
b0861	1361	260.3218266
b0862	957	170.7935075
b0863	2906	507.9992889
b0864	802	140.7749609
b0865	1256	311.4716426
b0866	576	227.4867199
b0867	1130	174.0027032
b0868	453	57.16613394
b0869	578	51.68526891
b0870	1122	143.2859841
b0871	2798	208.281362
b0872	50	6.602749223
b0873	48	3.715754045
b0874	100	14.21791999
b0875	208	38.24130205
b0876	732	56.46031158
b0877	449	57.85963212
b0878	413	47.35484643
b0879	589	38.71042316
b0880	25673	14600.6664
b0881	133	53.01822502
b0882	17100	960.9740391
b0883	7	10.17873818
b0884	2103	1228.778866
b0885	256	46.46537257
b0886	1341	99.64928943
b0887	1429	103.4842496
b0888	1079	142.9298355
b0889	1766	456.5244856
b0890	3731	119.6550214
b0891	608	127.1249317
b0892	810	77.11952139
b0893	8738	864.7530272
b0894	1027	53.74897117
b0895	121	25.05390756
b0896	202	29.91687332
b0897	2208	450.619627
b0898	588	65.48410148
b0899	183	16.36402112
b0900	11	1.548486336
b0901	7	1.515615837
b0902	955	164.9163594
b0903	26090	1462.334557
b0904	1830	272.9244083
b0905	960	69.75742688
b0906	288	53.17871374
b0907	1997	234.6544316
b0908	392	39.06606054
b0909	27	4.516280468
b0910	1483	277.4365178
b0911	62591	4784.482959
b0912	1673	751.1551626
b0913	291	16.44005848
b0914	2243	164.103574
b0915	666	86.34469346
b0916	140	14.52926131
b0917	22	15.38332327
b0918	1195	204.7037879
b0919	1533	219.4235371
b0920	166	27.23278522
b0921	686	111.6812189
b0922	935	90.4337088
b0923	612	111.0812813
b0924	8522	244.4487845
b0925	1619	112.1046062
b0926	2589	603.4458174
b0927	2584	510.2653509
b0928	6207	666.8813305
b0929	52316	6147.31159
b0930	9531	870.5203134
b0931	2562	272.5160426
b0932	6617	324.0412512
b0933	51	8.497428746
b0934	8	1.292538181
b0935	29	3.238112669
b0936	5	0.666465
b0937	1	0.222155
b0938	19	4.502341331
b0939	1	0.182281026
b0940	28	1.37751474
b0941	65	7.766090753
b0942	19	4.477466517
b0943	20	4.959739533
b0944	42	7.558894174
b0945	310	39.23639642
b0946	842	198.4224636
b0947	1066	122.8889409
b0948	2181	132.3298016
b0949	2173	145.7336799
b0950	470	47.95996936
b0951	663	51.69916429
b0952	341	77.36666039
b0953	16834	12822.02492
b0954	4175	1029.360971
b0955	2550	185.2931652
b0956	358	101.1261329
b0957	104367	12828.94803
b0958	496	124.4486174
b0959	381	77.38610739
b0960	399	23.70313403
b0961	174	49.81043112
b0962	1695	105.5447054
b0963	2228	621.1279558
b0964	148	28.56450895
b0965	2296	709.6596588
b0966	794	319.5008059
b0967	846	90.89441044
b0968	164	75.21738319
b0969	214	82.98095123
b0970	3515	681.490756
b0971	11	15.99515999
b0972	36	4.116716781
b0973	46	3.28105846
b0974	18	3.25325288
b0975	33	7.181500405
b0976	19	6.093394283
b0977	38	5.667282795
b0978	122	10.10438586
b0979	132	14.85566311
b0980	202	19.89852082
b0981	311	18.24665661
b0982	12	3.435202146
b0983	26	2.918415157
b0984	22	1.342464549
b0985	4	0.685200964
b0986	3	0.595168744
b0987	24	10.03617882
b0988	11	2.792805713
b0989	3	1.802271548
b0990	1557	935.3789336
b0991	37	20.49596259
b0992	26	3.097759105
b0993	134	6.246561571
b0994	91	11.31630367
b0995	177	32.68275115
b0996	5	0.545444501
b0997	81	4.069439998
b0998	54	11.51651519
b0999	493	206.1598399
b1000	1054	146.4399447
b1001	7	0.712592649
b1002	5257	541.620329
b1003	2259	1267.826892
b1004	3430	735.1879233
b1006	80	7.702710606
b1007	3	0.775522909
b1008	6	1.299099289
b1009	3	0.47925573
b1010	3	0.991947907
b1011	4	0.738593246
b1012	13	1.447777754
b1013	216	43.25451716
b1014	11626	375.3918346
b1015	2803	237.6908334
b1018	695	78.84139145
b1019	606	60.96268525
b1020	926	111.2602303
b1021	13	4.018107824
b1022	3	0.289505158
b1023	22	1.394327964
b1024	99	5.226141384
b1025	36	3.38970278
b1026	1	0.147590865
b1027	0	0
b1028	1	0.374155789
b1029	3	0.388940061
b1032	2	2.908210908
b1033	911	124.1456081
b1034	976	169.2279258
b1035	1194	275.2896725
b1036	408	106.1142321
b1037	72	11.04701697
b1038	5	1.534307913
b1039	5	1.64052923
b1040	49	9.631494189
b1041	3	0.841850526
b1042	48	13.46960841
b1043	1	0.384268108
b1044	6	2.460793845
b1045	399	95.61151816
b1046	680	61.19104807
b1047	40	4.420078754
b1048	3318	276.4163586
b1049	5678	285.5991146
b1050	50	28.0616842
b1051	1843	628.8870371
b1053	221	23.0476307
b1054	693	96.28356895
b1055	798	96.9735056
b1056	70	15.55084999
b1057	6	1.354087618
b1058	6	5.445160849
b1059	325	37.16480427
b1060	781	391.9127829
b1061	247	128.4814477
b1062	641	78.34114655
b1063	365	83.2546652
b1064	931	183.8456044
b1065	411	43.50048474
b1066	487	106.5250313
b1067	565	111.5711777
b1068	868	120.2060509
b1069	406	33.82309873
b1070	42	12.88818647
b1071	89	38.73657794
b1072	79	15.31657745
b1073	15	4.602923739
b1074	23	7.266936886
b1075	91	16.73056965
b1076	114	12.06582789
b1077	93	15.74126856
b1078	71	11.60313011
b1079	32	5.858027122
b1080	47	5.477395407
b1081	33	4.482719998
b1082	60	4.670119706
b1083	123	16.49815245
b1084	14051	564.3389656
b1085	5	1.993166354
b1086	787	104.901591
b1087	792	173.2398867
b1088	3362	824.1490865
b1089	3597	2645.268528
b1090	1097	131.0677162
b1091	1825	244.7896603
b1092	3160	434.7931662
b1093	9707	1689.95938
b1094	13464	7269.496511
b1095	10485	1080.252834
b1096	280	44.23352887
b1097	266	33.27243447
b1098	323	64.37927324
b1099	511	65.06289955
b1100	754	120.9057708
b1101	2283	203.7207825
b1102	117	6.836287558
b1103	1001	355.8034478
b1104	524	177.385478
b1105	2050	408.5991026
b1106	243	37.69041336
b1107	1001	124.843315
b1108	1057	249.088532
b1109	857	84.03280989
b1110	56	13.27005866
b1111	829	167.5827821
b1112	196	97.21089484
b1113	357	47.43735923
b1114	2640	98.00341719
b1115	4	0.476578324
b1116	650	69.31235997
b1117	678	123.5865353
b1118	1359	139.6782164
b1119	1924	269.953402
b1120	1241	217.8325767
b1121	3	0.486544791
b1122	0	0
b1123	1699	207.6468143
b1124	166	26.71895908
b1125	151	23.3359339
b1126	964	108.4913578
b1127	1751	182.6081509
b1128	3491	398.1397756
b1129	681	59.64519619
b1130	546	103.96854
b1131	1669	155.7748915
b1132	1026	204.4988679
b1133	2967	342.9639725
b1134	313	86.6923823
b1135	341	66.71987226
b1136	22346	2285.709642
b1137	97	18.63700323
b1138	108	19.60257905
b1139	103	14.74274254
b1140	45	5.104838295
b1141	3	1.560503414
b1143	53	19.83025683
b1144	35	14.49399611
b1145	227	43.03290451
b1146	0	0
b1147	20	4.586425804
b1148	4	1.50986761
b1150	0	0
b1151	0	0
b1152	5	0.820264615
b1153	2	0.437474461
b1154	5	1.015565714
b1155	0	0
b1156	2	0.424415522
b1157	1	0.255411736
b1158	2	0.46112173
b1159	26	3.989200574
b1160	0	0
b1161	1	0.315953778
b1162	883	154.3576642
b1163	584	61.65791047
b1164	16	8.638736199
b1165	7	3.28105846
b1166	1	0.47925573
b1167	3	1.541702168
b1168	9	0.75567685
b1171	14	5.428660361
b1172	3	1.112706782
b1174	625	299.5348313
b1175	3801	598.2543974
b1176	1411	259.4157557
b1177	240	83.22684874
b1178	112	35.65090386
b1179	173	75.29694364
b1180	503	97.52200577
b1181	158	43.76164985
b1182	14	1.964317894
b1183	23	7.007403425
b1184	52	5.243488225
b1185	502	120.9728108
b1186	1196	99.24882672
b1187	2953	524.8189718
b1188	3398	283.6349832
b1189	13280	1308.179983
b1190	12441	1486.42977
b1191	608	44.79013138
b1192	288	40.27633729
b1193	343	71.71686114
b1194	6	1.044581877
b1195	135	67.74420703
b1196	23	6.673717548
b1197	884	66.61823997
b1198	820	73.94520758
b1199	432	87.32902517
b1200	1208	144.3298097
b1201	132	8.797337996
b1202	176	7.852575059
