Gene_id	CAZ_4_readcount	CAZ_4_fpkm
b0190	303	85.08373604
b0191	78	28.27162692
b0192	529	114.0729406
b0193	105	19.51335368
b0194	4243	378.4371132
b0195	172	37.24703912
b0196	322	121.8982341
b0197	695	130.5843741
b0198	165	38.68145144
b0199	201	29.86158984
b0200	12	3.194150157
b0201	0	0
b0202	0	0
b0203	0	0
b0204	0	0
b0205	0	0
b0206	0	0
b0207	15	2.860432976
b0208	388	65.01404647
b0209	1136	217.4414728
b0210	211	51.84351408
b0211	10425	1176.124164
b0212	235	47.65874837
b0213	410	86.94450219
b0214	667	218.5126312
b0215	696	145.7789186
b0216	5	9.955792696
b0217	18	3.51112689
b0218	2	0.858931135
b0219	667	132.6380174
b0220	1216	393.3252244
b0221	1141	71.54896351
b0222	1444	382.3712188
b0223	544	108.6011053
b0224	2105	435.5424181
b0225	108	59.34937065
b0226	290	170.354675
b0227	29	5.928342691
b0228	98	30.17124967
b0229	27	2.416589961
b0230	36	7.300914644
b0231	1192	173.064863
b0232	59	30.76814029
b0233	23	8.837949306
b0234	15	5.076794951
b0235	2	1.481345
b0236	4	1.224105449
b0237	5356	563.2219997
b0238	1088	363.4233067
b0239	1676	206.3959774
b0240	2770	1056.453246
b0241	5	0.725943217
b0242	643	89.2973283
b0243	578	70.66866184
b0244	29	58.50338182
b0245	5	2.241508882
b0246	0	0
b0247	0	0
b0248	1	0.334028775
b0249	1	0.638830031
b0250	211	69.12468544
b0251	2	0.690627061
b0252	9	1.678677455
b0253	157	27.86008748
b0254	58	9.94688371
b0256	0	0
b0258	167	23.10858092
b0259	3	0.452269049
b0260	119	12.99500406
b0261	614	100.8981709
b0262	52	7.614707537
b0263	10	4.405724354
b0264	0	0
b0265	1	0.555504375
b0266	50	24.80893326
b0267	19	2.52213415
b0268	73	12.31276364
b0269	202	15.73703248
b0270	14	1.552038254
b0271	65	6.186063618
b0272	68	13.73610818
b0273	49	7.475264844
b0274	0	0
b0275	0	0
b0276	275	50.92123438
b0277	30	7.33584725
b0278	4	0.877363133
b0279	9	1.613886395
b0280	350	121.6819107
b0281	217	23.74751466
b0283	38	6.087910017
b0284	117	8.157502174
b0285	46	7.369575283
b0286	57	12.66549975
b0287	37	9.224082404
b0288	17	7.898262206
b0289	59	12.72269092
b0290	104	9.699025293
b0291	33	2.002982521
b0292	3	0.687530079
b0293	27	7.040167692
b0294	0	0
b0295	38	25.55320125
b0296	14	8.130564035
b0297	5	0.879123896
b0298	0	0
b0299	2	0.353677526
b0300	48	10.75924263
b0301	4	1.032452576
b0303	1	0.646916487
b0304	50	5.781267252
b0305	5	0.896603553
b0306	38	8.091847064
b0307	83	8.911410521
b0308	37	8.150590055
b0310	5	1.145883464
b0311	433	39.72903462
b0312	994	103.4618413
b0313	424	110.5567075
b0314	907	68.36800453
b0315	51	7.180238369
b0316	123	20.21250003
b0317	2	0.615739789
b0318	59	14.92711756
b0319	6	1.064716719
b0320	27	2.674172224
b0321	20	2.160947252
b0323	7	1.128532547
b0324	225	24.94347194
b0325	224	32.70809761
b0326	4	0.751564743
b0327	21	13.08822503
b0328	55	12.54844704
b0329	4139	2299.232608
b0330	55	5.31352011
b0331	1342	230.9252261
b0333	493	64.60373445
b0334	535	56.49158128
b0335	597	48.50639475
b0336	165	20.07751527
b0337	475	56.71855419
b0338	55	9.369507126
b0339	8	1.858414637
b0340	4	1.302073949
b0341	30	3.982317079
b0342	9	2.254694228
b0343	13	1.589433571
b0344	89	4.437531535
b0345	400	56.62759281
b0346	122	22.42798959
b0347	8	0.736668865
b0348	6	0.973455286
b0349	6	1.061032578
b0350	10	1.892829723
b0351	16	2.579502966
b0352	14	2.11683324
b0353	59	7.463558782
b0354	438	124.3589128
b0355	171	31.43595262
b0356	393	54.28328699
b0357	75	41.66282813
b0358	33	6.536865437
b0360	0	0
b0361	0	0
b0363	6	0.768517331
b0364	0	0
b0365	3	0.47762993
b0366	7	1.397440694
b0367	4	0.7406725
b0368	29	5.218611524
b0369	2130	334.9434995
b0372	29	5.128324127
b0373	5	2.555320125
b0375	0	0
b0376	504	66.72960327
b0377	492	61.77972981
b0378	491	68.74861269
b0379	1600	793.8858642
b0380	507	364.9429024
b0381	1350	189.0236805
b0382	1056	620.3259891
b0383	889	96.25760981
b0384	337	160.9612864
b0385	27	3.709335666
b0386	644	121.8982341
b0387	1296	432.9012918
b0388	1243	363.0014761
b0389	412	328.9974661
b0390	411	92.94128952
b0391	1375	739.697931
b0392	82	36.76074566
b0393	678	113.9807266
b0394	134	22.60151134
b0396	217	28.07617555
b0397	314	15.29781734
b0398	184	23.45031936
b0399	183	40.66292026
b0400	148	17.50867493
b0401	926	107.5557471
b0402	579	64.60831234
b0403	214	18.07730601
b0404	226	59.53632457
b0405	451	64.56299028
b0406	1892	257.1630679
b0407	726	334.2634975
b0408	1646	136.5602898
b0409	1241	195.7501405
b0410	433	190.7678645
b0411	700	121.2694297
b0412	727	206.4130812
b0413	1067	363.5368765
b0414	2475	343.7183321
b0415	1911	622.0658293
b0416	1643	599.770138
b0417	528	82.77355989
b0418	2108	622.7300375
b0419	2530	397.8436872
b0420	1198	98.59173946
b0421	1581	269.3307412
b0422	595	375.4112283
b0423	861	91.10271751
b0424	264	68.48776783
b0425	415	69.76696395
b0426	1167	363.6656813
b0427	232	26.05864919
b0428	8028	1381.421547
b0429	640	297.3463419
b0430	1306	325.5851789
b0431	11153	858.4182337
b0432	11414	1845.976197
b0433	547	56.81951661
b0434	864	228.7872112
b0435	5119	2468.053532
b0436	10151	1198.108757
b0437	5210	1280.117101
b0438	8654	1040.646605
b0439	5789	376.8853046
b0440	4343	2439.0671
b0441	2428	198.8563226
b0442	146	60.17366747
b0443	226	86.8424584
b0444	408	89.87677682
b0445	109	9.824687607
b0446	589	110.2625314
b0447	403	134.6135961
b0448	490	42.37248262
b0449	342	29.42489841
b0450	3	1.356807146
b0451	106	12.6276892
b0452	765	136.224383
b0453	858	229.5774521
b0454	524	205.9981147
b0455	1	1.344905329
b0456	32	13.85936339
b0457	491	48.53625461
b0458	750	244.1388655
b0459	440	122.2109625
b0460	657	459.9576226
b0461	1624	663.9743814
b0462	3243	157.8457746
b0463	1653	212.2585009
b0464	133	31.46829414
b0465	1595	72.7160678
b0466	90	85.17733751
b0467	229	66.49639872
b0468	209	84.77173114
b0469	481	133.5988022
b0470	2933	232.7563332
b0471	596	276.9037809
b0472	950	240.351893
b0473	5123	418.9089601
b0474	3504	832.9155088
b0475	232	36.93671459
b0476	101	16.13045829
b0477	805	94.57621614
b0478	1631	149.1136717
b0479	422	52.98993086
b0480	1031	95.62740651
b0481	190	60.68885298
b0482	285	54.96348949
b0483	431	193.2180656
b0484	3423	209.5056476
b0485	129	21.19847564
b0486	381	45.17758551
b0487	674	253.2773183
b0488	1024	342.0454652
b0489	1399	233.6531278
b0490	164	37.086062
b0491	153	30.07415225
b0492	1478	265.0360102
b0493	378	71.54896351
b0494	222	54.28526965
b0495	863	192.5974907
b0496	688	43.67851544
b0497	80	2.865110162
b0498	2	0.830998415
b0499	0	0
b0501	2	0.624518157
b0502	49	17.80246722
b0503	335	46.90587627
b0504	20	3.307857768
b0505	17	5.396328215
b0506	1973	370.7093094
b0507	45	3.87169716
b0508	1	0.197322017
b0509	13	2.267519565
b0511	4	0.421496103
b0512	18	2.026245033
b0513	26	3.061673883
b0514	37	4.950096578
b0515	51	9.948192855
b0516	53	6.574367313
b0517	17	2.482310979
b0518	5	0.459589951
b0520	9	1.691020671
b0521	9	1.543481955
b0522	391	56.13090837
b0523	224	67.34020095
b0524	210	44.5325499
b0525	1902	589.1174398
b0526	1079	119.3588924
b0527	45	13.21717306
b0528	99	71.26104012
b0529	2651	468.7995607
b0530	6	1.69413489
b0531	0	0
b0532	30	1.766350317
b0533	3	0.467436608
b0534	7	2.07991173
b0535	4	0.968841754
b0536	19	37.83201225
b0537	463	60.98521743
b0539	6	3.297187259
b0540	0	0
b0541	0	0
b0542	5	2.505215809
b0543	69	31.7688448
b0544	4	0.401622024
b0545	110	30.55274063
b0546	190	36.50457322
b0547	0	0
b0548	0	0
b0549	0	0
b0550	0	0
b0551	17	6.787569083
b0552	0	0
b0553	75	10.47262346
b0554	2	1.419622292
b0555	6	1.847219368
b0556	0	0
b0557	16	8.34390245
b0558	2	0.746078869
b0559	6	4.444035001
b0560	0	0
b0561	1	0.350043853
b0562	24	5.617803024
b0563	7	5.86466914
b0564	83	16.96732563
b0565	74	11.89268486
b0566	27	5.432570345
b0567	49	8.431696037
b0568	369	19.02952828
b0569	282	19.31904223
b0570	185	19.65630866
b0571	267	59.84828715
b0572	6	0.66951619
b0573	0	0
b0574	5	0.626303952
b0575	67	3.267298634
b0576	251	27.94707414
b0577	449	55.16051617
b0578	713	167.1507568
b0579	151	62.74038031
b0580	91	56.03232082
b0581	771	105.6381671
b0582	0	0
b0583	23	5.678489168
b0584	254	17.37754516
b0585	25	3.186184695
b0586	198	7.819990492
b0587	2	0.270404246
b0588	55	10.33401521
b0589	54	8.337600409
b0590	97	14.79797326
b0591	124	15.1971077
b0592	114	18.26373005
b0593	131	17.07892533
b0594	136	12.94314849
b0595	113	20.1923898
b0596	112	22.9876188
b0597	91	33.70059876
b0598	2424	176.4699711
b0599	339	47.7274668
b0600	333	43.97527658
b0601	23	5.597367894
b0602	13	1.632391235
b0603	1	0.169788713
b0604	167	34.2761816
b0605	6962	1892.567948
b0606	1388	135.8921201
b0607	6028	2154.331429
b0608	438	54.20001041
b0610	829	309.2496911
b0611	755	143.4399029
b0612	24	2.513429632
b0613	2	0.348849164
b0614	1	0.277752188
b0615	4	0.400050117
b0616	0	0
b0617	0	0
b0618	2	0.289554688
b0619	170	15.71082898
b0620	25	5.628458426
b0621	691	76.43836392
b0622	171	46.73366219
b0623	13602	9930.704099
b0624	111	44.31883342
b0627	1196	898.8714323
b0628	6732	1068.472987
b0629	13	2.089255448
b0630	303	72.36093439
b0631	2211	1284.048363
b0632	1919	242.7554119
b0633	892	125.583777
b0634	256	35.26479526
b0635	689	55.53992323
b0636	274	89.76380953
b0637	594	286.3887084
b0638	67	16.78494592
b0639	155	37.01631957
b0640	326	48.43223028
b0641	477	125.6585258
b0642	4633	275.0011183
b0643	2257	716.4419283
b0644	27	4.232738858
b0645	0	0
b0646	2	0.214732784
b0647	1	0.276250824
b0648	4	0.866210212
b0649	76	8.024972295
b0650	53	4.86290724
b0651	882	144.4738686
b0652	278	58.70900784
b0653	167	37.93230764
b0654	327	67.65908348
b0655	3435	579.3745631
b0656	0	0
b0657	726	72.32601992
b0658	2345	409.0256446
b0659	722	236.5309142
b0660	2456	361.7213964
b0661	2275	244.7727699
b0662	1072	139.760366
b0664	1	2.0442561
b0665	1	2.0442561
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	17	33.84969517
b0674	943	86.83484246
b0675	866	176.3272692
b0676	1213	152.3146591
b0677	396	52.84108458
b0678	365	69.86455774
b0679	1365	107.4888127
b0680	2109	194.2043295
b0681	30	3.269066259
b0682	92	43.13567918
b0683	2292	786.146809
b0684	2026	584.9806298
b0685	208	108.4707319
b0686	385	77.16064692
b0687	957	268.7298198
b0688	2754	257.3071892
b0689	24	7.433658547
b0691	7	1.648593629
b0692	62	7.201356717
b0693	37	2.57972291
b0694	41	9.271515499
b0695	377	21.52750139
b0696	41	10.97048431
b0697	50	3.7413179
b0698	10	0.91588535
b0699	1927	1427.275908
b0700	70	2.558975805
b0702	14	6.564125093
b0703	19	1.915230074
b0704	26	6.993507712
b0705	0	0
b0706	1	0.201206309
b0707	137	41.1857479
b0708	626	67.63764899
b0709	58	6.000346853
b0710	528	108.8071795
b0711	468	109.2136821
b0712	692	113.7158538
b0713	435	90.73993915
b0714	122	23.61735267
b0715	118	17.27952864
b0716	11	1.588052055
b0717	6	1.261886482
b0718	17	1.064716719
b0719	3	0.811212738
b0720	5189	619.6054267
b0721	1099	432.0456643
b0722	163	71.81330697
b0723	3566	309.4149938
b0724	2103	449.6935752
b0726	9656	528.3548422
b0727	8033	1011.176678
b0728	7346	965.1095959
b0729	5407	952.8700633
b0730	340	72.10031889
b0731	12	0.930617345
b0732	303	17.63694756
b0733	23737	2319.527106
b0734	10702	1439.317683
b0735	600	312.8963419
b0736	828	313.452602
b0737	724	160.1776425
b0738	279	99.711093
b0739	1535	185.8965115
b0740	2842	336.9939581
b0741	2217	651.1660595
b0742	1386	268.3086132
b0743	370	746.4224577
b0744	29	58.50338182
b0745	7	14.12150596
b0746	27	54.46866583
b0747	5	10.08678997
b0748	169	340.9335009
b0749	3	6.052073981
b0750	545	80.03732577
b0751	373	79.42786723
b0752	217	35.31875587
b0753	1504	605.2285777
b0754	2604	379.1483536
b0755	3565	725.8738045
b0756	1208	177.9150842
b0757	1004	133.9708306
b0758	730	106.8987789
b0759	1136	171.2592131
b0760	240	24.98072628
b0761	358	69.56689011
b0762	174	177.8502807
b0763	335	66.35908853
b0764	188	41.77392901
b0765	272	39.37943763
b0766	214	40.06142907
b0767	665	102.36674
b0768	6	0.964271745
b0769	2	0.291204573
b0770	16	1.710674561
b0771	49	3.321238359
b0772	570	68.06226502
b0773	325	104.4627724
b0774	237	28.16794743
b0775	112	16.49543827
b0776	62	8.230121962
b0777	11	2.23083503
b0778	13	2.939748817
b0779	5351	405.7423736
b0780	435	73.37057786
b0781	3147	487.3692385
b0782	390	116.5584619
b0783	197	62.14790922
b0784	11	6.855736922
b0785	159	53.81402648
b0786	1206	262.2737082
b0787	16	3.435724538
b0788	35	5.607285542
b0789	73	9.011515418
b0790	95	19.11459936
b0791	1905	710.6401225
b0792	71	9.833481241
b0793	82	11.08657409
b0794	221	19.50693429
b0795	145	22.25353863
b0796	64	14.60182929
b0797	1912	214.7592123
b0798	165	52.37612679
b0799	3804	271.1419179
b0800	1833	291.8318872
b0801	672	94.87155383
b0802	411	241.4336946
b0803	102	58.57138265
b0804	20	4.522690487
b0805	54	3.626472714
b0806	109	64.02986061
b0807	254	42.00979365
b0808	180	12.39777958
b0809	369	78.25005197
b0810	281	65.27681411
b0811	1971	404.5410415
b0812	9636	2931.31723
b0813	144	24.86257419
b0814	8722	2591.570016
b0815	232	22.45584353
b0817	480	157.2504693
b0818	494	67.68515506
b0819	2415	402.025935
b0820	926	89.12340626
b0821	297	35.96825011
b0822	204	38.32980188
b0823	185	11.65805729
b0824	21	3.577448176
b0825	237	54.80641355
b0826	468	95.67118549
b0827	1112	137.9376689
b0828	439	69.67612019
b0829	385	31.53199514
b0830	383	38.1554623
b0831	128	21.30820691
b0832	57	9.58245047
b0833	16	1.044319847
b0834	23	2.653379814
b0835	482	55.73141631
b0836	12436	4965.306419
b0837	1014	139.3061617
b0838	929	227.1667365
b0839	823	104.8892002
b0840	366	73.93258228
b0841	197	50.59277032
b0842	253	31.45965896
b0843	851	457.805774
b0844	4306	809.0594456
b0845	5717	725.0007522
b0846	2112	602.9984475
b0847	1648	149.8636145
b0848	106	42.99427513
b0849	49	29.11876422
b0850	64	34.07093501
b0851	319	67.6470639
b0852	452	76.74449812
b0853	596	191.5686534
b0854	115	15.84160725
b0855	46	6.21929766
b0856	13	2.089255448
b0857	85	15.4044121
b0858	57	17.87156407
b0859	243	33.02887183
b0860	53	11.10098087
b0861	444	101.7544516
b0862	239	51.10640251
b0863	509	106.6113069
b0864	288	60.57055112
b0865	263	78.145255
b0866	349	165.1493933
b0867	645	119.002273
b0868	378	57.15449748
b0869	281	30.10670672
b0870	621	95.0211855
b0871	1222	108.9913156
b0872	15027	2377.634398
b0873	27627	2562.462036
b0874	129	21.97575308
b0875	664	146.2700486
b0876	1235	114.1345517
b0877	379	58.51760287
b0878	648	89.02405598
b0879	774	60.94970037
b0880	8980	6119.139927
b0881	428	204.42561
b0882	32254	2171.786438
b0883	14	24.39169211
b0884	2847	1993.149698
b0885	336	73.07128188
b0886	1073	95.53513918
b0887	1161	100.7377476
b0888	733	116.3384877
b0889	1770	548.2323178
b0890	9335	358.7054642
b0891	1793	449.1851946
b0892	1736	198.0373097
b0893	12083	1432.757915
b0894	3872	242.8024423
b0895	754	187.0593568
b0896	1259	223.4130582
b0897	6545	1600.437342
b0898	1717	229.1114703
b0899	197	21.10683709
b0900	34	5.734711833
b0901	8	2.075386904
b0902	4113	851.0147106
b0903	43869	2946.106139
b0904	4177	746.4036478
b0905	1186	103.2575696
b0906	122	26.9912602
b0907	1906	268.3438104
b0908	351	41.91202636
b0909	26	5.210848883
b0910	2779	622.9153183
b0911	35973	3294.714368
b0912	2182	1173.833371
b0913	222	15.02731306
b0914	1733	151.9166304
b0915	386	59.96070325
b0916	160	19.8954365
b0917	20	16.75619754
b0918	1547	317.5164847
b0919	2082	357.0588256
b0920	188	36.95386027
b0921	592	115.4770622
b0922	547	63.39048112
b0923	241	52.41124683
b0924	2691	92.4864352
b0925	1447	120.0502669
b0926	3875	1082.171091
b0927	3083	729.4492543
b0928	2338	300.9742294
b0929	6178	869.7943655
b0930	6615	723.9161726
b0931	3969	505.8386822
b0932	2627	154.1406652
b0933	33	6.587934698
b0934	3	0.580754574
b0935	23	3.077087062
b0936	7	1.117952555
b0937	0	0
b0938	18	5.110640251
b0939	1	0.21840343
b0940	49	2.888366462
b0941	57	8.159845779
b0942	16	4.517693039
b0943	11	3.268432719
b0944	52	11.21321912
b0945	434	65.81655397
b0946	797	225.0375845
b0947	492	67.95770279
b0948	1129	82.07557387
b0949	916	73.60607657
b0950	297	36.31244389
b0951	346	32.32690177
b0952	127	34.52400595
b0953	28819	26300.63239
b0954	2113	624.2071012
b0955	2184	190.1471603
b0956	590	199.6872681
b0957	24029	3539.007913
b0958	1885	566.679816
b0959	291	70.81887205
b0960	570	40.57193514
b0961	264	90.55094136
b0962	1260	94.00593746
b0963	804	268.5591347
b0964	58	13.41254002
b0965	1685	624.0165813
b0966	3360	1619.976532
b0967	556	71.57470981
b0968	148	81.33061904
b0969	447	207.6778356
b0970	8206	1906.268814
b0971	25	43.55659305
b0972	87	11.9202601
b0973	93	7.947985674
b0974	56	12.12694297
b0975	75	19.55602137
b0976	19	7.300914644
b0977	90	16.08243436
b0978	133	13.19835249
b0979	89	12.00123964
b0980	161	19.00261156
b0981	212	14.903105
b0982	7	2.40097193
b0983	13	1.748376928
b0984	18	1.3160447
b0985	7	1.436726175
b0986	1	0.237704198
b0987	10	5.010431618
b0988	5	1.521023884
b0989	10	7.19808486
b0990	1108	797.5478025
b0991	21	13.93810977
b0992	303	43.25486022
b0993	140	7.819558854
b0994	79	11.77086239
b0995	100	22.12398377
b0996	3	0.392120735
b0997	45	2.708819921
b0998	66	16.86511283
b0999	565	283.0893864
b1000	1745	290.4907895
b1001	8	0.975778568
b1002	4725	583.2795938
b1003	857	576.2919335
b1004	2226	571.672623
b1006	73	8.421596802
b1007	5	1.548678864
b1008	1	0.259423363
b1009	7	1.339868231
b1010	3	1.188520989
b1011	0	0
b1012	0	0
b1013	158	37.9099136
b1014	1799	69.59910531
b1015	620	62.99397526
b1018	83	11.28146651
b1019	87	10.48645523
b1020	858	123.5191362
b1021	13	4.814371251
b1022	6	0.69375207
b1023	14	1.063134673
b1024	58	3.668528893
b1025	23	2.594806308
b1026	1	0.176838763
b1027	0	0
b1028	1	0.448301776
b1029	8	1.242708876
b1032	5	8.711318609
b1033	313	51.10640251
b1034	648	134.6217432
b1035	455	125.6941251
b1036	332	103.4593026
b1037	138	25.36936527
b1038	11	4.044391565
b1039	16	6.29001877
b1040	216	50.87088913
b1041	2	0.672452665
b1042	18	6.052073981
b1043	2	0.920836081
b1044	8	3.931261731
b1045	391	112.2618167
b1046	567	61.13360806
b1047	213	28.20120138
b1048	4071	406.3557903
b1049	3192	192.3722132
b1050	39	26.22565392
b1051	886	362.242181
b1053	439	54.85503839
b1054	947	157.6474371
b1055	728	105.9984645
b1056	144	38.32980188
b1057	27	7.300914644
b1058	3	3.262110798
b1059	367	50.2843156
b1060	11099	6673.293664
b1061	269	167.6539302
b1062	941	137.7969191
b1063	1728	472.2559547
b1064	2220	525.260248
b1065	911	115.5283689
b1066	361	94.61236567
b1067	279	66.01243657
b1068	419	69.524619
b1069	446	44.51846781
b1070	76	27.943069
b1071	80	41.71951225
b1072	55	12.77660063
b1073	0	0
b1074	0	0
b1075	7	1.542003524
b1076	10	1.268148946
b1077	9	1.825228661
b1078	14	2.741339598
b1079	10	2.193407833
b1080	11	1.535984775
b1081	9	1.464833193
b1082	43	4.010173919
b1083	163	26.19604908
b1084	5858	281.9033012
b1085	1	0.47762993
b1086	675	107.8025678
b1087	712	186.6038902
b1088	5092	1495.596561
b1089	2242	1975.5268
b1090	2157	308.7857429
b1091	1365	219.3718221
b1092	1830	301.6926342
b1093	12160	2536.546345
b1094	19071	12337.34433
b1095	9549	1178.780284
b1096	238	45.0493474
b1097	278	41.66445718
b1098	252	60.18137118
b1099	327	49.8859511
b1100	682	131.0322049
b1101	1299	138.8853909
b1102	113	7.910991073
b1103	368	156.726301
b1104	188	76.25399739
b1105	519	123.9449668
b1106	166	30.84968297
b1107	555	82.93582863
b1108	1243	350.968278
b1109	8429	990.2893488
b1110	2912	826.7880228
b1111	916	221.8647616
b1112	2682	1593.806646
b1113	984	156.662617
b1114	2338	103.9919661
b1115	9	1.284797828
b1116	578	73.84875162
b1117	439	95.87910556
b1118	806	99.25725403
b1119	1101	185.0925959
b1120	645	135.6527968
b1121	6	1.165925532
b1122	2	0.663719513
b1123	1278	187.1460814
b1124	129	24.87821103
b1125	118	21.84983875
b1126	717	96.68414406
b1127	937	117.082394
b1128	4395	600.5685535
b1129	594	62.33511928
b1130	456	104.0380337
b1131	1444	161.4828123
b1132	654	156.1849871
b1133	2638	365.362303
b1134	203	67.36753058
b1135	267	62.59362142
b1136	15421	1889.956434
b1137	9	2.071881183
b1138	32	6.959169703
b1139	54	9.26089173
b1140	41	5.572772614
b1141	0	0
b1143	134	60.07243804
b1144	12	5.954143982
b1145	285	64.73477651
b1146	1	0.762782127
b1147	2	0.54953121
b1148	2	0.904538097
b1150	0	0
b1151	1	0.372133999
b1152	5	0.982815433
b1153	0	0
b1154	2	0.486727643
b1155	0	0
b1156	0	0
b1157	1	0.306026362
b1158	2	0.552501649
b1159	33	6.066587348
b1160	0	0
b1161	4	1.514263778
b1162	1304	273.12602
b1163	786	99.4297831
b1164	13	8.409914337
b1165	8	4.49287055
b1166	30	17.22687725
b1167	7	4.310178525
b1168	31	3.118697791
b1171	51	23.69478662
b1172	20	8.888070001
b1174	240	137.815018
b1175	1699	320.4050844
b1176	1024	225.5730869
b1177	80	33.23993659
b1178	329	125.4776599
b1179	340	177.3079271
b1180	586	136.1288721
b1181	152	50.44268299
b1182	53	8.909997806
b1183	49	17.88724088
b1184	82	9.907151314
b1185	548	158.2277321
b1186	606	60.25385198
b1187	3981	847.7274516
b1188	3635	363.5455443
b1189	1597	188.4917432
b1190	867	124.1155489
b1191	1033	91.17947114
b1192	277	46.4146672
b1193	272	68.14187001
b1194	5	1.042987806
b1195	287	172.5592649
b1196	34	11.82052847
b1197	223	20.13556141
b1198	804	86.87007953
b1199	363	87.92238915
b1200	812	116.2420135
b1201	214	17.08870334
b1202	237	12.66968347
b1203	2493	350.0226963
b1204	523	137.0699924
b1205	8085	4442.959831
b1206	379	34.58808313
