Gene_id	ETH_2_readcount	ETH_2_fpkm
b2303	190	68.08671985
b2304	1023	148.851615
b2305	23	3.357883065
b2306	132	22.18443675
b2307	70	12.69972511
b2308	145	27.4553321
b2309	632	104.995516
b2310	1084	180.0872459
b2311	86	19.62632706
b2312	1103	94.5190128
b2313	608	161.7372879
b2314	886	173.8343627
b2315	392	40.18277088
b2316	2455	349.0164032
b2317	861	169.6971904
b2318	1605	256.8029021
b2319	605	77.61271141
b2320	1126	128.8229861
b2321	197	25.72896546
b2322	66	7.281914353
b2323	7143	760.9925802
b2324	370	23.98113797
b2325	97	45.22545732
b2326	244	57.81398668
b2327	184	29.54937097
b2328	142	22.3897803
b2329	636	76.18030841
b2330	512	71.3844723
b2331	337	79.41568007
b2332	201	31.80824267
b2333	5	1.204458056
b2334	3	0.798045828
b2335	3	0.760710351
b2336	3	0.518252869
b2339	0	0
b2340	1909	510.957873
b2341	1747	105.9451413
b2342	735	72.92897061
b2343	3287	1500.272954
b2344	1951	189.2535034
b2345	5	0.614171247
b2346	1106	190.3043728
b2347	440	61.34603088
b2348	0	0
b2349	16	1.797326011
b2350	54	19.35096248
b2351	164	23.16325851
b2352	110	10.74246374
b2353	29	12.96344547
b2354	3	0.884907959
b2355	0	0
b2356	0	0
b2357	1	0.262790849
b2358	0	0
b2359	9	3.225160414
b2360	10	1.576745091
b2361	0	0
b2362	0	0
b2363	0	0
b2364	39	5.420061251
b2365	60	5.833249777
b2366	123	12.03914282
b2367	2	0.169046745
b2368	3	0.335261521
b2369	168	35.53445035
b2370	261	9.446650995
b2371	20	2.270182723
b2372	4	0.550609397
b2373	7	0.537209611
b2374	12	1.247783885
b2375	0	0
b2376	0	0
b2377	285	152.5646871
b2378	1074	151.6910953
b2379	244	25.6173355
b2380	266	20.37789813
b2381	169	29.90988903
b2382	92	13.94812965
b2383	42	2.18887089
b2384	21	2.631706041
b2385	26	3.114289338
b2386	16	1.667711154
b2387	5	1.989013303
b2388	1476	198.7580225
b2389	173	17.90301855
b2390	4346	1728.850363
b2392	1325	139.1105309
b2393	460	49.74021298
b2394	0	0
b2395	160	9.503669043
b2396	4	6.846393159
b2397	1	1.71159829
b2398	99	37.32772618
b2399	50	16.54980535
b2400	2370	217.7211045
b2401	3	5.134794869
b2402	0	0
b2403	0	0
b2404	0	0
b2405	114	16.75625716
b2406	61	6.312625037
b2407	11	1.715702842
b2408	49	8.332015727
b2409	33	4.630731943
b2410	1019	132.6857037
b2411	936	60.39496823
b2412	2018	265.9619114
b2413	343	58.55373257
b2414	11314	1514.137605
b2415	2763	1393.081789
b2416	9498	714.9964134
b2417	8890	2267.498566
b2418	191	29.16145631
b2419	23	7.978330162
b2420	22	3.893595021
b2421	1077	153.6159465
b2422	2400	284.331082
b2423	1176	174.6299187
b2424	722	112.6124956
b2425	2289	292.7792378
b2426	3352	550.5468277
b2427	50	7.580505246
b2428	62	8.991138396
b2429	76	6.937678401
b2430	89	8.871456576
b2431	1559	225.3300131
b2432	232	52.39392543
b2433	33	9.539307802
b2434	151	46.10869008
b2435	197	29.45522942
b2436	154	22.25838487
b2437	154	19.02426057
b2438	124	32.19581294
b2439	104	20.49768619
b2440	215	31.49495051
b2441	285	27.21969086
b2442	333	35.82889125
b2443	69	13.98071874
b2444	2	1.057572927
b2445	2	0.705048618
b2446	4	1.247783885
b2447	16	3.50387798
b2448	7	2.408916112
b2449	209	69.17818635
b2450	402	64.55895179
b2451	63	5.83698904
b2452	33	3.498523644
b2453	32	3.50387798
b2454	19	2.952864911
b2455	33	3.057470449
b2456	2	0.903343542
b2457	44	19.46797511
b2458	43	5.500003157
b2459	25	4.044821829
b2460	21	3.891326026
b2461	11	2.981033688
b2462	9	3.48432509
b2463	5179	295.4789181
b2464	4019	549.7344143
b2465	12061	782.8905239
b2466	2583	321.8394991
b2467	225	50.81307423
b2468	83	5.452910107
b2469	161	12.3122379
b2470	196	8.187529905
b2471	62	22.59117967
b2472	197	22.71812907
b2473	657	122.265416
b2474	567	36.58541344
b2475	1198	180.3675939
b2476	976	177.8144464
b2477	2268	285.0480908
b2478	2531	374.5576799
b2479	401	91.03432719
b2480	464	128.1481998
b2481	0	0
b2482	17	1.095287266
b2483	0	0
b2484	6	0.542006125
b2485	6	1.198907558
b2486	36	2.962006908
b2487	36	2.807513742
b2488	5	1.191222253
b2489	13	2.228009368
b2490	5	1.571032247
b2491	30	1.938621014
b2492	23	3.523997421
b2493	420	51.44464916
b2494	837	74.37034864
b2495	475	171.6352729
b2496	250	46.32530984
b2497	69	6.957846071
b2498	517	107.2601595
b2499	1059	132.7131761
b2500	232	47.22832715
b2501	1662	104.593809
b2502	1204	101.5681517
b2503	25	1.449214238
b2504	59	39.97295173
b2505	4	1.002554682
b2506	26	6.26318189
b2507	3228	266.0982162
b2508	1855	164.4861124
b2509	688	65.27793682
b2510	169	101.7767057
b2511	2415	213.2700272
b2512	4110	453.4646665
b2513	1008	211.146734
b2514	2918	297.7080232
b2515	3178	369.4360248
b2516	1768	226.808717
b2517	1153	129.8562207
b2518	616	185.4865406
b2519	168	9.448200157
b2520	4148	108.7420269
b2521	2689	413.4622611
b2522	432	72.32328835
b2523	1546	156.6245737
b2524	88	56.95109135
b2525	145	56.13634867
b2526	1445	101.5492837
b2527	142	35.79761384
b2528	695	279.0327829
b2529	452	151.9297789
b2530	1736	185.8612609
b2531	822	218.664557
b2532	1233	216.451353
b2533	166	26.85761695
b2534	6	0.912852421
b2535	4835	490.9788506
b2536	198	22.59309743
b2537	305	44.52844934
b2538	198	18.91052207
b2539	10	2.506386706
b2540	1	0.405238224
b2541	32	5.120057861
b2542	54	5.83906848
b2543	298	91.64131931
b2544	78	11.62239938
b2545	85	10.41141709
b2546	15	1.953175226
b2547	17	1.462556211
b2548	17	2.24734247
b2549	95	3.765307633
b2550	100	10.89459548
b2551	7736	802.4802648
b2552	110	12.01424156
b2553	444	170.3721908
b2554	207	20.1699358
b2555	114	20.76931034
b2556	324	29.51428311
b2557	5861	196.0924629
b2558	76	6.349512988
b2559	89	22.97073578
b2560	329	67.29057176
b2561	42	6.435125726
b2562	15	7.475946553
b2563	26	8.87695071
b2564	434	77.124806
b2565	100	17.84382305
b2566	570	81.83933545
b2567	470	89.77722601
b2568	2451	327.0048031
b2569	2301	166.2874792
b2570	232	62.87271051
b2571	703	95.55618958
b2572	4507	900.5793939
b2573	3731	842.5936886
b2574	42	3.366248762
b2575	148	26.08679887
b2576	556	54.17625268
b2577	102	15.04343531
b2578	104	23.00760694
b2579	19144	6485.103287
b2580	328	61.83582923
b2581	1008	126.32189
b2582	185	57.29779037
b2583	26	4.838509615
b2584	4675	228.5347134
b2585	1824	174.9768446
b2586	44	17.66538482
b2587	3679	368.4139555
b2588	0	0
b2589	0	0
b2590	0	0
b2591	14	1.18102502
b2592	11797	596.1814693
b2593	207	36.78533374
b2594	368	48.79712637
b2595	1325	233.5473547
b2597	22076	8396.720855
b2598	0	0
b2599	847	94.90009053
b2600	327	37.91144447
b2601	339	41.17424681
b2602	49	17.41527877
b2603	19	4.762134741
b2604	31	3.286491908
b2605	30	8.079594411
b2606	5832	2179.986015
b2607	10416	1764.229937
b2608	6075	1439.426103
b2609	3068	1602.770884
b2610	4519	431.5992387
b2611	210	34.49129887
b2614	3790	829.9810966
b2615	352	52.09178322
b2616	414	32.40296546
b2617	903	343.4607235
b2618	35	15.64553763
b2619	170	46.36027234
b2620	363	97.76309238
b2621	2456932	880444.4251
b2622	500	52.36774156
b2623	11	1.495189311
b2624	3	1.832133381
b2625	3	0.276769085
b2626	0	0
b2627	297	17.64118566
b2628	227	18.26128243
b2629	6	2.956397046
b2630	382	46.2673385
b2631	81	28.32419105
b2632	23	3.46281691
b2633	16	2.531999417
b2634	4	0.741204957
b2635	0	0
b2636	0	0
b2637	9	2.501566731
b2638	5	4.251028432
b2641	54	6.913778919
b2642	143	10.91646139
b2643	0	0
b2644	1	0.269319814
b2645	1	0.409061226
b2646	1	0.394186273
b2647	91	2.584023963
b2648	0	0
b2650	1	0.094673559
b2652	3	5.134794869
b2659	148	19.68513043
b2660	254	26.03679542
b2661	824	73.9731755
b2662	991	100.6328937
b2663	163	15.13438945
b2664	179	35.12003489
b2665	12309	3558.16181
b2666	48	39.26987774
b2667	4	1.7344196
b2668	19	4.707710344
b2669	4	1.28475526
b2670	1726	498.934705
b2671	194	73.14726141
b2672	6923	2728.951567
b2673	40	21.15145854
b2674	31	9.811497739
b2675	384	23.28731212
b2676	106	14.36316232
b2677	21	2.270748853
b2678	29	3.542124536
b2679	49	6.418924503
b2681	48	5.300433414
b2682	169	29.78830411
b2683	10	3.871472322
b2684	233	57.07906312
b2685	137	15.19280596
b2686	198	16.73562772
b2687	3934	991.745161
b2688	2113	176.5331703
b2689	105	31.83812203
b2690	217	49.78426631
b2691	2	3.378739481
b2692	2	3.378739481
b2693	3	5.068109222
b2694	0	0
b2695	14	19.58215678
b2696	9534	6667.724383
b2697	7431	367.4022819
b2698	39	10.12610246
b2699	2896	354.7231047
b2700	121	31.60614031
b2701	246	29.46596835
b2702	11	2.537049947
b2703	27	3.658541344
b2704	4	1.398725484
b2705	63	10.50658027
b2706	14	5.058723834
b2707	92	15.46188016
b2708	172	23.16150398
b2709	121	10.38934513
b2710	48	4.336049001
b2711	40	4.588411641
b2712	208	12.00929683
b2713	24	5.912794092
b2714	188	24.18923478
b2715	89	7.940501257
b2716	139	12.68864866
b2717	189	52.19829689
b2718	5	1.582499635
b2719	30	5.081307423
b2720	0	0
b2721	21	1.597491737
b2722	6	0.84468487
b2723	22	1.566388802
b2724	2	0.425102843
b2725	2	0.563123247
b2726	0	0
b2727	127	18.92365028
b2728	1	0.476488901
b2729	177	20.52087361
b2730	299	38.47117659
b2731	356	22.27465288
b2732	16	5.879388476
b2733	808	41.02491326
b2734	3	0.593979315
b2735	356	60.29818142
b2736	30	4.293117823
b2737	38	4.235729101
b2738	21	4.274977888
b2739	26	4.352790503
b2740	54	5.146080133
b2741	24126	3160.468828
b2742	14017	1599.431549
b2743	423	87.75831231
b2744	225	38.40988288
b2745	472	58.47471795
b2746	62	16.80218988
b2747	112	20.49103325
b2748	312	130.08147
b2749	156	62.6318189
b2750	178	38.20874862
b2751	1247	113.5935526
b2752	720	103.0348277
b2753	123	15.41427824
b2754	26	11.86708148
b2755	19	2.692318007
b2756	6	1.3008147
b2757	10	1.927132889
b2758	9	1.072100028
b2759	1	0.269319814
b2760	5	0.431018787
b2761	65	3.170339539
b2762	1494	264.4104983
b2763	3903	296.3852758
b2764	3418	247.0102581
b2765	36	12.79489869
b2766	104	10.63559189
b2767	0	0
b2768	32	7.226748335
b2769	31	4.683537248
b2770	3	0.500313346
b2771	18	1.749974933
b2774	3	0.49649416
b2775	4	0.407140751
b2776	15	1.319284686
b2777	758	146.728801
b2778	2	0.298010241
b2779	20464	2049.258816
b2780	6090	483.6362347
b2781	450	73.90992615
b2782	9	3.48432509
b2783	13	6.791402049
b2784	1178	68.56195601
b2785	549	54.85002077
b2786	231	10.89910032
b2787	132	12.80444
b2788	81	7.857270001
b2789	95	9.13358437
b2790	374	108.1121551
b2791	88	14.61962882
b2792	17	6.701166638
b2793	148	35.26017869
b2794	433	66.34308189
b2795	1916	182.5905469
b2796	1692	170.6184863
b2797	1017	96.70530337
b2798	92	15.83002016
b2799	295	33.39776646
b2800	39	7.828977363
b2801	21	2.074192005
b2802	129	9.448485154
b2803	64	5.866958479
b2804	34	10.45572099
b2805	652	115.8649159
b2806	332	39.22529341
b2807	36	11.82558818
b2808	113	16.01220709
b2809	512	292.1127748
b2810	527	56.84322944
b2811	312	91.40860056
b2812	432	69.63469027
b2813	456	54.02290558
b2814	35	59.12794092
b2815	0	0
b2816	0	0
b2817	324	33.60956642
b2818	123	12.01202764
b2819	922	65.64593069
b2820	1489	54.66872957
b2821	960	43.2254106
b2822	1142	44.09410471
b2823	11	4.416346205
b2824	20	6.376542648
b2825	47	10.8401225
b2826	63	17.3994323
b2827	472	77.23075956
b2828	251	37.27220203
b2829	1821	105.4198295
b2830	1140	279.2709526
b2831	192	36.19658296
b2832	141	25.68835753
b2833	517	307.0873059
b2834	1092	136.4543374
b2835	330	35.95216508
b2836	654	39.38577842
b2837	382	48.15031158
b2838	309	31.82515775
b2839	42	5.83698904
b2840	353	66.26083538
b2841	172	15.76745091
b2842	50	8.535529529
b2843	23	3.574520682
b2844	605	66.58146308
b2845	146	15.44056473
b2846	1	0.205499953
b2847	9	1.445349667
b2848	0	0
b2849	1	0.305355563
b2850	1	0.265472388
b2851	1	0.264393232
b2852	3	0.283401895
b2853	2	1.18795863
b2854	1	0.258611272
b2856	0	0
b2858	0	0
b2859	0	0
b2860	0	0
b2861	0	0
b2863	16	1.830522006
b2864	0	0
b2865	254	43.70462088
b2866	100	5.758365207
b2867	30	4.439640615
b2868	36	9.756110252
b2869	1206	88.18339115
b2870	31	3.385831713
b2871	9	0.978056166
b2872	21	2.253886857
b2873	10	0.938538745
b2874	108	15.05766213
b2875	190	15.20017177
b2876	147	24.80152541
b2877	160	35.94652021
b2878	43	1.804938113
b2879	10	0.9787921
b2880	9	1.500940039
b2881	91	4.123097796
b2882	10	0.92849015
b2883	26	2.562210773
b2886	8	2.128122209
b2887	39	2.64227986
b2888	4	0.359093085
b2889	224	53.07513531
b2890	2613	223.9149415
b2891	1625	192.3406631
b2892	919	68.94167875
b2893	308	56.35034145
b2894	512	74.24940095
b2895	503	125.3467039
b2896	195	62.17129082
b2897	183	89.1569626
b2898	2277	301.9322194
b2899	2770	545.9479878
b2900	159	66.29151838
b2901	1053	95.12207496
b2902	193	33.7442523
b2903	9065	410.2952421
b2904	1690	563.6863701
b2905	3312	393.4518984
b2906	826	89.31612156
b2907	1231	135.8187359
b2908	2168	212.6822225
b2909	757	170.0719738
b2910	806	317.7141359
b2911	943	670.3105259
b2912	282	66.81780427
b2913	788	83.13398084
b2914	1305	257.206543
b2915	6	2.431429346
b2916	364	52.96382001
b2917	19	1.152236797
b2918	11	1.436642741
b2919	6	0.992988321
b2920	22	1.934950873
b2921	29	4.205532476
b2922	1428	250.6833188
b2923	28	5.726857171
b2924	863	130.3836337
b2925	12944	1559.050507
b2926	7994	893.3601988
b2927	850	108.401225
b2928	98	17.85431942
b2929	96	24.48592377
b2930	23	3.097177858
b2933	5	0.468255832
b2934	2	0.585952568
b2935	2801	182.9107417
b2936	2351	402.9269249
b2937	2153	304.0883876
b2938	3799	249.9643422
b2939	79	77.85178888
b2940	3	1.806687084
b2942	4344	489.2414769
b2943	91	8.48560127
b2944	7	1.828454398
b2945	13	2.388501568
b2946	231	41.05029997
b2947	816	111.6156462
b2948	451	104.0190478
b2949	146	45.54411181
b2950	59	7.823452326
b2951	157	28.96849758
b2952	190	43.58991059
b2953	5	2.235076805
b2954	84	18.3953594
b2955	281	32.14854272
b2956	5	0.645245387
b2957	173	21.49388187
b2958	567	102.4391576
b2959	944	375.5257116
b2960	608	109.8465747
b2961	357	44.10169497
b2962	83	39.11870294
b2963	148	17.82597923
b2964	401	41.49774819
b2965	507	30.87607926
b2966	138	25.3548628
b2967	4	6.846393159
b2968	19	4.602510113
b2969	11	1.485873489
b2970	0	0
b2971	0	0
b2972	8	1.28475526
b2975	108	8.347474012
b2976	1574	94.26714264
b2977	130	41.75454593
b2979	1016	88.1085157
b2980	352	59.85448033
b2981	10	1.181484741
b2982	0	0
b2983	2	0.243598258
b2984	2	0.342770672
b2985	2	0.364373866
b2986	1	0.187707749
b2987	11	0.95393078
b2988	1074	75.1115585
b2989	1458	218.7529219
b2990	17	8.881064219
b2991	11	4.183906931
b2992	40	10.64061104
b2993	56	14.71628752
b2994	261	19.92445051
b2995	43	4.744277533
b2996	43	5.667176506
b2997	116	13.48476365
b2998	0	0
b3001	1345	168.0687581
b3002	352	92.50237868
b3003	1023	150.3653603
b3005	1005	306.8823413
b3006	1254	221.9349162
b3008	512	56.06204769
b3009	1148	226.2629206
b3010	44	5.980757243
b3011	366	40.90190552
b3012	1600	251.3651595
b3013	26	3.64845547
b3014	5	2.520958721
b3017	651	59.93137791
b3018	140	24.67670163
b3019	1643	94.60994035
b3020	244	19.73873053
b3021	128	42.04653577
b3022	36	15.76745091
b3023	259	69.75383175
b3024	8182	2708.210147
b3025	60	11.82558818
b3026	127	12.23729385
b3027	3	1.171905135
b3028	317	70.8519347
b3029	2248	928.3274432
b3030	1149	78.95594773
b3031	249	55.65341243
b3032	1345	211.3038372
b3033	74	22.75656922
b3034	266	54.92328734
b3035	3055	268.1503987
b3037	1359	263.0665443
b3038	1463	163.9183382
b3039	170	28.02769316
b3040	948	159.3245912
b3041	3560	708.0887359
b3042	449	200.709897
b3043	1	0.235654837
b3044	0	0
b3045	0	0
b3046	12	0.632230717
b3047	0	0
b3048	6	0.732853352
b3049	1112	719.6546998
b3050	10	2.064785238
b3051	14	1.095752455
b3052	959	86.99311698
b3053	1607	73.5800501
b3054	660	65.93991568
b3055	281	58.86134151
b3056	1695	177.9564905
b3057	169	26.74424384
b3058	45	15.86359391
b3059	221	46.51780724
b3060	20	2.788455949
b3061	1	0.142633191
b3062	2	0.429311782
b3063	13	1.155095021
b3064	521	66.83673164
b3065	2230	1342.970732
b3066	1371	102.14301
b3067	8126	573.8556055
b3068	612	157.0214194
b3069	0	0
b3070	193	32.8179395
b3071	187	38.98274823
b3072	135	11.54569261
b3073	2283	215.1999971
b3074	76	29.68826343
b3075	113	14.93821759
b3076	43	1.808439447
b3077	3	0.8672098
b3078	13	1.179260189
b3079	1	0.121457955
b3080	24	1.327361939
b3081	1004	64.68637737
b3082	21	6.550865397
b3083	1	0.412957048
b3084	98	11.21194728
b3085	52	13.42110405
b3086	2	0.375415498
b3087	1822	240.1301301
b3088	90	12.11939162
b3089	1572	164.2474465
b3090	32	7.540954784
b3091	124	10.8401225
b3092	103	9.482230299
b3093	314	31.44386573
b3094	868	145.3162368
b3095	325	63.76542648
b3096	40	13.55015313
b3097	2432	857.3391195
b3098	267	113.5024591
b3099	764	245.3882546
b3100	969	420.1631482
b3101	48	15.88781313
b3102	1303	171.7286276
b3103	619	220.0011747
b3104	4	1.457495462
b3105	350	50.75642643
b3106	66	12.2298818
b3107	219	172.6535875
b3110	12	1.171905135
b3113	10	3.335422308
b3114	64	3.627544262
b3115	55	5.917684741
b3116	232	22.65683262
b3117	156	20.49768619
b3118	299	41.42104317
b3119	1	0.593979315
b3120	2	0.481783222
b3121	0	0
b3123	173486	59860.24909
b3124	174	19.75058969
b3125	154	22.63564563
b3126	53	8.942046578
b3127	107	10.42600546
b3128	264	21.84574306
b3129	128	49.55484572
b3130	171	47.83641156
b3131	602	96.67783328
b3132	38	3.85877897
b3133	17	4.665369178
b3134	5	1.7344196
b3135	83	19.45362525
b3136	7	0.788372546
b3137	2	0.302163693
b3138	0	0
b3139	1	0.161792873
b3140	6	0.985465682
b3141	4	0.688261746
b3142	8	1.778891898
b3143	1	0.186898664
b3144	22	1.136985435
b3145	31	3.692788984
b3146	190	28.70555088
b3147	1119	71.45859841
b3148	37	12.15407674
b3149	264	58.10745869
b3150	384	86.72098002
b3151	178	22.24255683
b3152	454	92.85689841
b3153	1475	369.6920391
b3154	85	24.90298413
b3155	68	29.19320119
b3156	608	156.9236781
b3157	1113	275.7727165
b3158	52	6.791402049
b3159	59	8.73129321
b3160	360	46.45766787
b3161	3693	385.8561195
b3162	4453	306.4829556
b3163	7767	1141.630257
b3164	9551	581.6517417
b3165	4504	2169.951633
b3166	688	94.70481627
b3167	589	190.5920046
b3168	9164	445.965803
b3169	2745	239.9688409
b3170	549	157.6484041
b3171	18	30.40865533
b3172	816	78.97803537
b3173	39	3.120035259
b3174	0	0
b3175	697	272.2726264
b3176	1549	150.5950651
b3177	120	18.3860735
b3178	13997	940.956246
b3179	3834	791.6386604
b3180	723	319.8942273
b3181	696	189.8044091
b3182	245	22.22451894
b3183	2977	330.1385646
b3184	1137	153.1083141
b3185	781	393.7737523
b3186	1002	417.7616441
b3187	1215	162.6018375
b3188	33	15.38598033
b3189	1372	141.6442674
b3190	126	64.27554989
b3191	162	71.67754471
b3192	922	188.5772254
b3193	299	70.46079626
b3194	395	65.62219752
b3195	736	118.1974839
b3196	248	32.98589424
b3197	480	63.26150518
b3198	399	91.53881224
b3199	356	80.39757522
b3200	518	120.7566335
b3201	853	152.8367685
b3202	2214	200.8370813
b3203	548	247.5161305
b3204	927	245.0925258
b3205	571	86.87312209
b3206	41	19.53604495
b3207	7603	1562.41614
b3208	127	22.66165527
b3209	407	80.95284144
b3210	1537	85.55208362
b3211	43	6.014519582
b3212	910	26.53533686
b3213	415	38.04355889
b3214	5	0.850205686
b3215	0	0
b3216	10	0.546101889
b3218	0	0
b3219	11	1.995671088
b3220	15	1.729806782
b3221	136	38.04533317
b3222	221	32.81735716
b3223	141	26.58186561
b3224	318	27.74373405
b3225	174	25.31787
b3226	393	64.54800217
b3227	8	0.760710351
b3228	790	206.3541392
b3229	1371	279.094985
b3230	5259	1740.708526
b3231	6909	2094.94843
b3232	481	55.46913748
b3233	2972	968.9276414
b3234	669	63.6144031
b3235	358	43.60408827
b3236	13287	1840.673581
b3237	525	144.9952691
b3238	65	32.02763467
b3239	478	227.7616948
b3240	48	3.172718781
b3241	24	3.346147139
b3242	2	1.27530853
b3243	222	31.05170575
b3244	1822	163.9062506
b3247	959	84.8626733
b3248	220	48.17832223
b3249	110	29.26168037
b3250	664	78.23740588
b3251	2456	306.0154122
b3252	482	32.30255979
b3253	977	130.3483038
b3255	1223	337.7699317
b3256	2505	241.3733944
b3257	1	0.535314691
b3258	174	15.58827533
b3259	438	64.59828103
b3260	1516	204.1444188
b3261	313	137.089226
b3262	6	0.881908271
b3263	8	5.781398668
b3264	0	0
b3265	1	0.112332876
b3266	116	4.859726416
b3267	341	199.8098256
b3268	250	31.72718781
b3269	11	1.210572056
b3270	29	3.416995137
b3271	40	6.85541344
b3272	0	0
b3273	0	0
b3274	0	0
b3275	1	0.044793895
b3276	0	0
b3277	0	0
b3278	4	0.33743572
b3279	259	60.70468601
b3280	139	70.08265246
b3281	531	84.33853551
b3282	262	59.47878734
b3283	424	101.5737445
b3284	1591	436.6236684
b3287	2063	526.1922993
b3288	2112	289.801756
b3289	915	92.2670892
b3290	820	77.46318476
b3291	845	267.4424384
b3292	231	70.53713515
b3293	372	131.139043
b3294	6738	2282.523294
b3295	17669	2321.625751
b3296	10289	2155.246771
b3297	3584	1195.415355
b3298	5679	2069.279183
b3299	516	573.692637
b3300	25885	2527.897036
b3301	6377	1906.964447
b3302	16	11.56279734
b3303	5521	1424.959913
b3304	1753	644.1604999
b3305	5346	1302.27629
b3306	3811	1261.426164
b3307	2638	1121.4213
b3308	6731	1621.441435
b3309	1224	505.4594264
b3310	9173	3207.627216
b3311	641	326.989107
b3312	29	19.64772203
b3313	2583	817.5193116
b3314	9971	1847.638658
b3315	1370	535.1700118
b3316	652	303.9896719
b3317	8933	1413.646924
b3318	591	253.7232633
b3319	4475	960.5851128
b3320	7216	1489.949028
b3321	7192	2998.544655
b3322	17	5.265202358
b3323	3	0.265472388
b3324	0	0
b3325	18	1.198907558
b3326	12	1.053291255
b3327	1	0.108672907
b3328	1	0.296989658
b3329	1	0.255061706
b3330	2	0.688261746
b3331	1	0.22122699
b3332	3	0.396589848
b3333	8	0.894030722
b3334	4	1.126246494
b3335	16	3.069769204
b3336	1880	512.6900705
b3337	30	20.01253385
b3338	332	16.03082704
b3339	107	11.74575299
b3340	51254	3152.338376
b3341	5584	1345.138757
b3342	6638	2302.615461
b3343	47	21.22857323
b3344	23	8.310760585
b3345	56	18.82315845
b3346	352	63.33150408
b3347	1577	252.3228515
b3348	170	100.9764836
b3349	4077	897.3640496
b3350	204	14.69358798
b3351	114	26.71943709
b3352	511	34.7291699
b3353	126	16.02176464
b3354	2	1.18795863
b3355	181	27.06292652
b3356	913	293.245388
b3357	4620	949.4097812
b3358	531	32.84510727
b3359	162	17.25896654
b3360	102	23.52537224
b3361	819	176.6778175
b3362	1	0.774294464
b3363	353	80.13745012
b3364	21	2.311092107
b3365	62	3.170224505
b3366	3	1.193407982
b3367	5	0.805957063
b3368	665	62.95791671
b3369	1	0.774294464
b3370	2	0.194441659
b3371	24	3.051764693
b3374	36	5.957929925
b3375	94	16.70445107
b3376	54	6.468139393
b3377	28	2.791020047
b3378	0	0
b3379	6	0.887928123
b3380	3	0.318047604
b3381	7	0.782276882
b3382	21	7.525374299
b3383	133	19.09584494
b3384	1313	169.947234
b3385	354	60.67040894
b3386	308	59.09305718
b3387	227	35.27896499
b3388	2699	272.7971155
b3389	1953	233.2866033
b3390	1162	289.5683298
b3391	38	3.989585037
b3392	0	0
b3393	0	0
b3394	10	2.408916112
b3395	70	11.67397808
b3396	574	29.24667599
b3397	337	78.14163173
b3398	753	45.85737216
b3399	309	60.0824727
b3400	170	55.00957688
b3401	1198	177.2896486
b3402	210	15.83600505
b3403	4900	392.7290223
b3404	550	52.87864635
b3405	738	133.3335068
b3406	120	32.72489812
b3407	896	50.19508921
b3408	261	148.9090512
b3409	3116	174.5623861
b3410	29	15.9171419
b3411	18	2.663784369
b3412	137	23.11434681
b3413	183	34.80249856
b3414	1135	256.32373
b3415	144	14.22303089
b3416	656	40.92731143
b3417	668	36.29675103
b3418	4363	209.73594
b3421	134	14.20612631
b3422	50	4.067588181
b3423	220	37.75451637
b3424	149	23.32387369
b3425	53	21.08354101
b3426	3981	343.8607783
b3427	54	32.07488302
b3428	5000	265.689277
b3429	2802	254.1759268
b3430	2056	206.3638136
b3431	2842	187.2804143
b3432	2983	177.4270805
b3433	4791	564.511162
b3434	105	22.99419925
b3437	32	7.883725456
b3438	566	73.92179923
b3439	525	98.12179851
b3440	422	52.88475949
b3441	66	17.55700822
b3442	1	0.110332036
b3443	0	0
b3444	0	0
b3445	0	0
b3446	35	15.97491737
b3447	934	69.7051595
b3448	1964	579.3197441
b3449	595	104.0302079
b3450	520	63.15813671
b3451	110	16.91366632
b3452	44	6.445478244
b3453	489	48.2990424
b3454	22	4.008112522
b3455	10	1.693769141
b3456	34	3.460696386
b3457	13	1.824227735
b3458	38	4.453239514
b3459	126	42.68298235
b3460	168	19.79500631
b3461	4628	704.1135009
b3462	1031	126.642111
b3463	381	74.08227217
b3464	1197	104.2219007
b3465	125	27.2364887
b3466	15	7.226748335
b3467	79	28.54565592
b3468	365	75.72525767
b3469	4127	244.1319813
b3470	152	80.37554245
b3471	95	18.55516464
b3472	1469	342.4546227
b3473	131	13.99069998
b3474	463	57.35973393
b3475	114	25.21987684
b3476	57	4.707710344
b3477	28	3.854265779
b3478	26	4.055297627
b3479	24	4.080987295
b3480	20	3.223828253
b3481	34	11.00191538
b3482	1	0.030708562
b3483	2	0.677507656
b3484	0	0
b3485	244	28.2132255
b3486	494	23.48693209
b3487	428	52.13002731
b3488	36	2.885356082
b3491	3899	481.6596882
b3492	124	13.40823132
b3493	1133	98.25487036
b3494	6573	2544.718757
b3495	3400	1016.728731
b3496	1620	143.3550894
b3497	325	56.14406077
b3498	2517	160.2618992
b3499	342	52.77326542
b3500	1779	171.0383852
b3501	94	34.54140729
b3502	143	14.41988389
b3503	81	24.73380064
b3504	1	0.106275711
b3505	0	0
b3506	7392	1695.876943
b3507	115	28.17206978
b3508	642	128.877012
b3509	10552	4197.613675
b3510	52648	20566.15386
b3511	5866	1331.689185
b3512	4881	1202.514498
b3513	1110	124.689492
b3514	4997	208.7402395
b3515	566	100.9960385
b3516	1926	303.6811046
b3517	205	19.03404808
b3518	30	2.791447855
b3519	1544	121.724721
b3520	68	14.6692205
b3521	39	5.636863701
b3522	1062	136.2391727
b3523	90	8.849079594
b3524	2005	126.5469905
b3525	0	0
b3526	151	21.12075481
