Gene_id	IPM_4_readcount	IPM_4_fpkm
b0350	8	1.418978528
b0351	23	3.474706885
b0352	31	4.392326287
b0353	71	8.416404203
b0354	496	131.9650031
b0355	43	7.407527298
b0356	171	22.13318873
b0357	19	9.890434578
b0358	30	5.568665735
b0360	0	0
b0361	1	0.158577898
b0363	9	1.080237413
b0364	0	0
b0365	11	1.641108344
b0366	5	0.935361823
b0367	7	1.214614773
b0368	35	5.90200136
b0369	2250	331.5497907
b0372	13	2.154245084
b0373	4	1.915621013
b0375	2	0.46048582
b0376	420	52.10886175
b0377	419	49.30253098
b0378	439	57.59983731
b0379	1378	640.7101349
b0380	779	525.4467497
b0381	1014	133.0438156
b0382	990	544.9611502
b0383	613	62.19680513
b0384	183	81.90622555
b0385	24	3.089711311
b0386	533	94.53944444
b0387	1546	483.9134128
b0388	1102	301.5734795
b0389	257	192.3103908
b0390	181	38.35480126
b0391	1135	572.1657499
b0392	41	17.22378542
b0393	511	80.50019224
b0394	116	18.33432653
b0396	207	25.09706011
b0397	484	22.09629576
b0398	178	21.25813842
b0399	178	37.06310221
b0400	121	13.4137814
b0401	1179	128.3248394
b0402	562	58.76522976
b0403	299	23.66821004
b0404	280	69.12034583
b0405	557	74.71995128
b0406	1851	235.7589425
b0407	580	250.238781
b0408	2184	169.7936807
b0409	1931	285.4216185
b0410	286	118.0749159
b0411	637	103.4110665
b0412	453	120.5244887
b0413	1397	446.0204259
b0414	3640	473.6997614
b0415	2663	812.3087194
b0416	2005	685.8607377
b0417	772	113.4094649
b0418	2290	633.9266069
b0419	2773	408.6166976
b0420	1515	116.8343734
b0421	1760	280.9577486
b0422	636	376.02931
b0423	1014	100.5403575
b0424	335	81.43820296
b0425	566	89.16459649
b0426	867	253.1773503
b0427	187	19.68247964
b0428	5919	954.4243077
b0429	694	302.145678
b0430	1612	376.5830577
b0431	10169	733.4318555
b0432	11039	1672.985788
b0433	408	39.71409417
b0434	568	140.9420642
b0435	2513	1135.366888
b0436	7319	809.4936602
b0437	5981	1377.082846
b0438	8240	928.5127733
b0439	4586	279.7782792
b0440	3317	1745.635962
b0441	1975	151.5765826
b0442	191	73.76685756
b0443	195	70.21543187
b0444	313	64.61092425
b0445	104	8.784152793
b0446	646	113.3233676
b0447	355	111.1185392
b0448	490	39.70618851
b0449	361	29.10518458
b0450	2	0.847619917
b0451	171	19.08923037
b0452	587	97.95030789
b0453	752	188.5532725
b0454	561	206.6660362
b0455	1	1.260276982
b0456	23	9.334593919
b0457	438	40.57263074
b0458	696	212.3044944
b0459	313	81.46594797
b0460	774	507.7707754
b0461	1198	458.9827947
b0462	3102	141.4822948
b0463	1033	124.2987755
b0464	313	69.39691864
b0465	1974	84.33175467
b0466	82	72.72264957
b0467	182	49.52315687
b0468	315	119.7263133
b0469	354	92.13720633
b0470	4098	304.7443677
b0471	802	349.1654665
b0472	1449	343.5315406
b0473	4849	371.5538517
b0474	2424	539.9378297
b0475	218	32.52378355
b0476	85	12.72092079
b0477	1174	129.2493718
b0478	1817	155.6656252
b0479	346	40.71282988
b0480	985	85.61191914
b0481	168	50.28505159
b0482	342	61.80588551
b0483	542	227.6900415
b0484	7443	426.8852455
b0485	375	57.74581028
b0486	1079	119.8929857
b0487	1039	365.869528
b0488	1451	454.1774657
b0489	2331	364.8131194
b0490	198	41.9571859
b0491	159	29.28689818
b0492	1381	232.0590017
b0493	305	54.09855638
b0494	194	44.45340628
b0495	789	165.002727
b0496	865	51.46000547
b0497	111	3.725191528
b0498	8	3.114830915
b0499	0	0
b0501	2	0.585220269
b0502	46	15.66088269
b0503	300	39.36207561
b0504	7	1.084898632
b0505	24	7.138960297
b0506	1784	314.1055043
b0507	48	3.86994144
b0508	6	1.109433019
b0509	2	0.326897784
b0511	1	0.098743351
b0512	9	0.949371647
b0513	19	2.096589818
b0514	13	1.629782275
b0515	81	14.80584943
b0516	50	5.811956957
b0517	76	10.3990855
b0518	1	0.086134038
b0520	14	2.464953509
b0521	36	5.785432589
b0522	1273	171.2489852
b0523	426	120.0080223
b0524	247	49.08282056
b0525	1746	506.7688316
b0526	933	96.71398296
b0527	22	6.055123892
b0528	131	88.3613918
b0529	3194	529.281446
b0530	2	0.529177075
b0531	0	0
b0532	13	0.717254412
b0533	2	0.292015398
b0534	5	1.392166434
b0535	2	0.453938629
b0536	12	22.39037548
b0537	312	38.50990696
b0539	4	2.059807541
b0540	0	0
b0541	0	0
b0542	2	0.939029908
b0543	40	17.25784696
b0544	2	0.188174952
b0545	140	36.43844318
b0546	193	34.7476368
b0547	0	0
b0548	0	0
b0549	0	0
b0550	0	0
b0551	5	1.870723645
b0552	0	0
b0553	48	6.280724633
b0554	0	0
b0555	11	3.173468546
b0556	0	0
b0557	11	5.375467128
b0558	0	0
b0559	7	4.858459091
b0560	0	0
b0561	1	0.328017297
b0562	15	3.290188763
b0563	4	3.140362316
b0564	35	6.704673545
b0565	49	7.379357676
b0566	16	3.016726005
b0567	92	14.83477552
b0568	488	23.58282175
b0569	299	19.19472798
b0570	128	12.74425622
b0571	283	59.44306433
b0572	1	0.104564466
b0573	0	0
b0574	3	0.352136216
b0575	57	2.60473277
b0576	253	26.39717409
b0577	572	65.84947232
b0578	591	129.8316535
b0579	135	52.5627717
b0580	136	78.47122222
b0581	708	90.90212314
b0582	0	0
b0583	17	3.933038312
b0584	269	17.24571795
b0585	49	5.851959454
b0586	399	14.76686214
b0587	1	0.126694511
b0588	90	15.8461297
b0589	145	20.97923315
b0590	195	27.87657444
b0591	230	26.41443843
b0592	146	21.91854764
b0593	159	19.42498349
b0594	195	17.39041422
b0595	140	23.44291449
b0596	180	34.61965686
b0597	79	27.41559058
b0598	2663	181.6701837
b0599	417	55.0147357
b0600	1025	126.8418306
b0601	13	2.964651568
b0602	10	1.176671384
b0603	3	0.477314206
b0604	107	20.57946269
b0605	14922	3801.183079
b0606	1783	163.5800894
b0607	4358	1459.488877
b0608	524	60.76182874
b0610	299	104.5201976
b0611	779	138.6866886
b0612	23	2.257135415
b0613	0	0
b0614	2	0.520549188
b0615	1	0.093719228
b0616	1	0.158054539
b0617	1	0.48374268
b0618	0	0
b0619	179	15.50163478
b0620	29	6.118172839
b0621	365	37.83558819
b0622	162	41.48804868
b0623	9781	6691.674689
b0624	81	30.30572306
b0627	935	658.4947232
b0628	3483	518.0208065
b0629	10	1.505991362
b0630	323	72.28336299
b0631	1854	1008.966295
b0632	1860	220.4860819
b0633	855	112.7999977
b0634	332	42.85621134
b0635	535	40.41235181
b0636	332	101.9208616
b0637	729	329.360311
b0638	71	16.66778087
b0639	177	39.61038777
b0640	478	66.54555554
b0641	754	186.131217
b0642	5634	313.3742389
b0643	1532	455.7036323
b0644	44	6.463751884
b0645	0	0
b0646	8	0.804882779
b0647	3	0.776603113
b0648	6	1.217555729
b0649	47	4.650526219
b0650	71	6.104537339
b0651	1167	179.1289841
b0652	182	36.01684136
b0653	183	38.9509606
b0654	327	63.40162664
b0655	3212	507.6711793
b0656	3	0.423809959
b0657	759	70.85557256
b0658	2089	341.4447352
b0659	740	227.1730047
b0660	2182	301.1444561
b0661	2339	235.8230289
b0662	1513	184.8427674
b0664	0	0
b0665	0	0
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	11	20.52451085
b0674	884	76.27968358
b0675	715	136.4212176
b0676	1339	157.5562983
b0677	354	44.26434978
b0678	294	52.73338744
b0679	1089	80.35867809
b0680	1735	149.7118224
b0681	29	2.961247835
b0682	42	18.45322994
b0683	1545	496.5829639
b0684	1259	340.6450361
b0685	143	69.88107267
b0686	485	91.08590111
b0687	852	224.1908109
b0688	2636	230.7850544
b0689	5	1.45122804
b0691	2	0.44138733
b0692	52	5.659789356
b0693	39	2.548063421
b0694	50	10.59524897
b0695	457	24.45359785
b0696	23	5.766921898
b0697	92	6.450846749
b0698	6	0.514951885
b0699	1825	1266.669692
b0700	64	2.192413176
b0702	3	1.318087853
b0703	3	0.283375889
b0704	10	2.520553964
b0705	0	0
b0706	0	0
b0707	108	30.42456903
b0708	480	48.5992646
b0709	46	4.459441629
b0710	744	143.671576
b0711	682	149.1385309
b0712	1132	174.3153526
b0713	536	104.7727411
b0714	196	35.55508698
b0715	121	16.60387841
b0716	5	0.676419849
b0717	5	0.985401756
b0718	7	0.410825585
b0719	0	0
b0720	4443	497.1439346
b0721	2280	839.9261365
b0722	259	106.9279833
b0723	4302	349.7878437
b0724	2164	433.6196519
b0726	9331	478.4437814
b0727	7398	872.6455821
b0728	7037	866.338372
b0729	4849	800.7626114
b0730	225	44.71107136
b0731	7	0.508700572
b0732	224	12.21808391
b0733	22622	2071.47125
b0734	12970	1634.579246
b0735	594	290.2752249
b0736	394	139.769385
b0737	419	86.86636412
b0738	248	83.05489707
b0739	1283	145.6008151
b0740	2822	313.5662702
b0741	2406	662.2103674
b0742	1855	336.5035018
b0743	228	431.0147279
b0744	18	34.02747852
b0745	2	3.780830947
b0746	18	34.02747852
b0747	2	3.780830947
b0748	97	183.3703009
b0749	5	9.452077367
b0750	200	27.52329042
b0751	270	53.87684099
b0752	186	28.36827296
b0753	2206	831.8621958
b0754	3491	476.3128886
b0755	3065	584.7986459
b0756	1665	229.7917137
b0757	1474	184.3097502
b0758	1212	166.3132283
b0759	1254	177.1525627
b0760	255	24.87186142
b0761	369	67.19241006
b0762	126	120.6841238
b0763	346	64.22527815
b0764	218	45.39188922
b0765	318	43.14217295
b0766	166	29.12024617
b0767	607	87.55888214
b0768	6	0.903594817
b0769	3	0.409320729
b0770	4	0.400757534
b0771	42	2.667641994
b0772	462	51.69491285
b0773	351	105.7205936
b0774	574	63.92828264
b0775	238	32.84710382
b0776	82	10.20005994
b0777	44	8.361837755
b0778	28	5.933339421
b0779	4230	300.5592316
b0780	337	53.26437965
b0781	2204	319.85066
b0782	211	59.09298739
b0783	95	28.08395004
b0784	4	2.336123187
b0785	116	36.79007243
b0786	1094	222.9456796
b0787	19	3.823193198
b0788	38	5.704827468
b0789	82	9.485562987
b0790	77	14.5179939
b0791	1697	593.2132954
b0792	88	11.42104669
b0793	97	12.28936761
b0794	340	28.12224285
b0795	161	23.15427801
b0796	80	17.10375904
b0797	2067	217.559815
b0798	248	73.7692564
b0799	4569	305.1768622
b0800	1433	213.7916598
b0801	684	90.48927989
b0802	342	188.2593064
b0803	76	40.89528005
b0804	25	5.297624483
b0805	37	2.328448669
b0806	159	87.52406352
b0807	195	30.22217618
b0808	228	14.71568703
b0809	389	77.30047449
b0810	252	54.85641992
b0811	1551	298.3060433
b0812	9614	2740.592324
b0813	138	22.32733951
b0814	14754	4108.004713
b0815	104	9.432982261
b0817	500	153.4952735
b0818	447	57.39159469
b0819	1813	282.8192912
b0820	849	76.57072693
b0821	153	17.36315255
b0822	172	30.28371454
b0823	190	11.2197285
b0824	25	3.99087711
b0825	242	52.44120873
b0826	450	86.20294558
b0827	1143	132.861336
b0828	390	58.00405241
b0829	457	35.07366999
b0830	411	38.36843257
b0831	168	26.20719301
b0832	68	10.71235435
b0833	11	0.672791544
b0834	7	0.756735163
b0835	484	52.44120873
b0836	9601	3592.163544
b0837	1094	140.8393406
b0838	744	170.4811045
b0839	598	71.41779088
b0840	344	65.11597119
b0841	140	33.69182686
b0842	192	22.37221621
b0843	568	286.3349304
b0844	4450	783.5030798
b0845	7842	931.9044655
b0846	2551	682.5068721
b0847	1234	105.154641
b0848	100	38.00835343
b0849	35	19.49033007
b0850	93	46.39394641
b0851	381	75.7107475
b0852	402	63.96010359
b0853	361	108.7325764
b0854	46	5.9379088
b0855	36	4.561002412
b0856	30	4.517974087
b0857	69	11.71789449
b0858	51	14.9841521
b0859	351	44.70631486
b0860	29	5.691906698
b0861	542	116.3975997
b0862	359	71.93597737
b0863	431	84.5935099
b0864	323	63.65695341
b0865	169	47.05522546
b0866	327	145.0018683
b0867	761	131.5692772
b0868	253	35.84705002
b0869	404	40.56136736
b0870	827	118.5792349
b0871	969	80.9876423
b0872	15422	2286.587249
b0873	41095	3571.798799
b0874	87	13.88825234
b0875	265	54.7025397
b0876	696	60.27451289
b0877	363	52.52042505
b0878	517	66.55753116
b0879	530	39.10936583
b0880	8620	5504.217711
b0881	356	159.3367011
b0882	21693	1368.760429
b0883	8	13.06105236
b0884	2450	1607.284754
b0885	313	63.78610394
b0886	1667	139.0827626
b0887	1596	129.7678751
b0888	452	67.22520946
b0889	1366	396.4755006
b0890	9611	346.0720593
b0891	1613	378.6638105
b0892	2032	217.2177399
b0893	12629	1403.270172
b0894	2506	147.2560202
b0895	513	119.2613568
b0896	984	163.6259615
b0897	6761	1549.224123
b0898	711	88.90382116
b0899	177	17.77069808
b0900	17	2.686927163
b0901	4	0.972396453
b0902	3124	605.7085065
b0903	34058	2143.305534
b0904	2796	468.1884923
b0905	1111	90.64118166
b0906	82	17.0000999
b0907	1624	214.2540307
b0908	177	19.80519388
b0909	9	1.690253835
b0910	2138	449.078698
b0911	36028	3092.11442
b0912	930	468.8230374
b0913	314	19.91738404
b0914	2093	171.9294503
b0915	649	94.47097549
b0916	187	21.78960641
b0917	26	20.41235506
b0918	1764	339.2726372
b0919	2486	399.5162616
b0920	147	27.07656624
b0921	517	94.5015328
b0922	584	63.41965258
b0923	348	70.91873537
b0924	5567	179.2915632
b0925	2348	182.5437556
b0926	3377	883.7502952
b0927	2870	636.3231837
b0928	2045	246.6904894
b0929	3105	409.6420968
b0930	6376	653.8543672
b0931	2415	288.4180016
b0932	2587	142.2420081
b0933	32	5.986315666
b0934	6	1.08842103
b0935	19	2.381989479
b0936	2	0.299315783
b0937	2	0.498859639
b0938	15	3.99087711
b0939	3	0.613981094
b0940	28	1.546637496
b0941	47	6.304915099
b0942	10	2.645885377
b0943	8	2.227466294
b0944	51	10.30555608
b0945	316	44.90624927
b0946	762	201.6164657
b0947	491	63.55202144
b0948	894	60.90203363
b0949	1005	75.67606596
b0950	235	26.92409917
b0951	309	27.05333149
b0952	123	31.33263093
b0953	35687	30519.09245
b0954	1873	518.4910632
b0955	2324	189.604056
b0956	425	134.7912137
b0957	33800	4664.840795
b0958	839	236.3538279
b0959	250	57.01253015
b0960	538	35.88454405
b0961	210	67.49671354
b0962	1770	123.7463209
b0963	730	228.4972777
b0964	66	14.30214783
b0965	1440	499.7272208
b0966	2312	1044.555609
b0967	530	63.93445446
b0968	113	58.18956303
b0969	356	154.9911547
b0970	9280	2020.109432
b0971	11	17.958947
b0972	231	29.65874357
b0973	356	28.51007862
b0974	171	34.70033826
b0975	236	57.66410192
b0976	67	24.12530223
b0977	243	40.69020159
b0978	340	31.61704585
b0979	312	39.42439024
b0980	368	40.70141644
b0981	239	15.74392786
b0982	2	0.642825843
b0983	30	3.780830947
b0984	12	0.822154941
b0985	2	0.384662854
b0986	2	0.445493259
b0987	7	3.286604679
b0988	11	3.135689158
b0989	4	2.698057765
b0990	900	607.0629971
b0991	22	13.68300724
b0992	207	27.69089034
b0993	169	8.845353858
b0994	95	13.26413967
b0995	119	24.67087668
b0996	2	0.244964324
b0997	74	4.174203621
b0998	50	11.97263133
b0999	795	373.2643886
b1000	1993	310.8984266
b1001	2	0.228594393
b1002	4493	519.7394451
b1003	361	227.4799953
b1004	878	211.2958856
b1006	105	11.35102745
b1007	8	2.321964864
b1008	1	0.243099113
b1009	3	0.53809579
b1010	0	0
b1011	2	0.414636583
b1012	7	0.875283753
b1013	171	38.44732315
b1014	1038	37.63085941
b1015	373	35.51325238
b1018	64	8.151578779
b1019	91	10.27839105
b1020	547	73.79187987
b1021	6	2.082196753
b1022	2	0.21669921
b1023	7	0.498118391
b1024	32	1.896654468
b1025	8	0.845748792
b1026	0	0
b1027	0	0
b1028	0	0
b1029	7	1.018947347
b1032	2	3.26526309
b1033	281	42.99436938
b1034	572	111.3552052
b1035	412	106.6534942
b1036	272	79.42818834
b1037	69	11.88649729
b1038	1	0.344536153
b1039	5	1.841943282
b1040	117	25.82115882
b1041	0	0
b1042	3	0.945207737
b1043	0	0
b1044	13	5.986315666
b1045	399	107.3501101
b1046	692	69.91612558
b1047	100	12.40687185
b1048	4112	384.6207815
b1049	4846	273.6762803
b1050	36	22.68498568
b1051	751	287.7262761
b1053	544	63.69791143
b1054	969	151.1593454
b1055	644	87.86751655
b1056	79	19.70495573
b1057	13	3.294057297
b1058	0	0
b1059	239	30.6858862
b1060	7444	4194.083183
b1061	109	63.65935683
b1062	480	65.86662509
b1063	1197	306.5505819
b1064	2067	458.2857215
b1065	756	89.83929813
b1066	433	106.3415255
b1067	312	69.17520325
b1068	528	82.09804341
b1069	371	34.70192362
b1070	62	21.36124151
b1071	65	31.76412394
b1072	42	9.142736653
b1073	1	0.344536153
b1074	5	1.77372316
b1075	3	0.619274034
b1076	16	1.901360807
b1077	12	2.280501206
b1078	20	3.669772055
b1079	9	1.849848618
b1080	14	1.831878018
b1081	12	1.830211159
b1082	37	3.233484374
b1083	151	22.74046957
b1084	3920	176.7710539
b1085	2	0.895150006
b1086	487	72.88339323
b1087	592	145.390723
b1088	4339	1194.235571
b1089	1999	1650.571726
b1090	2170	291.0992716
b1091	1591	239.6032258
b1092	2055	317.4678372
b1093	11925	2330.998018
b1094	14338	8691.827242
b1095	7132	825.0126247
b1096	238	42.21461121
b1097	240	33.70594158
b1098	250	55.94687538
b1099	459	65.61716753
b1100	624	112.344691
b1101	1239	124.1346462
b1102	146	9.578105065
b1103	333	132.8962078
b1104	123	46.75027472
b1105	458	102.4946757
b1106	189	32.91385195
b1107	550	77.01692669
b1108	1108	293.1640998
b1109	4806	529.107735
b1110	2597	690.953857
b1111	811	184.0721139
b1112	2117	1178.886536
b1113	881	131.4378592
b1114	2429	101.2411541
b1115	2	0.267544834
b1116	792	94.82324014
b1117	646	132.2105956
b1118	1378	159.0196238
b1119	1655	260.7198007
b1120	916	180.5256016
b1121	2	0.364186504
b1122	7	2.17684206
b1123	1005	137.9082463
b1124	164	29.63791001
b1125	117	20.30141834
b1126	757	95.65469042
b1127	725	84.891518
b1128	4228	541.3934253
b1129	706	69.42651104
b1130	578	123.5746591
b1131	2162	226.5630542
b1132	735	164.4838136
b1133	2754	357.4268475
b1134	232	72.14676542
b1135	424	93.14487494
b1136	12752	1464.508343
b1137	12	2.588677045
b1138	32	6.521263023
b1139	44	7.071084276
b1140	58	7.387368268
b1141	10	5.840307966
b1143	73	30.6667399
b1144	65	30.22217618
b1145	237	50.44468667
b1146	3	2.14435188
b1147	9	2.317283483
b1148	3	1.271429876
b1150	0	0
b1151	4	1.39486967
b1152	9	1.657748954
b1153	0	0
b1154	1	0.228050121
b1155	1	0.347032792
b1156	0	0
b1157	2	0.573539225
b1158	0	0
b1159	23	3.962165764
b1160	0	0
b1161	5	1.77372316
b1162	1262	247.6960777
b1163	834	98.86311416
b1164	7	4.243464269
b1165	10	5.262695091
b1166	18	9.685724223
b1167	4	2.307977124
b1168	17	1.60263569
b1171	32	13.93178919
b1172	3	1.249318052
b1174	231	124.3001275
b1175	1658	292.9981217
b1176	1505	310.6691406
b1177	47	18.29963163
b1178	287	102.5714983
b1179	335	163.707408
b1180	537	116.8964186
b1181	127	39.49413452
b1182	15	2.363019342
b1183	35	11.97263133
b1184	49	5.547602224
b1185	465	125.814092
b1186	527	49.10176429
b1187	3144	627.3658817
b1188	1579	147.9826604
b1189	1378	152.4091083
b1190	851	114.1592074
b1191	1577	130.4375793
b1192	237	37.21329345
b1193	184	43.19537578
b1194	18	3.518487575
b1195	102	57.46863039
b1196	8	2.606287092
b1197	101	8.545835791
b1198	594	60.14158994
b1199	201	45.62083218
b1200	466	62.51256247
b1201	136	10.17673663
b1202	138	6.913067463
b1203	2441	321.1559679
b1204	343	84.23820608
b1205	6296	3242.137069
b1206	296	25.31356339
b1207	3591	544.2242925
b1208	1870	315.3355013
b1209	441	101.5371234
