Gene_id	MMC_4_readcount	MMC_4_fpkm
b2121	33	4.548524264
b2122	110	8.615145907
b2123	19	6.445085246
b2124	680	226.2585743
b2125	172	37.43803027
b2126	404	37.55267126
b2127	342	73.22039469
b2128	136	29.1168821
b2129	68	11.49598581
b2130	152	20.57084203
b2131	298	50.87338358
b2132	572	39.00884081
b2133	3574	326.4031229
b2134	457	76.7629395
b2135	1227	327.0275021
b2136	524	141.8305424
b2137	218	44.83514337
b2139	49	5.34759712
b2140	146	24.13579225
b2141	55	21.6026403
b2142	159	35.80180521
b2143	476	84.29090614
b2144	87	18.9366781
b2145	21	13.7127669
b2146	132	16.69627793
b2147	203	25.73917412
b2148	78	12.09095174
b2149	209	21.53446629
b2150	1069	167.6985307
b2151	580	87.31609498
b2152	365	49.39708777
b2153	1646	385.5855531
b2154	2431	455.1730511
b2155	250	19.66834036
b2156	751	80.06443492
b2157	1505	267.4145019
b2158	234	34.92557774
b2159	339	61.9197866
b2160	252	36.26516866
b2161	114	14.28119609
b2162	31	5.15736456
b2163	43	10.21037189
b2164	148	18.54050018
b2165	85	14.18634032
b2166	46	7.652863541
b2167	1136	105.2192043
b2168	417	69.59651662
b2169	600	83.13917029
b2170	219	29.03646073
b2171	509	139.2131309
b2172	893	95.39780575
b2173	91	14.44911608
b2174	45	9.877143025
b2175	1731	478.4439305
b2176	329	33.11496695
b2177	505	43.60454803
b2178	132	18.89195283
b2179	154	23.52287499
b2180	289	28.48510069
b2181	726	329.7877853
b2182	752	98.95166807
b2183	791	178.1083517
b2184	567	50.45924447
b2185	3627	1994.434308
b2186	800	124.3788381
b2187	232	159.4667629
b2188	1481	131.7991906
b2189	14	28.49406109
b2190	450	27.20787083
b2192	0	0
b2193	580	140.2716896
b2194	346	51.4949651
b2195	82	23.03014615
b2196	331	26.68386739
b2197	104	33.9554228
b2198	0	0
b2199	262	55.63677782
b2200	141	33.32902621
b2201	194	48.72301792
b2202	210	54.57817671
b2203	72	25.07477376
b2204	136	24.66846955
b2205	203	45.709223
b2206	653	41.14854057
b2207	2	1.187252545
b2208	146	46.2236991
b2209	1486	476.2412296
b2210	402	38.25159021
b2211	544	51.85780461
b2212	114	27.44358879
b2213	390	57.38944698
b2214	214	31.75900559
b2215	60635	8607.38738
b2216	2401	140.7700425
b2217	2422	583.0558952
b2218	1396	76.76400037
b2219	136	11.66587723
b2220	138	15.6038906
b2221	15	3.545641086
b2222	9	2.166599115
b2223	36	4.264417306
b2224	51	6.744796739
b2225	41	8.269511938
b2226	76	7.218495476
b2229	22	5.525290692
b2230	123	11.41280777
b2231	13146	783.9444821
b2232	1009	218.710639
b2233	464	19.37565785
b2234	1212	83.08898129
b2235	518	71.77681702
b2236	31	19.05191143
b2237	635	152.8656042
b2238	15	9.673909629
b2239	231	33.61346761
b2240	117	13.49222098
b2241	75	7.215346961
b2242	45	5.597047714
b2243	45	5.921309924
b2244	31	5.398041573
b2245	56	10.91563534
b2246	45	5.466883814
b2247	139	18.06277753
b2248	20	4.002997088
b2249	762	99.26734001
b2250	75	21.64604088
b2251	64	23.54438851
b2252	46	11.95521966
b2253	152	20.8956448
b2254	68	10.99770779
b2255	302	23.86718884
b2256	108	18.99604073
b2257	110	10.42886083
b2258	39	15.79321991
b2259	275	161.4129865
b2260	394	45.53586311
b2261	675	109.8486
b2262	681	124.3875359
b2263	57	11.7692861
b2264	584	54.77134902
b2265	700	84.64670926
b2266	4473	2290.838706
b2267	146	49.52539189
b2268	300	51.21481568
b2269	48	6.206627168
b2270	82	7.436818027
b2271	39	6.288041259
b2272	39	12.12693671
b2273	43	9.398668686
b2274	14	5.186862184
b2275	46	8.491163081
b2276	3798	408.2389864
b2277	1931	197.7916182
b2278	3872	329.4297095
b2279	49	25.3437276
b2280	618	174.5068714
b2281	533	153.8311972
b2282	1375	220.3336779
b2283	4497	258.437059
b2284	2031	237.8870773
b2285	716	223.9712826
b2286	3728	326.2100662
b2287	2652	626.869344
b2288	2642	932.5387426
b2289	519	86.62012501
b2290	534	68.70858573
b2291	291	76.00790796
b2292	3697	316.0851016
b2293	736	177.179661
b2294	426	134.8718892
b2295	1408	483.8991427
b2296	4438	578.1475787
b2297	4978	363.7011182
b2298	89	9.170179424
b2299	785	226.5618946
b2300	850	240.0175416
b2301	407	98.88985387
b2302	165	39.90487722
b2303	235	101.4561266
b2304	1042	182.661593
b2305	73	12.83991642
b2306	69	13.9709253
b2307	28	6.12006333
b2308	68	15.51205072
b2309	389	77.85829336
b2310	438	87.66563623
b2311	170	46.7402581
b2312	1914	197.6001193
b2313	1563	500.9186015
b2314	927	219.1206191
b2315	445	54.95603981
b2316	3273	560.5856183
b2317	485	115.1634969
b2318	340	65.53984531
b2319	509	78.66777517
b2320	1177	162.2306987
b2321	776	122.101057
b2322	143	19.00812472
b2323	5471	702.2117487
b2324	630	49.1937826
b2325	148	83.13321049
b2326	192	54.80824865
b2327	171	33.08477093
b2328	206	39.1318439
b2329	789	113.858175
b2330	1042	175.0262209
b2331	1020	289.5863817
b2332	266	50.71388245
b2333	21	6.094563066
b2334	6	1.922912098
b2335	15	4.582378245
b2336	13	2.705611378
b2339	13	3.612279021
b2340	993	320.2064087
b2341	1575	115.0721698
b2342	824	98.50120889
b2343	7827	4303.952943
b2344	1249	145.9656619
b2345	49	7.251321495
b2346	1599	331.4696035
b2347	104	17.46902781
b2348	1	2.08956448
b2349	45	6.090051917
b2350	144	62.16886056
b2351	297	50.53751226
b2352	204	24.00175416
b2353	12	6.462570556
b2354	10	3.553681088
b2355	11	2.977358715
b2356	8	4.643476622
b2357	1	0.316600679
b2358	18	3.984339051
b2359	21	9.066292165
b2360	17	3.229326923
b2361	3	0.875515844
b2362	9	3.885553785
b2363	1	0.512148157
b2364	91	15.23640767
b2365	62	7.261939336
b2366	157	18.51363563
b2367	43	4.37871699
b2368	30	4.039106598
b2369	562	143.2116144
b2370	894	38.98311029
b2371	60	8.205096125
b2372	46	7.628568736
b2373	50	4.622930265
b2374	42	5.261493295
b2375	16	3.94257449
b2376	9	5.110347913
b2377	235	151.5579175
b2378	2031	345.5949071
b2379	487	61.59914659
b2380	432	39.87154838
b2381	188	40.08552268
b2382	261	47.67275605
b2383	146	9.166959557
b2384	27	4.076462497
b2385	31	4.473515116
b2386	47	5.902015057
b2387	7	3.354805358
b2388	983	159.4753015
b2389	149	18.57667706
b2390	1728	828.1576654
b2392	440	55.65425976
b2393	583	75.94863415
b2394	0	0
b2395	420	30.05537951
b2396	8	16.49656168
b2397	7	14.43449147
b2398	342	155.3545765
b2399	223	88.92612195
b2400	3547	392.5680726
b2401	2	4.124140421
b2402	51	105.1655807
b2403	0	0
b2404	0	0
b2405	202	35.77051059
b2406	214	26.68059658
b2407	35	6.576866618
b2408	46	9.423526086
b2409	86	14.53904088
b2410	732	114.8319219
b2411	527	40.9672798
b2412	1474	234.0439243
b2413	673	138.4130802
b2414	1381	222.6611533
b2415	2118	1286.539991
b2416	6825	618.9790614
b2417	6817	2094.788391
b2418	188	34.58082062
b2419	53	22.14938349
b2420	100	21.32208653
b2421	262	45.02186626
b2422	147	20.98128269
b2423	94	16.81670044
b2424	109	20.48224175
b2425	155	23.8851397
b2426	2641	522.5889954
b2427	105	19.17869496
b2428	113	19.74254065
b2429	76	8.35825792
b2430	56	6.725035108
b2431	2450	426.6194146
b2432	285	77.54243187
b2433	27	9.40304016
b2434	78	28.69472349
b2435	1128	203.1921322
b2436	589	102.5627899
b2437	97	14.43644975
b2438	104	32.5321416
b2439	58	13.77212953
b2440	119	21.00153489
b2441	143	16.45416964
b2442	383	49.64660024
b2443	80	19.52864
b2444	17	10.8300598
b2445	28	11.89183037
b2446	5	1.879104748
b2447	26	6.859681373
b2448	23	9.53571092
b2449	64	25.52139823
b2450	223	43.14563695
b2451	73	8.148408495
b2452	80	10.21791922
b2453	76	10.02568816
b2454	34	6.366056659
b2455	87	9.711116974
b2456	11	5.985731583
b2457	98	52.239112
b2458	82	12.63600939
b2459	46	8.966414746
b2460	43	9.59949494
b2461	24	7.8358668
b2462	21	9.7948335
b2463	2820	193.8345998
b2464	944	155.5637909
b2465	2848	222.7200464
b2466	1477	221.7160012
b2467	514	139.8484561
b2468	144	11.39762444
b2469	422	38.87990346
b2470	295	14.84637576
b2471	62	27.21701633
b2472	240	33.34411404
b2473	448	100.4425844
b2474	555	43.14390946
b2475	602	109.1942549
b2476	1529	335.6033708
b2477	2685	406.5565673
b2478	3666	653.6129167
b2479	501	137.0251053
b2480	630	209.6219144
b2481	13	3.29664299
b2482	93	7.218777735
b2483	31	5.124723012
b2484	54	5.8769001
b2485	7	1.685132645
b2486	63	6.244903332
b2487	64	6.013135194
b2488	19	5.45353367
b2489	24	4.955488885
b2490	10	3.785442898
b2491	90	7.006736334
b2492	59	10.8908396
b2493	557	82.19543893
b2494	861	92.16777752
b2495	417	181.5309142
b2496	986	220.1186514
b2497	351	42.64169375
b2498	1837	459.1543002
b2499	2499	377.2992511
b2500	520	127.5321044
b2501	1929	146.2543498
b2502	1134	115.2512704
b2503	151	10.54559614
b2504	164	133.8627245
b2505	13	3.925482404
b2506	32	9.286953244
b2507	4659	462.7034654
b2508	3424	365.7806124
b2509	1832	209.4136831
b2510	134	97.22279177
b2511	1422	151.2912775
b2512	2403	319.4162497
b2513	1047	264.2239143
b2514	3277	402.7942824
b2515	2689	376.5977806
b2516	2442	377.4198565
b2517	2068	280.5986587
b2518	873	316.6996165
b2519	400	27.10200363
b2520	5641	178.1625337
b2521	2695	499.2354852
b2522	416	83.90529186
b2523	1394	170.143276
b2524	154	120.0719888
b2525	145	67.63099321
b2526	1442	122.088816
b2527	307	93.2407406
b2528	1084	524.3259019
b2529	948	383.89673
b2530	5171	666.9838226
b2531	1894	606.9992523
b2532	4322	914.0787128
b2533	1710	333.3167221
b2534	34	6.232034414
b2535	2099	256.7913257
b2536	411	56.50072377
b2537	151	26.55927916
b2538	233	26.80994074
b2539	22	6.643124069
b2540	8	3.905728
b2541	66	12.72244056
b2542	75	9.770407481
b2543	166	61.5013659
b2544	93	16.69497394
b2545	99	14.60924319
b2546	45	7.059339459
b2547	70	7.255432222
b2548	39	6.211357829
b2549	178	8.499599576
b2550	269	35.30733952
b2551	15601	1949.718627
b2552	3551	467.2571454
b2553	687	317.5953092
b2554	239	28.05651184
b2555	163	35.77720696
b2556	376	41.26450864
b2557	3962	159.7001248
b2558	184	18.52022468
b2559	285	88.61992214
b2560	383	94.37537686
b2561	147	27.13480376
b2562	96	57.64315807
b2563	63	25.9138902
b2564	445	95.27215098
b2565	220	47.2946693
b2566	1191	206.0158357
b2567	862	198.3705486
b2568	1517	243.8361012
b2569	3570	310.8227164
b2570	775	253.0331987
b2571	2324	380.5758504
b2572	5997	1443.67721
b2573	4680	1273.328355
b2574	265	25.58847445
b2575	347	73.68687749
b2576	1565	183.7173265
b2577	318	56.5035293
b2578	87	23.1877691
b2579	23643	9649.135351
b2580	293	66.54808615
b2581	2104	317.6621146
b2582	290	108.2095891
b2583	102	22.86862414
b2584	6061	356.9574496
b2585	2320	268.1299554
b2586	68	32.89129274
b2587	5027	606.4804065
b2588	0	0
b2589	0	0
b2590	0	0
b2591	0	0
b2592	8170	497.4283742
b2593	375	80.28552049
b2594	932	148.8894568
b2595	2942	624.7458028
b2597	27784	12731.67972
b2598	6	19.589667
b2599	350	47.24467493
b2600	789	110.2049716
b2601	1285	188.0315376
b2602	65	27.83231377
b2603	189	57.07047496
b2604	206	26.31114198
b2605	205	66.5156395
b2606	4508	2030.119973
b2607	11136	2272.401372
b2608	7556	2156.932952
b2609	3556	2238.099786
b2610	7524	865.742464
b2611	435	86.07580954
b2614	3480	918.1419684
b2615	617	110.005229
b2616	13977	1317.953192
b2617	2840	1301.395422
b2618	63	33.92849542
b2619	369	121.2341656
b2620	1588	515.2528562
b2621	1239695	535211.2888
b2622	364	45.9300405
b2623	108	17.68596895
b2624	5	3.678810704
b2625	69	7.669146229
b2626	14	3.49927066
b2627	374	26.76359985
b2628	461	44.67946314
b2629	19	11.27889918
b2630	998	145.6274686
b2631	217	91.418446
b2632	34	6.167117389
b2633	32	6.10091819
b2634	10	2.232440684
b2635	0	0
b2636	6	2.117801838
b2637	14	4.688125436
b2638	6	6.145777882
b2641	100	15.42493465
b2642	242	22.25680476
b2643	10	3.414321046
b2644	3	0.973399602
b2645	3	1.478465434
b2646	4	1.899604073
b2647	312	10.67361031
b2648	12	7.8358668
b2650	60	6.84355179
b2652	7	14.43449147
b2659	512	82.04424952
b2660	385	47.54623669
b2661	817	88.3630528
b2662	1479	180.9406245
b2663	286	31.99226131
b2664	208	49.16622306
b2665	3769	1312.594754
b2666	80	78.85148981
b2667	104	54.32867648
b2668	488	145.6724952
b2669	39	15.09129902
b2670	1054	367.066827
b2671	354	160.8056143
b2672	1004	476.8006222
b2673	8	5.096498731
b2674	2	0.762614774
b2675	90	6.575552559
b2676	76	12.4067891
b2677	108	14.06938677
b2678	79	11.62504182
b2679	98	15.46656488
b2681	131	17.4278192
b2682	572	121.4665531
b2683	41	19.12324636
b2684	911	268.8691019
b2685	458	61.19057109
b2686	453	46.12927434
b2687	1464	444.6398835
b2688	1411	142.0219403
b2689	216	78.90663071
b2690	503	139.0279012
b2691	10	20.35290078
b2692	11	22.38819086
b2693	22	44.77638171
b2694	0	0
b2695	23	38.75805084
b2696	4136	3484.85431
b2697	4694	279.6013589
b2698	533	166.7272257
b2699	55991	8262.486214
b2700	272	85.59661725
b2701	535	77.20421248
b2702	57	15.83845417
b2703	80	13.059778
b2704	13	5.476681097
b2705	115	23.10576108
b2706	24	10.4478224
b2707	161	32.5988257
b2708	216	35.04238569
b2709	202	20.8956448
b2710	115	12.51562058
b2711	70	9.673909629
b2712	255	17.73764788
b2713	58	17.21516191
b2714	257	39.83813586
b2715	181	19.45530714
b2716	183	20.12580525
b2717	361	120.1166843
b2718	11	4.194381255
b2719	28	5.713652875
b2720	15	4.329208177
b2721	61	5.590501459
b2722	28	4.749010182
b2723	68	5.832938614
b2724	8	2.048592627
b2725	10	3.39215013
b2726	25	11.16220342
b2727	418	75.03762479
b2728	13	7.462730285
b2729	433	60.48004143
b2730	424	65.72517355
b2731	447	33.69535796
b2732	486	215.1543087
b2733	912	55.78696738
b2734	38	9.064320803
b2735	390	79.58302218
b2736	38	6.551439789
b2737	40	5.371631054
b2738	35	8.583891643
b2739	37	7.462730285
b2740	94	10.79225611
b2741	11433	1804.379962
b2742	4390	603.4992149
b2743	442	110.4769737
b2744	296	60.8770754
b2745	445	66.41829954
b2746	112	36.5673784
b2747	222	48.93283909
b2748	365	183.3391911
b2749	159	76.90758155
b2750	28	7.241065029
b2751	168	18.43733365
b2752	42	7.241065029
b2753	218	32.91366016
b2754	66	36.2924357
b2755	67	11.4379755
b2756	27	7.05228012
b2757	45	10.4478224
b2758	44	6.314617934
b2759	13	4.218064944
b2760	70	7.26985654
b2761	281	16.51202528
b2762	160	34.11533845
b2763	267	24.42704536
b2764	339	29.51509828
b2765	266	113.8983917
b2766	292	35.97599222
b2767	1	0.600449563
b2768	94	25.57539858
b2769	72	13.10528245
b2770	47	9.443224092
b2771	43	5.036506314
b2774	25	4.984648091
b2775	38	4.659826892
b2776	80	8.47693501
b2777	467	108.9092201
b2778	28	5.026443766
b2779	12865	1552.092785
b2780	4829	462.0195455
b2781	574	113.5804935
b2782	53	24.72029407
b2783	27	16.99344607
b2784	1603	112.4017403
b2785	972	116.9963522
b2786	526	29.89964408
b2787	131	15.30944893
b2788	75	8.764951677
b2789	132	15.28949619
b2790	517	180.050806
b2791	297	59.44450676
b2792	40	18.99604073
b2793	259	74.34027477
b2794	733	135.3048378
b2795	2418	277.6135666
b2796	1552	188.5467484
b2797	660	75.60924105
b2798	234	48.50774686
b2799	269	36.69013349
b2800	50	12.09238704
b2801	136	16.18341511
b2802	354	31.23757711
b2803	162	17.89161975
b2804	56	20.74744874
b2805	559	119.6789492
b2806	324	46.1184531
b2807	47	18.60028988
b2808	160	27.31456836
b2809	222	152.5931956
b2810	999	129.8180918
b2811	444	156.717336
b2812	329	63.89095854
b2813	740	105.6200625
b2814	23	46.81167179
b2815	0	0
b2816	11	22.38819086
b2817	535	66.8610644
b2818	155	18.23662694
b2819	865	74.19841031
b2820	1781	78.77888101
b2821	1247	67.64503911
b2822	1076	50.05279119
b2823	53	25.63586052
b2824	56	21.51022259
b2825	98	27.23102647
b2826	45	14.97299388
b2827	875	172.487634
b2828	599	107.16174
b2829	4791	334.1489794
b2830	2437	719.2469827
b2831	265	60.18854208
b2832	301	66.06711223
b2833	425	304.1318164
b2834	1103	166.0511255
b2835	476	62.47692792
b2836	747	54.1980787
b2837	709	107.6672396
b2838	113	14.02142436
b2839	125	20.92913141
b2840	236	53.36982871
b2841	184	20.32134589
b2842	98	20.15524794
b2843	92	17.22580037
b2844	579	76.76762905
b2845	280	35.67549112
b2846	50	12.37893649
b2847	125	24.18477407
b2848	20	6.489330683
b2849	16	5.886097127
b2850	22	7.036288555
b2851	9	2.866780536
b2852	19	2.162403329
b2853	6	4.293625644
b2854	11	3.427218083
b2856	21	5.199153327
b2858	13	2.881648328
b2859	3	1.178325835
b2860	0	0
b2861	0	0
b2863	90	12.40506617
b2864	0	0
b2865	475	98.46658015
b2866	194	13.45868224
b2867	28	4.99213357
b2868	38	12.4067891
b2869	1500	132.1394064
b2870	42	5.526555929
b2871	63	8.248280842
b2872	181	23.40415661
b2873	66	7.462730285
b2874	111	18.64482775
b2875	336	32.38439415
b2876	185	37.60403004
b2877	242	65.50189173
b2878	221	11.17603461
b2879	101	11.91004585
b2880	69	13.86345665
b2881	508	27.72985255
b2882	50	5.593052676
b2883	71	8.429493072
b2886	38	12.17844329
b2887	123	10.03970434
b2888	63	6.813797217
b2889	326	93.05983886
b2890	2931	302.5945401
b2891	2673	381.1696443
b2892	1122	101.4053351
b2893	519	114.3970427
b2894	652	113.9127125
b2895	884	265.3987069
b2896	683	262.3478933
b2897	825	484.2389595
b2898	1710	273.1770077
b2899	8636	2050.622596
b2900	225	113.0173096
b2901	1429	155.5201897
b2902	243	51.18590409
b2903	6287	342.8259887
b2904	1785	717.2831917
b2905	4978	712.4556151
b2906	1488	193.8448844
b2907	1842	244.8459142
b2908	3189	376.9016474
b2909	1348	364.8617771
b2910	1352	642.0661766
b2911	2406	2060.447598
b2912	655	186.9760566
b2913	494	62.78861637
b2914	1416	336.2299209
b2915	21	10.252536
b2916	512	89.75310518
b2917	56	4.091454926
b2918	40	6.293868915
b2919	23	4.585876244
b2920	56	5.933854507
b2921	102	17.82070041
b2922	1540	325.7013461
b2923	48	11.82772347
b2924	606	110.302794
b2925	12571	1824.160769
b2926	8622	1160.839236
b2927	1384	212.6439147
b2928	270	59.26285815
b2929	260	79.89511247
b2930	28	4.542531478
b2933	67	7.559439533
b2934	13	4.588570648
b2935	4781	376.1373411
b2936	1783	368.1515284
b2937	1442	245.3706824
b2938	2717	215.3773404
b2939	171	203.0201853
b2940	19	13.78532122
b2942	2141	290.5037371
b2943	168	18.87348563
b2944	55	17.30813952
b2945	41	9.075438949
b2946	263	56.3069117
b2947	896	147.6537677
b2948	1276	354.5590793
b2949	527	198.0576405
b2950	90	14.37773725
b2951	436	96.92022481
b2952	359	99.22667305
b2953	35	18.84916412
b2954	284	74.92882731
b2955	548	75.53306959
b2956	55	8.551045119
b2957	851	127.3796112
b2958	292	63.55758626
b2959	557	266.9466549
b2960	347	75.52904943
b2961	568	84.53508722
b2962	65	36.90806826
b2963	234	33.9554228
b2964	294	36.65465138
b2965	789	57.88856653
b2966	543	120.194228
b2967	15	30.93105316
b2968	30	8.755158435
b2969	27	4.393944
b2970	18	3.322629032
b2971	12	4.575688642
b2972	53	10.25434421
b2975	160	14.89885547
b2976	1099	79.2966631
b2977	109	42.17824598
b2979	483	50.46298219
b2980	730	149.5472618
b2981	41	5.83597709
b2982	0	0
b2983	41	6.016302224
b2984	32	6.607318514
b2985	26	5.706793748
b2986	35	7.915016969
b2987	79	8.253779696
b2988	1384	116.611179
b2989	1257	227.2130235
b2990	63	39.65137417
b2991	42	19.24598863
b2992	192	61.53318714
b2993	323	102.2620192
b2994	848	77.99078693
b2995	248	32.96513938
b2996	334	53.03301947
b2997	824	115.4022206
b2998	24	13.059778
b3001	1193	179.6001747
b3002	609	192.8098134
b3003	411	72.78059333
b3005	717	263.7707275
b3006	1037	221.1100373
b3008	463	61.07754761
b3009	1911	453.7679229
b3010	71	11.626887
b3011	271	36.48659627
b3012	1082	204.7924608
b3013	54	9.129165203
b3014	14	8.504041488
b3017	893	99.04358177
b3018	291	61.79504712
b3019	1962	136.1130647
b3020	229	22.31857583
b3021	129	51.05185945
b3022	70	36.93674586
b3023	90	29.20198807
b3024	5080	2025.760984
b3025	91	21.60799633
b3026	127	14.74303827
b3027	27	12.70681103
b3028	145	39.04469711
b3029	1515	753.7357588
b3030	1873	155.0615797
b3031	502	135.1754341
b3032	2046	387.2508085
b3033	126	46.68175966
b3034	367	91.29406716
b3035	4546	480.726727
b3037	4331	1010.033902
b3038	3952	533.4598724
b3039	124	24.62984748
b3040	755	152.8702696
b3041	2286	547.7917891
b3042	723	389.369876
b3043	26	7.381613652
b3044	0	0
b3045	0	0
b3046	54	3.427596656
b3047	12	2.507477376
b3048	52	7.651926264
b3049	960	748.5007092
b3050	585	145.5232406
b3051	1190	112.2103669
b3052	780	85.24373924
b3053	813	44.84730523
b3054	391	47.06334745
b3055	947	238.9876283
b3056	1459	184.5444659
b3057	259	49.3793066
b3058	81	34.40136644
b3059	388	98.39211386
b3060	100	16.79714212
b3061	26	4.467818789
b3062	21	5.430798772
b3063	67	7.172173164
b3064	925	142.9620669
b3065	8097	5874.72347
b3066	2345	210.4823327
b3067	5829	495.931244
b3068	406	125.4975117
b3069	6	12.37242126
b3070	74	15.15958544
b3071	106	26.62185515
b3072	233	24.00732366
b3073	722	81.99269318
b3074	75	35.2966973
b3075	690	109.8932539
b3076	192	9.728331235
b3077	16	5.572171946
b3078	53	5.792202795
b3079	40	5.853121792
b3080	96	6.396625959
b3081	874	67.84098646
b3082	56	21.04597318
b3083	22	10.94533775
b3084	806	111.0942593
b3085	100	31.09470952
b3086	26	5.879726892
b3087	1488	236.2668652
b3088	333	54.02367794
b3089	570	71.75010564
b3090	92	26.119556
b3091	346	36.44099345
b3092	429	47.58084723
b3093	476	57.42682982
b3094	1995	402.3823492
b3095	1361	321.7078345
b3096	386	157.5335721
b3097	1790	760.2277274
b3098	536	274.5114121
b3099	1238	479.0520048
b3100	1399	730.8251768
b3101	85	33.89560702
b3102	439	69.7050765
b3103	257	110.0446867
b3104	38	16.68139711
b3105	428	74.77705664
b3106	64	14.28762038
b3107	286	271.6433824
b3110	148	17.41303733
b3113	212	85.18993649
b3114	1049	71.63245554
b3115	305	39.53580437
b3116	664	78.12335668
b3117	374	59.20432693
b3118	429	71.59929408
b3119	21	15.02768975
b3120	24	6.965214933
b3121	50	6.595847474
b3123	207792	86378.27236
b3124	155	21.19649832
b3125	246	43.56210695
b3126	67	13.61875682
b3127	129	15.14347292
b3128	296	29.5091167
b3129	112	52.239112
b3130	177	59.65369564
b3131	608	117.6347411
b3132	54	6.6063514
b3133	32	10.58007332
b3134	8	3.343303168
b3135	52	14.68342608
b3136	28	3.799208145
b3137	24	4.368427484
b3138	7	2.299835119
b3139	10	1.949220597
b3140	30	5.936262727
b3141	28	5.804345778
b3142	27	7.233107815
b3143	17	3.827865965
b3144	88	5.479191723
b3145	74	10.62003925
b3146	336	61.15798478
b3147	1133	87.16776715
b3148	60	23.74505091
b3149	368	97.5837219
b3150	459	124.8841271
b3151	292	43.95913747
b3152	250	61.60272641
b3153	176	53.14499255
b3154	322	113.6553653
b3155	107	55.34242558
b3156	1335	415.1143721
b3157	1592	475.2266646
b3158	81	12.74508455
b3159	78	13.9066578
b3160	236	36.69175724
b3161	1464	184.2844818
b3162	15019	1245.363846
b3163	18809	3330.730365
b3164	14075	1032.676266
b3165	6833	3966.10947
b3166	1078	178.7738499
b3167	587	228.8384981
b3168	8461	496.0663598
b3169	4554	479.6308791
b3170	1245	430.7132082
b3171	133	270.6935804
b3172	411	47.92472105
b3173	61	5.879309653
b3174	9	16.21213821
b3175	3234	1521.993587
b3176	1718	201.2259964
b3177	190	35.07219533
b3178	12286	995.053845
b3179	4264	1060.702731
b3180	1224	652.4558478
b3181	861	282.8797197
b3182	416	45.4633276
b3183	1802	240.7541683
b3184	1063	172.4539629
b3185	2932	1780.98926
b3186	3949	1983.579358
b3187	2132	343.7462555
b3188	123	69.09043845
b3189	1378	171.3940389
b3190	298	183.1441809
b3191	243	129.5316757
b3192	879	216.5951861
b3193	256	72.68050365
b3194	503	100.6753768
b3195	833	161.1673344
b3196	429	68.74410751
b3197	786	124.8022554
b3198	518	143.1738625
b3199	430	116.9938446
b3200	509	142.9554194
b3201	662	142.9020336
b3202	1992	217.6993956
b3203	876	476.681897
b3204	912	290.5004277
b3205	893	163.6825509
b3206	62	35.5914829
b3207	3834	949.2168502
b3208	243	52.239112
b3209	464	111.1878347
b3210	1688	113.1959192
b3211	139	23.42334377
b3212	693	24.34546376
b3213	234	25.84345076
b3214	17	3.482607467
b3215	9	2.08956448
b3216	80	5.263386599
b3218	1	0.154097676
b3219	31	6.775784401
b3220	76	10.55896945
b3221	122	41.11723654
b3222	178	31.84439019
b3223	158	35.88599868
b3224	340	35.73701827
b3225	396	69.41841729
b3226	707	139.8979249
b3227	73	8.362840298
b3228	1521	478.648731
b3229	3680	902.5348927
b3230	7774	3100.052341
b3231	10522	3843.775779
b3232	607	84.33282176
b3233	2419	950.1233979
b3234	645	73.89084921
b3235	582	85.40214377
b3236	9147	1526.617116
b3237	583	193.9834541
b3238	287	170.3707403
b3239	110	63.14617934
b3240	138	10.98932539
b3241	52	8.734513903
b3242	12	9.218666823
b3243	611	102.9616046
b3244	1789	193.8916418
b3247	666	71.00254814
b3248	210	55.40511879
b3249	167	53.5210534
b3250	1232	174.8874619
b3251	4586	688.4154242
b3252	812	65.56129666
b3253	465	74.74211409
b3255	1433	476.8066719
b3256	2528	293.4677225
b3257	27	17.41303733
b3258	216	23.31332271
b3259	447	79.42477232
b3260	5286	857.5650498
b3261	867	457.4879808
b3262	45	7.968678101
b3263	99	86.1945348
b3264	14	3.309265013
b3265	28	3.789365637
b3266	215	10.85160298
b3267	276	194.8377691
b3268	77	11.77291207
b3269	33	4.375357096
b3270	46	6.529889
b3271	58	11.97576481
b3272	0	0
b3273	0	0
b3274	0	0
b3275	0	0
b3276	0	0
b3277	0	0
b3278	1	0.101632514
b3279	342	96.5717638
b3280	124	75.32151032
b3281	309	59.12778611
b3282	222	60.71771133
b3283	456	131.6079286
b3284	1209	399.728395
b3287	2074	637.3171664
b3288	2775	458.7453664
b3289	1696	206.0407766
b3290	812	92.41428963
b3291	377	143.7528848
b3292	258	94.91331616
b3293	248	105.3276405
b3294	4294	1752.45896
b3295	15730	2490.064339
b3296	9542	2408.046409
b3297	4153	1668.838709
b3298	6926	3040.404115
b3299	1620	2169.932345
b3300	23996	2823.265161
b3301	8022	2890.083838
b3302	25	21.76629667
b3303	7619	2369.105919
b3304	2816	1246.655419
b3305	9244	2712.912086
b3306	6647	2650.636469
b3307	6232	3191.707313
b3308	14894	4322.496301
b3309	4298	2138.320984
b3310	16365	6894.298934
b3311	1208	742.4099682
b3312	73	59.58523712
b3313	3434	1309.409566
b3314	10073	2248.737501
b3315	2855	1343.62761
b3316	1159	651.0229119
b3317	13162	2509.383913
b3318	2001	1034.95508
b3319	7866	2034.222054
b3320	16149	4017.187713
b3321	13808	6935.746716
b3322	32	11.94036846
b3323	85	9.061886775
b3324	26	4.993444529
b3325	112	8.987374107
b3326	26	2.749426947
