Gene_id	PME_2_readcount	PME_2_fpkm
b0172	4497	1324.720273
b0173	1401	192.388664
b0174	1352	291.646799
b0175	797	152.6885699
b0176	1482	180.0470048
b0177	5898	398.4723152
b0178	3042	1028.865096
b0179	3142	503.3780961
b0180	1030	371.2854034
b0181	1572	327.4997949
b0182	761	108.8679692
b0183	185	50.93694465
b0184	1683	79.42662985
b0185	1367	234.0630045
b0186	2118	162.5331615
b0187	388	163.5319489
b0188	584	73.89910692
b0189	213	137.3013846
b0190	184	55.3937382
b0191	84	32.64182353
b0192	979	226.3333674
b0193	32	6.375753583
b0194	3700	353.8028616
b0195	121	28.09231998
b0196	182	73.86723769
b0197	1054	212.3175754
b0198	280	70.37457366
b0199	353	56.22513436
b0200	9	2.568357767
b0201	2	0.213197013
b0202	0	0
b0203	0	0
b0204	0	0
b0205	0	0
b0206	0	0
b0207	27	5.520052513
b0208	320	57.4863028
b0209	1468	301.2513719
b0210	188	49.52320617
b0211	2884	348.827964
b0212	222	48.26881898
b0213	286	65.02243507
b0214	396	139.0864514
b0215	519	116.5444967
b0216	5	10.67369461
b0217	5	1.045641839
b0218	0	0
b0219	814	173.5423686
b0220	1943	673.798365
b0221	2311	155.3662115
b0222	1096	311.1483371
b0223	396	84.7558063
b0224	1245	276.1764465
b0225	120	70.69888046
b0226	305	192.0856077
b0227	64	14.02665788
b0228	92	30.36644685
b0229	76	7.292756671
b0230	39	8.479657388
b0231	439	68.3338824
b0232	69	38.57778196
b0233	35	14.41885062
b0234	22	7.982886833
b0235	0	0
b0236	3	0.984280821
b0237	3575	403.0454438
b0238	332	118.8942611
b0239	1142	150.77601
b0240	1493	610.4769187
b0241	1	0.155658046
b0242	714	106.307678
b0243	1100	144.1885062
b0244	9	19.46544834
b0245	1	0.480628354
b0246	0	0
b0247	0	0
b0248	0	0
b0249	3	2.054686213
b0250	290	101.8562396
b0251	4	1.480854928
b0252	9	1.79972515
b0253	231	43.94745512
b0254	19	3.493426224
b0256	0	0
b0258	200	29.67055904
b0259	0	0
b0260	223	26.10797866
b0261	521	91.78919761
b0262	29	4.552886356
b0263	4	1.889366633
b0264	0	0
b0265	0	0
b0266	57	30.32158295
b0267	18	2.561686707
b0268	121	21.88048685
b0269	386	32.24019831
b0270	107	12.71736369
b0271	298	30.40578481
b0272	94	20.35736538
b0273	75	12.26678336
b0274	0	0
b0275	0	0
b0276	96	19.05795908
b0277	14	3.670252885
b0278	6	1.410943322
b0279	2	0.384502683
b0280	121	45.10059534
b0281	151	17.71635222
b0283	403	69.219523
b0284	1165	87.08356302
b0285	291	49.98233547
b0286	304	72.4202445
b0287	116	31.00404562
b0288	8	3.984845989
b0289	60	13.87129933
b0290	79	7.898793715
b0291	56	3.644099064
b0292	3	0.737107162
b0293	26	7.268277761
b0294	0	0
b0295	3	2.162827593
b0296	20	12.45264372
b0297	1	0.188503322
b0298	0	0
b0299	0	0
b0300	51	12.25602303
b0301	1	0.276725416
b0303	0	0
b0304	308	38.18059449
b0305	12	2.307016099
b0306	14	3.196178554
b0307	103	11.85617255
b0308	34	8.02980819
b0310	2	0.491404774
b0311	232	22.82164938
b0312	345	38.49921214
b0313	135	37.73913453
b0314	475	38.38646809
b0315	40	6.037645438
b0316	83	14.62284722
b0317	5	1.650350372
b0318	70	18.98719933
b0319	8	1.521989788
b0320	34	3.610301357
b0321	35	4.054349117
b0323	12	2.074131193
b0324	206	24.48389645
b0325	1378	215.722484
b0326	3	0.604319474
b0327	6	4.009143831
b0328	66	16.1439631
b0329	8083	4813.921351
b0330	100	10.35758646
b0331	1440	265.6563993
b0333	1191	167.3252157
b0334	2301	260.4866654
b0335	2478	215.8563831
b0336	23	3.000494153
b0337	278	35.58895746
b0338	52	9.497216275
b0339	7	1.74337012
b0340	23	8.026799644
b0341	24	3.415582277
b0342	9	2.417277898
b0343	19	2.490528743
b0344	117	6.254264376
b0345	264	40.06922698
b0346	247	48.68177407
b0347	19	1.875749576
b0348	12	2.08730028
b0349	17	3.223037197
b0350	14	2.841047604
b0351	25	4.321106652
b0352	60	9.72632527
b0353	83	11.25669675
b0354	251	76.40388734
b0355	117	23.05978772
b0356	628	92.99768951
b0357	55	32.75586717
b0358	52	11.04327474
b0360	0	0
b0361	2	0.362858492
b0363	12	1.647868642
b0364	0	0
b0365	6	1.024142661
b0366	6	1.284178883
b0367	11	2.183724478
b0368	40	7.717131317
b0369	1180	198.9357729
b0372	7	1.327132964
b0373	0	0
b0375	1	0.263421309
b0376	310	44.00364256
b0377	259	34.86740241
b0378	377	56.59300109
b0379	601	319.706515
b0380	306	236.1442183
b0381	809	121.4422755
b0382	413	260.1028065
b0383	355	41.20980823
b0384	1493	764.5224963
b0385	45	6.628020043
b0386	989	200.69972
b0387	685	245.3089422
b0388	558	174.7070334
b0389	861	737.118679
b0390	450	109.098383
b0391	798	460.2497118
b0392	87	41.8146668
b0393	296	53.34974729
b0394	390	70.52388323
b0396	218	30.23943254
b0397	394	20.57950729
b0398	102	13.93702369
b0399	240	57.17387724
b0400	243	30.8202932
b0401	2852	355.1493988
b0402	511	61.13214876
b0403	278	25.17698148
b0404	276	77.95098211
b0405	354	54.33119847
b0406	760	110.7490441
b0407	413	203.8643618
b0408	1509	134.2217098
b0409	1280	216.4607698
b0410	198	93.52364833
b0411	755	140.229432
b0412	311	94.66776479
b0413	682	249.1192884
b0414	1549	230.6310829
b0415	912	318.2800555
b0416	711	278.2632186
b0417	532	89.41456568
b0418	1056	334.4506576
b0419	4176	704.0303283
b0420	883	77.90823087
b0421	802	146.4762972
b0422	288	194.8146928
b0423	609	69.08510166
b0424	442	122.9335102
b0425	720	129.7696556
b0426	1688	563.9528989
b0427	200	24.084234
b0428	5282	974.4424313
b0429	682	339.7081206
b0430	1323	353.6064859
b0431	6616	545.9359031
b0432	3664	635.3055093
b0433	360	40.09143831
b0434	458	130.0236664
b0435	9626	4975.7005
b0436	4524	572.4649995
b0437	5997	1579.737592
b0438	10808	1393.383441
b0439	5778	403.2943334
b0440	2852	1717.205884
b0441	2085	183.07781
b0442	51	22.53526815
b0443	638	262.8350484
b0444	286	67.54485713
b0445	100	9.663427223
b0446	317	63.62251815
b0447	427	152.9152092
b0448	521	48.30192971
b0449	358	33.0225663
b0450	1	0.484881702
b0451	135	17.24212207
b0452	558	106.5286789
b0453	5372	1541.050518
b0454	476	200.6216692
b0455	1	1.441885062
b0456	54	25.07413684
b0457	890	94.32215241
b0458	237	82.71093546
b0459	348	103.6276525
b0460	593	445.0881916
b0461	1120	490.9330259
b0462	5354	279.3851425
b0463	1299	178.8299759
b0464	103	26.12749135
b0465	1477	72.19200802
b0466	77	78.1288091
b0467	173	53.85768407
b0468	152	66.0978422
b0469	333	99.16094334
b0470	2288	194.6634392
b0471	552	274.9543733
b0472	695	188.5157648
b0473	3852	337.6917885
b0474	1698	432.7264732
b0475	704	120.1660722
b0476	86	14.72525119
b0477	665	83.76192072
b0478	2084	204.2679102
b0479	235	31.6364462
b0480	1400	139.2164887
b0481	135	46.2304398
b0482	419	86.63280738
b0483	286	137.4597092
b0484	3351	219.8883353
b0485	1552	273.4296251
b0486	5656	719.0289387
b0487	1453	585.384131
b0488	1189	425.7990253
b0489	2230	399.2984972
b0490	123	29.82022469
b0491	105	22.12738999
b0492	1356	260.6928192
b0493	343	69.60566629
b0494	216	56.6267588
b0495	399	95.46664327
b0496	513	34.9169036
b0497	188	7.218519189
b0498	2	0.890920851
b0499	0	0
b0501	1	0.334775758
b0502	47	18.30715678
b0503	146	21.91665294
b0504	18	3.191745574
b0505	24	8.167696748
b0506	2431	489.7002142
b0507	150	13.8362708
b0508	10	2.115507041
b0509	18	3.366038848
b0511	2	0.225944876
b0512	13	1.568923393
b0513	71	8.963608058
b0514	79	11.33125381
b0515	65	13.5933439
b0516	17	2.260819782
b0517	5	0.782737605
b0518	4	0.394184405
b0520	13	2.618717723
b0521	30	5.515936143
b0522	361	55.56117775
b0523	97	31.26346081
b0524	162	36.8308898
b0525	1307	434.0161423
b0526	675	80.05270961
b0527	30	9.446833164
b0528	44	33.9553778
b0529	1215	230.3523644
b0530	12	3.63259441
b0531	0	0
b0532	16	1.009984007
b0533	0	0
b0534	3	0.955668006
b0535	2	0.519351965
b0536	15	32.02108384
b0537	158	22.31205647
b0539	5	2.945786686
b0540	0	0
b0541	0	0
b0542	2	1.074345732
b0543	30	14.80854928
b0544	6	0.645873859
b0545	99	29.48028045
b0546	132	27.1898326
b0547	1	0.360471265
b0548	0	0
b0549	1	0.564862189
b0550	0	0
b0551	1	0.428059628
b0552	0	0
b0553	306	45.80939754
b0554	0	0
b0555	4	1.320280298
b0556	0	0
b0557	5	2.795491447
b0558	0	0
b0559	4	3.176326513
b0560	0	0
b0561	1	0.375285153
b0562	13	3.262402537
b0563	5	4.491117406
b0564	82	17.97165541
b0565	84	14.47326138
b0566	18	3.882871584
b0567	129	23.79838577
b0568	834	46.11122238
b0569	448	32.9043583
b0570	116	13.21378244
b0571	171	41.09372427
b0572	2	0.23926477
b0573	0	0
b0574	6	0.805759299
b0575	120	6.273851033
b0576	227	27.09738681
b0577	329	43.33280539
b0578	493	123.9095172
b0579	119	53.00979065
b0580	179	118.1650866
b0581	3088	453.6100823
b0582	0	0
b0583	16	4.235102018
b0584	123	9.021915367
b0585	15	2.049562307
b0586	123	5.208169072
b0587	4	0.579805633
b0588	14	2.820157548
b0589	27	4.469408077
b0590	31	5.070270457
b0591	60	7.883688108
b0592	50	8.588030149
b0593	29	4.053462598
b0594	36	3.673182057
b0595	29	5.555794889
b0596	33	7.261541637
b0597	27	10.72010198
b0598	5910	461.2799818
b0599	401	60.52739552
b0600	639	90.46990458
b0601	25	6.522813375
b0602	13	1.750101279
b0603	8	1.456256009
b0604	263	57.87228638
b0605	10102	2944.175904
b0606	2010	210.979274
b0607	6718	2574.057246
b0608	1206	159.9968732
b0610	347	138.778806
b0611	735	149.7094787
b0612	17	1.908724898
b0613	0	0
b0614	1	0.297780611
b0615	7	0.750570306
b0616	2	0.36166094
b0617	0	0
b0618	2	0.310434178
b0619	132	13.07865365
b0620	29	6.999812063
b0621	182	21.58458244
b0622	706	206.8603874
b0623	7375	5772.689837
b0624	115	49.22685719
b0627	606	488.2901354
b0628	1290	219.5068501
b0629	9	1.550706576
b0630	224	57.35198901
b0631	1903	1184.86905
b0632	837	113.5163274
b0633	693	104.6022072
b0634	242	35.74009442
b0635	332	28.69214817
b0636	163	57.25023124
b0637	394	203.6594637
b0638	68	18.26387745
b0639	197	50.43902604
b0640	535	85.21373055
b0641	774	218.6016672
b0642	5683	361.6502284
b0643	4970	1691.393868
b0644	15	2.521087378
b0645	0	0
b0646	6	0.690650828
b0647	0	0
b0648	3	0.696503801
b0649	53	5.999910154
b0650	51	5.016828097
b0651	648	113.7980057
b0652	280	63.3952771
b0653	156	37.9888651
b0654	233	51.68603376
b0655	2631	475.7649661
b0656	0	0
b0657	1326	141.625155
b0658	4531	847.3067788
b0659	1546	542.9991258
b0660	3392	535.6000488
b0661	1706	196.7884733
b0662	2123	296.7414171
b0664	0	0
b0665	0	0
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	6	12.80843354
b0674	624	61.60356502
b0675	573	125.082093
b0676	1090	146.7392611
b0677	673	96.27876912
b0678	858	176.0719871
b0679	1671	141.073679
b0680	1354	133.6718382
b0681	18	2.102877148
b0682	34	17.09096789
b0683	1032	379.4964066
b0684	839	259.7185285
b0685	128	71.56458103
b0686	326	70.04734175
b0687	613	184.545443
b0688	3158	316.3290219
b0689	11	3.65277549
b0691	2	0.504992003
b0692	86	10.7092736
b0693	29	2.167745345
b0694	186	45.09399831
b0695	842	51.5469882
b0696	63	18.07263266
b0697	79	6.337538735
b0698	47	4.615065808
b0699	5297	4206.250385
b0700	27	1.058207492
b0702	0	0
b0703	6	0.648421685
b0704	8	2.307016099
b0705	0	0
b0706	0	0
b0707	928	299.0978519
b0708	1944	225.1901338
b0709	65	7.20942531
b0710	822	181.6077492
b0711	1182	295.7247006
b0712	1707	300.7373519
b0713	801	179.1350919
b0714	222	46.07478175
b0715	156	24.49138867
b0716	4	0.61911449
b0717	3	0.676439906
b0718	15	1.007199124
b0719	3	0.86970845
b0720	7033	900.3494167
b0721	710	299.2466075
b0722	113	53.37460738
b0723	4418	410.9837551
b0724	2616	599.7276579
b0726	11813	692.9909561
b0727	10283	1387.739792
b0728	8877	1250.347867
b0729	5868	1108.68034
b0730	204	46.379639
b0731	14	1.164010399
b0732	211	13.16746518
b0733	27419	2872.52728
b0734	14232	2052.09082
b0735	765	427.7101913
b0736	236	95.78389063
b0737	309	73.29270302
b0738	173	66.2863804
b0739	777	100.8841193
b0740	2788	354.4293991
b0741	3616	1138.658291
b0742	1808	375.239664
b0743	202	436.8911738
b0744	11	23.79110352
b0745	5	10.81413796
b0746	20	43.25655186
b0747	1	2.162827593
b0748	58	125.4440004
b0749	7	15.13979315
b0750	217	34.16604661
b0751	504	115.0624279
b0752	627	109.4087691
b0753	9856	4252.175815
b0754	4593	716.9742661
b0755	6808	1486.141168
b0756	1543	243.6411779
b0757	755	108.0096147
b0758	590	92.62768793
b0759	777	125.5843609
b0760	264	29.46026668
b0761	383	79.7916167
b0762	122	133.6915829
b0763	155	32.91745355
b0764	148	35.2572243
b0765	214	33.21645701
b0766	95	19.06668525
b0767	3450	569.3708784
b0768	10	1.723007307
b0769	1	0.156101517
b0770	2	0.229253692
b0771	26	1.889366633
b0772	535	68.48954044
b0773	909	313.2427284
b0774	163	20.76985133
b0775	96	15.15849195
b0776	50	7.11579641
b0777	9	1.956844013
b0778	12	2.909290213
b0779	4572	371.6726159
b0780	282	50.99419249
b0781	1065	176.8275408
b0782	676	216.6031782
b0783	339	114.656564
b0784	20	13.36381277
b0785	339	123.0090289
b0786	3253	758.4560853
b0787	45	10.35976242
b0788	295	50.66937788
b0789	816	107.9951015
b0790	680	146.6862598
b0791	991	396.339472
b0792	324	48.10972597
b0793	343	49.71833306
b0794	1098	103.9053753
b0795	624	102.6726084
b0796	179	43.78438478
b0797	1011	121.7458029
b0798	136	46.28361491
b0799	1555	118.8298303
b0800	1194	203.8043895
b0801	815	123.3568518
b0802	359	226.0942071
b0803	340	209.3163483
b0804	21	5.091257874
b0805	33	2.375984057
b0806	464	292.2220392
b0807	245	43.44320365
b0808	1001	73.91701346
b0809	440	100.0345155
b0810	264	65.74995882
b0811	1781	391.9032017
b0812	94108	30692.44606
b0813	121	22.39793079
b0814	19103	6085.375307
b0815	165	17.12238511
b0817	286	100.451326
b0818	228	33.49193613
b0819	1839	328.214371
b0820	839	86.57284283
b0821	167	21.68294456
b0822	110	22.15838073
b0823	157	10.60701144
b0824	17	3.104859167
b0825	137	33.96585354
b0826	335	73.42078735
b0827	843	112.1100633
b0828	566	96.31075749
b0829	846	74.28480925
b0830	809	86.40629742
b0831	217	38.72893883
b0832	110	19.8259196
b0833	8	0.559812336
b0834	6	0.742098858
b0835	398	49.33726171
b0836	10243	4384.614767
b0837	1112	163.7857397
b0838	837	219.4286903
b0839	2831	386.8207262
b0840	264	57.17387724
b0841	86	23.67879589
b0842	505	67.32305192
b0843	267	153.9933246
b0844	2060	414.9660391
b0845	4557	619.5669197
b0846	1289	394.5609726
b0847	838	81.69997849
b0848	62	26.96096195
b0849	73	46.5091763
b0850	92	52.50864767
b0851	407	92.53192684
b0852	331	60.25259239
b0853	291	100.2790253
b0854	318	46.9642563
b0855	221	32.03426124
b0856	67	11.54414895
b0857	117	22.73269853
b0858	78	26.21930873
b0859	200	29.14448529
b0860	116	26.04848095
b0861	1869	459.2177617
b0862	1562	358.0942667
b0863	3216	722.1716789
b0864	1584	357.1602702
b0865	1937	617.042976
b0866	977	495.6613408
b0867	1907	377.2117072
b0868	319	51.71162935
b0869	846	97.1776121
b0870	1720	282.1605019
b0871	7078	676.815312
b0872	98	16.6240866
b0873	81	8.054668277
b0874	56	10.22777137
b0875	279	65.89166132
b0876	1017	100.7650816
b0877	357	59.0955068
b0878	492	72.46635247
b0879	673	56.81782523
b0880	9640	7042.551145
b0881	239	122.385048
b0882	19128	1380.835762
b0883	4	7.47158623
b0884	1465	1099.585499
b0885	259	60.38737353
b0886	889	84.86021108
b0887	856	79.62926536
b0888	445	75.72135527
b0889	1046	347.3457421
b0890	7152	294.6389132
b0891	1264	339.4932514
b0892	1464	179.0512272
b0893	9720	1235.67208
b0894	2140	143.8700531
b0895	516	137.2450597
b0896	917	174.4580794
b0897	13952	3657.669161
b0898	501	71.67260525
b0899	138	15.85166722
b0900	18	3.254948457
b0901	5	1.390650567
b0902	1995	442.5477998
b0903	35503	2556.198848
b0904	1775	340.052963
b0905	841	78.50044772
b0906	383	90.84500083
b0907	2141	323.1649721
b0908	485	62.08864881
b0909	20	4.29738293
b0910	1627	390.991166
b0911	27305	2681.156848
b0912	3782	2181.283722
b0913	143	10.37775288
b0914	1744	163.904986
b0915	488	81.27147899
b0916	111	14.79774012
b0917	27	24.25203399
b0918	1182	260.0952186
b0919	2467	453.5938155
b0920	93	19.59854542
b0921	413	86.37001589
b0922	490	60.8795915
b0923	320	74.60988235
b0924	4081	150.3730004
b0925	5272	468.9309834
b0926	1817	544.0240218
b0927	1642	416.5178719
b0928	1518	209.5055363
b0929	1266	191.0914781
b0930	4885	573.1415932
b0931	1927	263.3004378
b0932	4386	275.9082658
b0933	32	6.848954044
b0934	16	3.320704991
b0935	25	3.585839814
b0936	10	1.712238511
b0937	2	0.57074617
b0938	22	6.696755065
b0939	5	1.170761375
b0940	40	2.527872312
b0941	54	8.287809936
b0942	11	3.329878209
b0943	9	2.867004018
b0944	42	9.709909531
b0945	147	23.90020758
b0946	430	130.1679664
b0947	498	73.74657544
b0948	929	72.40601203
b0949	1003	86.40881643
b0950	520	68.16183929
b0951	818	81.93702974
b0952	277	80.73022427
b0953	31446	30767.45841
b0954	1905	603.3413852
b0955	2183	203.7651336
b0956	294	106.6803968
b0957	137886	21772.33147
b0958	602	194.0268393
b0959	253	66.01087136
b0960	487	37.16368378
b0961	165	60.67529757
b0962	1872	149.7371325
b0963	679	243.1602508
b0964	246	60.98978081
b0965	2051	814.3307098
b0966	2646	1367.7232
b0967	399	55.06766073
b0968	325	191.4761346
b0969	257	128.0131774
b0970	6876	1712.487564
b0971	12	22.41475869
b0972	2976	437.1579032
b0973	3024	277.0734051
b0974	1102	255.8490629
b0975	1192	333.2225804
b0976	477	196.5083356
b0977	1056	202.3075656
b0978	1244	132.3510498
b0979	1307	188.9516187
b0980	1247	157.7948396
b0981	216	16.27921952
b0982	4	1.470916305
b0983	13	1.874450581
b0984	11	0.862243141
b0985	0	0
b0986	3	0.764534405
b0987	6	3.223037197
b0988	3	0.978422006
b0989	2	1.543426263
b0990	690	532.4820609
b0991	15	10.67369461
b0992	41	6.275019348
b0993	170	10.17986612
b0994	127	20.28728078
b0995	80	18.97545709
b0996	18	2.522376937
b0997	97	6.260056936
b0998	35	9.588535662
b0999	3978	2136.873662
b1000	11682	2084.937619
b1001	16	2.092281904
b1002	6265	829.1535669
b1003	3317	2391.366375
b1004	12413	3417.731319
b1006	95	11.74989859
b1007	9	2.988634492
b1008	2	0.556260227
b1009	10	2.052121062
b1010	0	0
b1011	0	0
b1012	3	0.429177277
b1013	115	29.58233672
b1014	7390	306.517913
b1015	902	98.2545773
b1018	64	9.326235294
b1019	65	8.39966062
b1020	925	142.7669294
b1021	4	1.588163257
b1022	15	1.859444537
b1023	28	2.279592431
b1024	116	7.866125437
b1025	21	2.540009447
b1026	0	0
b1027	0	0
b1028	1	0.480628354
b1029	6	0.999239496
b1032	0	0
b1033	490	85.77603787
b1034	553	123.1698077
b1035	458	135.6463114
b1036	262	87.53297364
b1037	280	55.18581676
b1038	46	18.13248265
b1039	60	25.2884457
b1040	325	82.06120053
b1041	12	4.325655186
b1042	53	19.10497707
b1043	1	0.493618309
b1044	20	10.53685238
b1045	891	274.2659799
b1046	1334	154.2026109
b1047	67	9.510464683
b1048	3802	406.8706762
b1049	4454	287.7852954
b1050	90	64.88482779
b1051	6303	2762.81327
b1053	506	67.78622487
b1054	1001	178.6528469
b1055	253	39.49368372
b1056	148	42.23521661
b1057	17	4.928347884
b1058	1	1.165779412
b1059	380	55.81989355
b1060	5186	3342.934181
b1061	79	52.78706044
b1062	194	30.45723976
b1063	927	271.6141347
b1064	3917	993.6056663
b1065	530	72.05847431
b1066	377	105.9304892
b1067	468	118.7152034
b1068	645	114.7422171
b1069	339	36.27805345
b1070	55	21.6801423
b1071	82	45.84605972
b1072	32	7.969691979
b1073	0	0
b1074	2	0.811727887
b1075	13	3.070220778
b1076	17	2.311309553
b1077	19	4.131115138
b1078	34	7.13760728
b1079	21	4.938301628
b1080	9	1.347335222
b1081	7	1.221469511
b1082	70	6.99893114
b1083	146	25.15590668
b1084	5656	291.8092962
b1085	2	1.024142661
b1086	314	53.76428925
b1087	884	248.3887333
b1088	2417	761.0998586
b1089	1547	1461.425091
b1090	1540	236.3560611
b1091	1473	253.7989763
b1092	2297	405.988321
b1093	8605	1924.416312
b1094	9894	6862.131779
b1095	4373	578.7531601
b1096	240	48.7036732
b1097	242	38.88438425
b1098	266	68.10548694
b1099	436	71.31090062
b1100	2072	426.7979783
b1101	4049	464.1240992
b1102	42	3.152395286
b1103	972	443.8122221
b1104	480	208.730028
b1105	1186	303.6582989
b1106	238	47.41966727
b1107	657	105.2576095
b1108	1107	335.1068343
b1109	1298	163.4931926
b1110	1702	518.0853237
b1111	711	184.6296237
b1112	4165	2653.571497
b1113	787	134.333379
b1114	2212	105.4822374
b1115	10	1.530492524
b1116	674	92.32390052
b1117	415	97.17319413
b1118	949	125.2946002
b1119	1374	247.6437594
b1120	743	167.5316166
b1121	7	1.45833242
b1122	5	1.778949102
b1123	3227	506.6263542
b1124	193	39.90484922
b1125	90	17.86683664
b1126	637	92.09042166
b1127	2655	355.6767332
b1128	3244	475.2514849
b1129	1077	121.1716387
b1130	869	212.5621809
b1131	1372	164.4947912
b1132	558	142.8679012
b1133	1929	286.4310537
b1134	227	80.76428925
b1135	290	72.8879513
b1136	10940	1437.459132
b1137	18	4.442564785
b1138	45	10.49201471
b1139	80	14.70916305
b1140	58	8.451900735
b1141	12	8.018287661
b1143	113	54.311004
b1144	71	37.76898929
b1145	295	71.83791797
b1146	1	0.817785558
b1147	17	5.007837366
b1148	0	0
b1150	0	0
b1151	8	3.191745574
b1152	10	2.107370475
b1153	0	0
b1154	2	0.52182507
b1155	2	0.794081628
b1156	0	0
b1157	0	0
b1158	1	0.296170986
b1159	27	5.321489473
b1160	0	0
b1161	5	2.029319717
b1162	498	111.8288234
b1163	442	59.94530074
b1164	6	4.161389799
b1165	4	2.4084234
b1166	93	57.25417763
b1167	24	15.84336357
b1168	67	7.226455448
b1171	36	17.93180695
b1172	9	4.288040793
b1174	275	169.2999876
b1175	1861	376.2628332
b1176	1201	283.6411658
b1177	51	22.71848171
b1178	314	128.3923325
b1179	246	137.5381792
b1180	473	117.8020096
b1181	309	109.9390545
b1182	257	46.32055761
b1183	23	9.001482458
b1184	51	6.606083333
b1185	277	85.74735685
b1186	609	64.91849047
b1187	1443	329.4346895
b1188	14387	1542.636428
b1189	4879	617.3865456
b1190	4405	676.0704216
b1191	603	57.0627881
b1192	278	49.94122555
b1193	242	64.99791681
b1194	4	0.894557263
b1195	859	553.7177905
b1196	56	20.8730028
b1197	1209	117.03725
b1198	718	83.17207617
b1199	407	105.688125
b1200	888	136.2884301
b1201	162	13.86913194
b1202	196	11.2334309
b1203	1169	175.9654347
b1204	236	66.31192428
b1205	17335	10213.04244
b1206	183	17.90512272
b1207	1929	334.4717051
b1208	1522	293.6368466
b1209	445	117.2224827
b1210	1597	208.8358875
b1211	592	89.85220596
