Gene_id	KAN_4_readcount	KAN_4_fpkm
b0103	150	42.26757056
b0104	2066	346.2880031
b0106	165	24.00081251
b0107	274	34.59353632
b0108	28	11.11033283
b0109	300	58.72071883
b0110	125	39.6258474
b0111	324	66.31114438
b0112	1043	132.832762
b0113	1345	307.6581871
b0114	4175	274.2394232
b0115	2873	265.5783323
b0116	8653	1062.574689
b0117	73	6.890024366
b0118	17867	1203.428017
b0119	492	237.1734686
b0120	126	27.7339063
b0121	448	90.42042499
b0122	161	80.95697264
b0123	1000	112.8225288
b0124	1501	109.8521961
b0125	644	209.8549458
b0126	516	136.1895549
b0127	248	46.81441213
b0128	506	114.8427983
b0129	133	52.77408095
b0130	601	85.50214066
b0131	1185	544.2532136
b0132	247	47.86486412
b0133	668	137.1969621
b0134	789	173.6670799
b0135	379	53.52732386
b0136	10	2.931117958
b0137	43	12.41662196
b0138	24	7.367904931
b0139	150	10.10321837
b0140	21	4.95916678
b0141	18	5.384238219
b0142	20	7.291155921
b0143	3365	421.1972476
b0144	281	53.04374923
b0145	2730	1047.623982
b0146	459	113.9281895
b0147	76	25.04532655
b0148	2955	212.7937358
b0149	7079	488.6541327
b0150	1286	100.2826365
b0151	307	67.31984565
b0152	181	35.54745378
b0153	644	56.82910031
b0154	1720	234.9562189
b0155	1018	125.2725186
b0156	5062	2567.501306
b0157	404	113.2933459
b0158	72	15.72923525
b0159	1389	347.7224232
b0160	489	56.3695691
b0161	12460	1530.068257
b0162	957	144.6142221
b0163	1043	471.6077907
b0164	125	26.9046344
b0166	1166	247.3160088
b0167	707	46.28370134
b0168	635	139.7700833
b0169	69548	16763.15081
b0170	3912	803.464844
b0171	619	149.1975377
b0172	2734	857.3772167
b0173	552	80.69610162
b0174	1897	435.6322136
b0175	2028	413.6073904
b0176	4226	546.5618612
b0177	9887	711.098975
b0178	1964	707.1521101
b0179	1938	330.5324018
b0180	691	265.1678285
b0181	1899	421.1682158
b0182	859	130.8219934
b0183	325	95.26133364
b0184	2502	125.7017889
b0185	1536	279.9803874
b0186	542	44.27794408
b0187	342	153.4507892
b0188	1637	220.5195795
b0189	358	245.6690654
b0190	303	97.10858216
b0191	82	33.92197365
b0192	1436	353.4210938
b0193	217	46.02707883
b0194	1494	152.0835874
b0195	137	33.86062241
b0196	148	63.94613786
b0197	537	115.1573744
b0198	373	99.80187738
b0199	386	65.45084153
b0200	14	4.253174287
b0201	6	0.680886156
b0202	0	0
b0203	0	0
b0204	9	0.542317383
b0205	0	0
b0206	0	0
b0207	57	12.40584739
b0208	419	80.13099885
b0209	1478	322.8862457
b0210	353	98.99146308
b0211	2597	334.3952658
b0212	73	16.89696452
b0213	342	82.77428465
b0214	129	48.23380071
b0215	513	122.6348521
b0216	19	43.17879351
b0217	118	26.27042439
b0218	6	2.940970456
b0219	356	80.79849052
b0220	1323	488.4151536
b0221	15299	1094.943749
b0222	890	268.9794309
b0223	354	80.65841238
b0224	1972	465.6893758
b0225	236	148.0183052
b0226	928	622.1786386
b0227	109	25.43155185
b0228	188	66.05962955
b0229	333	34.01688157
b0230	178	41.20081759
b0231	1000	165.7080891
b0232	103	61.30522938
b0233	76	33.3309985
b0234	124	47.8995144
b0235	24	20.28843387
b0236	225	78.58730933
b0237	976	117.1385708
b0238	751	286.3089201
b0239	542	76.17940259
b0240	2898	1261.478798
b0241	57	9.44536108
b0242	2876	455.8557485
b0243	1751	244.3409381
b0244	315	725.2781416
b0245	32	16.37312207
b0246	16	8.804414697
b0247	25	9.17126531
b0248	29	11.05587042
b0249	24	17.49877421
b0250	197	73.65937008
b0251	6	2.364699218
b0252	35	7.45081627
b0253	439	88.91159582
b0254	74	14.48444398
b0256	0	0
b0258	630	99.49664037
b0259	1	0.172062677
b0260	333	41.50350294
b0261	485	90.96361728
b0262	697	116.4913622
b0263	223	112.1329497
b0264	0	0
b0265	4	2.536054233
b0266	59	33.41189898
b0267	105	15.90797656
b0268	212	40.81122258
b0269	999	88.82761909
b0270	116	14.67720758
b0271	111	12.05688353
b0272	2826	651.5353876
b0273	570	99.24677911
b0274	0	0
b0275	3	1.902040675
b0276	324	68.4734643
b0277	839	234.1542514
b0278	23	5.757822702
b0279	8	1.637312207
b0280	35	13.88791604
b0281	494	61.70160214
b0283	84	15.35942564
b0284	202	16.07436285
b0285	67	12.25097045
b0286	87	22.06367183
b0287	340	96.74119076
b0288	48	25.45276249
b0289	132	32.48717575
b0290	160	17.03043719
b0291	183	12.67725923
b0292	63	16.4786663
b0293	72	21.42707046
b0294	53	15.69264016
b0295	64	49.11936621
b0296	10	6.628323565
b0297	64	12.84313704
b0298	0	0
b0299	0	0
b0300	62	15.861462
b0301	52	15.31879224
b0303	0	0
b0304	88	11.61306282
b0305	392	80.22829814
b0306	196	47.63555202
b0307	373	45.7075825
b0308	96	24.13624029
b0310	43	11.24734366
b0311	1212	126.9210912
b0312	4632	550.2669528
b0313	2837	844.2860959
b0314	4420	380.2585153
b0315	3618	581.3642341
b0316	206	38.63609311
b0317	23	8.08176319
b0318	54	15.59296712
b0319	36	7.291155921
b0320	176	19.89524716
b0321	188	23.18371777
b0323	78	14.35230692
b0324	250	31.63191289
b0325	125	20.83187406
b0326	76	16.29787794
b0327	308	219.0903438
b0328	301	78.37992615
b0329	297	188.3020268
b0330	74	8.159478838
b0331	118	23.17458313
b0333	65	9.721541228
b0334	84	10.12325781
b0335	202	18.73212714
b0336	235	32.63660269
b0337	281	38.295604
b0338	313	60.85684809
b0339	39	10.34018476
b0340	25	9.288096715
b0341	193	29.24037595
b0342	43	12.29489038
b0343	123	17.16386944
b0344	226	12.86088771
b0345	1148	185.4902382
b0346	2978	624.8363261
b0347	199	20.91445086
b0348	45	8.332749624
b0349	36	7.265927008
b0350	32	6.913095985
b0351	42	7.728165267
b0352	64	11.04459122
b0353	156	22.52317473
b0354	225	72.91155921
b0355	883	185.2687965
b0356	4434	699.0050887
b0357	683	433.0312604
b0358	219	49.51203556
b0360	1	0.478108585
b0361	8	1.545145626
b0363	116	16.95787643
b0364	11	3.449579146
b0365	66	11.99292937
b0366	49	11.1645825
b0367	62	13.10294687
b0368	99	20.33308271
b0369	1187	213.0363589
b0372	13	2.623806975
b0373	15	8.749387105
b0375	49	13.74102462
b0376	503	76.00935603
b0377	317	45.430888
b0378	789	126.087058
b0379	356	201.6040006
b0380	379	311.3631655
b0381	591	94.44543889
b0382	310	207.8398469
b0383	1065	131.6115433
b0384	77	41.97525278
b0385	235	36.84777724
b0386	562	121.4112482
b0387	353	134.5766296
b0388	458	152.6559731
b0389	63	57.41785288
b0390	327	84.39674288
b0391	952	584.5204579
b0392	581	297.2744976
b0393	321	61.59108028
b0394	369	71.03462798
b0396	429	63.34999271
b0397	299	16.62578166
b0398	123	17.89151478
b0399	669	169.6620282
b0400	464	62.64993236
b0401	1540	204.1523658
b0402	1554	197.9119005
b0403	418	40.30020727
b0404	187	56.2245838
b0405	722	117.9655927
b0406	897	139.1524864
b0407	331	173.9367647
b0408	2429	230.0028277
b0409	1759	316.6702041
b0410	255	128.2237765
b0411	1016	200.8898825
b0412	143	46.33934652
b0413	499	194.0419629
b0414	1318	208.9074675
b0415	508	188.7341252
b0416	638	265.814713
b0417	230	41.15253649
b0418	1071	361.1018724
b0419	583	104.6336961
b0420	801	75.23627559
b0421	775	150.683889
b0422	280	201.6319662
b0423	938	113.2770891
b0424	287	84.97712688
b0425	328	62.93418795
b0426	776	275.9969266
b0427	692	88.71173446
b0428	1143	224.4792247
b0429	161	85.37280751
b0430	357	101.5782503
b0431	2530	222.2484877
b0432	2128	392.7994886
b0433	328	38.88616491
b0434	399	120.5874078
b0435	1097	603.6526827
b0436	3310	445.8887039
b0437	1960	549.6409848
b0438	5301	727.5372713
b0439	4939	366.9912774
b0440	1530	980.7005327
b0441	3479	325.2042494
b0442	125	58.79964453
b0443	256	112.272837
b0444	222	55.81505567
b0445	284	29.21606041
b0446	359	76.70402859
b0447	601	229.1233835
b0448	1300	128.304605
b0449	1125	110.4720594
b0450	41	21.16370922
b0451	508	69.07053068
b0452	671	136.3725609
b0453	727	222.0176065
b0454	571	256.2000019
b0455	6	9.209881164
b0456	58	28.67030803
b0457	625	70.51408048
b0458	1424	529.0499889
b0459	1096	347.43943
b0460	404	322.8084375
b0461	864	403.1717578
b0462	3017	167.5993708
b0463	1469	215.290614
b0464	130	35.10556555
b0465	2983	155.2151159
b0466	142	153.3843172
b0467	392	129.9151419
b0468	99	45.83012293
b0469	963	305.2775284
b0470	1903	172.3611145
b0471	211	111.8861018
b0472	519	149.8657395
b0473	1218	113.6720373
b0474	1238	335.8679453
b0475	1133	205.8786208
b0476	325	59.24064186
b0477	747	100.1653972
b0478	2088	217.8738256
b0479	495	70.94097653
b0480	776	82.14790555
b0481	150	54.68366941
b0482	189	41.60085944
b0483	384	196.4774648
b0484	5986	418.154341
b0485	28	5.251507802
b0486	221	29.90896443
b0487	1046	448.6205349
b0488	609	232.1732787
b0489	1051	200.3399967
b0490	57	14.71135885
b0491	212	47.56077093
b0492	1321	270.3611782
b0493	481	103.912474
b0494	211	58.88742199
b0495	1258	320.4287912
b0496	1385	100.355289
b0497	857	35.03024877
b0498	8	3.793772187
b0499	7	1.730104795
b0501	15	5.345857702
b0502	48	19.90381901
b0503	249	39.79173314
b0504	46	8.683318379
b0505	107	38.76540043
b0506	1757	376.7812045
b0507	82	8.052185664
b0508	22	4.954607885
b0509	58	11.54640392
b0511	73	8.779453728
b0512	165	21.19895554
b0513	82	11.02073337
b0514	281	42.90711652
b0515	117	26.04779367
b0516	107	15.14861521
b0517	52	8.666059609
b0518	173	18.14920826
b0520	82	17.58455252
b0521	110	21.53093024
b0522	611	100.1100285
b0523	261	89.55255037
b0524	207	50.10022492
b0525	340	120.1936006
b0526	757	95.57411311
b0527	437	146.4935695
b0528	62	50.93539911
b0529	666	134.4196496
b0530	37	11.9236583
b0531	16	4.04012103
b0532	955	64.17561203
b0533	94	16.7163087
b0534	28	9.495458874
b0535	21	5.805280544
b0536	73	165.8974698
b0537	246	36.9819455
b0539	14	8.780746916
b0540	0	0
b0541	0	0
b0542	18	10.29339659
b0543	86	45.19202949
b0544	23	2.63570273
b0545	32	10.14421693
b0546	204	44.73370851
b0547	17	6.523665824
b0548	0	0
b0549	18	10.82398405
b0550	36	17.35415624
b0551	72	32.81020165
b0552	0	0
b0553	152	24.22416831
b0554	9	7.291155921
b0555	11	3.865191091
b0556	4	1.515045386
b0557	317	188.6772593
b0558	13	5.534892086
b0559	54	45.6489762
b0560	2	0.64098074
b0561	4	1.598061572
b0562	92	24.57843095
b0563	16	15.29947472
b0564	17	3.966388821
b0565	355	65.1159837
b0566	33	7.578209304
b0567	78	15.31879224
b0568	823	48.44093904
b0569	1235	96.56383445
b0570	203	24.61712519
b0571	361	92.35464167
b0572	105	13.37242571
b0573	15	7.882330726
b0574	216	30.88018978
b0575	668	37.17932943
b0576	2355	299.2709751
b0577	1380	193.496061
b0578	553	147.9636413
b0579	115	54.53547518
b0580	84	59.03200939
b0581	236	36.90536831
b0582	0	0
b0583	93	26.20589375
b0584	620	48.41249447
b0585	127	18.47335266
b0586	1013	45.6626952
b0587	35	5.400856238
b0588	114	24.44681691
b0589	246	43.35043762
b0590	716	124.6678839
b0591	1040	145.4734227
b0592	244	44.61547448
b0593	461	68.5963853
b0594	155	16.83618872
b0595	77	15.70402814
b0596	155	36.30937085
b0597	60	25.36054233
b0598	6142	510.3393694
b0599	688	110.5524027
b0600	326	49.13523163
b0601	44	12.22136612
b0602	37	5.302658852
b0603	13	2.519203375
b0604	43	10.07292224
b0605	2618	812.2657958
b0606	1451	162.137429
b0607	2294	935.7153389
b0608	367	51.83252732
b0610	315	134.1146929
b0611	115	24.93629534
b0612	113	13.50656753
b0613	3	0.597227789
b0614	15	4.755101688
b0615	62	7.077129818
b0616	10	1.925057669
b0617	3	1.767552951
b0618	9	1.48714795
b0619	506	53.37178873
b0620	142	36.48789924
b0621	306	38.63365735
b0622	59	18.40334543
b0623	9251	7708.626677
b0624	75	34.17729338
b0627	604	518.1009619
b0628	1137	205.9638331
b0629	50	9.17126531
b0630	272	74.13810881
b0631	619	410.2932287
b0632	350	50.53276381
b0633	566	90.94863364
b0634	355	55.81370031
b0635	1410	129.7227741
b0636	690	257.994748
b0637	654	359.8804508
b0638	107	30.5942621
b0639	128	34.88852179
b0640	320	54.25976499
b0641	928	279.0182555
b0642	3938	266.7834798
b0643	654	236.9399241
b0644	76	13.59822945
b0645	41	10.13347094
b0646	100	12.25404357
b0647	28	8.828210413
b0648	43	10.6277866
b0649	318	38.3237617
b0650	183	19.16382813
b0651	180	33.65148887
b0652	309	74.47825387
b0653	234	60.66241726
b0654	398	93.98801803
b0655	1592	306.4691809
b0656	0	0
b0657	1220	138.7167286
b0658	1687	335.8410932
b0659	200	74.78108637
b0660	707	118.8437403
b0661	2784	341.8707888
b0662	960	142.8471364
b0664	12	27.99803874
b0665	5	11.66584947
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	6	13.63540848
b0674	1355	142.4074418
b0675	702	163.1359827
b0676	229	32.81915884
b0677	265	40.35835654
b0678	209	45.65847453
b0679	1650	148.2946967
b0680	1127	118.4451564
b0681	335	41.66374812
b0682	41	21.9403591
b0683	1796	703.0827401
b0684	510	168.0673229
b0685	398	236.8881679
b0686	319	72.96874475
b0687	239	76.59719847
b0688	1832	195.354993
b0689	21	7.423722392
b0691	103	27.68623262
b0692	308	40.83047316
b0693	132	10.50403909
b0694	216	55.74830722
b0695	2229	145.2691535
b0696	103	31.45503916
b0697	295	25.19345238
b0698	123	12.85752227
b0699	968	818.300166
b0700	39	1.627210764
b0702	9	4.816176388
b0703	22	2.531052154
b0704	8	2.45596831
b0705	0	0
b0706	1	0.229642706
b0707	16	5.489811517
b0708	387	47.72392967
b0709	195	23.02470291
b0710	549	129.1240194
b0711	378	100.677879
b0712	711	133.3507874
b0713	524	124.7531658
b0714	415	91.69180931
b0715	228	38.10621318
b0716	88	14.4999259
b0717	16	3.84060888
b0718	237	16.94121523
b0719	46	14.1965364
b0720	7434	1013.129965
b0721	2018	905.4493938
b0722	327	164.428137
b0723	3452	341.8549438
b0724	1417	345.8265419
b0726	1195	74.62896211
b0727	1423	204.439702
b0728	762	114.2593483
b0729	748	150.4492311
b0730	465	112.5439835
b0731	231	20.44621569
b0732	632	41.98642863
b0733	3320	370.2736162
b0734	1997	306.5355447
b0735	168	99.99299549
b0736	227	98.07954928
b0737	1005	253.7701022
b0738	433	176.6193294
b0739	4022	555.9247226
b0740	6445	872.2320169
b0741	1765	591.6731127
b0742	1680	371.1861196
b0743	229	527.2656966
b0744	253	582.5249836
b0745	116	267.0865537
b0746	154	354.5804248
b0747	15	34.53705436
b0748	41	94.40128193
b0749	2	4.604940582
b0750	501	83.97400268
b0751	588	142.9066561
b0752	163	30.27919529
b0753	117	53.73639325
b0754	2278	378.5584772
b0755	802	186.3747267
b0756	887	149.1009868
b0757	180	27.41322331
b0758	254	42.45165854
b0759	612	105.3023581
b0760	1191	141.4870338
b0761	255	56.55497369
b0762	70	81.66094632
b0763	531	120.0497301
b0764	326	82.67536801
b0765	771	127.3990077
b0766	190	40.59544689
b0767	564	99.08944433
b0768	114	20.91048491
b0769	105	17.44892015
b0770	281	34.28978768
b0771	908	70.24264803
b0772	840	114.4779621
b0773	144	52.82648818
b0774	212	28.75767545
b0775	76	12.77528184
b0776	145	21.9681581
b0777	64	14.81377711
b0778	26	6.710444388
b0779	4502	389.611679
b0780	580	111.6533448
b0781	1148	202.9150787
b0782	186	63.44584802
b0783	121	43.56690699
b0784	18	12.80398113
b0785	126	48.67208721
b0786	709	175.9805804
b0787	182	44.60471858
b0788	86	15.72512625
b0789	103	14.51186589
b0790	70	16.07498943
b0791	3126	1330.928666
b0792	99	15.64931027
b0793	284	43.82409062
b0794	1239	124.8185449
b0795	631	110.5277931
b0796	587	152.8538759
b0797	1537	197.0374796
b0798	51	18.47696656
b0799	2483	201.9965428
b0800	838	152.2738607
b0801	727	117.1418863
b0802	1380	925.2225445
b0803	52	34.0800097
b0804	25	6.452350373
b0805	218	16.7092982
b0806	12	8.04541343
b0807	1473	278.0549559
b0808	279	21.9324259
b0809	314	75.99744263
b0810	283	75.03262275
b0811	629	147.3457695
b0812	572	198.5971994
b0813	247	48.67339223
b0814	7256	2460.680343
b0815	1325	146.3754787
b0817	621	232.1952732
b0818	1369	214.0824119
b0819	2996	569.2326551
b0820	3728	409.5130587
b0821	481	66.48428432
b0822	239	51.25253721
b0823	147	10.5726256
b0824	15	2.916462368
b0825	83	21.90645942
b0826	448	104.5260113
b0827	827	117.0832223
b0828	450	81.51602893
b0829	459	42.90564831
b0830	288	32.74624414
b0831	149	28.30963472
b0832	70	13.4310767
b0833	104	7.747435155
b0834	348	45.82071802
b0835	484	63.87184554
b0836	467	212.8106134
b0837	127	19.91347961
b0838	592	165.2196863
b0839	707	102.8398451
b0840	585	134.8719751
b0841	833	244.1621259
b0842	2036	288.949751
b0843	285	174.9877421
b0844	402	86.20719648
b0845	1955	282.9619817
b0846	510	166.1894757
b0847	3406	353.5042999
b0848	305	141.1938131
b0849	89	60.36398856
b0850	211	128.2028249
b0851	215	52.0364655
b0852	452	87.59076349
b0853	158	57.96239676
b0854	128	20.12437645
b0855	125	19.28877228
b0856	68	12.47292082
b0857	210	43.43667357
b0858	167	59.76063994
b0859	1055	163.6631808
b0860	35	8.366900237
b0861	272	71.14598782
b0862	81	19.76848969
b0863	115	27.49124364
b0864	97	23.28369134
b0865	224	75.96367099
b0866	429	231.6967326
b0867	1155	243.2140098
b0868	869	149.9648401
b0869	430	52.58192111
b0870	834	145.64848
b0871	216	21.98798854
b0872	83	14.98863013
b0873	294	31.12304669
b0874	342	66.495342
b0875	412	103.5846979
b0876	586	61.8100162
b0877	2857	503.4642288
b0878	556	87.18027295
b0879	1530	137.5096279
b0880	3351	2606.150772
b0881	117	63.7805789
b0882	10234	786.4842129
b0883	36	71.5858945
b0884	961	767.8685852
b0885	263	65.27911514
b0886	244	24.79501108
b0887	652	64.56819913
b0888	985	178.42953
b0889	1090	385.3265432
b0890	4944	216.8269165
b0891	402	114.9429286
b0892	596	77.59873088
b0893	3273	442.9504098
b0894	437	31.27592773
b0895	126	35.67711247
b0896	327	66.22799962
b0897	70	19.53611156
b0898	1129	171.9418284
b0899	266	32.52742096
b0900	148	28.4908535
b0901	89	26.35179196
b0902	782	184.6699249
b0903	1811	138.8098121
b0904	215	43.84890974
b0905	584	58.03114219
b0906	94	23.73571105
b0907	1220	196.0376909
b0908	230	31.3451563
b0909	116	26.534089
b0910	2807	718.1149007
b0911	57884	6050.770887
b0912	1331	817.2234553
b0913	1195	92.32245113
b0914	3951	395.2982099
b0915	1476	261.6837967
b0916	736	104.4533481
b0917	12	11.47460604
b0918	989	231.6772114
b0919	820	160.5032981
b0920	392	87.94255757
b0921	742	165.1919906
b0922	744	98.40580509
b0923	425	105.4890644
b0924	3671	143.9991036
b0925	1515	143.45586
b0926	1165	371.331001
b0927	1892	510.9210001
b0928	840	123.4170473
b0929	1831	294.217223
b0930	2987	373.0823595
b0931	1833	266.6272081
b0932	1319	88.33097277
b0933	102	23.2405595
b0934	35	7.733044159
b0935	69	10.53591117
b0936	35	6.379761431
b0937	34	10.32913756
b0938	44	14.25826047
b0939	14	3.489784031
b0940	155	10.4279508
b0941	237	38.72277767
b0942	85	27.39218799
b0943	44	14.92143537
b0944	163	40.11673975
b0945	539	93.29217903
b0946	1708	550.4218481
b0947	182	28.69168384
b0948	4515	374.6181392
b0949	2206	202.3181127
b0950	1083	151.1257773
b0951	854	91.06613758
b0952	222	68.87815381
b0953	2786	2901.880057
b0954	1376	463.9366727
b0955	1107	110.0008123
b0956	728	281.2165039
b0957	17843	2999.333605
b0958	3353	1150.458626
b0959	813	225.8175148
b0960	497	40.37553752
b0961	116	45.41068923
b0962	1615	137.5207803
b0963	497	189.4747447
b0964	103	27.18512434
b0965	354	149.6271998
b0966	3666	2017.311518
b0967	888	130.46945
b0968	113	70.87317154
b0969	353	187.1838575
b0970	1666	441.7114824
b0971	53	105.3903447
b0972	34	5.316875095
b0973	41	3.999162445
b0974	19	4.695998729
b0975	70	20.83187406
b0976	28	12.27984155
b0977	64	13.05269871
b0978	198	22.42561355
b0979	207	31.85792666
b0980	218	29.36668805
b0981	901	72.28975499
b0982	33	12.91855814
b0983	88	13.50782571
b0984	194	16.18866093
b0985	159	37.24638687
b0986	88	23.8742966
b0987	299	170.9847545
b0988	42	14.58231184
b0989	47	38.61231868
b0990	1911	1569.960447
b0991	78	59.08677006
b0992	175	28.51290025
b0993	1081	68.91138405
b0994	296	50.33660997
b0995	625	157.8172277
b0996	63	9.39831863
b0997	335	23.01566298
b0998	333	97.11819687
b0999	268	153.2572382
b1000	500	94.99877422
b1001	21	2.923422899
b1002	956	134.6926582
b1003	94	72.14406911
b1004	288	84.4161972
b1006	192	25.28039615
b1007	18	6.363190622
b1008	23	6.810013652
b1009	47	10.26769523
b1010	16	7.234635333
b1011	20	5.050151287
b1012	37	5.634940346
b1013	639	174.9877421
b1014	5032	222.1898356
b1015	2933	340.1186532
b1018	1002	155.441239
b1019	826	113.6319772
b1020	3145	516.7478394
b1021	58	24.51519092
b1022	72	9.501596857
b1023	121	10.48713066
b1024	432	31.18593424
b1025	560	72.10679587
b1026	8	1.614650446
b1027	0	0
b1028	13	6.65158084
b1029	347	61.52051318
b1032	12	23.86196483
b1033	406	75.6603017
b1034	274	64.9683487
b1035	412	129.9008104
b1036	1055	375.2277803
b1037	353	74.06555511
b1038	46	19.30320417
b1039	45	20.19089332
b1040	178	47.84611075
b1041	20	7.67490097
b1042	62	23.79219301
b1043	14	7.356842011
b1044	42	23.55604221
b1045	190	62.26155618
b1046	307	37.77864756
b1047	241	36.4180016
b1048	1078	122.8104075
b1049	2654	182.554036
b1050	49	37.60701475
b1051	192	89.59372396
b1053	592	84.42766367
b1054	1310	248.8967884
b1055	304	50.51877835
b1056	71	21.5696696
b1057	69	21.2948046
b1058	7	8.687334715
b1059	489	76.46917417
b1060	9501	6519.837403
b1061	947	673.6316739
b1062	550	91.92288267
b1063	1045	325.9575588
b1064	163	44.01697834
b1065	482	69.76351671
b1066	335	100.2066557
b1067	295	79.66262951
b1068	489	92.60714923
b1069	717	81.68373118
b1070	51	21.40137853
b1071	43	25.59344527
b1072	100	26.51329426
b1073	11	4.615983605
b1074	10	4.32068499
b1075	37	9.302509279
b1076	33	4.776340355
b1077	41	9.490075961
b1078	63	14.0794735
b1079	52	13.01768611
b1080	78	12.43082321
b1081	48	8.916572846
b1082	138	14.68875207
b1083	221	40.53699267
b1084	1734	95.23814966
b1085	7	3.815932071
b1086	999	182.0966191
b1087	363	108.5821374
b1088	2563	859.1831092
b1089	723	727.1042388
b1090	3260	532.642427
b1091	2643	484.7930843
b1092	2274	427.8732533
b1093	2621	624.0039076
b1094	5376	3969.342201
b1095	20305	2860.810067
b1096	573	123.787625
b1097	903	154.4613207
b1098	542	147.7310845
b1099	712	123.9714153
b1100	317	69.5126745
b1101	1281	156.3175018
b1102	278	22.21305585
b1103	323	157.0028908
b1104	203	93.97489854
b1105	655	178.5311076
b1106	210	44.54233435
b1107	492	83.9122506
b1108	542	174.6654811
b1109	1730	231.9760872
b1110	3019	978.3110989
b1111	889	245.7568764
b1112	3892	2639.737567
b1113	191	34.70681074
b1114	987	50.10528038
b1115	53	8.635335504
b1116	739	107.7632845
b1117	318	79.26795155
b1118	575	80.8176319
b1119	667	127.9789737
b1120	432	103.6964398
b1121	57	12.6417
b1122	9	3.408852119
b1123	440	73.53830614
b1124	87	19.14960197
b1125	109	23.03582595
b1126	1411	217.1571716
b1127	634	90.41746414
b1128	2489	388.1858201
b1129	1165	139.5350579
b1130	386	100.5137923
b1131	289	36.88654812
b1132	335	91.30980313
b1133	1001	158.231915
b1134	66	24.99824887
b1135	103	27.55923156
b1136	4739	662.8832213
b1137	14	3.678421005
b1138	7	1.737466943
b1139	29	5.676336153
b1140	86	13.34126403
b1141	8	5.69065828
b1143	65	33.2579042
b1144	47	26.61625851
b1145	1110	287.7576204
b1146	2	1.741171563
b1147	13	4.076775354
b1148	4	2.064752119
b1150	1	0.95621717
b1151	11	4.672002823
b1152	62	13.90928207
b1153	15	4.486865182
b1154	17	4.721891454
b1155	34	14.37097399
b1156	17	4.933319429
b1157	17	5.937707816
b1158	14	4.414105206
b1159	125	26.22717957
b1160	17	9.181455604
b1161	21	9.07343848
b1162	1252	299.2959742
b1163	238	34.36227939
b1164	48	35.44055536
b1165	31	19.87040295
b1166	56	36.70154891
b1167	157	110.3336366
b1168	256	29.39426639
b1171	443	234.9077871
b1172	236	119.7017598
b1174	204	133.6984996
b1175	1073	230.9493817
b1176	1712	430.4296185
b1177	132	62.59724108
b1178	42	18.28230141
b1179	229	136.299976
b1180	726	192.4865163
b1181	402	152.2620613
b1182	65	12.47171408
b1183	490	204.1523658
b1184	884	121.8984744
b1185	1189	391.8275431
b1186	1263	143.3265359
b1187	1182	287.2715433
b1188	202	23.05774554
b1189	4387	590.9709197
b1190	2495	407.6511826
b1191	586	59.03443689
b1192	346	66.17022816
b1193	762	217.8768946
b1194	56	13.3323994
b1195	89	61.07415313
b1196	77	30.55341529
b1197	142	14.63383945
b1198	256	31.56931782
b1199	169	46.71868628
b1200	302	49.34294876
