Gene_id	ETH_3_readcount	ETH_3_fpkm
b0276	150	23.37754472
b0277	22	4.527861293
b0278	6	1.107674222
b0279	3	0.452786129
b0280	102	29.8469224
b0281	88	8.10555041
b0283	111	14.96749133
b0284	330	19.36540949
b0285	108	14.56296454
b0286	108	20.19819864
b0287	149	31.26433005
b0288	8	3.12834053
b0289	39	7.07836544
b0290	46	3.610721506
b0291	41	2.094539161
b0292	1	0.192890952
b0293	22	4.828178624
b0294	0	0
b0295	10	5.659826617
b0296	1	0.488803208
b0297	1	0.147986292
b0298	0	0
b0299	0	0
b0300	27	5.093843955
b0301	5	1.086229351
b0303	0	0
b0304	124	12.06746743
b0305	6	0.905572259
b0306	24	4.301468229
b0307	63	5.693119715
b0308	29	5.376835286
b0310	2	0.385781904
b0311	190	14.67287188
b0312	324	28.38443393
b0313	146	32.04154905
b0314	561	35.59179464
b0315	18	2.132959452
b0316	45	6.223989399
b0317	5	1.29562296
b0318	6	1.27766383
b0319	0	0
b0320	8	0.666894299
b0321	16	1.455042107
b0323	10	1.356930041
b0324	208	19.40792606
b0325	1698	208.6826586
b0326	5	0.790711071
b0327	3	1.573707889
b0328	57	10.9457004
b0329	1984	927.6209745
b0330	220	17.88890379
b0331	4755	688.6694083
b0333	5801	639.8158255
b0334	12281	1091.453126
b0335	23532	1609.255173
b0336	88	9.012600098
b0337	344	34.57254838
b0338	42	6.02205552
b0339	77	15.0551388
b0340	59	16.16475322
b0341	152	16.98242002
b0342	3	0.632568857
b0343	9	0.926153446
b0344	63	2.643829253
b0345	237	28.23955596
b0346	423	65.45039787
b0347	11	0.852543253
b0348	9	1.228990923
b0349	7	1.041878118
b0350	11	1.752450019
b0351	21	2.849553085
b0352	48	6.108593934
b0353	103	10.96661454
b0354	294	70.2573144
b0355	86	13.30670028
b0356	342	39.75951714
b0357	41	19.16958667
b0358	36	6.002048691
b0360	0	0
b0361	0	0
b0363	9	0.970255991
b0364	1	0.231261733
b0365	6	0.804012753
b0366	17	2.856443746
b0367	15	2.337754472
b0368	27	4.08942402
b0369	711	94.10288956
b0372	6	0.893038387
b0373	1	0.430146823
b0375	1	0.206801357
b0376	376	41.90031228
b0377	257	27.16160528
b0378	277	32.64401916
b0379	2034	849.4355706
b0380	588	356.2342702
b0381	865	101.9389046
b0382	301	148.8209123
b0383	185	16.85956827
b0384	1027	412.8605487
b0385	46	5.319019853
b0386	564	89.85289189
b0387	311	87.43507315
b0388	386	94.87809922
b0389	685	460.3915214
b0390	580	110.3916625
b0391	647	292.9526257
b0392	42	15.84751453
b0393	332	46.97656092
b0394	427	60.61805062
b0396	211	22.9774632
b0397	342	14.02385257
b0398	78	8.366945682
b0399	162	30.29729796
b0400	159	15.83179279
b0401	2551	249.3873966
b0402	616	57.85380849
b0403	279	19.83652291
b0404	162	35.91947696
b0405	217	26.14617943
b0406	517	59.14518815
b0407	412	159.6581
b0408	1460	101.9503833
b0409	1921	255.0345823
b0410	389	144.2475122
b0411	675	98.42342557
b0412	539	128.8050764
b0413	643	184.3896047
b0414	992	115.9526218
b0415	449	123.0165118
b0416	498	153.0093699
b0417	299	39.45211658
b0418	588	146.2001918
b0419	2989	395.6027242
b0420	805	55.75977334
b0421	956	137.0734542
b0422	263	139.6649561
b0423	411	36.60255574
b0424	201	43.88807685
b0425	378	53.48536153
b0426	1709	448.2444636
b0427	162	15.31511765
b0428	5322	770.7883473
b0429	351	137.2559408
b0430	782	164.0852758
b0431	3480	225.4383951
b0432	1560	212.3509632
b0433	208	18.18506893
b0434	174	38.78007626
b0435	7533	3056.883035
b0436	4737	470.5786374
b0437	3533	730.6291948
b0438	12402	1255.219035
b0439	6570	360.0082326
b0440	6438	3043.1706
b0441	2393	164.9585492
b0442	147	50.99321207
b0443	134	43.33810095
b0444	397	73.60702098
b0445	255	19.34522748
b0446	452	71.21844833
b0447	240	67.47401143
b0448	379	27.58471165
b0449	376	27.22814906
b0450	32	12.18114897
b0451	268	26.87164301
b0452	512	76.73699419
b0453	3174	714.8094324
b0454	418	138.3087477
b0455	0	0
b0456	62	22.60093476
b0457	345	28.70418837
b0458	255	69.86461136
b0459	50	11.68877236
b0460	69	40.6577134
b0461	327	112.5264089
b0462	3002	122.981025
b0463	805	87.0020584
b0464	42	8.363966
b0465	1137	43.62862958
b0466	62	49.38722781
b0467	137	33.48301974
b0468	207	70.66697804
b0469	219	51.19682294
b0470	1267	84.62671189
b0471	342	133.7365577
b0472	553	117.7580164
b0473	4849	333.7251111
b0474	1301	260.2888449
b0475	246	32.96452287
b0476	117	15.72724321
b0477	432	42.71802931
b0478	854	65.71473824
b0479	114	12.04833853
b0480	760	59.33059626
b0481	62	16.66818939
b0482	139	22.56241826
b0483	312	117.7243936
b0484	2683	138.2136438
b0485	4887	675.9252487
b0486	5944	593.2233678
b0487	1203	380.4901676
b0488	327	91.93334058
b0489	576	80.96881372
b0490	49	9.326192177
b0491	97	16.04778531
b0492	1915	289.0284792
b0493	161	25.64949573
b0494	112	23.05093022
b0495	260	48.83763054
b0496	416	22.22870538
b0497	138	4.159794082
b0498	5	1.748564321
b0499	2	0.364531206
b0501	6	1.576912996
b0502	12	3.669498963
b0503	91	10.72420846
b0504	8	1.113648732
b0505	21	5.610610733
b0506	2543	402.1556509
b0507	64	4.634578563
b0508	7	1.162558981
b0509	15	2.202116841
b0511	6	0.532140399
b0512	11	1.042205959
b0513	49	4.856496387
b0514	60	6.75623282
b0515	39	6.40294889
b0516	16	1.670473099
b0517	13	1.597688199
b0518	3	0.232093609
b0520	9	1.423279929
b0521	25	3.608614286
b0522	306	36.97329433
b0523	133	33.6526632
b0524	108	19.27628916
b0525	1370	357.1522105
b0526	512	47.66995093
b0527	24	5.933059626
b0528	5	3.029202978
b0529	481	71.59191066
b0530	27	6.416554816
b0531	0	0
b0532	5	0.247780428
b0533	1	0.131142324
b0534	1	0.250085362
b0535	5	1.019305267
b0536	8	13.4071737
b0537	178	19.73353981
b0539	1	0.462523465
b0540	0	0
b0541	0	0
b0542	0	0
b0543	40	15.50078641
b0544	5	0.422541083
b0545	105	24.54642196
b0546	134	21.66905048
b0547	1	0.282991331
b0548	0	0
b0549	0	0
b0550	0	0
b0551	4	1.344208821
b0552	0	0
b0553	753	88.49742012
b0554	4	2.389704572
b0555	2	0.518249184
b0556	0	0
b0557	14	6.144954613
b0558	0	0
b0559	3	1.870203578
b0560	0	0
b0561	0	0
b0562	8	1.576110496
b0563	7	4.936111082
b0564	146	25.12057446
b0565	136	18.39621632
b0566	7	1.185444
b0567	72	10.42780177
b0568	309	13.41224705
b0569	172	9.917594308
b0570	93	8.316768093
b0571	130	24.52591534
b0572	1	0.09391852
b0573	0	0
b0574	0	0
b0575	66	2.708939915
b0576	204	19.11763657
b0577	185	19.12912554
b0578	350	69.06026973
b0579	57	19.93363326
b0580	51	26.43070839
b0581	1680	193.7390516
b0582	0	0
b0583	11	2.285804373
b0584	230	13.24414582
b0585	94	10.08324223
b0586	669	22.23865723
b0587	5	0.568977279
b0588	35	5.5349775
b0589	45	5.847917532
b0590	106	13.61061589
b0591	146	15.06029644
b0592	135	18.20370567
b0593	117	12.83856589
b0594	284	22.7489195
b0595	241	36.24663787
b0596	154	26.60345812
b0597	119	37.09237096
b0598	6503	398.4679187
b0599	551	65.29225879
b0600	687	76.35939724
b0601	18	3.686972768
b0602	14	1.479620521
b0603	7	1.000341449
b0604	131	22.63021438
b0605	26253	6006.72582
b0606	5178	426.6858714
b0607	1140	342.9142504
b0608	595	61.97030499
b0610	709	222.6088302
b0611	426	68.11990578
b0612	21	1.851041656
b0613	0	0
b0614	1	0.233775447
b0615	3	0.252532381
b0616	0	0
b0617	0	0
b0618	0	0
b0619	111	8.634050152
b0620	41	7.769171691
b0621	128	11.91748773
b0622	807	185.6302064
b0623	17460	10729.09075
b0624	269	90.39804324
b0627	2110	1334.720289
b0628	1068	142.6698158
b0629	6	0.811597779
b0630	113	22.71336027
b0631	2185	1068.035009
b0632	543	57.81428832
b0633	619	73.35010561
b0634	255	29.56534766
b0635	319	21.64303415
b0636	51	14.06249229
b0637	175	71.01480566
b0638	53	11.17538314
b0639	126	25.32640172
b0640	322	40.2637433
b0641	772	171.1718285
b0642	4751	237.3551168
b0643	3074	821.2865426
b0644	24	3.166725076
b0645	2	0.364531206
b0646	1	0.09036698
b0647	1	0.232511796
b0648	1	0.182265603
b0649	27	2.399579384
b0650	20	1.544512829
b0651	394	54.31982315
b0652	205	36.43805731
b0653	122	23.32351662
b0654	158	27.51546478
b0655	1505	213.653785
b0656	0	0
b0657	697	58.4429504
b0658	2443	358.6514294
b0659	639	176.1947563
b0660	1863	230.9404989
b0661	1217	110.2081439
b0662	1249	137.0544341
b0664	1	1.720587292
b0665	0	0
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	3	5.027690138
b0674	519	40.22454073
b0675	370	63.4080974
b0676	511	54.00614901
b0677	402	45.14856992
b0678	442	71.20782611
b0679	1178	78.07595645
b0680	1539	119.2785514
b0681	27	2.476324993
b0682	68	26.83484767
b0683	1002	289.2665212
b0684	557	135.3625878
b0685	30	13.16775988
b0686	107	18.04929806
b0687	591	139.6795452
b0688	2362	185.7416445
b0689	4	1.042780177
b0691	2	0.396448685
b0692	66	6.452202343
b0693	14	0.821562827
b0694	79	15.03610576
b0695	670	32.20093534
b0696	46	10.35955699
b0697	413	26.01034229
b0698	1202	92.65886758
b0699	1144	713.1709643
b0700	24	0.738449481
b0702	2	0.789260225
b0703	5	0.424207912
b0704	4	0.905572259
b0705	0	0
b0706	0	0
b0707	107	27.07394709
b0708	375	34.10254938
b0709	51	4.440787038
b0710	863	149.6841565
b0711	733	143.9715165
b0712	1059	146.4712172
b0713	430	75.49515667
b0714	125	20.36680033
b0715	15	1.84876858
b0716	5	0.60755201
b0717	1	0.177015153
b0718	8	0.421712571
b0719	2	0.455181823
b0720	5083	510.849603
b0721	388	128.3822825
b0722	60	22.2489736
b0723	3022	220.696723
b0724	2193	394.6912061
b0726	13239	609.712397
b0727	10477	1110.011888
b0728	11296	1249.08445
b0729	8990	1333.455151
b0730	105	18.74083668
b0731	22	1.435998498
b0732	131	6.417908177
b0733	19163	1576.080988
b0734	8954	1013.561751
b0735	859	377.036858
b0736	202	64.36270979
b0737	275	51.2079551
b0738	148	44.51869216
b0739	1098	111.9197184
b0740	2955	294.9150491
b0741	3336	824.695288
b0742	1829	298.0070224
b0743	109	185.0763304
b0744	10	16.97947985
b0745	5	8.489739925
b0746	12	20.37537582
b0747	0	0
b0748	35	59.42817948
b0749	4	6.79179194
b0750	84	10.38285435
b0751	421	75.45492185
b0752	226	30.95961209
b0753	5085	1722.280783
b0754	1963	240.5635935
b0755	6740	1155.055612
b0756	1063	131.7712025
b0757	372	41.77927366
b0758	220	27.1152725
b0759	377	47.83638709
b0760	143	12.52769769
b0761	165	26.98639763
b0762	187	160.8749118
b0763	106	17.67269892
b0764	90	16.8318322
b0765	206	25.10205255
b0766	66	10.39915396
b0767	1467	190.0678883
b0768	10	1.352662965
b0769	4	0.49019581
b0770	0	0
b0771	14	0.798681103
b0772	617	62.00948358
b0773	662	179.0925766
b0774	94	9.403209616
b0775	137	16.982742
b0776	81	9.049842248
b0777	20	3.413863674
b0778	37	7.042226746
b0779	2890	184.4398098
b0780	216	30.66393193
b0781	375	48.88032078
b0782	137	34.4620554
b0783	114	30.26959124
b0784	6	3.147415777
b0785	159	45.29360585
b0786	2003	366.6315261
b0787	9	1.626605633
b0788	98	13.21454189
b0789	278	28.88425526
b0790	308	52.159536
b0791	1673	525.2814852
b0792	153	17.83535607
b0793	114	12.97268196
b0794	269	19.9843688
b0795	236	30.48487994
b0796	51	9.793521414
b0797	207	19.569317
b0798	116	30.991945
b0799	518	31.07615819
b0800	660	88.44140283
b0801	476	56.56074246
b0802	327	161.6758748
b0803	316	152.7262877
b0804	18	3.425948147
b0805	53	2.995766309
b0806	682	337.1955554
b0807	143	19.90647109
b0808	664	38.49292323
b0809	575	102.6283913
b0810	393	76.83986427
b0811	2005	346.3632048
b0812	56390	14438.08294
b0813	87	12.64282892
b0814	14593	3649.49569
b0815	98	7.983785728
b0817	247	68.10658029
b0818	157	18.10537565
b0819	1835	257.1073029
b0820	1080	87.4874894
b0821	184	18.75521692
b0822	93	14.70722593
b0823	95	5.038711242
b0824	3	0.430146823
b0825	143	27.83302972
b0826	232	39.91762516
b0827	736	76.84176253
b0828	855	114.2160042
b0829	804	55.42276372
b0830	654	54.83743122
b0831	137	19.19547711
b0832	108	15.28153187
b0833	36	1.977686542
b0834	4	0.388394422
b0835	247	24.03761657
b0836	13308	4472.182749
b0837	364	42.08963536
b0838	667	137.2765219
b0839	1122	120.3552956
b0840	198	33.6636644
b0841	84	18.15695132
b0842	293	30.66496815
b0843	64	28.97831228
b0844	280	44.27982
b0845	421	44.93593361
b0846	246	59.11514996
b0847	385	29.46735352
b0848	53	18.09347747
b0849	134	67.02287705
b0850	42	18.8189235
b0851	175	31.2347278
b0852	245	35.0119507
b0853	333	90.08735347
b0854	234	27.13055433
b0855	103	11.72093195
b0856	64	8.657042976
b0857	130	19.82946347
b0858	65	17.15309416
b0859	114	13.04168559
b0860	87	15.33720229
b0861	1173	226.2610867
b0862	629	113.2060048
b0863	1561	275.1881928
b0864	848	150.1088501
b0865	610	152.5520709
b0866	353	140.5942856
b0867	641	99.53939114
b0868	310	39.45133583
b0869	438	39.49775858
b0870	916	117.9684101
b0871	3525	264.6191188
b0872	53	7.058136722
b0873	10	0.78066574
b0874	24	3.441174583
b0875	157	29.10907379
b0876	321	24.96873963
b0877	329	42.75477484
b0878	339	39.1988637
b0879	1344	89.07817102
b0880	23631	13553.0661
b0881	422	169.6466909
b0882	14949	847.2022207
b0883	10	14.66409623
b0884	758	446.6456051
b0885	228	41.73339388
b0886	797	59.72596129
b0887	783	57.18250633
b0888	692	92.44149113
b0889	1592	415.0265103
b0890	3502	113.2612161
b0891	726	153.0816634
b0892	548	52.61617387
b0893	5833	582.1453406
b0894	571	30.13666698
b0895	115	24.01305079
b0896	255	38.08591661
b0897	7920	1630.030066
b0898	448	50.31482419
b0899	130	11.72307903
b0900	14	1.987477069
b0901	4	0.873394564
b0902	1250	217.6856391
b0903	30073	1699.843023
b0904	1701	255.8320789
b0905	494	36.19974966
b0906	308	57.35290972
b0907	1566	185.5674723
b0908	424	42.61267591
b0909	24	4.048440686
b0910	1125	212.2434981
b0911	25199	1942.521468
b0912	3294	1491.47751
b0913	208	11.85040254
b0914	1063	78.4298581
b0915	306	40.00757684
b0916	102	10.67517663
b0917	18	12.69285707
b0918	528	91.21185642
b0919	751	108.4027731
b0920	116	19.19116594
b0921	238	39.07440605
b0922	465	45.35561738
b0923	235	43.01468229
b0924	3609	104.3981092
b0925	1755	122.5499471
b0926	1676	393.9486749
b0927	1410	280.7902872
b0928	2172	235.3347353
b0929	2617	310.1086048
b0930	3989	367.4209157
b0931	787	84.42033656
b0932	2510	123.9573508
b0933	56	9.40946175
b0934	10	1.629344026
b0935	12	1.351246564
b0936	3	0.403262646
b0937	3	0.672104411
b0938	7	1.6727932
b0939	1	0.183823429
b0940	19	0.94265163
b0941	16	1.927828898
b0942	4	0.950600714
b0943	5	1.250426811
b0944	29	5.263399942
b0945	74	9.445360502
b0946	112	26.61681998
b0947	348	40.45705253
b0948	644	39.40463072
b0949	1290	87.24676124
b0950	416	42.80887041
b0951	557	43.80105674
b0952	321	73.44528199
b0953	110707	85036.18629
b0954	2470	614.1402616
b0955	1815	133.0011045
b0956	144	41.02062417
b0957	56734	7032.838573
b0958	676	171.046619
b0959	255	52.23211421
b0960	283	16.954255
b0961	67	19.34217257
b0962	1043	65.49534836
b0963	685	192.5820743
b0964	106	20.63147657
b0965	1701	530.2027143
b0966	3956	1605.340407
b0967	297	32.17974972
b0968	426	197.0349963
b0969	195	76.25330042
b0970	1680	328.4757557
b0971	25	36.66024059
b0972	694	80.03267964
b0973	682	49.05687846
b0974	242	44.10827591
b0975	263	57.71868082
b0976	43	13.90700254
b0977	277	41.6610734
b0978	1310	109.415988
b0979	1148	130.2924941
b0980	1002	99.53974977
b0981	280	16.56686526
b0982	4	1.154756571
b0983	18	2.037537582
b0984	15	0.923061852
b0985	3	0.518249184
b0986	1	0.20006829
b0987	3	1.265137714
b0988	10	2.560397755
b0989	1	0.605840596
b0990	30	18.17521787
b0991	0	0
b0992	15	1.802291157
b0993	93	4.371984101
b0994	109	13.66938883
b0995	62	11.54506624
b0996	8	0.880095801
b0997	65	3.293232448
b0998	52	11.18381739
b0999	1867	787.3373709
b1000	5160	722.9829336
b1001	4	0.410641358
b1002	3430	356.3776818
b1003	1103	624.2788758
b1004	4701	1016.140811
b1006	90	8.738874505
b1007	3	0.782085133
b1008	3	0.655045923
b1009	6	0.966622074
b1010	1	0.33344715
b1011	0	0
b1012	4	0.449239502
b1013	186	37.56211693
b1014	1841	59.94703262
b1015	836	71.49159919
b1018	130	14.8720976
b1019	138	14.00006169
b1020	752	91.11842558
b1021	6	1.870203578
b1022	6	0.583909714
b1023	13	0.830892823
b1024	74	3.939463477
b1025	17	1.614237525
b1026	1	0.148839731
b1027	0	0
b1028	0	0
b1029	4	0.522974861
b1032	1	1.466409623
b1033	240	32.98250399
b1034	355	62.07403338
b1035	241	56.03534287
b1036	137	35.93299679
b1037	161	24.91138075
b1038	17	5.260788481
b1039	31	10.25734731
b1040	365	72.35188495
b1041	1	0.282991331
b1042	34	9.621705249
b1043	1	0.38751966
b1044	3	1.240808143
b1045	411	99.32041809
b1046	432	39.20325474
b1047	35	3.900295026
b1048	1400	117.6182719
b1049	2459	124.7324337
b1050	240	135.8358388
b1051	3472	1194.775815
b1053	88	9.254992766
b1054	311	43.57513417
b1055	172	21.07841981
b1056	71	15.90647105
b1057	5	1.137954558
b1058	0	0
b1059	152	17.52877133
b1060	3372	1706.417749
b1061	42	22.03191044
b1062	211	26.00601135
b1063	925	212.773161
b1064	1434	285.5696963
b1065	515	54.96913493
b1066	318	70.14702035
b1067	234	46.59923914
b1068	320	44.690579
b1069	250	21.00326284
b1070	12	3.713497751
b1071	16	7.022805271
b1072	28	5.474595928
b1073	0	0
b1074	0	0
b1075	8	1.483264906
b1076	18	1.921251318
b1077	13	2.219011388
b1078	11	1.81287933
b1079	8	1.476898963
b1080	10	1.175264543
b1081	6	0.821936604
b1082	62	4.866624638
b1083	105	14.20296113
b1084	3661	148.2831938
b1085	17	6.834108401
b1086	303	40.72952729
b1087	478	105.4411186
b1088	1737	429.4051904
b1089	1293	958.930762
b1090	1152	138.8036807
b1091	1785	241.4503393
b1092	1886	261.6957768
b1093	8563	1503.407038
b1094	13914	7576.028979
b1095	4608	478.7721159
b1096	198	31.54410034
b1097	188	23.7148395
b1098	289	58.08992141
b1099	247	31.71530306
b1100	1772	286.5489361
b1101	2740	246.5695177
b1102	113	6.658437121
b1103	581	208.2627534
b1104	156	53.25627331
b1105	520	104.5216579
b1106	167	26.12164343
b1107	569	71.56536322
b1108	847	201.2897011
b1109	572	56.5618351
b1110	4875	1164.980979
b1111	440	89.69886354
b1112	136	68.0232185
b1113	269	36.04657176
b1114	1915	71.69113715
b1115	6	0.720916463
b1116	257	27.63693337
b1117	187	34.37498114
b1118	686	71.10378807
b1119	716	101.3108964
b1120	426	75.40845537
b1121	4	0.6542157
b1122	2	0.558632238
b1123	1405	173.1679903
b1124	124	20.12762492
b1125	108	16.8318322
b1126	312	35.41050362
b1127	1297	136.4059729
b1128	2249	258.6631563
b1129	316	27.91096428
b1130	308	59.14518815
b1131	1041	97.98311655
b1132	347	69.74810633
b1133	796	92.79047995
b1134	76	21.22802503
b1135	118	23.28317665
b1136	9145	943.3315816
b1137	20	3.875196602
b1138	16	2.92865922
b1139	55	7.938951429
b1140	17	1.944812763
b1141	5	2.622846481
b1143	79	29.80842018
b1144	63	26.3099513
b1145	191	36.51468585
b1146	1	0.642010183
b1147	11	2.54387906
b1148	7	2.664626336
b1150	0	0
b1151	3	0.939641118
b1152	5	0.827205429
b1153	3	0.661764343
b1154	2	0.409663641
b1155	5	1.558502981
b1156	0	0
b1157	1	0.257572948
b1158	0	0
b1159	43	6.653350138
b1160	0	0
b1161	1	0.318627276
b1162	271	47.77450369
b1163	88	9.369534756
b1164	17	9.256324037
b1165	16	7.563021062
b1166	184	88.9292308
b1167	77	39.90518718
b1168	81	6.858640286
b1171	22	8.602936458
b1172	8	2.992325724
b1174	180	86.99598665
b1175	1013	160.7891998
b1176	474	87.88344571
b1177	75	26.22846481
b1178	111	35.63156518
b1179	142	62.32739678
b1180	261	51.0310549
b1181	230	64.24270731
b1182	26	3.678887301
b1183	33	10.13917511
b1184	71	7.219958493
b1185	219	53.22155605
b1186	309	25.85902106
b1187	1182	211.8473103
b1188	7771	654.1430451
b1189	5579	554.2238164
b1190	4050	487.9816898
b1191	242	17.97850279
b1192	202	28.48841253
b1193	242	51.02722115
b1194	10	1.755701318
b1195	1000	506.0550857
b1196	33	9.656357248
b1197	374	28.42312929
b1198	853	77.57193233
b1199	269	54.83862339
b1200	785	94.58410531
b1201	129	8.670146899
b1202	120	5.399332505
b1203	835	98.67379041
b1204	221	48.74997326
b1205	23265	10760.60842
b1206	167	12.82759275
b1207	2241	305.050326
b1208	1771	268.2359237
b1209	299	61.83360579
b1210	863	88.59587306
b1211	338	40.27413466
b1212	91	14.08034564
b1213	10	3.283563533
b1214	349	55.6004597
b1215	875	132.0626211
