Gene_id	Wu_2_readcount	Wu_2_fpkm
b0169	7570	1753.59064
b0170	3784	746.9310144
b0171	1112	257.5948205
b0172	3377	1017.80791
b0173	1294	181.8063659
b0174	1693	373.6551278
b0175	868	170.1380289
b0176	1707	212.1801169
b0177	6317	436.6542864
b0178	3271	1131.913487
b0179	3076	504.205908
b0180	1058	390.202264
b0181	1685	359.1632244
b0182	655	95.87165646
b0183	186	52.39713885
b0184	1542	74.45602712
b0185	1143	200.2368281
b0186	918	72.0762486
b0187	193	83.22650586
b0188	363	46.99659936
b0189	198	130.5852033
b0190	178	54.82723184
b0191	55	21.86710458
b0192	617	145.9434213
b0193	56	11.41571291
b0194	3509	343.3020931
b0195	98	23.27886372
b0196	145	60.21184554
b0197	1319	271.8464066
b0198	436	112.1186089
b0199	1124	183.1705181
b0200	16	4.671608705
b0201	0	0
b0202	0	0
b0203	0	0
b0204	1	0.057912505
b0205	0	0
b0206	0	0
b0207	68	14.22400263
b0208	227	41.7228266
b0209	1301	273.1578843
b0210	124	33.41996997
b0211	3107	384.4950529
b0212	184	40.93219056
b0213	231	53.73319225
b0214	345	123.977308
b0215	462	106.1450765
b0216	8	17.47302996
b0217	5	1.069834055
b0218	0	0
b0219	607	132.4046607
b0220	1307	463.7310819
b0221	1937	133.2354267
b0222	1174	341.0032303
b0223	338	74.01580043
b0224	1398	317.2911241
b0225	98	59.07324557
b0226	337	217.1492598
b0227	44	9.866437586
b0228	166	56.05930447
b0229	43	4.221628883
b0230	26	5.783896492
b0231	381	60.67782671
b0232	41	23.45338248
b0233	11	4.636483828
b0234	6	2.227522032
b0235	1	0.812453688
b0236	2	0.671368916
b0237	3936	454.0111572
b0238	274	100.3937871
b0239	1428	192.8980404
b0240	1294	541.3488058
b0241	3	0.477778163
b0242	608	92.61972042
b0243	908	121.7747571
b0244	4	8.851469126
b0245	0	0
b0246	0	0
b0247	0	0
b0248	0	0
b0249	1	0.700741306
b0250	278	99.90055539
b0251	4	1.515116337
b0252	3	0.613788005
b0253	148	28.80825368
b0254	18	3.386132484
b0256	0	0
b0258	112	16.99993348
b0259	1	0.16536668
b0260	291	34.85738803
b0261	1071	193.0531032
b0262	21	3.373195971
b0263	4	1.933079464
b0264	0	0
b0265	1	0.609340266
b0266	48	26.12472441
b0267	18	2.620954494
b0268	197	36.44779861
b0269	458	39.13896562
b0270	63	7.661032931
b0271	218	22.75778096
b0272	85	18.83415367
b0273	122	20.4156273
b0274	1	0.333686336
b0275	0	0
b0276	105	21.32690931
b0277	25	6.705658429
b0278	4	0.962391493
b0279	7	1.376895197
b0280	168	64.06777653
b0281	96	11.52396837
b0283	146	25.65723653
b0284	355	27.15014063
b0285	71	12.47714927
b0286	63	15.3553747
b0287	97	26.52562211
b0288	10	5.096300406
b0289	52	12.29993178
b0290	75	7.672350064
b0291	34	2.263677377
b0292	0	0
b0293	11	3.146185455
b0294	0	0
b0295	6	4.425734563
b0296	3	1.911112652
b0297	1	0.19286458
b0298	0	0
b0299	1	0.193976832
b0300	28	6.884475987
b0301	1	0.2831278
b0303	1	0.709611449
b0304	63	7.990353351
b0305	4	0.786797256
b0306	40	9.343217411
b0307	100	11.7771648
b0308	37	8.940492523
b0310	1	0.251387016
b0311	265	26.67094378
b0312	459	52.40574491
b0313	221	63.20972595
b0314	545	45.06242026
b0315	17	2.625366876
b0316	88	15.86243985
b0317	1	0.337706653
b0318	17	4.717862257
b0319	3	0.583951088
b0320	18	1.955557133
b0321	20	2.370372282
b0323	4	0.707372927
b0324	221	26.87441711
b0325	528	84.56946502
b0326	2	0.412200768
b0327	3	2.050950163
b0328	73	18.2693269
b0329	1927	1174.198692
b0330	77	8.159860952
b0331	119	22.46147216
b0333	52	7.474573929
b0334	88	10.19260081
b0335	167	14.8837899
b0336	57	7.608048463
b0337	464	60.77457307
b0338	42	7.848302625
b0339	137	34.90965778
b0340	74	26.42285688
b0341	152	22.13250462
b0342	7	1.923603585
b0343	14	1.87758436
b0344	67	3.664364292
b0345	239	37.11405476
b0346	358	72.19147841
b0347	16	1.616124093
b0348	9	1.601694413
b0349	15	2.909652481
b0350	21	4.360168125
b0351	31	5.482140184
b0352	49	8.126940588
b0353	97	13.4597835
b0354	220	68.51692768
b0355	66	13.30904351
b0356	355	53.78662996
b0357	44	26.8109717
b0358	23	4.997534894
b0360	0	0
b0361	1	0.185626836
b0363	3	0.42149853
b0364	0	0
b0365	13	2.270314511
b0366	13	2.846761555
b0367	9	1.828020798
b0368	34	6.711325182
b0369	1001	172.6626578
b0372	1	0.193976832
b0373	3	1.681779134
b0375	1	0.269515887
b0376	345	50.10481876
b0377	253	34.84767575
b0378	317	48.68712196
b0379	1467	798.4368898
b0380	544	429.5248117
b0381	750	115.1903516
b0382	556	358.2640607
b0383	249	29.5736585
b0384	629	329.5448833
b0385	26	3.91812343
b0386	617	128.1058921
b0387	686	251.3508684
b0388	748	239.6134842
b0389	456	399.4225443
b0390	448	111.1264089
b0391	888	524.0069723
b0392	44	21.63692453
b0393	286	52.74000354
b0394	258	47.73366519
b0396	167	23.70102239
b0397	392	20.9487582
b0398	72	10.06551103
b0399	136	33.14811047
b0400	142	18.426901
b0401	2330	296.8594986
b0402	490	59.97611176
b0403	279	25.85214206
b0404	199	57.5041319
b0405	230	36.11663873
b0406	774	115.3986746
b0407	498	251.5093119
b0408	1898	172.7281816
b0409	1739	300.8862051
b0410	230	111.1520692
b0411	737	140.0532454
b0412	422	131.4279249
b0413	958	358.0320912
b0414	2007	305.7364784
b0415	914	326.3579891
b0416	742	297.1143137
b0417	386	66.37696786
b0418	1146	371.3523868
b0419	3739	644.9407366
b0420	1209	109.1396121
b0421	1109	207.2325622
b0422	422	292.0620554
b0423	584	67.78185053
b0424	343	97.60579407
b0425	608	112.1186089
b0426	1336	456.6782364
b0427	167	20.57561285
b0428	5454	1029.452682
b0429	581	296.0950536
b0430	1208	330.3397063
b0431	5571	470.3409415
b0432	2926	519.0807749
b0433	316	36.00556953
b0434	418	121.4134159
b0435	6354	3360.3851
b0436	4477	579.6247254
b0437	4620	1245.163397
b0438	9604	1266.808377
b0439	4607	329.0002747
b0440	5085	3132.544651
b0441	2854	256.399447
b0442	134	60.58021612
b0443	138	58.16679711
b0444	306	73.94028951
b0445	351	34.70337895
b0446	433	88.91457448
b0447	330	120.9122253
b0448	476	45.15097957
b0449	384	36.24035844
b0450	8	3.968800316
b0451	150	19.60115541
b0452	445	86.92122121
b0453	1675	491.6195549
b0454	624	269.0846614
b0455	0	0
b0456	33	15.6776021
b0457	575	62.34835603
b0458	421	150.3246317
b0459	94	28.6389925
b0460	159	122.1017727
b0461	263	117.9487766
b0462	3113	166.2024903
b0463	638	89.86391017
b0464	111	28.80825368
b0465	1343	67.1611471
b0466	79	82.01268616
b0467	178	56.69634202
b0468	241	107.2245427
b0469	252	76.77687351
b0470	1854	161.3881219
b0471	450	229.3335183
b0472	634	175.9485101
b0473	3650	327.3863381
b0474	1167	304.2846898
b0475	412	71.95150604
b0476	128	22.42372179
b0477	573	73.84363554
b0478	1553	155.7425757
b0479	285	39.25528691
b0480	1200	122.0892293
b0481	112	39.24151313
b0482	255	53.94385901
b0483	427	209.9765176
b0484	4306	289.0914551
b0485	1487	268.0391824
b0486	6457	839.849023
b0487	1522	627.3695691
b0488	706	258.678882
b0489	1361	249.3356646
b0490	116	28.77380229
b0491	105	22.6393345
b0492	1304	256.4959053
b0493	270	56.05930447
b0494	193	51.76768307
b0495	280	68.54412773
b0496	416	28.96977721
b0497	88	3.457055917
b0498	3	1.367300109
b0499	0	0
b0501	0	0
b0502	32	12.75282756
b0503	166	25.4954645
b0504	7	1.269951881
b0505	25	8.704860942
b0506	2543	524.1132767
b0507	91	8.588209943
b0508	4	0.865780764
b0509	10	1.913286842
b0511	2	0.23117239
b0512	14	1.728701019
b0513	43	5.554262885
b0514	30	4.402563178
b0515	29	6.205037517
b0516	18	2.449192914
b0517	11	1.761863855
b0518	11	1.109086959
b0520	12	2.473204609
b0521	29	5.455435669
b0522	269	42.35941826
b0523	73	24.07252486
b0524	112	26.05245685
b0525	1156	392.7548846
b0526	583	70.74150325
b0527	22	7.087958036
b0528	46	36.32011275
b0529	1148	222.6854032
b0530	5	1.548599571
b0531	0	0
b0532	6	0.387506713
b0533	0	0
b0534	3	0.977778566
b0535	3	0.797051722
b0536	6	13.10477247
b0537	182	26.29585931
b0539	2	1.20557644
b0540	0	0
b0541	0	0
b0542	6	3.297606145
b0543	26	13.13100825
b0544	3	0.330408474
b0545	114	34.73239516
b0546	98	20.65342796
b0547	0	0
b0548	0	0
b0549	0	0
b0550	0	0
b0551	3	1.313889948
b0552	0	0
b0553	871	133.4088912
b0554	3	2.335804353
b0555	7	2.363946574
b0556	0	0
b0557	5	2.860168595
b0558	0	0
b0559	3	2.437361064
b0560	0	0
b0561	1	0.383967839
b0562	13	3.337882251
b0563	6	5.514029947
b0564	43	9.642200368
b0565	118	20.80188027
b0566	9	1.986353308
b0567	77	14.53389375
b0568	403	22.79707336
b0569	167	12.54946896
b0570	121	14.10223667
b0571	155	38.11049207
b0572	5	0.61200114
b0573	2	1.010077558
b0574	9	1.236602304
b0575	66	3.53045238
b0576	158	19.29710263
b0577	267	35.98037089
b0578	453	116.4902061
b0579	113	51.50163744
b0580	75	50.65599801
b0581	1670	250.9893792
b0582	0	0
b0583	3	0.812453688
b0584	202	15.15927644
b0585	66	9.226718441
b0586	650	28.15961971
b0587	1	0.148305038
b0588	44	9.068416899
b0589	58	9.823080541
b0590	110	18.40753281
b0591	157	21.10626091
b0592	128	22.49401558
b0593	94	13.4427924
b0594	176	18.37325435
b0595	238	46.65074987
b0596	188	42.32590056
b0597	115	46.71608705
b0598	8430	673.1907929
b0599	518	79.99647304
b0600	1189	172.2338837
b0601	15	4.004236033
b0602	5	0.688689244
b0603	2	0.372487073
b0604	141	31.74442542
b0605	24788	7391.478931
b0606	4470	480.048067
b0607	2183	855.7864451
b0608	341	46.28625381
b0610	467	191.0926656
b0611	616	128.3737232
b0612	14	1.608258735
b0613	1	0.191328684
b0614	1	0.304670133
b0615	4	0.438820387
b0616	0	0
b0617	0	0
b0618	0	0
b0619	97	9.833187221
b0620	26	6.420889498
b0621	628	76.20182512
b0622	526	157.6855302
b0623	15076	12073.57249
b0624	129	56.49726778
b0627	761	627.3695691
b0628	1605	279.4260362
b0629	1	0.176287121
b0630	190	49.77227967
b0631	1525	971.4822649
b0632	618	85.75408455
b0633	696	107.4856086
b0634	286	43.21552851
b0635	313	27.67596577
b0636	164	58.93414059
b0637	314	166.0624679
b0638	34	9.343217411
b0639	121	31.69708337
b0640	376	61.27412349
b0641	745	215.2792878
b0642	5198	338.4393317
b0643	3769	1312.344836
b0644	19	3.267260076
b0645	0	0
b0646	1	0.117771648
b0647	0	0
b0648	2	0.475078851
b0649	29	3.358925268
b0650	27	2.717416913
b0651	1043	187.40338
b0652	259	59.99735478
b0653	146	36.37625979
b0654	196	44.48430638
b0655	2411	446.069251
b0656	6	0.992200079
b0657	1033	112.8835507
b0658	3251	622.0095523
b0659	902	324.1377733
b0660	2227	359.7811846
b0661	1314	155.0777391
b0662	1292	184.7668912
b0664	0	0
b0665	0	0
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	4	8.736514982
b0674	619	62.52380084
b0675	656	146.5135607
b0676	963	132.6415484
b0677	458	67.03697505
b0678	534	112.1186089
b0679	2131	184.0714604
b0680	1402	141.6128736
b0681	13	1.55388264
b0682	23	11.82902755
b0683	1128	424.3952714
b0684	798	252.7419489
b0685	67	38.32625918
b0686	272	59.79659143
b0687	740	227.9334357
b0688	2818	288.8027788
b0689	4	1.359013442
b0691	0	0
b0692	65	8.28148816
b0693	12	0.917751233
b0694	136	33.73480269
b0695	700	43.84526606
b0696	38	11.15316005
b0697	103	8.454038594
b0698	29	2.913476397
b0699	2339	1900.329176
b0700	37	1.483686885
b0702	1	0.514305546
b0703	3	0.331711861
b0704	5	1.475244854
b0705	0	0
b0706	0	0
b0707	304	100.2472268
b0708	663	78.57784114
b0709	38	4.31225419
b0710	883	199.5982494
b0711	1105	282.8563079
b0712	1518	273.6270874
b0713	708	161.9999492
b0714	168	35.67410284
b0715	56	8.995189255
b0716	2	0.316719234
b0717	5	1.153483631
b0718	2	0.137400256
b0719	3	0.88983023
b0720	3996	523.3948146
b0721	227	97.88817011
b0722	43	20.78060424
b0723	3174	302.0920753
b0724	2166	508.0521066
b0726	11452	687.3566967
b0727	11396	1573.526684
b0728	9754	1405.66184
b0729	7010	1355.088704
b0730	217	50.47663514
b0731	13	1.105873988
b0732	157	10.02427198
b0733	28228	3025.70181
b0734	12587	1856.890698
b0735	657	375.8261534
b0736	196	81.389805
b0737	271	65.76654333
b0738	149	58.41144311
b0739	1020	135.4987928
b0740	2738	356.1261615
b0741	3736	1203.664146
b0742	1972	418.7460167
b0743	154	340.7815614
b0744	10	22.12867282
b0745	10	22.12867282
b0746	12	26.55440738
b0747	1	2.212867282
b0748	31	68.59888573
b0749	2	4.425734563
b0750	185	29.80164174
b0751	356	83.15463496
b0752	221	39.45575251
b0753	2800	1235.953169
b0754	5720	913.5590357
b0755	5935	1325.545705
b0756	1394	225.206543
b0757	868	127.0482409
b0758	739	118.7043725
b0759	995	164.5398464
b0760	187	21.35048867
b0761	324	69.06165265
b0762	132	147.9965638
b0763	160	34.76546013
b0764	159	38.75404091
b0765	262	41.60775572
b0766	75	15.40090782
b0767	1619	273.3735359
b0768	5	0.881435605
b0769	1	0.159713118
b0770	4	0.469115519
b0771	35	2.602222356
b0772	448	58.67889813
b0773	615	216.8331588
b0774	87	11.34223137
b0775	54	8.723926343
b0776	34	4.950691823
b0777	13	2.891948246
b0778	20	4.961000395
b0779	3225	268.2362862
b0780	280	51.80397772
b0781	973	165.2900098
b0782	333	109.1681192
b0783	227	78.55223527
b0784	18	12.30570098
b0785	217	80.56204681
b0786	1885	449.6671869
b0787	11	2.590976257
b0788	102	17.92491867
b0789	249	33.71682805
b0790	229	50.54165639
b0791	2299	940.7324158
b0792	117	17.77490142
b0793	133	19.72457009
b0794	410	39.69657138
b0795	157	26.43036277
b0796	57	14.26509087
b0797	256	31.54105922
b0798	147	51.18458234
b0799	2107	164.7377329
b0800	1058	184.7686733
b0801	700	108.40197
b0802	146	94.07653393
b0803	203	127.8656046
b0804	22	5.457100435
b0805	42	3.093943216
b0806	466	300.2716768
b0807	154	27.93894138
b0808	419	31.65613015
b0809	742	172.5975266
b0810	468	119.2534295
b0811	2381	536.0530278
b0812	38114	12718.12101
b0813	107	20.26468101
b0814	12112	3947.617998
b0815	84	8.91852571
b0817	251	90.19798347
b0818	191	28.70597092
b0819	1282	234.0978121
b0820	888	93.74889334
b0821	143	18.99639938
b0822	78	16.07582996
b0823	111	7.672728478
b0824	11	2.05550783
b0825	133	33.73704748
b0826	525	117.7245394
b0827	1182	160.8303347
b0828	1385	241.1246481
b0829	1568	140.8669702
b0830	1162	126.9803349
b0831	241	44.00746702
b0832	109	20.10021114
b0833	21	1.50350625
b0834	8	1.012357643
b0835	318	40.33225977
b0836	8908	3901.37722
b0837	489	73.6908599
b0838	614	164.690971
b0839	1217	170.1350961
b0840	219	48.525643
b0841	58	16.33889276
b0842	228	31.09859226
b0843	142	83.79390773
b0844	877	180.7500368
b0845	1599	222.4288532
b0846	872	273.0933715
b0847	653	65.1365228
b0848	48	21.35592551
b0849	66	43.02225692
b0850	75	43.79633161
b0851	298	69.31814411
b0852	284	52.89316435
b0853	265	93.43217411
b0854	218	32.94050775
b0855	143	21.20762047
b0856	53	9.343217411
b0857	111	22.06589644
b0858	34	11.69335185
b0859	114	16.99670401
b0860	62	14.24457736
b0861	1566	393.6720663
b0862	1175	275.6053671
b0863	2468	567.0260796
b0864	1037	239.2325051
b0865	675	220.0001774
b0866	645	334.7986239
b0867	1252	253.379961
b0868	261	43.28839783
b0869	565	66.40148223
b0870	967	162.3034354
b0871	2862	280.0030181
b0872	119	20.65342796
b0873	357	36.32154572
b0874	38	7.100845232
b0875	136	32.86235089
b0876	739	74.91469439
b0877	149	25.23515518
b0878	371	55.90860741
b0879	692	59.7735573
b0880	15805	11813.56409
b0881	261	136.7427894
b0882	16920	1249.701491
b0883	14	26.75557713
b0884	1030	790.9737479
b0885	231	55.10510354
b0886	1487	145.2268044
b0887	986	93.84460815
b0888	470	81.82569285
b0889	1208	410.4220594
b0890	5922	249.6114294
b0891	979	269.0297013
b0892	857	107.2384463
b0893	11268	1465.606132
b0894	1842	126.7009065
b0895	264	71.84299213
b0896	498	96.93588064
b0897	10471	2808.597976
b0898	335	49.03359529
b0899	115	13.51534594
b0900	18	3.330255711
b0901	5	1.422824986
b0902	1670	379.0244472
b0903	37030	2727.826602
b0904	2141	419.6607373
b0905	694	66.27795111
b0906	243	58.97147613
b0907	1820	281.0686891
b0908	342	44.7950517
b0909	16	3.517446555
b0910	947	232.8428128
b0911	25385	2550.296494
b0912	1941	1145.380105
b0913	358	26.58176291
b0914	1479	142.2156283
b0915	447	76.16568114
b0916	87	11.8665681
b0917	16	14.70407986
b0918	1204	271.0658738
b0919	2765	520.1475733
b0920	85	18.32708031
b0921	317	67.82747907
b0922	473	60.1270998
b0923	305	72.75782069
b0924	4789	180.543382
b0925	2029	184.6498844
b0926	1748	535.4735749
b0927	1748	453.6651121
b0928	2029	286.5096442
b0929	4287	662.0557527
b0930	5167	620.2535892
b0931	1160	162.1665665
b0932	3096	199.2647608
b0933	43	9.416211297
b0934	6	1.274075101
b0935	21	3.081794225
b0936	13	2.277409244
b0937	1	0.291975544
b0938	11	3.425846384
b0939	1	0.239569677
b0940	13	0.840566272
b0941	18	2.826519553
b0942	3	0.929159743
b0943	5	1.629630944
b0944	23	5.440354442
b0945	89	14.80497952
b0946	201	62.25370275
b0947	459	69.54383986
b0948	597	47.60655016
b0949	1077	94.93061464
b0950	378	50.69477772
b0951	596	61.08107031
b0952	257	76.63426196
b0953	82725	82812.60646
b0954	1719	557.0285802
b0955	2086	199.2158588
b0956	267	99.12473041
b0957	66123	10682.44781
b0958	540	178.0707318
b0959	194	51.78811936
b0960	318	24.82849418
b0961	93	34.99003567
b0962	1676	137.1611595
b0963	1043	382.1559121
b0964	96	24.35155307
b0965	1270	515.9080918
b0966	2439	1289.892864
b0967	405	57.18896299
b0968	240	144.6691728
b0969	146	74.40598593
b0970	2500	637.0375507
b0971	16	30.57780244
b0972	367	55.15754622
b0973	383	35.90420336
b0974	165	39.19400524
b0975	172	49.19489984
b0976	62	26.13290885
b0977	134	26.26554825
b0978	616	67.05345932
b0979	746	110.3436441
b0980	693	89.72078059
b0981	263	20.280051
b0982	5	1.881184714
b0983	19	2.802965223
b0984	7	0.561395038
b0985	0	0
b0986	1	0.260740951
b0987	4	2.198404097
b0988	9	3.003177025
b0989	1	0.789567669
b0990	250	197.3919171
b0991	4	2.912171661
b0992	35	5.480658258
b0993	74	4.533757957
b0994	102	16.67069695
b0995	127	30.82048341
b0996	3	0.430122541
b0997	56	3.697669081
b0998	34	9.530081759
b0999	2341	1286.615998
b1000	6696	1222.71369
b1001	8	1.070344715
b1002	7199	974.8090165
b1003	1298	957.4339105
b1004	4587	1292.181053
b1006	84	10.62975525
b1007	11	3.737286964
b1008	5	1.422824986
b1009	3	0.629879825
b1010	2	0.869136503
b1011	1	0.242680972
b1012	1	0.146368941
b1013	115	30.26676063
b1014	2876	122.0488718
b1015	614	68.43024442
b1018	97	14.4621078
b1019	135	17.849071
b1020	588	92.85315782
b1021	3	1.218680532
b1022	9	1.14147905
b1023	6	0.499785775
b1024	33	2.289550801
b1025	17	2.103770808
b1026	3	0.581930496
b1027	0	0
b1028	0	0
b1029	3	0.511179068
b1032	2	3.822225304
b1033	321	57.49213014
b1034	528	120.3224096
b1035	375	113.6337253
b1036	201	68.70683047
b1037	84	16.93878264
b1038	8	3.226434789
b1039	17	7.330832122
b1040	144	37.20064444
b1041	4	1.475244854
b1042	34	12.53958126
b1043	1	0.505038779
b1044	10	5.390317737
b1045	517	162.8239349
b1046	644	76.16496219
b1047	41	5.954485707
b1048	2846	311.6108994
b1049	4290	283.6019058
b1050	62	45.73259048
b1051	2045	917.1302211
b1053	201	27.54992713
b1054	1043	190.4555523
b1055	205	32.74118922
b1056	117	34.16113866
b1057	5	1.483050383
b1058	0	0
b1059	246	36.9720882
b1060	2029	1338.168574
b1061	77	52.64105419
b1062	178	28.59185156
b1063	878	263.2089268
b1064	2823	732.6639653
b1065	672	93.47854243
b1066	416	119.5931829
b1067	358	92.91310648
b1068	526	95.73764334
b1069	246	26.93474394
b1070	39	15.7288696
b1071	71	40.61439405
b1072	29	7.389635589
b1073	2	0.806608697
b1074	2	0.830508214
b1075	10	2.41634933
b1076	15	2.086574608
b1077	19	4.226693591
b1078	25	5.369665179
b1079	10	2.405978732
b1080	7	1.07217249
b1081	7	1.249729717
b1082	36	3.682728031
b1083	81	14.2792568
b1084	4057	214.1549889
b1085	0	0
b1086	278	48.70152075
b1087	508	146.0416752
b1088	1880	605.6982322
b1089	1390	1343.490228
b1090	1207	189.5338389
b1091	1243	219.1248914
b1092	1705	308.3261746
b1093	9470	2166.863728
b1094	10644	7553.104262
b1095	4548	615.8398954
b1096	249	51.69913634
b1097	242	39.78402252
b1098	289	75.70625697
b1099	358	59.90815223
b1100	1201	253.1098672
b1101	2797	328.0290263
b1102	79	6.066691853
b1103	556	259.741444
b1104	259	115.2330147
b1105	735	192.5401345
b1106	203	41.3819593
b1107	655	107.3650422
b1108	1020	315.9143125
b1109	1340	172.6884321
b1110	2141	666.7942826
b1111	613	162.8642352
b1112	232	151.2297516
b1113	246	42.96133613
b1114	2255	110.0206541
b1115	6	0.939541416
b1116	393	55.07826664
b1117	278	66.60037026
b1118	803	108.4713771
b1119	1034	190.6753974
b1120	511	117.8860271
b1121	1	0.213153249
b1122	4	1.45608583
b1123	2036	327.0393808
b1124	131	27.71233542
b1125	86	17.46775429
b1126	333	49.25527279
b1127	1725	236.4359418
b1128	3549	531.9638277
b1129	516	59.3975382
b1130	399	99.85563608
b1131	989	121.3187136
b1132	417	109.2370559
b1133	1202	182.6105257
b1134	149	54.23919718
b1135	169	43.4588186
b1136	13270	1783.949569
b1137	25	6.312984737
b1138	35	8.349258112
b1139	51	9.594042039
b1140	20	2.981877897
b1141	2	1.367300109
b1143	85	41.79860421
b1144	31	16.87221785
b1145	296	73.74912943
b1146	1	0.836706037
b1147	9	2.71254699
b1148	0	0
b1150	0	0
b1151	1	0.408198819
b1152	3	0.646838128
b1153	0	0
b1154	0	0
b1155	0	0
b1156	2	0.557804025
b1157	0	0
b1158	0	0
b1159	19	3.831391312
b1160	0	0
b1161	1	0.415254107
b1162	614	141.0672662
b1163	185	25.6707211
b1164	1	0.709611449
b1165	2	1.232072626
b1166	46	28.97447197
b1167	5	3.377066534
b1168	40	4.414118462
b1171	30	15.28890122
b1172	2	0.974944425
b1174	294	185.1846687
b1175	1569	324.5647554
b1176	977	236.0773296
b1177	56	25.52293537
b1178	198	82.83389764
b1179	154	88.09319273
b1180	343	87.40155196
b1181	149	54.23919718
b1182	55	10.14230837
b1183	18	7.20762486
b1184	20	2.650558131
b1185	300	95.01577028
b1186	469	51.1513887
b1187	2185	510.3732511
b1188	8812	966.721313
b1189	4720	611.0852588
b1190	5133	806.0291592
b1191	495	47.92634838
b1192	218	40.06861762
b1193	144	39.57127374
b1194	7	1.601694413
b1195	364	240.0657274
b1196	18	6.864404628
b1197	394	39.02361477
b1198	860	101.9260081
b1199	494	131.2478503
b1200	1102	173.0458082
b1201	101	8.846858986
b1202	106	6.215780621
b1203	1439	221.6190635
b1204	198	56.9217553
b1205	19847	11963.5378
b1206	156	15.61652053
b1207	2074	367.9335363
b1208	1925	379.9794405
b1209	377	101.6074893
b1210	1277	170.8537752
b1211	524	81.37140039
