Gene_id	MMC_3_readcount	MMC_3_fpkm
b0137	6	1.561136523
b0138	5	1.383112183
b0139	41	2.488324227
b0140	6	1.276718938
b0141	6	1.617177321
b0142	50	16.42445717
b0143	1217	137.2605279
b0144	88	14.96804899
b0145	3277	1133.114656
b0146	1320	295.2208812
b0147	65	19.30105701
b0148	1092	70.85632485
b0149	1323	82.28944599
b0150	531	37.31074548
b0151	155	30.62605547
b0152	94	16.63460174
b0153	277	22.02517221
b0154	2036	250.6056753
b0155	584	64.75532818
b0156	2601	1188.730799
b0157	209	52.81094689
b0158	289	56.88890632
b0159	1707	385.0513083
b0160	324	33.65390749
b0161	1713	189.5416935
b0162	205	27.9130671
b0163	2076	845.8213477
b0164	78	15.12747051
b0166	1797	343.4443582
b0167	1707	100.6924297
b0168	2121	420.6644366
b0169	12710	2760.394719
b0170	5256	972.6979929
b0171	1507	327.2946374
b0172	4960	1401.553678
b0173	906	119.3428226
b0174	3063	633.8029897
b0175	1427	262.2400042
b0176	2406	280.3884271
b0177	6609	428.3077186
b0178	3059	992.4427551
b0179	2475	380.3558502
b0180	1048	362.3753918
b0181	1797	359.1148232
b0182	877	120.3488162
b0183	250	66.02796851
b0184	1672	75.6911418
b0185	1227	201.5280894
b0186	419	30.84301424
b0187	108	43.66378767
b0188	378	45.88227111
b0189	173	106.9715234
b0190	268	77.39348608
b0191	82	30.5657983
b0192	455	100.9029942
b0193	98	18.7298537
b0194	3863	354.3325824
b0195	185	41.20033323
b0196	264	102.7806031
b0197	577	111.4930798
b0198	123	29.65443276
b0199	134	20.47327684
b0200	28	7.664746678
b0201	0	0
b0202	0	0
b0203	0	0
b0204	0	0
b0205	0	0
b0206	0	0
b0207	47	9.217307306
b0208	244	42.04661035
b0209	805	158.4621785
b0210	149	37.64990951
b0211	9333	1082.839444
b0212	187	39.00156813
b0213	336	73.2762504
b0214	576	194.0612785
b0215	595	128.1646166
b0216	15	30.71586795
b0217	49	9.829598794
b0218	12	5.299992901
b0219	563	115.137362
b0220	830	276.097204
b0221	1232	79.45003673
b0222	1250	340.4032574
b0223	452	92.798183
b0224	1946	414.0825088
b0225	128	72.33825436
b0226	230	138.9471319
b0227	73	15.34701278
b0228	99	31.34498814
b0229	61	5.614805673
b0230	48	10.0110977
b0231	2837	423.6016817
b0232	122	65.42967427
b0233	71	28.05741856
b0234	80	27.84543732
b0235	2	1.523427911
b0236	23	7.238563159
b0237	3893	421.0068264
b0238	1036	355.8847085
b0239	1365	172.8723588
b0240	2263	887.6070823
b0241	35	5.225963644
b0242	524	74.83839614
b0243	586	73.68215809
b0244	28	58.09071167
b0245	8	3.688299153
b0246	7	3.470828685
b0247	11	3.636106241
b0248	11	3.778698643
b0249	4	2.627913147
b0250	175	58.95958983
b0251	2	0.710246796
b0252	39	7.480920637
b0253	151	27.55658925
b0254	59	10.40583058
b0256	0	0
b0258	212	30.16882241
b0259	1	0.155039124
b0260	156	17.51942098
b0261	591	99.87759934
b0262	71	10.69236868
b0263	6	2.718530842
b0264	0	0
b0265	0	0
b0266	47	23.98289668
b0267	57	7.781353214
b0268	132	22.896669
b0269	506	40.54036745
b0270	68	7.752628806
b0271	165	16.14918694
b0272	124	25.75978104
b0273	115	18.04238877
b0274	1	0.312846803
b0275	1	0.571285467
b0276	219	41.70383907
b0277	34	8.550148038
b0278	29	6.541586374
b0279	20	3.688299153
b0280	289	103.3288299
b0281	136	15.30604659
b0283	101	16.64070394
b0284	191	13.6952636
b0285	62	10.21508559
b0286	58	13.25382283
b0287	98	25.1254135
b0288	24	11.46725737
b0289	63	13.97118382
b0290	109	10.45410704
b0291	112	6.991122861
b0292	17	4.006683722
b0293	43	11.53063932
b0294	19	5.069071045
b0295	32	22.12979492
b0296	18	10.75055378
b0297	52	9.402625021
b0298	0	0
b0299	4	0.727450006
b0300	69	15.9057901
b0301	49	13.00684285
b0303	2	1.330588935
b0304	101	12.00991981
b0305	66	12.17138721
b0306	50	10.94963811
b0307	128	14.1333144
b0308	63	14.27228692
b0310	21	4.949432833
b0311	607	57.27623986
b0312	1024	109.6123447
b0313	411	110.2114595
b0314	1022	79.22499221
b0315	73	10.56956803
b0316	97	16.39277011
b0317	47	14.88095396
b0318	64	16.65212291
b0319	24	4.379855245
b0320	65	6.620711416
b0321	57	6.333659593
b0323	30	4.973968101
b0324	216	24.62599738
b0325	252	37.84194931
b0326	16	3.091662526
b0327	16	10.25527082
b0328	58	13.60883594
b0329	2113	1207.126191
b0330	153	15.20116111
b0331	471	83.34997254
b0333	266	35.84743062
b0334	457	49.62629372
b0335	788	65.84405595
b0336	263	32.9114837
b0337	536	65.82062835
b0338	53	9.285293119
b0339	26	6.211431074
b0340	11	3.682426066
b0341	81	11.05771246
b0342	28	7.213879227
b0343	54	6.789823442
b0344	158	8.101663945
b0345	432	62.89520662
b0346	200	37.81169995
b0347	62	5.871373517
b0348	46	7.675174905
b0349	26	4.728425039
b0350	24	4.671845594
b0351	12	1.989587241
b0352	58	9.018873522
b0353	109	14.18032342
b0354	400	116.7961399
b0355	86	16.25903098
b0356	240	34.09184623
b0357	35	19.99499133
b0358	46	9.370853082
b0360	0	0
b0361	0	0
b0363	23	3.029674305
b0364	19	5.368854816
b0365	26	4.257055565
b0366	31	6.364477153
b0367	38	7.236282578
b0368	51	9.438279612
b0369	1917	310.0128925
b0372	21	3.819112532
b0373	8	4.204661035
b0375	27	6.822466824
b0376	429	58.41319896
b0377	365	47.13456013
b0378	432	62.20594408
b0379	537	274.0173514
b0380	565	418.2453318
b0381	1232	177.4021368
b0382	721	435.5690526
b0383	612	68.14757821
b0384	325	159.6395837
b0385	62	8.759710489
b0386	644	125.3611901
b0387	990	340.0828778
b0388	899	269.999305
b0389	327	268.5398747
b0390	488	113.4886386
b0391	1040	575.3746679
b0392	63	29.04535583
b0393	692	119.6392038
b0394	194	33.65116505
b0396	267	35.52672457
b0397	432	21.64458493
b0398	222	29.0970932
b0399	169	38.61889755
b0400	163	19.83101125
b0401	1280	152.8967649
b0402	548	62.88630587
b0403	262	22.76076841
b0404	260	70.43890909
b0405	491	72.28601429
b0406	1811	253.1463143
b0407	657	311.0880968
b0408	1647	140.5250959
b0409	1063	172.4365232
b0410	307	139.0981614
b0411	602	107.2544891
b0412	280	81.7572979
b0413	853	298.8813219
b0414	1952	278.7873078
b0415	1883	630.3643892
b0416	1624	609.6758501
b0417	538	86.73725601
b0418	1622	492.7716907
b0419	1866	301.7652881
b0420	1347	114.0031887
b0421	1275	223.3726175
b0422	634	411.3819593
b0423	946	102.9402003
b0424	286	76.30285888
b0425	287	49.61914955
b0426	1002	321.1181675
b0427	286	33.03662242
b0428	8389	1484.549723
b0429	761	363.607619
b0430	1573	403.2885249
b0431	12006	950.3230494
b0432	11424	1900.080999
b0433	592	63.2408367
b0434	610	166.1167896
b0435	3912	1939.697402
b0436	9590	1164.050211
b0437	3841	970.5590766
b0438	7036	870.1175012
b0439	4477	299.7494817
b0440	5187	2995.820987
b0441	1913	161.1281362
b0442	129	54.67754773
b0443	177	69.94595895
b0444	350	79.29048288
b0445	128	11.86500468
b0446	469	90.29240043
b0447	344	118.1702121
b0448	548	48.73422689
b0449	513	45.39122708
b0450	22	10.23258216
b0451	174	21.31733741
b0452	691	126.5427167
b0453	789	217.1124055
b0454	385	155.6533172
b0455	5	6.915560913
b0456	28	12.47145222
b0457	416	42.29059455
b0458	635	212.5764138
b0459	263	75.12403887
b0460	414	298.0701487
b0461	792	333.009154
b0462	2570	128.6426055
b0463	1026	135.4893914
b0464	159	38.68872133
b0465	1488	69.76511619
b0466	100	97.33011655
b0467	165	49.2733715
b0468	258	107.6193003
b0469	510	145.677794
b0470	3069	250.467871
b0471	672	321.0832063
b0472	1066	277.3619222
b0473	3949	332.0841285
b0474	3008	735.326767
b0475	311	50.92093387
b0476	129	21.18754975
b0477	848	102.4584068
b0478	1779	167.2650264
b0479	313	40.41949951
b0480	826	78.78970088
b0481	181	59.45653495
b0482	247	48.98826772
b0483	317	146.148854
b0484	3932	247.495916
b0485	263	44.4463767
b0486	691	84.26394359
b0487	683	263.9506881
b0488	901	309.5097706
b0489	1288	221.2256296
b0490	111	25.8140141
b0491	152	30.7263691
b0492	962	177.4071893
b0493	282	54.89418573
b0494	157	39.48156594
b0495	615	141.1499201
b0496	706	46.09457594
b0497	221	8.139716965
b0498	14	5.98224131
b0499	16	3.563272064
b0501	21	6.743728238
b0502	58	21.67094254
b0503	337	48.52639619
b0504	59	10.03539648
b0505	46	15.01664655
b0506	1401	270.7136999
b0507	119	10.52934897
b0508	25	5.073191403
b0509	57	10.22464501
b0511	72	7.802463776
b0512	75	8.682532423
b0513	62	7.508323277
b0514	77	10.59420483
b0515	69	13.84167993
b0516	91	11.60874254
b0517	47	7.05782388
b0518	46	4.348345495
b0520	40	7.729156314
b0521	85	14.99145084
b0522	674	99.50637421
b0523	395	122.1206698
b0524	328	71.53157777
b0525	1753	558.3917268
b0526	1105	125.7075336
b0527	56	16.91530301
b0528	105	77.72700857
b0529	2437	443.1989162
b0530	18	5.226788579
b0531	7	1.592674634
b0532	113	6.842262341
b0533	37	5.928828441
b0534	17	5.194712034
b0535	17	4.23455199
b0536	26	53.24083778
b0537	282	38.19956224
b0539	5	2.825713061
b0540	0	0
b0541	0	0
b0542	16	8.244433402
b0543	54	25.56888467
b0544	44	4.543346894
b0545	104	29.70684427
b0546	161	31.8115802
b0547	9	3.112002411
b0548	1	0.922074788
b0549	1	0.541837762
b0550	4	1.737463238
b0551	23	9.444062871
b0552	0	0
b0553	115	16.5142083
b0554	3	2.189927622
b0555	8	2.532928334
b0556	0	0
b0557	19	10.1898673
b0558	12	4.603643469
b0559	14	10.66399538
b0560	0	0
b0561	5	1.799940512
b0562	32	7.703195789
b0563	11	9.477719546
b0564	84	17.65957635
b0565	128	21.15552722
b0566	21	4.345368196
b0567	79	13.98014401
b0568	509	26.99511184
b0569	339	23.88371466
b0570	165	18.02934176
b0571	262	60.39589864
b0572	57	6.541093859
b0573	1	0.473497864
b0574	40	5.152770876
b0575	172	8.625974451
b0576	286	32.74872157
b0577	429	54.20070865
b0578	579	139.5928176
b0579	105	44.86680982
b0580	83	52.55826294
b0581	728	102.5802022
b0582	0	0
b0583	33	8.378853512
b0584	220	15.47900649
b0585	53	6.946603331
b0586	240	9.74805495
b0587	52	7.230237229
b0588	80	15.45831263
b0589	71	11.27382679
b0590	98	15.37525304
b0591	167	21.04851297
b0592	105	17.29974172
b0593	94	12.60325693
b0594	163	15.95343922
b0595	135	24.80897027
b0596	90	18.99696251
b0597	65	24.75570356
b0598	3133	234.5655809
b0599	275	39.81686586
b0600	348	47.2616938
b0601	35	8.759710489
b0602	34	4.39061656
b0603	28	4.889140738
b0604	138	29.12867584
b0605	7382	2063.750516
b0606	1147	115.4872176
b0607	4001	1470.528741
b0608	441	56.121535
b0610	629	241.3076452
b0611	501	97.88732242
b0612	59	6.35438015
b0613	13	2.331936581
b0614	4	1.142570933
b0615	32	3.291319793
b0616	17	2.948813432
b0617	0	0
b0618	35	5.211159215
b0619	199	18.91337129
b0620	45	10.41903891
b0621	393	44.70865224
b0622	158	44.40751628
b0623	15087	11327.80733
b0624	93	38.18686292
b0627	1276	986.2403457
b0628	4744	774.336644
b0629	27	4.462494023
b0630	402	98.73094253
b0631	1568	936.4926851
b0632	1774	230.788016
b0633	690	99.90413616
b0634	339	48.02493568
b0635	674	55.87424167
b0636	335	112.8655005
b0637	653	323.778733
b0638	81	20.86872205
b0639	159	39.05029816
b0640	347	53.01661988
b0641	519	140.6068993
b0642	4402	268.7125127
b0643	2029	662.3646925
b0644	35	5.642758291
b0645	22	4.899499087
b0646	39	4.306244232
b0647	12	3.409184623
b0648	17	3.785976567
b0649	114	12.37942557
b0650	81	7.643122617
b0651	873	147.0620626
b0652	350	76.01401664
b0653	262	61.20117729
b0654	315	67.02774423
b0655	2857	495.5741162
b0656	2	0.310078247
b0657	705	72.22919176
b0658	1850	331.8525134
b0659	487	164.0761157
b0660	1636	247.7963059
b0661	2016	223.0683328
b0662	869	116.513088
b0664	2	4.204661035
b0665	4	8.40932207
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	11	22.52496983
b0674	786	74.43386427
b0675	663	138.8291965
b0676	895	115.5765241
b0677	305	41.85449137
b0678	347	68.30605708
b0679	1201	97.26113064
b0680	1988	188.2627508
b0681	72	8.068645909
b0682	54	26.03803852
b0683	1739	613.4148943
b0684	1420	421.6538608
b0685	195	104.5802171
b0686	331	68.2226864
b0687	830	239.6887815
b0688	2511	241.2683697
b0689	46	14.65260664
b0691	16	3.875263627
b0692	81	9.675498404
b0693	69	4.947503605
b0694	77	17.90701879
b0695	470	27.60042858
b0696	39	10.73179191
b0697	106	8.156919284
b0698	66	6.216568734
b0699	2268	1727.567251
b0700	86	3.233197863
b0702	7	3.37530129
b0703	28	2.902625961
b0704	36	9.958407714
b0705	5	0.693380778
b0706	5	1.034611475
b0707	187	57.81408923
b0708	678	75.3372141
b0709	124	13.19276236
b0710	460	97.48710061
b0711	385	92.39694626
b0712	615	103.9335425
b0713	356	76.3703739
b0714	157	31.2562397
b0715	92	13.85490026
b0716	30	4.454090079
b0717	13	2.811758923
b0718	86	5.539228692
b0719	21	5.839806993
b0720	5002	614.2439982
b0721	1623	656.169698
b0722	153	69.32253646
b0723	4699	419.3060739
b0724	2768	608.7082502
b0726	12144	683.3699626
b0727	12636	1635.778844
b0728	13296	1796.438725
b0729	9829	1781.362643
b0730	188	40.99980677
b0731	99	7.895702626
b0732	291	17.41965207
b0733	17109	1719.348605
b0734	7205	996.5323275
b0735	480	257.4282266
b0736	678	263.9592761
b0737	662	150.6215154
b0738	279	102.5437438
b0739	1345	167.5138949
b0740	2467	300.8381315
b0741	2719	821.2983731
b0742	1461	290.8622051
b0743	310	643.1471649
b0744	50	103.7334137
b0745	5	10.37334137
b0746	31	64.31471649
b0747	2	4.149336548
b0748	165	342.3202652
b0749	13	26.97068756
b0750	350	52.86032192
b0751	319	69.85869115
b0752	175	29.29202552
b0753	1206	499.0965756
b0754	1956	292.8887815
b0755	3452	722.833162
b0756	1209	183.1208642
b0757	1216	166.8690541
b0758	1011	152.2533061
b0759	1305	202.3260564
b0760	222	23.76361379
b0761	307	61.35128031
b0762	247	259.6378189
b0763	379	77.20768083
b0764	213	48.67352176
b0765	392	58.3649832
b0766	215	41.39203858
b0767	603	95.4597366
b0768	55	9.090265602
b0769	30	4.492159225
b0770	41	4.508135524
b0771	128	8.922357634
b0772	506	62.13663796
b0773	511	168.9136626
b0774	235	28.72370184
b0775	124	18.7816271
b0776	76	10.37513762
b0777	29	6.048371528
b0778	22	5.116291082
b0779	9273	723.1050033
b0780	385	66.78195126
b0781	1529	243.5199516
b0782	343	105.4238841
b0783	148	48.01619083
b0784	7	4.486680982
b0785	174	60.56382617
b0786	932	208.4438343
b0787	47	10.37915276
b0788	76	12.52171782
b0789	118	14.98037446
b0790	131	27.10682065
b0791	1399	536.7081011
b0792	95	13.53126011
b0793	83	11.54057096
b0794	238	21.60426007
b0795	129	20.36040816
b0796	61	14.31274125
b0797	1694	195.6784559
b0798	220	71.81874439
b0799	4865	356.619176
b0800	1893	309.9463917
b0801	717	104.1002059
b0802	264	159.4871427
b0803	116	68.5029045
b0804	26	6.046525825
b0805	70	4.834531413
b0806	99	59.80767851
b0807	231	39.2911286
b0808	235	16.64581104
b0809	456	99.44633983
b0810	270	64.5033227
b0811	1862	393.0260465
b0812	10636	3327.438599
b0813	203	36.04502492
b0814	8523	2604.384157
b0815	283	28.1704326
b0817	425	143.1875753
b0818	440	61.9990233
b0819	1616	276.6584785
b0820	1582	156.5860112
b0821	344	42.84370249
b0822	144	27.82496273
b0823	136	8.813716103
b0824	35	6.131797343
b0825	163	38.76469167
b0826	398	83.6727546
b0827	1021	130.2475399
b0828	255	41.62222686
b0829	259	21.81504824
b0830	266	27.25243263
b0831	135	23.11193973
b0832	76	13.13956573
b0833	76	5.101440592
b0834	56	6.643933915
b0835	511	60.76305964
b0836	6940	2849.643319
b0837	759	107.2358107
b0838	779	195.89898
b0839	646	84.66991984
b0840	322	66.89233465
b0841	159	41.99378797
b0842	289	36.95702674
b0843	730	403.8687573
b0844	3817	737.5547413
b0845	4859	633.6987583
b0846	1924	564.9279212
b0847	1104	103.2461251
b0848	100	41.71290709
b0849	52	31.7794148
b0850	61	33.39639624
b0851	199	43.39873164
b0852	412	71.94021372
b0853	632	208.9108313
b0854	132	18.69997495
b0855	54	7.508323277
b0856	44	7.272212482
b0857	106	19.75594281
b0858	71	22.89347649
b0859	308	43.05304517
b0860	69	14.86278747
b0861	558	131.513501
b0862	420	92.36180098
b0863	718	154.6591508
b0864	372	80.45956301
b0865	219	66.92011386
b0866	293	142.5886207
b0867	513	97.33714399
b0868	310	48.204324
b0869	337	37.13235767
b0870	529	83.24347633
b0871	1063	97.50337435
b0872	8632	1404.591101
b0873	16771	1599.736166
b0874	139	24.35199516
b0875	332	75.21268662
b0876	622	59.11616555
b0877	266	42.2371539
b0878	388	54.81883339
b0879	559	45.2697519
b0880	8947	6269.85038
b0881	246	120.8348849
b0882	16880	1168.884688
b0883	22	39.4186972
b0884	2854	2054.812088
b0885	404	90.35548181
b0886	1100	100.7214098
b0887	1180	105.294992
b0888	760	124.0505585
b0889	1299	413.77687
b0890	10231	404.3034497
b0891	1489	383.6237917
b0892	1868	219.1491856
b0893	7714	940.6831561
b0894	1578	101.7631152
b0895	284	72.45896444
b0896	659	120.2635253
b0897	5789	1455.788441
b0898	1535	210.6447353
b0899	246	27.10551925
b0900	46	7.979142228
b0901	30	8.003796386
b0902	2590	551.1170081
b0903	32255	2227.683011
b0904	2987	548.9214384
b0905	1232	110.3096762
b0906	139	31.62596774
b0907	1577	228.3316271
b0908	324	39.78709624
b0909	32	6.595546721
b0910	2534	584.1343784
b0911	36050	3395.565195
b0912	1734	959.3266098
b0913	260	18.09953426
b0914	1639	147.7581354
b0915	503	80.35503422
b0916	195	24.93640212
b0917	19	16.37060649
b0918	1292	272.7119507
b0919	1440	253.9728142
b0920	168	33.96072374
b0921	558	111.9370638
b0922	537	63.99951745
b0923	243	54.3474804
b0924	2641	93.34658535
b0925	1445	123.2900811
b0926	3000	861.6108678
b0927	2731	664.5213707
b0928	2015	266.7629718
b0929	4428	641.1239347
b0930	5060	569.4749689
b0931	2819	369.4806564
b0932	1910	115.2540553
b0933	80	16.42445717
b0934	32	6.370698538
b0935	64	8.805572848
b0936	28	4.598848007
b0937	13	3.558632386
b0938	39	11.38762364
b0939	16	3.59372738
b0940	139	8.426295903
b0941	74	10.89442985
b0942	13	3.774902863
b0943	26	7.9448537
b0944	61	13.52765417
b0945	510	79.53921097
b0946	433	125.733303
b0947	443	62.92786616
b0948	1199	89.64062199
b0949	980	80.98600264
b0950	288	36.21239169
b0951	308	29.59404933
b0952	135	37.74130583
b0953	37845	35519.0618
b0954	1916	582.0903571
b0955	2448	219.1867592
b0956	354	123.2160601
b0957	31472	4766.89813
b0958	7557	2336.369371
b0959	216	54.05992759
b0960	620	45.38457245
b0961	239	84.30486471
b0962	1009	77.41793767
b0963	598	205.4237989
b0964	62	14.74485205
b0965	1365	519.8697747
b0966	1573	779.9447887
b0967	599	79.30075441
b0968	160	90.42281796
b0969	440	210.2330517
b0970	7332	1751.623563
b0971	26	46.58573306
b0972	187	26.3495849
b0973	183	16.08388314
b0974	106	23.60667742
b0975	123	32.98299154
b0976	34	13.43594692
b0977	148	27.19798222
b0978	176	17.96165879
b0979	167	23.15891797
b0980	206	25.00462394
b0981	212	15.32648108
b0982	5	1.763700099
b0983	25	3.457780456
b0984	67	5.037773415
b0985	13	2.744005695
b0986	8	1.955656295
b0987	8	4.122216701
b0988	10	3.128468032
b0989	26	19.24668784
b0990	933	690.6599904
b0991	21	14.33407171
b0992	202	29.65577965
b0993	217	12.46463722
b0994	134	20.5329657
b0995	125	28.44061847
b0996	24	3.226082636
b0997	105	6.500138526
b0998	53	13.92793968
b0999	523	269.4899168
b1000	1434	245.5001598
b1001	63	7.902555048
b1002	3352	425.5441965
b1003	530	366.5247284
b1004	1446	381.9057699
b1006	120	14.23700125
b1007	8	2.548279415
b1008	11	2.934725342
b1009	21	4.133795961
b1010	2	0.81485679
b1011	20	4.550498956
b1012	30	4.116835217
b1013	156	38.49337567
b1014	2247	89.40076973
b1015	773	80.77045179
b1018	76	10.62347868
b1019	90	11.15623506
b1020	1098	162.5604865
b1021	28	10.66399538
b1022	58	6.896785634
b1023	60	4.685729237
b1024	110	7.155209063
b1025	74	8.585676506
b1026	5	0.909312508
b1027	0	0
b1028	3	1.383112183
b1029	55	8.786335749
b1032	9	16.12583067
b1033	275	46.17738756
b1034	580	123.9178557
b1035	432	122.7306464
b1036	248	79.47834883
b1037	153	28.92595047
b1038	23	8.69669099
b1039	37	14.95889022
b1040	369	89.37326739
b1041	21	7.261338958
b1042	23	7.95289505
b1043	7	3.31448505
b1044	16	8.085886606
b1045	341	100.6874588
b1046	570	63.20297442
b1047	184	25.05367974
b1048	2797	287.1200419
b1049	2855	176.9502838
b1050	76	52.55826294
b1051	1051	441.9098748
b1053	376	48.31762069
b1054	681	116.586896
b1055	639	95.6829915
b1056	100	27.37409528
b1057	23	6.395979088
b1058	13	14.53739188
b1059	255	35.93125214
b1060	5333	3297.56725
b1061	1156	740.9433165
b1062	950	143.0669048
b1063	1012	284.4329524
b1064	1613	392.483695
b1065	653	85.16264441
b1066	292	78.70262963
b1067	204	49.63835944
b1068	299	51.02246954
b1069	472	48.45214864
b1070	62	23.44325397
b1071	48	25.74282266
b1072	55	13.13956573
b1073	7	2.646818997
b1074	16	6.229127459
b1075	7	1.585809658
b1076	46	5.999206191
b1077	39	8.134016883
b1078	28	5.638434338
b1079	22	4.962582767
b1080	36	5.169665207
b1081	30	5.02149009
b1082	45	4.315915752
b1083	127	20.99024966
b1084	4770	236.0667742
b1085	19	9.332775662
b1086	689	113.1645099
b1087	538	145.0068998
b1088	4187	1264.720959
b1089	1998	1810.54154
b1090	1933	284.5801744
b1091	1331	219.9844276
b1092	1588	269.2339405
b1093	8954	1920.843618
b1094	15458	10284.12188
b1095	7438	944.2714003
b1096	213	41.46262965
b1097	234	36.06637398
b1098	217	53.29506102
b1099	345	54.12716631
b1100	734	145.0291917
b1101	1259	138.4327469
b1102	123	8.855707317
b1103	305	133.585585
b1104	152	63.40361878
b1105	441	108.3093175
b1106	187	35.7396188
b1107	565	86.82870924
b1108	957	277.8909261
b1109	5360	647.6144583
b1110	1078	314.7655969
b1111	788	196.2839393
b1112	1436	877.6007625
b1113	957	156.6923914
b1114	2130	97.4317668
b1115	37	5.431999242
b1116	632	83.04205544
b1117	357	80.18504217
b1118	786	99.54408354
b1119	1073	185.5099215
b1120	648	140.1553678
b1121	21	4.196667383
b1122	11	3.754161638
b1123	996	149.994355
b1124	105	20.82497211
b1125	100	19.04284889
b1126	580	80.43217019
b1127	702	90.21002587
b1128	3819	536.6845084
b1129	399	43.06108195
b1130	411	96.43502708
b1131	1916	220.3536801
b1132	672	165.0427696
b1133	2995	426.5907791
b1134	263	89.7585919
b1135	359	86.55236878
b1136	19560	2465.322837
b1137	83	19.65016137
b1138	68	15.20834842
b1139	148	26.10276146
b1140	240	33.54782741
b1141	57	36.53440229
b1143	104	47.94788899
b1144	754	384.7468957
b1145	294	68.67613024
b1146	16	12.55122697
b1147	70	19.77999143
b1148	30	13.95352113
b1150	0	0
b1151	21	8.03682176
b1152	42	8.490180936
b1153	28	7.546827499
b1154	13	3.253606753
b1155	6	2.285141867
b1156	9	2.353355057
b1157	32	10.0710444
b1158	27	7.670665402
b1159	84	15.88091398
b1160	15	7.299758741
b1161	25	9.733011655
b1162	1033	222.5110066
b1163	652	84.82175108
b1164	10	6.652944676
b1165	7	4.042943303
b1166	50	29.52711401
b1167	35	22.16312293
b1168	61	6.311129998
b1171	50	23.89011952
b1172	13	5.941368854
b1174	129	76.17995414
b1175	758	147.0079827
b1176	461	104.4368932
b1177	54	23.07435934
b1178	203	79.62184609
b1179	305	163.5741857
b1180	535	127.8121394
b1181	141	48.12152646
b1182	72	12.44800964
b1183	167	62.69449936
b1184	287	35.66009802
b1185	532	157.9717281
b1186	531	54.29657124
b1187	3343	732.0928042
b1188	2805	288.5047506
b1189	1506	182.8007944
b1190	1119	164.741446
b1191	961	87.23400809
b1192	180	31.01799124
b1193	254	65.44019013
b1194	29	6.221182144
b1195	208	128.6131611
b1196	42	15.01664655
b1197	217	20.15042943
b1198	616	68.44797034
