Gene_id	Wu_3_readcount	Wu_3_fpkm
b0245	0	0
b0246	0	0
b0247	2	0.597267488
b0248	1	0.310344871
b0249	2	1.187069132
b0250	330	100.4443112
b0251	0	0
b0252	5	0.866473819
b0253	167	27.53340905
b0254	29	4.620806019
b0256	0	0
b0258	174	22.37003925
b0259	1	0.140067154
b0260	214	21.71220465
b0261	801	122.2948392
b0262	23	3.129236682
b0263	2	0.818668367
b0264	0	0
b0265	0	0
b0266	58	26.73786784
b0267	33	4.069951311
b0268	186	29.14783612
b0269	519	37.56639511
b0270	110	11.329944
b0271	289	25.55403943
b0272	54	10.13466137
b0273	109	15.44961617
b0274	0	0
b0275	0	0
b0276	173	29.76274781
b0277	18	4.089424763
b0278	2	0.407577385
b0279	4	0.666424776
b0280	126	40.69951311
b0281	126	12.81119578
b0283	213	31.70479313
b0284	609	39.45021019
b0285	127	18.90379684
b0286	123	25.39295709
b0287	88	20.38284559
b0288	10	4.316615027
b0289	55	11.01920714
b0290	65	5.632079826
b0291	51	2.876034478
b0292	1	0.212927199
b0293	15	3.633885099
b0294	0	0
b0295	10	6.247732276
b0296	5	2.697884392
b0297	0	0
b0298	0	0
b0299	2	0.328600452
b0300	44	9.163340672
b0301	4	0.959247784
b0303	1	0.601047662
b0304	112	12.03183193
b0305	6	0.999637164
b0306	32	6.331035373
b0307	84	8.379311523
b0308	48	9.824020407
b0310	5	1.064635993
b0311	461	39.29902119
b0312	744	71.94944477
b0313	337	81.64128523
b0314	983	68.84300633
b0315	20	2.61613032
b0316	85	12.97760466
b0317	0	0
b0318	18	4.231137502
b0319	2	0.329741426
b0320	19	1.748396397
b0321	21	2.108114316
b0323	11	1.647666935
b0324	248	25.54387374
b0325	968	131.3237623
b0326	2	0.34913798
b0327	1	0.579058113
b0328	68	14.41441089
b0329	3968	2047.952312
b0330	148	13.28440315
b0331	6107	976.3543693
b0333	8574	1043.890333
b0334	21235	2083.257275
b0335	32955	2487.749651
b0336	82	9.270444654
b0337	437	48.48123466
b0338	57	9.021725407
b0339	219	47.26693455
b0340	115	34.78036949
b0341	193	23.80304858
b0342	9	2.094827881
b0343	12	1.363141588
b0344	56	2.594180348
b0345	260	34.19811351
b0346	414	70.71174401
b0347	31	2.652190494
b0348	9	1.356650437
b0349	38	6.243408586
b0350	28	4.924138624
b0351	27	4.044273385
b0352	68	9.552745682
b0353	105	12.34081771
b0354	272	71.75173423
b0355	84	14.34731038
b0356	467	59.93094972
b0357	52	26.83808473
b0358	43	7.913794217
b0360	0	0
b0361	0	0
b0363	7	0.83303097
b0364	0	0
b0365	4	0.591685549
b0366	6	1.112877312
b0367	10	1.720390047
b0368	34	5.684556409
b0369	1176	171.81456
b0372	2	0.328600452
b0373	3	1.424482959
b0375	2	0.456565051
b0376	337	41.45516038
b0377	320	37.33288672
b0378	344	44.75088017
b0379	482	222.2009017
b0380	440	294.2593906
b0381	754	98.08768503
b0382	498	271.7978979
b0383	231	23.23838725
b0384	833	369.6555467
b0385	51	6.509733952
b0386	650	114.3103609
b0387	710	220.3448586
b0388	808	219.2347106
b0389	540	400.6358322
b0390	564	118.4968125
b0391	959	479.3260202
b0392	46	19.15971231
b0393	269	42.01599956
b0394	309	48.42301808
b0396	255	30.65343076
b0397	463	20.95759803
b0398	74	8.762405566
b0399	149	30.76057404
b0400	178	19.56465792
b0401	3300	356.1207397
b0402	638	66.14411411
b0403	281	22.05397859
b0404	264	64.61572185
b0405	220	29.26108786
b0406	834	105.3208145
b0407	569	243.4026437
b0408	2009	154.8585641
b0409	2111	309.3707332
b0410	211	86.36951274
b0411	690	111.0613832
b0412	253	66.73966456
b0413	942	298.1917661
b0414	1872	241.5427626
b0415	870	263.1210561
b0416	698	236.7355013
b0417	355	51.70669227
b0418	1205	330.732556
b0419	4077	595.6530281
b0420	1100	84.10795786
b0421	831	131.5272599
b0422	355	208.1034775
b0423	491	48.26922932
b0424	394	94.9655306
b0425	696	108.7105416
b0426	1982	573.8465904
b0427	177	18.47131749
b0428	5629	899.9342959
b0429	675	291.3715143
b0430	1260	291.8452892
b0431	5190	371.1378794
b0432	2373	356.5715255
b0433	321	30.97960907
b0434	261	64.21244426
b0435	9483	4247.915692
b0436	4384	480.7492912
b0437	5795	1322.897235
b0438	13460	1503.807108
b0439	6131	370.8494701
b0440	4939	2577.114042
b0441	2891	219.9882604
b0442	119	45.56813767
b0443	193	68.90356168
b0444	297	60.78612627
b0445	290	24.2857177
b0446	447	77.74650582
b0447	447	138.7241574
b0448	596	47.88448074
b0449	542	43.3260249
b0450	9	3.781813165
b0451	134	14.8314465
b0452	506	83.71525868
b0453	2340	581.7260251
b0454	605	220.9774847
b0455	2	2.49909291
b0456	55	22.13179739
b0457	614	56.39152397
b0458	547	165.4335836
b0459	101	26.06390921
b0460	266	173.0193914
b0461	520	197.5283036
b0462	4024	181.9720453
b0463	735	87.68802134
b0464	97	21.32327886
b0465	1510	63.95983551
b0466	73	64.1896642
b0467	171	46.1338231
b0468	228	85.92119435
b0469	227	58.5792811
b0470	1928	142.1533719
b0471	527	227.4856119
b0472	715	168.0701841
b0473	4811	365.5033342
b0474	1224	270.3204871
b0475	497	73.51692945
b0476	93	13.79967867
b0477	504	55.01451428
b0478	2012	170.9039781
b0479	237	27.64966923
b0480	1253	107.9780489
b0481	116	34.42500484
b0482	250	44.7950616
b0483	316	131.6188933
b0484	5489	312.1352081
b0485	2006	306.2714701
b0486	9040	995.9262142
b0487	1947	679.7716473
b0488	892	276.8276251
b0489	1702	264.1034854
b0490	152	31.93531117
b0491	147	26.846025
b0492	1430	238.2468575
b0493	309	54.34138695
b0494	177	40.21267683
b0495	381	78.99970995
b0496	649	38.28113625
b0497	144	4.791533429
b0498	0	0
b0499	0	0
b0501	2	0.580237458
b0502	60	20.25331221
b0503	167	21.72499125
b0504	9	1.382993164
b0505	18	5.308632145
b0506	3250	567.3492177
b0507	89	7.114421063
b0508	22	4.033285083
b0509	16	2.592915511
b0511	4	0.391610435
b0512	19	1.987164187
b0513	40	4.376291733
b0514	57	7.085124665
b0515	29	5.25572593
b0516	21	2.420238037
b0517	8	1.08532035
b0518	10	0.85400657
b0520	20	3.491379801
b0521	24	3.824115326
b0522	291	38.81315928
b0523	83	23.18276188
b0524	129	25.41608599
b0525	1254	360.8690163
b0526	503	51.69660378
b0527	21	5.730678571
b0528	71	47.4827653
b0529	1178	193.5456662
b0530	15	3.935035798
b0531	0	0
b0532	11	0.601740113
b0533	1	0.144764528
b0534	5	1.380312945
b0535	1	0.225036802
b0536	5	9.249889344
b0537	178	21.78333047
b0539	2	1.021134738
b0540	0	0
b0541	0	0
b0542	1	0.465517307
b0543	28	11.97763449
b0544	4	0.373145503
b0545	139	35.87013248
b0546	145	25.88346229
b0547	1	0.312386614
b0548	0	0
b0549	1	0.489513044
b0550	0	0
b0551	0	0
b0552	0	0
b0553	1139	147.7674035
b0554	0	0
b0555	1	0.286040755
b0556	0	0
b0557	16	7.752288212
b0558	0	0
b0559	8	5.505248151
b0560	0	0
b0561	2	0.65044884
b0562	4	0.869913257
b0563	6	4.670435931
b0564	35	6.647587142
b0565	156	23.29343203
b0566	13	2.430220271
b0567	73	11.67084804
b0568	462	22.13626394
b0569	217	13.81201082
b0570	123	12.14216244
b0571	163	33.94601203
b0572	6	0.62204496
b0573	1	0.42777266
b0574	3	0.34913798
b0575	65	2.94501884
b0576	148	15.31034698
b0577	279	31.8454123
b0578	444	96.7080174
b0579	114	44.00841662
b0580	126	72.08227021
b0581	2154	274.2034221
b0582	0	0
b0583	22	5.046477471
b0584	161	10.23390256
b0585	34	4.025970125
b0586	413	15.15485477
b0587	0	0
b0588	38	6.633621623
b0589	35	5.02083621
b0590	88	12.47308462
b0591	101	11.50062181
b0592	83	12.35444991
b0593	67	8.115676722
b0594	129	11.40647435
b0595	108	17.93055473
b0596	122	23.26464806
b0597	73	25.11769469
b0598	10578	715.4881643
b0599	375	49.05244349
b0600	599	73.4939959
b0601	17	3.843842905
b0602	6	0.699991626
b0603	4	0.631000203
b0604	165	31.46448303
b0605	26915	6797.865043
b0606	4815	437.9875765
b0607	2584	858.0102485
b0608	543	62.42891418
b0610	434	150.419855
b0611	704	124.2671627
b0612	27	2.627120211
b0613	3	0.486171658
b0614	0	0
b0615	8	0.743370103
b0616	0	0
b0617	0	0
b0618	0	0
b0619	101	8.672259123
b0620	21	4.392678728
b0621	252	25.89969016
b0622	623	158.1912448
b0623	21957	14893.98682
b0624	156	57.86962021
b0627	1022	713.6380314
b0628	1430	210.8706658
b0629	6	0.895901232
b0630	183	40.60442079
b0631	2289	1235.091475
b0632	722	84.85781323
b0633	697	91.17214164
b0634	310	39.67562599
b0635	371	27.78565603
b0636	139	42.30836139
b0637	271	121.3946169
b0638	54	12.56896729
b0639	153	33.94795837
b0640	405	55.90267426
b0641	845	206.8192612
b0642	5750	317.1032526
b0643	4431	1306.80828
b0644	40	5.826106172
b0645	1	0.201198158
b0646	1	0.099753709
b0647	1	0.256663596
b0648	6	1.207188948
b0649	35	3.433671044
b0650	24	2.045936027
b0651	792	120.5331735
b0652	324	63.57196676
b0653	232	48.96000689
b0654	314	60.36270568
b0655	2849	446.4633609
b0656	4	0.560268617
b0657	1327	122.8257886
b0658	3870	627.1614393
b0659	1161	353.3813494
b0660	2784	380.9568259
b0661	1188	118.7568951
b0662	1591	192.7170398
b0664	0	0
b0665	2	3.798621224
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	0	0
b0674	597	51.07605565
b0675	562	106.3159924
b0676	1043	121.6818777
b0677	568	70.41830467
b0678	635	112.9271759
b0679	2138	156.4224225
b0680	1317	112.6753187
b0681	24	2.429821678
b0682	38	16.5536246
b0683	1150	366.4777188
b0684	676	181.3466065
b0685	69	33.43174291
b0686	307	57.16552528
b0687	723	188.6265896
b0688	2664	231.2506156
b0689	7	2.014420346
b0691	0	0
b0692	81	8.74114543
b0693	20	1.295573405
b0694	179	37.60803092
b0695	961	50.98428766
b0696	58	14.4188502
b0697	113	7.855860145
b0698	60	5.105673688
b0699	3977	2736.796487
b0700	31	1.052908243
b0702	3	1.3068651
b0703	1	0.093654369
b0704	7	1.749365037
b0705	0	0
b0706	1	0.186940021
b0707	422	117.8689821
b0708	1086	109.019626
b0709	63	6.05549436
b0710	1106	211.7578162
b0711	1281	277.7416546
b0712	1742	265.9645568
b0713	812	157.3714507
b0714	218	39.20925316
b0715	57	7.75506482
b0716	1	0.134132105
b0717	1	0.195402326
b0718	4	0.232758653
b0719	1	0.251231562
b0720	4587	508.8865524
b0721	326	119.0721653
b0722	76	31.10939795
b0723	5065	408.3195352
b0724	3229	641.5140132
b0726	14351	729.5772643
b0727	13351	1561.434482
b0728	12443	1518.838171
b0729	9214	1508.642067
b0730	203	39.99585625
b0731	11	0.792580301
b0732	187	10.11307188
b0733	26901	2442.320974
b0734	11603	1449.848752
b0735	668	323.6580329
b0736	153	53.81380067
b0737	298	61.25482277
b0738	176	58.44032652
b0739	1228	138.1725967
b0740	3162	348.3538373
b0741	4039	1102.200512
b0742	2235	401.9847744
b0743	167	313.011387
b0744	30	56.22959049
b0745	6	11.2459181
b0746	21	39.36071334
b0747	1	1.874319683
b0748	23	43.10935271
b0749	1	1.874319683
b0750	185	25.24227466
b0751	470	92.98708204
b0752	348	52.62421122
b0753	4517	1688.816148
b0754	5783	782.3157599
b0755	7755	1467.047191
b0756	1590	217.5723251
b0757	745	92.36203694
b0758	681	92.65261653
b0759	807	113.0341935
b0760	204	19.72807357
b0761	278	50.19090781
b0762	143	135.8007088
b0763	108	19.8765064
b0764	143	29.52189321
b0765	214	28.78558576
b0766	90	15.65365889
b0767	2004	286.6128363
b0768	6	0.895901232
b0769	4	0.541114134
b0770	6	0.596017974
b0771	22	1.385438775
b0772	502	55.69240229
b0773	861	257.1236536
b0774	66	7.288052348
b0775	34	4.652489972
b0776	36	4.439946885
b0777	11	2.07266039
b0778	8	1.680805851
b0779	3788	266.8615949
b0780	262	41.05770465
b0781	564	81.15236251
b0782	247	68.58621654
b0783	164	48.06897228
b0784	13	7.527755474
b0785	188	59.11761507
b0786	2603	525.9473961
b0787	20	3.990148344
b0788	150	22.32731911
b0789	426	48.85907734
b0790	365	68.23310762
b0791	2222	770.1219306
b0792	154	19.81665544
b0793	156	19.59606187
b0794	418	34.27944023
b0795	190	27.09226849
b0796	57	12.08266796
b0797	241	25.15021195
b0798	133	39.22489307
b0799	2129	140.9913631
b0800	961	142.1524531
b0801	844	110.7056738
b0802	293	159.9132211
b0803	292	155.7861513
b0804	20	4.202014628
b0805	42	2.620599399
b0806	575	313.8228741
b0807	208	31.96250868
b0808	631	40.37954839
b0809	880	173.3810517
b0810	545	117.6277595
b0811	2868	546.9099232
b0812	59123	16710.25912
b0813	102	16.36230426
b0814	16060	4433.565179
b0815	110	9.892242771
b0817	232	70.61539455
b0818	229	29.1516173
b0819	1196	184.9817176
b0820	984	87.99066112
b0821	191	21.49101463
b0822	84	14.66379517
b0823	122	7.14290674
b0824	5	0.791379422
b0825	123	26.42705942
b0826	389	73.88318281
b0827	972	112.0224463
b0828	1101	162.3556664
b0829	1451	110.4126482
b0830	1238	114.5880379
b0831	343	53.05077687
b0832	164	25.61570233
b0833	36	2.183115646
b0834	8	0.857476574
b0835	221	23.74138265
b0836	11683	4333.915211
b0837	648	82.71191375
b0838	565	128.3624995
b0839	1715	203.0746695
b0840	269	50.48562793
b0841	63	15.03223223
b0842	410	47.36723546
b0843	293	146.4468446
b0844	1870	326.4440114
b0845	3662	431.4687011
b0846	1493	396.0434
b0847	745	62.94423514
b0848	45	16.95813046
b0849	96	53.00401708
b0850	112	55.39655952
b0851	381	75.06611444
b0852	347	54.73926764
b0853	218	65.1021562
b0854	291	37.24389408
b0855	178	22.35960906
b0856	71	10.60149791
b0857	165	27.78246906
b0858	41	11.94351765
b0859	112	14.14380243
b0860	106	20.6277587
b0861	1960	417.3373094
b0862	1595	316.8828898
b0863	3009	585.5559049
b0864	1182	230.9655497
b0865	985	271.9216501
b0866	809	355.6810845
b0867	1459	250.098753
b0868	241	33.85605455
b0869	693	68.98439487
b0870	1300	184.8131584
b0871	4392	363.951667
b0872	55	8.085300593
b0873	18	1.551161117
b0874	31	4.906552414
b0875	147	30.0860625
b0876	656	56.32675233
b0877	171	24.5303712
b0878	438	55.90712688
b0879	1014	74.18724809
b0880	18409	11654.80302
b0881	247	109.6097479
b0882	20033	1253.25723
b0883	14	22.66222889
b0884	1393	906.0752337
b0885	236	47.68481962
b0886	1327	109.7728738
b0887	1015	81.82513884
b0888	490	72.25638198
b0889	1370	394.2508392
b0890	7254	258.9774282
b0891	909	211.577616
b0892	895	94.85954228
b0893	11074	1220.009612
b0894	1225	71.3698006
b0895	173	39.8763029
b0896	358	59.0237152
b0897	12007	2727.873507
b0898	365	45.25119931
b0899	96	9.556279809
b0900	13	2.037214353
b0901	6	1.446175593
b0902	2050	394.0877282
b0903	39226	2447.515048
b0904	2118	351.6381011
b0905	526	42.54844046
b0906	335	68.86028734
b0907	2110	276.0017487
b0908	389	43.15606472
b0909	13	2.420689996
b0910	1181	245.9523939
b0911	28792	2450.042614
b0912	2383	1191.067681
b0913	351	22.07476903
b0914	1477	120.2951018
b0915	450	64.94603156
b0916	105	12.13063347
b0917	32	24.90899163
b0918	1228	234.1720313
b0919	2143	341.461631
b0920	103	18.8104801
b0921	324	58.71914487
b0922	504	54.26601749
b0923	308	62.23273069
b0924	5682	181.4371704
b0925	2816	217.0640699
b0926	2042	529.8350095
b0927	2016	443.1724761
b0928	1909	228.3239268
b0929	2647	346.2448478
b0930	5226	531.3595963
b0931	1212	143.5139939
b0932	3560	194.0742187
b0933	48	8.903018494
b0934	11	1.978448554
b0935	27	3.356111683
b0936	10	1.483836416
b0937	3	0.741918208
b0938	26	6.858621654
b0939	7	1.420424603
b0940	12	0.657200904
b0941	26	3.458128565
b0942	13	3.410364359
b0943	7	1.932438123
b0944	43	8.615016489
b0945	76	10.70827941
b0946	199	52.20480826
b0947	409	52.48770543
b0948	732	49.4415138
b0949	1303	97.27994211
b0950	492	55.88880509
b0951	807	70.05226983
b0952	311	78.54861706
b0953	124272	105371.0395
b0954	1790	491.2956641
b0955	2332	188.6368121
b0956	268	84.27404702
b0957	77651	10625.60291
b0958	575	160.6034709
b0959	237	53.58769227
b0960	418	27.64316977
b0961	98	31.23027516
b0962	1916	132.813107
b0963	875	271.5517623
b0964	124	26.64191356
b0965	1904	655.1245299
b0966	3172	1420.899354
b0967	344	41.14375633
b0968	347	177.166877
b0969	204	88.05894656
b0970	4083	881.2369578
b0971	24	38.84953524
b0972	669	85.16345841
b0973	591	46.92694698
b0974	244	49.09235056
b0975	288	69.77059391
b0976	76	27.13300874
b0977	238	39.51362986
b0978	1158	106.7670723
b0979	1493	187.0495214
b0980	1236	135.539718
b0981	376	24.55779883
b0982	6	1.912057663
b0983	19	2.374138265
b0984	15	1.018943461
b0985	0	0
b0986	1	0.220850071
b0987	4	1.862069227
b0988	3	0.847906523
b0989	4	2.675085369
b0990	513	343.0796986
b0991	7	4.316615027
b0992	9	1.193700804
b0993	87	4.514754733
b0994	97	13.42807065
b0995	114	23.433053
b0996	10	1.214392974
b0997	60	3.355672459
b0998	42	9.971380713
b0999	3536	1646.069197
b1000	9953	1539.400531
b1001	8	0.906592178
b1002	6985	801.1282986
b1003	1741	1087.730189
b1004	5616	1340.01613
b1006	101	10.82564175
b1007	11	3.165517687
b1008	2	0.482058531
b1009	6	1.067028434
b1010	1	0.368083452
b1011	4	0.822212386
b1012	2	0.247951777
b1013	135	30.0947104
b1014	2362	84.90105347
b1015	726	68.53377258
b1018	122	15.40664193
b1019	90	10.07888886
b1020	1139	152.3461118
b1021	3	1.032234028
b1022	6	0.644562425
b1023	12	0.846646632
b1024	51	2.997055731
b1025	24	2.515643195
b1026	1	0.164300226
b1027	0	0
b1028	0	0
b1029	5	0.721622573
b1032	0	0
b1033	373	56.58489283
b1034	522	100.7561117
b1035	349	89.57559508
b1036	228	66.01262493
b1037	149	25.44939579
b1038	9	3.074423652
b1039	25	9.131301019
b1040	228	49.88972575
b1041	4	1.249546455
b1042	37	11.55830471
b1043	1	0.42777266
b1044	6	2.739390306
b1045	624	166.4564357
b1046	761	76.23287847
b1047	54	6.642666648
b1048	3136	290.8319375
b1049	5347	299.398993
b1050	89	55.60481726
b1051	2977	1130.849538
b1053	241	27.97884214
b1054	956	147.8616405
b1055	239	32.33156953
b1056	148	36.60129825
b1057	8	2.009852499
b1058	1	1.010271602
b1059	264	33.60710466
b1060	3069	1714.407138
b1061	87	50.37805587
b1062	185	25.16994722
b1063	698	177.2351346
b1064	2632	578.5862883
b1065	842	99.2071672
b1066	448	109.0886095
b1067	358	78.69828693
b1068	536	82.63234481
b1069	222	20.58823027
b1070	47	16.05532352
b1071	47	22.77234662
b1072	40	8.633230054
b1073	0	0
b1074	1	0.351724187
b1075	6	1.228002551
b1076	16	1.885171823
b1077	22	4.14532078
b1078	29	5.275862811
b1079	8	1.630309538
b1080	15	1.946014971
b1081	18	2.72194196
b1082	53	4.592311242
b1083	116	17.32075715
b1084	5367	239.9623365
b1085	1	0.443764162
b1086	248	36.79914311
b1087	549	133.6822469
b1088	1950	532.1344387
b1089	1353	1107.658301
b1090	1345	178.8916508
b1091	1360	203.0709459
b1092	2090	320.1257402
b1093	10262	1988.849541
b1094	13453	8085.894197
b1095	4869	558.4386093
b1096	235	41.32759202
b1097	270	37.59632443
b1098	275	61.01757223
b1099	405	57.40453715
b1100	1385	247.2316915
b1101	3160	313.9027999
b1102	49	3.187199315
b1103	605	239.3922751
b1104	301	113.4310504
b1105	961	213.2286797
b1106	269	46.44677769
b1107	740	102.7404863
b1108	1052	275.9771773
b1109	1409	153.8004973
b1110	1011	266.6948651
b1111	627	141.0980751
b1112	533	294.2827198
b1113	410	60.64776876
b1114	2815	116.3307087
b1115	4	0.53053369
b1116	453	53.7742317
b1117	337	68.38329874
b1118	880	100.6863457
b1119	1070	167.1268384
b1120	571	111.5747283
b1121	1	0.180542834
b1122	1	0.308329645
b1123	1687	229.5227079
b1124	113	20.24736784
b1125	83	14.27923739
b1126	311	38.9634301
b1127	1869	216.9811451
b1128	3644	462.6395635
b1129	605	58.98782958
b1130	537	113.8314507
b1131	1088	113.0443078
b1132	431	95.63117684
b1133	1242	159.8200393
b1134	176	54.26601749
b1135	205	44.65122425
b1136	15164	1726.687417
b1137	39	8.341566877
b1138	40	8.082172817
b1139	67	10.67565529
b1140	42	5.303925911
b1141	2	1.158116227
b1143	72	29.98911493
b1144	59	27.19886556
b1145	363	76.60552802
b1146	1	0.70869799
b1147	18	4.595106319
b1148	5	2.101007314
b1150	0	0
b1151	9	3.111734619
b1152	13	2.374138265
b1153	2	0.487002721
b1154	2	0.452216812
b1155	1	0.344078009
b1156	1	0.236232663
b1157	1	0.284327936
b1158	1	0.256663596
b1159	22	3.757628909
b1160	0	0
b1161	2	0.703448375
b1162	608	118.3177103
b1163	252	29.61796251
b1164	2	1.202095324
b1165	2	1.043577259
b1166	110	58.68656385
b1167	30	17.16244529
b1168	67	6.262490699
b1171	36	15.5398141
b1172	4	1.651574445
b1174	344	183.5288906
b1175	1712	299.9649232
b1176	1094	223.9057984
b1177	63	24.32044076
b1178	165	58.46758414
b1179	193	93.51197656
b1180	405	87.4114543
b1181	225	69.37417008
b1182	56	8.746825187
b1183	19	6.444089576
b1184	37	4.153338809
b1185	272	72.96786532
b1186	563	52.00933242
b1187	1927	381.2470364
b1188	11291	1049.173978
b1189	6619	725.8393153
b1190	6250	831.2809051
b1191	600	49.20493813
b1192	225	35.02826948
b1193	218	50.74138645
b1194	6	1.162843232
b1195	710	396.6207454
b1196	27	8.721324239
b1197	567	47.56665711
b1198	881	88.44041486
b1199	517	116.3440268
b1200	1006	133.8029745
b1201	122	9.051402135
b1202	125	6.208520567
b1203	1459	190.3224027
b1204	200	48.7002721
b1205	23231	11860.99054
b1206	181	15.34710807
b1207	2046	307.4358791
b1208	2301	384.7107146
