Gene_id	IPM_1_readcount	IPM_1_fpkm
b0147	64	18.20919895
b0148	1417	88.09859143
b0149	1682	100.2428524
b0150	667	44.90641333
b0151	320	60.58323711
b0152	164	27.8081138
b0153	437	33.29385707
b0154	2227	262.6494377
b0155	733	77.87709919
b0156	1675	733.5016656
b0157	205	49.63347235
b0158	237	44.70140957
b0159	1476	319.0175459
b0160	262	26.07563587
b0161	2443	259.0084845
b0162	118	15.39496961
b0163	1233	481.3461468
b0164	59	10.96394515
b0166	1708	312.7802381
b0167	1380	77.99836798
b0168	2154	409.3397862
b0169	15267	3177.038465
b0170	7507	1331.165977
b0171	1715	356.8887776
b0172	4385	1187.246196
b0173	1598	201.6916935
b0174	3029	600.5507173
b0175	1589	279.7963195
b0176	3233	361.0050657
b0177	10270	637.7254115
b0178	3374	1048.851967
b0179	3666	539.8218857
b0180	1374	455.2262301
b0181	2432	465.684685
b0182	1204	158.3112749
b0183	406	102.7441469
b0184	2834	122.9282671
b0185	1506	237.0058833
b0186	714	50.35981585
b0187	188	72.82804138
b0188	592	68.85221936
b0189	123	72.87361587
b0190	322	89.09813573
b0191	75	26.78713609
b0192	530	112.6189975
b0193	48	8.790076948
b0194	5030	442.0765684
b0195	211	45.02508959
b0196	297	110.7915949
b0197	644	119.2342699
b0198	153	35.34427443
b0199	154	22.54480128
b0200	19	4.983523443
b0201	0	0
b0202	0	0
b0203	0	0
b0204	0	0
b0205	0	0
b0206	0	0
b0207	29	5.449383058
b0208	202	33.35305837
b0209	1005	189.5566102
b0210	204	49.39135785
b0211	9306	1034.544032
b0212	160	31.97448625
b0213	275	57.46452016
b0214	575	185.6211161
b0215	597	123.2164347
b0216	5	9.810353737
b0217	12	2.306556451
b0218	0	0
b0219	522	102.2872524
b0220	1484	472.9997894
b0221	2632	162.6343992
b0222	1256	327.7302005
b0223	486	95.6049629
b0224	1625	331.3145779
b0225	190	102.8856453
b0226	298	172.4968405
b0227	31	6.244617165
b0228	47	14.25850208
b0229	33	2.910462212
b0230	23	4.596332399
b0231	563	80.54709183
b0232	31	15.93014583
b0233	11	4.165097551
b0234	11	3.668595856
b0235	0	0
b0236	2	0.603111567
b0237	4516	467.9525275
b0238	994	327.1742285
b0239	1451	176.077332
b0240	3358	1262.001952
b0241	1	0.143067659
b0242	628	85.94012052
b0243	673	81.08171308
b0244	3	5.963662403
b0245	3	1.325258312
b0246	0	0
b0247	2	0.633456803
b0248	1	0.329149123
b0249	0	0
b0250	145	46.80880319
b0251	2	0.680538052
b0252	8	1.470359587
b0253	129	22.55700085
b0254	36	6.083736143
b0256	1	0.131145354
b0258	191	26.04347877
b0259	2	0.297108058
b0260	129	13.88123129
b0261	338	54.73188989
b0262	32	4.617518932
b0263	10	4.341363435
b0264	0	0
b0265	0	0
b0266	50	24.44651255
b0267	23	3.008508479
b0268	117	19.44586949
b0269	312	23.95161973
b0270	27	2.949490299
b0271	89	8.346412682
b0272	103	20.50221752
b0273	61	9.169996319
b0274	0	0
b0275	2	1.094778605
b0276	142	25.90976033
b0277	7	1.686692397
b0278	12	2.593638584
b0279	16	2.827217732
b0280	111	38.02679972
b0281	178	19.19496193
b0283	269	42.46642778
b0284	732	50.29111214
b0285	210	33.15222987
b0286	153	33.50022533
b0287	20	4.913152766
b0288	1	0.457816508
b0289	63	13.38678649
b0290	97	8.914054995
b0291	42	2.512009817
b0292	8	1.806630165
b0293	8	2.055502688
b0294	1	0.255633583
b0295	13	8.614179027
b0296	12	6.867247616
b0297	0	0
b0298	0	0
b0299	0	0
b0300	32	7.06804433
b0301	4	1.017370017
b0303	1	0.637466023
b0304	49	5.582875513
b0305	3	0.530103325
b0306	13	2.727823358
b0307	64	6.771067677
b0308	13	2.821886233
b0310	2	0.451657541
b0311	355	32.0964715
b0312	567	58.15481789
b0313	238	61.15120496
b0314	620	46.05174901
b0315	31	4.300700527
b0316	55	8.906076758
b0317	3	0.910117154
b0318	21	5.2354264
b0319	7	1.224023302
b0320	19	1.854334304
b0321	13	1.384096419
b0323	7	1.112046407
b0324	239	26.10845117
b0325	294	42.30224531
b0326	4	0.740585527
b0327	2	1.228288191
b0328	21	4.721232736
b0329	1080	591.1804469
b0330	84	7.996643726
b0331	3343	566.8446612
b0333	3570	460.9860066
b0334	8566	891.2855011
b0335	11860	949.5507408
b0336	294	35.25187109
b0337	685	80.59923798
b0338	43	7.218240272
b0339	5	1.144541269
b0340	13	4.169921057
b0341	38	4.970579227
b0342	7	1.728032897
b0343	11	1.325258312
b0344	76	3.733996102
b0345	424	59.14837097
b0346	256	46.37450668
b0347	26	2.35919858
b0348	11	1.758596744
b0349	20	3.485108363
b0350	31	5.782052931
b0351	29	4.607049399
b0352	53	7.896657515
b0353	75	9.348975714
b0354	452	126.4590931
b0355	68	12.31822834
b0356	221	30.0797819
b0357	23	12.58995396
b0358	13	2.537510101
b0360	0	0
b0361	1	0.166754357
b0363	6	0.757290464
b0364	0	0
b0365	4	0.627536646
b0366	6	1.180308184
b0367	9	1.642167908
b0368	21	3.7237892
b0369	1928	298.7499229
b0372	7	1.219787927
b0373	5	2.517990792
b0375	0	0
b0376	320	41.74907013
b0377	429	53.08196806
b0378	512	70.64171429
b0379	1051	513.8656938
b0380	439	311.3797064
b0381	1052	145.1466473
b0382	353	204.3335057
b0383	458	48.8660925
b0384	204	96.01310685
b0385	26	3.519772075
b0386	723	134.8523958
b0387	1179	388.0668162
b0388	814	234.2450863
b0389	342	269.1102659
b0390	324	72.19725812
b0391	703	372.6626373
b0392	37	16.34485251
b0393	840	139.1521227
b0394	111	18.44864541
b0396	191	24.35120209
b0397	677	32.50104417
b0398	218	27.3776555
b0399	226	49.48399296
b0400	158	18.41863635
b0401	1549	177.2894426
b0402	573	63.00474778
b0403	247	20.56012316
b0404	290	75.28013709
b0405	818	115.3902783
b0406	2778	372.0733203
b0407	936	424.6557445
b0408	2652	216.8088176
b0409	1556	241.8514613
b0410	202	87.69554139
b0411	746	127.3505852
b0412	425	118.9051208
b0413	891	299.1373061
b0414	2174	297.506086
b0415	2065	662.3759218
b0416	1896	682.0157918
b0417	885	136.712997
b0418	1358	395.3099995
b0419	1944	301.2291754
b0420	1910	154.890899
b0421	1776	298.1301098
b0422	496	308.3761563
b0423	1692	176.4157524
b0424	316	80.78021222
b0425	399	66.0972583
b0426	1074	329.7953794
b0427	286	31.65474139
b0428	7798	1322.241899
b0429	803	367.6266557
b0430	1912	469.6974044
b0431	11390	863.8528652
b0432	10101	1609.761076
b0433	729	74.61850763
b0434	743	193.8722444
b0435	2781	1321.232527
b0436	10168	1182.583389
b0437	4506	1090.967934
b0438	8391	994.2805054
b0439	5373	344.6920899
b0440	3891	2153.297181
b0441	1959	158.100768
b0442	46	18.68186717
b0443	340	128.7393789
b0444	360	78.14454183
b0445	33	2.930994573
b0446	409	75.44748968
b0447	320	105.3277194
b0448	726	61.86332708
b0449	589	49.93591167
b0450	7	3.11963461
b0451	118	13.85188408
b0452	598	104.9309055
b0453	1360	358.582982
b0454	373	144.4939332
b0455	0	0
b0456	26	11.09623061
b0457	355	34.5797575
b0458	744	238.6477898
b0459	519	142.0475241
b0460	819	564.9957422
b0461	989	398.446863
b0462	3930	188.4895965
b0463	1324	167.5286336
b0464	149	34.73894704
b0465	2522	113.2983547
b0466	58	54.09017258
b0467	139	39.77280911
b0468	225	89.92824259
b0469	536	146.7003331
b0470	4173	326.3222229
b0471	863	395.0956462
b0472	1683	419.5820301
b0473	3869	311.747404
b0474	2955	692.1546783
b0475	218	34.20074721
b0476	61	9.599839896
b0477	1247	144.3648054
b0478	1730	155.8541707
b0479	267	33.03702907
b0480	629	57.48879159
b0481	151	47.52707621
b0482	291	55.30077891
b0483	158	69.79693775
b0484	15653	944.0505359
b0485	715	115.7789979
b0486	2265	264.6519325
b0487	1017	376.5877406
b0488	848	279.1184565
b0489	1457	239.7851362
b0490	123	27.40821836
b0491	131	25.37359952
b0492	1197	211.5112266
b0493	268	49.98678018
b0494	121	29.15568286
b0495	683	150.1998001
b0496	910	56.92848748
b0497	97	3.423197013
b0498	1	0.409429397
b0499	0	0
b0501	1	0.307697449
b0502	55	19.69044932
b0503	335	46.2206529
b0504	4	0.651907001
b0505	16	5.004702196
b0506	1242	229.9518062
b0507	38	3.221671721
b0508	1	0.194439443
b0509	7	1.203135532
b0511	1	0.103834672
b0512	7	0.776472932
b0513	43	4.989567008
b0514	68	8.964574549
b0515	49	9.418438842
b0516	41	5.011535072
b0517	19	2.733818575
b0518	4	0.362300833
b0520	10	1.851463818
b0521	17	2.872875401
b0522	2039	288.4372599
b0523	1064	315.1932004
b0524	314	65.61403393
b0525	1831	558.8413504
b0526	1248	136.0369051
b0527	40	11.57696916
b0528	127	90.08023398
b0529	2903	505.8634789
b0530	7	1.947617188
b0531	0	0
b0532	18	1.044327978
b0533	0	0
b0534	3	0.878368881
b0535	1	0.238672113
b0536	8	15.69656598
b0537	208	26.99701468
b0539	2	1.083006792
b0540	0	0
b0541	0	0
b0542	4	1.974894739
b0543	32	14.51814511
b0544	3	0.296816203
b0545	81	22.16926676
b0546	123	23.28668176
b0547	1	0.331314578
b0548	0	0
b0549	0	0
b0550	0	0
b0551	4	1.573744245
b0552	0	0
b0553	156	21.46483954
b0554	1	0.699441887
b0555	4	1.213489539
b0556	0	0
b0557	2	1.027751344
b0558	0	0
b0559	1	0.729852404
b0560	0	0
b0561	1	0.344930246
b0562	5	1.153278226
b0563	2	1.651141503
b0564	22	4.431663795
b0565	36	5.701111228
b0566	11	2.180936907
b0567	75	12.71712521
b0568	778	39.53575856
b0569	511	34.49579879
b0570	220	23.03359561
b0571	240	53.01033247
b0572	7	0.769691509
b0573	0	0
b0574	2	0.246861842
b0575	67	3.21956838
b0576	406	44.54484801
b0577	479	57.98642258
b0578	730	168.6360806
b0579	85	34.80149876
b0580	116	70.38239323
b0581	903	121.9166587
b0582	0	0
b0583	13	3.162693749
b0584	319	21.50573127
b0585	38	4.772251876
b0586	316	12.2980694
b0587	2	0.266454052
b0588	45	8.331587181
b0589	70	10.65011211
b0590	89	13.37917496
b0591	244	29.46713445
b0592	119	18.78626359
b0593	209	26.85000386
b0594	177	16.59904545
b0595	187	32.9275719
b0596	163	32.9664658
b0597	82	29.92394855
b0598	2460	176.4745684
b0599	227	31.49222644
b0600	296	38.51810204
b0601	17	4.076746997
b0602	14	1.732278678
b0603	3	0.501925075
b0604	135	27.30351462
b0605	9738	2608.531312
b0606	2140	206.45595
b0607	3002	1057.203966
b0608	830	101.2073781
b0610	413	151.8146273
b0611	635	118.8791192
b0612	16	1.651141503
b0613	2	0.343753009
b0614	2	0.547389303
b0615	4	0.394205995
b0616	1	0.166204013
b0617	0	0
b0618	1	0.142662368
b0619	163	14.84385169
b0620	22	4.880686999
b0621	98	10.68238518
b0622	142	38.24114359
b0623	9797	7048.215941
b0624	47	18.49149488
b0627	1183	876.1126787
b0628	4572	715.0468263
b0629	8	1.266913606
b0630	359	84.48212098
b0631	1682	962.5592075
b0632	2545	317.2419092
b0633	993	137.7611491
b0634	508	68.95629771
b0635	791	62.83062198
b0636	562	181.4244648
b0637	864	410.4800084
b0638	76	18.76150002
b0639	212	49.88916336
b0640	585	85.6409659
b0641	757	196.5071165
b0642	6279	367.2581692
b0643	1577	493.2759602
b0644	21	3.244037217
b0645	3	0.640167151
b0646	1	0.105797932
b0647	0	0
b0648	6	1.280334301
b0649	48	4.994361902
b0650	27	2.441140086
b0651	815	131.5488779
b0652	519	108.0030761
b0653	349	78.11366992
b0654	503	102.5546047
b0655	3501	581.8802485
b0656	4	0.594216116
b0657	1109	108.8675161
b0658	2685	461.4884149
b0659	782	252.4447179
b0660	2004	290.8388212
b0661	3108	329.5122266
b0662	1302	167.2665312
b0664	1	2.014392634
b0665	1	2.014392634
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	6	11.77242448
b0674	776	70.41300378
b0675	645	129.4106822
b0676	1083	134.0041291
b0677	347	45.62625613
b0678	323	60.92217423
b0679	720	55.86913314
b0680	2344	212.6908259
b0681	13	1.395901079
b0682	18	8.316299865
b0683	1435	485.0089647
b0684	1266	360.2007167
b0685	181	93.01149662
b0686	338	66.75144218
b0687	768	212.5073548
b0688	3162	291.1110379
b0689	13	3.967743067
b0691	2	0.464145768
b0692	45	5.150435712
b0693	15	1.030555577
b0694	62	13.8155247
b0695	646	36.34909613
b0696	54	14.2378537
b0697	106	7.815725446
b0698	10	0.90250566
b0699	1727	1260.455101
b0700	54	1.945228938
b0702	3	1.386049977
b0703	9	0.893961228
b0704	20	5.301033247
b0705	0	0
b0706	0	0
b0707	266	78.79830009
b0708	850	90.49861199
b0709	43	4.383546724
b0710	507	102.9533332
b0711	601	138.2020517
b0712	882	142.8210855
b0713	517	106.269489
b0714	212	40.44045818
b0715	91	13.13106946
b0716	1	0.142259367
b0717	5	1.036210203
b0718	8	0.493723685
b0719	1	0.266454052
b0720	11285	1327.828322
b0721	2964	1148.203801
b0722	393	170.615583
b0723	11186	956.4089984
b0724	5005	1054.606185
b0726	31261	1685.544115
b0727	33362	4138.187626
b0728	32069	4151.642505
b0729	21460	3726.626373
b0730	144	30.09051237
b0731	17	1.299115128
b0732	195	11.18469714
b0733	12038	1159.142377
b0734	6196	821.13005
b0735	414	212.7445282
b0736	447	166.7469458
b0737	658	143.4491724
b0738	390	137.3449523
b0739	1553	185.3288958
b0740	3613	422.1578066
b0741	3260	943.5229866
b0742	2260	431.1105448
b0743	263	522.814404
b0744	25	49.69718669
b0745	4	7.951549871
b0746	23	45.72141176
b0747	2	3.975774935
b0748	111	220.6555089
b0749	11	21.86676214
b0750	239	34.58619537
b0751	298	62.53010468
b0752	322	51.64286848
b0753	4756	1885.915623
b0754	2964	425.2606672
b0755	3586	719.4832655
b0756	1102	159.9323258
b0757	929	122.1521382
b0758	872	125.8273909
b0759	973	144.5430703
b0760	199	20.41059746
b0761	306	58.59355
b0762	125	125.8995396
b0763	381	74.36856526
b0764	180	39.41202979
b0765	305	43.51202219
b0766	161	29.69937858
b0767	771	116.9500543
b0768	5	0.791821004
b0769	0	0
b0770	4	0.421421053
b0771	27	1.803335581
b0772	637	74.95140817
b0773	659	208.7240166
b0774	294	34.43206014
b0775	111	16.10933591
b0776	55	7.194259407
b0777	22	4.39649186
b0778	28	6.23926922
b0779	3293	246.0458065
b0780	359	59.66724056
b0781	1200	183.1266031
b0782	238	70.0914396
b0783	114	35.43838893
b0784	13	7.983873244
b0785	102	34.01788885
b0786	973	208.5110673
b0787	14	2.962342109
b0788	88	13.89236299
b0789	256	31.14036922
b0790	204	40.44646627
b0791	737	270.9137539
b0792	90	12.28288191
b0793	131	17.45274041
b0794	417	36.26950468
b0795	246	37.20274684
b0796	160	35.97129703
b0797	4044	447.593616
b0798	134	41.91438089
b0799	3422	240.350474
b0800	988	155.0015516
b0801	701	97.51997489
b0802	568	328.7859242
b0803	77	43.56972832
b0804	26	5.793607133
b0805	64	4.235253895
b0806	135	78.14454183
b0807	292	47.58921109
b0808	321	21.78638934
b0809	697	145.6464384
b0810	383	87.67186123
b0811	1800	364.0468616
b0812	15464	4635.501145
b0813	184	31.30475039
b0814	15918	4660.625283
b0815	208	19.83871533
b0817	467	150.7566282
b0818	454	61.29586165
b0819	2376	389.7554477
b0820	1276	121.0153014
b0821	288	34.36878428
b0822	202	37.39956912
b0823	76	4.719292237
b0824	6	1.007196317
b0825	141	32.13001826
b0826	490	98.70523906
b0827	1120	136.9004703
b0828	289	45.19871671
b0829	355	28.65021575
b0830	393	38.57974197
b0831	127	20.83288799
b0832	58	9.608122761
b0833	7	0.450215467
b0834	10	1.136790425
b0835	915	104.251655
b0836	5995	2358.649188
b0837	1155	156.3591057
b0838	766	184.5723394
b0839	801	100.5940461
b0840	282	56.13228486
b0841	190	48.08223624
b0842	214	26.22141263
b0843	542	287.316002
b0844	3361	622.2769892
b0845	6084	760.2707683
b0846	1443	405.9732641
b0847	1178	105.5584752
b0848	40	15.98724313
b0849	62	36.30591375
b0850	94	49.31065302
b0851	308	64.36026258
b0852	415	69.43296869
b0853	506	160.2645712
b0854	147	19.9538893
b0855	78	10.39170803
b0856	42	6.651296433
b0857	111	19.82248071
b0858	52	16.06570812
b0859	380	50.89555857
b0860	53	10.93881246
b0861	818	184.7279344
b0862	613	129.1655528
b0863	969	199.9945146
b0864	510	105.6934407
b0865	282	82.56667482
b0866	313	145.950207
b0867	766	139.2621622
b0868	461	68.68602102
b0869	649	68.51891087
b0870	1013	152.7380044
b0871	1765	155.1222949
b0872	42	6.548335188
b0873	33	3.016105123
b0874	82	13.76501633
b0875	150	32.56022576
b0876	348	31.69116802
b0877	345	52.48983827
b0878	357	48.32917811
b0879	482	37.4012808
b0880	4628	3107.53637
b0881	243	114.3685537
b0882	15092	1001.357498
b0883	13	22.31855475
b0884	2473	1706.024994
b0885	336	72.00382181
b0886	1294	113.5289228
b0887	1169	99.95012687
b0888	764	119.4872649
b0889	1060	323.5236654
b0890	9276	351.2313171
b0891	1450	357.9496715
b0892	1939	217.963578
b0893	8764	1024.02187
b0894	1088	67.22880938
b0895	186	45.47051334
b0896	408	71.34307245
b0897	4969	1197.310646
b0898	1601	210.5119195
b0899	134	14.14720194
b0900	8	1.329632102
b0901	1	0.255633583
b0902	2239	456.5005169
b0903	25455	1684.506061
b0904	1829	322.0563048
b0905	2125	182.3076809
b0906	129	28.12301405
b0907	2035	282.3201798
b0908	407	47.8888903
b0909	16	3.159831583
b0910	2420	534.5208524
b0911	47073	4248.364895
b0912	1372	727.3017615
b0913	175	11.672805
b0914	2558	220.9612503
b0915	834	127.6598371
b0916	266	32.59297084
b0917	27	22.29041029
b0918	1320	266.9676985
b0919	1187	200.5943
b0920	144	27.89159032
b0921	448	86.11144084
b0922	650	74.22648594
b0923	362	77.57554612
b0924	5614	190.1277782
b0925	2864	234.1404425
b0926	3588	987.3826189
b0927	3768	878.4990098
b0928	2099	266.2600843
b0929	1259	174.6639343
b0930	6210	669.6669302
b0931	2933	368.3424935
b0932	2348	135.7575748
b0933	47	9.245747441
b0934	6	1.144541269
b0935	14	1.845647701
b0936	8	1.258995396
b0937	2	0.524581415
b0938	17	4.75620483
b0939	4	0.860851553
b0940	23	1.335958206
b0941	25	3.526597748
b0942	5	1.391155134
b0943	5	1.463948135
b0944	41	8.712035653
b0945	540	80.69525388
b0946	554	154.1399888
b0947	401	54.57915177
b0948	1586	113.6140369
b0949	1514	119.8817
b0950	409	49.27551359
b0951	554	51.00427419
b0952	232	62.14615573
b0953	33176	29834.59376
b0954	2003	583.0676945
b0955	2744	235.4128359
b0956	234	78.04103913
b0957	36113	5241.049077
b0958	476	141.0074844
b0959	191	45.80345156
b0960	710	49.79870369
b0961	275	92.94596885
b0962	1247	91.67692024
b0963	370	121.7851756
b0964	57	12.98873078
b0965	1161	423.6793203
b0966	1302	618.5705682
b0967	660	83.72160821
b0968	147	79.60099924
b0969	375	171.6811904
b0970	9321	2133.653834
b0971	10	17.16811904
b0972	777	104.9050319
b0973	1000	84.21373888
b0974	406	86.63595438
b0975	454	116.6497775
b0976	123	46.57336353
b0977	446	78.5331394
b0978	588	57.49819751
b0979	558	74.14453099
b0980	635	73.85330962
b0981	176	12.1916473
b0982	5	1.689926706
b0983	13	1.722835805
b0984	10	0.720455162
b0985	1	0.202248256
b0986	4	0.936926806
b0987	19	9.380750011
b0988	4	1.199043234
b0989	5	3.546465905
b0990	1376	975.987417
b0991	39	25.50691972
b0992	25	3.516746917
b0993	163	8.971202168
b0994	86	12.62665937
b0995	76	16.56859742
b0996	4	0.515189932
b0997	63	3.736947466
b0998	41	10.32376225
b0999	918	453.2383426
b1000	2273	372.8594835
b1001	4	0.480761965
b1002	2710	329.6500023
b1003	604	400.2280102
b1004	1434	362.8943514
b1006	78	8.866965319
b1007	9	2.746899046
b1008	5	1.278167915
b1009	5	0.943067713
b1010	0	0
b1011	1	0.218007861
b1012	7	0.920414389
b1013	152	35.93752117
b1014	8547	325.8329645
b1015	855	85.60167505
b1018	76	10.17911171
b1019	115	13.65891232
b1020	1174	166.5420389
b1021	9	3.284335816
b1022	6	0.68361741
b1023	9	0.673459647
b1024	38	2.368407181
b1025	16	1.778713143
b1026	0	0
b1027	0	0
b1028	1	0.441752771
b1029	4	0.612277396
b1032	0	0
b1033	274	44.08495061
b1034	658	134.7022717
b1035	602	163.8735629
b1036	286	87.82260569
b1037	73	13.22398042
b1038	2	0.724601667
b1039	5	1.936915994
b1040	138	32.026058
b1041	1	0.331314578
b1042	10	3.313145779
b1043	1	0.453692035
b1044	3	1.452686996
b1045	346	97.89042856
b1046	655	69.59004089
b1047	172	22.4401252
b1048	3844	378.0920549
b1049	4992	296.4577839
b1050	49	32.46882864
b1051	1219	491.1089242
b1053	442	54.42307727
b1054	678	111.2180949
b1055	701	100.5761564
b1056	100	26.22907075
b1057	23	6.128443198
b1058	1	1.071485444
b1059	232	31.32299538
b1060	2756	1632.84297
b1061	67	41.14765441
b1062	658	94.94773303
b1063	1336	359.7899143
b1064	1828	426.1932563
b1065	450	56.23304499
b1066	242	62.49782275
b1067	251	58.51997119
b1068	431	70.47104101
b1069	545	53.60566335
b1070	38	13.76743167
b1071	46	23.63828091
b1072	41	9.385238408
b1073	0	0
b1074	2	0.746071346
b1075	7	1.519477202
b1076	16	1.999397155
b1077	19	3.796970243
b1078	15	2.89424229
b1079	4	0.864546195
b1080	27	3.715068382
b1081	13	2.084960529
b1082	52	4.778668657
b1083	87	13.77768547
b1084	5052	239.5647737
b1085	3	1.411957454
b1086	740	116.4570741
b1087	515	133.0015649
b1088	5757	1666.215286
b1089	2416	2097.746812
b1090	2724	384.2580907
b1091	2000	316.7284016
b1092	2509	407.5896063
b1093	10790	2217.8874
b1094	13149	8382.040742
b1095	8456	1028.605321
b1096	227	42.33954888
b1097	283	41.79421667
b1098	348	81.89353231
b1099	512	76.96783795
b1100	737	139.530768
b1101	1356	142.861737
b1102	82	5.656856027
b1103	339	142.2664798
b1104	173	69.14482652
b1105	585	137.6658517
b1106	183	33.51216836
b1107	649	95.56584937
b1108	875	243.4521484
b1109	4152	480.6757595
b1110	3113	870.9450374
b1111	647	154.4208571
b1112	4566	2673.754874
b1113	1302	204.2631783
b1114	2560	112.2028969
b1115	8	1.125359013
b1116	948	119.3527636
b1117	711	153.0163635
b1118	1280	155.3266609
b1119	1587	262.8981176
b1120	853	176.7774606
b1121	6	1.148893137
b1122	3	0.981035374
b1123	1338	193.0700103
b1124	210	39.9077786
b1125	189	34.48552607
b1126	975	129.553616
b1127	805	99.11895295
b1128	3706	499.0199934
b1129	706	73.00622174
b1130	506	113.7592269
b1131	3540	390.0957289
b1132	1202	282.8621432
b1133	4379	597.6304434
b1134	357	116.7432095
b1135	559	129.1336562
b1136	24475	2955.770966
b1137	12	2.722152208
b1138	21	4.500238863
b1139	47	7.94265552
b1140	23	3.08052065
b1141	2	1.228288191
b1143	49	21.64588576
b1144	10	4.88930251
b1145	189	42.30224531
b1146	0	0
b1147	1	0.270751698
b1148	1	0.445662087
b1150	0	0
b1151	0	0
b1152	3	0.581074798
b1153	1	0.258255466
b1154	3	0.719425941
b1155	0	0
b1156	0	0
b1157	0	0
b1158	3	0.816645662
b1159	27	4.891061251
b1160	0	0
b1161	6	2.238214038
b1162	1002	206.8054733
b1163	1360	169.528093
b1164	15	9.561990351
b1165	10	5.534045698
b1166	30	16.97521883
b1167	19	11.52815062
b1168	29	2.874871377
b1171	13	5.9516146
b1172	7	3.065380095
b1174	260	147.1185632
b1175	1623	301.6014064
b1176	1253	271.9864192
b1177	51	20.88089925
b1178	169	63.51349909
b1179	270	138.7464314
b1180	447	102.3219895
b1181	119	38.91440316
b1182	19	3.147488491
b1183	27	9.712250199
b1184	31	3.690672083
b1185	363	103.2803003
b1186	620	60.74530316
b1187	2327	488.2803812
b1188	3268	322.0662978
b1189	2969	345.3078366
b1190	2712	382.5653238
b1191	1107	96.28379299
b1192	243	40.12273853
b1193	177	43.6945461
b1194	3	0.616650806
b1195	139	82.35311062
b1196	11	3.768421594
b1197	122	10.85494264
b1198	521	55.4703257
b1199	265	63.24810995
b1200	462	65.17152639
b1201	108	8.498218924
b1202	120	6.321315797
b1203	2787	385.584634
b1204	387	99.9448653
b1205	3214	1740.391915
b1206	363	32.64395206
b1207	4375	697.2284631
