Gene_id	CIP_2_readcount	CIP_2_fpkm
b0261	480	81.61444276
b0262	74	11.21224203
b0263	12	5.470278383
b0264	0	0
b0265	0	0
b0266	40	20.53567289
b0267	29	3.98312045
b0268	246	42.93175576
b0269	854	68.83989554
b0270	78	8.947049676
b0271	210	20.67907843
b0272	342	71.48118709
b0273	111	17.52122001
b0274	1	0.314758082
b0275	1	0.574775627
b0276	227	43.49135579
b0277	72	18.21681222
b0278	37	8.397151223
b0279	23	4.267456937
b0280	127	45.68488727
b0281	165	18.68328484
b0283	92	15.25047307
b0284	247	17.81882858
b0285	60	9.945960696
b0286	86	19.77228158
b0287	102	26.31070481
b0288	31	14.90236444
b0289	89	19.85764909
b0290	100	9.649517829
b0291	91	5.714989965
b0292	5	1.185635823
b0293	49	13.21983943
b0294	6	1.610538813
b0295	35	24.35233578
b0296	3	1.802705376
b0297	3	0.545773187
b0298	0	0
b0299	4	0.731894224
b0300	72	16.69874454
b0301	32	8.546158821
b0303	3	2.008076875
b0304	307	36.72842266
b0305	67	12.4312876
b0306	88	19.38909782
b0307	233	25.88422341
b0308	106	24.16039619
b0310	16	3.794034633
b0311	191	18.13277796
b0312	332	35.75549238
b0313	180	48.56267544
b0314	430	33.53705577
b0315	260	37.87502205
b0316	192	32.6457771
b0317	25	7.96375869
b0318	35	9.162264948
b0319	13	2.386915452
b0320	54	5.533886271
b0321	36	4.024644561
b0323	15	2.502177809
b0324	241	27.64408938
b0325	1260	190.3656877
b0326	18	3.49936926
b0327	81	52.23448749
b0328	188	44.3808895
b0329	5141	2954.921499
b0330	247	24.69036172
b0331	54	9.614428673
b0333	47	6.372640544
b0334	45	4.916469208
b0335	103	8.65909991
b0336	301	37.89687302
b0337	460	56.83295454
b0338	41	7.226845553
b0339	13	3.124689319
b0340	7	2.357678369
b0341	47	6.455402109
b0342	27	6.998738519
b0343	34	4.301191775
b0344	145	7.480494504
b0345	686	100.4854277
b0346	818	155.5946568
b0347	61	5.811965441
b0348	27	4.532516374
b0349	11	2.012709117
b0350	8	1.566795784
b0351	24	4.003484495
b0352	41	6.414359958
b0353	67	8.769596451
b0354	278	81.66923023
b0355	181	34.42864656
b0356	642	91.75283147
b0357	80	45.98205018
b0358	69	14.1421538
b0360	0	0
b0361	0	0
b0363	31	4.108421275
b0364	9	2.558678598
b0365	14	2.306264822
b0366	17	3.511519847
b0367	13	2.490694385
b0368	53	9.868330839
b0369	2275	370.1555039
b0372	18	3.293524009
b0373	10	5.28793577
b0375	12	3.050732175
b0376	935	128.0885996
b0377	415	53.9187554
b0378	474	68.67072754
b0379	902	463.0794238
b0380	540	402.1810304
b0381	969	140.3838291
b0382	807	490.5016283
b0383	915	102.5097718
b0384	877	433.4130533
b0385	95	13.50413705
b0386	977	191.3449351
b0387	514	177.6469925
b0388	443	133.8603169
b0389	653	539.5346966
b0390	809	189.2893822
b0391	840	467.564847
b0392	149	69.11424822
b0393	542	94.27832853
b0394	536	93.54236214
b0396	282	37.75184525
b0397	422	21.27272541
b0398	145	19.12096476
b0399	215	49.43070394
b0400	233	28.5205795
b0401	1274	153.1097766
b0402	969	111.8779424
b0403	361	31.55280683
b0404	271	73.86755638
b0405	629	93.16839214
b0406	1748	245.8327587
b0407	827	393.9750344
b0408	3433	294.6994075
b0409	2368	386.4762933
b0410	311	141.7713814
b0411	2643	473.7631946
b0412	313	91.95132756
b0413	529	186.4878682
b0414	1167	167.6907892
b0415	840	282.9214043
b0416	881	332.7622438
b0417	282	45.74226648
b0418	583	178.2003788
b0419	2612	424.9873302
b0420	1652	140.6710128
b0421	1103	194.4197718
b0422	457	298.3440305
b0423	1141	124.917903
b0424	310	83.21117202
b0425	358	62.2724015
b0426	1520	490.1013641
b0427	583	67.75530888
b0428	8030	1429.701153
b0429	964	463.415462
b0430	2071	534.2104868
b0431	11931	950.1560493
b0432	6962	1165.019267
b0433	710	76.30964221
b0434	910	249.3275415
b0435	6844	3414.210605
b0436	10768	1315.022919
b0437	4084	1038.26585
b0438	9674	1203.658603
b0439	4743	319.4991001
b0440	7740	4497.650864
b0441	3329	282.1079836
b0442	123	52.45291127
b0443	483	192.0355622
b0444	382	87.0685976
b0445	312	29.09763598
b0446	279	54.04154139
b0447	281	97.11829748
b0448	452	40.44241909
b0449	438	38.99184962
b0450	15	7.019383766
b0451	149	18.366024
b0452	662	121.9725951
b0453	2029	561.7393549
b0454	235	95.58960815
b0455	6	8.349372269
b0456	54	24.1990281
b0457	985	100.7469388
b0458	646	217.5800323
b0459	499	143.406519
b0460	433	313.6542724
b0461	763	322.7755994
b0462	6082	306.2973843
b0463	2055	273.0328645
b0464	98	23.99156044
b0465	2612	123.2122055
b0466	98	95.96624176
b0467	208	62.49378638
b0468	96	40.28903444
b0469	885	254.338215
b0470	1797	147.5531146
b0471	523	251.4173098
b0472	768	201.0462709
b0473	2356	199.3340268
b0474	2477	609.2193908
b0475	701	115.4779743
b0476	183	30.24038269
b0477	918	111.593679
b0478	1441	136.3133353
b0479	252	32.74102737
b0480	1324	127.0640102
b0481	181	59.8197734
b0482	235	46.89301532
b0483	246	114.1080877
b0484	1795	113.6747869
b0485	342	58.15029046
b0486	647	79.38038152
b0487	553	215.0168001
b0488	369	127.5325686
b0489	556	96.08144733
b0490	84	19.65427454
b0491	107	21.76188952
b0492	926	171.8115271
b0493	288	56.40464822
b0494	122	30.86737627
b0495	370	85.43826354
b0496	474	31.13641683
b0497	210	7.78182559
b0498	9	3.869221295
b0499	7	1.568455525
b0501	13	4.200193382
b0502	45	16.9163822
b0503	246	35.63923834
b0504	23	3.936003971
b0505	43	14.12305827
b0506	1454	282.6712724
b0507	91	8.101046382
b0508	14	2.85834366
b0509	26	4.692366212
b0511	21	2.289621674
b0512	65	7.570833151
b0513	87	10.60023991
b0514	126	17.44188238
b0515	63	12.7152654
b0516	50	6.417397779
b0517	17	2.568425946
b0518	28	2.662989237
b0520	33	6.415510309
b0521	37	6.565557835
b0522	336	49.90860727
b0523	194	60.34467879
b0524	164	35.98429321
b0525	1182	378.8084897
b0526	1057	120.9815608
b0527	91	27.65529627
b0528	41	30.53596712
b0529	1044	191.0243925
b0530	38	11.10174361
b0531	2	0.457829937
b0532	69	4.203543412
b0533	5	0.80608777
b0534	6	1.844628757
b0535	13	3.257969906
b0536	111	228.6860534
b0537	402	54.78737576
b0539	6	3.411571465
b0540	0	0
b0541	0	0
b0542	6	3.110550453
b0543	63	30.01260843
b0544	22	2.285551806
b0545	35	10.05857348
b0546	182	36.18061316
b0547	3	1.043671534
b0548	0	0
b0549	0	0
b0550	3	1.311058455
b0551	15	6.196799731
b0552	0	0
b0553	758	109.5151725
b0554	9	6.609919713
b0555	11	3.504053824
b0556	1	0.343372453
b0557	102	55.03769883
b0558	5	1.929903566
b0559	16	12.26188005
b0560	0	0
b0561	0	0
b0562	53	12.83636317
b0563	4	3.467498866
b0564	798	168.7909098
b0565	365	60.69486026
b0566	10	2.081864476
b0567	85	15.13382291
b0568	451	24.06517692
b0569	260	18.42980295
b0570	206	22.64687669
b0571	269	62.38836501
b0572	5	0.577285564
b0573	4	1.90556244
b0574	29	3.758581797
b0575	152	7.669525163
b0576	489	56.33552487
b0577	541	68.76858778
b0578	2388	579.2472761
b0579	74	31.81359732
b0580	99	63.07296883
b0581	1371	194.3635373
b0582	0	0
b0583	31	7.919130864
b0584	173	12.24649114
b0585	28	3.692324229
b0586	210	8.581657741
b0587	10	1.398924807
b0588	62	12.05338301
b0589	57	9.106112958
b0590	116	18.31046416
b0591	117	14.83665432
b0592	89	14.75317503
b0593	69	9.307846126
b0594	73	7.18844155
b0595	45	8.320178659
b0596	62	13.1667477
b0597	41	15.71053381
b0598	6406	482.5429707
b0599	212	30.88271028
b0600	95	12.98072088
b0601	27	6.798774562
b0602	34	4.417440201
b0603	36	6.324441453
b0604	387	82.18598968
b0605	8258	2322.753914
b0606	1946	197.1326247
b0607	2012	744.008865
b0608	569	72.85315867
b0610	865	333.8733169
b0611	418	82.16941085
b0612	44	4.76781094
b0613	1	0.180475624
b0614	1	0.287387814
b0615	10	1.03482109
b0616	6	1.047115994
b0617	0	0
b0618	3	0.449399641
b0619	254	24.28816791
b0620	89	20.7324354
b0621	1783	204.0776943
b0622	279	78.89487058
b0623	11632	8787.038411
b0624	111	45.85631801
b0627	754	586.3387604
b0628	1729	283.9391598
b0629	25	4.157182209
b0630	198	48.92576086
b0631	433	260.190476
b0632	1213	158.7689626
b0633	1225	178.4496231
b0634	609	86.80196453
b0635	1056	88.07665889
b0636	326	110.5042988
b0637	549	273.8751639
b0638	125	32.40156722
b0639	220	54.36195652
b0640	574	88.23474221
b0641	810	220.7849471
b0642	5353	328.7609777
b0643	4690	1540.398681
b0644	43	6.974884605
b0645	10	2.24065075
b0646	20	2.221821752
b0647	4	1.143337464
b0648	10	2.24065075
b0649	66	7.210821505
b0650	153	14.52520957
b0651	970	164.4005672
b0652	320	69.92311762
b0653	188	44.1836411
b0654	255	54.59204945
b0655	1666	290.7492077
b0656	1	0.155986306
b0657	1319	135.9607657
b0658	2203	397.5877987
b0659	473	160.3329243
b0660	1403	213.803282
b0661	2519	280.4275833
b0662	679	91.59460173
b0664	4	8.460697232
b0665	17	35.95796324
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	9	18.54211244
b0674	1177	112.1423496
b0675	944	198.8769469
b0676	1141	148.2440962
b0677	1199	165.5413835
b0678	1796	355.6978518
b0679	5894	480.2325644
b0680	1926	183.5056629
b0681	377	42.50643466
b0682	54	26.19711299
b0683	1632	579.1886696
b0684	1022	305.3260089
b0685	318	171.5881199
b0686	247	51.22039746
b0687	911	264.6873344
b0688	3798	367.1586847
b0689	67	21.47222404
b0691	10	2.43683676
b0692	99	11.89785548
b0693	38	2.741358244
b0694	103	24.09988426
b0695	772	45.61213871
b0696	89	24.64011956
b0697	102	7.897063669
b0698	50	4.738293701
b0699	918	703.5253677
b0700	32	1.210400176
b0702	8	3.881053776
b0703	8	0.834388287
b0704	7	1.948186863
b0705	1	0.139523371
b0706	0	0
b0707	488	151.7948621
b0708	1099	122.8634548
b0709	98	10.49023695
b0710	417	88.9140813
b0711	401	96.82475999
b0712	570	96.91715077
b0713	365	78.77945127
b0714	232	46.46973859
b0715	136	20.60628266
b0716	5	0.746883583
b0717	6	1.305663153
b0718	32	2.073700302
b0719	16	4.476559382
b0720	7663	946.7628927
b0721	2022	822.4773944
b0722	198	90.25959332
b0723	7566	679.2618342
b0724	4820	1066.437256
b0726	15167	858.6950945
b0727	13677	1781.357082
b0728	11566	1572.243319
b0729	8435	1538.059939
b0730	120	26.32997064
b0731	35	2.808463611
b0732	278	16.74312237
b0733	16538	1672.12011
b0734	6920	962.960935
b0735	423	228.2445746
b0736	599	234.6276686
b0737	902	206.4813015
b0738	327	120.9199298
b0739	2524	316.2736939
b0740	4481	549.7735542
b0741	4031	1225.038453
b0742	2589	518.5782466
b0743	916	1912.00625
b0744	177	369.4597229
b0745	39	81.40637962
b0746	71	148.2013578
b0747	7	14.61140147
b0748	231	482.1762485
b0749	4	8.349372269
b0750	572	86.91664542
b0751	657	144.7572417
b0752	241	40.58574906
b0753	1966	818.5891121
b0754	2057	309.8941276
b0755	5075	1069.174264
b0756	2240	341.3537788
b0757	1317	181.8331961
b0758	972	147.2743143
b0759	1418	221.1885818
b0760	220	23.69339856
b0761	339	68.16008464
b0762	160	169.2139446
b0763	451	92.4363966
b0764	257	59.08693448
b0765	553	82.83933374
b0766	209	40.48273172
b0767	1917	305.3305082
b0768	14	2.328022037
b0769	14	2.10914817
b0770	22	2.43377797
b0771	77	5.400146609
b0772	949	117.2488562
b0773	840	279.3626445
b0774	59	7.255539778
b0775	41	6.247993273
b0776	21	2.884328602
b0777	22	4.616451863
b0778	13	3.041732965
b0779	6425	504.0799306
b0780	363	63.35051764
b0781	2456	393.5506137
b0782	669	206.8788907
b0783	415	135.4625521
b0784	27	17.41149583
b0785	390	136.5758245
b0786	1323	297.6995329
b0787	73	16.21929879
b0788	146	24.20183769
b0789	379	48.4088806
b0790	401	83.48276551
b0791	1506	581.286954
b0792	135	19.34610648
b0793	112	15.66795784
b0794	400	36.53150791
b0795	266	42.23996741
b0796	139	32.81353
b0797	1112	129.2348259
b0798	139	45.65360696
b0799	3150	232.3151698
b0800	1443	237.7100099
b0801	573	83.70130377
b0802	415	252.2406143
b0803	161	95.65816393
b0804	20	4.679589177
b0805	58	4.030227
b0806	134	81.44636704
b0807	415	71.01920209
b0808	417	29.71791396
b0809	746	163.6846508
b0810	396	95.18284386
b0811	2095	444.9086522
b0812	20908	6580.961969
b0813	180	32.15636617
b0814	13523	4157.48578
b0815	534	53.48025949
b0817	257	87.11535211
b0818	312	44.23152709
b0819	1868	321.7545283
b0820	1616	160.9285161
b0821	528	66.16185039
b0822	140	27.21731646
b0823	157	10.23681771
b0824	29	5.111671245
b0825	120	28.71277341
b0826	375	79.31903655
b0827	846	108.5823704
b0828	486	79.81170138
b0829	469	39.74426084
b0830	355	36.59292784
b0831	130	22.39191043
b0832	70	12.17616789
b0833	71	4.794935373
b0834	33	3.939094366
b0835	501	59.9379145
b0836	1268	523.8361372
b0837	734	104.3372273
b0838	577	145.9875091
b0839	1534	202.2866202
b0840	299	62.49378638
b0841	342	90.87809213
b0842	673	86.58833998
b0843	232	129.1369578
b0844	997	193.8261751
b0845	1437	188.5549306
b0846	789	233.0827555
b0847	1099	103.4064308
b0848	156	65.46968096
b0849	127	78.08928405
b0850	194	106.8603687
b0851	661	145.0342549
b0852	819	143.881043
b0853	708	235.4628003
b0854	315	44.89756786
b0855	77	10.77172101
b0856	31	5.154905939
b0857	87	16.3138444
b0858	108	35.03662964
b0859	353	49.64471614
b0860	116	25.13936678
b0861	899	213.177321
b0862	650	143.8141527
b0863	1607	348.2669173
b0864	810	176.2645257
b0865	1046	321.58028
b0866	518	253.6250675
b0867	816	155.77457
b0868	749	117.1794051
b0869	497	55.09652155
b0870	1139	180.328109
b0871	6604	609.4507474
b0872	142	23.24727181
b0873	316	30.3264556
b0874	128	22.56185929
b0875	480	109.4055677
b0876	723	69.13521812
b0877	651	104.0013954
b0878	354	50.3206791
b0879	443	36.09484663
b0880	7286	5137.053336
b0881	177	87.47333003
b0882	9495	661.5144946
b0883	48	86.52985806
b0884	2447	1772.545045
b0885	273	61.43006235
b0886	705	64.94764317
b0887	704	63.20385029
b0888	949	155.8463058
b0889	1382	442.9046809
b0890	8986	357.2736153
b0891	1596	413.7032103
b0892	1475	174.1005639
b0893	5155	632.4665637
b0894	1577	102.3199351
b0895	200	51.33918223
b0896	343	62.97784615
b0897	3830	969.0332057
b0898	1365	188.4603741
b0899	498	55.20737974
b0900	50	8.725966617
b0901	16	4.294770169
b0902	1020	218.3681978
b0903	16290	1131.937894
b0904	1248	230.7462882
b0905	1129	101.7049316
b0906	295	67.52991568
b0907	1132	164.9020191
b0908	343	42.3776161
b0909	39	8.087431178
b0910	2847	660.2961903
b0911	39581	3750.928059
b0912	2777	1545.747119
b0913	230	16.10894341
b0914	1792	162.5382659
b0915	638	102.5441648
b0916	155	19.94233685
b0917	7	6.068123015
b0918	621	131.8798439
b0919	1508	267.5908437
b0920	152	30.91408604
b0921	617	124.5288691
b0922	722	86.57346091
b0923	293	65.93043322
b0924	4540	161.4474001
b0925	1897	162.8443857
b0926	1148	331.7240582
b0927	1281	313.6039686
b0928	2135	284.3763947
b0929	22323	3251.861989
b0930	4138	468.5541374
b0931	1628	214.6822801
b0932	2717	164.9520263
b0933	61	12.60015945
b0934	6	1.201803584
b0935	12	1.661131656
b0936	5	0.826239964
b0937	2	0.550826643
b0938	15	4.406613142
b0939	1	0.225980161
b0940	48	2.927576897
b0941	59	8.739165559
b0942	23	6.719476393
b0943	8	2.459505009
b0944	28	6.247350277
b0945	426	66.84452932
b0946	469	137.0188882
b0947	351	50.16393123
b0948	1736	130.5811735
b0949	1579	131.2838142
b0950	493	62.36728073
b0951	656	63.41656061
b0952	222	62.4426458
b0953	4753	4488.135485
b0954	1865	570.0578157
b0955	1962	176.7449741
b0956	229	80.19452261
b0957	62372	9504.874059
b0958	7701	2395.434904
b0959	320	80.57806888
b0960	442	32.55247368
b0961	120	42.58740218
b0962	795	61.37093339
b0963	1011	349.4185009
b0964	171	40.91570211
b0965	1347	516.1485132
b0966	1069	533.2833338
b0967	615	81.91638536
b0968	192	109.1702869
b0969	215	103.3551082
b0970	2834	681.1822715
b0971	36	64.89739354
b0972	89	12.61732664
b0973	71	6.278318389
b0974	23	5.153496725
b0975	45	12.14066886
b0976	15	5.963837335
b0977	51	9.429535814
b0978	134	13.75890084
b0979	99	13.81281375
b0980	154	18.8069771
b0981	332	24.14848247
b0982	11	3.903845199
b0983	35	4.870467157
b0984	71	5.371150782
b0985	30	6.371006952
b0986	22	5.410911021
b0987	64	33.17920483
b0988	6	1.888548489
b0989	80	59.58237488
b0990	3758	2798.88206
b0991	56	38.45771469
b0992	80	11.81661625
b0993	191	11.03820472
b0994	73	11.25420732
b0995	104	23.80715671
b0996	12	1.622895889
b0997	70	4.359899928
b0998	56	14.80622016
b0999	672	348.3816507
b1000	1837	316.4149189
b1001	28	3.533704095
b1002	3718	474.892396
b1003	1281	891.2954897
b1004	4526	1202.673231
b1006	63	7.520089244
b1007	10	3.204809558
b1008	8	2.147385084
b1009	9	1.78245026
b1010	1	0.409917502
b1011	3	0.686744905
b1012	16	2.20905933
b1013	135	33.51508587
b1014	20664	827.1756605
b1015	5351	562.5396482
b1018	210	29.53368382
b1019	208	25.94081699
b1020	902	134.3582553
b1021	94	36.01927264
b1022	180	21.53458006
b1023	303	23.80749686
b1024	1061	69.43687936
b1025	185	21.59532268
b1026	4	0.731894224
b1027	0	0
b1028	3	1.391562045
b1029	22	3.536005682
b1032	2	3.605410752
b1033	322	54.39985042
b1034	467	100.3847969
b1035	373	106.6162185
b1036	437	140.9041422
b1037	114	21.68434093
b1038	12	4.565124406
b1039	27	10.98263583
b1040	72	17.54522468
b1041	9	3.131014601
b1042	13	4.522576646
b1043	5	2.38195305
b1044	12	6.10146435
b1045	353	104.8674903
b1046	464	51.76375944
b1047	238	32.60437081
b1048	2072	213.9961507
b1049	3173	197.8610873
b1050	37	25.74389783
b1051	2177	920.9468937
b1053	304	39.30397247
b1054	1130	194.6373753
b1055	299	45.04537878
b1056	112	30.84629199
b1057	21	5.875484189
b1058	3	3.375278151
b1059	410	58.12476316
b1060	4827	3002.925407
b1061	1445	931.8374619
b1062	510	77.27355997
b1063	750	212.0829854
b1064	624	152.7625889
b1065	399	52.35450055
b1066	288	78.09874368
b1067	263	64.38551424
b1068	329	56.48476845
b1069	444	45.85631801
b1070	41	15.59750839
b1071	56	30.21677583
b1072	38	9.133707239
b1073	4	1.521708135
b1074	5	1.95849473
b1075	8	1.823426128
b1076	35	4.592500049
b1077	22	4.616451863
b1078	32	6.483292898
b1079	7	1.588650231
b1080	19	2.745103269
b1081	19	3.199706358
b1082	143	13.7988105
b1083	149	24.77680597
b1084	9716	483.7813931
b1085	4	1.976798419
b1086	929	153.5153853
b1087	553	149.9604349
b1088	5781	1756.871074
b1089	2234	2036.766985
b1090	1696	251.2139794
b1091	1525	253.5881148
b1092	1667	284.3544816
b1093	8298	1790.99147
b1094	12400	8300.051082
b1095	9778	1248.923574
b1096	266	52.09595981
b1097	295	45.74607191
b1098	289	71.41184288
b1099	363	57.29912491
b1100	1141	226.8246133
b1101	2915	322.475581
b1102	83	6.012310533
b1103	526	231.7878513
b1104	294	123.385168
b1105	677	167.2865662
b1106	178	34.22736608
b1107	562	86.8953188
b1108	700	204.5058033
b1109	627	76.21921214
b1110	1111	326.3831467
b1111	213	53.38058384
b1112	113	69.48101652
b1113	492	81.04873517
b1114	1249	57.48156464
b1115	7	1.033953922
b1116	701	92.67107437
b1117	377	85.19452074
b1118	885	112.7668231
b1119	975	169.5966242
b1120	590	128.3902101
b1121	14	2.814870752
b1122	10	3.433724526
b1123	943	142.8803275
b1124	141	28.13580919
b1125	166	31.80425137
b1126	831	115.9439215
b1127	1414	182.8151878
b1128	1857	262.558736
b1129	708	76.87594508
b1130	563	132.9065999
b1131	882	102.0560033
b1132	475	117.3724061
b1133	1684	241.3247652
b1134	124	42.57818412
b1135	210	50.93883081
b1136	7550	957.4080351
b1137	121	28.8216319
b1138	39	8.775723193
b1139	92	16.32517083
b1140	142	19.97039573
b1141	38	24.5050682
b1143	80	37.10832119
b1144	344	176.6067869
b1145	324	76.14627509
b1146	4	3.156976579
b1147	27	7.676035795
b1148	22	10.29509619
b1150	0	0
b1151	12	4.620526401
b1152	23	4.677789335
b1153	3	0.81352858
b1154	7	1.762645257
b1155	4	1.532735006
b1156	2	0.526162763
b1157	4	1.266571442
b1158	3	0.857503098
b1159	31	5.896619024
b1160	15	7.344355236
b1161	10	3.916989459
b1162	404	87.55434636
b1163	209	27.35590535
b1164	8	5.354871666
b1165	10	5.810918429
b1166	88	52.28520762
b1167	11	7.008107647
b1168	55	5.72512731
b1171	229	110.0852083
b1172	116	53.3391782
b1174	254	150.914122
b1175	1120	218.5419949
b1176	519	118.29477
b1177	85	36.54264557
b1178	39	15.39026082
b1179	142	76.62111014
b1180	228	54.80224344
b1181	245	84.12625089
b1182	222	38.61584674
b1183	266	100.4707796
b1184	385	48.12896623
b1185	622	185.8246355
b1186	736	75.71830208
b1187	1774	390.8665857
b1188	4573	473.2236845
b1189	4488	548.089047
b1190	3075	455.4734592
b1191	634	57.90244004
b1192	161	27.91336587
b1193	454	117.6824921
b1194	66	14.24505146
b1195	258	160.5044034
b1196	45	16.18755848
b1197	904	84.45749004
