Gene_id	CIP_3_readcount	CIP_3_fpkm
b0103	313	100.0833916
b0104	1486	282.6360712
b0106	87	14.36027981
b0107	137	19.62757356
b0108	12	5.403211074
b0109	535	118.8298476
b0110	170	61.15319055
b0111	340	78.96271622
b0112	469	67.77903585
b0113	1755	455.5383689
b0114	12462	928.8868254
b0115	9628	1009.938072
b0116	8128	1132.604043
b0117	47	5.033816789
b0118	16587	1267.762714
b0119	575	314.5360992
b0120	506	126.3841654
b0121	736	168.5652285
b0122	287	163.761546
b0123	610	78.09573452
b0124	3180	264.0929578
b0125	1066	394.1778313
b0126	985	295.0067675
b0127	1110	237.7675164
b0128	631	162.5115595
b0129	205	92.30485584
b0130	354	57.14884103
b0131	1223	637.3980906
b0132	125	27.48726564
b0133	964	224.6708436
b0134	987	246.5240539
b0135	58	9.295354644
b0136	9	2.993487542
b0137	8	2.621359828
b0138	18	6.270568641
b0139	52	3.974417383
b0140	4	1.071892075
b0141	29	9.843542225
b0142	58	23.99363417
b0143	2763	392.4487863
b0144	310	66.40354062
b0145	4742	2064.93309
b0146	1710	481.6330382
b0147	75	28.04632867
b0148	1263	103.2063345
b0149	2976	233.1117904
b0150	1885	166.8006654
b0151	233	57.97787672
b0152	148	32.98323797
b0153	423	42.35716941
b0154	1734	268.7876066
b0155	902	125.9552337
b0156	1813	1043.489266
b0157	188	59.82497646
b0158	141	34.95391883
b0159	955	271.2910539
b0160	347	45.39071042
b0161	2422	337.4959388
b0162	747	128.0917972
b0163	1110	569.536144
b0164	59	14.41022437
b0166	1388	334.0756287
b0167	802	59.57783075
b0168	2279	569.2282866
b0169	31214	8537.330261
b0170	7054	1644.012583
b0171	1013	277.0652769
b0172	5142	1829.81486
b0173	778	129.0609101
b0174	2576	671.2745222
b0175	1529	353.8583714
b0176	3486	511.6098095
b0177	9304	759.3410344
b0178	3372	1377.718764
b0179	3209	621.0572459
b0180	1075	468.1153673
b0181	2186	550.1516644
b0182	973	168.1520198
b0183	345	114.7503558
b0184	3422	195.0903588
b0185	2044	422.7843815
b0186	831	77.03548729
b0187	208	105.902937
b0188	577	88.20149347
b0189	227	176.7644611
b0190	254	92.37412778
b0191	90	42.24851212
b0192	598	167.0093786
b0193	113	27.19779974
b0194	3275	378.3072849
b0195	162	45.43505244
b0196	229	112.2767249
b0197	600	146.0058875
b0198	202	61.33140276
b0199	220	42.33038908
b0200	9	3.102625109
b0201	0	0
b0202	0	0
b0203	0	0
b0204	0	0
b0205	0	0
b0206	0	0
b0207	59	14.57153285
b0208	114	24.73962054
b0209	507	125.6853677
b0210	144	45.82338622
b0211	3443	503.0681736
b0212	267	70.12917706
b0213	211	57.94999927
b0214	306	129.8329276
b0215	517	140.2454366
b0216	49	126.361459
b0217	222	56.08409357
b0218	3	1.668638714
b0219	329	84.73265148
b0220	1607	673.2041924
b0221	2692	218.6278424
b0222	921	315.8568815
b0223	349	90.23468025
b0224	1556	416.9660173
b0225	147	104.6218531
b0226	222	168.8969255
b0227	50	13.23786713
b0228	85	33.8921297
b0229	88	10.2008083
b0230	37	9.718275473
b0231	1590	298.9802378
b0232	67	45.25189274
b0233	39	19.40890294
b0234	91	39.88893738
b0235	11	10.55192308
b0236	48	19.02447971
b0237	2447	333.2619431
b0238	828	358.2011106
b0239	673	107.3383684
b0240	1144	565.0791044
b0241	23	4.324871364
b0242	938	168.710861
b0243	930	147.2633544
b0244	302	789.046554
b0245	5	2.903041037
b0246	1	0.624427695
b0247	1	0.41628513
b0248	5	2.163050185
b0249	3	2.482100087
b0250	159	67.46220749
b0251	1	0.447225241
b0252	13	3.14036994
b0253	274	62.9717985
b0254	41	9.106586449
b0256	0	0
b0258	204	36.55945255
b0259	1	0.195248778
b0260	100	14.14302044
b0261	322	68.53043756
b0262	133	25.22401617
b0263	25	14.26494303
b0264	0	0
b0265	0	0
b0266	21	13.49491309
b0267	18	3.094566342
b0268	167	36.48059094
b0269	561	56.60398979
b0270	49	7.035308996
b0271	103	12.69553365
b0272	395	103.3390814
b0273	129	25.48783373
b0274	0	0
b0275	0	0
b0276	211	50.60126747
b0277	94	29.76936627
b0278	16	4.545190431
b0279	5	1.161216415
b0280	124	55.8331811
b0281	169	23.95288592
b0283	38	7.884623056
b0284	148	13.36428605
b0285	63	13.07187507
b0286	53	15.25232517
b0287	73	23.56986099
b0288	34	20.45852193
b0289	65	18.15319332
b0290	107	12.92383014
b0291	64	5.031018387
b0292	7	2.077692151
b0293	31	10.46872146
b0294	6	2.015918852
b0295	25	21.77280778
b0296	4	3.008606166
b0297	10	2.277156043
b0298	0	0
b0299	6	1.374173059
b0300	42	12.19277236
b0301	33	11.03155594
b0303	4	3.351358767
b0304	160	23.95994051
b0305	42	9.754217886
b0306	57	15.71996722
b0307	115	15.99112101
b0308	82	23.39450657
b0310	27	8.013955438
b0311	254	30.18328771
b0312	496	66.86336147
b0313	280	94.55619379
b0314	580	56.62214554
b0315	462	84.24097265
b0316	138	29.37018752
b0317	15	5.980964065
b0318	22	7.208739527
b0319	13	2.987713068
b0320	46	5.90059969
b0321	41	5.737341991
b0323	10	2.087991661
b0324	145	20.81877152
b0325	611	115.5476688
b0326	23	5.596892353
b0327	97	78.29714096
b0328	103	30.43527488
b0329	2420	1741.067307
b0330	139	17.39190483
b0331	56	12.4801441
b0333	37	6.279501075
b0334	28	3.82913512
b0335	65	6.839915449
b0336	393	61.93430693
b0337	437	67.58116748
b0338	45	9.928400348
b0339	15	4.512909249
b0340	11	4.637469377
b0341	39	6.704893742
b0342	21	6.813608082
b0343	32	5.067126174
b0344	80	5.165996929
b0345	488	89.47478061
b0346	462	109.9981046
b0347	32	3.816322056
b0348	9	1.891123876
b0349	12	2.748346117
b0350	23	5.638350815
b0351	19	3.967184156
b0352	33	6.462272416
b0353	49	8.027914473
b0354	222	81.63351397
b0355	279	66.42742679
b0356	868	155.2766036
b0357	117	84.17556817
b0358	51	13.08393844
b0360	0	0
b0361	5	1.095849928
b0363	29	4.810753719
b0364	9	3.20270979
b0365	20	4.123946147
b0366	20	5.171041848
b0367	14	3.357430069
b0368	42	9.788563723
b0369	2238	455.7899483
b0372	29	6.64183645
b0373	6	3.971360139
b0375	9	2.863961639
b0376	606	103.9138275
b0377	312	50.73973642
b0378	444	80.51524666
b0379	620	398.4212437
b0380	333	310.4373067
b0381	809	146.7045823
b0382	471	358.3353689
b0383	597	83.71829107
b0384	461	285.170876
b0385	81	14.41219405
b0386	628	153.9514918
b0387	362	156.6048334
b0388	473	178.9003187
b0389	414	428.162265
b0390	545	159.6158758
b0391	641	446.6038332
b0392	130	75.47906697
b0393	507	110.3881354
b0394	312	68.15535552
b0396	197	33.01088386
b0397	305	19.24475441
b0398	143	23.6036783
b0399	269	77.41274474
b0400	242	37.07828525
b0401	1026	154.3414963
b0402	886	128.0431253
b0403	332	36.32208171
b0404	171	58.34214638
b0405	659	122.1814347
b0406	1802	317.2159118
b0407	726	432.9140332
b0408	3167	340.2948474
b0409	1977	403.8775203
b0410	280	159.7673619
b0411	2055	461.0816433
b0412	271	99.65172201
b0413	458	202.0981049
b0414	1053	189.3950284
b0415	803	338.5352645
b0416	830	392.4082042
b0417	273	55.42849274
b0418	504	192.8290472
b0419	1488	303.0453275
b0420	1245	132.6984266
b0421	838	184.8888776
b0422	379	309.7007187
b0423	1204	164.9937063
b0424	204	68.54124098
b0425	277	60.31067755
b0426	1126	454.4462924
b0427	443	64.44368285
b0428	6153	1371.255833
b0429	731	439.8582215
b0430	1691	545.9813004
b0431	10141	1010.88261
b0432	6150	1288.178526
b0433	773	103.9925944
b0434	811	278.1323897
b0435	3651	2279.785514
b0436	10625	1624.16095
b0437	3013	958.7907131
b0438	6683	1040.807836
b0439	3976	335.2468771
b0440	4734	3443.300165
b0441	2917	309.4139297
b0442	86	45.90550699
b0443	264	131.383343
b0444	251	71.610014
b0445	184	21.47943168
b0446	239	57.94597517
b0447	302	130.6482312
b0448	516	57.78967377
b0449	494	55.04634985
b0450	16	9.371941331
b0451	144	22.21739938
b0452	535	123.3843017
b0453	1294	448.4240855
b0454	170	86.55528509
b0455	6	10.45094773
b0456	78	43.75227272
b0457	751	96.14737152
b0458	910	383.6451939
b0459	577	207.5611232
b0460	425	385.348872
b0461	733	388.1342643
b0462	5573	351.3077787
b0463	1821	302.8411563
b0464	93	28.49818618
b0465	2484	146.6675377
b0466	67	82.12380535
b0467	164	61.6764264
b0468	130	68.2905844
b0469	1005	361.5232735
b0470	1960	201.4458042
b0471	363	218.4248077
b0472	676	221.5049055
b0473	1989	210.6409418
b0474	2105	648.0397747
b0475	629	129.6981063
b0476	123	25.44152589
b0477	717	109.0982843
b0478	1343	159.0201749
b0479	190	30.89919846
b0480	789	94.77928463
b0481	111	45.91885161
b0482	173	43.21039648
b0483	199	115.5410333
b0484	1696	134.4396566
b0485	151	32.13694432
b0486	379	58.20361534
b0487	372	181.0473005
b0488	240	103.8264089
b0489	418	90.41549772
b0490	63	18.4510095
b0491	67	17.05648265
b0492	734	170.4665697
b0493	225	55.15777971
b0494	104	32.93632013
b0495	311	89.89032047
b0496	421	34.61578921
b0497	165	7.653286884
b0498	5	2.690623401
b0499	4	1.121853147
b0501	11	4.448570421
b0502	33	15.52782993
b0503	234	42.43371108
b0504	15	3.213074546
b0505	34	13.97787213
b0506	937	228.0125276
b0507	41	4.568624178
b0508	9	2.300015525
b0509	23	5.195749898
b0511	13	1.774147141
b0512	31	4.519536135
b0513	45	6.862949549
b0514	77	13.34182944
b0515	62	15.66312523
b0516	37	5.944187911
b0517	13	2.458461039
b0518	30	3.571367032
b0520	16	3.893490333
b0521	28	6.219132209
b0522	367	68.23451176
b0523	184	71.64022212
b0524	165	45.31635014
b0525	779	312.4938938
b0526	921	131.9488704
b0527	99	37.6594496
b0528	30	27.96732492
b0529	835	191.239084
b0530	18	6.582364872
b0531	4	1.146135682
b0532	97	7.396734514
b0533	24	4.843122121
b0534	3	1.154465157
b0535	9	2.823241805
b0536	126	324.9294659
b0537	302	51.51850352
b0539	2	1.423426573
b0540	0	0
b0541	0	0
b0542	11	7.13806561
b0543	82	48.89662634
b0544	27	3.511025663
b0545	38	13.66953671
b0546	161	40.06196632
b0547	3	1.306368467
b0548	0	0
b0549	2	1.36472857
b0550	4	2.188077212
b0551	14	7.239458587
b0552	0	0
b0553	412	74.50821391
b0554	6	5.515777971
b0555	8	3.189847501
b0556	0	0
b0557	105	70.91714534
b0558	2	0.966267674
b0559	18	17.26678321
b0560	0	0
b0561	0	0
b0562	57	17.27996396
b0563	5	5.425355381
b0564	452	119.6703189
b0565	303	63.06719718
b0566	12	3.127055228
b0567	54	12.03442466
b0568	297	19.83676356
b0569	275	24.39955403
b0570	167	22.98049699
b0571	221	64.15720693
b0572	10	1.445182001
b0573	2	1.192600642
b0574	28	4.542405388
b0575	128	8.084193668
b0576	483	69.65021595
b0577	561	89.26013774
b0578	2488	755.4085647
b0579	54	29.05873273
b0580	86	68.58172128
b0581	787	139.6541747
b0582	0	0
b0583	97	31.01625874
b0584	498	44.12622377
b0585	126	20.79764661
b0586	378	19.33506096
b0587	12	2.101248751
b0588	106	25.79437345
b0589	151	30.195135
b0590	250	49.39502661
b0591	488	77.45898273
b0592	134	27.80367078
b0593	329	55.55176385
b0594	222	27.36318904
b0595	99	22.91169311
b0596	90	23.92385626
b0597	72	34.53356643
b0598	3510	330.9466783
b0599	204	37.1973126
b0600	79	13.51151813
b0601	21	6.618933565
b0602	19	3.089919846
b0603	40	8.795925004
b0604	251	66.7209769
b0605	6400	2253.25398
b0606	1658	210.2335604
b0607	1173	542.9376974
b0608	404	64.74695304
b0610	622	300.5092465
b0611	305	75.04738801
b0612	33	4.47591819
b0613	0	0
b0614	2	0.719449301
b0615	6	0.777174196
b0616	3	0.655339957
b0617	0	0
b0618	1	0.1875052
b0619	244	29.20469783
b0620	111	32.36571039
b0621	923	132.2354043
b0622	164	58.04840132
b0623	7960	7526.673026
b0624	82	42.40254315
b0627	512	498.3667626
b0628	1886	387.6803945
b0629	38	7.909417468
b0630	210	64.95215181
b0631	325	244.449251
b0632	1035	169.5692139
b0633	1034	188.5393197
b0634	629	112.2185772
b0635	1420	148.2474079
b0636	414	175.6563139
b0637	580	362.168063
b0638	89	28.87671997
b0639	218	67.4265195
b0640	499	96.01301887
b0641	674	229.9567641
b0642	4474	343.9385455
b0643	2392	983.3844154
b0644	43	8.730495194
b0645	13	3.646022727
b0646	20	2.781064523
b0647	13	4.651142505
b0648	23	6.450655593
b0649	94	12.85495362
b0650	100	11.88318414
b0651	571	121.1349701
b0652	268	73.30058659
b0653	132	38.83107692
b0654	199	53.32663075
b0655	1177	257.1117098
b0656	2	0.390497555
b0657	1196	154.3127591
b0658	1646	371.8349709
b0659	357	151.4717489
b0660	984	187.6954072
b0661	2117	294.9954181
b0662	452	76.32035642
b0664	6	15.88544056
b0665	16	42.36117482
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	13	33.52446871
b0674	1009	120.3334048
b0675	749	197.5131968
b0676	842	136.9322374
b0677	672	116.1337691
b0678	1048	259.7993399
b0679	3325	339.1056102
b0680	1612	192.2472236
b0681	242	34.15313268
b0682	48	29.14759735
b0683	1523	676.5527396
b0684	841	314.4928321
b0685	359	242.4690969
b0686	204	52.95146852
b0687	714	259.6658553
b0688	2834	342.926101
b0689	64	25.67343928
b0691	24	7.320479519
b0692	71	10.68055189
b0693	25	2.257480752
b0694	72	21.086868
b0695	580	42.89364769
b0696	68	23.56478966
b0697	89	8.624964675
b0698	43	5.100611887
b0699	729	699.3047202
b0700	35	1.657100678
b0702	1	0.607241612
b0703	24	3.13322299
b0704	15	5.225473867
b0705	1	0.174642047
b0706	0	0
b0707	253	98.50530541
b0708	666	93.19682356
b0709	97	12.99669141
b0710	301	80.33463722
b0711	234	70.72285179
b0712	374	79.59746474
b0713	229	61.86676679
b0714	190	47.6362643
b0715	93	17.63784589
b0716	24	4.487412587
b0717	4	1.089536389
b0718	31	2.51454584
b0719	14	4.902913752
b0720	4986	771.0748308
b0721	1424	725.0277998
b0722	140	79.88368096
b0723	4868	547.0453072
b0724	2867	793.995085
b0726	9557	677.2713928
b0727	8621	1405.463701
b0728	6860	1167.246382
b0729	4912	1121.110403
b0730	101	27.73909917
b0731	34	3.414927788
b0732	254	19.14816772
b0733	8998	1138.76031
b0734	3931	684.7112591
b0735	270	182.3583737
b0736	594	291.2330769
b0737	929	266.1900122
b0738	319	147.6531334
b0739	2656	416.585013
b0740	3963	608.6040306
b0741	3465	1318.080736
b0742	2176	545.5605848
b0743	1254	3276.372115
b0744	229	598.3167578
b0745	60	156.764216
b0746	111	290.0137996
b0747	22	57.48021254
b0748	411	1073.83488
b0749	33	86.22031881
b0750	764	145.3122197
b0751	680	187.536451
b0752	149	31.40831533
b0753	1101	573.8146343
b0754	1452	273.8088757
b0755	3063	807.720857
b0756	1409	268.7630373
b0757	762	131.6873989
b0758	551	104.4994955
b0759	924	180.4098706
b0760	233	31.40960327
b0761	227	57.12919845
b0762	133	176.0636328
b0763	331	84.91732597
b0764	210	60.43374125
b0765	401	75.18958526
b0766	216	52.36958425
b0767	1092	217.707092
b0768	15	3.122138474
b0769	13	2.451456876
b0770	26	3.600256751
b0771	93	8.163936626
b0772	832	128.6671198
b0773	506	210.6402757
b0774	105	16.16251219
b0775	73	13.92455764
b0776	67	11.51866361
b0777	24	6.303746253
b0778	22	6.443209665
b0779	5214	512.0344156
b0780	303	66.18933565
b0781	1515	303.8692228
b0782	376	145.539124
b0783	239	97.6496989
b0784	15	12.1078053
b0785	250	109.5849928
b0786	780	219.692263
b0787	72	20.02366457
b0788	84	17.42916676
b0789	180	28.77797202
b0790	214	55.76581823
b0791	925	446.8987991
b0792	97	17.39936466
b0793	89	15.58426157
b0794	294	33.60909272
b0795	173	34.38665186
b0796	139	41.07284668
b0797	1731	251.8104176
b0798	112	46.04475524
b0799	2576	237.8015741
b0800	995	205.1663208
b0801	417	76.24572643
b0802	453	344.6410236
b0803	103	76.60114126
b0804	24	7.028955999
b0805	211	18.35210226
b0806	60	45.64781769
b0807	470	100.6763358
b0808	246	21.94417328
b0809	506	138.9701404
b0810	256	77.02031785
b0811	1148	305.1620776
b0812	10600	4176.231892
b0813	159	35.55440665
b0814	11422	4395.433673
b0815	629	78.85055327
b0817	195	82.73666957
b0818	337	59.80108878
b0819	1925	415.0308506
b0820	1839	229.231993
b0821	522	81.87401235
b0822	210	51.10206061
b0823	95	7.753374707
b0824	17	3.75072902
b0825	70	20.96494794
b0826	326	86.31089369
b0827	628	100.8905408
b0828	326	67.01156343
b0829	322	34.15539436
b0830	230	29.6755306
b0831	66	14.22962916
b0832	49	10.66867581
b0833	61	5.156512739
b0834	42	6.275286902
b0835	468	70.08282599
b0836	620	320.6045946
b0837	381	67.79069055
b0838	404	127.9449359
b0839	942	155.4871675
b0840	313	81.8864113
b0841	341	113.4199169
b0842	703	113.2143624
b0843	184	128.1982922
b0844	770	187.3742223
b0845	1215	199.5534561
b0846	550	203.3750537
b0847	1124	132.3786713
b0848	129	67.76527222
b0849	130	100.0536469
b0850	168	115.8313374
b0851	558	153.2516568
b0852	695	152.8291969
b0853	566	235.6173835
b0854	187	33.3622797
b0855	67	11.73197219
b0856	26	5.411706689
b0857	78	18.30768859
b0858	79	32.07949397
b0859	369	64.95708738
b0860	76	20.61635045
b0861	522	154.9364718
b0862	349	96.65304662
b0863	819	222.1683029
b0864	498	135.6472805
b0865	522	200.8769373
b0866	321	196.7294143
b0867	595	142.1756488
b0868	662	129.6371012
b0869	364	50.50926243
b0870	697	138.1256496
b0871	3542	409.1494361
b0872	67	13.72967644
b0873	196	23.54466386
b0874	124	27.35825874
b0875	312	89.0132445
b0876	463	55.41711104
b0877	758	151.5755783
b0878	222	39.50008741
b0879	332	33.8595677
b0880	3739	3299.759013
b0881	105	64.95215181
b0882	5901	514.6024634
b0883	67	151.1824598
b0884	2381	2158.860386
b0885	188	52.95146852
b0886	494	56.96434114
b0887	629	70.68436694
b0888	1074	220.7681568
b0889	942	377.8809345
b0890	7004	348.5639902
b0891	1143	370.8549542
b0892	1202	177.5883515
b0893	3729	572.6682892
b0894	844	68.54453901
b0895	126	40.48473928
b0896	219	50.33147399
b0897	1816	575.1188208
b0898	1307	225.8732681
b0899	273	37.88194682
b0900	30	6.55339957
b0901	26	8.73564836
b0902	695	186.2412481
b0903	10118	880.0311408
b0904	786	181.9049574
b0905	1236	139.3697085
b0906	183	52.43570747
b0907	835	152.253706
b0908	271	41.90960272
b0909	45	11.680471
b0910	2917	846.8170706
b0911	44124	5233.93951
b0912	1909	1330.057282
b0913	277	24.28403441
b0914	1684	191.1884069
b0915	649	130.5680208
b0916	196	31.56474401
b0917	8	8.68056861
b0918	576	153.1126801
b0919	913	202.7881324
b0920	111	28.25775484
b0921	481	121.5155361
b0922	538	80.74798771
b0923	241	67.87927614
b0924	3516	156.5041723
b0925	1162	124.8571559
b0926	782	282.8418606
b0927	1011	309.8028627
b0928	1467	244.5837668
b0929	13663	2491.308245
b0930	3743	530.5068166
b0931	1993	328.96595
b0932	1953	148.4130569
b0933	36	9.307875326
b0934	7	1.755020264
b0935	10	1.732705122
b0936	5	1.03420837
b0937	4	1.378944493
b0938	16	5.883496503
b0939	5	1.414302044
b0940	34	2.595660222
b0941	39	7.23076776
b0942	20	7.313738746
b0943	10	3.848217189
b0944	26	7.261277329
b0945	476	93.48998152
b0946	542	198.20232
b0947	300	53.66702891
b0948	1742	164.0139726
b0949	1473	153.2969991
b0950	476	75.37350184
b0951	598	72.36055342
b0952	153	53.86685295
b0953	2352	2779.952097
b0954	1830	700.1530881
b0955	1752	197.553179
b0956	194	85.03795442
b0957	47400	9041.425101
b0958	7157	2786.571031
b0959	228	71.86270728
b0960	420	38.71799579
b0961	88	39.09168817
b0962	611	59.03895487
b0963	597	258.2681921
b0964	113	33.84341597
b0965	715	342.9374999
b0966	777	485.1803189
b0967	675	112.538543
b0968	125	88.96416082
b0969	174	104.6994946
b0970	2330	701.0052367
b0971	59	133.1308228
b0972	49	8.695113799
b0973	28	3.099166218
b0974	15	4.2069493
b0975	20	6.754013842
b0976	7	3.483649245
b0977	25	5.785781089
b0978	71	9.125131711
b0979	67	11.70101712
b0980	69	10.54749229
b0981	255	23.21634194
b0982	8	3.553789834
b0983	39	6.793116028
b0984	79	7.480625918
b0985	27	7.177156878
b0986	42	12.93000976
b0987	78	50.61537432
b0988	11	4.333825549
b0989	124	115.5982764
b0990	5973	5568.294392
b0991	88	75.64495503
b0992	57	10.53852551
b0993	182	13.16552906
b0994	56	10.80642215
b0995	79	22.63617973
b0996	17	2.877797202
b0997	68	5.301383774
b0998	46	15.2235472
b0999	353	229.0670146
b1000	1034	222.9308569
b1001	25	3.949244371
b1002	1978	316.237937
b1003	668	581.7694239
b1004	2261	752.0305925
b1006	50	7.470579645
b1007	3	1.203442466
b1008	5	1.679932377
b1009	3	0.743700401
b1010	1	0.513095625
b1011	4	1.146135682
b1012	7	1.209726761
b1013	122	37.91126267
b1014	10733	537.782089
b1015	2703	355.6854359
b1018	249	43.83283132
b1019	227	35.43627168
b1020	713	132.9380178
b1021	71	34.05393356
b1022	120	17.96995538
b1023	189	18.5880898
b1024	794	65.04249073
b1025	162	23.67035845
b1026	4	0.916115372
b1027	0	0
b1028	4	2.32243283
b1029	32	6.437868513
b1032	4	9.025818498
b1033	260	54.98155677
b1034	323	86.90713584
b1035	346	123.7919467
b1036	506	204.2183161
b1037	64	15.23783267
b1038	2	0.952364542
b1039	14	7.128082301
b1040	67	20.43633866
b1041	0	0
b1042	5	2.177280778
b1043	3	1.788900964
b1044	13	8.273666957
b1045	161	59.86788225
b1046	305	42.59018433
b1047	286	49.04183937
b1048	1708	220.8034869
b1049	2879	224.7159167
b1050	39	33.96558014
b1051	1067	564.9921691
b1053	222	35.92672987
b1054	1027	221.4216538
b1055	393	74.1094271
b1056	93	32.06045946
b1057	40	14.00832501
b1058	4	5.633134949
b1059	367	65.12462784
b1060	3313	2579.826694
b1061	1418	1144.591195
b1062	413	78.32720809
b1063	614	217.3275513
b1064	398	121.9599796
b1065	268	44.01672942
b1066	222	75.3540129
b1067	174	53.31918705
b1068	223	47.92279822
b1069	475	61.40612194
b1070	74	35.23748805
b1071	59	39.84868167
b1072	52	15.64475206
b1073	18	8.571280876
b1074	13	6.373787878
b1075	57	16.26203505
b1076	94	15.4387036
b1077	69	18.12327048
b1078	69	17.49833012
b1079	24	6.817785647
b1080	44	7.957187893
b1081	15	3.161910939
b1082	241	29.10881367
b1083	191	39.75522991
b1084	7303	455.1607517
b1085	3	1.855775766
b1086	1010	208.9100907
b1087	289	98.09598976
b1088	6704	2550.191415
b1089	2246	2563.124963
b1090	1659	307.5857363
b1091	1744	363.0006333
b1092	1641	350.376451
b1093	6109	1650.410822
b1094	9179	7690.530531
b1095	9636	1540.580769
b1096	276	67.66020978
b1097	301	58.42519071
b1098	253	78.25187813
b1099	360	71.12883831
b1100	748	186.1264025
b1101	2393	331.3620925
b1102	123	11.15244971
b1103	334	184.2269842
b1104	172	90.35369629
b1105	510	157.7409401
b1106	159	38.26947043
b1107	402	77.8014998
b1108	458	167.4846173
b1109	1388	211.1972365
b1110	1198	440.5268006
b1111	297	93.16697957
b1112	321	247.0555435
b1113	395	81.4479364
b1114	1064	61.29282257
b1115	14	2.588409774
b1116	631	104.413677
b1117	323	91.36391203
b1118	685	109.2522769
b1119	685	149.1437333
b1120	455	123.9347643
b1121	23	5.788420989
b1122	6	2.578805285
b1123	735	139.3958788
b1124	166	41.46199894
b1125	183	43.88640734
b1126	898	156.8285578
b1127	785	127.0382115
b1128	1441	255.0236168
b1129	554	75.29546602
b1130	359	106.0802299
b1131	744	107.7568178
b1132	455	140.7296623
b1133	1336	239.6448575
b1134	87	37.39267664
b1135	161	48.88294973
b1136	5449	864.9057314
b1137	92	27.42981478
b1138	34	9.576329414
b1139	71	15.76994239
b1140	210	36.9674481
b1141	45	36.32341591
b1143	64	37.15892528
b1144	461	296.2454732
b1145	274	80.60390208
b1146	8	7.903204257
b1147	57	20.28382867
b1148	19	11.12918033
b1150	0	0
b1151	19	9.157262457
b1152	34	8.655528509
b1153	4	1.357729962
b1154	5	1.575936563
b1155	3	1.438898601
b1156	5	1.646500887
b1157	8	3.170746618
b1158	3	1.073340578
b1159	54	12.85692131
b1160	15	9.192963285
b1161	34	16.66990676
b1162	493	133.7350102
b1163	307	50.2973417
b1164	9	7.540557226
b1165	16	11.63768539
b1166	57	42.39092283
b1167	24	19.13908501
b1168	30	3.908819035
b1171	210	126.361459
b1172	80	46.04475524
b1174	154	114.5298617
b1175	689	168.2821117
b1176	410	116.9725328
b1177	57	30.67310677
b1178	20	9.879005321
b1179	124	83.74977164
b1180	178	53.55318976
b1181	153	65.75953477
b1182	103	22.42599201
b1183	194	91.71950798
b1184	402	62.90334027
b1185	589	220.2571678
b1186	633	81.51332581
b1187	1458	402.1002141
b1188	2333	302.191233
b1189	2269	346.8443478
b1190	1653	306.4733105
b1191	436	49.84205586
b1192	149	32.33511807
b1193	382	123.9427756
b1194	79	21.34268374
b1195	156	121.4768984
b1196	26	11.70695733
b1197	463	54.14427987
b1198	411	57.51335508
b1199	118	37.015837
b1200	372	68.97040018
b1201	243	25.13126338
b1202	246	17.03198386
b1203	977	177.656541
b1204	204	69.24422807
