Gene_id	TET_2_readcount	TET_2_fpkm
b0119	1082	448.3708125
b0120	638	120.7175042
b0121	1076	186.6851924
b0122	428	185.0040445
b0123	536	51.98399949
b0124	1428	89.8390869
b0125	1209	338.6637501
b0126	1475	334.65336
b0127	972	157.7259779
b0128	729	142.229554
b0129	237	80.84002784
b0130	368	45.00485897
b0131	2631	1038.753668
b0132	250	41.64558396
b0133	1328	234.4634646
b0134	1400	264.8973446
b0135	43	5.220521
b0136	5	1.259831234
b0137	28	6.950276864
b0138	11	2.90291639
b0139	22	1.27379703
b0140	2	0.406002292
b0141	7	1.799943496
b0142	59	18.48959814
b0143	2032	218.6418181
b0144	238	38.62014685
b0145	16265	5365.447168
b0146	3384	722.0344765
b0147	118	33.42752206
b0148	1116	69.0835456
b0149	2328	138.1407184
b0150	3131	209.8828307
b0151	340	64.09036185
b0152	211	35.62225836
b0153	584	44.30031668
b0154	2132	250.3541348
b0155	1629	172.3209919
b0156	2662	1160.661701
b0157	160	38.57021776
b0158	112	21.03304759
b0159	1440	309.8860414
b0160	797	78.97747554
b0161	1079	113.8998831
b0162	346	44.94529521
b0163	2096	814.6986772
b0164	137	25.34817632
b0166	4817	878.2929479
b0167	931	52.39229468
b0168	1851	350.2321321
b0169	26987	5591.581846
b0170	19742	3485.52539
b0171	934	193.5204893
b0172	6754	1820.721645
b0173	1147	144.1404805
b0174	2808	554.3178068
b0175	1746	306.1072737
b0176	3279	364.552699
b0177	10779	666.4277318
b0178	7937	2456.613357
b0179	3880	568.8543228
b0180	1178	388.594944
b0181	1910	364.143919
b0182	897	117.4327178
b0183	395	99.52666745
b0184	3993	172.4497359
b0185	2923	458.0092828
b0186	802	56.32116112
b0187	156	60.16953971
b0188	679	78.62801668
b0189	438	258.3750823
b0190	385	106.0680989
b0191	140	49.78567116
b0192	1051	222.3564917
b0193	128	23.33848813
b0194	4098	358.602056
b0195	158	33.5691641
b0196	234	86.91155736
b0197	1045	192.6383854
b0198	203	46.69119481
b0199	142	20.69785523
b0200	14	3.656135226
b0201	0	0
b0202	0	0
b0203	0	0
b0204	0	0
b0205	0	0
b0206	0	0
b0207	35	6.548301897
b0208	363	59.67634676
b0209	886	166.38643
b0210	245	59.06064595
b0211	4656	515.359413
b0212	280	55.71253677
b0213	200	41.61102331
b0214	494	158.7807298
b0215	508	104.3925074
b0216	11	21.48912133
b0217	74	14.16204179
b0218	5	2.106776601
b0219	492	95.99031627
b0220	1098	348.4501825
b0221	1807	111.1721455
b0222	2514	653.1356772
b0223	1049	205.4617421
b0224	3228	655.2876997
b0225	357	192.4778286
b0226	803	462.7982796
b0227	55	11.03108228
b0228	138	41.68371727
b0229	55	4.829720788
b0230	53	10.54558732
b0231	1055	150.2814025
b0232	693	354.5705019
b0233	469	176.8139983
b0234	1134	376.5577154
b0235	224	162.7774987
b0236	547	164.2352207
b0237	3253	335.6164484
b0238	663	217.2788934
b0239	744	89.89184246
b0240	3247	1214.990643
b0241	8	1.139574616
b0242	1400	190.7548813
b0243	1511	181.2523415
b0244	118	233.5528186
b0245	1	0.439835817
b0246	0	0
b0247	0	0
b0248	1	0.327720805
b0249	10	6.267660387
b0250	580	186.4227192
b0251	10	3.387924533
b0252	15	2.744960753
b0253	420	73.12270451
b0254	74	12.4511911
b0256	0	0
b0258	332	45.07285015
b0259	0	0
b0260	88	9.428275453
b0261	333	53.68825489
b0262	78	11.20636126
b0263	24	10.37405857
b0264	0	0
b0265	0	0
b0266	52	25.31404583
b0267	5	0.651185495
b0268	108	17.87214051
b0269	346	26.44646944
b0270	39	4.24188729
b0271	73	6.816226566
b0272	128	25.36792188
b0273	80	11.97403775
b0274	3	0.895380055
b0275	0	0
b0276	306	55.59142256
b0277	62	14.87444762
b0278	5	1.075993199
b0279	8	1.407474613
b0280	89	30.35764759
b0281	531	57.01289362
b0283	64	10.05969316
b0284	154	10.53445784
b0285	59	9.273779632
b0286	57	12.42631798
b0287	181	44.2710841
b0288	53	24.15898185
b0289	83	17.56002741
b0290	115	10.52234955
b0291	78	4.644916961
b0292	6	1.349092819
b0293	19	4.860634586
b0294	4	1.018097119
b0295	41	27.04990272
b0296	4	2.279149232
b0297	3	0.517513243
b0298	0	0
b0299	3	0.520497748
b0300	52	11.43573123
b0301	24	6.077731284
b0303	3	1.904099358
b0304	42	4.764556312
b0305	38	6.685504412
b0306	51	10.65502266
b0307	170	17.9076011
b0308	116	25.07064155
b0310	19	4.272127259
b0311	339	30.51686709
b0312	672	68.62513694
b0313	277	70.8629358
b0314	777	57.46279788
b0315	98	13.53676513
b0316	205	33.05132808
b0317	9	2.7185033
b0318	26	6.453828517
b0319	5	0.870508387
b0320	25	2.429325731
b0321	27	2.862187407
b0323	23	3.638011076
b0324	416	45.24679776
b0325	388	55.58519383
b0326	12	2.212115431
b0327	18	11.00662312
b0328	100	22.38450138
b0329	2382	1298.223221
b0330	175	16.58738099
b0331	7	1.181781083
b0333	8	1.02853914
b0334	18	1.864758462
b0335	54	4.304657054
b0336	106	12.65470478
b0337	325	38.07457244
b0338	100	16.71376103
b0339	28	6.381617848
b0340	17	5.429310908
b0341	53	6.902566244
b0342	13	3.195277844
b0343	15	1.799328341
b0344	59	2.886181173
b0345	530	73.61462615
b0346	422	76.11374628
b0347	27	2.439305664
b0348	14	2.228501471
b0349	25	4.337481236
b0350	11	2.042793015
b0351	14	2.214441525
b0352	27	4.005368768
b0353	126	15.63812294
b0354	556	154.8808522
b0355	194	34.99067957
b0356	846	114.6473662
b0357	146	79.57203621
b0358	74	14.38160833
b0360	0	0
b0361	5	0.830153694
b0363	12	1.508008514
b0364	0	0
b0365	8	1.249626993
b0366	12	2.350372645
b0367	17	3.088412364
b0368	54	9.53390594
b0369	1102	170.0175199
b0372	30	5.204977484
b0373	9	4.512715478
b0375	2	0.482127722
b0376	382	49.6216843
b0377	400	49.2789023
b0378	375	51.51501688
b0379	100	48.68085737
b0380	374	264.1245053
b0381	1083	148.7753687
b0382	389	224.1949325
b0383	658	69.90034804
b0384	1173	549.6796735
b0385	129	17.38770301
b0386	1425	264.6345497
b0387	675	221.2115431
b0388	879	251.8525019
b0389	454	355.6897269
b0390	977	216.7612105
b0391	3863	2038.902911
b0392	192	84.44847679
b0393	423	69.76895641
b0394	331	54.774801
b0396	169	21.45285277
b0397	385	18.40266348
b0398	176	22.00714669
b0399	164	35.7529149
b0400	153	17.7583711
b0401	982	111.9062273
b0402	980	107.2892084
b0403	346	28.67584124
b0404	404	104.4179297
b0405	801	112.5018705
b0406	2323	309.7824485
b0407	592	267.4201765
b0408	3241	263.8115235
b0409	2487	384.8807749
b0410	444	191.9200836
b0411	1475	250.7064155
b0412	137	38.16308769
b0413	597	199.5623067
b0414	1397	190.3461209
b0415	1726	551.2347428
b0416	1507	539.7350973
b0417	208	31.9919843
b0418	753	218.2450068
b0419	1006	155.2065563
b0420	1118	90.27045813
b0421	726	121.3419051
b0422	362	224.0882035
b0423	1570	162.9851231
b0424	312	79.41157525
b0425	451	74.38723248
b0426	2915	891.230733
b0427	443	48.81887563
b0428	11400	1924.614907
b0429	1207	550.1866245
b0430	2866	700.9995968
b0431	17845	1347.546983
b0432	11911	1889.977288
b0433	473	48.20493273
b0434	1030	267.5933761
b0435	7356	3479.615834
b0436	13293	1539.325811
b0437	10809	2605.659274
b0438	24616	2904.183117
b0439	11546	737.4920441
b0440	18329	10099.33602
b0441	4445	357.1762874
b0442	149	60.25041275
b0443	298	112.3466343
b0444	373	80.61508015
b0445	122	10.78877696
b0446	562	103.2212494
b0447	126	41.29282137
b0448	436	36.99086198
b0449	567	47.86213386
b0450	5	2.218640845
b0451	198	23.14213066
b0452	699	122.1211041
b0453	2275	597.2325604
b0454	344	132.6815491
b0455	2	2.6390149
b0456	42	17.84689737
b0457	342	33.1688952
b0458	1333	425.7218494
b0459	739	201.3826533
b0460	436	299.4739648
b0461	728	292.0228327
b0462	8083	385.9923726
b0463	1919	241.7616137
b0464	84	19.49938787
b0465	1769	79.12571792
b0466	156	144.8525956
b0467	370	105.410652
b0468	460	183.055478
b0469	565	153.9664399
b0470	3040	236.6917711
b0471	657	299.480209
b0472	1355	336.3437554
b0473	6432	516.0139726
b0474	4147	967.1437255
b0475	319	49.82887635
b0476	160	25.07064155
b0477	588	67.77718266
b0478	1377	123.514395
b0479	200	24.63945115
b0480	605	55.05531084
b0481	269	84.3000322
b0482	139	26.30052208
b0483	176	77.41110372
b0484	1628	97.76048967
b0485	14	2.257163869
b0486	53	6.165865438
b0487	398	146.7369902
b0488	270	88.48461722
b0489	434	71.11541458
b0490	79	17.52726267
b0491	110	21.21361977
b0492	2137	375.971656
b0493	704	130.738753
b0494	322	77.25116343
b0495	385	84.29866372
b0496	411	25.60008367
b0497	171	6.008520959
b0498	15	6.114790621
b0499	3	0.637389192
b0501	9	2.757259966
b0502	46	16.39691248
b0503	176	24.17771459
b0504	7	1.135886672
b0505	25	7.785913524
b0506	1117	205.911078
b0507	145	12.2398755
b0508	80	15.48765501
b0509	86	14.71723668
b0511	23	2.377834044
b0512	85	9.387685161
b0513	26	3.003855669
b0514	66	8.663153623
b0515	207	39.61544122
b0516	87	10.58808648
b0517	19	2.721955368
b0518	14	1.262550294
b0520	18	3.318173146
b0521	19	3.196927446
b0522	880	123.9447447
b0523	620	182.8682089
b0524	257	53.47016496
b0525	1184	359.801692
b0526	1383	150.0982565
b0527	71	20.45994885
b0528	59	41.66670004
b0529	2054	356.3674584
b0530	5	1.385118317
b0531	7	1.519432821
b0532	54	3.11938858
b0533	3	0.458609297
b0534	9	2.62367179
b0535	37	8.792547272
b0536	74	144.5631798
b0537	905	116.9532505
b0539	9	4.852382235
b0540	0	0
b0541	0	0
b0542	15	7.373718102
b0543	178	80.40674226
b0544	31	3.053791308
b0545	51	13.89785564
b0546	386	72.7614108
b0547	1	0.329876862
b0548	0	0
b0549	0	0
b0550	0	0
b0551	7	2.742101419
b0552	0	0
b0553	2296	314.5475027
b0554	62	43.177216
b0555	35	10.57195728
b0556	3	0.976778242
b0557	183	93.63117149
b0558	1	0.365994767
b0559	12	8.720223147
b0560	0	0
b0561	0	0
b0562	61	14.00893864
b0563	13	10.68584722
b0564	595	119.3362538
b0565	751	118.4154201
b0566	11	2.17147289
b0567	47	7.934815843
b0568	258	13.05393647
b0569	206	13.84598434
b0570	123	12.82199131
b0571	211	46.40267865
b0572	14	1.532702977
b0573	2	0.903446542
b0574	16	1.966324827
b0575	124	5.932747236
b0576	434	47.41027639
b0577	570	68.70320039
b0578	1003	230.6959034
b0579	145	59.10964267
b0580	67	40.47549358
b0581	515	69.2299217
b0582	0	0
b0583	116	28.09849681
b0584	1088	73.03040965
b0585	180	22.50730912
b0586	883	34.21541961
b0587	7	0.92854228
b0588	298	54.93419986
b0589	251	38.02254398
b0590	288	43.10653591
b0591	654	78.63884687
b0592	264	41.49623428
b0593	440	56.28103204
b0594	447	41.73771609
b0595	241	42.25192037
b0596	224	45.10701772
b0597	114	41.42105995
b0598	13942	995.8258816
b0599	152	20.99579898
b0600	59	7.644278301
b0601	27	6.446736398
b0602	22	2.710339627
b0603	20	3.331646717
b0604	456	91.82500036
b0605	4759	1269.267906
b0606	2776	266.6517277
b0607	2631	922.5294812
b0608	263	31.93016333
b0610	1751	640.8568372
b0611	305	56.85164068
b0612	35	3.596198583
b0613	5	0.855653295
b0614	1	0.272506973
b0615	8	0.784990733
b0616	1	0.165482782
b0617	0	0
b0618	0	0
b0619	195	17.68092261
b0620	87	19.21714374
b0621	69	7.488633189
b0622	30	8.044056111
b0623	15964	11435.07776
b0624	154	60.32623122
b0627	1202	886.3209159
b0628	2213	344.6045326
b0629	22	3.468893799
b0630	308	72.16595884
b0631	3092	1761.782356
b0632	1024	127.0907769
b0633	910	125.6985334
b0634	415	56.08795818
b0635	576	45.55422565
b0636	139	44.67716891
b0637	324	153.2620351
b0638	94	23.10431672
b0639	195	45.68948693
b0640	418	60.92748934
b0641	872	225.3773137
b0642	5093	296.5964632
b0643	2874	895.0686187
b0644	40	6.152304674
b0645	3	0.637389192
b0646	13	1.36940479
b0647	10	2.710339627
b0648	10	2.12463064
b0649	75	7.769826926
b0650	55	4.95111413
b0651	397	63.80156855
b0652	1250	258.9942309
b0653	713	158.8921549
b0654	660	133.9807564
b0655	2613	432.4065106
b0656	4	0.591637559
b0657	1469	143.5819588
b0658	1880	321.725639
b0659	470	151.0666862
b0660	1798	259.8098761
b0661	2824	298.1031231
b0662	388	49.62963735
b0664	0	0
b0665	2	4.011302647
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	4	7.814225937
b0674	768	69.38469444
b0675	811	162.0102812
b0676	661	81.43338606
b0677	803	105.1265022
b0678	1375	258.2182182
b0679	4557	352.0706118
b0680	1462	132.0838845
b0681	67	7.163040442
b0682	54	24.84063566
b0683	3334	1121.953274
b0684	981	277.9016877
b0685	298	152.4704323
b0686	265	52.10760792
b0687	869	239.4108517
b0688	4231	387.8386998
b0689	98	29.78088329
b0691	12	2.772789848
b0692	119	13.56093793
b0693	26	1.77854483
b0694	65	14.42116549
b0695	389	21.79325042
b0696	54	14.17606957
b0697	112	8.222289468
b0698	54	4.852382235
b0699	159	115.5429567
b0700	22	0.78906168
b0702	2	0.920023543
b0703	5	0.494489971
b0704	5	1.31950745
b0705	0	0
b0706	0	0
b0707	194	57.22005247
b0708	703	74.52287952
b0709	33	3.349518911
b0710	968	195.7127501
b0711	635	145.3868254
b0712	875	141.0727418
b0713	606	124.0229288
b0714	382	72.5529172
b0715	18	2.586083369
b0716	17	2.407914725
b0717	10	2.063427288
b0718	16	0.983162414
b0719	32	8.489529413
b0720	6092	713.6932164
b0721	5991	2310.741746
b0722	366	158.2043932
b0723	10454	889.9439278
b0724	7110	1491.650723
b0726	16897	907.1062745
b0727	17061	2107.045396
b0728	14309	1844.400051
b0729	10044	1736.617405
b0730	138	28.71160609
b0731	39	2.967390046
b0732	255	14.56267334
b0733	4908	470.5419071
b0734	4412	582.1666869
b0735	563	288.0565549
b0736	808	300.1048647
b0737	1315	285.4363085
b0738	512	179.5268318
b0739	4023	478.0056443
b0740	7197	837.2779917
b0741	14270	4112.16155
b0742	5288	1004.345095
b0743	276	546.2760842
b0744	39	77.19118581
b0745	15	29.68891762
b0746	16	31.6681788
b0747	6	11.87556705
b0748	144	285.0136092
b0749	3	5.937783524
b0750	148	21.32445373
b0751	289	60.37846172
b0752	201	32.0968086
b0753	1375	542.8682225
b0754	3093	441.8432724
b0755	4374	873.7767819
b0756	1431	206.7786055
b0757	539	70.56436446
b0758	290	41.6646765
b0759	274	40.52717277
b0760	237	24.20261526
b0761	285	54.33561096
b0762	103	103.2910432
b0763	274	53.25082003
b0764	201	43.81912131
b0765	364	51.70375934
b0766	181	33.24385436
b0767	1148	173.3800994
b0768	27	4.257278753
b0769	3	0.428557975
b0770	10	1.048980818
b0771	48	3.192018022
b0772	657	76.9692126
b0773	275	86.72234497
b0774	17	1.982329797
b0775	13	1.878491874
b0776	24	3.125690375
b0777	2	0.397946691
b0778	19	4.215417605
b0779	4297	319.6692781
b0780	449	74.30176934
b0781	1340	203.603998
b0782	855	250.7064155
b0783	423	130.9244614
b0784	22	13.45253937
b0785	592	196.5803946
b0786	2801	597.641421
b0787	38	8.005751082
b0788	93	14.61799162
b0789	214	25.91844102
b0790	232	45.79833731
b0791	798	292.0638241
b0792	75	10.1913177
b0793	90	11.93840074
b0794	247	21.39015013
b0795	97	14.6057191
b0796	64	14.32608088
b0797	1082	119.2370732
b0798	100	31.1436541
b0799	2151	150.4238493
b0800	1639	256.0173302
b0801	899	124.5221367
b0802	237	136.5917712
b0803	109	61.40898716
b0804	66	14.64302958
b0805	515	33.93266858
b0806	83	47.83593674
b0807	205	33.26525254
b0808	222	15.00183942
b0809	1617	336.4251235
b0810	804	183.2435982
b0811	3783	761.7850359
b0812	11857	3538.840438
b0813	245	41.50207553
b0814	11577	3374.916479
b0815	411	39.03043059
b0817	345	110.8893761
b0818	418	56.19049955
b0819	1982	323.7134303
b0820	1406	132.765808
b0821	54	6.416183145
b0822	97	17.8812664
b0823	65	4.018721826
b0824	1	0.16713761
b0825	29	6.579625383
b0826	377	75.6130549
b0827	720	87.62554327
b0828	523	81.44065546
b0829	625	50.22163771
b0830	466	45.54744234
b0831	174	28.41883797
b0832	125	20.6173039
b0833	42	2.689570741
b0834	18	2.037343331
b0835	476	53.99830487
b0836	589	230.728248
b0837	263	35.44934799
b0838	661	158.5808044
b0839	795	99.40728194
b0840	377	74.71645742
b0841	82	20.66123223
b0842	293	35.74548892
b0843	140	73.89241719
b0844	568	104.706797
b0845	614	76.39391518
b0846	317	88.79769129
b0847	849	75.74724083
b0848	69	27.45832169
b0849	329	191.8195597
b0850	47	24.54833651
b0851	158	32.87270842
b0852	365	60.80255259
b0853	664	209.3950439
b0854	174	23.51639692
b0855	73	9.683369486
b0856	34	5.361017689
b0857	52	9.245910358
b0858	61	18.76452926
b0859	187	24.93728707
b0860	62	12.74081784
b0861	882	198.3166443
b0862	507	106.3666549
b0863	1102	226.4577622
b0864	380	78.41023694
b0865	918	267.6145226
b0866	472	219.135978
b0867	862	156.0353286
b0868	292	43.31732149
b0869	522	54.87159282
b0870	828	124.3023425
b0871	1315	115.071182
b0872	23	3.570431923
b0873	9	0.819004624
b0874	133	22.22930217
b0875	269	58.13795324
b0876	189	17.13689422
b0877	163	24.69193095
b0878	460	62.00266189
b0879	525	40.56113039
b0880	26847	17948.5737
b0881	137	64.19958676
b0882	20239	1337.03482
b0883	32	54.69958156
b0884	3687	2532.47823
b0885	278	59.31607106
b0886	755	65.95238456
b0887	611	52.01413238
b0888	993	154.6282426
b0889	3370	1024.097721
b0890	6882	259.4528648
b0891	1768	434.5577868
b0892	1898	212.4289181
b0893	5556	646.3688373
b0894	174	10.70501013
b0895	42	10.22298005
b0896	191	33.25342038
b0897	278	66.69510383
b0898	583	76.32472074
b0899	197	20.7082448
b0900	41	6.784794082
b0901	16	4.072388475
b0902	1045	212.1361977
b0903	6218	409.6957927
b0904	685	120.0936326
b0905	746	63.72299351
b0906	250	54.26545789
b0907	3049	421.1591519
b0908	939	110.0062262
b0909	50	9.831624136
b0910	2489	547.3756738
b0911	63390	5696.15759
b0912	3961	2090.627604
b0913	159	10.55955498
b0914	1859	159.8844687
b0915	733	111.7129499
b0916	195	23.78965986
b0917	2	1.643976495
b0918	650	130.8908996
b0919	503	84.63444764
b0920	130	25.07064155
b0921	566	108.3204818
b0922	663	75.38247322
b0923	446	95.1617543
b0924	6663	224.6747608
b0925	1168	95.07308223
b0926	2046	560.5959847
b0927	2468	572.9105865
b0928	2176	274.8298036
b0929	29518	4077.32891
b0930	5645	606.0975226
b0931	2286	285.8428258
b0932	2980	171.5511178
b0933	49	9.597354967
b0934	13	2.469078334
b0935	15	1.968898551
b0936	10	1.566915097
b0937	0	0
b0938	29	8.078317832
b0939	3	0.642836963
b0940	74	4.279648153
b0941	81	11.37659364
b0942	18	4.986425943
b0943	24	6.996458106
b0944	54	11.42459615
b0945	227	33.77469217
b0946	455	126.0457669
b0947	679	92.01603033
b0948	1809	129.0264312
b0949	2269	178.8845461
b0950	753	90.3262827
b0951	1052	96.43259564
b0952	377	100.5492751
b0953	4044	3620.916943
b0954	2792	809.2165456
b0955	2574	219.8699535
b0956	236	78.36650868
b0957	65496	9464.131059
b0958	2123	626.1761412
b0959	302	72.10794045
b0960	424	29.60989419
b0961	133	44.75698424
b0962	692	50.65367577
b0963	973	318.8723428
b0964	94	21.32706159
b0965	1438	522.4867035
b0966	1501	710.0194898
b0967	565	71.35976057
b0968	413	222.6704292
b0969	196	89.34264988
b0970	4599	1048.180732
b0971	33	56.40894348
b0972	18	2.419686584
b0973	10	0.838482995
b0974	11	2.337093704
b0975	10	2.558228729
b0976	2	0.754004257
b0977	30	5.25957515
b0978	168	16.35676808
b0979	184	24.3429976
b0980	157	18.18055761
b0981	391	26.96732007
b0982	11	3.701705463
b0983	21	2.770965645
b0984	43	3.084513838
b0985	19	3.826041682
b0986	33	7.696103917
b0987	296	145.5080372
b0988	10	2.984600184
b0989	45	31.77968647
b0990	27429	19370.77822
b0991	276	179.7271965
b0992	22	3.0813079
b0993	138	7.562291876
b0994	72	10.52528391
b0995	68	14.76020455
b0996	9	1.154147181
b0997	86	5.079093458
b0998	50	12.53532077
b0999	275	135.1848319
b1000	791	129.1913841
b1001	26	3.111392268
b1002	930	112.6362156
b1003	645	425.5411526
b1004	2165	545.5069241
b1006	112	12.67680295
b1007	2	0.607773128
b1008	5	1.272621398
b1009	5	0.938975339
b1010	4	1.554768468
b1011	5	1.085309158
b1012	8	1.047337506
b1013	119	28.01320511
b1014	11239	426.5994555
b1015	1471	146.6358398
b1018	502	66.94394711
b1019	544	64.33221227
b1020	1168	164.9718835
b1021	92	33.42752206
b1022	132	14.97431984
b1023	161	11.99516579
b1024	322	19.98204599
b1025	75	8.301536936
b1026	4	0.693996998
b1027	0	0
b1028	0	0
b1029	36	5.486584168
b1032	3	5.128085771
b1033	547	87.62709857
b1034	670	136.5636572
b1035	577	156.3865965
b1036	531	162.347691
b1037	200	36.07286553
b1038	27	9.739673694
b1039	44	16.97089582
b1040	206	47.59955907
b1041	1	0.329876862
b1042	25	8.246921561
b1043	13	5.872402524
b1044	11	5.303404943
b1045	218	61.40898716
b1046	388	41.04391949
b1047	87	11.30127365
b1048	819	80.20646651
b1049	1809	106.9641287
b1050	32	21.1121192
b1051	2335	936.6391682
b1053	169	20.71852529
b1054	407	66.4739486
b1055	596	85.1401844
b1056	89	23.24257393
b1057	33	8.754827207
b1058	1	1.06683581
b1059	367	49.3347209
b1060	5147	3036.202166
b1061	542	331.4216517
b1062	709	101.8629505
b1063	727	194.9342931
b1064	374	86.81870313
b1065	228	28.36777307
b1066	434	111.5964967
b1067	401	93.08636352
b1068	486	79.11903761
b1069	392	38.38941987
b1070	36	12.98623159
b1071	27	13.81443514
b1072	37	8.432852157
b1073	4	1.442914621
b1074	1	0.371416912
b1075	3	0.648378661
b1076	10	1.244200573
b1077	11	2.188706802
b1078	35	6.723926852
b1079	11	2.367185039
b1080	19	2.602962784
b1081	16	2.554969839
b1082	43	3.934443746
b1083	142	22.3901327
b1084	8517	402.121759
b1085	2	0.937220245
b1086	679	106.3935351
b1087	501	128.8245273
b1088	5871	1691.836052
b1089	1285	1110.888772
b1090	507	71.2090491
b1091	1046	164.9301324
b1092	1903	307.8027798
b1093	10593	2167.945354
b1094	14189	9005.755263
b1095	16809	2035.808762
b1096	332	61.65520736
b1097	357	52.49395327
b1098	329	77.08636513
b1099	559	83.6685888
b1100	989	186.4275526
b1101	1395	146.3328241
b1102	322	22.11711391
b1103	1466	612.5593418
b1104	745	296.470285
b1105	1683	394.335418
b1106	298	54.33491768
b1107	767	112.4513571
b1108	652	180.6194286
b1109	330	38.03821476
b1110	230	64.06941729
b1111	193	45.86382766
b1112	53	30.9010233
b1113	412	64.35579014
b1114	1545	67.42235194
b1115	5	0.70029725
b1116	1004	125.8546206
b1117	567	121.496186
b1118	1301	157.1899019
b1119	1414	233.2229418
b1120	1004	207.1680997
b1121	4	0.762605066
b1122	7	2.279149232
b1123	953	136.9187472
b1124	123	23.27312385
b1125	122	22.1639005
b1126	792	104.7807288
b1127	854	104.6959799
b1128	1767	236.8974525
b1129	577	59.40763931
b1130	613	137.2169935
b1131	2259	247.8537385
b1132	773	181.1178123
b1133	2447	332.5087256
b1134	126	41.02468617
b1135	211	48.53124189
b1136	12324	1481.873316
b1137	75	16.93962267
b1138	20	4.267343242
b1139	49	8.244707623
b1140	39	5.200824576
b1141	3	1.834437186
b1143	106	46.62259656
b1144	5	2.434042869
b1145	176	39.22162589
b1146	0	0
b1147	2	0.539153582
b1148	1	0.443728169
b1150	0	0
b1151	3	1.095319291
b1152	8	1.542808711
b1153	6	1.542808711
b1154	4	0.955072059
b1155	10	3.633426311
b1156	5	1.247295599
b1157	3	0.900741612
b1158	7	1.897237739
b1159	80	14.42914621
b1160	11	5.106982537
b1161	49	18.19942868
b1162	1214	249.4734331
b1163	1659	205.9019521
b1164	18	11.42459615
b1165	6	3.306018665
b1166	30	16.9015561
b1167	8	4.832894756
b1168	20	1.974066264
b1171	56	25.52647139
b1172	18	7.848200832
b1174	672	378.5948566
b1175	2682	496.2321818
b1176	745	161.0140341
b1177	167	68.07800225
b1178	102	38.16724534
b1179	267	136.6094141
b1180	1551	353.4960458
b1181	265	86.28207805
b1182	20	3.298768625
b1183	29	10.38640864
b1184	53	6.282477551
b1185	867	245.6073019
b1186	1063	103.6968559
b1187	1610	336.3644408
b1188	2600	255.1219883
b1189	4090	473.6208957
b1190	3497	491.1598515
b1191	363	31.43572671
b1192	182	29.92037221
b1193	505	124.1242547
b1194	11	2.251241282
b1195	333	196.4358502
b1196	40	13.64388656
b1197	128	11.33937144
b1198	487	51.62538027
b1199	200	47.52728255
b1200	524	73.59672925
b1201	190	14.88569342
b1202	206	10.80450242
b1203	968	133.3427528
