Gene_id	PME_3_readcount	PME_3_fpkm
b0209	1209	221.5902143
b0210	168	39.52587426
b0211	1798	194.2347913
b0212	365	70.88067777
b0213	447	90.76658974
b0214	406	127.3611504
b0215	537	107.7010649
b0216	8	15.25302755
b0217	67	12.51437168
b0218	4	1.644934343
b0219	895	170.4219185
b0220	1165	360.8314441
b0221	1864	111.9241584
b0222	960	243.4161909
b0223	320	61.17099588
b0224	1577	312.4426251
b0225	126	66.30146651
b0226	234	131.6231084
b0227	59	11.54908402
b0228	404	119.099192
b0229	110	9.427403919
b0230	48	9.321294611
b0231	556	77.2978948
b0232	103	51.43357205
b0233	30	11.0383752
b0234	67	21.71367801
b0235	7	4.964602565
b0236	6	1.758208265
b0237	5315	535.1832809
b0238	494	158.0050822
b0239	986	116.2691122
b0240	1912	698.262353
b0241	24	3.336599776
b0242	646	85.90535509
b0243	777	90.96624651
b0244	34	65.67833242
b0245	7	3.004891026
b0246	0	0
b0247	3	0.923335787
b0248	2	0.639696689
b0249	1	0.611709959
b0250	384	120.4598073
b0251	8	2.645232254
b0252	20	3.572028957
b0253	219	37.21235583
b0254	53	8.703524247
b0256	0	0
b0258	174	23.05506126
b0259	0	0
b0260	94	9.829185664
b0261	840	132.176557
b0262	44	6.169682106
b0263	5	2.109344686
b0264	0	0
b0265	0	0
b0266	50	23.75572656
b0267	44	5.592776767
b0268	205	33.10905388
b0269	429	32.00287468
b0270	217	23.03532513
b0271	494	45.01820777
b0272	124	23.98483317
b0273	95	13.87759907
b0274	2	0.582580913
b0275	2	1.063843407
b0276	142	25.17762729
b0277	38	8.897599401
b0278	16	3.360466727
b0279	14	2.403912821
b0280	289	96.20907652
b0281	187	19.59567663
b0283	108	16.56794371
b0284	265	17.69202064
b0285	95	14.57365419
b0286	72	15.31934506
b0287	266	63.49847768
b0288	16	7.118079521
b0289	53	10.94367184
b0290	87	7.769162981
b0291	84	4.882055729
b0292	8	1.755580151
b0293	36	8.988391232
b0294	7	1.738870949
b0295	22	14.16591484
b0296	20	11.12199925
b0297	14	2.357047548
b0298	0	0
b0299	3	0.507994429
b0300	55	11.80492903
b0301	30	7.414666168
b0303	4	2.477812492
b0304	422	46.72246202
b0305	48	8.241986814
b0306	49	9.991262661
b0307	133	13.67351673
b0308	66	13.92167493
b0310	6	1.316685113
b0311	252	22.14016655
b0312	299	29.80061551
b0313	132	32.95743452
b0314	411	29.66522632
b0315	67	9.032411514
b0316	156	24.54707488
b0317	41	12.08679919
b0318	97	23.49935287
b0319	15	2.548791495
b0320	62	5.880002705
b0321	63	6.518008864
b0323	11	1.698122283
b0324	223	23.67224656
b0325	1110	155.1995553
b0326	14	2.518805713
b0327	15	8.951853056
b0328	404	88.26100835
b0329	9989	5313.365895
b0330	214	19.79673818
b0331	234	38.55626407
b0333	193	24.21744042
b0334	351	35.48928852
b0335	436	33.92121362
b0336	51	5.942325315
b0337	201	22.98200032
b0338	45	7.340519506
b0339	27	6.005879596
b0340	20	6.233986842
b0341	40	5.084342515
b0342	22	5.277497684
b0343	78	9.131746754
b0344	180	8.593778934
b0345	311	42.15884703
b0346	348	61.25901171
b0347	26	2.292534621
b0348	16	2.485678563
b0349	19	3.217298053
b0350	15	2.718710928
b0351	15	2.315621295
b0352	42	6.080903733
b0353	89	10.78063096
b0354	282	76.66764818
b0355	76	13.37840486
b0356	357	47.21739574
b0357	56	29.78761539
b0358	68	12.89807045
b0360	0	0
b0361	3	0.48612712
b0363	19	2.330323653
b0364	10	2.631010576
b0365	28	4.268630242
b0366	16	3.058549794
b0367	15	2.659608517
b0368	38	6.54788125
b0369	1553	233.8426009
b0372	24	4.063955436
b0373	3	1.468103901
b0375	6	1.411638367
b0376	506	64.15030864
b0377	475	57.11296913
b0378	313	41.96497909
b0379	275	130.6564961
b0380	720	496.2604737
b0381	796	106.7224388
b0382	752	422.993921
b0383	602	62.41515173
b0384	981	448.6635287
b0385	68	8.945435957
b0386	803	145.5416584
b0387	805	257.4779173
b0388	545	152.4031669
b0389	550	420.5505967
b0390	400	86.61379948
b0391	1191	613.5128935
b0392	81	34.77088187
b0393	326	52.47827542
b0394	366	59.11177424
b0396	170	21.06140618
b0397	229	10.68305667
b0398	94	11.47146855
b0399	268	57.0220066
b0400	211	23.90200024
b0401	2010	223.552185
b0402	500	53.42445055
b0403	218	17.63342427
b0404	337	85.00876542
b0405	324	44.41322726
b0406	646	84.07758158
b0407	346	152.5417267
b0408	1132	89.92930824
b0409	722	109.0505161
b0410	247	104.2016275
b0411	873	144.8197408
b0412	189	51.38363654
b0413	472	153.987787
b0414	1074	142.8209773
b0415	907	282.7113033
b0416	645	225.4588134
b0417	349	52.38939279
b0418	702	198.5759034
b0419	4494	676.6829674
b0420	789	62.17573688
b0421	644	105.0509903
b0422	418	252.5380373
b0423	596	60.38577813
b0424	405	100.6061049
b0425	609	98.03456972
b0426	776	231.5545991
b0427	231	24.84483525
b0428	6746	1111.540844
b0429	614	273.1563016
b0430	1093	260.9166771
b0431	6434	474.1857681
b0432	6697	1037.119391
b0433	356	35.40955209
b0434	607	153.910029
b0435	9590	4427.395098
b0436	5358	605.5504775
b0437	6962	1637.971051
b0438	9302	1071.082548
b0439	4238	264.1963624
b0440	9161	4926.483458
b0441	2294	179.9054674
b0442	174	68.66937603
b0443	776	285.5259718
b0444	360	75.93640868
b0445	229	19.76459691
b0446	297	53.23893268
b0447	441	141.0531199
b0448	625	51.75211158
b0449	435	35.83755314
b0450	8	3.464551979
b0451	159	18.13741416
b0452	803	136.9207239
b0453	2780	712.273795
b0454	533	200.6408665
b0455	2	2.575620879
b0456	25	10.3679654
b0457	617	58.40232799
b0458	344	107.2245737
b0459	559	148.6721161
b0460	944	632.8265218
b0461	1278	500.3298095
b0462	3226	150.3524821
b0463	1334	164.0243387
b0464	123	27.86678701
b0465	993	43.34900904
b0466	54	48.93679671
b0467	162	45.04409697
b0468	91	35.34324207
b0469	399	106.1183798
b0470	1451	110.2597702
b0471	381	169.4992686
b0472	423	102.4765594
b0473	3256	254.9411361
b0474	2176	495.2859053
b0475	919	140.1025426
b0476	145	22.17448601
b0477	616	69.29900407
b0478	1989	174.1239511
b0479	497	59.75820139
b0480	2248	199.6550254
b0481	179	54.74804132
b0482	353	65.18750656
b0483	188	80.70278755
b0484	2416	141.5943723
b0485	330	51.92650455
b0486	679	77.09532474
b0487	572	205.8224097
b0488	989	316.3300127
b0489	1941	310.4128183
b0490	183	39.62581326
b0491	149	28.04454888
b0492	1224	210.1706638
b0493	297	53.83047638
b0494	210	49.17094406
b0495	366	78.21339561
b0496	381	23.16139074
b0497	191	6.55005478
b0498	10	3.978601358
b0499	17	3.525108237
b0501	11	3.289031143
b0502	44	15.30724447
b0503	221	29.63022486
b0504	33	5.226259843
b0505	18	5.471194663
b0506	1503	270.4117847
b0507	136	11.20438443
b0508	19	3.58995806
b0509	35	5.84569244
b0511	47	4.742328753
b0512	99	10.67123981
b0513	87	9.809910861
b0514	108	13.83553415
b0515	110	20.54598335
b0516	70	8.314504295
b0517	27	3.775124317
b0518	22	1.936348071
b0520	26	4.677782038
b0521	40	6.568697545
b0522	194	26.66780495
b0523	88	25.33198888
b0524	128	25.99132771
b0525	1211	359.1664292
b0526	657	69.59193818
b0527	27	7.593640868
b0528	32	22.05602105
b0529	1457	246.7159613
b0530	31	8.38144032
b0531	8	1.694780838
b0532	54	3.044455095
b0533	11	1.64117306
b0534	7	1.99161382
b0535	15	3.478919197
b0536	24	45.75908264
b0537	299	37.71160365
b0539	6	3.157212691
b0540	0	0
b0541	0	0
b0542	6	2.8786351
b0543	48	21.16185804
b0544	36	3.461148687
b0545	107	28.45781113
b0546	172	31.64334223
b0547	0	0
b0548	0	0
b0549	1	0.504503059
b0550	1	0.404436336
b0551	13	4.970143416
b0552	0	0
b0553	442	59.09853591
b0554	7	4.757744124
b0555	10	2.947999802
b0556	2	0.635542814
b0557	11	5.492905753
b0558	6	2.143217374
b0559	18	12.76612088
b0560	0	0
b0561	2	0.670367078
b0562	40	8.965520008
b0563	5	4.011212845
b0564	276	54.02622357
b0565	374	57.55459739
b0566	16	3.082632863
b0567	70	11.53392515
b0568	360	17.77724199
b0569	306	20.0732705
b0570	98	9.970490805
b0571	167	35.84405724
b0572	21	2.243826923
b0573	0	0
b0574	17	2.039033196
b0575	113	5.276582088
b0576	229	24.4150903
b0577	258	30.35022488
b0578	476	106.8528222
b0579	127	50.52823725
b0580	120	70.75199524
b0581	2405	315.5308206
b0582	0	0
b0583	18	4.255373627
b0584	168	11.00586593
b0585	25	3.050922488
b0586	167	6.315645325
b0587	15	1.941936377
b0588	27	4.857696732
b0589	30	4.435359218
b0590	65	9.495199361
b0591	66	7.745392285
b0592	45	6.90330988
b0593	52	6.49161589
b0594	57	5.194408589
b0595	38	6.50209187
b0596	54	10.61279929
b0597	31	10.99304854
b0598	16101	1122.40935
b0599	128	17.25595035
b0600	118	14.92129719
b0601	35	8.156132785
b0602	31	3.727372722
b0603	25	4.064517999
b0604	300	58.95999603
b0605	6846	1782.028246
b0606	1645	154.2165337
b0607	7730	2645.324745
b0608	324	38.39109475
b0610	409	146.0959843
b0611	568	103.3312287
b0612	32	3.208970276
b0613	2	0.334039568
b0614	1	0.265960852
b0615	15	1.436500882
b0616	7	1.130553059
b0617	1	0.494311078
b0618	6	0.831786913
b0619	109	9.645770056
b0620	28	6.036256863
b0621	2251	238.4344792
b0622	179	46.84324391
b0623	4272	2986.542793
b0624	91	34.79100391
b0627	478	343.9968945
b0628	2225	338.1502257
b0629	20	3.077785956
b0630	156	35.67355274
b0631	788	438.2067705
b0632	756	91.5747978
b0633	472	63.63131693
b0634	160	21.10481799
b0635	299	23.07902558
b0636	129	40.46696651
b0637	330	152.3504048
b0638	55	13.19374421
b0639	128	29.27060738
b0640	319	45.38034346
b0641	424	106.9546485
b0642	3160	179.6054327
b0643	10457	3178.460144
b0644	52	7.805869414
b0645	6	1.244155849
b0646	26	2.673018308
b0647	7	1.851662578
b0648	20	4.147186162
b0649	79	7.987617644
b0650	91	7.995060144
b0651	1345	210.9615114
b0652	540	109.1978108
b0653	323	70.25149039
b0654	407	80.63674599
b0655	3712	599.5161366
b0656	9	1.299206992
b0657	1066	101.6893281
b0658	3173	529.9537746
b0659	882	276.6811198
b0660	2383	336.0702783
b0661	1007	103.746009
b0662	1724	215.2220345
b0664	1	1.957471868
b0665	0	0
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	15	28.59942665
b0674	4241	373.9476664
b0675	540	105.2823515
b0676	871	104.7271497
b0677	544	69.50813945
b0678	775	142.0450092
b0679	3809	287.2114925
b0680	886	78.12252592
b0681	42	4.382399705
b0682	20	8.979228754
b0683	1282	421.0535126
b0684	1117	308.8271295
b0685	119	59.42325315
b0686	334	64.09760824
b0687	701	188.4873324
b0688	2504	224.0178043
b0689	37	10.97370593
b0691	15	3.382727883
b0692	56	6.228319581
b0693	46	3.071067733
b0694	136	29.44869182
b0695	581	31.76790937
b0696	41	10.50475741
b0697	77	5.517032718
b0698	34	2.981811986
b0699	1338	948.9483188
b0700	44	1.540213916
b0702	6	2.693768626
b0703	10	0.965222815
b0704	15	3.863431319
b0705	2	0.258241671
b0706	0	0
b0707	869	250.1533902
b0708	1369	141.6373672
b0709	73	7.231550931
b0710	699	137.9307294
b0711	653	145.9165674
b0712	957	150.5868632
b0713	446	89.08494421
b0714	199	36.88796419
b0715	233	32.67127115
b0716	19	2.626551236
b0717	14	2.819403926
b0718	24	1.43931755
b0719	9	2.330323653
b0720	17970	2054.659432
b0721	1851	696.7846977
b0722	108	45.56184521
b0723	3336	277.1700404
b0724	3534	723.6093706
b0726	17881	936.8724432
b0727	18832	2269.89595
b0728	19361	2435.643499
b0729	12409	2093.988656
b0730	172	34.92584661
b0731	45	3.341662901
b0732	206	11.48175413
b0733	29247	2736.62427
b0734	15875	2044.399073
b0735	602	300.6117512
b0736	312	113.0983746
b0737	356	75.41774731
b0738	137	46.88350454
b0739	743	86.16123212
b0740	1651	187.4585879
b0741	3121	877.7686352
b0742	1265	234.4888176
b0743	137	264.6450454
b0744	19	36.70259753
b0745	5	9.658578298
b0746	9	17.38544094
b0747	0	0
b0748	80	154.5372528
b0749	1	1.93171566
b0750	259	36.42135157
b0751	442	90.12526727
b0752	404	62.9632671
b0753	2178	839.2467971
b0754	4947	689.7160493
b0755	5454	1063.35175
b0756	1554	219.1578734
b0757	1841	235.2288322
b0758	1453	203.7397296
b0759	2136	308.3451262
b0760	327	32.5913086
b0761	453	84.29037608
b0762	152	148.767862
b0763	358	67.90454737
b0764	168	35.74513846
b0765	274	37.98493569
b0766	115	20.61440154
b0767	2095	308.8029792
b0768	12	1.846671574
b0769	12	1.673052879
b0770	27	2.764212366
b0771	67	4.348495198
b0772	508	58.08386151
b0773	478	147.1181687
b0774	67	7.625035766
b0775	51	7.192439862
b0776	50	6.355428144
b0777	22	4.27226003
b0778	35	7.578707455
b0779	2176	157.9917947
b0780	201	32.46302356
b0781	1045	154.9665229
b0782	136	38.92049329
b0783	86	25.97879331
b0784	7	4.177531426
b0785	98	31.76030515
b0786	3246	675.9525196
b0787	91	18.71112815
b0788	154	23.62466048
b0789	325	38.41656746
b0790	333	64.15729647
b0791	1884	672.9702555
b0792	211	27.98282955
b0793	198	25.63356018
b0794	725	61.27664527
b0795	583	85.67613358
b0796	316	69.03583821
b0797	1064	114.4368169
b0798	355	107.904117
b0799	2137	145.8548599
b0800	1660	253.0687929
b0801	1143	154.5159078
b0802	260	146.2478982
b0803	268	147.3602418
b0804	16	3.464551979
b0805	41	2.636542267
b0806	196	110.2484156
b0807	214	33.89150322
b0808	332	21.89624866
b0809	439	89.14213176
b0810	322	71.62567518
b0811	3340	656.4212892
b0812	45874	13362.65841
b0813	106	17.52466369
b0814	6561	1866.711181
b0815	266	24.65376501
b0817	315	98.81468566
b0818	218	28.60113052
b0819	1204	191.9215089
b0820	634	58.42924503
b0821	196	22.72893876
b0822	122	21.94959264
b0823	194	11.70621278
b0824	42	6.851151539
b0825	246	54.47263344
b0826	205	40.1281733
b0827	601	71.3859583
b0828	477	72.49332928
b0829	510	39.99642039
b0830	636	60.67018071
b0831	154	24.54809998
b0832	119	19.15618029
b0833	26	1.624976647
b0834	21	2.319803004
b0835	334	36.97938937
b0836	5878	2247.269461
b0837	664	87.34955111
b0838	812	190.1276504
b0839	2438	297.525961
b0840	238	46.0354056
b0841	107	26.31274999
b0842	431	51.31814935
b0843	268	138.0532791
b0844	2048	368.4652929
b0845	2799	339.8860893
b0846	2036	556.6218888
b0847	881	76.71408879
b0848	88	34.17808024
b0849	152	86.49294302
b0850	70	35.68308093
b0851	308	62.54163231
b0852	333	54.13937975
b0853	349	107.4147299
b0854	249	32.84437299
b0855	78	10.09806916
b0856	49	7.540575593
b0857	88	15.27105713
b0858	53	15.91196457
b0859	171	22.25583042
b0860	95	19.05326101
b0861	880	193.1138166
b0862	792	162.1671255
b0863	2673	536.0985967
b0864	1384	278.7182166
b0865	1925	547.6938004
b0866	1206	546.4608966
b0867	1947	343.970914
b0868	280	40.53935822
b0869	405	41.55011041
b0870	901	132.0121372
b0871	2886	246.4774787
b0872	342	51.81543181
b0873	538	47.78220804
b0874	71	11.58170855
b0875	325	68.55370228
b0876	1200	106.1919639
b0877	355	52.48508408
b0878	363	47.75284195
b0879	396	29.85974036
b0880	9417	6144.504195
b0881	258	117.997136
b0882	19775	1275.000204
b0883	14	23.35619843
b0884	1407	943.206479
b0885	209	43.52251282
b0886	576	49.10730819
b0887	696	57.82684297
b0888	427	64.89444781
b0889	1541	457.0400226
b0890	4487	165.0972984
b0891	912	218.7762676
b0892	943	103.0075877
b0893	9196	1044.136386
b0894	4752	285.3345496
b0895	1037	246.3468844
b0896	2221	377.3910607
b0897	5147	1205.156424
b0898	518	66.18605926
b0899	189	19.39005153
b0900	35	5.652765296
b0901	24	5.961843254
b0902	1959	388.1262541
b0903	22882	1471.447809
b0904	985	168.5410656
b0905	673	56.10641258
b0906	449	95.11957455
b0907	1218	164.2011526
b0908	288	32.9294333
b0909	26	4.989634174
b0910	1109	238.0302963
b0911	15271	1339.272083
b0912	3190	1643.246121
b0913	293	18.99136614
b0914	1051	88.22053746
b0915	260	38.67345636
b0916	101	12.02583082
b0917	18	14.44036624
b0918	968	190.2442539
b0919	7794	1279.910717
b0920	96	18.06897109
b0921	395	73.7787584
b0922	394	43.72131044
b0923	198	41.23185425
b0924	2982	98.13687141
b0925	3949	313.7198218
b0926	1150	307.5263181
b0927	1104	250.1214054
b0928	1900	234.2063319
b0929	64867	8744.857278
b0930	3014	315.8361997
b0931	1492	182.0790541
b0932	3834	215.4118009
b0933	69	13.18999599
b0934	9	1.668299888
b0935	24	3.074563144
b0936	5	0.764637449
b0937	5	1.274395748
b0938	21	5.709292949
b0939	5	1.045658049
b0940	58	3.273741879
b0941	65	8.910061025
b0942	11	2.974059468
b0943	20	5.690325199
b0944	43	8.878828095
b0945	190	27.59047886
b0946	560	151.4066638
b0947	440	58.1951096
b0948	751	52.27814271
b0949	696	53.55347564
b0950	254	29.73671379
b0951	414	37.03808745
b0952	162	42.16894184
b0953	4659	4071.366712
b0954	1215	343.6890636
b0955	1627	135.6391282
b0956	561	181.8115427
b0957	85578	12068.91409
b0958	974	280.3790588
b0959	329	76.66764818
b0960	272	18.53873079
b0961	96	31.52974821
b0962	1316	94.01580214
b0963	1453	464.7396446
b0964	242	53.58689956
b0965	2086	739.7257821
b0966	1253	578.4698705
b0967	280	34.51461733
b0968	332	174.6991022
b0969	195	86.75159416
b0970	4547	1011.434612
b0971	23	38.37089742
b0972	661	86.72177647
b0973	510	41.73539519
b0974	194	40.22770577
b0975	233	58.17486547
b0976	76	27.96388383
b0977	253	43.29024324
b0978	261	24.80097853
b0979	296	38.21976735
b0980	306	34.58350991
b0981	148	9.96237402
b0982	6	1.970609263
b0983	29	3.734650275
b0984	41	2.870398662
b0985	7	1.375733241
b0986	3	0.682839024
b0987	17	8.156132785
b0988	14	4.078066392
b0989	38	26.191525
b0990	2648	1825.135742
b0991	31	19.70182725
b0992	171	23.37483865
b0993	162	8.664219745
b0994	178	25.39577205
b0995	115	24.36247455
b0996	14	1.75221267
b0997	91	5.245286809
b0998	20	4.893679671
b0999	1128	541.1833989
b1000	3752	598.0809813
b1001	19	2.21909102
b1002	15059	1780.046429
b1003	1725	1110.736504
b1004	9372	2304.701803
b1006	85	9.389678827
b1007	9	2.66927982
b1008	8	1.987281085
b1009	12	2.199406594
b1010	1	0.379355013
b1011	6	1.271085629
b1012	9	1.149950836
b1013	95	21.82627083
b1014	19082	706.8977705
b1015	3039	295.6638672
b1018	33	4.294984817
b1019	59	6.809601429
b1020	670	92.35958815
b1021	19	6.737674909
b1022	34	3.764368978
b1023	69	5.017294165
b1024	258	15.62585835
b1025	74	7.994090411
b1026	4	0.677325906
b1027	1	0.489367967
b1028	0	0
b1029	19	2.826137196
b1032	5	8.341499439
b1033	453	70.82545977
b1034	478	95.08857246
b1035	317	83.85386247
b1036	229	68.33247833
b1037	103	18.13125921
b1038	10	3.520632857
b1039	17	6.399427262
b1040	130	29.31697499
b1041	6	1.93171566
b1042	43	13.84396223
b1043	4	1.76348817
b1044	26	12.23419918
b1045	928	255.1311649
b1046	997	102.9324606
b1047	100	12.67792661
b1048	2940	281.0042623
b1049	2297	132.5563939
b1050	80	51.51241759
b1051	3315	1297.803849
b1053	394	47.14204866
b1054	919	146.4915836
b1055	246	34.29758402
b1056	153	38.99650988
b1057	30	7.767745509
b1058	4	4.164833762
b1059	402	52.74153425
b1060	8998	5180.391727
b1061	121	72.21161465
b1062	235	32.95171125
b1063	700	183.18587
b1064	2020	457.6496729
b1065	692	84.03043008
b1066	518	129.9962087
b1067	588	133.2168355
b1068	848	134.7350767
b1069	283	27.04904974
b1070	281	98.92978327
b1071	396	197.7446071
b1072	109	24.24595837
b1073	129	45.41616385
b1074	71	25.73713012
b1075	357	75.30360528
b1076	651	79.05174853
b1077	385	74.76455053
b1078	475	89.06122006
b1079	195	40.95568823
b1080	182	24.33469126
b1081	134	20.88385592
b1082	667	59.56358285
b1083	735	113.1086339
b1084	4803	221.3215015
b1085	13	5.945592123
b1086	372	56.88902617
b1087	591	148.3161377
b1088	1748	491.6179347
b1089	1082	912.92438
b1090	981	134.4733826
b1091	926	142.5014898
b1092	1202	189.7484827
b1093	5681	1134.734458
b1094	8999	5574.458653
b1095	4354	514.6637992
b1096	167	30.268315
b1097	163	23.39207585
b1098	167	38.18899556
b1099	262	38.27295743
b1100	1262	232.173825
b1101	3373	345.3217893
b1102	75	5.027753086
b1103	712	290.3583271
b1104	293	113.7974717
b1105	793	181.3405598
b1106	152	27.04870218
b1107	469	67.10923291
b1108	1571	424.7497659
b1109	798	89.77370982
b1110	700	190.309765
b1111	346	80.24706948
b1112	594	338.0053168
b1113	410	62.50494284
b1114	1327	56.51795407
b1115	25	3.417374072
b1116	571	69.8572773
b1117	252	52.70116569
b1118	668	78.7705547
b1119	1207	194.2984001
b1120	759	152.85197
b1121	7	1.302500293
b1122	5	1.588857036
b1123	1796	251.835206
b1124	92	16.98937848
b1125	84	14.89380769
b1126	453	58.49173855
b1127	1772	212.0195691
b1128	2469	323.0613665
b1129	872	87.62399739
b1130	1012	221.0894566
b1131	628	67.24793946
b1132	300	68.60298604
b1133	1202	159.4092944
b1134	138	43.85245419
b1135	302	67.79317709
b1136	21492	2522.181379
b1137	88	19.39836987
b1138	155	32.27746166
b1139	160	26.27479018
b1140	162	21.08447092
b1141	25	14.91975509
b1143	176	75.55154579
b1144	162	76.96855405
b1145	252	54.80921231
b1146	5	3.651999754
b1147	34	8.945435957
b1148	3	1.299206992
b1150	0	0
b1151	5	1.781679492
b1152	23	4.329024324
b1153	4	1.003831727
b1154	6	1.398194192
b1155	1	0.354614469
b1156	2	0.486933301
b1157	4	1.172138843
b1158	14	3.703325156
b1159	52	9.153645427
b1160	10	4.53118488
b1161	10	3.624947904
b1162	553	110.9100352
b1163	623	75.46441671
b1164	8	4.955624983
b1165	6	3.226601981
b1166	26	14.29614286
b1167	9	5.306399643
b1168	81	7.802914436
b1171	33	14.68103901
b1172	7	2.978761539
b1174	446	245.2338352
b1175	2140	386.4381733
b1176	1285	271.0507921
b1177	151	60.07688051
b1178	364	132.9327911
b1179	202	100.8697238
b1180	398	88.53111404
b1181	359	114.0799352
b1182	312	50.22460715
b1183	35	12.23419918
b1184	74	8.561047178
b1185	335	92.62049094
b1186	576	54.8396788
b1187	1610	328.2843446
b1188	13334	1276.953517
b1189	2081	235.190471
b1190	1605	220.0099684
b1191	792	66.93945249
b1192	216	34.65687898
b1193	192	46.05816161
b1194	124	24.7680114
b1195	596	343.133304
b1196	86	28.62969059
b1197	1939	167.6474361
b1198	803	83.0787479
b1199	370	85.8133402
b1200	963	132.005981
b1201	197	15.06335774
b1202	198	10.13544534
