Gene_id	CHL_4_readcount	CHL_4_fpkm
b0103	347	79.25245458
b0104	807	109.6346623
b0106	46	5.423342742
b0107	158	16.16846177
b0108	11	3.53776469
b0109	812	128.8229849
b0110	285	73.22858285
b0111	590	97.87251406
b0112	687	70.91610129
b0113	625	115.8759825
b0114	9486	505.0376403
b0115	12520	938.0555606
b0116	11765	1170.986571
b0117	36	2.754023351
b0118	57875	3159.56071
b0119	1023	399.7089345
b0120	342	61.0146079
b0121	778	127.2727262
b0122	323	131.6431076
b0123	588	53.77004198
b0124	1029	61.03945481
b0125	995	262.7989601
b0126	985	210.7160174
b0127	497	76.04164475
b0128	458	84.25311126
b0129	458	147.2996571
b0130	259	29.86548005
b0131	1208	449.6937027
b0132	128	20.10467545
b0133	1960	326.2806538
b0134	2179	388.7451188
b0135	0	0
b0136	0	0
b0137	6	1.404279233
b0138	2	0.497656851
b0139	13	0.709706941
b0140	0	0
b0141	2	0.484896419
b0142	44	13.00128524
b0143	1555	157.7604256
b0144	131	20.04316994
b0145	9457	2941.463026
b0146	1508	303.3800872
b0147	60	16.02623758
b0148	1205	70.33242967
b0149	2086	116.7108381
b0150	1063	67.18700149
b0151	266	47.27740086
b0152	142	22.60400984
b0153	326	23.31684218
b0154	3511	388.7375982
b0155	777	77.49903052
b0156	1534	630.6394167
b0157	174	39.54936418
b0158	227	40.19464418
b0159	2149	436.0477873
b0160	328	30.64622032
b0161	1112	110.6788837
b0162	292	35.76425143
b0163	1314	481.5698041
b0164	68	11.86296405
b0166	2499	429.6226354
b0167	1280	67.91815163
b0168	2729	486.8680262
b0169	14152	2764.751144
b0170	27242	4534.968149
b0171	1333	260.416427
b0172	4580	1164.142451
b0173	1120	132.7084936
b0174	2402	447.0878617
b0175	1043	172.4137381
b0176	1662	174.224036
b0177	7234	421.7074202
b0178	5087	1484.568754
b0179	3060	423.0083235
b0180	1036	322.2328111
b0181	2295	412.5537451
b0182	875	108.0097278
b0183	298	70.79731385
b0184	1649	67.1493833
b0185	1972	291.3469828
b0186	816	54.03131527
b0187	211	76.73485832
b0188	598	65.2930386
b0189	196	109.0161243
b0190	317	82.34580259
b0191	70	23.47105007
b0192	706	140.8347891
b0193	72	12.37808313
b0194	6509	537.0481714
b0195	212	42.46952958
b0196	345	120.8200244
b0197	1476	256.5494252
b0198	429	93.03672004
b0199	803	110.3597468
b0200	13	3.201074016
b0201	1	0.091979379
b0202	0	0
b0203	0	0
b0204	0	0
b0205	0	0
b0206	0	0
b0207	66	11.642942
b0208	464	71.92365245
b0209	1107	196.0152912
b0210	176	40.00395457
b0211	4145	432.5934361
b0212	254	47.65261833
b0213	297	58.26302098
b0214	430	130.3159126
b0215	769	149.0013166
b0216	12	22.10371988
b0217	15	2.706721423
b0218	0	0
b0219	682	125.4598731
b0220	1118	334.5324947
b0221	1694	98.26738289
b0222	1860	455.6267648
b0223	546	100.8338315
b0224	1625	311.035532
b0225	162	82.35418214
b0226	359	195.0872058
b0227	39	7.375274534
b0228	238	67.78326147
b0229	45	3.725889735
b0230	29	5.440653273
b0231	484	65.00642618
b0232	43	20.74416568
b0233	24	8.531260305
b0234	15	4.696430549
b0235	0	0
b0236	3	0.849294626
b0237	4062	395.1456837
b0238	1015	313.6376593
b0239	1531	174.4137367
b0240	1862	656.9441821
b0241	2	0.268621596
b0242	1066	136.9502971
b0243	1753	198.2710136
b0244	10	18.66213192
b0245	2	0.829428085
b0246	0	0
b0247	0	0
b0248	3	0.92700786
b0249	0	0
b0250	187	56.67226898
b0251	5	1.597209488
b0252	15	2.588178879
b0253	237	38.90536112
b0254	45	7.139204828
b0256	0	0
b0258	376	48.13078355
b0259	0	0
b0260	253	25.55808209
b0261	971	147.6088625
b0262	62	8.398850582
b0263	14	5.705893207
b0264	0	0
b0265	2	1.027769584
b0266	76	34.88429578
b0267	24	2.947162651
b0268	373	58.19957267
b0269	896	64.57401093
b0270	70	7.178781041
b0271	153	13.47009745
b0272	162	30.27248593
b0273	141	19.89884633
b0274	1	0.2814131
b0275	0	0
b0276	142	24.32388015
b0277	17	3.845530213
b0278	8	1.623258399
b0279	24	3.981254809
b0280	791	254.3974427
b0281	262	26.52393795
b0283	93	13.78306671
b0284	244	15.73763412
b0285	67	9.929736231
b0286	41	8.427710588
b0287	111	25.5989829
b0288	17	7.306507405
b0289	79	15.75913362
b0290	70	6.039084051
b0291	64	3.593531657
b0292	6	1.272037691
b0293	22	5.306647035
b0294	0	0
b0295	14	8.708994895
b0296	1	0.537243192
b0297	0	0
b0298	0	0
b0299	0	0
b0300	54	11.19727915
b0301	110	26.2652227
b0303	13	7.779825458
b0304	398	42.57105326
b0305	85	14.10027745
b0306	158	31.1242889
b0307	314	31.187193
b0308	136	27.71433843
b0310	2	0.424012564
b0311	283	24.0206543
b0312	496	47.75884079
b0313	199	48.00103455
b0314	412	28.72904005
b0315	39	5.079390175
b0316	123	18.69813603
b0317	5	1.424018098
b0318	28	6.553303089
b0319	7	1.149103493
b0320	11	1.007851569
b0321	18	1.79913999
b0323	9	1.342260592
b0324	386	39.58584974
b0325	890	120.2196765
b0326	3	0.521441921
b0327	3	1.729661007
b0328	74	15.61842707
b0329	2312	1188.101639
b0330	241	21.53847563
b0331	253	40.27334147
b0333	150	18.18361571
b0334	206	20.12219954
b0335	261	19.61749066
b0336	39	4.390044365
b0337	481	53.13184536
b0338	87	13.71044625
b0339	1227	263.6789584
b0340	302	90.94124242
b0341	414	50.83855573
b0342	14	3.24452751
b0343	18	2.035868936
b0344	143	6.595773973
b0345	627	82.11338044
b0346	679	115.4725007
b0347	17	1.448136603
b0348	20	3.001739737
b0349	34	5.56204716
b0350	24	4.202435632
b0351	23	3.430221513
b0352	44	6.15445455
b0353	105	12.28744329
b0354	457	120.0320677
b0355	63	10.71394336
b0356	435	55.5828902
b0357	79	40.59689856
b0358	34	6.230355152
b0360	0	0
b0361	4	0.62619074
b0363	7	0.829428085
b0364	4	1.016718298
b0365	5	0.736408113
b0366	1	0.184677347
b0367	8	1.370359445
b0368	44	7.324667739
b0369	1857	270.1357951
b0372	20	3.271792447
b0373	4	1.891096034
b0375	4	0.909180786
b0376	506	61.97503843
b0377	395	45.88347258
b0378	415	53.75375714
b0379	29	13.31111286
b0380	796	530.0395927
b0381	933	120.8488082
b0382	652	354.3087972
b0383	390	39.0639541
b0384	615	271.7345937
b0385	30	3.812693618
b0386	1067	186.8332841
b0387	953	294.4794969
b0388	932	251.7859291
b0389	294	217.1805602
b0390	492	102.9224833
b0391	1278	636.0054558
b0392	78	32.34769532
b0393	465	72.31576118
b0394	605	94.39877069
b0396	139	16.63685752
b0397	512	23.07533769
b0398	203	23.93344732
b0399	148	30.42197968
b0400	163	17.83846375
b0401	1723	185.1340038
b0402	560	57.806429
b0403	259	20.23941624
b0404	260	63.36146507
b0405	626	82.90098862
b0406	1271	159.8127034
b0407	685	291.7569332
b0408	2193	168.310617
b0409	1992	290.6684645
b0410	248	101.0758225
b0411	915	146.6400738
b0412	49	12.86995912
b0413	743	234.1807256
b0414	2395	307.6885192
b0415	1456	438.4451952
b0416	2450	827.354515
b0417	426	61.77967106
b0418	991	270.8202558
b0419	3472	505.0681101
b0420	2659	202.4325425
b0421	1693	266.8021322
b0422	710	414.406847
b0423	1051	102.8748412
b0424	353	84.71534266
b0425	455	70.76058352
b0426	2865	825.9131309
b0427	271	28.15862776
b0428	12787	2035.475168
b0429	1724	740.9658098
b0430	2620	604.2282451
b0431	13068	930.4534253
b0432	7339	1098.002674
b0433	495	47.56567769
b0434	704	172.4522809
b0435	2733	1218.954118
b0436	9644	1052.98673
b0437	4574	1039.648228
b0438	10317	1147.672811
b0439	4357	262.4046313
b0440	14134	7343.063558
b0441	4065	307.9849912
b0442	226	86.16687576
b0443	324	115.1720141
b0444	395	80.4938506
b0445	265	22.09613973
b0446	340	58.88027946
b0447	290	89.6107598
b0448	463	37.03796379
b0449	330	26.2652227
b0450	324	135.5564414
b0451	977	107.6690458
b0452	804	132.4426143
b0453	1705	422.0312485
b0454	724	263.2987556
b0455	0	0
b0456	23	9.215086608
b0457	434	39.68741194
b0458	438	131.8949145
b0459	199	51.1315368
b0460	211	136.6511176
b0461	250	94.55480172
b0462	6341	285.5104751
b0463	1792	212.8670913
b0464	144	31.51826724
b0465	1272	53.64572158
b0466	182	159.342351
b0467	298	80.04923554
b0468	168	63.03653448
b0469	430	110.4852303
b0470	2688	197.3317601
b0471	628	269.9109794
b0472	846	198.0033719
b0473	2208	167.0216018
b0474	3396	746.7630387
b0475	489	72.02071346
b0476	162	23.93418418
b0477	990	107.5968433
b0478	1723	145.7226506
b0479	434	50.41373949
b0480	1155	99.1023557
b0481	181	53.48255972
b0482	256	45.67175328
b0483	225	93.31065959
b0484	3210	181.74905
b0485	550	83.60955136
b0486	2932	321.6179567
b0487	1567	544.7329937
b0488	561	173.3504698
b0489	717	110.7774393
b0490	93	19.45485965
b0491	83	15.09240104
b0492	1037	172.0233849
b0493	444	77.74505919
b0494	254	57.45674554
b0495	336	69.3677148
b0496	429	25.19503723
b0497	132	4.373242406
b0498	2	0.768738225
b0499	0	0
b0501	1	0.288863956
b0502	110	36.97047934
b0503	332	43.00300571
b0504	28	4.284036324
b0505	17	4.992023693
b0506	2200	382.3907422
b0507	82	6.526509883
b0508	6	1.095229364
b0509	8	1.290850535
b0511	5	0.487395885
b0512	36	3.748868791
b0513	45	4.902034651
b0514	66	8.168346745
b0515	53	9.563749029
b0516	49	5.622797675
b0517	42	5.673288103
b0518	0	0
b0520	29	5.040605239
b0521	34	5.39406587
b0522	286	37.98128271
b0523	114	31.70366881
b0524	243	47.66974443
b0525	1227	351.5719446
b0526	1274	130.3710145
b0527	12	3.260510404
b0528	83	55.26794748
b0529	1732	283.3372259
b0530	12	3.134413317
b0531	2	0.409328146
b0532	13	0.708071672
b0533	3	0.432415252
b0534	4	1.099474439
b0535	4	0.896254045
b0536	19	34.99755648
b0537	358	43.62193172
b0539	4	2.033436596
b0540	0	0
b0541	0	0
b0542	6	2.78102358
b0543	49	20.87020398
b0544	5	0.464414547
b0545	33	8.479099067
b0546	88	15.64064389
b0547	1	0.311035532
b0548	0	0
b0549	0	0
b0550	1	0.390722321
b0551	5	1.846773471
b0552	0	0
b0553	4574	590.8383375
b0554	6	3.939783405
b0555	5	1.424018098
b0556	0	0
b0557	92	44.38286611
b0558	1	0.345090517
b0559	4	2.74071889
b0560	0	0
b0561	1	0.323817814
b0562	15	3.248065708
b0563	6	4.65023615
b0564	104	19.66739876
b0565	578	85.93187955
b0566	15	2.791972492
b0567	92	14.64485144
b0568	440	20.99097515
b0569	228	14.44939329
b0570	111	10.91016943
b0571	252	52.25396937
b0572	9	0.929031895
b0573	4	1.703690121
b0574	13	1.506387772
b0575	113	5.09765868
b0576	322	33.16628121
b0577	315	35.79899344
b0578	769	166.7721159
b0579	137	52.65856844
b0580	123	70.06169043
b0581	1167	147.9161576
b0582	0	0
b0583	20	4.567864817
b0584	166	10.50608908
b0585	33	3.890658924
b0586	435	15.89309843
b0587	0	0
b0588	87	15.12181572
b0589	49	6.998769311
b0590	57	8.044214474
b0591	99	11.22413114
b0592	108	16.00614198
b0593	95	11.45753337
b0594	104	9.156144673
b0595	96	15.86933735
b0596	112	21.26533693
b0597	55	18.84244237
b0598	21709	1462.03005
b0599	418	54.44064341
b0600	566	69.1447258
b0601	29	6.528783928
b0602	10	1.161606901
b0603	10	1.570677769
b0604	103	19.55651521
b0605	9215	2317.347069
b0606	2489	225.4280665
b0607	1455	481.0392885
b0608	199	22.78015199
b0610	612	211.1953965
b0611	606	106.5059662
b0612	27	2.615757834
b0613	0	0
b0614	2	0.513884792
b0615	6	0.555116253
b0616	0	0
b0617	0	0
b0618	0	0
b0619	153	13.08036588
b0620	71	14.78720467
b0621	664	67.94847223
b0622	43	10.87127399
b0623	7755	5237.660624
b0624	87	32.1338584
b0627	1268	881.5844748
b0628	2450	359.7193544
b0629	6	0.892026431
b0630	201	44.40540922
b0631	392	210.5993311
b0632	1254	146.7471799
b0633	1053	137.1435347
b0634	252	32.11295153
b0635	397	29.60430306
b0636	268	81.22015019
b0637	582	259.5796915
b0638	75	17.38139737
b0639	168	37.1149689
b0640	459	63.08234591
b0641	1225	298.5299796
b0642	6830	375.0344342
b0643	4925	1446.218629
b0644	43	6.235976187
b0645	4	0.801311879
b0646	5	0.496611354
b0647	1	0.255553518
b0648	3	0.600983909
b0649	73	7.130682361
b0650	58	4.922960951
b0651	1385	209.8692314
b0652	757	147.8883986
b0653	328	68.91994436
b0654	430	82.30478692
b0655	4058	633.1739032
b0656	17	2.370843111
b0657	1135	104.6000974
b0658	2549	411.2972518
b0659	484	146.6811668
b0660	1220	166.2202566
b0661	2637	262.4642233
b0662	1119	134.9576826
b0664	2	3.782192069
b0665	0	0
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	6	11.05185994
b0674	920	78.36974557
b0675	1329	250.3253615
b0676	1192	138.4635426
b0677	514	63.44800011
b0678	592	104.8247989
b0679	3391	247.0225983
b0680	2902	247.2054366
b0681	34	3.427359551
b0682	16	6.939801961
b0683	2280	723.4394225
b0684	989	264.1658161
b0685	143	68.98641146
b0686	402	74.53143194
b0687	949	246.5178759
b0688	5982	517.0263472
b0689	12	3.438356426
b0691	0	0
b0692	118	12.67893932
b0693	22	1.418967011
b0694	156	32.63395811
b0695	986	52.08437681
b0696	71	17.57432179
b0697	268	18.55101527
b0698	67	5.676677164
b0699	901	617.3469301
b0700	32	1.082172266
b0702	4	1.73495049
b0703	4	0.372997245
b0704	9	2.23945583
b0705	1	0.124742482
b0706	0	0
b0707	211	58.67959754
b0708	699	69.86660296
b0709	52	4.976568511
b0710	701	133.6349113
b0711	602	129.9588827
b0712	902	137.1196642
b0713	643	124.0790561
b0714	228	40.83048256
b0715	81	10.97269189
b0716	6	0.801311879
b0717	3	0.583671616
b0718	9	0.521441921
b0719	2	0.500289956
b0720	9601	1060.538144
b0721	3184	1157.932649
b0722	457	186.2566568
b0723	13749	1103.594201
b0724	9420	1863.402159
b0726	29678	1502.247005
b0727	36082	4201.633443
b0728	30031	3649.839653
b0729	22144	3610.037119
b0730	204	40.01904471
b0731	11	0.789152366
b0732	313	16.85401648
b0733	27387	2475.690588
b0734	10377	1291.046286
b0735	500	241.2112289
b0736	353	123.6216482
b0737	483	98.85274725
b0738	188	62.15490463
b0739	1606	179.9229995
b0740	4577	502.0618648
b0741	5507	1496.302566
b0742	2950	528.2891384
b0743	254	474.0181507
b0744	21	39.19047703
b0745	7	13.06349234
b0746	21	39.19047703
b0747	3	5.598639575
b0748	103	192.2199588
b0749	8	14.92970553
b0750	188	25.54066483
b0751	365	71.90104714
b0752	252	37.94237266
b0753	2094	779.5187197
b0754	5979	805.332136
b0755	4216	794.1096495
b0756	1655	225.4873153
b0757	868	107.14565
b0758	733	99.29608834
b0759	945	131.7909847
b0760	272	26.19033204
b0761	524	94.19527776
b0762	134	126.7034343
b0763	469	85.94225195
b0764	283	58.17175845
b0765	425	56.92038347
b0766	249	43.12114584
b0767	2111	300.6102205
b0768	10	1.486710719
b0769	1	0.13469345
b0770	1	0.098906696
b0771	35	2.19457431
b0772	851	94.00249563
b0773	956	284.2590894
b0774	79	8.685848065
b0775	32	4.359875584
b0776	36	4.420743976
b0777	21	3.939783405
b0778	14	2.928688549
b0779	4070	285.4881625
b0780	365	56.95132447
b0781	2193	314.1798184
b0782	758	209.5688295
b0783	477	139.2056803
b0784	22	12.68418072
b0785	428	134.0048183
b0786	2092	420.8694579
b0787	36	7.151203491
b0788	100	14.82050184
b0789	249	28.43495849
b0790	161	29.96717141
b0791	1581	545.5881077
b0792	118	15.11851843
b0793	82	10.2559441
b0794	501	40.90842458
b0795	194	27.54299029
b0796	70	14.77418777
b0797	286	29.7172234
b0798	205	60.19793277
b0799	1647	108.5995526
b0800	885	130.344236
b0801	959	125.2459321
b0802	176	95.64163852
b0803	118	62.68239664
b0804	37	7.74010545
b0805	54	3.354769575
b0806	264	143.4624578
b0807	225	34.42529189
b0808	309	19.68829766
b0809	2287	448.6448787
b0810	981	210.8142284
b0811	5987	1136.74618
b0812	10853	3054.176378
b0813	94	15.01376919
b0814	9295	2554.903727
b0815	208	18.62443064
b0817	508	153.9546131
b0818	331	41.95394017
b0819	1476	227.3011194
b0820	1071	95.3561136
b0821	79	8.850508692
b0822	98	17.03376943
b0823	73	4.255549029
b0824	8	1.26073069
b0825	82	17.54184104
b0826	1206	228.0661817
b0827	2098	240.7475413
b0828	742	108.9435759
b0829	856	64.85489605
b0830	933	85.98404484
b0831	225	34.64956089
b0832	141	21.928005
b0833	22	1.328356091
b0834	3	0.320162985
b0835	545	58.29453273
b0836	3105	1146.846326
b0837	648	82.35418214
b0838	736	166.4888375
b0839	1887	222.4749512
b0840	360	67.27219095
b0841	104	24.70778738
b0842	267	30.71305603
b0843	299	148.7993985
b0844	1728	300.3505466
b0845	2739	321.3220867
b0846	2481	655.2806231
b0847	975	82.02040185
b0848	67	25.1395703
b0849	93	51.12556139
b0850	100	49.24729256
b0851	391	76.70316903
b0852	469	73.66478738
b0853	369	109.719251
b0854	475	60.53036498
b0855	214	26.76551266
b0856	46	6.838869307
b0857	140	23.47105007
b0858	71	20.59322369
b0859	290	36.46395279
b0860	71	13.75694861
b0861	1239	262.6757832
b0862	970	191.8789909
b0863	2805	543.49635
b0864	707	137.5519441
b0865	1349	370.7977544
b0866	576	252.1461379
b0867	1078	183.9893073
b0868	478	66.85975624
b0869	561	55.60298088
b0870	971	137.4441803
b0871	2630	216.9974943
b0872	61	8.928549388
b0873	58	4.976568511
b0874	56	8.825114827
b0875	195	39.73747055
b0876	788	67.36815891
b0877	324	46.27757667
b0878	421	53.50480043
b0879	534	38.9000494
b0880	23788	14995.13082
b0881	140	61.8582815
b0882	15465	963.3004009
b0883	8	12.8938366
b0884	1810	1172.220487
b0885	267	53.71517459
b0886	1174	96.69628677
b0887	1265	101.5380511
b0888	949	139.3361907
b0889	1353	387.674687
b0890	3823	135.8958673
b0891	614	142.2957065
b0892	896	94.55480172
b0893	9909	1086.94145
b0894	1654	95.94701966
b0895	163	37.40881718
b0896	224	36.77131178
b0897	2718	614.8324188
b0898	576	71.10126082
b0899	192	19.0298972
b0900	19	2.964589493
b0901	9	2.159881258
b0902	1126	215.5236978
b0903	30673	1905.571244
b0904	1974	326.3132493
b0905	863	69.50663874
b0906	267	54.64530749
b0907	1874	244.0712099
b0908	348	38.4405035
b0909	18	3.337228296
b0910	1397	289.6777588
b0911	49838	4222.600545
b0912	1440	716.6258656
b0913	283	17.72119794
b0914	2125	172.3232879
b0915	609	87.5134867
b0916	143	16.44931465
b0917	19	14.72574781
b0918	1208	229.3618483
b0919	2443	387.5794976
b0920	139	25.27522584
b0921	569	102.674966
b0922	810	86.83604239
b0923	496	99.78549288
b0924	7012	222.9382211
b0925	1455	111.6698348
b0926	2352	607.6308569
b0927	2311	505.8244138
b0928	4961	590.7888808
b0929	31019	4039.93856
b0930	7560	765.3472173
b0931	2169	255.7224002
b0932	5204	282.4702573
b0933	45	8.31048062
b0934	7	1.253567447
b0935	21	2.599019419
b0936	3	0.443225633
b0937	3	0.738709388
b0938	15	3.939783405
b0939	5	1.010200873
b0940	17	0.92700786
b0941	57	7.548492574
b0942	9	2.350809987
b0943	12	3.298423316
b0944	40	7.979308162
b0945	330	46.2953777
b0946	599	156.4594647
b0947	902	115.2546367
b0948	1519	102.1541563
b0949	1568	116.5581204
b0950	414	46.82498554
b0951	620	53.58681633
b0952	275	69.15577253
b0953	20900	17644.60139
b0954	3594	982.1675069
b0955	2280	183.6328347
b0956	376	117.7238591
b0957	88852	12105.73954
b0958	585	162.6898794
b0959	330	74.29305849
b0960	377	24.82392775
b0961	168	53.30606271
b0962	1673	115.4672871
b0963	2274	702.6719579
b0964	115	24.60136244
b0965	2224	761.9198515
b0966	863	384.9094051
b0967	673	80.14531682
b0968	194	98.62167491
b0969	231	99.2825418
b0970	3872	832.0822551
b0971	14	22.56421405
b0972	65	8.238689158
b0973	61	4.822611124
b0974	24	4.807871274
b0975	47	11.33692776
b0976	18	6.398445229
b0977	45	7.438751883
b0978	156	14.32092143
b0979	205	25.57220891
b0980	254	27.73316355
b0981	313	20.35464439
b0982	10	3.172979923
b0983	19	2.363870043
b0984	18	1.217443799
b0985	5	0.949345399
b0986	4	0.879579551
b0987	30	13.9051179
b0988	11	3.095544104
b0989	4	2.663515541
b0990	1181	786.4029636
b0991	25	15.34980547
b0992	34	4.490032484
b0993	112	5.786960542
b0994	124	17.0915385
b0995	160	32.74625168
b0996	7	0.846398481
b0997	76	4.232134824
b0998	46	10.8738022
b0999	697	323.0622392
b1000	1531	235.7710121
b1001	2	0.225667785
b1002	6036	689.2908009
b1003	2381	1481.151203
b1004	3744	889.4803458
b1006	91	9.71161056
b1007	16	4.584475235
b1008	5	1.199934032
b1009	5	0.885344585
b1010	3	1.099474439
b1011	5	1.023320365
b1012	21	2.592233467
b1013	122	27.07907467
b1014	12129	434.0859917
b1015	2401	225.6720466
b1018	307	38.60149485
b1019	356	39.69517619
b1020	868	115.5965745
b1021	15	5.138847919
b1022	11	1.176586899
b1023	23	1.61572098
b1024	96	5.617116934
b1025	40	4.174604932
b1026	2	0.327179245
b1027	0	0
b1028	3	1.244142128
b1029	6	0.862201839
b1032	3	4.835188724
b1033	771	116.456473
b1034	833	160.0897354
b1035	903	230.7648269
b1036	387	111.563135
b1037	65	11.05406855
b1038	2	0.680250372
b1039	7	2.5457062
b1040	94	20.47961143
b1041	0	0
b1042	41	12.75245681
b1043	3	1.277767591
b1044	6	2.727542357
b1045	425	112.8814346
b1046	627	62.53782772
b1047	40	4.899212524
b1048	3784	349.4095407
b1049	5093	283.9431634
b1050	92	57.23053788
b1051	1635	618.3884032
b1053	292	33.7530588
b1054	850	130.8983411
b1055	506	68.15488557
b1056	59	14.52795131
b1057	6	1.500869869
b1058	0	0
b1059	316	40.05270421
b1060	948	527.2820708
b1061	207	119.3466095
b1062	570	77.21523922
b1063	403	101.8865912
b1064	1238	270.9695475
b1065	694	81.41567294
b1066	470	113.9506585
b1067	505	110.5328122
b1068	834	128.0173776
b1069	318	29.36369819
b1070	52	17.68650967
b1071	87	41.97075382
b1072	60	12.8938366
b1073	12	4.081502232
b1074	16	5.603247509
b1075	43	8.762621711
b1076	80	9.385091982
b1077	51	9.568045412
b1078	66	11.95520481
b1079	13	2.637794898
b1080	23	2.970984207
b1081	23	3.46299433
b1082	69	5.952811422
b1083	114	16.94850219
b1084	10468	466.0073749
b1085	0	0
b1086	559	82.58770963
b1087	696	168.7439538
b1088	2996	814.0407642
b1089	3353	2733.122846
b1090	1055	139.7133275
b1091	1618	240.5497943
b1092	2700	411.7709107
b1093	8037	1550.891717
b1094	11058	6617.639224
b1095	7871	898.8415994
b1096	243	42.54966077
b1097	272	37.71100596
b1098	301	66.49765261
b1099	517	72.96243655
b1100	769	136.6778995
b1101	2343	231.7383896
b1102	86	5.569666403
b1103	803	316.3646074
b1104	390	146.3348122
b1105	1759	388.6025613
b1106	194	33.35205733
b1107	851	117.6405501
b1108	1146	299.3364717
b1109	977	106.1839555
b1110	81	21.27483039
b1111	833	186.6449048
b1112	157	86.30874343
b1113	316	46.54099275
b1114	2370	97.51735425
b1115	8	1.056478231
b1116	567	67.01571572
b1117	539	108.8996541
b1118	1001	114.0353693
b1119	1592	247.5842834
b1120	1001	194.7517624
b1121	4	0.719047922
b1122	2	0.613992219
b1123	1753	237.4707269
b1124	143	25.51195594
b1125	71	12.16194008
b1126	783	97.67336378
b1127	1678	193.9644955
b1128	3373	426.3814789
b1129	656	63.68372682
b1130	586	123.6810576
b1131	1579	163.3501443
b1132	868	191.7606726
b1133	2656	340.2947878
b1134	247	75.82803904
b1135	336	72.86792059
b1136	18069	2048.573995
b1137	84	17.88874627
b1138	131	26.35463622
b1139	89	14.11976066
b1140	38	4.778035193
b1141	1	0.576553669
b1143	94	38.98312001
b1144	39	17.90115178
b1145	217	45.59642661
b1146	2	1.411265697
b1147	13	3.304334469
b1148	3	1.255152235
b1150	0	0
b1151	4	1.377011675
b1152	16	2.909378514
b1153	2	0.484896419
b1154	1	0.22513048
b1155	1	0.342589861
b1156	1	0.23521095
b1157	2	0.566196417
b1158	3	0.766660554
b1159	31	5.271940384
b1160	1	0.437753712
b1161	8	2.801623755
b1162	706	136.7944467
b1163	399	46.69228451
b1164	8	4.787584897
b1165	6	3.117191265
b1166	7	3.718447259
b1167	3	1.708821718
b1168	17	1.582117745
b1171	16	6.876712852
b1172	3	1.233323501
b1174	463	245.9487258
b1175	3402	593.4971134
b1176	1455	296.5026649
b1177	175	67.26459472
b1178	105	37.04572455
b1179	170	82.01181782
b1180	409	87.89298614
b1181	113	34.69056037
b1182	23	3.576908618
b1183	31	10.46856733
b1184	34	3.800074774
b1185	366	97.76004923
b1186	1068	98.23397688
b1187	2799	551.3726875
b1188	3570	330.2941704
b1189	8789	959.6329703
b1190	8919	1181.140443
b1191	708	57.81070779
b1192	276	42.78217258
b1193	247	57.24273535
b1194	8	1.543751865
b1195	183	101.785463
b1196	19	6.110684465
b1197	841	70.24786947
b1198	740	73.96464405
b1199	394	88.2810234
b1200	1187	157.1940471
b1201	133	9.824834866
b1202	177	8.753242628
b1203	2060	267.5589169
b1204	272	65.94591299
b1205	10727	5453.168592
