gene_id,ceftazidime_2,ceftazidime_3,ceftazidime_4,control_2,control_3,control_4,kanamycin_2,kanamycin_3,kanamycin_4
b0608,402,589,438,341,543,353,361,391,367
b0610,630,899,829,467,434,378,288,310,315
b0611,439,635,755,616,704,703,125,141,115
b0612,15,14,24,14,27,16,98,83,113
b0613,3,1,2,1,3,0,5,10,3
b0614,6,0,1,1,0,7,16,17,15
b0615,10,8,4,4,8,5,45,52,62
b0616,9,3,0,0,0,0,10,16,10
b0617,0,0,0,0,0,0,0,4,3
b0618,3,2,2,0,0,0,4,11,9
b0619,102,125,170,97,101,83,426,507,506
b0620,24,31,25,26,21,12,146,126,142
b0621,247,266,691,628,252,429,236,291,306
b0622,67,111,171,526,623,468,35,58,59
b0623,14064,17091,13602,15076,21957,17490,11066,11132,9251
b0624,52,78,111,129,156,144,89,99,75
b0627,1074,1389,1196,761,1022,848,492,546,604
b0628,5748,6370,6732,1605,1430,1326,977,1137,1137
b0629,12,15,13,1,6,5,37,49,50
b0630,195,283,303,190,183,142,230,273,272
b0631,664,1051,2211,1525,2289,2024,463,472,619
b0632,1772,2316,1919,618,722,495,205,313,350
b0633,684,865,892,696,697,621,423,522,566
b0634,278,320,256,286,310,261,283,312,355
b0635,542,657,689,313,371,292,1197,1413,1410
b0636,274,336,274,164,139,104,567,570,690
b0637,566,713,594,314,271,240,572,627,654
b0638,60,60,67,34,54,42,78,80,107
b0639,136,147,155,121,153,114,96,136,128
b0640,355,428,326,376,405,305,290,338,320
b0641,510,657,477,745,845,662,665,725,928
b0642,4030,5187,4633,5198,5750,4909,3173,3433,3938
b0643,2518,3251,2257,3769,4431,4025,760,1019,654
b0644,26,24,27,19,40,36,61,75,76
b0645,1,0,0,0,1,0,25,38,41
b0646,2,4,2,1,1,0,60,77,100
b0647,2,0,1,0,1,0,23,35,28
b0648,2,2,4,2,6,0,61,49,43
b0649,44,42,76,29,35,32,266,320,318
b0650,57,61,53,27,24,28,150,193,183
b0651,914,908,882,1043,792,926,145,230,180
b0652,773,743,278,259,324,265,284,320,309
b0653,434,419,167,146,232,171,217,288,234
b0654,507,611,327,196,314,204,308,378,398
b0655,5180,5683,3435,2411,2849,2412,1583,1798,1592
b0656,0,0,0,6,4,3,0,1,0
b0657,627,807,726,1033,1327,813,1076,1231,1220
b0658,1778,2457,2345,3251,3870,3347,1245,1473,1687
b0659,440,660,722,902,1161,959,171,210,200
b0660,1308,1948,2456,2227,2784,2450,603,687,707
b0661,1799,2462,2275,1314,1188,1059,2420,2746,2784
b0662,906,1121,1072,1292,1591,1475,750,932,960
b0664,0,0,1,0,0,0,1,3,12
b0665,2,1,1,0,2,0,1,0,5
b0666,0,0,0,0,0,0,0,0,0
b0668,0,0,0,0,0,0,0,0,0
b0670,0,0,0,0,0,0,0,0,0
b0672,0,0,0,0,0,0,0,0,0
b0673,28,6,17,4,0,3,1,7,6
b0674,1862,1133,943,619,597,557,1090,1303,1355
b0675,645,705,866,656,562,446,575,680,702
b0676,859,947,1213,963,1043,873,256,291,229
b0677,245,346,396,458,568,572,225,258,265
b0678,377,478,365,534,635,701,201,241,209
b0679,1166,1577,1365,2131,2138,2109,1442,1677,1650
b0680,1824,2000,2109,1402,1317,1253,932,1021,1127
b0681,22,25,30,13,24,22,290,367,335
b0682,40,44,92,23,38,39,38,32,41
b0683,2041,2225,2292,1128,1150,1076,1404,1479,1796
b0684,1595,1828,2026,798,676,618,391,448,510
b0685,192,277,208,67,69,31,316,423,398
b0686,323,452,385,272,307,270,290,287,319
b0687,839,948,957,740,723,585,170,255,239
b0688,2804,3493,2754,2818,2664,2422,1497,1866,1832
b0689,12,17,24,4,7,7,22,16,21
b0691,2,7,7,0,0,2,118,125,103
b0692,35,63,62,65,81,69,218,242,308
b0693,18,19,37,12,20,16,92,125,132
b0694,53,56,41,136,179,156,173,211,216
b0695,346,486,377,700,961,745,1753,1928,2229
b0696,36,46,41,38,58,43,96,100,103
b0697,51,37,50,103,113,89,267,334,295
b0698,9,6,10,29,60,28,94,101,123
b0699,632,1192,1927,2339,3977,4120,1115,975,968
b0700,24,28,70,37,31,29,46,46,39
b0702,0,5,14,1,3,1,6,8,9
b0703,4,6,19,3,1,1,17,18,22
b0704,11,10,26,5,7,6,3,7,8
b0705,0,0,0,0,0,0,0,0,0
b0706,0,0,1,0,1,0,2,2,1
b0707,203,322,137,304,422,229,9,8,16
b0708,562,855,626,663,1086,589,320,383,387
b0709,46,54,58,38,63,31,147,183,195
b0710,402,452,528,883,1106,1021,436,577,549
b0711,292,473,468,1105,1281,1111,372,461,378
b0712,508,751,692,1518,1742,1523,602,724,711
b0713,294,381,435,708,812,635,461,542,524
b0714,100,142,122,168,218,131,294,446,415
b0715,91,118,118,56,57,81,167,177,228
b0716,7,4,11,2,1,1,68,83,88
b0717,6,8,6,5,1,9,6,15,16
b0718,12,12,17,2,4,8,181,240,237
b0719,2,5,3,3,1,4,37,42,46
b0720,16121,15775,5189,3996,4587,4142,7525,9367,7434
b0721,2957,2894,1099,227,326,170,1717,2219,2018
b0722,375,378,163,43,76,44,228,288,327
b0723,10678,11431,3566,3174,5065,3306,3345,4233,3452
b0724,6790,7591,2103,2166,3229,2403,1321,1535,1417
b0726,31770,36320,9656,11452,14351,11829,1187,1364,1195
b0727,31861,36041,8033,11396,13351,12042,1495,1549,1423
b0728,33472,38212,7346,9754,12443,10933,979,1039,762
b0729,23551,26372,5407,7010,9214,7968,980,926,748
b0730,133,128,340,217,203,214,357,345,465
b0731,14,11,12,13,11,10,144,185,231
b0732,155,182,303,157,187,162,506,560,632
b0733,9332,12629,23737,28228,26901,27084,2836,3314,3320
b0734,3979,5535,10702,12587,11603,12432,1642,1906,1997
b0735,264,390,600,657,668,647,125,159,168
b0736,588,710,828,196,153,148,195,237,227
b0737,607,684,724,271,298,199,753,809,1005
b0738,286,322,279,149,176,132,313,406,433
b0739,1194,1591,1535,1020,1228,933,3158,3724,4022
b0740,2695,3407,2842,2738,3162,2394,4871,5748,6445
b0741,3234,4367,2217,3736,4039,3706,1329,1636,1765
b0742,1714,2191,1386,1972,2235,1980,1277,1569,1680
b0743,255,322,370,154,167,120,130,133,229
b0744,26,31,29,10,30,15,167,122,253
b0745,8,3,7,10,6,10,67,62,116
b0746,32,46,27,12,21,12,104,67,154
b0747,5,3,5,1,1,0,8,5,15
b0748,119,158,169,31,23,29,22,10,41
b0749,6,2,3,2,1,0,4,1,2
b0750,265,422,545,185,185,176,475,484,501
b0751,357,533,373,356,470,328,524,523,588
b0752,156,268,217,221,348,244,139,152,163
b0753,1897,3229,1504,2800,4517,3649,136,187,117
b0754,2485,2770,2604,5720,5783,5570,1807,2369,2278
b0755,3853,5005,3565,5935,7755,6737,760,909,802
b0756,1089,1224,1208,1394,1590,1304,736,891,887
b0757,720,856,1004,868,745,895,149,170,180
b0758,631,794,730,739,681,728,234,275,254
b0759,818,929,1136,995,807,1050,546,686,612
b0760,199,201,240,187,204,242,978,1135,1191
b0761,263,319,358,324,278,302,227,228,255
b0762,177,197,174,132,143,168,85,91,70
b0763,278,341,335,160,108,139,430,494,531
b0764,154,175,188,159,143,137,239,285,326
b0765,272,278,272,262,214,212,609,727,771
b0766,163,218,214,75,90,62,120,171,190
b0767,762,1070,665,1619,2004,1921,421,525,564
b0768,7,9,6,5,6,8,69,103,114
b0769,3,0,2,1,4,1,66,103,105
b0770,6,5,16,4,6,5,192,233,281
b0771,21,31,49,35,22,24,752,873,908
b0772,451,583,570,448,502,373,621,896,840
b0773,516,754,325,615,861,744,109,112,144
b0774,240,225,237,87,66,62,174,163,212
b0775,79,100,112,54,34,47,55,86,76
b0776,64,46,62,34,36,33,107,108,145
b0777,20,27,11,13,11,19,43,57,64
b0778,18,31,13,20,8,15,20,22,26
b0779,4009,5739,5351,3225,3788,3190,3684,4382,4502
b0780,390,457,435,280,262,213,502,562,580
b0781,1754,2165,3147,973,564,608,883,1101,1148
b0782,524,660,390,333,247,308,170,231,186
b0783,235,275,197,227,164,183,99,139,121
b0784,7,11,11,18,13,18,9,11,18
b0785,247,318,159,217,188,162,122,138,126
b0786,971,1442,1206,1885,2603,2412,740,855,709
b0787,15,31,16,11,20,19,161,146,182
b0788,58,64,35,102,150,98,57,63,86
b0789,120,182,73,249,426,360,76,84,103
b0790,138,190,95,229,365,278,54,56,70
b0791,980,1102,1905,2299,2222,1959,2779,3213,3126
b0792,50,142,71,117,154,133,86,119,99
b0793,81,104,82,133,156,138,224,310,284
b0794,250,403,221,410,418,384,968,1072,1239
b0795,178,249,145,157,190,195,433,522,631
b0796,53,119,64,57,57,44,362,519,587
b0797,1642,2069,1912,256,241,184,1316,1521,1537
b0798,155,143,165,147,133,133,43,85,51
b0799,3060,3831,3804,2107,2129,2009,2061,2331,2483
b0800,1351,1568,1833,1058,961,1019,688,854,838
b0801,780,1005,672,700,844,850,651,810,727
b0802,268,444,411,146,293,233,908,895,1380
b0803,95,179,102,203,292,203,32,45,52
b0804,28,38,20,22,20,17,20,13,25
b0805,144,129,54,42,42,38,111,124,218
b0806,86,131,109,466,575,539,11,18,12
b0807,199,272,254,154,208,160,1204,1341,1473
b0808,247,344,180,419,631,496,214,242,279
b0809,650,955,369,742,880,610,376,399,314
b0810,496,596,281,468,545,386,264,360,283
b0811,4105,4810,1971,2381,2868,2453,576,738,629
b0812,14408,24041,9636,38114,59123,53657,556,815,572
b0813,125,166,144,107,102,65,223,262,247
b0814,9043,12030,8722,12112,16060,13760,5487,5953,7256
b0815,265,278,232,84,110,78,1298,1582,1325
b0817,389,467,480,251,232,250,565,666,621
b0818,366,400,494,191,229,128,1190,1466,1369
b0819,1624,2107,2415,1282,1196,1293,2376,2331,2996
b0820,840,1065,926,888,984,639,2959,3374,3728
b0821,201,369,297,143,191,128,422,557,481
b0822,162,235,204,78,84,47,155,184,239
b0823,73,94,185,111,122,122,122,124,147
b0824,5,12,21,11,5,4,7,11,15
b0825,83,110,237,133,123,129,59,95,83
b0826,348,467,468,525,389,405,306,406,448
b0827,932,1001,1112,1182,972,1010,636,754,827
b0828,261,337,439,1385,1101,1262,347,449,450
b0829,303,386,385,1568,1451,1400,417,457,459
b0830,298,396,383,1162,1238,1020,252,287,288
b0831,86,121,128,241,343,236,144,168,149
b0832,56,59,57,109,164,85,60,75,70
b0833,10,10,16,21,36,18,87,104,104
b0834,9,5,23,8,8,10,284,344,348
b0835,418,569,482,318,221,198,397,492,484
b0836,4972,8157,12436,8908,11683,12440,514,584,467
b0837,585,951,1014,489,648,488,92,124,127
b0838,985,1150,929,614,565,608,440,499,592
b0839,739,1036,823,1217,1715,1342,616,737,707
b0840,320,361,366,219,269,250,475,567,585
b0841,131,154,197,58,63,47,662,725,833
b0842,226,291,253,228,410,242,1569,1930,2036
b0843,541,585,851,142,293,179,229,275,285
b0844,2699,3347,4306,877,1870,1072,331,402,402
b0845,3469,4618,5717,1599,3662,1837,1382,1765,1955
b0846,1522,1769,2112,872,1493,922,530,647,510
b0847,1012,1177,1648,653,745,581,2879,3312,3406
b0848,50,56,106,48,45,47,225,283,305
b0849,48,79,49,66,96,107,69,62,89
b0850,77,82,64,75,112,105,151,193,211
b0851,266,265,319,298,381,391,189,220,215
b0852,382,474,452,284,347,292,352,393,452
b0853,546,648,596,265,218,225,144,186,158
b0854,173,293,115,218,291,241,113,172,128
b0855,93,145,46,143,178,154,95,97,125
b0856,22,38,13,53,71,54,61,70,68
b0857,97,133,85,111,165,103,173,194,210
b0858,62,58,57,34,41,29,117,134,167
b0859,258,292,243,114,112,86,873,999,1055
b0860,47,79,53,62,106,55,24,25,35
b0861,723,1115,444,1566,1960,1495,188,222,272
b0862,470,752,239,1175,1595,1319,61,98,81
b0863,1229,1764,509,2468,3009,2739,94,119,115
b0864,581,774,288,1037,1182,874,82,117,97
b0865,375,472,263,675,985,845,176,239,224
b0866,324,458,349,645,809,708,432,486,429
b0867,577,853,645,1252,1459,1280,968,1144,1155
b0868,314,422,378,261,241,215,746,928,869
b0869,449,524,281,565,693,520,370,435,430
b0870,807,1076,621,967,1300,1012,630,834,834
b0871,1242,2116,1222,2862,4392,3748,186,260,216
b0872,268,88,15027,119,55,1460,111,96,83
b0873,521,168,27627,357,18,6606,197,244,294
b0874,92,63,129,38,31,27,290,343,342
b0875,317,330,664,136,147,98,337,432,412
b0876,510,672,1235,739,656,724,471,525,586
b0877,186,220,379,149,171,154,2328,2786,2857
b0878,283,357,648,371,438,386,452,581,556
b0879,316,434,774,692,1014,743,1165,1544,1530
b0880,8978,12734,8980,15805,18409,19281,3750,4209,3351
b0881,200,236,428,261,247,214,107,122,117
b0882,16603,24571,32254,16920,20033,18278,9119,10812,10234
b0883,10,26,14,14,14,9,20,39,36
b0884,2584,2979,2847,1030,1393,1156,789,867,961
b0885,262,361,336,231,236,244,150,258,263
b0886,862,1118,1073,1487,1327,1255,227,271,244
b0887,839,1127,1161,986,1015,906,499,634,652
b0888,861,925,733,470,490,373,672,821,985
b0889,1231,1597,1770,1208,1370,1227,933,1058,1090
b0890,7856,10860,9335,5922,7254,5702,3955,4885,4944
b0891,1398,2063,1793,979,909,1034,344,391,402
b0892,1190,1793,1736,857,895,722,449,584,596
b0893,6378,8466,12083,11268,11074,11344,2839,3369,3273
b0894,1088,1401,3872,1842,1225,1974,340,406,437
b0895,152,213,754,264,173,276,81,84,126
b0896,278,379,1259,498,358,463,297,354,327
b0897,5692,8763,6545,10471,12007,13528,71,69,70
b0898,1269,1528,1717,335,365,244,945,1166,1129
b0899,145,209,197,115,96,83,246,284,266
b0900,19,15,34,18,13,12,149,175,148
b0901,5,2,8,5,6,4,83,94,89
b0902,2389,2976,4113,1670,2050,1998,797,809,782
b0903,25483,33345,43869,37030,39226,42596,1624,1895,1811
b0904,2755,3084,4177,2141,2118,1767,170,231,215
b0905,1031,1462,1186,694,526,471,535,656,584
b0906,113,183,122,243,335,252,56,66,94
b0907,1431,1873,1906,1820,2110,1657,934,1305,1220
b0908,271,335,351,342,389,267,213,268,230
b0909,20,20,26,16,13,16,83,82,116
b0910,2521,2932,2779,947,1181,814,2032,2281,2807
b0911,38403,48304,35973,25385,28792,23323,41811,43216,57884
b0912,1833,2667,2182,1941,2383,2302,1079,1223,1331
b0913,181,240,222,358,351,294,1070,1329,1195
b0914,1444,1855,1733,1479,1477,1115,3331,3745,3951
b0915,367,519,386,447,450,309,1228,1461,1476
b0916,131,190,160,87,105,93,631,770,736
b0917,23,29,20,16,32,33,16,23,12
b0918,1145,1358,1547,1204,1228,1300,776,956,989
b0919,1031,1270,2082,2765,2143,2811,663,793,820
b0920,109,157,188,85,103,82,307,380,392
b0921,510,611,592,317,324,276,565,646,742
b0922,493,677,547,473,504,441,591,709,744
b0923,261,290,241,305,308,288,321,454,425
b0924,3346,5098,2691,4789,5682,5002,3256,3442,3671
b0925,1375,2465,1447,2029,2816,2107,1207,1486,1515
b0926,2874,3678,3875,1748,2042,1542,938,1148,1165
b0927,2479,3006,3083,1748,2016,1470,1701,1998,1892
b0928,2303,2882,2338,2029,1909,1886,681,811,840
b0929,8452,7211,6178,4287,2647,2651,1868,2083,1831
b0930,4710,5924,6615,5167,5226,4484,2382,2812,2987
b0931,2984,3638,3969,1160,1212,853,1473,1784,1833
b0932,2894,3052,2627,3096,3560,3288,1153,1544,1319
b0933,33,45,33,43,48,24,68,78,102
b0934,3,6,3,6,11,2,20,43,35
b0935,16,19,23,21,27,13,55,80,69
b0936,4,6,7,13,10,6,25,27,35
b0937,2,1,0,1,3,1,32,20,34
b0938,16,17,18,11,26,7,43,40,44
b0939,7,3,1,1,7,2,31,18,14
b0940,20,26,49,13,12,11,129,153,155
b0941,39,41,57,18,26,24,167,215,237
b0942,6,7,16,3,13,1,57,84,85
b0943,6,3,11,5,7,6,58,62,44
b0944,26,23,52,23,43,32,159,192,163
b0945,512,634,434,89,76,51,396,529,539
b0946,403,450,797,201,199,141,1496,1840,1708
b0947,376,498,492,459,409,435,156,167,182
b0948,1194,1411,1129,597,732,556,3631,4285,4515
b0949,1081,1403,916,1077,1303,920,1910,2130,2206
b0950,279,339,297,378,492,356,988,1045,1083
b0951,392,559,346,596,807,644,697,806,854
b0952,181,226,127,257,311,238,184,224,222
b0953,22673,35780,28819,82725,124272,109793,4396,4792,2786
b0954,1795,2450,2113,1719,1790,1542,1105,1219,1376
b0955,2152,2579,2184,2086,2332,1917,820,960,1107
b0956,304,364,590,267,268,308,718,836,728
b0957,39739,50751,24029,66123,77651,71855,14637,16890,17843
b0958,1668,2685,1885,540,575,490,2779,3609,3353
b0959,167,235,291,194,237,179,713,898,813
b0960,529,631,570,318,418,277,383,475,497
b0961,176,263,264,93,98,78,108,130,116
b0962,970,1309,1260,1676,1916,1921,1442,1645,1615
b0963,601,746,804,1043,875,937,430,481,497
b0964,43,61,58,96,124,113,88,109,103
b0965,1259,1756,1685,1270,1904,1359,288,390,354
b0966,1307,1813,3360,2439,3172,2937,2619,3092,3666
b0967,531,617,556,405,344,295,769,842,888
b0968,118,173,148,240,347,238,100,120,113
b0969,329,396,447,146,204,145,339,398,353
b0970,6460,8310,8206,2500,4083,2969,1443,1766,1666
b0971,18,23,25,16,24,6,46,38,53
b0972,70,129,87,367,669,605,26,54,34
b0973,79,127,93,383,591,589,45,50,41
b0974,45,47,56,165,244,224,18,38,19
b0975,41,47,75,172,288,239,49,72,70
b0976,6,20,19,62,76,62,28,23,28
b0977,47,85,90,134,238,162,59,75,64
b0978,89,139,133,616,1158,866,188,220,198
b0979,77,158,89,746,1493,1098,179,168,207
b0980,141,227,161,693,1236,943,221,246,218
b0981,160,210,212,263,376,285,719,747,901
b0982,0,1,7,5,6,6,19,18,33
b0983,12,11,13,19,19,15,82,107,88
b0984,20,7,18,7,15,10,167,219,194
b0985,5,1,7,0,0,0,136,178,159
b0986,2,0,1,1,1,1,53,67,88
b0987,6,14,10,4,4,10,278,339,299
b0988,5,4,5,9,3,7,35,33,42
b0989,8,16,10,1,4,3,45,35,47
b0990,1091,1160,1108,250,513,262,1470,1703,1911
b0991,15,22,21,4,7,3,55,62,78
b0992,23,29,303,35,9,90,137,139,175
b0993,88,139,140,74,87,76,910,1028,1081
b0994,49,75,79,102,97,104,250,370,296
b0995,80,104,100,127,114,107,510,596,625
b0996,3,3,3,3,10,3,53,57,63
b0997,35,41,45,56,60,68,305,350,335
b0998,26,29,66,34,42,34,224,266,333
b0999,327,716,565,2341,3536,2747,201,287,268
b1000,928,1997,1745,6696,9953,7869,387,479,500
b1001,6,5,8,8,8,2,9,12,21
b1002,3987,4715,4725,7199,6985,7433,1041,1300,956
b1003,642,1092,857,1298,1741,1619,91,120,94
b1004,2071,3327,2226,4587,5616,5422,239,297,288
b1006,31,83,73,84,101,79,158,163,192
b1007,6,11,5,11,11,5,15,11,18
b1008,5,1,1,5,2,1,12,9,23
b1009,1,7,7,3,6,3,31,30,47
b1010,0,0,3,2,1,2,5,10,16
b1011,2,0,0,1,4,0,20,26,20
b1012,1,6,0,1,2,2,32,47,37
b1013,147,166,158,115,135,116,589,716,639
b1014,20324,15291,1799,2876,2362,2948,4715,6228,5032
b1015,2689,2410,620,614,726,557,2637,3604,2933
b1018,127,172,83,97,122,105,811,1002,1002
b1019,133,168,87,135,90,80,655,805,826
b1020,2898,4700,858,588,1139,519,3022,3991,3145
b1021,15,17,13,3,3,6,46,47,58
b1022,10,9,6,9,6,2,52,89,72
b1023,15,14,14,6,12,8,84,141,121
b1024,37,59,58,33,51,25,310,426,432
b1025,15,27,23,17,24,18,422,663,560
b1026,4,3,1,3,1,1,10,7,8
b1027,0,1,0,0,0,0,1,0,0
b1028,1,1,1,0,0,0,15,26,13
b1029,4,5,8,3,5,6,249,341,347
b1032,4,1,5,2,0,2,11,5,12
b1033,348,361,313,321,373,373,331,431,406
b1034,591,752,648,528,522,487,259,269,274
b1035,447,574,455,375,349,254,383,389,412
b1036,212,269,332,201,228,209,931,1036,1055
b1037,62,110,138,84,149,85,273,411,353
b1038,5,7,11,8,9,8,17,40,46
b1039,12,14,16,17,25,7,41,51,45
b1040,88,194,216,144,228,123,156,190,178
b1041,2,0,2,4,4,1,18,32,20
b1042,10,38,18,34,37,24,56,80,62
b1043,0,2,2,1,1,0,13,8,14
b1044,4,9,8,10,6,5,45,65,42
b1045,278,404,391,517,624,477,178,220,190
b1046,528,671,567,644,761,587,236,332,307
b1047,189,192,213,41,54,33,205,273,241
b1048,3072,3897,4071,2846,3136,2620,975,1131,1078
b1049,3026,3791,3192,4290,5347,4039,2200,2595,2654
b1050,53,62,39,62,89,90,35,39,49
b1051,1683,2508,886,2045,2977,3004,223,273,192
b1053,269,306,439,201,241,208,490,664,592
b1054,606,750,947,1043,956,1269,986,1121,1310
b1055,810,982,728,205,239,170,226,258,304
b1056,94,148,144,117,148,132,44,71,71
b1057,14,16,27,5,8,8,47,85,69
b1058,0,2,3,0,1,1,1,4,7
b1059,328,375,367,246,264,254,408,510,489
b1060,4894,5790,11099,2029,3069,2688,8676,10018,9501
b1061,295,304,269,77,87,62,877,1007,947
b1062,864,1050,941,178,185,150,380,515,550
b1063,1276,1688,1728,878,698,962,832,991,1045
b1064,1836,2699,2220,2823,2632,3206,138,156,163
b1065,435,481,911,672,842,750,392,502,482
b1066,270,334,361,416,448,451,271,378,335
b1067,244,324,279,358,358,392,310,333,295
b1068,363,464,419,526,536,573,423,530,489
b1069,305,408,446,246,222,166,655,712,717
b1070,52,50,76,39,47,39,44,51,51
b1071,50,64,80,71,47,52,28,25,43
b1072,30,59,55,29,40,24,87,124,100
b1073,0,0,0,2,0,0,13,17,11
b1074,0,2,0,2,1,0,8,4,10
b1075,3,8,7,10,6,3,32,34,37
b1076,17,12,10,15,16,17,23,29,33
b1077,15,16,9,19,22,17,39,56,41
b1078,21,32,14,25,29,29,60,53,63
b1079,2,11,10,10,8,9,37,40,52
b1080,12,18,11,7,15,5,43,50,78
b1081,7,13,9,7,18,11,34,48,48
b1082,32,32,43,36,53,42,116,146,138
b1083,64,104,163,81,116,111,184,237,221
b1084,6967,7601,5858,4057,5367,3828,1425,1838,1734
b1085,6,6,1,0,1,1,4,7,7
b1086,728,821,675,278,248,154,768,971,999
b1087,507,644,712,508,549,497,303,454,363
b1088,3901,5379,5092,1880,1950,1680,1821,2062,2563
b1089,1862,2412,2242,1390,1353,1215,582,739,723
b1090,1785,2213,2157,1207,1345,1058,2647,2964,3260
b1091,1223,1618,1365,1243,1360,1084,2102,2491,2643
b1092,1761,2393,1830,1705,2090,1799,1937,2256,2274
b1093,8793,12690,12160,9470,10262,9296,2279,2543,2621
b1094,15531,19393,19071,10644,13453,11232,5372,5957,5376
b1095,7349,9404,9549,4548,4869,4040,15030,15220,20305
b1096,186,229,238,249,235,191,475,626,573
b1097,203,228,278,242,270,181,824,923,903
b1098,194,248,252,289,275,248,460,490,542
b1099,289,355,327,358,405,333,592,687,712
b1100,694,974,682,1201,1385,1319,284,328,317
b1101,1321,1803,1299,2797,3160,2565,1189,1489,1281
b1102,119,132,113,79,49,45,205,243,278
b1103,369,495,368,556,605,533,246,273,323
b1104,182,252,188,259,301,267,165,193,203
b1105,543,671,519,735,961,772,496,574,655
b1106,173,211,166,203,269,181,176,209,210
b1107,482,663,555,655,740,640,470,542,492
b1108,991,1309,1243,1020,1052,1100,450,496,542
b1109,3525,3928,8429,1340,1409,1391,1261,1410,1730
b1110,1941,2297,2912,2141,1011,1868,1943,2214,3019
b1111,708,865,916,613,627,788,774,915,889
b1112,2272,4131,2682,232,533,528,3325,3251,3892
b1113,741,1072,984,246,410,254,130,190,191
b1114,1729,2115,2338,2255,2815,2397,775,981,987
b1115,5,15,9,6,4,3,37,42,53
b1116,593,630,578,393,453,301,590,661,739
b1117,408,414,439,278,337,278,277,329,318
b1118,786,983,806,803,880,680,491,608,575
b1119,1018,1323,1101,1034,1070,966,548,663,667
b1120,653,858,645,511,571,521,437,478,432
b1121,6,1,6,1,1,1,24,35,57
b1122,0,4,2,4,1,2,6,13,9
b1123,1190,1918,1278,2036,1687,2117,440,464,440
b1124,101,134,129,131,113,116,77,70,87
b1125,79,131,118,86,83,84,107,114,109
b1126,509,690,717,333,311,224,1103,1270,1411
b1127,814,1102,937,1725,1869,1962,539,637,634
b1128,3017,3949,4395,3549,3644,3703,2256,2636,2489
b1129,462,553,594,516,605,548,898,1159,1165
b1130,420,433,456,399,537,445,311,388,386
b1131,1786,2332,1444,989,1088,1084,248,325,289
b1132,725,785,654,417,431,350,259,316,335
b1133,2589,3058,2638,1202,1242,910,777,937,1001
b1134,216,243,203,149,176,119,65,83,66
b1135,316,386,267,169,205,157,88,143,103
b1136,34015,38000,15421,13270,15164,15118,4865,5440,4739
b1137,36,22,9,25,39,18,7,13,14
b1138,33,49,32,35,40,36,7,6,7
b1139,66,64,54,51,67,64,22,31,29
b1140,34,37,41,20,42,32,69,91,86
b1141,1,2,0,2,2,7,8,7,8
b1143,67,120,134,85,72,105,26,61,65
b1144,7,3,12,31,59,41,38,59,47
b1145,180,228,285,296,363,330,1066,1231,1110
b1146,0,1,1,1,1,0,2,5,2
b1147,1,0,2,9,18,7,19,9,13
b1148,3,1,2,0,5,3,11,7,4
b1150,0,0,0,0,0,0,1,0,1
b1151,0,0,1,1,9,6,10,13,11
b1152,2,0,5,3,13,8,46,41,62
b1153,1,1,0,0,2,3,10,19,15
b1154,1,2,2,0,2,1,16,16,17
b1155,0,5,0,0,1,0,24,25,34
b1156,0,1,0,2,1,1,13,17,17
b1157,0,0,1,0,1,1,9,14,17
b1158,0,1,2,0,1,0,14,17,14
b1159,32,48,33,19,22,14,71,90,125
b1160,2,3,0,0,0,1,13,6,17
b1161,13,7,4,1,2,0,15,20,21
b1162,1114,1179,1304,614,608,571,1000,1288,1252
b1163,1232,1264,786,185,252,190,137,241,238
b1164,12,15,13,1,2,2,47,83,48
b1165,4,10,8,2,2,0,28,30,31
b1166,29,78,30,46,110,132,41,78,56
b1167,12,20,7,5,30,12,150,134,157
b1168,27,37,31,40,67,41,199,269,256
b1171,22,36,51,30,36,17,318,349,443
b1172,10,13,20,2,4,3,141,219,236
b1174,298,308,240,294,344,221,143,189,204
b1175,1411,1677,1699,1569,1712,1546,879,1018,1073
b1176,769,910,1024,977,1094,891,1182,1434,1712
b1177,87,114,80,56,63,57,129,142,132
b1178,167,253,329,198,165,244,54,44,42
b1179,220,286,340,154,193,156,225,262,229
b1180,470,538,586,343,405,324,570,745,726
b1181,145,181,152,149,225,192,322,375,402
b1182,56,62,53,55,56,68,48,62,65
b1183,66,48,49,18,19,21,406,569,490
b1184,79,93,82,20,37,32,735,990,884
b1185,436,545,548,300,272,241,826,995,1189
b1186,438,578,606,469,563,458,941,1114,1263
b1187,2910,3360,3981,2185,1927,1683,981,1082,1182
b1188,5095,9320,3635,8812,11291,10386,212,209,202
b1189,2987,3910,1597,4720,6619,4552,4469,5419,4387
b1190,2502,3764,867,5133,6250,4465,2260,2879,2495
b1191,772,912,1033,495,600,440,443,565,586
b1192,168,208,277,218,225,206,260,327,346
b1193,242,303,272,144,218,168,597,597,762
b1194,6,7,5,7,6,5,40,40,56
b1195,185,302,287,364,710,495,114,125,89
b1196,13,24,34,18,27,15,48,55,77
b1197,296,363,223,394,567,397,107,128,142
b1198,623,923,804,860,881,992,273,320,256
b1199,305,418,363,494,517,523,165,188,169
b1200,777,1060,812,1102,1006,1220,278,319,302
b1201,132,132,214,101,122,88,2043,2519,2548
b1202,141,173,237,106,125,91,726,868,846
b1203,2641,3062,2493,1439,1459,1393,750,845,810
b1204,439,534,523,198,200,173,227,303,326
b1205,7503,11136,8085,19847,23231,25326,10826,16513,11179
b1206,242,301,379,156,181,137,1143,1236,1508
b1207,4801,5785,4235,2074,2046,1810,1575,2099,2178
