antibiotic_class,treatment,comparison,regulation,gene,gene_id,baseMean,log2FoldChange,FoldChange,pvalue,padj,signal_strength,padj_source
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yjgZ,b4277,1.987,-2.022,0.2462,0.22,0.4949,0.617685708393842,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yahL,b0326,8.058,-1.119,0.4604,0.0792,0.2821,0.6149989465921452,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,sdhB,b0724,7499.0,0.7631,1.697,0.03125,0.1567,0.6142428487948189,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,avtA,b3572,1814.0,0.5118,1.426,0.009133,0.06475,0.6084074843048666,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mepH,b1655,781.6,0.5359,1.45,0.01109,0.07389,0.6063249412911575,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ulaC,b4195,19.49,1.014,2.02,0.06567,0.2527,0.6057582846932065,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,alaS,b2697,15320.0,0.3527,1.277,0.001878,0.01917,0.6057191807879073,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yhjE,b3523,40.29,-0.6641,0.6311,0.02201,0.1227,0.6050983258929965,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,lsrF,b1517,51.87,0.906,1.874,0.05049,0.2163,0.6024387933881832,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gmm,b2051,3.362,1.29,2.445,0.112,0.3418,0.6014340446837138,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydhI,b1643,93.5,-0.615,0.653,0.01768,0.1053,0.6012065517209257,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ycjF,b1322,371.6,-1.141,0.4533,0.08665,0.2974,0.6009179598638477,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,xisR,b1346,0.9766,-2.138,0.2273,0.2417,0.5236,0.6007787742153005,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,menI,b1686,192.9,0.5069,1.421,0.009305,0.06555,0.5998793003843684,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yaiZ,b0380,61.9,0.7499,1.682,0.03203,0.1588,0.5992822114815011,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rbsR,b3753,675.6,0.9587,1.944,0.05922,0.2387,0.5964528858982243,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fruA,b2167,21760.0,0.7347,1.664,0.03069,0.1548,0.5952752783719518,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,sibC,b4446,64.16,-0.7467,0.596,0.03225,0.1596,0.5950953432661157,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,guaB,b2508,9685.0,-1.024,0.4918,0.07053,0.2626,0.5946422049244564,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yhfX,b3381,20.85,0.8539,1.807,0.04532,0.2017,0.5937116335161197,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ynaK,b1365,19.7,-0.9529,0.5166,0.05918,0.2387,0.5928444299284635,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yldA,b4734,6.877,-1.387,0.3823,0.1337,0.3751,0.5906580220229476,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yjjU,b4377,303.2,0.4301,1.347,0.005295,0.04273,0.5889217827993237,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,glgP,b3428,2244.0,0.5926,1.508,0.01711,0.1023,0.5867476994621739,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yifL,b4558,262.8,0.7566,1.69,0.03495,0.1677,0.5867182848322355,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybjL,b0847,923.3,-0.4968,0.7087,0.009447,0.0663,0.5854720790885087,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ftp,b2214,350.3,-0.5636,0.6766,0.01476,0.09174,0.5847018965053948,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nuoI,b2281,3817.0,0.5877,1.503,0.01686,0.102,0.5826456790555211,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hokE,b4415,0.5573,-2.439,0.1845,0.2917,0.5775,0.5815746998919603,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,alaE,b2670,173.1,-0.6012,0.6592,0.01854,0.1089,0.5789388386908281,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rsxA,b1627,587.7,-0.692,0.619,0.02857,0.1468,0.5766255695386041,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,sgcE,b4301,39.64,0.6019,1.518,0.01899,0.1104,0.5760369147246449,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pdxI,b1406,100.4,0.8847,1.846,0.05417,0.2255,0.5722712505644925,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,araC,b0064,266.1,0.8791,1.839,0.05383,0.2245,0.5703457108121844,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,eco,b2209,885.2,-0.519,0.6979,0.01228,0.07985,0.5697193162737336,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,potI,b0857,43.62,0.821,1.767,0.04575,0.2026,0.5692490189190812,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,smg,b3284,1422.0,0.6539,1.573,0.0252,0.1349,0.5688851861095419,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,lrhA,b2289,806.9,0.5916,1.507,0.01876,0.1095,0.5682826070953972,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,exbB,b3006,3298.0,-0.7053,0.6133,0.0314,0.1571,0.5669369366913068,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nanS,b4309,43.56,-0.663,0.6316,0.02702,0.1406,0.5648857323866372,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,clpB,b2592,7361.0,-1.326,0.3988,0.1334,0.375,0.5648345389930448,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybcL,b0545,14.5,-0.8873,0.5406,0.05645,0.2315,0.5638339018224207,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ldrB,b4421,2.492,-1.72,0.3036,0.1985,0.4701,0.5638327679562055,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,polB,b0060,313.1,-0.5131,0.7007,0.01222,0.07965,0.5638015762116282,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cusC,b0572,6.634,-1.132,0.4563,0.0977,0.3186,0.5623257867014924,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tfaR,b1373,10.55,-0.971,0.5102,0.07095,0.2637,0.5621020639705753,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hypE,b2730,176.5,0.6736,1.595,0.02869,0.1469,0.5610941183556831,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,upp,b2498,3408.0,-0.8359,0.5602,0.04971,0.2138,0.5600465628404605,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yfdE,b2371,16.59,-0.9023,0.535,0.06012,0.2396,0.5598890479829038,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yecJ,b4537,649.9,-0.6216,0.65,0.02298,0.1258,0.5596385134864902,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,uspB,b3494,109.2,0.695,1.619,0.03119,0.1566,0.5596197283832623,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,msrC,b1832,1157.0,0.4881,1.403,0.0107,0.07175,0.5584733279713168,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rhaR,b3906,34.74,1.032,2.045,0.08241,0.2879,0.5580626018458194,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,glcF,b4467,45.46,0.7227,1.65,0.0355,0.1695,0.5570790559749917,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,insJ,b3557,132.1,-0.9797,0.5071,0.07422,0.2709,0.5556770177690051,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mdfA,b0842,382.2,-0.6687,0.6291,0.02905,0.148,0.554845990915392,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fucA,b2800,41.38,0.8184,1.763,0.04844,0.2102,0.5543573887510844,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,lysC,b4024,642.4,0.6953,1.619,0.03255,0.1603,0.5528097219071632,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,clpA,b0882,8250.0,0.3481,1.273,0.002734,0.02598,0.5518641130208473,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,glgA,b3429,1630.0,0.5316,1.446,0.01473,0.09174,0.5515037760508656,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ygfF,b2902,294.3,0.6041,1.52,0.02215,0.123,0.5497883221794597,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,potG,b0855,93.36,0.8517,1.805,0.05474,0.2266,0.5491251384623318,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yfdY,b2377,105.0,-0.6704,0.6283,0.03003,0.1521,0.5483005748988699,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yciN,b1273,570.2,-0.4368,0.7388,0.007517,0.05598,0.5468592318439534,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gadX,b3516,604.5,-0.6823,0.6232,0.03181,0.1581,0.5465687851452538,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yjiJ,b4332,40.89,0.6367,1.555,0.02667,0.1396,0.5444514541765766,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yjbQ,b4056,389.6,0.7065,1.632,0.03568,0.1696,0.544410638444029,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,metR,b3828,79.74,-0.773,0.5852,0.04413,0.1984,0.5430002907765624,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mdtN,b4082,3.762,-1.213,0.4313,0.1224,0.3568,0.5429086621609444,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ymgI,b4593,5.449,-1.357,0.3904,0.1482,0.3986,0.5420708915474158,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ychE,b1242,365.4,-0.5468,0.6845,0.01704,0.1023,0.5414000034861908,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cirA,b2155,4677.0,-1.024,0.4916,0.08613,0.2962,0.5410969045143658,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yecR,b1904,637.2,0.5172,1.431,0.01437,0.08998,0.5409156945773578,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yegW,b2101,258.1,-0.468,0.723,0.01022,0.0699,0.5407846817510211,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rsxB,b1628,193.3,-0.6946,0.6179,0.03452,0.167,0.5399011391408887,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yceB,b1063,621.2,-0.4981,0.7081,0.01283,0.08275,0.5390597579807725,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,soxS,b4062,765.3,-0.902,0.5352,0.06555,0.2527,0.5388500717882369,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pdeG,b1168,17.15,-0.8001,0.5743,0.04949,0.213,0.537363479288666,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dxs,b0420,3043.0,0.3546,1.279,0.003404,0.03058,0.5370638692103435,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fucK,b2803,127.3,0.8749,1.834,0.0617,0.2436,0.536596044262663,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,etp,b0982,16.14,-0.9553,0.5157,0.07638,0.2754,0.5350024520147596,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydeE,b1534,164.5,0.551,1.465,0.01828,0.1079,0.5328051839797162,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,livK,b3458,72.57,0.552,1.466,0.01841,0.1085,0.5324427845221293,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yfdT,b2363,0.5974,-2.488,0.1782,0.3274,0.6113,0.5317990632750268,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,katG,b3942,3558.0,0.623,1.54,0.02688,0.1401,0.5317690417169624,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ycbX,b0947,656.4,0.3894,1.31,0.005366,0.04322,0.5312643534641115,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ecpA,b0293,100.4,-0.4712,0.7213,0.01131,0.07473,0.5308091643608931,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yohJ,b2141,24.16,-0.7819,0.5816,0.04794,0.2095,0.5307662090523206,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hyfE,b2485,4.849,1.229,2.344,0.1312,0.3712,0.5289518078849529,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gadF,b4718,3.757,1.276,2.422,0.1387,0.3853,0.5285204644994108,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hycE,b2721,27.93,0.6587,1.579,0.03232,0.1596,0.5249622373234101,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,queG,b4166,408.7,-0.5038,0.7052,0.01461,0.09134,0.5236189845368794,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mmuM,b0261,65.17,0.9282,1.903,0.07614,0.2749,0.5205580064772926,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cbrC,b3717,67.62,-0.668,0.6294,0.03462,0.167,0.5192253972734144,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,recC,b2822,1333.0,0.4117,1.33,0.00731,0.05498,0.5186577103915829,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,insA5,b1894,112.7,0.7816,1.719,0.05112,0.2181,0.5169067317836878,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tonB,b1252,684.4,-0.7294,0.6032,0.04349,0.1963,0.5157439334717555,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hcp,b0873,35.84,-0.7823,0.5814,0.05153,0.2193,0.5155054784386738,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ymgF,b4520,22.39,-0.897,0.537,0.07261,0.2672,0.5141277009382532,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,glgC,b3430,1471.0,0.587,1.502,0.02483,0.1333,0.5137247022940646,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yddH,b1462,16.73,1.012,2.017,0.09372,0.3112,0.5130439366225369,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,wza,b2062,7.634,0.9794,1.972,0.08853,0.3007,0.5111161205183532,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,eamB,b2578,21.33,-0.8234,0.5651,0.06013,0.2396,0.5109305575851968,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,sfmA,b0530,6.343,-1.067,0.4773,0.1068,0.3326,0.510108964709305,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ymfT,b1146,11.36,0.8871,1.849,0.07225,0.2667,0.5091749827815109,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,sucA,b0726,36520.0,0.687,1.61,0.03925,0.1817,0.5088231649393804,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yaiP,b0363,16.78,-0.9016,0.5353,0.07503,0.2727,0.5087862796318264,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,vsr,b1960,68.51,-0.557,0.6797,0.02218,0.123,0.5069228529282553,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dgcJ,b1786,290.4,-0.7729,0.5853,0.05229,0.2209,0.506871131202968,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,srlA,b2702,221.3,0.9711,1.96,0.08849,0.3007,0.5067846279715874,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dgcF,b1522,106.3,-0.537,0.6892,0.0202,0.1151,0.5042025512108018,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rluE,b1135,367.8,-0.4785,0.7177,0.01416,0.08906,0.5025768324544948,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yncP,b4774,133.0,-0.6441,0.6399,0.03443,0.1668,0.5009835265770621,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cdaR,b0162,141.6,0.6625,1.583,0.0375,0.1759,0.5000113813594319,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,adiA,b4117,111.5,0.8707,1.829,0.07217,0.2667,0.4997617602388249,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yagF,b0269,250.0,0.7741,1.71,0.0545,0.2262,0.4996872778837172,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ypjK,b2635,3.612,-1.421,0.3734,0.1778,0.445,0.4996804243960962,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tpx,b1324,12730.0,0.3624,1.286,0.005206,0.04216,0.4983360217610927,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,soxR,b4063,21.39,-0.8693,0.5474,0.0725,0.2672,0.4982510707086104,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,napG,b2205,61.34,0.9736,1.964,0.09228,0.3088,0.4968501888362231,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,potH,b0856,56.72,0.8124,1.756,0.06199,0.2446,0.4968179778263034,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yncH,b1455,1.386,-1.529,0.3466,0.2018,0.4745,0.49503482456889675,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nikA,b3476,149.3,-0.8555,0.5527,0.07156,0.2649,0.49355338467671883,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ubiD,b3843,4429.0,0.3933,1.313,0.007594,0.05645,0.49097056993555394,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,kefF,b0046,63.54,0.5013,1.416,0.01759,0.1049,0.49088524776856945,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,insA6,b3444,118.8,0.6398,1.558,0.03616,0.171,0.4907290885711,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nrdI,b2674,204.6,-0.9571,0.5151,0.0915,0.3072,0.4905891586078471,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yaiY,b0379,11.95,-0.837,0.5598,0.06927,0.2599,0.48980714405765235,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,serU,b1975,56.67,-0.7475,0.5956,0.05275,0.2218,0.488893747494677,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tyrP,b1907,205.6,-0.6597,0.633,0.03937,0.1818,0.48844591809893967,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fliA,b1922,3924.0,0.4924,1.407,0.01707,0.1023,0.4875372379601323,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rihB,b2162,11.16,-1.026,0.4909,0.1082,0.3352,0.4870380857828469,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,kdgK,b3526,816.0,0.7388,1.669,0.05147,0.2193,0.4868406589166461,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ypjJ,b4548,3.007,-1.352,0.3917,0.1723,0.4369,0.4862034755526634,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yibY,b4796,175.3,-0.6032,0.6583,0.03119,0.1566,0.48570161174213505,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,djlA,b0055,535.4,-0.3966,0.7596,0.008168,0.05962,0.4856795440251237,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yeeY,b2015,168.4,-0.6031,0.6583,0.03143,0.1571,0.48478614280239213,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yfcO,b2332,237.9,-0.4341,0.7401,0.01164,0.07653,0.48452865324368466,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,lpxC,b0096,14780.0,-0.4605,0.7268,0.01406,0.08874,0.4843910050727632,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ygiC,b3038,3015.0,0.5099,1.424,0.01985,0.1136,0.48166258883188745,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rhmD,b2247,20.97,0.8319,1.78,0.07092,0.2637,0.48157848302484196,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hdfR,b4480,270.3,0.512,1.426,0.02009,0.1147,0.481503530034551,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yfdQ,b2360,43.67,-0.6237,0.649,0.03559,0.1695,0.48076685652636275,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydaE,b4526,1.966,-1.462,0.3629,0.1988,0.4707,0.4784479820757521,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yebE,b1846,167.4,-0.6096,0.6554,0.03353,0.1644,0.4779862546708224,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,betI,b0313,575.5,-0.5783,0.6697,0.02952,0.1499,0.47663391572384,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yqhH,b3014,8.751,-0.9866,0.5047,0.1047,0.3288,0.47659507737081863,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yfdN,b2357,0.3906,-2.731,0.1506,0.3909,0.6691,0.47658399739927415,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pinE,b1158,4.152,-1.255,0.419,0.1602,0.4176,0.47594558505727175,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ytcA,b4622,0.7381,2.196,4.582,0.3223,0.6079,0.4747046131277674,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ymfQ,b1153,2.546,-1.295,0.4076,0.1686,0.431,0.4733519351418526,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,osmE,b1739,109.9,0.592,1.507,0.03211,0.1591,0.47261125364922374,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ycjO,b1311,10.14,0.9492,1.931,0.09936,0.3213,0.4680403393064991,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,paaC,b1390,17.65,1.023,2.033,0.1175,0.3491,0.467562304663095,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,insB6,b3445,30.29,0.6356,1.554,0.0399,0.1841,0.4671318120268483,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cutA,b4137,109.0,-0.5464,0.6847,0.02689,0.1401,0.4663862028798527,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yehA,b2108,10.67,-0.975,0.5087,0.1074,0.3342,0.46409371558156176,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yidQ,b3688,500.6,0.6582,1.578,0.04374,0.1973,0.46394735248700775,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,sseA,b2521,1655.0,0.6523,1.572,0.04304,0.1949,0.46325573734357556,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yihX,b3885,369.8,0.7246,1.652,0.05645,0.2315,0.4604463487665119,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,allB,b0512,30.02,-0.6205,0.6505,0.039,0.1816,0.45971861868316644,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yedR,b1963,25.96,-0.8601,0.5509,0.08437,0.2921,0.45969630784704985,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydfR,b1555,7.063,-0.978,0.5077,0.111,0.3395,0.4588386965130429,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yibG,b3596,15.14,-0.8046,0.5725,0.07435,0.2711,0.4561039901547413,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydeI,b1536,12.02,-0.7668,0.5877,0.06669,0.2544,0.45584948237051465,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ilvA,b3772,390.8,0.5017,1.416,0.02252,0.1246,0.45377859816647526,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yoeF,b4538,11.86,0.8905,1.854,0.09313,0.3104,0.45244371494203267,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yneP,b4747,2.409,-1.545,0.3426,0.2312,0.5097,0.452198891105446,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,psuK,b2166,119.7,0.6883,1.611,0.05196,0.2206,0.45179632877189857,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybaA,b0456,27.75,-0.9203,0.5284,0.1018,0.3246,0.4497059611943569,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pabC,b1096,534.8,-0.5047,0.7048,0.02376,0.1288,0.44922546393189156,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rimK,b0852,401.8,-0.427,0.7438,0.01417,0.08906,0.4484854910304479,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybhQ,b0791,604.2,0.6598,1.58,0.04779,0.2092,0.4482934034071829,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,uspF,b1376,492.8,0.7586,1.692,0.06782,0.2566,0.4481379037632831,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ldtD,b0925,889.6,0.4583,1.374,0.01773,0.1055,0.44764339774987,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yeiL,b2163,28.07,0.8065,1.749,0.07789,0.279,0.44712021005984354,input
