antibiotic_class,treatment,comparison,regulation,gene,gene_id,baseMean,log2FoldChange,FoldChange,pvalue,padj,signal_strength,padj_source
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ynjC,b1755,37.9,-0.1161,0.9227,0.695,0.8724,0.006882912233136467,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fucU,b2804,224.7,-0.122,0.9189,0.7039,0.8784,0.006869536093065966,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,folA,b0048,924.9,0.1085,1.078,0.6833,0.8656,0.006801078617769375,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ftsL,b0083,479.5,-0.07657,0.9483,0.5981,0.8154,0.006786344956117317,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,setA,b0070,189.1,0.09307,1.067,0.6502,0.8456,0.006778755841957647,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pdxB,b2320,1266.0,0.08166,1.058,0.6149,0.8262,0.006770823332291271,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rhtC,b3823,176.0,0.1137,1.082,0.6944,0.8721,0.006757613226076745,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rsmA,b0051,2598.0,-0.08738,0.9412,0.6346,0.8371,0.0067477158622616445,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,zntB,b1342,347.4,0.08705,1.062,0.6339,0.8367,0.006740301609793744,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,kch,b1250,255.0,-0.08383,0.9435,0.625,0.831,0.0067398461761779774,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mscL,b3291,498.7,0.09144,1.065,0.6487,0.8451,0.006683523180054952,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yfeZ,b2433,163.1,-0.09454,0.9366,0.6571,0.8498,0.006682396652724525,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yfhM,b2520,2042.0,-0.08827,0.9406,0.6394,0.8408,0.0066473751044082,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yafW,b0246,0.5207,-0.4417,0.7363,0.8898,0.966,0.006635603262276597,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,trxC,b2582,355.2,-0.1149,0.9234,0.6989,0.8755,0.006634768316803482,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yoaF,b1793,120.8,0.09412,1.067,0.6593,0.851,0.0065950298048385895,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,prlC,b3498,3221.0,-0.1406,0.9072,0.7428,0.8981,0.006562547687680542,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,maoP,b3764,4794.0,-0.1249,0.917,0.718,0.8861,0.006559406204040864,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,flu,b2000,4632.0,0.2432,1.184,0.8305,0.94,0.006535306004553292,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rrfE,b4010,2.266,-0.2976,0.8136,0.8581,0.9507,0.006534256212395028,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,aroF,b2601,378.0,-0.07889,0.9468,0.6159,0.8266,0.006524565819394565,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dmsB,b0895,37.26,-0.1679,0.8901,0.7713,0.9145,0.006517255122492052,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,kdgR,b1827,1355.0,0.08382,1.06,0.6327,0.8362,0.006511962119369332,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rspB,b1580,22.24,-0.1621,0.8937,0.7658,0.9118,0.006500276806930552,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yoaM,b4779,0.9452,0.3466,1.272,0.8676,0.9578,0.006490142983896291,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ypeC,b2390,65.17,-0.1222,0.9188,0.7159,0.8852,0.006471540277812075,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,metG,b2114,5018.0,-0.08994,0.9396,0.6531,0.8477,0.0064538980468316215,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,frmB,b0355,593.7,-0.1201,0.9201,0.7138,0.8839,0.0064369836187235414,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tdcD,b3115,49.36,0.1601,1.117,0.7663,0.9118,0.006420075982662439,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,plaR,b3574,285.6,-0.09151,0.9385,0.6603,0.8516,0.0063841354153572625,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,talA,b2464,527.4,0.1067,1.077,0.6924,0.8713,0.006384104912564207,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yihQ,b3878,26.55,-0.1323,0.9124,0.7361,0.895,0.006373812427704845,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ycjR,b1314,20.68,0.1476,1.108,0.7563,0.9055,0.006363264093648606,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rlmE,b3179,2764.0,-0.08973,0.9397,0.6567,0.8494,0.006360757210377298,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cadB,b4132,10.11,0.1632,1.12,0.7698,0.9142,0.00635807339321949,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,uvrD,b3813,1555.0,0.06451,1.046,0.5709,0.7973,0.0063463799983375264,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybhD,b0768,10.84,0.1504,1.11,0.7595,0.9078,0.0063182771676127125,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,lspA,b0027,890.1,0.07792,1.055,0.6226,0.8298,0.006313590295989009,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ppnP,b0391,407.8,0.09088,1.065,0.6621,0.8522,0.006312385765920202,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,barA,b2786,1117.0,-0.0724,0.9511,0.603,0.8183,0.006305131294850581,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,acrD,b2470,239.8,0.08043,1.057,0.633,0.8362,0.006248593572666134,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dxr,b0173,1224.0,-0.07679,0.9482,0.6205,0.8292,0.006246152858138192,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yqhC,b3010,127.1,-0.1164,0.9225,0.7135,0.8839,0.006238675214150044,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,thrT,b3979,5508.0,-0.1034,0.9308,0.6912,0.8705,0.006227908618123607,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cobT,b1991,327.4,0.07742,1.055,0.6255,0.831,0.006224488738634129,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybjM,b0848,41.09,-0.1624,0.8936,0.7741,0.9157,0.0062112780160665125,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rpsL,b3342,48210.0,-0.0845,0.9431,0.649,0.8451,0.006176265405890677,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ahpC,b0605,24220.0,0.08046,1.057,0.6359,0.8384,0.0061591108447936445,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,proS,b0194,10190.0,-0.08588,0.9422,0.6534,0.8479,0.006153762723453643,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,msrA,b4219,626.3,0.09343,1.067,0.6746,0.8598,0.00612924710783228,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yjbJ,b4045,399.0,0.08376,1.06,0.6489,0.8451,0.006122177401152699,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydfH,b1540,682.7,-0.0874,0.9412,0.6606,0.8518,0.006088490636522394,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,metI,b0198,372.3,-0.1135,0.9243,0.7125,0.8839,0.006083244302457302,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nfeF,b3070,354.0,0.1196,1.086,0.7248,0.8895,0.006082144090574718,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,secE,b3981,2801.0,-0.09703,0.935,0.685,0.8656,0.0060821074496051845,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,topAI,b4566,127.7,0.1216,1.088,0.7292,0.8915,0.006065244142616996,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,alaT,b3853,392.6,-0.1123,0.9251,0.71,0.8832,0.006057567518750611,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,artP,b0864,910.8,-0.1057,0.9293,0.7002,0.8764,0.0060563596084678255,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yfaP,b2225,6.97,0.173,1.127,0.7915,0.9228,0.006036387648113339,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybcH,b0567,55.11,-0.1488,0.902,0.7647,0.911,0.006023665506417857,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yehK,b4541,3.851,-0.1901,0.8765,0.8103,0.9298,0.006009148094872324,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,folM,b1606,306.6,-0.08971,0.9397,0.6714,0.8573,0.0059986543834746695,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dgoT,b3691,30.38,-0.111,0.926,0.712,0.8839,0.005949252137204939,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,srkA,b3859,2475.0,0.06945,1.049,0.6061,0.821,0.0059488677380548395,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cvrA,b1191,437.8,0.09285,1.066,0.6788,0.863,0.005941397617842789,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gloC,b0927,1262.0,0.06479,1.046,0.5917,0.8106,0.005908420424506367,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,bglA,b2901,2064.0,0.07861,1.056,0.6442,0.8428,0.005838794937556121,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,wzxE,b3792,566.7,0.09306,1.067,0.6839,0.8656,0.005833256923222286,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,glpE,b3425,717.9,-0.09552,0.9359,0.6941,0.8721,0.005677108314466585,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,coaE,b0103,361.3,0.0685,1.049,0.6159,0.8266,0.005665265035220277,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,insF3,b0541,52.97,-0.1002,0.9329,0.7036,0.8784,0.005642028823977129,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rpmA,b3185,10440.0,0.09898,1.071,0.7021,0.8774,0.005622298575777673,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,phnP,b4092,59.25,0.09068,1.065,0.6873,0.867,0.005620428240857251,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rcdB,b3521,187.3,0.1239,1.09,0.7499,0.9011,0.0056036265774440505,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yfgM,b2513,1627.0,-0.0797,0.9463,0.6594,0.851,0.005584614061258346,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tilS,b0188,490.1,0.06623,1.047,0.6109,0.8236,0.005582106937836833,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,alpA,b2624,4.862,0.1765,1.13,0.8095,0.9298,0.005579245863992452,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yhdN,b3293,67.6,-0.1095,0.9269,0.7252,0.8896,0.005563172220940947,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yqjE,b3099,230.7,-0.1046,0.9301,0.7159,0.8852,0.005539469010303953,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,focA,b0904,1687.0,0.1554,1.114,0.7864,0.9214,0.005524748489750903,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rbfA,b3167,1928.0,-0.08221,0.9446,0.6705,0.8568,0.005517979772305466,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ygdR,b2833,112.4,-0.09799,0.9343,0.7044,0.8784,0.005517588866881426,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ymfA,b1122,117.4,-0.1202,0.92,0.748,0.9001,0.005494250443524534,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,metV,b2816,22.04,-0.1429,0.9057,0.7764,0.9157,0.005465465692708772,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,insL2,b0582,1320.0,0.1088,1.078,0.7283,0.891,0.005453305800788021,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yeaC,b1777,877.4,-0.09698,0.935,0.7052,0.8788,0.0054415431208631165,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nfuA,b3414,3348.0,0.1127,1.081,0.7359,0.895,0.00542954391989672,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hofP,b3392,1.216,0.3045,1.235,0.8718,0.9598,0.005425962965895414,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,csgE,b1039,20.91,-0.1397,0.9077,0.7722,0.9148,0.005402736015920894,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,radD,b2184,313.5,-0.07579,0.9488,0.6554,0.8491,0.00538420944964191,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydaV,b1360,9.664,-0.139,0.9082,0.7733,0.9152,0.005349274408596091,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,xthA,b1749,889.2,-0.09764,0.9346,0.7088,0.8821,0.00531963985231974,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,bamA,b0177,18550.0,0.07748,1.055,0.6658,0.854,0.005310644179015888,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,sanA,b2144,271.3,0.1061,1.076,0.7294,0.8915,0.005292125029043283,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mdh,b3236,11050.0,0.1034,1.074,0.7238,0.889,0.005283557915679904,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ypdK,b4680,342.2,-0.1278,0.9152,0.7621,0.9094,0.005271117406730376,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,menA,b3930,771.0,-0.09195,0.9383,0.7001,0.8764,0.0052685171806870065,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,narY,b1467,39.68,-0.1054,0.9295,0.7301,0.8918,0.0052418088713677745,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yfjD,b4461,885.3,-0.07121,0.9518,0.6464,0.8445,0.005226838645280572,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ribA,b1277,1278.0,-0.07624,0.9485,0.6657,0.854,0.005225651938670255,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tdk,b1238,400.6,-0.09748,0.9347,0.7136,0.8839,0.005224622507520157,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,insH5,b1370,322.5,-0.08691,0.9415,0.692,0.8713,0.005200023973298549,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,brnQ,b0401,1590.0,-0.07158,0.9516,0.6517,0.847,0.005162105488528,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybhF,b0794,447.4,-0.0981,0.9343,0.7191,0.8861,0.005151943543766284,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,wcaM,b2043,92.62,0.09777,1.07,0.7189,0.8861,0.005134612846830066,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pntA,b1603,2850.0,0.09541,1.068,0.7109,0.8835,0.005132432697860087,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ppx,b2502,902.2,0.06318,1.045,0.623,0.8298,0.0051192586614551535,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yjiR,b4340,338.0,-0.08754,0.9411,0.697,0.8741,0.005115739534534364,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rsmE,b2946,755.0,0.06859,1.049,0.6423,0.8427,0.005098089346942112,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,lhr,b1653,476.5,-0.07976,0.9462,0.6797,0.8632,0.005095752209613626,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,amiD,b0867,448.6,0.07225,1.051,0.6586,0.8506,0.005077341412189174,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,frvB,b3899,10.05,0.1455,1.106,0.7938,0.9228,0.005076846258962374,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,argV,b2694,5752.0,0.09462,1.068,0.7118,0.8839,0.005071335470471452,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,folK,b0142,923.0,0.0803,1.057,0.682,0.8648,0.0050656708200961095,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rob,b4396,2488.0,-0.06089,0.9587,0.6172,0.8271,0.0050198921119391955,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rpsF,b4200,20630.0,0.08826,1.063,0.7034,0.8784,0.004969715209622969,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ribE,b0415,2140.0,-0.06661,0.9549,0.6443,0.8428,0.004947489260788872,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ribF,b0025,2303.0,0.06244,1.044,0.6296,0.834,0.004922391798179596,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,agrA,b4712,65.9,0.1065,1.077,0.7463,0.8992,0.004914304239039005,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,asnW,b1984,41.52,0.09739,1.07,0.7277,0.891,0.0048814104038487635,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,narK,b1223,21.13,0.1329,1.096,0.781,0.9192,0.004862808916097596,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,thiK,b1106,226.3,-0.08486,0.9429,0.7006,0.8765,0.004858072032326009,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydiY,b1722,1326.0,-0.1005,0.9327,0.7366,0.895,0.004841784950750846,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yqiB,b3033,585.2,0.07532,1.054,0.6788,0.863,0.004819666866730413,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,recG,b3652,1657.0,0.06705,1.048,0.6528,0.8477,0.004811361619302426,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yqgE,b2948,1366.0,0.07043,1.05,0.668,0.8552,0.00478447243830318,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,apaG,b0050,668.9,-0.0846,0.943,0.7044,0.8784,0.004763629126830989,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yijE,b3943,140.4,-0.1016,0.932,0.7402,0.898,0.004747124194601875,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ytfK,b4217,736.5,0.09823,1.07,0.7373,0.8955,0.004708597076122508,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ypeA,b2434,53.22,0.1075,1.077,0.7544,0.9043,0.004696402934571588,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hflC,b4175,4243.0,-0.06607,0.9552,0.655,0.8491,0.004693689383003576,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hns,b1237,27040.0,0.07319,1.052,0.6807,0.8636,0.00466127834226408,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,waaB,b3628,900.8,-0.06894,0.9533,0.6702,0.8568,0.004627290177627282,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,bcsF,b3537,126.9,0.09897,1.071,0.7409,0.8981,0.004619454798362327,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nimT,b1791,90.52,-0.09336,0.9373,0.7314,0.8925,0.0046112161341442135,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,opgB,b4359,2518.0,0.07096,1.05,0.6762,0.8611,0.004608597308163624,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hypT,b4327,375.7,0.06476,1.046,0.6619,0.8522,0.0044981305259792275,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ecpD,b0290,85.27,0.08561,1.061,0.7203,0.8861,0.004496002923362197,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,lysZ,b0748,606.4,-0.105,0.9298,0.7597,0.9078,0.004411031267282811,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,menD,b2264,737.2,0.07286,1.052,0.6908,0.8702,0.004399353907214973,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,btuC,b1711,262.0,-0.07145,0.9517,0.6886,0.8683,0.004382042716929574,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,waaF,b3620,2367.0,0.06153,1.044,0.6546,0.8491,0.004371162520602543,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,proY,b0402,754.8,-0.06944,0.953,0.6828,0.8653,0.004363144094028133,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mnmE,b3706,1467.0,-0.07158,0.9516,0.6898,0.8691,0.004361387300481294,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nusG,b3982,6820.0,-0.07925,0.9466,0.7083,0.8817,0.004333323367212205,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rplN,b3310,91950.0,0.07694,1.055,0.7043,0.8784,0.004332312352463077,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,phnM,b4095,5.827,0.1465,1.107,0.8223,0.9343,0.004323749893819238,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,bioH,b3412,347.1,0.06279,1.044,0.665,0.8537,0.004313341379533138,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,glyV,b4163,463.7,-0.09411,0.9369,0.7479,0.9001,0.0043016964163069375,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yqjK,b3100,371.7,-0.09315,0.9375,0.7464,0.8992,0.004298285820342566,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ccmF,b2196,145.2,0.08156,1.058,0.7195,0.8861,0.004283308006417717,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,priA,b3935,788.7,-0.07722,0.9479,0.7069,0.8803,0.0042756172026581956,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybbY,b0513,18.54,-0.1072,0.9284,0.7671,0.9123,0.004273241254601219,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fliO,b1947,605.4,-0.08624,0.942,0.7309,0.8924,0.004263743406598359,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,wecC,b3787,2201.0,0.06707,1.048,0.6853,0.8656,0.004204132192569512,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gspK,b3332,17.69,0.1264,1.092,0.8012,0.9264,0.004196663737143173,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hofC,b0106,45.41,-0.09502,0.9363,0.7526,0.9034,0.00419227420686483,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yqfH,b4753,0.6748,0.3045,1.235,0.8959,0.9688,0.0041917073738937695,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yafC,b0208,253.3,0.09112,1.065,0.747,0.8996,0.004187014410901265,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dinG,b0799,551.7,-0.08957,0.9398,0.7434,0.8981,0.0041807069444206695,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gudD,b2787,111.2,0.09025,1.065,0.746,0.8992,0.004164469085195025,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,narV,b1465,12.68,-0.1168,0.9222,0.7862,0.9214,0.004152449315334012,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rsfS,b0637,1235.0,-0.08858,0.9405,0.7404,0.898,0.004138782098010179,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dcuS,b4125,505.6,0.078,1.056,0.7162,0.8854,0.00412311762385933,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cbpM,b0999,27.98,-0.1078,0.928,0.7755,0.9157,0.00412300351066484,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yhhW,b3439,159.0,0.08071,1.058,0.7241,0.8892,0.004116254065484624,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,trmB,b2960,686.2,-0.09217,0.9381,0.7515,0.9024,0.004110866184458755,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,phnN,b4094,7.567,0.1258,1.091,0.8046,0.9278,0.00409424048261121,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yegP,b2080,35.42,0.124,1.09,0.8022,0.927,0.00408211296608236,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yphG,b2549,37.42,-0.09959,0.9333,0.7636,0.9102,0.0040695629837424405,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,glnV,b0665,1271.0,-0.08714,0.9414,0.7439,0.8982,0.004063072359675712,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,menB,b2262,1503.0,-0.07648,0.9484,0.7193,0.8861,0.004016520308126864,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yghS,b2985,20.91,-0.1197,0.9204,0.7997,0.9257,0.004013509431604658,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,recJ,b2892,1874.0,0.05995,1.042,0.6714,0.8573,0.0040086872175822815,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydcF,b1414,566.9,-0.07465,0.9496,0.714,0.8839,0.004001006054435573,input
