gene_id,EcMH1_S1,EcMH2_S2,EcMH3_S3,Ectob1_S7,Ectob2_S8,Ectob3_S9,NCMMH1_S73,NCMMH2_S74,NCMMH3_S75,NCMtob1_S76,NCMtob2_S77,NCMtob3_S78
gene-b0027,881.763124137943,784.299235357257,812.428113890558,717.410761519174,882.163614223316,750.781657890529,1102.65187346675,1004.13202245198,1114.89257009994,899.374696639667,775.543290563083,889.925614281527
gene-b0028,1391.27247652897,1386.99898333313,1133.5960548824,1145.52854429841,1384.26887523149,995.706164622407,1232.94142869795,1165.07304347216,1265.2596248073,1167.25187128999,1029.60057540271,1321.13583216869
gene-b0029,1884.14478884192,1662.03009103392,1583.65376166703,1720.53192619018,1869.24474567222,1430.32710303878,2045.28368916632,1918.17206031115,2039.84780793796,1764.11888400895,1397.70834414868,2052.24122216667
gene-b0030,1056.45204495772,1231.71826223891,1008.93218305004,346.614188149713,596.31690912911,469.838841345139,990.725275684242,1865.69129258718,1757.90958036166,522.513272226669,1927.05990048636,551.87809778974
gene-b0031,1431.82526171928,1663.34602934828,1632.25154221185,1252.1101680447,1314.68072605125,1126.97289372054,1111.39613891851,994.510548369255,1156.44136153224,1005.30331323143,1259.27465333823,1033.66235357725
gene-b0032,12591.1198940877,19119.2677693047,23995.6823807493,32241.3890052025,33413.0174756186,13513.2694351448,15516.6990441455,9311.83755315663,10046.8934711047,8910.22632639163,3564.66753836906,12368.4576900144
gene-b0033,19963.4082786844,26113.4799101164,31424.803963166,36949.7889718771,42954.0880216843,15132.4925629833,23611.2655728384,16122.091844804,14973.3930266484,10761.9400279668,7741.27491452521,13201.5984196359
gene-b0034,99.8222404684463,127.646016492708,167.979284926656,171.067984332287,186.282122420943,83.2423160134488,80.4472421561785,70.8490364273612,63.3124440873081,47.8715863443537,72.3630656509164,43.4759273178413
gene-b0035,6.2388900292779,1.31593831435781,6.33884094062854,7.16515117622146,4.28234764186076,2.4012206542341,7.86983890658268,10.4961535447942,17.8066248995554,5.09272195152699,8.65210567565305,7.98537440531779
gene-b0036,17.676855082954,22.3709513440828,31.6942047031427,33.1388241900243,27.8352596720949,28.0142409660645,26.2327963552756,25.3657043999194,25.7206804104689,24.4450653673296,17.3042113513061,41.7013996722151
gene-b0037,118.53891055628,121.066324920919,157.414550025609,135.24222845118,141.317472181405,120.86143959645,120.670863234268,88.3426256686849,93.9794091920979,119.169693665732,82.5882814494155,146.398530764159
gene-b0038,136.215765639234,164.492289294727,161.640443986028,144.198667421457,158.446862748848,161.682190718429,123.294142869795,102.337497061744,92.0008953143696,156.855836107031,136.860580687603,148.173058409786
