gene_id,gene,CAZ_2,CAZ_3,CAZ_4,Wu_2,Wu_3,Wu_4
b3603,b3603,298,399,190,199,350,233
b3604,b3604,96,127,58,132,220,140
b3605,b3605,462,743,307,650,847,724
b3606,b3606,148,170,96,32,19,32
b3607,b3607,668,984,1058,1101,1221,1137
b3608,b3608,1362,1779,1373,2163,2317,1949
b3609,b3609,1131,1381,1238,1212,1320,1052
b3610,b3610,393,425,342,367,419,348
b3611,b3611,845,1083,832,653,668,484
b3612,b3612,1296,1705,1889,1633,1562,1442
b3613,b3613,370,375,407,208,205,153
b3614,b3614,187,225,164,112,108,98
b3615,b3615,39,68,50,15,30,12
b3616,b3616,4167,4560,2710,3670,3162,3946
b3617,b3617,3754,4078,3053,3316,2718,3120
b3618,b3618,432,465,453,224,280,214
b3619,b3619,1378,1572,2034,1066,1055,1071
b3620,b3620,647,718,824,558,569,477
b3621,b3621,209,238,240,217,192,149
b3622,b3622,123,178,107,84,124,77
b3623,b3623,122,277,325,271,270,315
b3624,b3624,56,145,215,184,171,180
b3625,b3625,68,164,248,188,211,209
b3626,b3626,89,185,295,207,228,282
b3627,b3627,131,252,326,245,290,311
b3628,b3628,131,224,298,358,361,311
b3629,b3629,101,173,171,252,283,257
b3630,b3630,96,151,193,183,245,178
b3631,b3631,273,439,493,585,507,506
b3632,b3632,625,906,1294,775,839,754
b3633,b3633,710,709,763,461,401,311
b3634,b3634,241,229,229,152,161,112
b3635,b3635,138,141,205,105,139,93
b3636,b3636,33,58,41,21,30,25
b3637,b3637,5174,5937,6125,2224,2112,1694
b3638,b3638,652,735,641,594,523,542
b3639,b3639,571,598,620,421,300,371
b3640,b3640,258,343,250,197,159,125
b3641,b3641,367,356,351,163,189,133
b3642,b3642,43,65,58,35,22,16
b3643,b3643,722,824,779,190,158,107
b3644,b3644,1911,2274,2493,1061,1191,804
b3645,b3645,803,1072,872,284,291,289
b3646,b3646,175,214,152,52,59,39
b3647,b3647,167,234,178,489,431,321
b3648,b3648,2096,2828,3643,1260,1400,1145
b3649,b3649,698,831,945,522,603,423
b3650,b3650,1339,1696,1779,1183,1230,992
b3651,b3651,181,196,135,120,119,110
b3652,b3652,253,439,356,318,375,313
b3653,b3653,462,584,833,748,766,620
b3654,b3654,407,557,291,165,182,117
b3655,b3655,230,306,341,482,566,553
b3656,b3656,69,89,142,109,105,98
b3657,b3657,19,22,21,13,14,10
b3658,b3658,5,7,2,3,1,1
b3659,b3659,5,1,3,1,2,1
b3660,b3660,182,216,249,191,258,248
b3661,b3661,71,98,121,125,77,106
b3662,b3662,137,147,173,46,84,72
b3663,b3663,100,143,134,110,108,116
b3664,b3664,56,49,41,16,27,15
b3665,b3665,224,204,123,101,125,109
b3666,b3666,26,44,26,56,64,54
b3667,b3667,20,27,33,33,57,46
b3668,b3668,61,88,72,79,93,61
b3669,b3669,141,177,161,150,143,106
b3670,b3670,35,69,19,74,118,60
b3671,b3671,311,437,292,981,1100,958
b3672,b3672,21,30,25,67,101,103
b3673,b3673,1977,2349,1898,792,859,556
b3674,b3674,164,175,267,330,167,246
b3675,b3675,6,8,17,13,11,11
b3676,b3676,68,75,96,101,125,119
b3677,b3677,84,95,96,55,49,52
b3678,b3678,25,31,39,27,30,20
b3679,b3679,13,13,17,9,11,13
b3680,b3680,16,38,44,43,41,39
b3683,b3683,6,6,5,4,7,8
b3684,b3684,16,12,23,15,15,5
b3685,b3685,356,381,557,508,347,438
b3686,b3686,45,57,200,49,135,41
b3687,b3687,105,163,429,485,694,546
b3688,b3688,849,1113,1070,1157,1025,968
b3689,b3689,281,284,328,262,281,246
b3690,b3690,11,19,23,12,8,14
b3691,b3691,18,23,24,27,22,39
b3693,b3693,39,64,112,139,113,113
b3696,b3696,34,44,50,9,16,11
b3697,b3697,535,606,801,592,615,661
b3698,b3698,47,85,74,70,116,95
b3699,b3699,7584,9766,10790,8592,9783,9529
b3700,b3700,241,308,279,160,157,133
b3701,b3701,1002,1173,1331,819,761,646
b3702,b3702,2543,3169,4029,1195,1322,964
b3703,b3703,1166,1399,1190,488,530,449
b3704,b3704,154,223,140,48,62,47
b3705,b3705,2218,2792,2341,1868,1778,1365
b3706,b3706,519,669,641,470,485,411
b3707,b3707,7559,3315,2934,489,453,434
b3708,b3708,192835,105382,66912,22096,20163,25586
b3709,b3709,17910,14468,12017,2474,2571,2992
b3710,b3710,218,204,140,48,42,41
b3711,b3711,76,98,139,59,36,45
b3712,b3712,464,624,857,270,296,256
b3713,b3713,750,866,1278,565,703,636
b3714,b3714,719,871,838,238,352,229
b3715,b3715,126,154,219,38,65,35
b3716,b3716,11,16,35,2,4,2
b3717,b3717,29,40,73,27,28,30
b3718,b3718,14,10,23,7,17,10
b3719,b3719,7,12,10,11,7,12
b3720,b3720,6,5,11,1,0,3
b3721,b3721,15,5,5,3,3,1
b3722,b3722,6,8,21,4,6,12
b3723,b3723,5,6,16,3,1,1
b3724,b3724,160,185,195,236,237,201
b3725,b3725,104,151,137,180,213,211
b3726,b3726,66,104,94,172,229,150
b3727,b3727,59,100,78,94,109,91
b3728,b3728,148,267,213,189,187,193
b3729,b3729,3762,4459,2138,3641,3768,3454
b3730,b3730,2574,2984,2157,2192,2257,1966
b3731,b3731,4210,5982,2964,3032,3249,3378
b3732,b3732,10389,15268,7848,9239,9041,9935
b3733,b3733,4518,6311,3465,3593,3742,3937
b3734,b3734,12097,16953,9453,7540,7920,7639
b3735,b3735,2624,3500,1986,1239,1256,1200
b3736,b3736,4246,5356,3238,1880,2068,1843
b3737,b3737,2128,2747,1738,887,1013,831
b3738,b3738,3621,4389,3240,1244,1489,1003
b3739,b3739,1538,1850,1487,313,395,280
b3740,b3740,235,282,267,111,157,81
b3741,b3741,1997,2292,2412,1065,913,695
b3742,b3742,1688,1826,1608,725,492,362
b3743,b3743,117,125,72,28,42,41
b3744,b3744,11977,5619,3155,1788,1624,1464
b3745,b3745,259,334,597,378,352,377
b3746,b3746,352,503,647,523,510,550
b3747,b3747,302,398,358,261,409,266
b3748,b3748,1758,1786,2291,1806,1821,1384
b3749,b3749,1118,1239,1442,1545,1424,1163
b3750,b3750,1023,1176,904,1418,1349,1167
b3751,b3751,7728,9032,4883,4995,4912,5056
b3752,b3752,782,893,677,815,731,597
b3753,b3753,194,253,213,170,164,127
b3754,b3754,472,581,592,206,259,214
b3755,b3755,348,444,418,172,160,203
b3756,b3756,0,0,0,0,0,0
b3757,b3757,0,0,0,0,0,0
b3758,b3758,1,1,0,0,2,2
b3759,b3759,0,0,0,0,0,0
b3760,b3760,0,0,0,0,0,0
b3761,b3761,0,0,0,0,0,0
b3764,b3764,524,726,803,295,399,300
b3765,b3765,145,139,203,164,150,186
b3766,b3766,3,7,2,11,8,15
b3769,b3769,0,0,1,0,0,0
b3770,b3770,272,326,297,299,323,284
b3771,b3771,269,369,259,388,411,395
b3772,b3772,242,318,169,313,406,364
b3773,b3773,268,293,415,286,265,253
b3774,b3774,164,254,261,296,301,350
b3775,b3775,267,304,311,113,105,102
b3777,b3777,42,48,76,66,47,46
b3778,b3778,525,677,712,397,445,262
b3779,b3779,1824,2091,2135,1474,1674,1265
b3780,b3780,3489,4200,4061,2768,3061,2490
b3781,b3781,4170,5467,5794,4324,5547,4764
b3783,b3783,7076,9231,10954,3539,3736,2743
b3784,b3784,638,704,785,423,438,342
b3785,b3785,506,683,684,383,532,366
b3786,b3786,406,487,384,271,285,216
b3787,b3787,481,633,423,350,401,265
b3788,b3788,273,432,335,233,311,233
b3789,b3789,220,357,304,239,261,220
b3790,b3790,97,160,115,91,98,77
b3791,b3791,334,447,454,310,351,320
b3792,b3792,137,225,187,166,208,165
b3793,b3793,62,84,55,74,143,93
b3794,b3794,72,101,88,148,167,139
b3795,b3795,218,231,151,149,203,172
b3796,b3796,1,4,3,13,10,3
b3797,b3797,0,0,0,1,0,0
b3798,b3798,0,0,0,0,0,0
b3799,b3799,0,0,3,0,0,0
b3800,b3800,75,86,127,105,123,86
b3801,b3801,48,46,60,41,69,55
b3802,b3802,1482,1675,1303,1611,2017,1550
b3803,b3803,1401,1657,1331,1304,1636,1408
b3804,b3804,479,623,649,573,652,547
b3805,b3805,1817,2083,2339,2242,2104,2019
b3806,b3806,6540,7884,9589,4562,5238,4719
b3807,b3807,148,160,144,142,139,96
b3809,b3809,1192,1392,1789,1365,1419,1184
b3810,b3810,426,526,632,438,494,413
b3811,b3811,420,529,571,393,364,325
b3812,b3812,302,326,334,228,249,186
b3813,b3813,2586,3235,3266,1856,1867,1582
b3816,b3816,664,870,926,213,294,187
b3817,b3817,7,15,8,3,7,5
b3818,b3818,1,3,1,0,0,2
b3819,b3819,57,74,94,83,85,70
b3820,b3820,81,67,60,44,39,46
b3821,b3821,558,629,636,153,163,121
b3822,b3822,526,678,563,365,309,259
b3823,b3823,432,580,899,495,609,474
b3824,b3824,55,60,77,52,51,56
b3825,b3825,852,1002,1555,631,576,536
b3826,b3826,376,509,508,294,321,222
b3827,b3827,318,452,592,321,272,320
b3828,b3828,110,195,364,1234,591,1252
b3829,b3829,215,533,1089,2655,668,1811
b3830,b3830,812,1058,455,872,1198,850
b3831,b3831,1571,2204,2155,2581,2478,2945
b3832,b3832,1153,1344,1454,861,690,579
b3833,b3833,1916,2357,2100,1314,1324,1172
b3834,b3834,367,416,401,215,222,213
b3835,b3835,1366,1890,1477,947,1128,849
b3836,b3836,1289,1547,1679,981,988,888
b3838,b3838,597,804,855,538,580,457
b3839,b3839,570,728,750,407,404,361
b3842,b3842,156,171,221,78,107,108
b3843,b3843,3012,3318,3108,2944,3136,2794
b3844,b3844,1738,1917,2038,1697,1808,1395
b3845,b3845,1269,1867,323,1015,1638,1136
b3846,b3846,2032,2621,712,784,1524,811
b3847,b3847,2628,2979,2440,2192,2160,2137
b3848,b3848,313,364,301,260,396,286
b3849,b3849,457,596,505,498,660,478
b3850,b3850,0,4,3,9,6,7
b3851,b3851,0,0,0,0,0,0
b3852,b3852,0,0,0,0,0,0
b3853,b3853,0,0,0,0,0,0
b3854,b3854,0,0,0,0,3,1
b3855,b3855,0,0,0,0,0,0
b3856,b3856,0,5,0,1,0,4
b3857,b3857,67,108,109,126,129,111
b3858,b3858,342,366,341,325,446,376
b3859,b3859,1433,1931,1683,288,475,296
b3860,b3860,1288,1599,1303,498,820,590
b3861,b3861,29,43,41,5,10,6
b3862,b3862,48,66,74,29,17,8
b3863,b3863,2995,3756,4075,4659,4282,4755
b3864,b3864,11,12,26,15,14,15
b3865,b3865,1991,2280,2399,1221,1179,1200
b3866,b3866,668,973,703,1043,1162,1031
b3867,b3867,1071,1377,1240,1211,1319,1059
b3868,b3868,224,234,198,356,441,362
b3869,b3869,154,154,90,203,196,203
b3870,b3870,1035,1019,554,1860,1381,1319
b3871,b3871,6058,7113,6322,2450,2832,2147
b3872,b3872,105,106,180,172,141,143
b3873,b3873,133,138,199,160,176,140
b3874,b3874,27,12,13,18,24,15
b3875,b3875,3,0,0,0,0,1
b3876,b3876,5,11,6,7,13,11
b3877,b3877,5,5,6,6,8,4
b3878,b3878,3,8,4,5,13,9
b3879,b3879,2,3,0,6,3,2
b3880,b3880,25,14,11,42,41,56
b3881,b3881,3,12,7,21,22,13
b3882,b3882,1,8,2,9,12,13
b3883,b3883,33,38,76,92,70,62
b3884,b3884,84,130,150,124,106,128
b3885,b3885,348,427,355,541,472,451
b3886,b3886,216,340,281,373,480,397
b3887,b3887,88,112,137,122,178,147
b3888,b3888,309,398,408,434,557,538
b3889,b3889,4,3,2,0,1,0
b3890,b3890,17,28,28,39,34,18
b3891,b3891,2064,2593,1860,1241,1043,1106
b3892,b3892,2377,3136,1702,1182,1251,1229
b3893,b3893,5692,7442,4201,2724,2873,2788
b3894,b3894,27157,31876,23238,13999,16367,14334
b3895,b3895,362,505,556,348,429,353
b3896,b3896,12,13,15,10,18,17
b3897,b3897,13,18,18,18,9,8
b3898,b3898,29,38,36,36,63,38
b3899,b3899,5,6,19,6,7,19
b3900,b3900,0,2,2,0,1,2
b3901,b3901,5,5,5,1,4,2
b3902,b3902,2,5,6,11,5,9
b3903,b3903,13,11,12,30,26,29
b3904,b3904,9,5,5,55,29,33
b3905,b3905,19,42,26,48,61,46
b3906,b3906,45,36,63,70,48,48
b3907,b3907,32,38,59,98,71,85
b3908,b3908,3545,3723,2216,5340,3987,3718
b3909,b3909,61,76,72,47,40,52
b3910,b3910,211,264,266,261,236,234
b3911,b3911,1129,1521,1218,1149,1498,1193
b3912,b3912,985,1149,871,912,1051,958
b3915,b3915,644,762,1023,732,748,593
b3916,b3916,2054,2755,2984,2771,3536,3110
b3917,b3917,63,73,99,224,93,186
b3918,b3918,20,32,40,15,9,14
b3919,b3919,4439,5471,4664,5179,5660,5094
b3920,b3920,48,63,47,32,38,33
b3921,b3921,64,79,109,68,101,79
b3922,b3922,89,115,120,240,528,398
b3923,b3923,170,317,256,485,805,778
b3924,b3924,979,1110,819,642,662,658
b3925,b3925,394,450,460,325,311,261
b3926,b3926,651,784,542,2061,1308,1735
b3927,b3927,173,197,250,1145,656,920
b3928,b3928,2258,2897,2975,2614,2571,2909
b3929,b3929,2233,2661,3654,2686,2972,3123
b3930,b3930,131,168,183,137,122,88
b3931,b3931,1030,1371,1916,2007,2862,2231
b3932,b3932,356,410,759,657,868,682
b3933,b3933,742,906,868,618,629,531
b3934,b3934,748,797,1008,789,700,491
b3935,b3935,545,727,664,317,332,264
b3936,b3936,5103,6329,5689,3943,3775,3862
b3937,b3937,130,176,419,165,156,206
b3938,b3938,799,1081,1803,1944,1613,2227
b3939,b3939,173,260,246,682,479,781
b3940,b3940,554,756,766,1309,1076,1217
b3941,b3941,69,154,224,1404,855,1665
b3942,b3942,3852,5560,3876,9678,9866,11429
b3943,b3943,184,210,228,186,207,157
b3944,b3944,2,16,33,3,3,8
b3945,b3945,1158,1512,3741,1384,1044,1518
b3946,b3946,28,43,41,33,58,54
b3947,b3947,12,31,12,75,55,92
b3949,b3949,12,6,5,15,26,15
b3950,b3950,2,3,2,6,6,4
b3951,b3951,60,81,49,146,134,128
b3952,b3952,13,20,23,30,21,32
b3953,b3953,6,11,9,16,13,15
b3954,b3954,97,105,130,87,83,59
b3955,b3955,288,357,360,235,313,226
b3956,b3956,2176,2893,3618,4473,4558,4756
b3957,b3957,339,399,372,382,387,354
b3958,b3958,29,44,52,55,39,56
b3959,b3959,28,57,46,103,93,84
b3960,b3960,125,205,206,445,554,481
b3961,b3961,2378,2851,3812,2028,1922,1774
b3962,b3962,6760,6700,4324,1798,2142,1623
b3963,b3963,976,1119,1126,765,795,646
b3964,b3964,820,924,935,574,569,571
b3965,b3965,792,1038,960,671,905,651
b3966,b3966,815,920,1062,565,482,434
b3967,b3967,4,10,12,16,8,18
b3968,b3968,0,0,0,0,0,0
b3969,b3969,0,0,0,1,0,0
b3970,b3970,0,0,0,0,0,0
b3971,b3971,0,0,0,0,0,0
b3972,b3972,233,295,350,138,141,94
b3973,b3973,420,508,567,300,286,205
b3974,b3974,515,604,652,199,120,99
b3976,b3976,4,2,5,0,3,1
b3977,b3977,75,80,73,23,43,19
b3978,b3978,9,15,15,4,9,5
b3979,b3979,5,3,3,5,0,4
b3980,b3980,166,163,147,104,143,117
b3981,b3981,1624,2034,2206,1462,1787,1341
b3982,b3982,1590,1965,2013,1482,1804,1446
b3983,b3983,6164,7413,5992,4007,3877,3846
b3984,b3984,14157,18335,14117,9990,9614,9826
b3985,b3985,11649,14949,14725,8246,7937,7235
b3986,b3986,7481,9543,9778,5689,5957,5618
b3987,b3987,11372,16622,10694,17890,20492,18855
b3988,b3988,16995,28053,13485,37338,38909,38904
b3989,b3989,16,20,31,13,6,13
b3990,b3990,353,941,416,2048,1983,2219
b3991,b3991,190,565,215,1139,1222,1306
b3992,b3992,145,456,161,887,993,969
b3993,b3993,114,289,150,512,613,608
b3994,b3994,510,1036,782,1153,1484,1408
b3995,b3995,1007,1187,1004,1194,1270,940
b3996,b3996,425,439,413,403,681,490
b3997,b3997,1319,1546,1581,1306,1375,1193
b3998,b3998,379,461,463,487,553,433
b3999,b3999,498,646,637,420,450,365
b4000,b4000,2467,2797,1880,1834,1625,1682
b4001,b4001,90,80,141,100,91,80
b4002,b4002,19,9,5,14,13,7
b4003,b4003,83,94,140,102,87,109
b4004,b4004,132,140,194,206,201,188
b4005,b4005,993,1080,831,929,1274,930
b4006,b4006,1191,1373,1240,624,795,659
b4007,b4007,0,0,0,0,0,0
b4008,b4008,0,0,0,0,0,0
b4009,b4009,0,0,0,0,0,0
b4010,b4010,0,0,0,0,0,0
b4011,b4011,0,0,0,0,0,0
b4012,b4012,0,0,1,3,3,0
b4013,b4013,48,96,139,548,290,509
b4014,b4014,15880,20359,15622,29765,37548,32422
b4015,b4015,30406,41707,18368,74590,76884,84146
b4016,b4016,7012,9452,4269,15708,18152,17899
b4017,b4017,12,29,15,8,18,7
b4018,b4018,2466,2933,3388,3380,3294,3325
b4019,b4019,1125,1412,1381,2588,2328,2144
b4020,b4020,309,375,418,500,702,548
b4021,b4021,280,359,296,153,113,147
b4022,b4022,192,228,243,215,216,208
b4023,b4023,825,983,1720,510,550,565
b4024,b4024,135,153,209,231,261,198
b4025,b4025,3056,4010,3773,4605,5841,5583
b4026,b4026,99,108,119,67,60,61
b4027,b4027,4,7,2,1,2,0
b4028,b4028,3,2,5,0,2,0
b4029,b4029,59,99,69,67,110,66
b4030,b4030,35,100,57,48,41,43
b4031,b4031,22,41,32,65,80,48
b4032,b4032,166,345,221,277,167,279
b4033,b4033,135,322,128,245,133,305
b4034,b4034,2105,3500,3442,1987,871,2115
b4035,b4035,44,92,27,99,34,160
b4036,b4036,639,1223,381,887,388,945
b4037,b4037,142,211,106,191,137,250
b4038,b4038,8,5,2,2,4,5
b4039,b4039,339,365,372,325,495,403
b4040,b4040,464,486,484,601,816,554
b4041,b4041,2919,3585,4054,2940,2829,2591
b4042,b4042,254,294,309,196,214,211
b4043,b4043,8336,9537,10901,2801,3113,2891
b4044,b4044,1038,1288,1179,337,413,273
b4045,b4045,3847,6030,2843,5796,9356,8723
b4046,b4046,817,1016,1315,1124,938,1219
b4047,b4047,1,0,0,0,0,2
b4048,b4048,10,6,5,3,4,5
b4049,b4049,729,900,772,333,328,208
b4050,b4050,145,191,178,22,73,33
b4051,b4051,829,1258,998,2061,2719,2599
b4052,b4052,1260,1647,1735,1047,934,802
b4053,b4053,670,744,670,606,590,540
b4054,b4054,397,529,889,552,538,541
b4055,b4055,498,666,866,951,777,553
b4056,b4056,400,632,892,1515,1825,1721
b4057,b4057,508,851,1176,1713,2044,1809
b4058,b4058,11568,14157,14836,4809,5391,4199
b4059,b4059,1359,1404,1575,1167,1118,949
b4060,b4060,56,81,142,109,183,134
b4061,b4061,183,272,145,269,380,257
b4062,b4062,594,828,648,152,673,508
b4063,b4063,46,66,57,37,61,47
b4064,b4064,346,356,421,141,206,143
b4065,b4065,466,557,551,711,845,794
b4066,b4066,7,18,2,2,18,1
b4067,b4067,4097,6261,581,3040,4851,3522
b4068,b4068,915,1459,111,422,813,507
b4069,b4069,16227,21306,1737,5231,9063,6360
b4070,b4070,67,63,427,472,27,525
b4071,b4071,12,20,137,75,4,117
b4072,b4072,12,11,139,84,7,70
b4073,b4073,17,16,333,95,13,109
b4074,b4074,25,30,130,38,25,37
b4075,b4075,3,0,10,2,1,2
b4076,b4076,4,7,21,11,1,5
b4077,b4077,643,602,382,366,607,347
b4078,b4078,418,563,746,507,547,522
b4079,b4079,1025,1248,1040,636,612,686
b4080,b4080,8,12,10,10,6,6
b4081,b4081,14,7,9,6,3,5
b4082,b4082,0,1,2,2,1,0
b4083,b4083,2,3,6,0,4,1
b4084,b4084,39,28,27,31,25,23
b4085,b4085,19,20,4,16,14,9
b4086,b4086,10,5,7,7,0,5
b4087,b4087,24,26,14,7,5,11
b4088,b4088,114,138,98,57,48,42
b4089,b4089,487,613,572,568,423,403
b4090,b4090,24,16,14,25,20,19
b4092,b4092,90,99,81,76,129,80
b4093,b4093,27,62,38,29,42,40
b4094,b4094,4,3,7,8,8,9
b4095,b4095,14,5,6,6,8,10
b4096,b4096,6,3,8,10,15,9
b4097,b4097,6,3,2,4,6,2
b4098,b4098,0,2,2,2,4,3
b4099,b4099,0,3,0,5,3,5
b4100,b4100,2,0,0,0,1,1
b4101,b4101,2,1,0,0,0,0
b4102,b4102,3,0,1,0,0,3
b4104,b4104,0,1,0,1,2,1
b4105,b4105,2,2,1,0,4,3
b4106,b4106,3,3,3,0,1,0
b4107,b4107,96,152,117,265,350,294
b4108,b4108,212,278,288,111,122,111
b4109,b4109,104,134,181,74,119,69
b4110,b4110,11,29,34,17,18,9
b4111,b4111,1979,2491,1657,1141,1722,1111
b4112,b4112,175,233,259,270,333,230
b4113,b4113,114,141,135,217,208,189
b4114,b4114,19,17,18,38,43,41
b4115,b4115,18,17,15,47,51,44
b4116,b4116,2,3,5,7,9,6
b4117,b4117,64,74,84,78,77,66
b4118,b4118,180,204,194,456,406,396
b4119,b4119,362,443,303,389,358,449
b4120,b4120,181,218,176,195,200,189
b4121,b4121,38,32,47,48,38,41
b4122,b4122,46,58,51,39,39,37
b4123,b4123,56,45,61,19,35,31
b4124,b4124,174,235,212,141,149,159
b4125,b4125,478,651,650,479,620,564
b4126,b4126,25,20,9,10,28,13
b4127,b4127,131,217,113,78,129,91
b4128,b4128,2,1,1,0,2,1
b4129,b4129,3286,4133,5294,6518,6809,7078
b4130,b4130,20,33,40,42,54,28
b4131,b4131,13,25,19,5,4,7
b4132,b4132,4,5,7,8,4,4
b4133,b4133,44,56,170,46,45,47
b4134,b4134,1,2,0,4,3,3
b4135,b4135,786,1211,898,1309,1510,1128
b4136,b4136,525,761,909,589,658,622
b4137,b4137,133,177,221,109,106,110
b4138,b4138,5755,7886,17697,9286,8205,9911
b4139,b4139,34692,40787,56299,54328,48207,49268
b4140,b4140,548,672,1673,783,959,680
b4141,b4141,77,111,121,100,115,61
b4142,b4142,777,925,1604,691,760,635
b4143,b4143,5332,6293,10104,9489,15138,12849
b4144,b4144,932,1066,1020,965,882,966
b4145,b4145,16,19,29,1,4,4
b4146,b4146,664,866,796,552,444,351
b4147,b4147,1656,1819,1886,975,981,785
b4148,b4148,577,717,689,449,540,371
b4149,b4149,424,583,332,774,916,823
b4150,b4150,100,109,176,51,64,45
b4151,b4151,428,549,967,461,677,604
b4152,b4152,365,425,901,314,399,371
b4153,b4153,881,997,2132,753,905,928
b4154,b4154,3940,4524,9709,3862,3848,4391
b4155,b4155,174,242,297,131,141,119
b4156,b4156,62,93,117,44,109,41
b4157,b4157,2,5,4,4,7,5
b4158,b4158,13,17,26,5,6,7
b4159,b4159,686,987,792,774,998,764
b4160,b4160,1156,1452,1274,980,1074,916
b4161,b4161,1279,1340,1697,1292,1184,1090
b4162,b4162,574,704,781,410,430,311
b4163,b4163,162,242,360,229,201,161
b4164,b4164,0,0,0,0,0,0
b4165,b4165,6,11,21,4,3,5
b4166,b4166,662,781,828,435,463,361
b4167,b4167,548,817,776,1441,2295,1961
b4168,b4168,110,167,136,177,257,248
b4169,b4169,559,821,820,1058,1501,1077
b4170,b4170,1122,1437,1574,1617,1952,1516
b4171,b4171,3108,4490,6042,3691,5030,4110
b4172,b4172,2568,3061,3628,2188,2751,2300
b4173,b4173,2819,3647,4095,3537,4798,3480
b4174,b4174,3564,4731,3533,4786,6828,4950
b4175,b4175,1929,2721,1881,2941,4196,3111
b4176,b4176,10,14,10,9,13,11
b4177,b4177,10864,17637,27165,25138,19113,25530
b4178,b4178,304,389,425,247,377,319
b4179,b4179,4593,5880,5810,5243,5771,5248
b4180,b4180,736,893,897,584,631,545
b4181,b4181,1,1,1,0,0,0
b4182,b4182,4,8,5,5,4,4
b4183,b4183,5,5,3,0,1,1
b4184,b4184,0,0,0,2,0,1
b4185,b4185,0,1,1,4,2,1
b4186,b4186,12,12,6,7,16,13
b4187,b4187,814,2161,792,8762,14365,10573
b4188,b4188,1318,1871,2220,2727,3051,2302
b4189,b4189,2331,3144,3239,6044,5821,4195
b4190,b4190,94,132,138,159,151,210
b4191,b4191,135,138,152,154,137,121
b4192,b4192,31,19,34,35,31,54
b4193,b4193,17,20,18,21,24,37
b4194,b4194,1,1,5,7,7,8
b4195,b4195,12,20,5,10,21,25
b4196,b4196,40,64,47,55,53,50
b4197,b4197,32,33,27,46,42,41
b4198,b4198,27,63,29,42,38,49
b4199,b4199,15,48,24,27,78,41
b4200,b4200,5348,7165,5259,4055,3120,3547
b4201,b4201,865,1100,652,625,521,584
b4202,b4202,386,456,321,330,336,374
b4203,b4203,6010,7246,5251,4061,3691,4292
b4204,b4204,2,4,5,1,0,3
b4205,b4205,2,2,3,0,0,0
b4206,b4206,895,1143,1164,1062,962,1007
b4207,b4207,1208,1364,1029,483,450,324
b4208,b4208,2528,3354,1562,1447,2104,1423
b4209,b4209,108,48,5827,105,26,1131
b4210,b4210,175,200,159,100,138,108
b4211,b4211,95,149,180,119,131,114
b4212,b4212,92,126,146,160,177,138
b4213,b4213,397,453,460,474,428,424
b4214,b4214,899,1437,1023,1546,2387,1907
b4215,b4215,8,14,13,9,13,10
b4216,b4216,662,816,607,797,924,638
b4217,b4217,6157,8222,6061,9366,18644,12532
b4218,b4218,613,701,835,533,524,427
b4219,b4219,404,650,629,673,842,810
b4220,b4220,270,378,405,379,453,417
b4221,b4221,741,1024,748,1130,1494,1116
b4222,b4222,271,322,354,233,276,254
b4224,b4224,5,14,11,29,41,19
b4225,b4225,38,65,51,113,123,128
b4226,b4226,4287,4871,4573,1749,1799,1327
b4227,b4227,867,1217,612,1325,1629,1712
b4230,b4230,118,221,88,250,350,307
b4231,b4231,201,297,205,292,394,328
b4232,b4232,4805,5625,4977,2022,2053,2029
b4233,b4233,1736,1960,2135,1205,1171,1012
b4234,b4234,1032,1382,1281,1085,1302,1125
b4235,b4235,1470,1860,1950,1878,2089,1961
b4236,b4236,259,299,377,218,272,219
b4237,b4237,41,84,157,96,140,108
b4238,b4238,631,989,1554,1524,2165,1943
b4239,b4239,48,68,65,120,139,109
b4240,b4240,94,97,158,135,187,131
b4241,b4241,352,399,629,302,222,248
b4242,b4242,94,111,147,99,126,80
b4243,b4243,7402,7210,4322,5242,4563,5537
b4244,b4244,3176,2255,536,431,280,589
b4245,b4245,4529,3316,864,573,431,691
b4246,b4246,24,34,43,21,31,15
b4248,b4248,65,82,60,29,70,53
b4249,b4249,39,45,43,16,36,23
b4251,b4251,71,82,52,59,76,43
b4252,b4252,140,177,183,210,252,216
b4253,b4253,35,45,33,28,42,23
b4254,b4254,7,8,12,11,14,3
b4255,b4255,5700,7067,7464,4237,5037,5227
b4256,b4256,58,80,131,64,85,80
b4257,b4257,4,3,5,0,2,3
b4258,b4258,3096,3973,2785,4578,5896,4711
b4259,b4259,159,213,157,267,375,281
b4260,b4260,1659,2189,1642,2878,3482,2948
b4261,b4261,899,1013,1355,774,1134,839
b4262,b4262,744,965,1020,1096,1449,1065
b4263,b4263,793,1032,566,865,1320,956
b4264,b4264,65,55,118,31,47,46
b4265,b4265,50,44,118,41,39,48
b4266,b4266,15,32,13,34,15,21
b4267,b4267,9,16,11,23,25,31
b4268,b4268,11,8,9,10,8,15
b4269,b4269,476,637,296,810,1399,1083
b4270,b4270,5,3,3,0,0,0
b4271,b4271,269,369,326,169,256,172
b4272,b4272,0,0,2,0,0,0
b4273,b4273,1,2,1,2,0,0
b4277,b4277,4,8,18,6,4,4
b4278,b4278,96,119,122,63,79,70
b4279,b4279,20,45,31,37,36,30
b4280,b4280,106,120,130,89,126,114
b4281,b4281,0,19,13,12,9,4
b4282,b4282,3,1,2,1,1,0
b4284,b4284,5,5,1,0,3,1
b4286,b4286,5,7,5,1,3,7
